R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
155,25,1600,180,25,1900,200,100,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GRawX,GRawY,GRawZ,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z,aRawR,aRawP,aPT1R,aPT1P,aPT2R,aPT2P
210.392,4.661,1.355,-5.131,0.201,-0.172,9.865,0.224,-0.150,9.858,0.224,-0.151,9.857,-1.001,-1.168,-0.875,-1.304,-0.881,-1.304
210.402,0.266,-3.772,-7.817,0.194,-0.093,9.886,0.218,-0.139,9.864,0.223,-0.149,9.858,-0.541,-1.124,-0.809,-1.267,-0.871,-1.300
210.412,2.220,-0.354,12.446,0.215,-0.172,9.908,0.221,-0.141,9.867,0.222,-0.147,9.860,-0.997,-1.246,-0.824,-1.286,-0.859,-1.295
210.422,0.388,3.796,3.047,0.201,-0.143,9.836,0.220,-0.138,9.861,0.222,-0.146,9.861,-0.837,-1.172,-0.806,-1.279,-0.849,-1.293
210.433,0.999,7.092,-3.056,0.258,-0.114,9.836,0.222,-0.136,9.865,0.222,-0.144,9.862,-0.669,-1.507,-0.795,-1.292,-0.839,-1.290
210.443,3.196,-3.283,-4.765,0.244,-0.201,9.893,0.224,-0.143,9.872,0.222,-0.143,9.864,-1.165,-1.414,-0.834,-1.302,-0.833,-1.291
210.453,1.243,4.284,6.465,0.265,-0.158,9.879,0.226,-0.146,9.869,0.222,-0.143,9.865,-0.916,-1.541,-0.851,-1.313,-0.835,-1.293
210.463,-2.540,-2.795,-5.620,0.244,-0.100,9.879,0.233,-0.141,9.863,0.224,-0.143,9.864,-0.583,-1.417,-0.824,-1.355,-0.836,-1.305
210.474,-0.953,-9.631,2.314,0.201,-0.172,9.843,0.227,-0.148,9.858,0.225,-0.144,9.863,-1.003,-1.171,-0.860,-1.324,-0.838,-1.312
210.484,-5.348,3.918,10.615,0.229,-0.194,9.850,0.227,-0.151,9.857,0.226,-0.145,9.862,-1.128,-1.337,-0.878,-1.322,-0.843,-1.315
210.494,2.952,4.528,-2.202,0.237,-0.143,9.879,0.227,-0.151,9.859,0.226,-0.146,9.861,-0.833,-1.375,-0.883,-1.320,-0.853,-1.316
210.504,-2.907,1.721,0.483,0.229,-0.194,9.829,0.224,-0.152,9.857,0.226,-0.147,9.860,-1.130,-1.340,-0.885,-1.304,-0.858,-1.314
210.514,1.243,5.017,2.802,0.208,-0.129,9.850,0.222,-0.145,9.856,0.225,-0.147,9.860,-0.752,-1.212,-0.845,-1.295,-0.858,-1.311
210.525,-0.221,-0.109,2.436,0.251,-0.150,9.857,0.223,-0.144,9.852,0.224,-0.147,9.858,-0.877,-1.461,-0.842,-1.299,-0.854,-1.307
210.535,-3.395,3.064,-1.347,0.208,-0.150,9.857,0.229,-0.143,9.855,0.225,-0.146,9.857,-0.877,-1.211,-0.831,-1.334,-0.850,-1.312
210.545,3.074,-0.354,0.849,0.237,-0.172,9.850,0.232,-0.148,9.856,0.227,-0.146,9.857,-1.003,-1.379,-0.862,-1.351,-0.849,-1.320
210.555,-8.888,1.355,2.436,0.237,-0.201,9.886,0.234,-0.154,9.861,0.228,-0.147,9.857,-1.166,-1.374,-0.896,-1.360,-0.855,-1.327
210.566,4.051,5.627,4.389,0.258,-0.143,9.829,0.234,-0.152,9.858,0.229,-0.148,9.858,-0.837,-1.508,-0.884,-1.361,-0.862,-1.333
210.576,-3.517,4.895,3.291,0.215,-0.165,9.893,0.231,-0.153,9.863,0.230,-0.149,9.859,-0.957,-1.248,-0.891,-1.345,-0.867,-1.337
210.586,-4.982,1.110,-0.737,0.208,-0.150,9.893,0.228,-0.151,9.861,0.230,-0.149,9.859,-0.873,-1.206,-0.880,-1.327,-0.870,-1.337
210.597,5.271,-0.354,0.483,0.194,-0.158,9.850,0.226,-0.148,9.861,0.229,-0.149,9.859,-0.919,-1.128,-0.863,-1.316,-0.868,-1.335
210.607,0.511,-0.720,-4.033,0.258,-0.114,9.857,0.227,-0.142,9.863,0.229,-0.148,9.860,-0.668,-1.503,-0.827,-1.324,-0.862,-1.330
210.617,-6.569,-0.842,2.558,0.229,-0.194,9.872,0.229,-0.141,9.863,0.229,-0.146,9.860,-1.126,-1.334,-0.820,-1.335,-0.851,-1.331
210.628,-3.029,-3.527,0.605,0.215,-0.114,9.908,0.228,-0.148,9.863,0.229,-0.146,9.861,-0.664,-1.246,-0.862,-1.326,-0.854,-1.331
210.638,-2.174,-2.063,-4.033,0.222,-0.136,9.850,0.225,-0.145,9.858,0.228,-0.146,9.860,-0.794,-1.295,-0.845,-1.309,-0.853,-1.327
210.648,0.266,3.430,-5.742,0.258,-0.136,9.836,0.225,-0.142,9.858,0.227,-0.146,9.860,-0.795,-1.506,-0.830,-1.309,-0.849,-1.320
210.659,7.713,1.965,-3.056,0.194,-0.186,9.865,0.223,-0.147,9.861,0.226,-0.145,9.860,-1.085,-1.126,-0.858,-1.300,-0.847,-1.317
210.669,6.614,-2.185,-1.225,0.208,-0.150,9.850,0.218,-0.145,9.861,0.225,-0.145,9.861,-0.877,-1.212,-0.846,-1.270,-0.847,-1.309
210.679,-1.320,-1.818,-2.324,0.222,-0.172,9.865,0.220,-0.148,9.863,0.224,-0.146,9.861,-1.001,-1.293,-0.865,-1.281,-0.849,-1.302
210.690,-0.587,1.110,0.971,0.229,-0.165,9.879,0.220,-0.148,9.869,0.223,-0.146,9.862,-0.958,-1.333,-0.861,-1.277,-0.851,-1.296
210.700,-3.639,-9.875,1.826,0.229,-0.150,9.872,0.220,-0.149,9.869,0.222,-0.146,9.864,-0.875,-1.334,-0.865,-1.280,-0.853,-1.291
210.710,2.952,4.651,-0.737,0.265,-0.129,9.836,0.222,-0.149,9.862,0.221,-0.147,9.864,-0.753,-1.548,-0.871,-1.292,-0.857,-1.289
210.721,-0.709,-2.185,0.605,0.251,-0.150,9.807,0.229,-0.152,9.859,0.222,-0.148,9.864,-0.881,-1.469,-0.885,-1.334,-0.863,-1.295
210.731,1.121,-2.063,0.849,0.222,-0.158,9.793,0.226,-0.148,9.852,0.223,-0.148,9.862,-0.924,-1.303,-0.865,-1.315,-0.863,-1.300
210.741,-1.442,-2.307,-3.911,0.208,-0.158,9.857,0.223,-0.150,9.856,0.224,-0.149,9.860,-0.918,-1.211,-0.876,-1.299,-0.866,-1.302
210.752,-2.785,-5.114,-3.422,0.179,-0.136,9.843,0.224,-0.151,9.858,0.224,-0.149,9.860,-0.794,-1.045,-0.881,-1.304,-0.870,-1.304
210.762,1.487,-1.940,1.460,0.201,-0.143,9.850,0.225,-0.147,9.858,0.225,-0.149,9.860,-0.836,-1.170,-0.859,-1.308,-0.870,-1.307
210.772,-2.540,0.500,-2.690,0.229,-0.136,9.836,0.221,-0.142,9.857,0.224,-0.148,9.859,-0.795,-1.339,-0.831,-1.285,-0.863,-1.304
210.783,-3.395,3.430,-6.840,0.229,-0.150,9.857,0.226,-0.147,9.857,0.224,-0.148,9.859,-0.877,-1.336,-0.858,-1.315,-0.860,-1.306
210.793,3.440,-0.720,-0.737,0.237,-0.086,9.908,0.229,-0.139,9.862,0.225,-0.147,9.859,-0.498,-1.371,-0.808,-1.334,-0.854,-1.311
210.803,1.243,2.697,-1.469,0.222,-0.107,9.893,0.230,-0.141,9.870,0.226,-0.146,9.861,-0.624,-1.290,-0.823,-1.340,-0.848,-1.317
210.814,3.929,-1.696,1.582,0.229,-0.136,9.836,0.230,-0.147,9.865,0.227,-0.146,9.862,-0.795,-1.339,-0.853,-1.339,-0.848,-1.322
210.824,-0.587,3.674,8.052,0.222,-0.136,9.893,0.229,-0.147,9.870,0.228,-0.146,9.863,-0.790,-1.290,-0.856,-1.330,-0.850,-1.325
210.834,-0.953,5.627,1.948,0.208,-0.158,9.836,0.228,-0.147,9.870,0.228,-0.146,9.865,-0.920,-1.214,-0.857,-1.325,-0.850,-1.327
210.844,-0.587,-0.720,-4.155,0.201,-0.129,9.879,0.223,-0.143,9.870,0.227,-0.146,9.866,-0.750,-1.167,-0.833,-1.300,-0.848,-1.323
210.855,-1.075,0.134,-0.737,0.229,-0.165,9.807,0.225,-0.147,9.862,0.227,-0.146,9.866,-0.965,-1.343,-0.859,-1.308,-0.849,-1.320
210.865,4.051,0.134,1.704,0.222,-0.143,9.879,0.227,-0.149,9.863,0.227,-0.146,9.865,-0.833,-1.292,-0.871,-1.321,-0.853,-1.321
210.875,-1.808,-1.940,-4.033,0.237,-0.136,9.872,0.226,-0.151,9.866,0.227,-0.148,9.865,-0.792,-1.376,-0.880,-1.316,-0.859,-1.319
210.886,-1.442,2.453,3.657,0.201,-0.179,9.893,0.224,-0.152,9.871,0.226,-0.148,9.866,-1.040,-1.165,-0.883,-1.301,-0.862,-1.317
210.896,8.689,3.186,-1.713,0.215,-0.158,9.872,0.224,-0.150,9.868,0.226,-0.149,9.867,-0.917,-1.251,-0.875,-1.301,-0.865,-1.314
210.906,-0.709,-2.673,-3.911,0.208,-0.143,9.872,0.226,-0.146,9.870,0.226,-0.148,9.867,-0.834,-1.209,-0.849,-1.314,-0.863,-1.314
210.917,1.487,-9.509,-1.103,0.229,-0.143,9.893,0.223,-0.144,9.867,0.225,-0.147,9.867,-0.832,-1.331,-0.841,-1.300,-0.859,-1.311
210.927,-3.883,-0.598,-3.911,0.194,-0.122,9.908,0.226,-0.141,9.870,0.226,-0.146,9.867,-0.706,-1.122,-0.820,-1.317,-0.851,-1.314
210.937,-5.226,3.064,-5.742,0.229,-0.136,9.857,0.227,-0.141,9.868,0.226,-0.145,9.868,-0.793,-1.336,-0.824,-1.320,-0.846,-1.316
210.948,0.633,5.993,5.488,0.237,-0.158,9.886,0.225,-0.141,9.868,0.226,-0.144,9.868,-0.916,-1.374,-0.822,-1.311,-0.841,-1.315
210.958,-3.883,-4.016,-6.230,0.208,-0.158,9.865,0.224,-0.146,9.867,0.226,-0.144,9.867,-0.918,-1.210,-0.851,-1.302,-0.841,-1.313
210.968,4.661,6.482,11.958,0.258,-0.158,9.829,0.223,-0.148,9.871,0.225,-0.145,9.868,-0.921,-1.508,-0.862,-1.300,-0.846,-1.308
210.979,-6.325,-1.818,-3.300,0.222,-0.122,9.872,0.229,-0.148,9.872,0.225,-0.146,9.869,-0.709,-1.293,-0.861,-1.331,-0.851,-1.311
210.989,0.755,-1.940,-1.957,0.194,-0.165,9.829,0.226,-0.148,9.867,0.226,-0.146,9.869,-0.963,-1.131,-0.863,-1.315,-0.853,-1.315
210.999,-1.808,-2.673,5.854,0.237,-0.150,9.901,0.228,-0.147,9.871,0.226,-0.147,9.869,-0.873,-1.372,-0.855,-1.328,-0.853,-1.317
211.010,-4.005,1.721,-5.376,0.265,-0.150,9.843,0.228,-0.141,9.868,0.226,-0.146,9.869,-0.878,-1.547,-0.820,-1.324,-0.847,-1.317
211.020,1.609,-1.330,-2.446,0.258,-0.165,9.865,0.232,-0.144,9.860,0.227,-0.145,9.868,-0.959,-1.502,-0.838,-1.348,-0.843,-1.322
211.030,3.440,3.552,6.831,0.201,-0.150,9.857,0.223,-0.141,9.859,0.227,-0.144,9.866,-0.877,-1.169,-0.820,-1.300,-0.839,-1.319
211.041,5.760,-1.330,-2.202,0.229,-0.136,9.857,0.220,-0.143,9.859,0.225,-0.144,9.864,-0.793,-1.336,-0.834,-1.281,-0.838,-1.310
211.051,7.591,4.773,4.756,0.172,-0.158,9.850,0.217,-0.144,9.860,0.224,-0.144,9.864,-0.919,-1.003,-0.839,-1.261,-0.837,-1.303
211.061,-1.320,1.721,1.826,0.265,-0.150,9.829,0.218,-0.148,9.855,0.222,-0.144,9.862,-0.879,-1.549,-0.862,-1.269,-0.841,-1.293
211.072,0.633,-4.992,-1.713,0.186,-0.186,9.850,0.213,-0.149,9.856,0.221,-0.145,9.861,-1.086,-1.086,-0.866,-1.242,-0.846,-1.285
211.082,-4.494,0.988,1.093,0.215,-0.107,9.872,0.214,-0.140,9.859,0.219,-0.145,9.860,-0.625,-1.251,-0.818,-1.248,-0.844,-1.277
211.092,4.417,-7.312,-0.370,0.194,-0.186,9.865,0.218,-0.146,9.857,0.219,-0.144,9.860,-1.085,-1.126,-0.849,-1.270,-0.841,-1.275
211.103,-0.831,-7.068,3.291,0.237,-0.136,9.886,0.218,-0.147,9.862,0.219,-0.145,9.860,-0.791,-1.374,-0.855,-1.270,-0.845,-1.273
211.113,1.365,1.355,0.239,0.237,-0.114,9.908,0.219,-0.146,9.871,0.219,-0.145,9.861,-0.664,-1.371,-0.849,-1.274,-0.847,-1.272
211.123,-4.249,2.209,-0.859,0.265,-0.136,9.843,0.221,-0.150,9.866,0.218,-0.146,9.863,-0.794,-1.547,-0.874,-1.286,-0.853,-1.271
211.134,-3.151,1.843,-3.422,0.208,-0.136,9.865,0.216,-0.147,9.869,0.218,-0.147,9.864,-0.793,-1.210,-0.858,-1.259,-0.855,-1.270
211.144,2.586,2.697,-0.370,0.244,-0.143,9.893,0.219,-0.151,9.866,0.218,-0.148,9.864,-0.832,-1.415,-0.879,-1.274,-0.860,-1.269
211.154,-0.465,-0.598,-2.202,0.229,-0.150,9.879,0.217,-0.151,9.862,0.218,-0.148,9.864,-0.875,-1.333,-0.881,-1.262,-0.864,-1.267
211.165,1.365,4.651,1.582,0.172,-0.129,9.836,0.209,-0.149,9.863,0.217,-0.149,9.864,-0.753,-1.004,-0.867,-1.219,-0.866,-1.260
211.175,-1.808,-10.852,5.854,0.208,-0.172,9.843,0.216,-0.149,9.864,0.216,-0.148,9.864,-1.003,-1.213,-0.870,-1.256,-0.865,-1.258
211.185,2.708,5.505,0.971,0.222,-0.158,9.850,0.216,-0.154,9.860,0.216,-0.149,9.863,-0.919,-1.295,-0.899,-1.257,-0.870,-1.258
211.196,1.975,0.500,0.117,0.222,-0.179,9.872,0.218,-0.158,9.863,0.217,-0.151,9.863,-1.042,-1.292,-0.922,-1.271,-0.880,-1.260
211.206,2.097,-0.476,7.441,0.244,-0.165,9.850,0.221,-0.152,9.858,0.217,-0.151,9.862,-0.961,-1.421,-0.886,-1.290,-0.882,-1.266
211.217,-5.836,1.721,-1.835,0.194,-0.201,9.843,0.222,-0.153,9.866,0.219,-0.151,9.863,-1.171,-1.129,-0.890,-1.290,-0.881,-1.273
211.227,-1.564,5.017,0.117,0.201,-0.100,9.872,0.221,-0.149,9.868,0.219,-0.151,9.864,-0.583,-1.167,-0.868,-1.283,-0.881,-1.275
211.239,-2.785,5.993,-1.591,0.251,-0.129,9.879,0.220,-0.146,9.868,0.219,-0.150,9.864,-0.750,-1.458,-0.847,-1.279,-0.875,-1.275
211.249,1.609,5.993,-4.399,0.201,-0.129,9.879,0.219,-0.143,9.870,0.219,-0.149,9.865,-0.750,-1.167,-0.833,-1.273,-0.869,-1.276
211.259,-1.808,-3.650,-3.300,0.251,-0.172,9.886,0.219,-0.150,9.870,0.219,-0.149,9.866,-0.999,-1.457,-0.872,-1.271,-0.868,-1.274
211.269,2.097,-12.683,4.511,0.258,-0.172,9.872,0.217,-0.150,9.869,0.218,-0.149,9.866,-1.000,-1.501,-0.872,-1.260,-0.867,-1.271
211.281,1.609,-1.330,-7.451,0.265,-0.172,9.879,0.222,-0.152,9.866,0.219,-0.149,9.866,-1.000,-1.541,-0.884,-1.289,-0.868,-1.272
211.291,-2.296,-0.964,0.361,0.215,-0.143,9.865,0.225,-0.155,9.864,0.220,-0.150,9.866,-0.834,-1.252,-0.905,-1.308,-0.874,-1.277
211.303,-2.907,-2.307,9.517,0.229,-0.194,9.901,0.224,-0.156,9.870,0.220,-0.151,9.866,-1.122,-1.330,-0.909,-1.302,-0.880,-1.283
211.313,-4.738,-2.063,-5.131,0.237,-0.158,9.908,0.227,-0.153,9.869,0.221,-0.152,9.866,-0.914,-1.371,-0.892,-1.319,-0.882,-1.288
211.323,-1.442,1.355,-8.549,0.215,-0.179,9.865,0.227,-0.155,9.870,0.222,-0.152,9.867,-1.043,-1.252,-0.904,-1.323,-0.885,-1.294
211.335,3.074,-2.917,1.215,0.215,-0.172,9.915,0.227,-0.157,9.880,0.224,-0.153,9.869,-0.996,-1.245,-0.916,-1.321,-0.890,-1.301
211.345,-1.442,-2.551,-0.737,0.251,-0.158,9.879,0.226,-0.155,9.878,0.224,-0.153,9.870,-0.916,-1.458,-0.903,-1.311,-0.892,-1.302
211.355,-6.691,-0.109,4.511,0.201,-0.222,9.850,0.217,-0.165,9.874,0.223,-0.155,9.871,-1.295,-1.170,-0.962,-1.264,-0.900,-1.298
211.366,-3.395,-1.330,-1.957,0.359,0.079,9.836,0.220,-0.147,9.873,0.222,-0.155,9.872,0.460,-2.092,-0.855,-1.280,-0.902,-1.290
211.378,5.760,-1.086,1.338,0.344,-0.186,9.821,0.207,-0.189,9.870,0.219,-0.159,9.872,-1.089,-2.011,-1.102,-1.201,-0.923,-1.275
211.388,3.562,-3.527,-6.474,-0.114,-0.495,9.261,0.140,-0.211,9.866,0.209,-0.166,9.875,-3.065,0.710,-1.225,-0.814,-0.964,-1.214
211.398,2.708,-8.166,8.418,-0.955,-0.107,9.627,0.103,-0.203,9.833,0.197,-0.174,9.871,-0.638,5.670,-1.184,-0.604,-1.012,-1.144
211.408,-1.198,0.866,-6.474,0.208,-0.517,10.389,0.141,-0.230,9.858,0.189,-0.183,9.863,-2.851,-1.148,-1.339,-0.821,-1.065,-1.100
211.418,5.760,3.308,0.849,2.090,-0.352,9.821,0.218,-0.209,9.887,0.187,-0.187,9.865,-2.008,-12.016,-1.211,-1.267,-1.090,-1.086
211.428,-0.587,7.092,0.361,2.450,-0.100,8.823,0.363,-0.179,9.830,0.206,-0.187,9.867,-0.629,-15.526,-1.047,-2.115,-1.087,-1.198
211.438,-2.785,-4.016,-6.474,-0.409,-0.273,10.454,0.244,-0.210,9.811,0.216,-0.189,9.855,-1.495,2.243,-1.231,-1.425,-1.101,-1.257
211.448,4.783,-0.720,9.394,-1.645,-0.596,10.253,0.091,-0.213,9.859,0.205,-0.191,9.852,-3.288,9.106,-1.240,-0.532,-1.112,-1.194
211.458,-3.151,7.947,-6.840,0.955,-0.265,9.024,0.144,-0.239,9.862,0.193,-0.200,9.858,-1.678,-6.045,-1.392,-0.837,-1.164,-1.126
211.468,-2.296,3.064,-5.009,0.653,-0.172,9.620,0.173,-0.260,9.840,0.187,-0.212,9.857,-1.025,-3.889,-1.514,-1.010,-1.237,-1.088
211.478,1.121,-1.452,3.413,0.035,-0.912,10.123,0.171,-0.262,9.829,0.184,-0.219,9.851,-5.153,-0.202,-1.531,-0.999,-1.275,-1.074
211.488,0.266,-0.476,-0.126,-0.079,-0.682,10.044,0.221,-0.238,9.864,0.190,-0.218,9.850,-3.889,0.450,-1.384,-1.286,-1.268,-1.106
211.498,2.830,3.918,1.215,-0.395,-1.084,9.958,0.192,-0.336,9.878,0.195,-0.232,9.855,-6.215,2.260,-1.952,-1.113,-1.350,-1.139
211.508,2.097,1.477,-2.812,0.215,0.926,9.656,0.156,-0.244,9.891,0.189,-0.244,9.861,5.484,-1.273,-1.414,-0.904,-1.418,-1.101
211.518,11.009,3.674,-3.178,1.106,0.553,9.771,0.222,-0.273,9.826,0.184,-0.253,9.857,3.221,-6.453,-1.596,-1.294,-1.472,-1.075
211.528,2.097,-2.551,-9.770,-0.747,-0.826,10.145,0.159,-0.190,9.827,0.188,-0.244,9.849,-4.646,4.200,-1.112,-0.927,-1.423,-1.097
211.538,6.126,0.500,11.103,1.623,-1.393,10.015,0.284,-0.291,9.813,0.194,-0.244,9.841,-7.825,-9.127,-1.702,-1.661,-1.424,-1.131
211.548,2.708,-1.696,-5.131,0.107,-0.222,10.202,0.220,-0.278,9.853,0.200,-0.248,9.841,-1.251,-0.605,-1.620,-1.283,-1.445,-1.168
211.558,-8.278,-2.917,-3.911,-0.567,0.071,9.534,0.262,-0.242,9.887,0.216,-0.249,9.851,0.431,3.408,-1.407,-1.520,-1.448,-1.260
211.569,4.539,4.284,-0.004,1.221,-1.128,10.159,0.274,-0.281,9.856,0.220,-0.248,9.853,-6.294,-6.817,-1.634,-1.597,-1.445,-1.279
211.579,-3.151,-3.527,-0.737,-1.810,-1.501,10.303,0.143,-0.301,9.857,0.219,-0.246,9.852,-8.172,9.869,-1.754,-0.834,-1.435,-1.276
211.589,-3.517,-5.969,4.389,-0.431,1.185,10.289,0.204,-0.256,9.905,0.218,-0.258,9.858,6.570,2.384,-1.486,-1.185,-1.500,-1.270
211.599,4.417,3.430,2.070,1.379,-0.395,9.908,0.166,-0.250,9.846,0.204,-0.256,9.856,-2.263,-7.924,-1.460,-0.969,-1.490,-1.190
211.609,-6.569,-4.870,-1.713,-0.581,0.732,10.382,0.189,-0.255,9.867,0.204,-0.258,9.855,4.033,3.202,-1.482,-1.099,-1.503,-1.187
211.619,-2.418,-5.236,-6.352,-0.007,1.013,9.513,0.122,-0.195,9.869,0.194,-0.257,9.859,6.081,0.043,-1.135,-0.712,-1.496,-1.128
211.629,2.342,0.012,6.465,1.271,-0.215,10.569,0.285,-0.184,9.839,0.199,-0.244,9.853,-1.160,-6.863,-1.075,-1.664,-1.422,-1.158
211.639,0.144,-8.166,-4.765,0.373,-0.179,9.433,0.290,-0.225,9.848,0.216,-0.242,9.852,-1.090,-2.268,-1.314,-1.687,-1.410,-1.260
211.649,-1.930,-1.574,3.413,-0.725,-2.177,10.066,0.205,-0.364,9.797,0.224,-0.249,9.844,-12.179,4.032,-2.133,-1.203,-1.454,-1.308
211.659,2.097,7.458,2.558,-0.057,0.725,10.123,0.206,-0.225,9.910,0.223,-0.252,9.850,4.102,0.324,-1.306,-1.191,-1.468,-1.301
211.671,4.173,6.482,-3.422,0.258,-0.215,10.253,0.188,-0.151,9.940,0.211,-0.232,9.868,-1.204,-1.445,-0.870,-1.086,-1.349,-1.229
211.681,2.830,2.331,9.639,1.968,-0.790,9.448,0.308,-0.183,9.888,0.215,-0.221,9.876,-4.683,-11.736,-1.063,-1.786,-1.287,-1.248
211.691,3.807,-2.063,3.047,-0.804,0.682,10.303,0.204,-0.144,9.884,0.219,-0.212,9.876,3.780,4.458,-0.836,-1.187,-1.231,-1.273
211.701,-4.982,4.406,-6.962,-0.833,-0.890,9.922,0.082,-0.222,9.883,0.209,-0.209,9.876,-5.115,4.784,-1.288,-0.479,-1.216,-1.214
211.712,0.633,-0.598,2.436,1.530,-0.955,10.023,0.307,-0.153,9.913,0.211,-0.197,9.880,-5.386,-8.647,-0.885,-1.777,-1.144,-1.224
211.722,-9.254,-0.109,-2.568,2.306,1.501,8.701,0.399,0.004,9.843,0.228,-0.175,9.885,9.475,-14.646,0.023,-2.322,-1.018,-1.325
211.732,7.713,8.679,-10.136,-0.445,-0.028,10.051,0.096,0.014,9.903,0.218,-0.144,9.886,-0.163,2.538,0.083,-0.560,-0.839,-1.265
211.742,2.220,-3.405,3.413,-2.292,-0.208,9.814,-0.140,-0.083,10.041,0.175,-0.129,9.909,-1.184,13.148,-0.474,0.799,-0.750,-1.013
211.754,0.633,2.941,-1.469,-0.294,-2.155,9.879,-0.166,-0.223,10.076,0.115,-0.125,9.939,-12.308,1.669,-1.269,0.946,-0.722,-0.663
211.764,-0.953,-0.231,0.849,1.264,-3.305,9.908,-0.292,-0.324,10.118,0.044,-0.138,9.968,-18.318,-6.906,-1.834,1.654,-0.799,-0.254
211.774,2.830,5.505,2.680,0.883,-3.111,8.916,-0.412,-0.404,10.211,-0.031,-0.164,10.010,-19.157,-5.348,-2.265,2.315,-0.940,0.181
211.784,7.957,1.965,3.535,0.215,-2.213,9.663,-0.622,-0.412,10.255,-0.127,-0.193,10.053,-12.901,-1.246,-2.298,3.472,-1.104,0.725
211.794,-8.156,1.965,-4.765,4.210,-3.283,8.801,-0.494,-0.533,10.212,-0.215,-0.232,10.086,-18.609,-24.153,-2.988,2.772,-1.323,1.225
211.804,-8.522,-7.678,-17.705,6.401,-2.478,9.319,-0.003,-0.874,10.147,-0.234,-0.316,10.102,-12.372,-33.596,-4.926,0.017,-1.793,1.329
211.814,-14.626,-4.504,-11.845,2.874,3.175,8.507,0.526,-0.990,10.022,-0.145,-0.445,10.104,19.487,-17.571,-5.641,-2.996,-2.523,0.826
211.824,2.097,1.355,0.971,-4.311,3.951,10.863,0.857,-1.009,10.045,0.042,-0.567,10.089,18.690,20.461,-5.722,-4.858,-3.222,-0.240
211.835,0.877,-10.242,-7.817,-10.928,0.905,9.707,0.377,-0.991,10.075,0.190,-0.653,10.087,3.545,48.288,-5.618,-2.138,-3.710,-1.080
211.845,15.159,-4.992,6.709,-1.199,-2.213,11.014,-0.960,-1.097,10.129,0.051,-0.711,10.089,-11.300,6.099,-6.158,5.386,-4.036,-0.292
211.855,3.074,6.237,4.511,12.207,4.677,12.861,-0.920,-1.057,10.506,-0.195,-0.799,10.123,14.784,-41.754,-5.726,4.982,-4.517,1.103
211.865,8.812,1.477,-6.352,3.915,5.482,2.866,-0.592,-0.627,10.856,-0.302,-0.827,10.276,48.507,-32.348,-3.302,3.122,-4.606,1.679
211.875,-2.052,-9.509,14.522,1.293,-4.972,6.423,-0.784,-0.435,10.649,-0.380,-0.749,10.382,-37.210,-9.051,-2.335,4.213,-4.125,2.094
211.885,17.113,-3.161,8.784,8.600,-0.833,13.450,-0.729,-0.742,10.740,-0.500,-0.733,10.418,-2.989,-32.562,-3.949,3.879,-4.022,2.745
