R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1600,200,25,1900,200,100,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GRawX,GRawY,GRawZ,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z,aRawR,aRawP,aPT1R,aPT1P,aPT2R,aPT2P
158.662,-42.214,17.102,-12.456,-1.580,5.180,12.983,1.206,-0.383,10.144,1.244,-0.682,10.076,21.618,6.454,-2.148,-6.779,-3.847,-7.027
158.672,-1.442,34.559,-19.658,13.967,-11.409,9.419,1.262,-0.215,10.543,1.184,-0.548,10.141,-34.125,-43.373,-1.165,-6.828,-3.078,-6.656
158.683,-41.238,-10.486,-30.645,-7.379,0.653,11.675,1.297,-0.345,10.557,1.261,-0.524,10.233,2.711,32.268,-1.863,-7.008,-2.916,-7.023
158.694,9.666,1.843,-25.152,16.504,-10.116,12.149,1.377,-0.479,10.621,1.229,-0.461,10.281,-26.285,-46.253,-2.562,-7.385,-2.555,-6.814
158.705,-35.378,-29.285,-52.130,-0.474,-7.120,3.168,1.701,-0.850,10.259,1.309,-0.490,10.349,-65.807,3.483,-4.675,-9.391,-2.694,-7.209
158.716,5.638,-22.815,-27.837,-0.675,-15.304,14.010,1.366,-0.584,10.216,1.377,-0.445,10.306,-47.517,1.865,-3.248,-7.607,-2.453,-7.607
158.727,-11.330,-19.641,-41.632,11.323,-10.799,0.675,1.526,-1.011,10.075,1.341,-0.489,10.321,-43.613,-46.325,-5.668,-8.579,-2.695,-7.402
158.738,-1.075,-35.145,-42.852,-6.251,-9.376,15.965,1.598,-1.179,9.977,1.444,-0.581,10.246,-28.688,18.665,-6.658,-9.045,-3.218,-8.014
158.749,6.370,-24.890,-37.603,13.184,-11.955,5.108,1.597,-1.280,10.080,1.445,-0.639,10.237,-40.236,-45.423,-7.155,-8.940,-3.539,-8.022
158.760,-1.442,-42.713,-50.665,3.664,-11.912,3.650,1.991,-1.323,9.885,1.507,-0.715,10.231,-66.565,-16.397,-7.482,-11.300,-3.958,-8.366
158.771,9.056,-45.521,-47.125,-2.521,-5.985,14.427,1.766,-1.928,9.743,1.679,-0.949,10.080,-22.238,9.176,-11.026,-10.089,-5.312,-9.421
158.783,-5.470,3.796,-64.215,15.390,3.448,9.491,1.909,-1.364,9.887,1.593,-1.032,10.076,10.804,-56.757,-7.720,-10.836,-5.784,-8.946
158.795,-5.104,-27.820,-49.688,-11.639,9.333,16.403,1.617,-0.672,9.996,1.749,-1.016,10.030,24.905,31.680,-3.798,-9.175,-5.706,-9.851
158.807,8.445,-1.330,-48.224,11.136,-2.845,9.017,1.382,-0.442,10.002,1.564,-0.886,10.011,-11.236,-49.692,-2.507,-7.868,-5.001,-8.850
158.819,-18.654,-16.345,-32.964,-12.947,-0.811,6.143,0.872,-0.624,9.759,1.554,-0.804,10.014,-3.244,64.456,-3.651,-5.103,-4.542,-8.800
158.829,12.962,-24.524,-52.740,-4.842,-8.262,15.253,-0.136,-0.570,9.533,1.349,-0.737,9.910,-27.320,15.605,-3.428,0.819,-4.220,-7.737
158.839,6.126,1.599,-66.046,2.874,-9.225,8.557,-0.269,-0.836,9.788,1.035,-0.745,9.868,-45.646,-12.872,-4.883,1.573,-4.300,-5.975
158.849,-31.838,-7.922,-49.933,-8.305,3.118,-1.968,-0.015,-1.170,9.620,0.865,-0.850,9.895,20.077,66.092,-6.940,0.093,-4.895,-4.983
158.860,-46.487,35.413,-45.294,-2.500,16.870,21.080,-0.197,-0.994,9.176,0.703,-0.961,9.728,38.493,5.293,-6.184,1.224,-5.634,-4.120
158.871,-29.519,46.888,-37.359,6.639,4.253,7.767,-0.151,-0.379,9.493,0.527,-0.876,9.665,22.612,-36.877,-2.289,0.915,-5.176,-3.114
158.882,-69.071,37.488,-64.215,5.690,5.597,8.241,0.186,-0.281,9.169,0.416,-0.787,9.636,29.214,-29.750,-1.760,-1.166,-4.670,-2.469
158.892,-57.352,45.057,-34.307,-4.663,1.810,11.948,0.141,-0.028,9.212,0.427,-0.683,9.508,8.039,21.110,-0.180,-0.881,-4.112,-2.571
158.903,-74.686,86.928,-38.458,22.367,5.640,-2.299,0.236,0.050,9.268,0.262,-0.564,9.544,14.089,-74.804,0.309,-1.462,-3.385,-1.570
158.914,-51.614,69.594,6.831,-10.152,6.732,20.290,0.580,0.389,9.171,0.399,-0.434,9.407,16.535,25.415,2.428,-3.618,-2.642,-2.429
158.925,-68.704,70.815,-9.892,19.478,-5.510,4.418,0.925,0.342,9.256,0.389,-0.234,9.423,-15.432,-70.102,2.111,-5.708,-1.426,-2.368
158.936,-39.285,15.271,17.329,-18.882,-15.641,9.635,0.712,-0.166,9.223,0.588,-0.174,9.367,-36.441,45.809,-1.033,-4.421,-1.064,-3.595
158.947,-85.184,34.437,-16.728,-4.576,-4.792,8.586,0.238,-0.571,9.229,0.495,-0.231,9.362,-26.235,24.972,-3.542,-1.475,-1.413,-3.032
158.959,-103.251,52.504,13.911,7.544,4.562,4.921,-0.053,-0.471,9.347,0.378,-0.337,9.370,26.876,-48.369,-2.889,0.327,-2.061,-2.315
158.970,-101.787,48.109,24.043,-5.403,20.764,11.661,-0.004,0.024,9.259,0.333,-0.375,9.337,58.274,12.789,0.151,0.024,-2.304,-2.046
158.981,-74.686,89.248,31.124,14.441,-5.115,8.543,0.358,0.282,9.284,0.260,-0.208,9.329,-16.964,-55.442,1.740,-2.213,-1.282,-1.600
158.992,-77.616,18.689,27.461,-0.898,-1.386,14.873,0.548,0.185,9.353,0.345,-0.155,9.306,-5.319,3.442,1.132,-3.354,-0.957,-2.128
159.004,-88.358,-7.922,19.649,-7.810,0.201,6.825,0.348,0.150,9.380,0.370,-0.091,9.342,1.111,48.860,0.916,-2.129,-0.562,-2.269
159.015,-66.995,29.676,49.557,2.327,-8.586,10.576,0.326,-0.057,9.343,0.346,-0.058,9.329,-38.428,-9.702,-0.354,-2.001,-0.356,-2.126
159.026,-80.912,21.375,36.007,0.502,9.599,7.422,0.378,-0.102,9.311,0.345,-0.131,9.345,52.251,-2.374,-0.631,-2.330,-0.806,-2.116
159.037,-91.654,27.356,38.814,9.089,0.172,4.311,0.593,-0.148,9.294,0.338,-0.110,9.347,0.982,-64.639,-0.915,-3.657,-0.676,-2.074
159.048,-25.734,19.299,65.793,-4.368,-3.484,20.348,0.563,-0.069,9.466,0.427,-0.098,9.293,-9.510,11.954,-0.421,-3.409,-0.605,-2.634
159.059,-78.348,-13.904,52.120,-6.876,11.057,14.384,0.339,0.222,9.672,0.416,-0.085,9.370,34.761,20.766,1.316,-2.012,-0.524,-2.543
159.070,-43.557,33.460,58.102,13.680,-16.619,-1.932,0.541,-0.002,9.437,0.377,0.021,9.433,-50.287,-39.291,-0.014,-3.282,0.132,-2.291
159.082,-31.960,-4.870,60.055,-6.143,0.833,12.293,0.538,-0.228,9.325,0.453,-0.072,9.394,3.472,26.512,-1.400,-3.303,-0.442,-2.763
159.093,-61.502,-20.862,38.936,0.826,10.195,-0.797,0.551,-0.110,9.073,0.445,-0.122,9.394,83.615,-4.621,-0.696,-3.482,-0.747,-2.716
159.104,13.939,24.671,73.361,-0.862,0.847,16.540,0.508,0.141,9.201,0.491,-0.086,9.294,2.931,2.981,0.882,-3.162,-0.529,-3.026
159.115,-17.922,-1.330,34.908,-8.988,7.810,16.137,0.274,0.365,9.534,0.464,-0.028,9.338,22.930,26.640,2.193,-1.645,-0.172,-2.846
159.126,12.474,34.803,52.975,19.758,-9.211,6.703,0.622,0.269,9.569,0.402,0.071,9.390,-23.831,-60.064,1.613,-3.720,0.433,-2.457
159.138,18.700,-6.457,53.463,-8.356,-7.515,-0.122,0.703,-0.121,9.221,0.524,0.072,9.418,-41.986,48.052,-0.752,-4.365,0.442,-3.188
159.149,43.969,5.383,55.172,-9.419,-1.911,13.019,0.596,-0.030,9.363,0.569,0.019,9.354,-6.786,35.614,-0.183,-3.645,0.116,-3.488
159.159,-16.701,19.177,37.105,3.793,25.593,12.379,0.555,0.615,9.407,0.511,0.031,9.389,63.196,-7.604,3.738,-3.375,0.189,-3.119
159.170,78.638,45.057,69.821,7.565,-20.470,9.045,0.289,0.255,9.595,0.502,0.211,9.394,-60.084,-18.688,1.527,-1.729,1.285,-3.062
159.181,51.537,-17.932,26.851,-18.077,-4.332,9.146,0.194,-0.114,9.421,0.541,0.165,9.414,-12.077,60.788,-0.698,-1.185,1.003,-3.290
159.192,48.974,20.642,22.823,-0.280,0.150,16.856,-0.156,-0.069,9.483,0.411,0.093,9.390,0.513,0.952,-0.419,0.943,0.571,-2.508
159.203,32.128,33.338,13.911,9.225,1.889,-6.150,0.139,-0.028,9.256,0.309,0.085,9.447,9.676,-55.135,-0.175,-0.866,0.516,-1.878
159.214,56.665,38.221,18.062,-6.128,8.377,22.812,0.168,0.241,9.339,0.334,0.050,9.347,19.537,14.161,1.483,-1.033,0.309,-2.047
159.225,41.894,62.269,15.864,22.158,-0.524,-6.286,0.637,0.343,9.243,0.267,0.138,9.415,-1.305,-74.145,2.126,-3.943,0.841,-1.629
159.237,51.415,19.421,34.298,-17.280,0.423,17.423,0.598,0.319,9.235,0.440,0.153,9.325,0.990,44.776,1.976,-3.704,0.939,-2.702
159.248,38.720,51.649,-1.835,19.564,1.738,4.318,0.742,0.342,9.308,0.386,0.190,9.349,4.962,-76.655,2.103,-4.558,1.169,-2.366
159.259,23.338,21.741,9.150,-14.988,-1.623,6.947,0.800,0.270,9.207,0.543,0.219,9.325,-5.616,64.575,1.677,-4.971,1.344,-3.336
159.270,25.414,35.657,-4.155,11.826,2.471,12.480,0.454,0.347,9.207,0.492,0.228,9.287,8.184,-42.930,2.162,-2.824,1.408,-3.037
159.280,46.288,43.104,-12.090,5.934,-7.084,9.728,1.209,0.269,9.565,0.551,0.284,9.313,-31.883,-26.263,1.604,-7.207,1.745,-3.387
159.290,14.793,-3.039,-15.996,-13.996,-3.786,6.013,0.926,-0.080,9.456,0.711,0.244,9.370,-13.965,63.112,-0.482,-5.598,1.492,-4.344
159.302,21.873,39.930,-6.962,14.262,-5.187,12.731,0.839,-0.268,9.645,0.680,0.170,9.365,-15.188,-46.074,-1.586,-4.973,1.038,-4.159
159.312,18.455,19.910,-29.302,-0.352,-5.834,4.397,1.435,-0.182,9.871,0.791,0.142,9.476,-52.933,2.760,-1.050,-8.278,0.856,-4.774
159.322,21.019,1.477,-17.705,-4.979,-6.042,10.971,1.347,-0.026,9.779,0.957,0.131,9.528,-26.648,21.690,-0.151,-7.852,0.788,-5.743
159.333,29.320,20.886,-15.386,8.808,-14.269,14.887,0.971,-0.063,10.138,0.934,0.164,9.581,-39.539,-23.142,-0.358,-5.473,0.976,-5.572
159.343,26.756,1.477,-33.086,-4.030,-12.631,5.345,1.457,-0.510,10.409,1.024,0.104,9.731,-62.106,16.385,-2.783,-7.963,0.613,-6.014
159.353,-4.005,-22.571,-30.401,-4.936,-8.155,8.471,1.359,-0.679,10.190,1.147,-0.018,9.831,-39.772,22.783,-3.782,-7.588,-0.106,-6.661
159.363,25.536,8.679,-41.998,6.603,-15.440,19.227,1.219,-0.575,10.497,1.132,-0.061,9.869,-37.236,-14.997,-3.118,-6.617,-0.353,-6.548
159.374,8.079,-14.148,-39.678,-7.321,-12.444,3.197,1.084,-1.313,10.581,1.182,-0.211,10.024,-57.328,29.690,-7.045,-5.808,-1.201,-6.728
159.384,-6.935,1.843,-26.494,6.459,-8.133,15.843,1.031,-1.475,10.517,1.152,-0.420,10.092,-25.438,-19.946,-7.951,-5.549,-2.371,-6.514
159.395,-24.636,33.582,-27.227,-1.207,-7.659,2.601,1.157,-1.338,10.666,1.175,-0.532,10.197,-69.510,8.491,-7.115,-6.149,-2.972,-6.567
159.406,-68.094,31.385,-34.795,11.977,13.062,14.887,1.445,-0.668,10.503,1.161,-0.620,10.254,34.375,-31.179,-3.608,-7.823,-3.442,-6.451
159.417,-41.848,18.567,-48.346,-5.345,2.054,2.507,1.165,-0.178,10.880,1.203,-0.521,10.377,19.198,58.794,-0.933,-6.114,-2.857,-6.612
159.428,-25.979,-3.650,-53.961,-6.789,-2.148,28.395,0.757,-0.421,11.290,1.142,-0.537,10.426,-4.210,13.417,-2.136,-3.835,-2.936,-6.248
159.440,-70.414,-12.317,-35.284,7.285,-6.358,0.201,0.880,-0.809,11.367,1.073,-0.541,10.659,-41.123,-48.896,-4.061,-4.417,-2.896,-5.744
159.451,-28.176,47.987,-22.710,2.421,-10.130,6.222,1.126,-0.493,11.294,1.095,-0.484,10.755,-56.641,-11.517,-2.489,-5.690,-2.565,-5.813
159.462,-53.445,13.806,-47.857,-3.650,21.195,22.022,0.905,0.239,11.597,1.088,-0.480,10.845,43.538,6.813,1.182,-4.463,-2.526,-5.730
159.474,-49.051,-33.802,-29.546,-10.447,6.136,13.651,0.363,0.298,11.952,1.012,-0.361,11.036,19.653,34.932,1.432,-1.743,-1.871,-5.242
159.485,-28.786,10.388,-20.635,-0.969,-14.212,10.957,0.227,-0.057,11.943,0.867,-0.231,11.189,-52.286,3.095,-0.274,-1.092,-1.181,-4.433
159.497,-68.216,48.597,-3.422,19.960,-4.181,8.557,0.830,-0.133,11.827,0.775,-0.212,11.309,-10.904,-64.523,-0.646,-4.019,-1.073,-3.925
159.508,-70.902,30.652,-14.287,10.957,13.198,7.580,1.650,0.517,11.792,0.905,-0.140,11.400,44.753,-35.767,2.487,-7.962,-0.702,-4.544
159.520,-71.756,7.214,-38.458,-11.783,1.753,10.073,1.268,0.624,11.736,1.040,-0.003,11.456,6.455,49.075,3.030,-6.163,-0.018,-5.189
159.531,-29.397,-3.527,-14.897,-8.557,-9.764,16.317,0.703,0.135,11.925,1.009,0.039,11.502,-27.935,24.240,0.651,-3.378,0.196,-5.018
159.542,-41.482,10.022,17.207,-4.497,8.119,21.397,0.319,0.160,12.243,0.915,-0.000,11.591,20.382,11.124,0.749,-1.496,-0.001,-4.518
159.554,-48.196,12.219,16.353,-10.978,7.098,14.082,-0.012,0.446,12.301,0.813,0.064,11.705,21.691,34.861,2.078,0.057,0.313,-3.975
159.565,-43.923,20.642,13.667,-13.328,1.106,12.710,-0.390,0.636,12.210,0.650,0.184,11.784,3.439,46.274,2.984,1.828,0.894,-3.159
159.577,-39.773,44.325,19.649,4.275,-0.948,15.167,-0.385,0.602,12.268,0.425,0.252,11.850,-3.445,-15.719,2.812,1.800,1.219,-2.057
159.588,-57.596,25.891,17.451,6.078,8.061,10.863,-0.215,0.752,12.090,0.283,0.289,11.909,32.943,-24.207,3.563,1.020,1.391,-1.366
159.599,-50.638,37.611,17.573,-4.009,-2.608,5.489,-0.201,0.584,11.907,0.221,0.370,11.944,-21.001,33.429,2.809,0.967,1.777,-1.060
159.611,-33.425,32.483,9.394,-2.830,-18.106,8.658,-0.289,0.055,11.756,0.130,0.406,11.925,-63.325,8.032,0.271,1.410,1.954,-0.626
159.622,-39.040,42.982,18.916,8.377,-15.103,7.055,-0.029,-0.686,11.523,0.063,0.253,11.884,-54.076,-26.696,-3.412,0.146,1.223,-0.306
159.634,-15.846,24.304,30.147,3.743,-11.452,6.955,0.252,-1.175,11.374,0.104,0.037,11.830,-55.436,-15.616,-5.904,-1.265,0.182,-0.504
159.645,13.450,12.707,20.747,-9.649,-19.162,1.156,0.092,-1.748,10.939,0.150,-0.200,11.724,-63.139,26.699,-9.086,-0.476,-0.978,-0.733
159.657,14.549,31.263,20.137,-3.024,-20.419,7.465,0.023,-2.340,10.670,0.135,-0.526,11.545,-68.507,7.924,-12.377,-0.121,-2.613,-0.673
159.668,-10.597,5.017,17.085,-9.383,12.724,12.753,-0.261,-2.024,10.625,0.114,-0.893,11.387,38.806,27.527,-10.789,1.387,-4.486,-0.575
159.679,-23.049,13.928,8.174,-12.135,7.508,4.763,-0.599,-1.581,10.395,0.026,-1.055,11.254,29.953,53.796,-8.640,3.264,-5.360,-0.133
159.691,2.708,51.649,39.303,7.882,4.361,13.263,-0.454,-1.060,10.342,-0.117,-1.095,11.080,15.792,-29.460,-5.853,2.504,-5.646,0.604
159.702,-20.363,31.995,30.147,6.797,10.310,9.196,-0.180,-0.633,10.246,-0.155,-1.070,10.972,42.058,-26.208,-3.538,1.007,-5.576,0.810
159.714,14.427,33.826,27.706,2.974,-13.457,-1.264,-0.006,-0.807,10.054,-0.140,-0.938,10.865,-76.533,-12.417,-4.596,0.036,-4.936,0.738
159.725,37.865,39.686,50.778,-6.042,-2.457,14.865,-0.052,-0.915,9.890,-0.082,-0.983,10.661,-8.710,21.863,-5.289,0.303,-5.270,0.439
159.736,-5.958,20.520,27.217,-8.866,19.852,11.912,-0.292,-0.286,10.007,-0.112,-0.949,10.558,53.229,20.965,-1.639,1.672,-5.141,0.606
159.748,5.882,46.888,26.607,12.171,7.767,14.657,-0.161,0.333,10.092,-0.211,-0.760,10.454,22.190,-36.287,1.895,0.918,-4.159,1.159
159.759,-26.345,30.530,27.950,15.038,21.088,11.445,0.087,0.947,10.231,-0.214,-0.554,10.431,48.158,-32.093,5.293,-0.490,-3.043,1.174
159.770,26.390,54.945,44.308,6.991,-11.596,1.566,0.502,0.975,9.967,-0.100,-0.207,10.367,-58.321,-30.870,5.584,-2.876,-1.146,0.554
159.782,37.255,-10.852,20.259,-5.489,2.292,27.051,0.582,0.962,10.031,0.063,-0.024,10.238,4.749,11.436,5.472,-3.310,-0.137,-0.358
159.793,23.338,9.167,14.399,2.385,-24.486,-5.755,0.373,0.103,9.860,0.117,0.151,10.258,-75.763,-5.420,0.599,-2.167,0.847,-0.656
159.804,-3.761,-29.895,5.000,-23.904,6.042,21.526,0.418,-0.154,9.588,0.275,0.014,10.090,10.644,46.938,-0.921,-2.498,0.080,-1.562
159.815,-15.114,-3.894,-31.011,19.184,4.972,-1.688,0.391,0.070,9.511,0.179,0.019,10.055,14.483,-74.730,0.427,-2.360,0.113,-1.023
159.826,6.980,-22.083,3.169,-11.905,4.627,9.671,0.184,0.177,9.375,0.269,-0.004,9.927,16.795,48.021,1.082,-1.126,-0.023,-1.554
159.838,-9.132,20.642,-18.682,16.841,13.579,10.439,0.387,0.574,9.422,0.163,0.040,9.838,34.441,-44.538,3.489,-2.349,0.237,-0.953
159.849,-32.815,-2.063,-8.305,2.773,12.796,2.708,0.491,1.015,9.224,0.246,0.151,9.781,73.182,-11.977,6.277,-3.034,0.889,-1.442
159.860,-6.935,29.920,-7.207,10.159,6.854,13.608,0.684,1.358,9.196,0.254,0.343,9.632,21.991,-33.710,8.382,-4.212,2.042,-1.515
159.872,-60.892,-4.870,-12.944,6.315,18.156,5.848,0.820,1.779,8.993,0.335,0.518,9.573,64.667,-18.328,11.151,-5.113,3.100,-2.004
159.883,-1.808,25.159,-11.357,7.910,4.893,5.007,1.091,2.077,8.927,0.432,0.790,9.438,27.605,-48.513,13.015,-6.791,4.784,-2.614
159.895,-59.061,0.622,-26.128,5.884,20.728,11.970,1.256,2.381,8.919,0.537,0.999,9.376,57.268,-13.818,14.813,-7.751,6.077,-3.265
159.906,4.905,33.704,2.436,10.971,6.143,4.598,1.615,2.586,8.916,0.704,1.273,9.279,27.325,-55.058,15.936,-9.877,7.798,-4.302
159.917,-69.681,5.139,-46.514,7.630,18.314,13.234,1.815,2.773,9.005,0.825,1.482,9.250,50.192,-18.668,16.808,-10.908,9.074,-5.040
159.929,-21.584,27.600,-6.596,6.725,13.673,7.192,1.502,3.026,9.148,0.965,1.714,9.224,54.268,-23.535,18.090,-8.867,10.480,-5.881
159.940,-26.833,34.315,-32.232,16.288,14.671,13.974,1.763,3.235,9.312,0.991,1.944,9.218,34.374,-38.814,18.858,-10.147,11.852,-6.009
159.951,-46.609,11.365,-16.606,-3.190,14.441,4.512,1.838,3.374,9.174,1.196,2.174,9.249,69.096,11.912,19.842,-10.658,13.130,-7.179
159.963,-25.368,29.432,-31.255,15.469,12.315,19.018,1.707,3.604,9.317,1.219,2.399,9.191,26.685,-34.340,20.840,-9.703,14.513,-7.320
159.974,-56.741,5.139,-36.871,3.980,14.635,-1.386,1.833,3.633,9.112,1.303,2.598,9.257,73.971,-15.157,21.360,-10.594,15.542,-7.725
159.986,-32.204,20.154,-40.045,1.544,15.426,22.985,1.718,3.720,9.125,1.409,2.760,9.157,33.824,-3.195,21.844,-9.894,16.597,-8.385
159.997,-38.796,35.169,-34.429,20.829,9.563,-1.659,1.836,3.753,9.223,1.388,2.942,9.227,24.604,-65.048,21.768,-10.452,17.512,-8.165
160.009,-23.293,17.712,-43.707,-6.107,17.725,16.798,1.836,3.776,9.101,1.514,3.047,9.164,44.783,14.047,22.147,-10.561,18.171,-8.915
160.020,-28.420,17.346,-35.772,15.469,11.718,8.140,1.652,3.876,9.185,1.519,3.186,9.171,33.854,-47.335,22.569,-9.414,18.931,-8.896
160.032,-16.213,24.549,-37.603,5.223,8.658,5.539,1.978,3.729,9.115,1.561,3.300,9.168,48.695,-26.953,21.804,-11.362,19.548,-9.108
160.043,-26.711,-2.429,-34.551,6.351,12.911,13.507,2.207,3.848,9.041,1.693,3.372,9.144,40.880,-18.782,22.476,-12.667,19.943,-9.862
160.055,4.661,18.933,-30.523,10.820,-0.955,6.071,2.088,3.555,9.099,1.726,3.459,9.111,-4.406,-60.434,20.858,-12.073,20.467,-10.052
160.066,-12.917,-22.693,-22.954,-1.674,3.175,9.362,2.120,3.119,8.879,1.826,3.438,9.107,18.474,9.616,18.876,-12.705,20.325,-10.634
160.077,32.738,-9.387,-7.573,-5.877,-6.466,14.068,1.551,2.580,9.006,1.859,3.343,9.019,-22.994,20.796,15.772,-9.404,19.964,-10.949
160.089,-18.044,-34.778,-54.083,-3.269,-0.028,10.490,1.367,2.144,8.904,1.769,3.174,9.027,-0.149,17.318,13.395,-8.494,19.048,-10.481
160.100,35.668,-37.952,-13.432,-12.545,-1.365,15.958,0.768,1.821,9.082,1.705,2.958,8.971,-3.849,38.089,11.304,-4.745,17.961,-10.240
160.112,-17.678,-38.685,-45.904,5.762,3.240,14.255,0.725,1.520,9.201,1.462,2.722,9.014,11.907,-21.524,9.356,-4.451,16.610,-8.830
160.123,-7.790,-54.921,-18.071,-5.000,1.688,4.936,0.609,1.363,9.106,1.397,2.505,9.050,13.518,43.810,8.503,-3.789,15.306,-8.468
160.134,1.243,-20.618,-23.565,7.882,-1.120,11.208,0.696,1.204,9.088,1.215,2.316,9.045,-4.678,-34.998,7.528,-4.346,14.249,-7.417
160.146,-19.997,-53.456,-7.817,-2.974,-0.754,-2.658,0.649,0.957,8.789,1.185,2.098,9.067,-10.713,47.131,6.203,-4.204,12.930,-7.264
160.157,20.042,-39.295,0.483,-7.946,-7.982,6.171,0.425,0.629,8.625,1.089,1.896,8.970,-38.446,38.241,4.170,-2.820,11.855,-6.781
160.169,-0.953,-57.362,-29.302,-1.631,10.188,17.395,0.181,0.662,8.792,0.945,1.631,8.927,30.263,4.627,4.310,-1.177,10.305,-5.948
160.180,3.684,-44.544,-17.217,0.869,-3.103,1.882,0.099,0.610,8.823,0.796,1.497,8.929,-56.284,-13.474,3.961,-0.645,9.487,-5.032
160.191,-21.706,-82.631,-8.549,-2.385,11.445,23.322,0.096,0.759,8.955,0.681,1.316,8.898,26.035,5.248,4.849,-0.617,8.394,-4.335
160.203,-32.326,-47.108,-9.404,17.732,-6.488,-12.976,0.435,0.596,8.779,0.553,1.271,8.996,-16.458,-50.737,3.885,-2.833,8.031,-3.490
160.214,42.382,-44.544,51.998,-17.574,-4.512,21.619,0.250,0.316,8.713,0.629,1.099,8.848,-9.203,38.530,2.079,-1.644,7.067,-4.043
160.225,-29.030,-87.392,-17.217,-10.454,10.181,14.585,-0.088,0.283,8.956,0.517,0.926,8.862,29.583,30.459,1.815,0.563,5.960,-3.324
160.237,-6.935,-47.962,2.070,10.935,-9.750,8.959,-0.107,0.206,9.031,0.349,0.858,8.901,-34.610,-39.571,1.308,0.681,5.506,-2.238
160.248,-41.604,-52.967,14.766,-1.250,11.999,3.836,0.040,0.328,8.882,0.314,0.705,8.926,71.448,5.670,2.120,-0.260,4.519,-2.013
160.260,-10.841,-30.506,29.659,3.448,-6.445,12.415,0.106,0.144,9.203,0.265,0.674,8.924,-26.585,-13.856,0.898,-0.662,4.322,-1.698
160.271,-19.020,-83.730,13.423,-7.314,-0.531,19.967,-0.050,0.038,9.316,0.261,0.567,8.960,-1.433,20.122,0.238,0.311,3.625,-1.668
160.282,-38.186,-62.611,7.807,2.830,-7.400,-3.858,-0.085,-0.119,9.083,0.167,0.476,9.046,-57.140,-18.746,-0.751,0.540,3.013,-1.057
160.294,-28.664,-33.436,34.908,6.940,10.985,16.769,0.073,0.042,9.075,0.127,0.321,8.989,31.202,-19.105,0.265,-0.461,2.048,-0.815
160.305,-43.801,-51.258,22.823,-3.254,2.931,6.797,0.102,0.240,9.147,0.144,0.347,9.049,21.266,23.747,1.506,-0.642,2.201,-0.912
160.316,5.149,-49.305,39.791,-3.671,-20.441,9.290,-0.039,-0.042,9.192,0.128,0.377,9.056,-63.988,9.291,-0.267,0.247,2.385,-0.815
160.328,-41.970,-61.268,38.326,0.718,12.609,11.316,-0.094,-0.022,9.216,0.077,0.219,9.092,48.061,-2.429,-0.142,0.587,1.384,-0.486
160.339,-37.820,-31.360,36.739,10.116,5.000,-0.725,0.144,0.133,9.145,0.033,0.210,9.140,26.258,-63.490,0.837,-0.905,1.318,-0.207
160.351,-6.203,-37.098,49.679,3.707,-3.456,18.099,0.383,0.119,9.267,0.104,0.206,9.109,-10.600,-11.382,0.737,-2.372,1.298,-0.657
160.362,-25.734,-65.419,52.120,-17.100,-1.408,5.453,-0.055,0.020,9.370,0.161,0.188,9.183,-4.488,71.806,0.124,0.337,1.178,-1.008
160.373,9.178,-37.830,31.002,-2.852,-7.070,14.305,-0.162,0.069,9.563,0.080,0.182,9.207,-25.871,10.140,0.418,0.971,1.137,-0.499
160.384,-35.989,-47.718,37.227,15.296,18.997,12.379,0.177,0.439,9.750,0.026,0.133,9.305,44.012,-34.021,2.583,-1.039,0.821,-0.165
160.395,-16.091,-41.859,29.781,12.149,5.252,-0.754,0.656,0.742,9.651,0.092,0.264,9.415,23.349,-66.441,4.390,-3.884,1.610,-0.564
160.407,27.245,-25.867,33.809,5.697,-10.274,16.202,0.939,0.530,9.735,0.242,0.360,9.415,-30.904,-16.548,3.108,-5.504,2.193,-1.474
160.418,10.887,-80.556,36.495,-4.239,3.369,14.607,0.921,0.474,9.964,0.417,0.369,9.496,12.498,15.798,2.715,-5.281,2.229,-2.516
160.429,53.246,-72.988,28.804,-12.185,-18.659,10.238,0.447,-0.055,10.097,0.474,0.406,9.588,-49.561,29.807,-0.313,-2.536,2.426,-2.829
160.441,47.631,-88.857,16.719,-3.276,-14.521,18.932,0.173,-0.549,10.356,0.437,0.287,9.677,-37.098,7.822,-3.036,-0.958,1.699,-2.586
160.452,56.665,-76.039,17.451,-4.138,-12.552,2.823,0.011,-1.080,10.317,0.382,0.109,9.844,-68.275,17.840,-5.979,-0.063,0.638,-2.225
160.463,89.747,-77.260,6.465,-3.024,-18.688,8.715,-0.241,-1.256,10.536,0.307,-0.083,9.934,-63.759,8.349,-6.799,1.304,-0.482,-1.773
160.474,55.444,-120.596,-1.225,-18.990,10.475,15.189,-0.301,-1.695,10.343,0.285,-0.441,9.994,23.317,45.847,-9.311,1.648,-2.529,-1.634
160.485,79.370,-74.086,-15.630,-1.149,-5.273,10.066,-0.688,-1.527,10.450,0.088,-0.619,10.056,-27.512,5.779,-8.302,3.729,-3.526,-0.505
