R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,90,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
163150,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163155,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163160,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163165,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163170,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163175,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163180,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163185,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163190,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163195,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163200,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163205,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163210,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163215,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163220,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163225,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163230,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163235,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163240,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163245,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163250,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163255,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163260,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163265,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163270,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163275,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163280,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163285,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163290,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163295,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163300,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163305,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163310,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163315,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163320,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163325,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163330,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163335,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163340,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163345,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163351,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163356,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163361,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163366,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163371,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163376,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163381,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163386,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163391,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163396,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163401,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163406,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163411,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163416,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163421,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163426,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163431,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163436,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163441,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163446,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163451,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163456,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163461,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163466,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163471,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163476,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163481,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163486,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163491,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163496,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163501,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163506,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163511,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163516,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163521,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163526,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163531,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163536,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163541,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163546,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163551,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163556,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163561,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163566,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163571,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163576,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163581,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163586,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163591,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163596,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163601,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163606,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163611,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163616,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163621,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163626,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163631,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163636,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163641,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163646,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163651,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163656,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163661,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163666,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163671,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163676,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163681,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163686,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163691,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163696,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163701,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163706,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163711,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163716,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163721,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163726,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163731,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
163736,168960,37888,-2482176,-1147904,600648,14965,-771243,1386856,-1163,1015
