R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,80,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
110659,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110664,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110669,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110674,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110679,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110684,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110689,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110694,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110700,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110705,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110710,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110715,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110720,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110725,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110730,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110735,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110740,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110745,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110750,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110755,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110760,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110765,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110770,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110775,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110780,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110785,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110790,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
110795,-4096,-9216,-89088,-189440,19256,4192,-21848,45296,-15,1024
