R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
52,1,37,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
304756,2.747,5250,0,-2746368,257472,13114,-125634
304761,1.404,5250,0,-2746368,257472,13114,-125634
304766,4.456,5250,0,-2746368,257472,13114,-125634
304771,-1.160,5250,0,-2746368,257472,13114,-125634
304776,-4.944,5250,0,-2746368,257472,13114,-125634
304781,1.282,5250,0,-2746368,257472,13114,-125634
304786,-4.211,5250,0,-2746368,257472,13114,-125634
304791,-1.038,5250,0,-2746368,257472,13114,-125634
304796,1.526,5250,0,-2746368,257472,13114,-125634
304801,0.427,5250,0,-2746368,257472,13114,-125634
304806,-1.648,5250,0,-2746368,257472,13114,-125634
304811,-1.526,5250,0,-2746368,257472,13114,-125634
304816,-2.014,5250,0,-2746368,257472,13114,-125634
304821,2.869,5250,0,-2746368,257472,13114,-125634
304826,-3.235,5250,0,-2746368,257472,13114,-125634
304831,5.310,5250,0,-2746368,257472,13114,-125634
304836,2.869,5250,0,-2746368,257472,13114,-125634
304841,-0.061,5250,0,-2746368,257472,13114,-125634
304846,1.404,5250,0,-2746368,257472,13114,-125634
304851,-0.061,5250,0,-2746368,257472,13114,-125634
304856,5.432,5250,0,-2746368,257472,13114,-125634
304861,2.869,5250,0,-2746368,257472,13114,-125634
304866,0.427,5250,0,-2746368,257472,13114,-125634
304871,-1.282,5250,0,-2746368,257472,13114,-125634
304876,3.235,5250,0,-2746368,257472,13114,-125634
304881,-2.502,5250,0,-2746368,257472,13114,-125634
304886,-2.502,5250,0,-2746368,257472,13114,-125634
304891,-5.310,5250,0,-2746368,257472,13114,-125634
304896,-3.601,5250,0,-2746368,257472,13114,-125634
304901,-1.404,5250,0,-2746368,257472,13114,-125634
304906,4.822,5250,0,-2746368,257472,13114,-125634
304911,3.601,5250,0,-2746368,257472,13114,-125634
304916,3.601,5250,0,-2746368,257472,13114,-125634
304921,-2.502,5250,0,-2746368,257472,13114,-125634
304926,-6.409,5250,0,-2746368,257472,13114,-125634
304931,-4.578,5250,0,-2746368,257472,13114,-125634
304936,-0.916,5250,0,-2746368,257472,13114,-125634
304941,-0.427,5250,0,-2746368,257472,13114,-125634
304946,-1.282,5250,0,-2746368,257472,13114,-125634
304951,2.502,5250,0,-2746368,257472,13114,-125634
304956,-0.549,5250,0,-2746368,257472,13114,-125634
304961,-3.967,5250,0,-2746368,257472,13114,-125634
304966,-4.822,5250,0,-2746368,257472,13114,-125634
304971,-1.770,5250,0,-2746368,257472,13114,-125634
304976,-2.014,5250,0,-2746368,257472,13114,-125634
304981,-5.310,5250,0,-2746368,257472,13114,-125634
304986,4.211,5250,0,-2746368,257472,13114,-125634
304991,1.526,5250,0,-2746368,257472,13114,-125634
304996,-0.183,5250,0,-2746368,257472,13114,-125634
305001,0.061,5250,0,-2746368,257472,13114,-125634
305006,-0.305,5250,0,-2746368,257472,13114,-125634
305011,4.456,5250,0,-2746368,257472,13114,-125634
305016,2.258,5250,0,-2746368,257472,13114,-125634
305021,-1.160,5250,0,-2746368,257472,13114,-125634
305026,0.916,5250,0,-2746368,257472,13114,-125634
305031,-4.211,5250,0,-2746368,257472,13114,-125634
305036,0.671,5250,0,-2746368,257472,13114,-125634
305041,-2.991,5250,0,-2746368,257472,13114,-125634
305046,-4.944,5250,0,-2746368,257472,13114,-125634
305051,-4.211,5250,0,-2746368,257472,13114,-125634
305056,1.526,5250,0,-2746368,257472,13114,-125634
305061,4.456,5250,0,-2746368,257472,13114,-125634
305066,-3.479,5250,0,-2746368,257472,13114,-125634
305071,0.305,5250,0,-2746368,257472,13114,-125634
305076,4.578,5250,0,-2746368,257472,13114,-125634
305081,4.700,5250,0,-2746368,257472,13114,-125634
305086,-2.869,5250,0,-2746368,257472,13114,-125634
305091,5.188,5250,0,-2746368,257472,13114,-125634
305096,6.409,5250,0,-2746368,257472,13114,-125634
305101,-2.258,5250,0,-2746368,257472,13114,-125634
305106,3.235,5250,0,-2746368,257472,13114,-125634
305111,1.892,5250,0,-2746368,257472,13114,-125634
305116,0.305,5250,0,-2746368,257472,13114,-125634
305121,-0.183,5250,0,-2746368,257472,13114,-125634
305126,-5.920,5250,0,-2746368,257472,13114,-125634
305131,-5.676,5250,0,-2746368,257472,13114,-125634
305136,-4.211,5250,0,-2746368,257472,13114,-125634
305141,0.549,5250,0,-2746368,257472,13114,-125634
305146,1.038,5250,0,-2746368,257472,13114,-125634
305152,2.625,5250,0,-2746368,257472,13114,-125634
305157,2.502,5250,0,-2746368,257472,13114,-125634
305162,-1.648,5250,0,-2746368,257472,13114,-125634
305167,-6.042,5250,0,-2746368,257472,13114,-125634
305172,1.892,5250,0,-2746368,257472,13114,-125634
305177,-3.113,5250,0,-2746368,257472,13114,-125634
305182,0.671,5250,0,-2746368,257472,13114,-125634
305187,-3.601,5250,0,-2746368,257472,13114,-125634
305192,-0.793,5250,0,-2746368,257472,13114,-125634
305197,1.282,5250,0,-2746368,257472,13114,-125634
305202,2.014,5250,0,-2746368,257472,13114,-125634
305207,-3.723,5250,0,-2746368,257472,13114,-125634
305212,-7.629,5250,0,-2746368,257472,13114,-125634
305217,-2.991,5250,0,-2746368,257472,13114,-125634
305222,3.967,5250,0,-2746368,257472,13114,-125634
305227,3.479,5250,0,-2746368,257472,13114,-125634
305232,-8.362,5250,0,-2746368,257472,13114,-125634
305237,8.118,5250,0,4096,-416,-3,-125634
305242,-2.380,5250,0,7168,-728,-6,-125634
305247,4.211,5250,0,6144,-624,-9,560
305252,-0.183,5250,0,10240,-1040,-13,560
305257,2.991,5250,0,13312,-1352,-18,560
305262,-5.920,5250,0,17408,-1768,-22,1175
305267,2.502,5250,0,9216,-936,-26,740
305272,0.549,5250,0,11264,-1144,-30,740
305277,-5.920,5250,0,11264,-1144,-33,172
305282,0.671,5250,0,8192,-832,-36,595
305287,-4.944,5250,0,7168,-728,-39,595
305292,8.484,5250,0,5120,-520,-44,75
305297,1.160,5250,0,8192,-832,-47,75
305302,-4.944,5250,0,7168,-728,-50,75
305307,2.869,5250,0,12288,-1248,-55,75
305312,-5.066,5250,0,13312,-1352,-59,75
305317,-5.310,5250,0,8192,-832,-64,75
305322,-2.747,5250,0,12288,-1248,-67,287
305327,4.822,5250,0,13312,-1352,-71,287
305332,1.160,5250,0,12288,-1248,-75,287
305337,3.357,5250,0,7168,-728,-79,287
305342,0.183,5250,0,11264,-1144,-83,287
305347,1.770,5250,0,7168,-728,-86,287
305352,-7.019,5250,0,15360,-1560,-89,254
305357,4.456,5250,0,17408,-1768,-93,254
305362,1.526,5250,0,15360,-1560,-98,744
305367,5.798,5250,0,5120,-520,-103,632
305372,-0.549,5250,0,0,0,-103,-275
305377,-1.038,5250,0,6144,-624,-103,-275
305382,2.258,5250,0,19456,-1976,-109,919
305387,4.578,5250,0,12288,-1248,-117,919
305392,0.671,5250,0,1024,-104,-120,919
305397,9.949,5250,0,-20480,2080,-116,-1234
305402,-7.507,5250,0,-12288,1248,-110,-1234
305407,1.282,5250,0,28672,-2912,-112,-1234
305412,3.113,5250,0,46080,-4680,-126,-1234
305417,8.606,5250,0,15360,-1560,-139,1950
305422,3.479,5250,0,-16384,1664,-138,1950
305427,0.183,5250,0,-26624,2704,-128,1950
305432,-3.967,5250,0,19456,-1976,-126,-2435
305437,-1.282,5250,0,30720,-3120,-137,-2435
305442,-1.038,5250,0,4096,-416,-144,824
305447,-1.648,5250,0,-11264,1144,-139,824
305452,-9.460,5250,0,0,0,-137,824
305457,-9.216,5250,0,38912,-3952,-148,1787
305462,-1.892,5250,0,12288,-1248,-159,1787
305467,1.770,5250,0,-21504,2184,-159,1787
305472,-9.460,5250,0,-7168,728,-152,-1066
305477,-6.165,5250,0,26624,-2704,-156,-1066
305482,0.061,5250,0,29696,-3016,-168,-1066
305487,-5.066,5250,0,20480,-2080,-178,-1066
305492,2.380,5250,0,14336,-1456,-183,490
305497,-11.291,5250,0,8192,-832,-189,490
305502,-0.061,5250,0,27648,-2808,-200,1399
305507,1.770,5250,0,24576,-2496,-213,1890
305512,-0.183,5250,0,21504,-2184,-222,1890
305517,-1.160,5250,0,7168,-728,-229,1890
305522,2.380,5250,0,21504,-2184,-234,977
305527,-4.822,5250,0,13312,-1352,-239,977
305532,-3.845,5250,0,5120,-520,-243,977
305537,3.235,5250,0,-3072,312,-245,977
305542,-5.432,5250,0,-4096,416,-245,977
305547,6.531,5250,0,-1024,104,-245,977
305552,0.427,5250,0,6144,-624,-246,-963
305557,8.484,5250,0,4096,-416,-250,-963
305562,-2.380,5250,0,-15360,1560,-248,-963
305567,-8.240,5250,0,-1024,104,-245,-1700
305572,-7.263,5250,0,10240,-1040,-248,-1700
305577,-5.066,5250,0,-13312,1352,-249,-1700
305582,-5.554,5250,0,15360,-1560,-251,-149
305587,7.019,5250,0,5120,-520,-256,-149
305592,-7.141,5250,0,-11264,1144,-256,-149
305598,-6.775,5250,0,20480,-2080,-261,-149
305603,-4.700,5250,0,6144,-624,-268,-149
305608,-8.728,5250,0,8192,-832,-268,-149
305613,-0.305,5250,0,17408,-1768,-273,597
305618,-1.160,5250,0,-5120,520,-274,597
305623,3.723,5250,0,14336,-1456,-273,597
305628,-1.892,5250,0,15360,-1560,-278,426
305633,5.798,5250,0,4096,-416,-277,426
305638,3.479,5250,0,18432,-1872,-280,426
305643,-7.141,5250,0,-9216,936,-284,426
305648,-3.113,5250,0,11264,-1144,-285,-396
305653,-3.967,5250,0,9216,-936,-290,-396
305658,0.549,5250,0,0,0,-291,-396
305663,-4.333,5250,0,21504,-2184,-296,857
305668,-0.549,5250,0,2048,-208,-300,857
305673,-3.357,5250,0,10240,-1040,-301,857
305678,1.404,5250,0,9216,-936,-304,-159
305683,-0.793,5250,0,4096,-416,-303,-159
305688,1.648,5250,0,18432,-1872,-309,-159
305693,-3.357,5250,0,-10240,1040,-311,-159
305698,-5.066,5250,0,19456,-1976,-314,-1161
305703,6.775,5250,0,8192,-832,-319,-1161
305708,5.554,5250,0,-1024,104,-319,-1161
305713,-2.625,5250,0,11264,-1144,-325,-1161
305718,-3.845,5250,0,10240,-1040,-328,-1161
305723,6.042,5250,0,21504,-2184,-332,-1161
305728,-9.094,5250,0,-19456,1976,-332,285
305733,1.282,5250,0,13312,-1352,-333,285
305738,6.042,5250,0,-5120,520,-335,-919
305743,-2.380,5250,0,-3072,312,-333,-919
305748,-7.019,5250,0,9216,-936,-336,-919
305753,-4.944,5250,0,7168,-728,-334,-919
305758,-1.160,5250,0,13312,-1352,-339,373
305763,0.305,5250,0,-1024,104,-338,373
305768,-1.038,5250,0,14336,-1456,-341,373
305773,-5.310,5250,0,-6144,624,-342,-445
305778,-4.944,5250,0,27648,-2808,-346,-445
305783,7.385,5250,0,-10240,1040,-350,-445
305788,2.869,5250,0,9216,-936,-350,291
305793,4.089,5250,0,-14336,1456,-354,291
305798,-11.291,5250,0,11264,-1144,-353,291
305803,9.216,5250,0,-6144,624,-358,706
305808,0.061,5250,0,4096,-416,-356,706
305813,10.315,5250,0,-8192,832,-361,-1217
305818,-8.240,5250,0,6144,-624,-360,-1480
305823,6.042,5250,0,-2048,208,-366,-1480
305828,-10.559,5250,0,17408,-1768,-365,-376
305833,7.141,5250,0,1024,-104,-370,-376
305838,-6.409,5250,0,13312,-1352,-372,-376
305843,-3.235,5250,0,3072,-312,-375,-376
305848,-1.282,5250,0,14336,-1456,-380,298
305853,-8.118,5250,0,8192,-832,-382,298
305858,5.066,5250,0,10240,-1040,-388,298
305863,-11.536,5250,0,29696,-3016,-391,-444
305868,0.916,5250,0,0,0,-397,-444
305873,4.333,5250,0,32768,-3328,-402,-444
305878,5.798,5250,0,5120,-520,-404,-245
305883,6.531,5250,0,7168,-728,-409,-245
305888,0.793,5250,0,8192,-832,-406,-245
305893,8.484,5250,0,-25600,2600,-406,348
305898,-2.625,5250,0,15360,-1560,-405,348
305903,-8.850,5250,0,-24576,2496,-399,348
305908,15.564,5250,0,-18432,1872,-401,-1863
305913,-6.287,5250,0,11264,-1144,-392,-1863
305918,4.700,5250,0,-48128,4888,-388,-1863
305923,11.169,5250,0,30720,-3120,-387,-1863
305928,-7.385,5250,0,-6144,624,-374,-373
305933,13.367,5250,0,-52224,5304,-375,-4108
305938,3.479,5250,0,33792,-3432,-376,-521
305943,-14.465,5250,0,-20480,2080,-368,-521
305948,19.226,5250,0,-48128,4888,-375,-521
305953,-5.920,5250,0,54272,-5512,-375,-521
305958,-15.442,5250,0,-6144,624,-366,-521
305963,12.756,5250,0,-64512,6552,-372,-521
305968,13.977,5250,0,41984,-4264,-377,812
305973,-12.146,5250,0,45056,-4576,-371,812
305978,-5.920,5250,0,-70656,7176,-377,812
305983,19.592,5250,0,22528,-2288,-390,-2563
305988,-0.305,5250,0,67584,-6864,-388,-741
305993,-20.813,5250,0,12288,-1248,-389,-348
305998,-3.723,5250,0,-43008,4368,-401,5021
306003,18.738,5250,0,64512,-6552,-414,5021
306008,-16.785,5250,0,99328,-10088,-426,2698
306013,-16.296,5250,0,31744,-3224,-435,2698
306018,-9.094,5250,0,-29696,3016,-452,2698
306023,28.137,5250,0,1024,-104,-466,4119
306028,2.747,5250,0,67584,-6864,-478,-2064
306033,-24.719,5250,0,50176,-5096,-483,-2064
306038,-13.611,5250,0,15360,-1560,-497,-496
306043,5.432,5250,0,-14336,1456,-511,-496
306048,20.813,5250,0,8192,-832,-524,-496
306053,14.221,5250,0,38912,-3952,-528,2473
306059,0.549,5250,0,23552,-2392,-526,2473
306064,-24.719,5250,0,-24576,2496,-517,2473
306069,-12.512,5250,0,-45056,4576,-506,2473
306074,5.066,5250,0,-88064,8944,-490,2473
306079,23.254,5250,0,-104448,10608,-466,2473
306084,33.875,5250,0,-135168,13728,-425,-7076
306089,27.649,5250,0,-134144,13624,-371,-7076
306094,-1.648,5250,0,-142336,14456,-304,-7076
306099,-11.658,5250,0,-180224,18304,-225,-17524
306104,-12.634,5250,0,-257024,26104,-134,-9058
306109,-3.967,5250,0,-331776,33696,-40,-9058
306114,42.786,5250,0,-336896,34216,46,-13539
306119,62.927,5250,0,-259072,26312,152,-13539
306124,48.401,5250,0,-212992,21632,266,-13539
306129,-4.822,5250,0,-224256,22776,391,-18697
306134,-14.221,5250,0,-294912,29952,527,-18697
306139,-17.151,5250,0,-369664,37544,665,-18697
306144,-9.827,5250,0,-422912,42952,787,-10085
306149,24.353,5250,0,-434176,44096,915,-10085
306154,76.477,5250,0,-403456,40976,1042,-21018
