R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
35,1,24,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
354715,-3.845,5250,0,-335872,22960,3966,-33407
354720,-0.549,5250,0,-335872,22960,3966,-33407
354725,1.038,5250,0,-335872,22960,3966,-33407
354730,-0.061,5250,0,-335872,22960,3966,-33407
354735,2.136,5250,0,-335872,22960,3966,-33407
354740,-0.061,5250,0,-335872,22960,3966,-33407
354745,-4.089,5250,0,-335872,22960,3966,-33407
354750,-1.526,5250,0,-335872,22960,3966,-33407
354755,-2.869,5250,0,-335872,22960,3966,-33407
354760,-2.869,5250,0,-335872,22960,3966,-33407
354765,-3.479,5250,0,-335872,22960,3966,-33407
354770,3.967,5250,0,-335872,22960,3966,-33407
354775,2.380,5250,0,-335872,22960,3966,-33407
354780,-2.991,5250,0,-335872,22960,3966,-33407
354785,1.526,5250,0,-335872,22960,3966,-33407
354790,6.042,5250,0,-335872,22960,3966,-33407
354795,-3.723,5250,0,-335872,22960,3966,-33407
354800,0.549,5250,0,-335872,22960,3966,-33407
354805,1.404,5250,0,-335872,22960,3966,-33407
354810,0.671,5250,0,-335872,22960,3966,-33407
354815,-1.648,5250,0,-335872,22960,3966,-33407
354820,-1.526,5250,0,-335872,22960,3966,-33407
354825,2.625,5250,0,-335872,22960,3966,-33407
354830,-6.409,5250,0,-335872,22960,3966,-33407
354835,-2.869,5250,0,-335872,22960,3966,-33407
354840,2.014,5250,0,-335872,22960,3966,-33407
354845,5.798,5250,0,-335872,22960,3966,-33407
354850,-0.061,5250,0,-335872,22960,3966,-33407
354855,6.897,5250,0,-335872,22960,3966,-33407
354860,-1.648,5250,0,-335872,22960,3966,-33407
354865,-1.892,5250,0,-335872,22960,3966,-33407
354870,-0.061,5250,0,-335872,22960,3966,-33407
354875,-2.258,5250,0,-335872,22960,3966,-33407
354880,-2.747,5250,0,-335872,22960,3966,-33407
354885,2.014,5250,0,-335872,22960,3966,-33407
354890,-4.822,5250,0,-335872,22960,3966,-33407
354895,5.188,5250,0,-335872,22960,3966,-33407
354900,-5.188,5250,0,-335872,22960,3966,-33407
354905,2.991,5250,0,-335872,22960,3966,-33407
354910,1.526,5250,0,-335872,22960,3966,-33407
354915,2.258,5250,0,-335872,22960,3966,-33407
354920,0.061,5250,0,-335872,22960,3966,-33407
354925,-1.526,5250,0,-335872,22960,3966,-33407
354930,3.235,5250,0,-335872,22960,3966,-33407
354935,-0.671,5250,0,-335872,22960,3966,-33407
354940,-2.258,5250,0,-335872,22960,3966,-33407
354945,-3.235,5250,0,-335872,22960,3966,-33407
354950,-1.648,5250,0,-335872,22960,3966,-33407
354955,2.747,5250,0,-335872,22960,3966,-33407
354961,3.601,5250,0,-335872,22960,3966,-33407
354966,-4.456,5250,0,-335872,22960,3966,-33407
354971,2.747,5250,0,-335872,22960,3966,-33407
354976,3.723,5250,0,-335872,22960,3966,-33407
