R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
35,1,25,35,1,25,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
73439,-4.456,5250,0,3894272,-266210,-2048,56373
73444,-0.671,5250,0,3894272,-266210,-2048,56373
73449,1.770,5250,0,3894272,-266210,-2048,56373
73454,-4.333,5250,0,3894272,-266210,-2048,56373
73459,2.502,5250,0,3894272,-266210,-2048,56373
73464,4.822,5250,0,3894272,-266210,-2048,56373
73469,-1.770,5250,0,3894272,-266210,-2048,56373
73474,5.798,5250,0,3894272,-266210,-2048,56373
73479,0.061,5250,0,3894272,-266210,-2048,56373
73484,-1.282,5250,0,3894272,-266210,-2048,56373
73489,-0.671,5250,0,3894272,-266210,-2048,56373
73494,-1.160,5250,0,3894272,-266210,-2048,56373
73499,0.671,5250,0,3894272,-266210,-2048,56373
73504,5.676,5250,0,3894272,-266210,-2048,56373
73509,2.502,5250,0,3894272,-266210,-2048,56373
73514,-1.038,5250,0,3894272,-266210,-2048,56373
73519,1.892,5250,0,3894272,-266210,-2048,56373
73524,2.502,5250,0,3894272,-266210,-2048,56373
73529,1.282,5250,0,3894272,-266210,-2048,56373
73534,1.526,5250,0,3894272,-266210,-2048,56373
73539,1.526,5250,0,3894272,-266210,-2048,56373
73544,4.578,5250,0,3894272,-266210,-2048,56373
73549,-2.258,5250,0,3894272,-266210,-2048,56373
73554,-2.258,5250,0,3894272,-266210,-2048,56373
73559,4.822,5250,0,3894272,-266210,-2048,56373
73564,3.601,5250,0,3894272,-266210,-2048,56373
73569,-6.531,5250,0,3894272,-266210,-2048,56373
73574,7.507,5250,0,3894272,-266210,-2048,56373
73579,10.315,5250,0,3894272,-266210,-2048,56373
73584,0.183,5250,0,3894272,-266210,-2048,56373
73589,5.920,5250,0,3894272,-266210,-2048,56373
73594,5.188,5250,0,3894272,-266210,-2048,56373
73599,-1.770,5250,0,3894272,-266210,-2048,56373
73604,-6.531,5250,0,3894272,-266210,-2048,56373
73609,4.578,5250,0,3894272,-266210,-2048,56373
73614,-0.061,5250,0,3894272,-266210,-2048,56373
73619,-2.380,5250,0,3894272,-266210,-2048,56373
73624,0.793,5250,0,3894272,-266210,-2048,56373
73629,2.014,5250,0,3894272,-266210,-2048,56373
73634,5.554,5250,0,3894272,-266210,-2048,56373
73639,4.578,5250,0,3894272,-266210,-2048,56373
73644,-0.793,5250,0,3894272,-266210,-2048,56373
73649,-0.061,5250,0,3894272,-266210,-2048,56373
73654,1.892,5250,0,3894272,-266210,-2048,56373
73659,4.089,5250,0,3894272,-266210,-2048,56373
73665,0.549,5250,0,3894272,-266210,-2048,56373
73670,10.925,5250,0,3894272,-266210,-2048,56373
73675,-4.578,5250,0,3894272,-266210,-2048,56373
73680,2.991,5250,0,3894272,-266210,-2048,56373
73685,0.427,5250,0,3894272,-266210,-2048,56373
73690,-4.333,5250,0,3894272,-266210,-2048,56373
73695,-1.282,5250,0,3894272,-266210,-2048,56373
73700,-1.038,5250,0,3894272,-266210,-2048,56373
73705,1.038,5250,0,3894272,-266210,-2048,56373
73710,2.136,5250,0,3894272,-266210,-2048,56373
73715,6.409,5250,0,3894272,-266210,-2048,56373
73720,-0.427,5250,0,3894272,-266210,-2048,56373
73725,-0.305,5250,0,3894272,-266210,-2048,56373
73730,-2.258,5250,0,3894272,-266210,-2048,56373
73735,0.061,5250,0,3894272,-266210,-2048,56373
73740,4.211,5250,0,3894272,-266210,-2048,56373
73745,-2.502,5250,0,3894272,-266210,-2048,56373
73750,4.944,5250,0,3894272,-266210,-2048,56373
73755,0.549,5250,0,3894272,-266210,-2048,56373
73760,-0.061,5250,0,3894272,-266210,-2048,56373
73765,0.793,5250,0,3894272,-266210,-2048,56373
73770,0.793,5250,0,3894272,-266210,-2048,56373
73775,0.916,5250,0,3894272,-266210,-2048,56373
73780,5.676,5250,0,3894272,-266210,-2048,56373
73785,3.113,5250,0,3894272,-266210,-2048,56373
73790,-1.404,5250,0,3894272,-266210,-2048,56373
73795,-3.845,5250,0,3894272,-266210,-2048,56373
73800,4.456,5250,0,3894272,-266210,-2048,56373
73805,-4.333,5250,0,3894272,-266210,-2048,56373
73810,-3.845,5250,0,3894272,-266210,-2048,56373
73815,2.991,5250,0,3894272,-266210,-2048,56373
73820,-3.113,5250,0,3894272,-266210,-2048,56373
73825,0.183,5250,0,3894272,-266210,-2048,56373
73830,-1.648,5250,0,3894272,-266210,-2048,56373
73835,-4.578,5250,0,3894272,-266210,-2048,56373
73840,5.554,5250,0,3894272,-266210,-2048,56373
73845,-3.113,5250,0,3894272,-266210,-2048,56373
73850,-0.916,5250,0,3894272,-266210,-2048,56373
73855,2.380,5250,0,3894272,-266210,-2048,56373
73860,6.042,5250,0,3894272,-266210,-2048,56373
73865,-1.160,5250,0,3894272,-266210,-2048,56373
73870,0.549,5250,0,3894272,-266210,-2048,56373
73875,-1.892,5250,0,3894272,-266210,-2048,56373
73880,-9.583,5250,0,12288,-840,-1,56373
73885,0.061,5250,0,6144,-420,-1,292
73890,-2.869,5250,0,9216,-630,-1,292
73895,-2.502,5250,0,12288,-840,-2,292
73900,-3.113,5250,0,8192,-560,-2,292
73905,2.991,5250,0,10240,-700,-3,292
73910,-3.723,5250,0,14336,-980,-3,291
73915,0.671,5250,0,10240,-700,-4,291
73920,-2.014,5250,0,9216,-630,-4,224
73925,0.549,5250,0,9216,-630,-4,224
73930,-2.136,5250,0,9216,-630,-5,340
73935,-0.305,5250,0,9216,-630,-5,270
73940,2.869,5250,0,4096,-280,-6,270
73945,-2.380,5250,0,4096,-280,-6,155
73950,0.793,5250,0,9216,-630,-6,155
73955,-2.869,5250,0,10240,-700,-7,292
73960,-3.235,5250,0,11264,-770,-7,323
73965,2.380,5250,0,7168,-490,-8,323
73970,-5.920,5250,0,12288,-840,-8,323
73975,2.747,5250,0,10240,-700,-8,323
73980,-1.892,5250,0,11264,-770,-9,323
73985,4.822,5250,0,12288,-840,-9,323
73990,2.991,5250,0,11264,-770,-10,323
73995,6.165,5250,0,1024,-70,-10,323
74000,2.502,5250,0,4096,-280,-10,323
74005,-3.113,5250,0,6144,-420,-11,351
74010,-3.479,5250,0,6144,-420,-11,351
74015,-0.305,5250,0,0,0,-11,-110
74020,1.404,5250,0,-17408,1190,-11,-110
74025,5.310,5250,0,-5120,350,-10,-110
74030,-4.456,5250,0,16384,-1120,-10,-494
74035,-7.751,5250,0,41984,-2870,-12,-494
74040,3.235,5250,0,28672,-1960,-14,1832
74045,6.775,5250,0,9216,-630,-14,1832
74050,15.686,5250,0,-30720,2100,-14,1832
74055,-3.357,5250,0,-16384,1120,-13,1832
74060,-4.822,5250,0,8192,-560,-12,1832
74065,5.188,5250,0,24576,-1680,-13,862
74070,5.676,5250,0,22528,-1540,-14,862
74075,0.183,5250,0,0,0,-15,76
74080,4.333,5250,0,-4096,280,-15,76
74085,-2.625,5250,0,24576,-1680,-15,76
74090,-2.136,5250,0,37888,-2590,-17,1096
74095,-1.648,5250,0,33792,-2310,-19,1096
74100,0.061,5250,0,5120,-350,-20,408
74105,10.315,5250,0,-26624,1820,-20,408
74110,4.089,5250,0,-21504,1470,-19,-1522
74115,-10.071,5250,0,-5120,350,-18,-1522
74120,-2.014,5250,0,6144,-420,-18,-108
74125,-3.479,5250,0,8192,-560,-18,-53
74130,-9.827,5250,0,7168,-490,-19,-59
74135,0.916,5250,0,-4096,280,-19,-59
74140,9.094,5250,0,-6144,420,-18,-59
74146,-3.235,5250,0,17408,-1190,-19,-885
74151,-3.479,5250,0,23552,-1610,-20,-885
74156,-6.409,5250,0,35840,-2450,-21,928
74161,4.456,5250,0,18432,-1260,-22,928
74166,-6.042,5250,0,11264,-770,-23,928
74171,-6.653,5250,0,50176,-3430,-25,577
74176,6.531,5250,0,23552,-1610,-26,577
74181,2.258,5250,0,43008,-2940,-27,577
74186,13.000,5250,0,16384,-1120,-28,577
74191,4.578,5250,0,-5120,350,-28,-484
74196,-8.972,5250,0,6144,-420,-27,-484
74201,-5.920,5250,0,-12288,840,-27,-484
74206,1.526,5250,0,3072,-210,-27,-796
74211,0.793,5250,0,-13312,910,-26,-796
74216,-5.188,5250,0,9216,-630,-26,-209
74221,-4.822,5250,0,5120,-350,-26,-209
74226,-1.038,5250,0,18432,-1260,-26,-209
74231,12.268,5250,0,13312,-910,-27,-50
74236,2.991,5250,0,3072,-210,-27,-50
74241,2.258,5250,0,26624,-1820,-28,686
74246,1.526,5250,0,-4096,280,-28,686
74251,-8.484,5250,0,7168,-490,-28,686
74256,-1.892,5250,0,-12288,840,-28,686
74261,-6.775,5250,0,-4096,280,-28,686
74266,-4.211,5250,0,-2048,140,-28,686
74271,8.362,5250,0,3072,-210,-28,686
74276,-2.258,5250,0,-6144,420,-28,-639
74281,-12.512,5250,0,7168,-490,-28,-639
74286,2.014,5250,0,10240,-700,-28,-639
74291,-6.409,5250,0,12288,-840,-28,-639
74296,1.160,5250,0,11264,-770,-29,-639
74301,-6.042,5250,0,-3072,210,-29,-551
74306,-1.892,5250,0,22528,-1540,-30,-551
74311,-0.671,5250,0,-3072,210,-30,-760
74316,-1.282,5250,0,13312,-910,-30,-760
74321,0.549,5250,0,-12288,840,-30,-241
74326,-3.235,5250,0,23552,-1610,-30,-241
74331,1.282,5250,0,-6144,420,-31,-241
74336,-6.775,5250,0,15360,-1050,-31,165
74341,3.723,5250,0,7168,-490,-32,165
74346,-4.333,5250,0,2048,-140,-32,477
74351,2.258,5250,0,4096,-280,-33,477
74356,0.183,5250,0,6144,-420,-32,477
74361,1.526,5250,0,-6144,420,-32,-41
74366,-3.723,5250,0,11264,-770,-32,-41
74371,9.827,5250,0,-9216,630,-33,403
74376,1.282,5250,0,-5120,350,-33,403
74381,-1.038,5250,0,0,0,-33,-61
74386,4.211,5250,0,-9216,630,-32,-61
74391,2.991,5250,0,13312,-910,-33,-61
74396,-2.502,5250,0,-8192,560,-33,-54
74401,3.479,5250,0,21504,-1470,-34,-54
74406,-0.671,5250,0,-6144,420,-34,-392
74411,2.258,5250,0,9216,-630,-35,-392
74416,1.038,5250,0,-5120,350,-35,-392
74421,0.671,5250,0,12288,-840,-35,-710
74426,0.427,5250,0,0,0,-35,-710
74431,-4.822,5250,0,12288,-840,-36,653
74436,-2.136,5250,0,1024,-70,-36,653
74441,-3.235,5250,0,7168,-490,-36,124
74446,12.390,5250,0,-4096,280,-37,124
74451,-4.822,5250,0,-12288,840,-36,-699
74456,12.268,5250,0,7168,-490,-36,-699
74461,6.775,5250,0,-22528,1540,-36,-850
74466,-1.404,5250,0,7168,-490,-36,-850
74471,4.578,5250,0,-8192,560,-36,-850
74476,6.165,5250,0,0,0,-36,-504
74481,-0.427,5250,0,-1024,70,-36,-504
74486,4.578,5250,0,-2048,140,-36,-504
