R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
28,1,25,35,1,25,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
110298,-3.784,5250,301056,-2442240,150024,2047,32351
110303,4.639,5250,301056,-2442240,150024,2047,32351
110308,0.244,5250,301056,-2442240,150024,2047,32351
110313,2.930,5250,301056,-2442240,150024,2047,32351
110318,-5.249,5250,301056,-2442240,150024,2047,32351
110323,-2.197,5250,301056,-2442240,150024,2047,32351
110328,-3.174,5250,301056,-2442240,150024,2047,32351
110333,0.366,5250,301056,-2442240,150024,2047,32351
110338,2.441,5250,301056,-2442240,150024,2047,32351
110343,4.639,5250,301056,-2442240,150024,2047,32351
110348,2.441,5250,301056,-2442240,150024,2047,32351
110353,-5.615,5250,301056,-2442240,150024,2047,32351
110358,-2.319,5250,301056,-2442240,150024,2047,32351
110363,-1.587,5250,301056,-2442240,150024,2047,32351
110368,-3.784,5250,301056,-2442240,150024,2047,32351
110373,-2.075,5250,301056,-2442240,150024,2047,32351
110378,-4.761,5250,301056,-2442240,150024,2047,32351
110383,-3.906,5250,301056,-2442240,150024,2047,32351
110388,-2.808,5250,301056,-2442240,150024,2047,32351
110393,1.099,5250,301056,-2442240,150024,2047,32351
110398,1.831,5250,301056,-2442240,150024,2047,32351
110403,4.028,5250,301056,-2442240,150024,2047,32351
110408,-0.366,5250,301056,-2442240,150024,2047,32351
110413,2.563,5250,301056,-2442240,150024,2047,32351
110418,-1.831,5250,301056,-2442240,150024,2047,32351
110423,-2.930,5250,301056,-2442240,150024,2047,32351
110428,-5.127,5250,301056,-2442240,150024,2047,32351
110433,0.000,5250,301056,-2442240,150024,2047,32351
110438,-1.953,5250,301056,-2442240,150024,2047,32351
110443,0.122,5250,301056,-2442240,150024,2047,32351
110448,1.099,5250,301056,-2442240,150024,2047,32351
110453,0.977,5250,301056,-2442240,150024,2047,32351
110458,0.000,5250,301056,-2442240,150024,2047,32351
110463,4.639,5250,301056,-2442240,150024,2047,32351
110468,0.000,5250,301056,-2442240,150024,2047,32351
110473,-1.221,5250,301056,-2442240,150024,2047,32351
110478,7.568,5250,301056,-2442240,150024,2047,32351
110483,3.540,5250,301056,-2442240,150024,2047,32351
110488,0.000,5250,301056,-2442240,150024,2047,32351
110493,3.418,5250,301056,-2442240,150024,2047,32351
110498,2.197,5250,301056,-2442240,150024,2047,32351
110503,0.732,5250,301056,-2442240,150024,2047,32351
110508,4.272,5250,301056,-2442240,150024,2047,32351
110513,-6.226,5250,301056,-2442240,150024,2047,32351
110518,5.005,5250,301056,-2442240,150024,2047,32351
110523,-5.737,5250,301056,-2442240,150024,2047,32351
110528,-3.296,5250,301056,-2442240,150024,2047,32351
110533,0.000,5250,301056,-2442240,150024,2047,32351
110538,-0.488,5250,301056,-2442240,150024,2047,32351
110543,6.836,5250,301056,-2442240,150024,2047,32351
110548,-1.099,5250,301056,-2442240,150024,2047,32351
110553,1.709,5250,301056,-2442240,150024,2047,32351
110558,-0.122,5250,301056,-2442240,150024,2047,32351
110563,3.296,5250,301056,-2442240,150024,2047,32351
110568,-0.122,5250,301056,-2442240,150024,2047,32351
110573,1.465,5250,301056,-2442240,150024,2047,32351
110578,-1.465,5250,301056,-2442240,150024,2047,32351
110583,-4.883,5250,301056,-2442240,150024,2047,32351
110588,-0.854,5250,301056,-2442240,150024,2047,32351
110593,-3.418,5250,301056,-2442240,150024,2047,32351
110598,-1.709,5250,301056,-2442240,150024,2047,32351
110603,5.737,5250,301056,-2442240,150024,2047,32351
110608,4.639,5250,301056,-2442240,150024,2047,32351
110613,-0.732,5250,301056,-2442240,150024,2047,32351
110618,-2.563,5250,301056,-2442240,150024,2047,32351
110623,0.732,5250,301056,-2442240,150024,2047,32351
110628,3.540,5250,301056,-2442240,150024,2047,32351
110633,0.732,5250,301056,-2442240,150024,2047,32351
110638,-5.127,5250,301056,-2442240,150024,2047,32351
110643,5.249,5250,301056,-2442240,150024,2047,32351
110648,-1.221,5250,301056,-2442240,150024,2047,32351
110653,4.150,5250,301056,-2442240,150024,2047,32351
110658,1.709,5250,301056,-2442240,150024,2047,32351
110663,-7.568,5250,301056,-2442240,150024,2047,32351
110668,1.221,5250,301056,-2442240,150024,2047,32351
110674,3.906,5250,301056,-2442240,150024,2047,32351
110679,-1.709,5250,301056,-2442240,150024,2047,32351
110684,4.272,5250,301056,-2442240,150024,2047,32351
110689,-4.761,5250,301056,-2442240,150024,2047,32351
110694,2.686,5250,301056,-2442240,150024,2047,32351
110699,0.854,5250,301056,-2442240,150024,2047,32351
110704,-2.686,5250,301056,-2442240,150024,2047,32351
110709,-1.587,5250,301056,-2442240,150024,2047,32351
110714,-1.587,5250,301056,-2442240,150024,2047,32351
110719,-5.127,5250,301056,-2442240,150024,2047,32351
110724,6.592,5250,301056,-2442240,150024,2047,32351
110729,-4.272,5250,301056,-2442240,150024,2047,32351
110734,0.000,5250,301056,-2442240,150024,2047,32351
110739,2.319,5250,301056,-2442240,150024,2047,32351
110744,3.906,5250,301056,-2442240,150024,2047,32351
110749,3.418,5250,301056,-2442240,150024,2047,32351
110754,3.906,5250,301056,-2442240,150024,2047,32351
110759,-0.488,5250,301056,-2442240,150024,2047,32351
110764,-0.610,5250,301056,-2442240,150024,2047,32351
110769,-4.517,5250,301056,-2442240,150024,2047,32351
110774,-0.122,5250,301056,-2442240,150024,2047,32351
110779,-4.150,5250,301056,-2442240,150024,2047,32351
110784,-1.343,5250,301056,-2442240,150024,2047,32351
110789,4.517,5250,301056,-2442240,150024,2047,32351
110794,4.150,5250,301056,-2442240,150024,2047,32351
110799,4.272,5250,301056,-2442240,150024,2047,32351
110804,-4.395,5250,301056,-2442240,150024,2047,32351
110809,3.540,5250,301056,-2442240,150024,2047,32351
110814,2.930,5250,301056,-2442240,150024,2047,32351
110819,-1.221,5250,301056,-2442240,150024,2047,32351
110824,2.197,5250,301056,-2442240,150024,2047,32351
110829,1.465,5250,301056,-2442240,150024,2047,32351
110834,0.000,5250,301056,-2442240,150024,2047,32351
110839,-3.784,5250,301056,-2442240,150024,2047,32351
110844,1.099,5250,301056,-2442240,150024,2047,32351
110849,-1.953,5250,301056,-2442240,150024,2047,32351
110854,-2.808,5250,301056,-2442240,150024,2047,32351
110859,-7.324,5250,301056,-2442240,150024,2047,32351
110864,-5.493,5250,301056,-2442240,150024,2047,32351
110869,7.568,5250,301056,-2442240,150024,2047,32351
110874,3.052,5250,301056,-2442240,150024,2047,32351
110879,1.831,5250,301056,-2442240,150024,2047,32351
110884,-2.075,5250,301056,-2442240,150024,2047,32351
110889,2.197,5250,301056,-2442240,150024,2047,32351
110894,0.488,5250,301056,-2442240,150024,2047,32351
110899,2.808,5250,301056,-2442240,150024,2047,32351
110904,3.906,5250,301056,-2442240,150024,2047,32351
110909,-1.587,5250,301056,-2442240,150024,2047,32351
110914,0.610,5250,301056,-2442240,150024,2047,32351
110919,4.028,5250,301056,-2442240,150024,2047,32351
110924,0.244,5250,301056,-2442240,150024,2047,32351
110929,3.052,5250,301056,-2442240,150024,2047,32351
110934,0.000,5250,301056,-2442240,150024,2047,32351
110939,-3.174,5250,301056,-2442240,150024,2047,32351
110944,0.000,5250,301056,-2442240,150024,2047,32351
110949,0.366,5250,301056,-2442240,150024,2047,32351
110954,0.000,5250,301056,-2442240,150024,2047,32351
110959,-1.343,5250,301056,-2442240,150024,2047,32351
110964,-3.418,5250,301056,-2442240,150024,2047,32351
110969,1.099,5250,301056,-2442240,150024,2047,32351
110974,-1.465,5250,301056,-2442240,150024,2047,32351
110979,-0.854,5250,301056,-2442240,150024,2047,32351
110984,1.953,5250,301056,-2442240,150024,2047,32351
110989,2.075,5250,301056,-2442240,150024,2047,32351
110994,0.854,5250,301056,-2442240,150024,2047,32351
110999,-1.831,5250,301056,-2442240,150024,2047,32351
111004,3.418,5250,301056,-2442240,150024,2047,32351
111009,-3.784,5250,301056,-2442240,150024,2047,32351
111014,1.465,5250,301056,-2442240,150024,2047,32351
111019,-0.366,5250,301056,-2442240,150024,2047,32351
111024,2.808,5250,301056,-2442240,150024,2047,32351
111029,-2.563,5250,301056,-2442240,150024,2047,32351
111034,2.075,5250,301056,-2442240,150024,2047,32351
111039,-1.099,5250,301056,-2442240,150024,2047,32351
111044,1.709,5250,301056,-2442240,150024,2047,32351
111049,3.052,5250,301056,-2442240,150024,2047,32351
111054,-2.075,5250,301056,-2442240,150024,2047,32351
111059,-1.343,5250,301056,-2442240,150024,2047,32351
111064,1.709,5250,301056,-2442240,150024,2047,32351
111069,6.104,5250,301056,-2442240,150024,2047,32351
111074,1.099,5250,0,7168,-392,-1,32351
111079,0.854,5250,0,3072,-168,-1,183
111084,-3.052,5250,0,4096,-224,-1,183
111089,-0.366,5250,0,8192,-448,-1,249
111094,6.592,5250,0,11264,-616,-2,249
111099,-4.761,5250,0,7168,-392,-2,249
111104,1.953,5250,0,6144,-336,-2,249
111109,-1.709,5250,0,6144,-336,-3,233
111114,-1.587,5250,0,9216,-504,-3,219
111119,-1.465,5250,0,9216,-504,-3,219
111124,-1.221,5250,0,3072,-168,-4,219
111129,2.441,5250,0,7168,-392,-4,219
111134,-3.052,5250,0,5120,-280,-4,-39
111139,3.296,5250,0,6144,-336,-5,-39
111144,-2.075,5250,0,2048,-112,-5,-39
111149,2.319,5250,0,1024,-56,-5,61
111154,-0.122,5250,0,3072,-168,-5,61
111159,4.150,5250,0,6144,-336,-5,61
111164,-3.174,5250,0,8192,-448,-6,61
111169,-1.221,5250,0,6144,-336,-6,155
111174,5.005,5250,0,2048,-112,-6,155
111179,0.610,5250,0,7168,-392,-7,155
111184,4.639,5250,0,7168,-392,-7,155
111189,0.977,5250,0,7168,-392,-7,155
111194,-3.906,5250,0,10240,-560,-8,96
111199,10.742,5250,0,1024,-56,-8,96
111204,-1.099,5250,0,2048,-112,-8,96
