R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
35,1,31,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
141634,-0.427,5250,-40960,2344960,-163100,-9288,-17053
141639,-3.357,5250,-40960,2344960,-163100,-9288,-17053
141644,1.770,5250,-40960,2344960,-163100,-9288,-17053
141649,0.061,5250,-40960,2344960,-163100,-9288,-17053
141654,-2.136,5250,-40960,2344960,-163100,-9288,-17053
141659,-7.751,5250,-40960,2344960,-163100,-9288,-17053
141664,2.869,5250,-40960,2344960,-163100,-9288,-17053
141670,1.770,5250,-40960,2344960,-163100,-9288,-17053
141675,4.456,5250,-40960,2344960,-163100,-9288,-17053
141680,-4.822,5250,-40960,2344960,-163100,-9288,-17053
141685,2.136,5250,-40960,2344960,-163100,-9288,-17053
141690,5.310,5250,-40960,2344960,-163100,-9288,-17053
141695,-2.136,5250,-40960,2344960,-163100,-9288,-17053
141700,0.183,5250,-40960,2344960,-163100,-9288,-17053
141705,2.136,5250,-40960,2344960,-163100,-9288,-17053
141710,2.258,5250,-40960,2344960,-163100,-9288,-17053
141715,-0.671,5250,-40960,2344960,-163100,-9288,-17053
141720,0.793,5250,-40960,2344960,-163100,-9288,-17053
141725,-0.793,5250,-40960,2344960,-163100,-9288,-17053
141730,-1.038,5250,-40960,2344960,-163100,-9288,-17053
141735,8.362,5250,-40960,2344960,-163100,-9288,-17053
141740,5.432,5250,-40960,2344960,-163100,-9288,-17053
141745,-0.671,5250,-40960,2344960,-163100,-9288,-17053
141750,1.892,5250,-40960,2344960,-163100,-9288,-17053
141755,1.648,5250,-40960,2344960,-163100,-9288,-17053
141760,2.747,5250,-40960,2344960,-163100,-9288,-17053
141765,-3.235,5250,-40960,2344960,-163100,-9288,-17053
141770,-0.061,5250,-40960,2344960,-163100,-9288,-17053
141775,0.305,5250,-40960,2344960,-163100,-9288,-17053
141780,-7.019,5250,-40960,2344960,-163100,-9288,-17053
141785,0.671,5250,-40960,2344960,-163100,-9288,-17053
141790,1.038,5250,-40960,2344960,-163100,-9288,-17053
141795,-0.061,5250,-40960,2344960,-163100,-9288,-17053
141800,-2.991,5250,-40960,2344960,-163100,-9288,-17053
141805,1.404,5250,-40960,2344960,-163100,-9288,-17053
141810,-1.282,5250,-40960,2344960,-163100,-9288,-17053
141815,-2.991,5250,-40960,2344960,-163100,-9288,-17053
141820,1.404,5250,-40960,2344960,-163100,-9288,-17053
141825,-5.432,5250,-40960,2344960,-163100,-9288,-17053
141830,1.770,5250,-40960,2344960,-163100,-9288,-17053
141835,-0.793,5250,-40960,2344960,-163100,-9288,-17053
141840,-0.183,5250,-40960,2344960,-163100,-9288,-17053
141845,3.601,5250,-40960,2344960,-163100,-9288,-17053
141850,-0.305,5250,-40960,2344960,-163100,-9288,-17053
141855,1.526,5250,-40960,2344960,-163100,-9288,-17053
141860,-1.038,5250,-40960,2344960,-163100,-9288,-17053
141865,0.305,5250,-40960,2344960,-163100,-9288,-17053
141870,-0.427,5250,-40960,2344960,-163100,-9288,-17053
141875,2.625,5250,-40960,2344960,-163100,-9288,-17053
141880,-1.038,5250,-40960,2344960,-163100,-9288,-17053
141885,-3.967,5250,-40960,2344960,-163100,-9288,-17053
141890,-2.747,5250,-40960,2344960,-163100,-9288,-17053
141895,-4.822,5250,-40960,2344960,-163100,-9288,-17053
141900,-3.967,5250,-40960,2344960,-163100,-9288,-17053
141905,7.874,5250,-40960,2344960,-163100,-9288,-17053
141910,-1.892,5250,-40960,2344960,-163100,-9288,-17053
141915,-2.380,5250,-40960,2344960,-163100,-9288,-17053
141920,-1.282,5250,-40960,2344960,-163100,-9288,-17053
141925,1.526,5250,-40960,2344960,-163100,-9288,-17053
141930,-4.822,5250,-40960,2344960,-163100,-9288,-17053
141935,-3.601,5250,-40960,2344960,-163100,-9288,-17053
141940,5.188,5250,-40960,2344960,-163100,-9288,-17053
141945,-0.427,5250,-40960,2344960,-163100,-9288,-17053
141950,1.892,5250,-40960,2344960,-163100,-9288,-17053
141955,1.526,5250,-40960,2344960,-163100,-9288,-17053
141960,-0.549,5250,-40960,2344960,-163100,-9288,-17053
141965,4.944,5250,-40960,2344960,-163100,-9288,-17053
141970,-0.305,5250,-40960,2344960,-163100,-9288,-17053
141975,2.502,5250,-40960,2344960,-163100,-9288,-17053
141980,0.061,5250,-40960,2344960,-163100,-9288,-17053
141985,0.061,5250,-40960,2344960,-163100,-9288,-17053
141990,1.892,5250,-40960,2344960,-163100,-9288,-17053
141995,0.183,5250,-40960,2344960,-163100,-9288,-17053
142000,-6.287,5250,-40960,2344960,-163100,-9288,-17053
142005,3.845,5250,-40960,2344960,-163100,-9288,-17053
142010,-5.798,5250,-40960,2344960,-163100,-9288,-17053
142015,-0.671,5250,-40960,2344960,-163100,-9288,-17053
142020,-1.404,5250,-40960,2344960,-163100,-9288,-17053
142025,-5.554,5250,-40960,2344960,-163100,-9288,-17053
142030,-2.747,5250,-40960,2344960,-163100,-9288,-17053
142035,-2.380,5250,-40960,2344960,-163100,-9288,-17053
142040,-0.183,5250,-40960,2344960,-163100,-9288,-17053
142045,0.916,5250,-40960,2344960,-163100,-9288,-17053
142050,0.061,5250,-40960,2344960,-163100,-9288,-17053
142055,-1.648,5250,-40960,2344960,-163100,-9288,-17053
142060,3.357,5250,-40960,2344960,-163100,-9288,-17053
142065,0.183,5250,-40960,2344960,-163100,-9288,-17053
142070,3.357,5250,-40960,2344960,-163100,-9288,-17053
142075,1.038,5250,-40960,2344960,-163100,-9288,-17053
142080,0.427,5250,-40960,2344960,-163100,-9288,-17053
142085,-2.014,5250,-40960,2344960,-163100,-9288,-17053
142090,-2.625,5250,-40960,2344960,-163100,-9288,-17053
142095,2.014,5250,-40960,2344960,-163100,-9288,-17053
142100,-2.258,5250,-40960,2344960,-163100,-9288,-17053
142105,0.671,5250,-40960,2344960,-163100,-9288,-17053
142110,0.183,5250,-40960,2344960,-163100,-9288,-17053
142115,7.507,5250,-40960,2344960,-163100,-9288,-17053
142120,-2.625,5250,-40960,2344960,-163100,-9288,-17053
142125,-6.775,5250,-40960,2344960,-163100,-9288,-17053
142130,-6.165,5250,-40960,2344960,-163100,-9288,-17053
142135,-2.747,5250,-40960,2344960,-163100,-9288,-17053
142140,-1.404,5250,-40960,2344960,-163100,-9288,-17053
142145,0.549,5250,-40960,2344960,-163100,-9288,-17053
142150,3.357,5250,-40960,2344960,-163100,-9288,-17053
142155,5.676,5250,-40960,2344960,-163100,-9288,-17053
142160,-0.916,5250,-40960,2344960,-163100,-9288,-17053
