R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
350,0,1500,350,0,1500,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,300,100,300,100,1900,2100
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
305.025,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.030,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.035,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.040,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.046,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.051,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.056,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.061,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.066,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.071,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.076,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.081,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.087,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.092,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.097,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.102,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.107,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.112,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.118,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.123,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.128,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.133,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.138,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.143,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.149,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.154,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.159,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.164,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.169,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.174,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.179,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.185,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.190,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.195,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.200,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.205,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.210,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.215,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.220,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.226,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.231,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.236,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.241,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.246,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.251,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.256,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.262,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.267,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.272,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.277,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.282,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.287,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.293,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.298,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.303,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.308,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.313,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.318,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.323,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.329,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.334,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.339,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.344,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.349,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.354,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.359,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.364,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.369,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.375,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.380,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.385,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.390,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.395,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.400,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.405,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.411,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.416,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.421,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.426,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.431,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.436,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.442,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.447,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.452,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.457,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.462,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.467,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.472,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.478,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.483,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.488,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.493,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.498,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.503,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.508,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.514,10.019,-559.356,0.000,-40.614,-435.633,-4.683
305.519,10.019,-559.356,0.000,-40.614,-435.633,-4.683
