R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
450,0,450,450,0,450,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,300,100,300,100,150,150
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
277.453,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.458,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.463,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.469,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.474,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.479,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.484,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.489,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.494,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.499,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.504,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.510,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.515,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.520,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.525,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.530,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.535,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.541,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.546,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.551,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.556,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.561,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.566,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.571,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.577,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.582,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.587,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.592,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.597,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.602,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.607,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.612,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.618,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.623,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.628,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.633,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.638,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.643,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.648,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.653,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.658,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.664,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.669,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.674,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.679,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.684,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.689,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.694,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.700,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.705,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.710,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.715,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.720,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.725,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.730,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.736,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.741,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.746,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.751,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.756,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.761,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.766,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.772,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.777,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.782,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.787,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.792,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.797,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.802,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.807,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.813,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.818,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.823,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.828,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.833,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.838,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.843,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.848,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.854,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.859,-2.095,-57.705,0.000,-159.481,33.097,-1.891
277.864,-2.095,-57.705,0.000,-159.481,33.097,-1.891
