R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000100,20,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
580.948,0.867,0.049,0.056,0.343,0.346,0.336
580.958,1.091,0.059,0.056,0.365,0.368,0.351
580.969,0.633,0.050,0.055,0.361,0.364,0.357
580.980,0.125,0.046,0.053,0.343,0.345,0.357
580.991,0.389,0.037,0.051,0.347,0.350,0.357
581.002,1.027,0.038,0.047,0.362,0.365,0.361
581.013,1.113,0.043,0.045,0.378,0.381,0.374
581.024,0.373,0.056,0.045,0.365,0.368,0.377
581.035,-1.934,0.054,0.048,0.308,0.311,0.366
581.046,-1.244,0.059,0.050,0.309,0.312,0.352
581.057,-1.348,0.036,0.049,0.295,0.298,0.337
581.068,-0.294,0.047,0.048,0.300,0.303,0.326
581.079,0.631,0.029,0.047,0.318,0.320,0.328
581.090,0.797,0.027,0.043,0.326,0.329,0.337
581.101,-0.509,0.049,0.043,0.312,0.314,0.342
581.112,-0.312,0.053,0.043,0.309,0.311,0.338
581.123,-1.005,0.046,0.044,0.278,0.281,0.323
581.134,0.890,0.049,0.045,0.313,0.315,0.322
581.145,0.067,0.045,0.046,0.303,0.305,0.326
581.156,0.691,0.045,0.046,0.318,0.321,0.329
581.166,0.478,0.039,0.046,0.327,0.329,0.336
581.177,0.451,0.043,0.045,0.328,0.331,0.341
581.188,0.421,0.050,0.046,0.344,0.347,0.350
581.199,-0.166,0.054,0.047,0.335,0.337,0.352
581.210,-0.111,0.051,0.048,0.335,0.338,0.350
581.221,-0.226,0.044,0.048,0.323,0.325,0.346
581.232,-0.254,0.029,0.045,0.308,0.311,0.340
581.243,-0.000,0.037,0.044,0.312,0.314,0.339
581.254,-1.460,0.051,0.044,0.274,0.276,0.329
581.265,-1.644,0.067,0.046,0.240,0.242,0.308
581.276,-0.113,0.071,0.049,0.264,0.266,0.300
581.287,-0.169,0.059,0.052,0.257,0.259,0.296
581.298,-0.307,0.053,0.052,0.248,0.250,0.293
581.309,0.043,0.038,0.051,0.253,0.256,0.292
581.320,0.296,0.044,0.049,0.264,0.266,0.294
581.331,-0.228,0.038,0.047,0.254,0.257,0.293
581.342,0.289,0.045,0.046,0.267,0.269,0.295
581.353,-0.268,0.039,0.045,0.267,0.270,0.298
581.364,-0.854,0.054,0.046,0.246,0.248,0.291
581.375,-0.722,0.045,0.047,0.240,0.242,0.282
581.386,-0.531,0.047,0.048,0.236,0.238,0.275
581.397,-1.899,0.067,0.050,0.191,0.193,0.260
581.408,-2.210,0.082,0.054,0.159,0.161,0.236
581.419,-0.666,0.075,0.058,0.159,0.161,0.216
581.430,-1.167,0.058,0.058,0.136,0.138,0.202
581.441,-1.049,0.058,0.058,0.117,0.119,0.188
581.452,-1.346,0.070,0.058,0.088,0.090,0.171
581.463,-1.602,0.072,0.060,0.071,0.073,0.155
581.474,-1.199,0.053,0.060,0.083,0.085,0.146
581.485,0.649,0.055,0.060,0.111,0.113,0.141
581.496,1.089,0.058,0.059,0.142,0.144,0.155
581.507,0.346,0.062,0.059,0.133,0.135,0.164
581.518,0.098,0.056,0.059,0.133,0.135,0.166
581.529,-0.008,0.055,0.058,0.132,0.134,0.165
581.540,-0.299,0.061,0.058,0.115,0.117,0.160
581.551,-0.194,0.075,0.060,0.102,0.104,0.153
581.562,0.778,0.087,0.064,0.117,0.119,0.153
581.573,0.225,0.083,0.067,0.111,0.112,0.157
581.584,-0.142,0.088,0.071,0.102,0.103,0.155
581.595,1.420,0.085,0.074,0.128,0.129,0.158
581.606,1.192,0.110,0.078,0.129,0.130,0.171
581.617,1.638,0.113,0.084,0.161,0.162,0.190
581.628,0.439,0.126,0.089,0.149,0.150,0.201
581.639,-0.267,0.125,0.096,0.135,0.136,0.198
