R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000001,0.000300,75,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
314.616,25.057,-2.603,-2.830,5.164,5.256,4.598
314.626,9.192,-2.148,-2.769,4.918,4.994,4.742
314.636,-7.783,-2.835,-2.744,4.459,4.544,4.717
314.648,-28.199,-2.391,-2.689,3.753,3.832,4.476
314.660,-48.877,-1.619,-2.561,2.781,2.847,3.985
314.671,-64.810,-1.417,-2.409,1.678,1.743,3.275
314.683,-76.935,-1.847,-2.301,0.526,0.602,2.415
314.695,-87.420,-1.639,-2.211,-0.691,-0.621,1.429
314.705,-88.979,-2.963,-2.250,-1.669,-1.578,0.509
314.716,-88.528,-2.900,-2.306,-2.574,-2.490,-0.437
314.726,-85.027,-3.138,-2.354,-3.394,-3.317,-1.350
314.737,-79.069,-1.786,-2.323,-4.086,-4.035,-2.210
314.747,-68.181,0.641,-2.069,-4.510,-4.527,-2.974
314.758,-57.611,0.839,-1.786,-4.861,-4.896,-3.615
314.768,-42.905,1.233,-1.486,-4.990,-5.018,-4.120
314.779,-24.771,-0.424,-1.329,-4.841,-4.845,-4.440
314.789,-5.841,-1.993,-1.340,-4.468,-4.465,-4.573
314.800,15.295,-3.556,-1.502,-3.878,-3.853,-4.512
314.810,33.984,-1.893,-1.568,-3.077,-3.081,-4.230
314.821,51.481,-1.461,-1.549,-2.113,-2.125,-3.751
314.831,64.976,-0.877,-1.495,-1.122,-1.147,-3.124
314.842,73.023,-0.674,-1.420,-0.183,-0.211,-2.391
314.852,78.806,-0.459,-1.321,0.769,0.733,-1.595
314.862,82.300,-0.454,-1.226,1.701,1.663,-0.753
314.873,79.585,-0.516,-1.095,2.465,2.423,0.087
314.885,73.143,-0.539,-1.011,3.220,3.177,1.002
314.897,64.948,-1.183,-1.020,3.817,3.780,1.801
314.908,52.403,-0.149,-0.974,4.175,4.121,2.473
314.920,38.054,-1.259,-0.954,4.356,4.311,2.996
314.932,23.079,-1.652,-0.967,4.353,4.304,3.346
314.944,7.827,-2.251,-1.152,4.130,4.090,3.503
314.956,-8.087,-0.813,-1.268,3.744,3.667,3.472
314.968,-21.480,-0.061,-1.018,3.253,3.152,3.278
314.980,-36.459,0.699,-0.788,2.543,2.428,2.916
314.992,-48.545,-0.009,-0.632,1.743,1.630,2.396
315.004,-58.276,0.744,-0.634,0.903,0.775,1.756
315.016,-67.419,0.973,-0.366,-0.103,-0.236,0.985
315.027,-75.657,0.897,-0.125,-1.179,-1.309,0.126
315.039,-75.917,0.350,0.036,-2.051,-2.177,-0.756
315.051,-72.035,-0.278,0.028,-2.822,-2.936,-1.624
315.063,-63.563,-1.244,-0.215,-3.411,-3.517,-2.415
315.075,-49.277,0.012,-0.293,-3.766,-3.863,-3.089
315.087,-35.305,1.919,-0.063,-3.879,-3.992,-3.564
315.099,-15.949,2.371,0.225,-3.679,-3.789,-3.832
315.111,5.914,2.600,0.451,-3.173,-3.282,-3.857
315.121,21.967,0.925,0.545,-2.627,-2.714,-3.694
315.131,33.865,0.366,0.554,-2.022,-2.103,-3.389
315.141,47.996,-0.356,0.479,-1.219,-1.288,-2.947
315.151,55.055,-0.513,0.406,-0.517,-0.583,-2.412
315.161,61.761,-0.522,0.282,0.271,0.207,-1.801
315.172,63.513,0.953,0.310,0.971,0.886,-1.158
315.182,65.674,0.233,0.333,1.665,1.594,-0.491
315.192,67.016,1.170,0.448,2.351,2.268,0.182
315.202,63.224,0.980,0.554,2.931,2.854,0.849
315.212,59.004,-0.201,0.485,3.453,3.390,1.472
315.223,51.961,-0.199,0.343,3.831,3.762,2.028
315.233,43.906,0.174,0.343,4.089,4.015,2.502
315.243,34.313,-0.094,0.344,4.207,4.143,2.883
315.253,23.807,-0.980,0.224,4.237,4.185,3.168
315.263,13.081,-0.665,0.059,4.154,4.095,3.343
315.273,2.585,0.075,0.029,3.941,3.868,3.401
315.284,-10.317,-0.172,0.017,3.541,3.473,3.342
315.294,-20.981,-0.487,-0.000,3.074,3.011,3.164
315.304,-30.733,-1.722,-0.156,2.539,2.492,2.881
315.314,-39.611,-1.369,-0.330,1.952,1.897,2.506
315.324,-48.755,-1.767,-0.486,1.267,1.213,2.043
315.334,-54.171,-1.922,-0.660,0.614,0.562,1.510
315.345,-59.256,-1.170,-0.768,-0.079,-0.149,0.923
315.355,-64.101,-0.809,-0.807,-0.805,-0.886,0.299
315.367,-66.858,-0.493,-0.830,-1.659,-1.752,-0.500
315.377,-67.598,-0.355,-0.797,-2.352,-2.447,-1.179
315.387,-64.673,-1.573,-0.823,-2.962,-3.036,-1.845
315.397,-58.011,-2.915,-1.009,-3.405,-3.458,-2.458
315.407,-49.808,-3.383,-1.275,-3.739,-3.780,-3.006
315.418,-40.577,-2.827,-1.470,-3.926,-3.972,-3.453
315.428,-27.883,-1.028,-1.503,-3.891,-3.960,-3.782
315.438,-17.589,-0.683,-1.459,-3.816,-3.890,-3.993
315.448,-4.779,-1.369,-1.425,-3.559,-3.621,-4.084
315.458,8.916,-1.477,-1.433,-3.158,-3.219,-4.047
315.469,23.349,-0.140,-1.349,-2.587,-2.668,-3.865
315.479,37.145,-0.123,-1.221,-1.892,-1.966,-3.533
315.489,51.001,-0.516,-1.126,-1.057,-1.124,-3.060
315.499,61.519,-0.073,-1.031,-0.183,-0.262,-2.468
315.509,68.804,0.476,-0.895,0.688,0.602,-1.783
315.520,74.090,0.912,-0.709,1.570,1.475,-1.045
315.530,77.738,0.775,-0.560,2.430,2.334,-0.267
315.540,76.675,1.273,-0.386,3.159,3.056,0.509
315.550,74.280,0.680,-0.265,3.874,3.783,1.287
315.560,67.771,-1.425,-0.308,4.398,4.328,2.000
315.571,62.668,-1.159,-0.373,4.916,4.836,2.653
315.581,50.739,-0.696,-0.390,5.181,5.095,3.221
315.591,35.845,0.837,-0.304,5.247,5.144,3.650
315.601,22.442,0.671,-0.195,5.176,5.079,3.930
315.611,5.803,0.992,-0.084,4.859,4.759,4.045
315.622,-8.835,0.722,0.022,4.412,4.318,4.005
315.634,-27.317,0.425,0.023,3.731,3.639,3.768
315.644,-40.582,-0.519,-0.009,3.034,2.952,3.408
315.654,-49.709,-2.843,-0.233,2.305,2.257,2.932
315.664,-60.520,-1.387,-0.395,1.456,1.388,2.344
315.674,-71.448,0.010,-0.421,0.461,0.385,1.647
315.685,-75.573,-0.084,-0.358,-0.416,-0.487,0.888
315.695,-75.673,-1.837,-0.447,-1.204,-1.257,0.110
315.705,-74.363,-2.188,-0.656,-1.953,-1.987,-0.659
315.715,-74.329,-0.381,-0.686,-2.729,-2.770,-1.426
315.725,-70.806,0.593,-0.592,-3.365,-3.417,-2.160
315.736,-61.733,-0.038,-0.536,-3.832,-3.874,-2.842
315.746,-50.116,0.249,-0.472,-4.074,-4.123,-3.391
315.756,-35.836,-0.924,-0.475,-4.149,-4.194,-3.813
315.766,-21.535,-1.428,-0.524,-4.021,-4.074,-4.079
315.777,-6.731,-2.114,-0.639,-3.780,-3.823,-4.207
315.787,5.478,1.789,-0.532,-3.414,-3.493,-4.187
315.797,18.845,1.029,-0.356,-2.946,-3.011,-4.041
315.807,30.271,0.333,-0.304,-2.391,-2.445,-3.771
315.817,43.490,0.599,-0.215,-1.673,-1.732,-3.377
315.828,57.169,-1.756,-0.288,-0.811,-0.842,-2.843
315.838,68.312,-0.115,-0.373,0.176,0.100,-2.182
315.849,76.896,2.388,-0.158,1.238,1.094,-1.390
315.860,78.295,1.823,0.025,2.174,2.006,-0.515
315.871,78.854,-0.301,0.066,3.083,2.931,0.374
315.882,77.104,-1.869,-0.038,3.857,3.724,1.230
315.894,69.736,-2.774,-0.255,4.461,4.348,2.065
315.905,57.964,-2.701,-0.438,4.849,4.742,2.793
315.917,37.782,-2.970,-0.665,4.789,4.683,3.318
315.929,11.614,-3.199,-0.916,4.275,4.172,3.568
315.940,-20.657,-3.625,-1.227,3.253,3.159,3.477
315.952,-58.272,-3.487,-1.534,1.651,1.564,2.969
315.963,-99.537,-2.749,-1.721,-0.488,-0.589,2.012
315.974,-140.102,-2.037,-1.782,-2.971,-3.085,0.638
315.986,-180.931,-1.520,-1.747,-5.938,-6.060,-1.199
315.997,-218.969,-0.103,-1.591,-9.264,-9.397,-3.468
316.008,-248.313,0.590,-1.343,-12.697,-12.836,-6.092
316.019,-270.932,0.491,-1.091,-16.288,-16.433,-9.051
316.031,-281.220,0.434,-0.887,-19.778,-19.919,-12.249
316.043,-279.385,0.340,-0.761,-22.912,-23.054,-15.456
316.054,-265.100,1.217,-0.628,-25.608,-25.763,-18.569
316.065,-234.566,0.653,-0.544,-27.478,-27.639,-21.303
316.077,-190.801,1.010,-0.394,-28.559,-28.726,-23.621
316.088,-135.424,1.349,-0.208,-28.702,-28.877,-25.325
316.099,-74.583,1.368,-0.046,-28.040,-28.212,-26.374
316.110,-10.454,1.357,0.108,-26.570,-26.741,-26.713
316.121,51.573,1.565,0.259,-24.483,-24.653,-26.353
316.132,110.753,0.935,0.415,-21.850,-22.004,-25.330
316.143,164.036,0.754,0.412,-18.887,-19.042,-23.777
316.155,220.053,0.848,0.402,-15.167,-15.324,-21.377
316.167,258.971,0.673,0.377,-11.291,-11.457,-18.428
316.179,282.984,0.177,0.451,-7.358,-7.538,-15.087
316.191,292.829,-0.016,0.429,-3.634,-3.826,-11.606
316.202,290.656,-0.361,0.347,-0.206,-0.400,-8.120
316.214,274.702,-1.227,0.153,2.768,2.590,-4.758
316.226,248.811,-1.882,-0.065,5.219,5.055,-1.658
316.238,217.360,-2.534,-0.406,7.181,7.019,1.078
316.250,179.855,-3.091,-0.839,8.626,8.473,3.408
316.262,140.662,-4.567,-1.244,9.507,9.369,5.245
316.274,101.135,-5.260,-1.841,9.918,9.796,6.624
316.285,63.795,-5.075,-2.311,9.930,9.807,7.534
316.297,32.145,-4.193,-2.608,9.670,9.538,8.042
316.309,-0.849,-4.892,-2.987,9.010,8.878,8.174
316.321,-25.452,-5.514,-3.408,8.227,8.100,7.967
316.333,-44.327,-4.947,-3.704,7.311,7.169,7.492
316.345,-60.975,-4.623,-3.871,6.252,6.101,6.821
316.357,-71.571,-4.592,-4.027,5.150,5.001,5.976
316.368,-77.934,-4.567,-4.135,4.087,3.933,5.055
316.380,-79.403,-3.990,-4.165,3.084,2.915,4.087
316.392,-79.763,-3.607,-4.115,2.132,1.944,3.121
316.404,-80.711,-3.318,-4.051,1.196,0.988,2.164
316.416,-81.692,-3.380,-3.992,0.205,-0.006,1.188
316.428,-77.731,-3.106,-3.916,-0.645,-0.865,0.230
316.440,-74.502,-2.026,-3.773,-1.459,-1.701,-0.686
316.452,-69.145,-0.921,-3.504,-2.178,-2.439,-1.540
316.463,-64.491,-0.663,-3.029,-2.885,-3.141,-2.338
316.475,-54.165,-1.895,-2.649,-3.405,-3.631,-3.042
316.487,-47.496,-3.628,-2.547,-3.844,-4.048,-3.632
316.499,-35.220,-4.880,-2.790,-4.065,-4.243,-4.120
316.511,-19.255,-4.172,-3.092,-3.974,-4.164,-4.428
316.523,-2.587,-3.402,-3.244,-3.678,-3.885,-4.544
316.535,14.009,-2.954,-3.311,-3.187,-3.408,-4.458
316.546,30.201,-2.821,-3.258,-2.555,-2.779,-4.193
316.559,47.008,-2.347,-3.071,-1.646,-1.888,-3.701
316.570,60.172,-1.852,-2.877,-0.648,-0.903,-3.038
316.582,72.711,-1.576,-2.700,0.457,0.196,-2.235
316.594,81.288,-2.277,-2.598,1.585,1.328,-1.310
316.606,84.849,-3.178,-2.653,2.660,2.421,-0.319
316.618,84.421,-2.452,-2.777,3.662,3.404,0.677
316.630,79.635,-1.066,-2.769,4.519,4.243,1.635
316.642,73.500,-0.953,-2.479,5.303,5.028,2.561
316.652,65.915,-0.364,-2.207,5.806,5.520,3.272
316.663,56.597,-0.361,-1.945,6.185,5.902,3.900
316.674,42.648,-0.102,-1.682,6.317,6.031,4.442
316.686,23.959,-0.182,-1.455,6.131,5.844,4.814
316.698,3.898,-0.065,-1.263,5.668,5.371,4.947
316.710,-17.853,0.079,-1.075,4.878,4.583,4.820
316.722,-35.945,-0.215,-0.970,4.022,3.727,4.482
316.733,-49.050,-0.840,-0.930,3.062,2.776,3.942
316.745,-58.531,-1.347,-0.951,2.092,1.810,3.274
316.757,-61.138,-1.718,-0.976,1.283,1.003,2.551
316.769,-59.553,-1.075,-0.980,0.627,0.324,1.827
316.781,-52.794,-0.657,-0.979,0.133,-0.181,1.152
316.793,-42.778,-0.516,-0.933,-0.145,-0.462,0.588
316.805,-29.361,-0.509,-0.845,-0.188,-0.482,0.165
316.816,-10.725,0.362,-0.744,0.124,-0.183,-0.065
316.828,5.648,0.355,-0.646,0.603,0.286,-0.078
316.840,21.669,0.377,-0.543,1.260,0.928,0.098
316.852,35.019,0.088,-0.504,1.986,1.654,0.442
316.864,49.582,0.218,-0.481,2.943,2.615,0.963
316.875,59.226,-0.229,-0.441,3.882,3.562,1.616
316.887,65.486,-0.552,-0.397,4.819,4.502,2.360
316.899,65.874,-0.688,-0.432,5.610,5.296,3.132
316.911,63.304,-0.399,-0.468,6.265,5.940,3.874
316.922,56.390,-0.623,-0.493,6.732,6.406,4.525
316.932,45.768,-0.054,-0.513,6.974,6.641,5.043
316.943,32.321,1.268,-0.405,7.015,6.655,5.421
316.953,14.212,1.337,-0.203,6.736,6.381,5.631
316.964,-7.273,1.802,-0.001,6.180,5.822,5.640
316.974,-28.954,2.167,0.191,5.423,5.057,5.432
316.986,-55.855,2.727,0.412,4.242,3.889,4.901
316.998,-78.138,2.461,0.670,2.867,2.531,4.075
317.010,-92.859,3.266,0.945,1.475,1.140,3.037
317.022,-94.997,2.710,1.190,0.273,-0.043,1.902
317.032,-87.462,1.518,1.294,-0.472,-0.773,0.957
317.043,-77.013,1.710,1.326,-1.045,-1.354,0.106
317.054,-64.646,1.085,1.349,-1.480,-1.777,-0.635
317.064,-53.077,1.061,1.315,-1.759,-2.063,-1.230
317.074,-39.788,0.859,1.282,-1.877,-2.179,-1.697
317.085,-27.984,0.877,1.210,-1.889,-2.189,-2.028
317.095,-17.324,0.536,1.142,-1.830,-2.128,-2.245
317.107,-5.372,0.481,1.051,-1.670,-1.971,-2.364
317.119,2.086,0.405,0.961,-1.501,-1.803,-2.368
317.130,10.616,-0.179,0.833,-1.215,-1.507,-2.278
317.141,16.544,-0.135,0.667,-0.926,-1.219,-2.115
317.152,24.257,0.604,0.563,-0.555,-0.848,-1.890
317.163,27.576,1.654,0.610,-0.192,-0.507,-1.601
317.175,34.341,2.396,0.819,0.353,0.015,-1.221
317.187,35.327,2.530,1.136,0.783,0.469,-0.790
317.199,36.032,2.437,1.360,1.216,0.925,-0.352
317.211,32.306,1.856,1.456,1.514,1.237,0.056
317.223,30.182,-0.092,1.231,1.812,1.564,0.428
