R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,10,50,10,50,500,0,0
sysTime,GRawX,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
88.399,-7.556,-0.989,9.589,0.439,0.940,0.916,1.009
88.409,1.964,0.203,1.088,0.412,0.948,0.926,1.001
88.421,2.819,-0.025,10.641,0.713,0.939,0.902,0.993
88.433,12.585,1.384,3.402,0.479,0.970,0.947,0.998
88.445,-2.918,2.139,-3.224,0.525,0.997,0.976,1.017
88.457,3.673,1.928,8.671,0.715,1.017,0.984,1.037
88.469,3.185,1.474,-2.027,0.588,1.022,0.992,1.056
88.481,-7.923,-0.862,-2.349,0.632,0.974,0.940,1.059
88.491,-1.086,-0.357,3.581,0.785,0.980,0.938,1.049
88.503,-8.411,-0.718,-0.281,0.724,0.971,0.933,1.044
88.515,-4.260,-0.989,-12.795,0.492,0.963,0.936,1.037
88.527,10.143,-0.602,1.957,0.604,0.958,0.929,1.024
88.539,4.406,0.344,6.082,0.624,0.987,0.957,1.021
88.551,5.138,0.925,6.445,0.729,1.011,0.974,1.027
88.563,-8.167,-0.097,-3.055,0.671,0.976,0.943,1.030
88.575,-4.993,-0.138,-9.191,0.626,0.971,0.942,1.028
88.587,-0.842,0.299,7.410,0.861,0.997,0.954,1.028
88.599,12.951,0.552,1.088,0.767,0.985,0.947,1.020
88.609,-7.068,-0.635,10.921,0.699,0.951,0.919,1.017
88.621,-2.063,-0.319,14.759,0.520,0.944,0.917,1.006
88.633,-1.209,0.116,-21.177,0.101,0.919,0.926,1.002
88.645,-0.476,-1.145,-19.630,-0.268,0.868,0.880,0.988
88.657,0.133,-0.903,-12.107,-0.015,0.877,0.877,0.972
88.669,13.561,0.971,-6.041,0.210,0.920,0.897,0.961
88.681,15.270,2.399,-8.190,0.673,0.980,0.951,0.974
88.693,12.341,3.647,11.098,1.738,1.053,0.986,1.003
88.705,6.237,3.782,-9.177,1.704,1.083,1.024,1.048
88.717,11.120,3.990,3.090,2.663,1.139,1.044,1.090
88.727,5.749,3.719,7.804,2.662,1.171,1.081,1.138
88.739,5.382,5.912,38.275,3.452,1.329,1.207,1.212
88.749,0.622,4.798,-14.001,2.345,1.329,1.246,1.275
88.761,1.476,1.953,10.225,2.204,1.292,1.219,1.315
88.773,2.453,1.617,10.974,1.849,1.270,1.226,1.334
88.783,3.673,3.792,-2.160,1.599,1.338,1.314,1.367
88.795,-12.073,-1.611,-1.152,0.720,1.163,1.170,1.368
88.807,4.162,0.614,9.926,0.884,1.208,1.220,1.358
88.819,-12.683,-2.292,6.642,1.473,1.161,1.136,1.345
88.831,-15.491,-4.143,-8.150,1.471,1.059,1.067,1.317
88.841,-4.382,-3.207,15.192,1.797,1.078,1.054,1.284
88.851,-7.556,-3.175,0.381,1.715,1.086,1.049,1.260
88.863,-18.665,-5.752,11.143,3.250,1.056,0.960,1.223
88.873,-12.439,-8.778,14.504,3.469,0.914,0.826,1.161
88.883,-16.102,-12.219,4.973,3.627,0.733,0.644,1.067
88.896,-22.816,-15.102,-19.518,2.061,0.454,0.443,0.921
88.908,-14.026,-18.588,-8.869,1.841,0.124,0.152,0.720
88.920,-33.436,-22.960,-19.173,1.903,-0.176,-0.179,0.484
88.930,-44.545,-28.271,31.156,2.493,-0.480,-0.529,0.243
88.940,-55.287,-35.504,-2.832,1.958,-0.973,-1.001,-0.062
88.950,-41.127,-38.167,-9.474,0.945,-1.447,-1.439,-0.429
88.960,-39.418,-39.806,-36.130,-0.289,-1.945,-1.862,-0.816
88.972,-28.675,-39.249,-4.024,1.661,-2.368,-2.324,-1.282
88.982,-33.192,-36.302,21.899,2.132,-2.624,-2.587,-1.631
88.992,-41.249,-36.874,15.279,2.055,-2.969,-2.941,-1.972
89.002,-43.568,-38.644,-30.550,0.128,-3.374,-3.294,-2.322
89.012,-51.137,-41.930,27.230,1.114,-3.798,-3.768,-2.709
89.022,-53.700,-45.419,-8.028,1.272,-4.307,-4.270,-3.122
89.032,-54.311,-47.366,10.399,1.220,-4.786,-4.749,-3.557
89.042,-46.742,-49.294,-36.567,0.136,-5.275,-5.227,-4.017
89.052,-52.846,-49.413,37.022,2.087,-5.660,-5.692,-4.476
89.062,-37.831,-45.800,-17.154,1.014,-6.045,-6.032,-4.912
89.075,-30.995,-38.223,-12.343,0.655,-6.336,-6.283,-5.360
89.085,-22.449,-36.052,0.791,0.536,-6.606,-6.543,-5.689
89.095,-27.088,-33.340,2.202,0.652,-6.832,-6.767,-5.989
89.105,-28.797,-31.189,-5.324,0.505,-7.060,-6.981,-6.263
89.117,-11.585,-23.958,-24.236,-0.589,-7.218,-7.071,-6.535
89.127,-2.307,-19.734,3.689,0.031,-7.259,-7.122,-6.706
89.137,10.632,-14.166,31.951,1.478,-7.189,-7.125,-6.829
89.147,-0.598,-8.673,-10.735,0.497,-7.126,-7.053,-6.888
89.157,24.304,-1.232,-7.336,0.382,-6.942,-6.870,-6.887
89.167,36.145,6.986,-1.382,0.222,-6.672,-6.601,-6.808
89.177,16.491,12.007,20.393,1.684,-6.400,-6.358,-6.659
89.187,46.399,21.919,-33.287,0.360,-5.975,-5.859,-6.425
89.197,44.568,28.745,-8.327,-0.422,-5.515,-5.373,-6.120
89.207,60.682,36.297,4.614,-0.176,-4.948,-4.823,-5.751
89.217,38.587,39.303,27.616,1.069,-4.399,-4.334,-5.324
89.227,48.230,42.381,-24.120,-0.041,-3.899,-3.797,-4.863
89.237,72.889,48.475,-16.491,-0.718,-3.291,-3.151,-4.371
89.247,55.067,51.387,20.377,0.234,-2.680,-2.562,-3.839
89.258,55.433,53.297,5.683,0.444,-2.049,-1.938,-3.264
89.270,75.697,60.135,17.622,0.451,-1.187,-1.056,-2.544
89.280,73.378,62.700,-30.588,-0.739,-0.581,-0.371,-1.912
89.290,64.344,63.752,29.238,0.333,0.125,0.285,-1.267
89.300,69.227,66.893,9.672,0.295,0.883,1.034,-0.594
89.310,81.313,69.640,-42.412,-1.409,1.592,1.790,0.093
89.320,56.898,67.968,49.075,0.132,2.313,2.427,0.799
89.330,42.981,64.740,22.042,0.517,2.938,3.004,1.476
89.341,61.292,62.115,-53.430,-1.356,3.485,3.591,2.120
89.351,56.409,58.420,10.185,-0.048,4.003,4.068,2.705
89.361,42.005,52.601,34.256,0.691,4.391,4.428,3.240
89.371,32.727,48.224,-10.578,-0.523,4.739,4.803,3.738
89.382,27.234,43.389,-0.265,-0.690,5.053,5.118,4.187
89.392,8.434,34.123,26.274,-0.050,5.199,5.233,4.553
89.402,-5.603,25.569,24.536,0.060,5.257,5.282,4.831
89.413,-3.650,19.517,-17.834,-0.734,5.283,5.340,5.036
89.423,-15.979,10.444,-29.917,-2.431,5.118,5.237,5.152
89.434,-7.068,2.282,-8.090,-2.656,4.911,5.039,5.161
89.444,-21.229,-3.386,8.993,-1.793,4.758,4.835,5.107
89.455,-44.789,-13.002,-3.233,-1.710,4.402,4.475,4.981
89.465,-20.496,-20.237,-20.473,-1.862,3.991,4.066,4.757
89.476,-17.811,-22.152,-3.214,-1.443,3.724,3.778,4.500
89.486,-39.418,-26.216,22.304,-0.618,3.375,3.384,4.213
89.497,-46.132,-33.307,15.879,-0.331,2.834,2.847,3.866
89.507,-47.597,-37.447,-2.400,-0.571,2.308,2.325,3.464
89.517,-46.986,-40.974,7.315,-0.208,1.792,1.788,3.029
89.527,-59.926,-44.912,25.742,0.647,1.305,1.251,2.584
89.538,-71.279,-48.647,4.410,0.002,0.717,0.670,2.085
89.548,-62.246,-53.399,-36.228,-1.086,0.021,-0.002,1.526
89.559,-58.217,-55.975,-35.796,-1.563,-0.588,-0.616,0.946
89.569,-56.020,-59.056,32.297,0.460,-1.154,-1.286,0.349
89.579,-65.664,-62.107,32.759,2.193,-1.804,-1.974,-0.255
89.589,-62.978,-62.795,4.705,1.342,-2.494,-2.619,-0.885
89.600,-46.620,-58.425,1.039,0.468,-3.044,-3.122,-1.512
89.611,-61.025,-58.350,-14.893,0.096,-3.682,-3.710,-2.117
89.621,-52.846,-56.012,6.644,-0.128,-4.235,-4.258,-2.720
89.632,-57.973,-51.969,8.451,-0.103,-4.678,-4.712,-3.274
89.643,-37.831,-44.689,-31.019,-2.209,-5.033,-4.984,-3.763
89.654,-17.444,-41.211,-47.740,-5.285,-5.421,-5.304,-4.217
89.664,-0.354,-32.792,-49.786,-5.703,-5.578,-5.443,-4.606
89.675,10.265,-25.661,1.124,-2.579,-5.574,-5.559,-4.908
89.686,7.458,-16.276,24.324,-0.969,-5.428,-5.492,-5.093
89.696,0.988,-11.407,26.531,1.162,-5.352,-5.472,-5.198
89.707,-0.232,-6.003,12.396,2.373,-5.198,-5.348,-5.227
89.718,10.510,0.586,16.598,2.826,-5.007,-5.166,-5.201
89.729,27.600,8.057,7.511,2.892,-4.714,-4.863,-5.092
89.739,41.516,16.870,-21.506,2.189,-4.349,-4.456,-4.904
89.750,18.200,19.218,30.043,2.531,-3.960,-4.109,-4.646
89.760,12.219,23.699,54.957,3.931,-3.484,-3.702,-4.352
89.772,36.878,26.617,56.296,4.058,-3.036,-3.309,-4.021
89.783,31.140,30.772,55.283,3.903,-2.487,-2.796,-3.633
89.795,33.826,35.113,28.993,3.441,-1.912,-2.231,-3.195
89.806,47.254,39.806,27.244,3.033,-1.309,-1.614,-2.715
89.818,48.108,43.788,25.294,3.120,-0.646,-0.943,-2.167
89.829,46.033,46.874,28.224,3.974,-0.012,-0.315,-1.606
89.841,54.700,49.289,33.197,5.079,0.659,0.329,-1.013
89.853,52.747,52.220,30.087,5.731,1.391,1.045,-0.367
89.864,52.137,52.934,20.299,5.069,2.010,1.707,0.294
89.876,47.620,53.444,-3.672,4.337,2.641,2.377,0.961
89.888,35.291,52.175,6.341,2.912,3.210,3.003,1.620
89.900,38.587,51.177,1.936,1.502,3.773,3.625,2.258
89.912,28.821,49.533,23.096,0.387,4.286,4.198,2.866
89.925,24.060,45.972,28.603,0.363,4.743,4.653,3.429
89.937,21.985,43.431,2.625,-0.264,5.163,5.100,3.958
89.949,6.725,35.874,-4.680,-1.141,5.338,5.304,4.401
89.961,10.510,31.525,23.007,-1.211,5.630,5.555,4.769
89.973,4.162,26.569,8.592,-2.386,5.780,5.740,5.078
89.985,15.026,23.721,35.354,-2.454,6.006,5.946,5.334
89.997,-10.242,15.640,24.891,-2.740,5.920,5.892,5.513
90.009,-7.923,10.027,2.819,-2.873,5.818,5.815,5.610
90.021,-13.660,4.967,-12.792,-2.750,5.706,5.681,5.641
90.033,-13.660,-0.901,-20.610,-2.935,5.505,5.464,5.608
90.045,-7.923,-4.706,-18.176,-2.754,5.333,5.272,5.523
90.057,-35.023,-10.761,-7.174,-2.326,5.038,4.963,5.383
90.069,-36.610,-16.997,28.556,-1.569,4.724,4.561,5.170
90.080,-56.264,-23.878,15.597,-1.647,4.294,4.106,4.892
90.092,-52.846,-30.886,1.476,-2.323,3.702,3.525,4.510
90.104,-50.404,-35.048,4.329,-3.123,3.171,3.000,4.071
90.116,-43.202,-36.784,-5.184,-3.899,2.670,2.514,3.608
90.128,-42.958,-39.605,-15.004,-3.953,2.091,1.929,3.099
90.140,-39.784,-41.974,-28.240,-3.671,1.512,1.319,2.559
90.152,-48.451,-44.258,-40.391,-4.001,0.933,0.688,1.999
90.164,-42.958,-45.437,-42.582,-4.231,0.355,0.057,1.411
90.176,-35.633,-44.703,-46.078,-3.838,-0.122,-0.487,0.836
90.188,-30.262,-42.752,-38.336,-4.450,-0.611,-0.997,0.273
90.200,-28.187,-39.351,-38.038,-5.554,-1.059,-1.425,-0.255
90.213,-21.229,-35.780,-29.307,-5.496,-1.383,-1.779,-0.735
90.225,-31.117,-33.341,-26.542,-5.670,-1.738,-2.123,-1.177
90.237,-16.468,-29.611,-35.777,-6.497,-2.019,-2.400,-1.586
90.248,-7.312,-25.082,-40.724,-7.055,-2.192,-2.568,-1.923
90.260,-12.073,-19.041,-44.517,-7.359,-2.252,-2.626,-2.188
90.272,-7.312,-14.804,-45.365,-7.391,-2.336,-2.724,-2.418
90.284,-2.673,-9.163,-47.735,-7.976,-2.314,-2.698,-2.580
90.296,18.689,-1.770,-34.075,-7.924,-2.137,-2.544,-2.669
90.308,6.725,3.459,-36.634,-8.963,-1.987,-2.379,-2.688
90.320,19.787,9.320,-34.294,-9.758,-1.805,-2.195,-2.663
90.331,37.732,14.273,-32.802,-9.916,-1.519,-1.960,-2.579
90.341,48.719,19.299,-16.442,-8.636,-1.153,-1.706,-2.448
90.352,9.655,23.317,22.490,-6.316,-0.725,-1.406,-2.241
90.363,5.749,21.329,22.788,-4.712,-0.509,-1.262,-2.028
90.374,32.117,25.282,18.373,-3.297,-0.143,-0.946,-1.794
90.385,2.209,27.861,-6.189,-4.179,0.236,-0.546,-1.500
90.395,47.620,29.411,-5.905,-4.575,0.539,-0.246,-1.227
90.406,54.090,33.760,-3.006,-4.095,0.979,0.169,-0.910
90.418,45.423,35.335,17.786,-3.533,1.458,0.600,-0.537
90.429,23.938,35.090,13.655,-3.121,1.906,0.995,-0.149
90.440,41.761,37.821,4.522,-3.205,2.378,1.455,0.241
90.452,28.210,35.613,-13.294,-3.331,2.704,1.785,0.630
90.463,29.431,37.050,-20.236,-3.360,3.153,2.234,1.025
90.475,41.150,35.632,-25.197,-3.285,3.497,2.564,1.408
90.486,38.098,34.395,-9.076,-2.417,3.892,2.882,1.776
90.498,18.933,32.789,0.027,-1.546,4.249,3.193,2.139
90.509,21.862,30.373,23.780,-0.275,4.544,3.430,2.468
90.521,18.689,28.308,39.714,0.578,4.817,3.662,2.777
90.532,2.697,25.177,50.870,1.383,5.068,3.857,3.064
90.544,15.881,23.785,26.701,0.818,5.271,4.077,3.322
90.555,13.561,20.362,11.433,0.243,5.356,4.193,3.541
90.567,26.257,19.142,-9.528,-0.570,5.463,4.347,3.732
90.578,15.637,18.176,-26.258,-1.622,5.585,4.501,3.907
90.590,15.759,16.600,-22.675,-2.509,5.653,4.594,4.056
90.601,2.453,11.868,-15.325,-2.603,5.625,4.576,4.165
90.612,-4.382,7.969,4.983,-2.169,5.604,4.535,4.228
90.624,-9.143,1.586,32.428,-1.133,5.441,4.325,4.222
90.635,-24.281,-7.087,48.388,-0.129,5.127,3.967,4.134
90.647,-44.057,-14.490,52.410,0.975,4.832,3.603,3.977
90.658,-47.841,-22.681,38.179,0.986,4.365,3.118,3.729
90.670,-54.555,-28.732,25.074,1.067,3.916,2.662,3.413
90.681,-54.677,-34.733,3.398,0.734,3.368,2.130,3.028
90.693,-52.602,-40.093,-14.825,0.232,2.759,1.547,2.574
90.704,-49.916,-43.740,-20.140,-0.453,2.147,0.968,2.075
90.715,-55.898,-47.460,-23.179,-1.155,1.492,0.340,1.533
90.727,-55.287,-50.177,-21.230,-1.596,0.873,-0.277,0.962
90.738,-57.118,-50.090,-16.783,-2.295,0.293,-0.831,0.384
90.749,-43.324,-49.582,-12.598,-2.393,-0.251,-1.371,-0.194
90.760,-44.423,-46.342,-12.790,-2.305,-0.687,-1.809,-0.749
90.772,-47.353,-44.714,-10.377,-2.287,-1.170,-2.293,-1.281
90.783,-28.065,-41.268,-14.237,-2.327,-1.592,-2.710,-1.781
90.794,-41.127,-39.364,-11.226,-2.718,-1.986,-3.084,-2.223
90.805,-33.436,-36.134,-17.049,-3.311,-2.323,-3.391,-2.632
90.815,-19.642,-30.548,-14.285,-3.931,-2.554,-3.599,-2.995
90.826,-11.707,-25.119,-26.904,-4.137,-2.686,-3.734,-3.296
90.837,-12.439,-19.357,-36.378,-4.945,-2.784,-3.803,-3.537
90.848,-0.842,-13.065,-37.043,-4.975,-2.791,-3.811,-3.720
90.858,-4.749,-9.293,-34.429,-5.148,-2.811,-3.825,-3.846
90.869,-1.209,-3.587,-27.396,-5.466,-2.716,-3.719,-3.916
90.880,21.130,2.897,-15.634,-4.773,-2.539,-3.573,-3.932
90.892,20.031,8.333,-11.447,-4.353,-2.333,-3.387,-3.875
90.903,36.145,13.458,9.501,-3.907,-2.050,-3.137,-3.760
90.914,25.158,18.423,19.270,-3.315,-1.683,-2.812,-3.578
90.926,42.859,23.573,0.438,-2.683,-1.274,-2.433,-3.335
90.937,49.817,28.533,-8.042,-2.035,-0.828,-2.018,-3.036
90.949,42.127,32.018,-19.799,-1.844,-0.380,-1.581,-2.684
90.960,40.540,36.047,-12.399,-1.716,0.164,-1.047,-2.283
90.971,28.821,37.486,-13.333,-1.769,0.646,-0.561,-1.853
90.983,43.958,38.293,-19.395,-1.871,1.089,-0.109,-1.421
90.994,31.140,37.556,-16.463,-2.180,1.456,0.281,-0.994
91.006,16.247,35.774,-4.795,-2.873,1.810,0.660,-0.586
91.017,14.416,34.416,16.280,-2.809,2.160,0.996,-0.204
91.029,33.704,33.247,5.648,-2.789,2.450,1.279,0.146
91.040,36.389,32.578,18.500,-2.322,2.785,1.596,0.491
91.051,26.135,31.430,26.829,-1.253,3.109,1.892,0.829
91.063,26.135,29.178,5.440,-0.642,3.395,2.134,1.152
91.074,43.348,28.378,-26.801,-0.538,3.682,2.390,1.458
91.086,17.102,25.763,-22.325,-0.580,3.923,2.608,1.751
91.097,4.406,22.195,-17.568,-1.017,4.095,2.801,2.010
91.109,8.434,18.293,-8.691,-1.446,4.148,2.872,2.207
91.120,-1.331,13.561,-6.697,-1.794,4.142,2.881,2.351
91.131,-16.956,8.490,8.483,-1.957,4.099,2.832,2.438
91.143,-21.717,3.707,-0.064,-2.139,4.004,2.740,2.471
91.154,-14.759,0.673,0.908,-2.195,3.910,2.644,2.456
91.166,-1.697,-1.007,3.006,-2.355,3.812,2.543,2.409
91.177,-2.185,-2.667,11.116,-2.634,3.696,2.410,2.336
91.188,-9.998,-4.621,41.885,-2.312,3.587,2.256,2.246
91.200,-10.730,-5.865,43.923,-1.976,3.492,2.109,2.140
91.211,-14.148,-6.893,40.051,-1.493,3.395,1.966,2.029
91.223,-7.312,-6.391,33.881,-0.440,3.345,1.859,1.919
91.235,11.120,-5.321,14.392,0.494,3.288,1.767,1.823
91.247,12.585,-3.332,6.653,1.303,3.305,1.751,1.758
91.258,17.102,-1.377,-5.684,1.825,3.335,1.758,1.718
91.270,3.673,1.885,-44.977,1.701,3.416,1.864,1.726
91.282,13.317,6.213,-26.673,0.665,3.561,2.061,1.774
91.294,24.670,10.859,-5.574,-0.022,3.750,2.288,1.861
91.306,31.262,17.039,-5.966,-0.433,4.058,2.620,2.008
91.317,29.187,23.344,-25.538,-0.970,4.428,3.028,2.229
