R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,45,5,45,5,50,500,0,0
sysTime,GRawX,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
345.105,-202.387,-184.936,-3.311,6.888,6.785,6.355,12.305
345.117,-220.087,-196.440,12.478,7.044,4.035,3.626,9.882
345.129,-254.512,-207.375,30.091,7.647,1.266,0.852,7.376
345.141,-211.786,-213.491,2.777,7.990,-1.472,-1.902,4.784
345.153,-232.783,-219.134,35.678,8.931,-4.223,-4.664,2.138
345.165,-199.579,-218.698,20.288,9.610,-6.792,-7.257,-0.508
345.177,-210.077,-216.050,3.122,9.934,-9.115,-9.595,-2.984
345.189,-204.584,-208.628,43.266,10.167,-11.329,-11.797,-5.477
345.200,-150.261,-198.444,-12.567,10.033,-13.322,-13.773,-7.766
345.212,-160.515,-183.310,30.203,10.409,-14.917,-15.390,-9.945
345.224,-100.211,-168.680,-11.871,10.471,-16.404,-16.849,-11.817
345.235,-109.854,-153.099,5.209,11.040,-17.576,-18.044,-13.489
345.246,-111.563,-137.124,28.840,11.050,-18.534,-19.009,-14.954
345.258,-86.172,-124.842,-7.414,10.966,-19.556,-20.003,-16.332
345.270,-99.722,-113.180,11.432,10.647,-20.440,-20.842,-17.578
345.282,-73.843,-102.567,-6.707,10.451,-21.298,-21.659,-18.717
345.294,-74.819,-92.638,25.707,10.597,-21.958,-22.311,-19.710
345.306,-73.476,-86.843,-9.657,10.757,-22.694,-23.029,-20.625
345.318,-71.035,-83.062,15.950,10.791,-23.401,-23.715,-21.455
345.330,-78.115,-83.191,-0.979,11.224,-24.198,-24.504,-22.255
345.343,-91.055,-79.908,35.480,11.554,-24.819,-25.117,-23.017
345.355,-59.804,-79.115,-13.942,11.753,-25.588,-25.885,-23.770
345.367,-77.871,-77.099,40.397,11.960,-26.226,-26.515,-24.485
345.379,-65.175,-78.958,0.722,12.065,-27.018,-27.310,-25.206
345.391,-107.413,-78.862,36.575,12.289,-27.655,-27.932,-25.891
345.403,-63.710,-77.311,-0.367,12.096,-28.382,-28.627,-26.607
345.415,-85.928,-75.484,29.333,11.754,-28.950,-29.170,-27.260
345.427,-44.545,-72.121,-20.939,11.112,-29.549,-29.713,-27.899
345.439,-62.490,-68.381,16.451,10.757,-30.034,-30.166,-28.483
345.451,-43.934,-64.827,-13.287,10.565,-30.525,-30.623,-29.035
345.463,-49.794,-62.890,11.014,10.730,-30.966,-31.039,-29.539
345.476,-53.334,-62.488,3.777,11.318,-31.453,-31.537,-30.031
345.488,-58.339,-60.272,44.574,11.612,-31.830,-31.909,-30.489
345.500,-44.301,-59.176,-2.585,11.719,-32.223,-32.314,-30.922
345.512,-55.043,-56.139,20.256,11.369,-32.536,-32.598,-31.325
345.524,-55.043,-53.276,4.893,11.103,-32.798,-32.838,-31.676
345.536,-44.179,-51.513,-13.712,10.172,-33.130,-33.095,-31.997
345.548,-48.085,-50.810,-9.496,9.785,-33.469,-33.393,-32.307
345.560,-54.311,-49.880,26.819,9.857,-33.721,-33.625,-32.600
345.572,-40.272,-49.948,-18.198,9.836,-34.028,-33.920,-32.890
345.584,-56.386,-49.610,38.900,10.280,-34.268,-34.168,-33.173
345.596,-38.563,-49.093,6.472,10.245,-34.550,-34.445,-33.459
345.608,-62.368,-49.450,26.195,10.227,-34.806,-34.691,-33.733
345.620,-41.737,-49.728,2.661,10.001,-35.142,-34.996,-34.019
345.632,-71.035,-48.069,28.537,9.721,-35.315,-35.132,-34.259
345.643,-15.979,-45.972,-29.278,9.170,-35.587,-35.338,-34.505
345.656,-43.934,-43.766,17.620,8.710,-35.749,-35.459,-34.719
345.668,-31.971,-41.514,-25.894,7.641,-35.950,-35.583,-34.913
345.680,-19.153,-37.188,-7.558,7.466,-35.996,-35.615,-35.071
345.692,-5.603,-33.906,-10.289,6.764,-36.091,-35.662,-35.193
345.704,-28.309,-31.083,-3.200,6.896,-36.074,-35.648,-35.269
345.716,-10.486,-27.416,-0.982,6.606,-36.019,-35.563,-35.305
345.728,-7.068,-24.770,-6.118,6.940,-35.965,-35.526,-35.314
345.740,-29.408,-20.793,20.490,7.074,-35.722,-35.285,-35.247
345.752,15.148,-17.249,-16.640,7.150,-35.580,-35.148,-35.168
345.764,-2.063,-12.946,12.780,7.135,-35.303,-34.866,-35.023
345.776,4.162,-9.347,-11.060,6.871,-35.049,-34.569,-34.832
345.788,8.923,-6.272,4.141,6.947,-34.733,-34.260,-34.606
345.800,4.040,-3.644,-5.223,6.815,-34.425,-33.923,-34.343
345.812,-4.993,-1.498,0.583,6.746,-34.076,-33.564,-34.051
345.824,12.463,1.724,4.154,6.726,-33.677,-33.152,-33.733
345.836,13.439,3.743,-22.553,6.648,-33.318,-32.754,-33.384
345.848,2.086,6.036,5.161,6.369,-32.898,-32.311,-33.009
345.860,31.140,9.155,-15.675,5.971,-32.461,-31.836,-32.612
345.873,30.041,12.930,-1.397,5.443,-31.959,-31.292,-32.175
345.885,7.580,12.738,8.397,5.082,-31.544,-30.838,-31.722
345.897,23.938,14.623,-15.717,4.883,-31.093,-30.360,-31.268
345.909,20.276,17.766,22.908,5.072,-30.532,-29.792,-30.784
345.921,22.107,19.468,3.390,4.744,-29.992,-29.222,-30.268
345.933,26.501,21.115,4.995,4.815,-29.426,-28.656,-29.741
345.945,14.538,22.111,20.756,4.806,-28.851,-28.059,-29.193
345.957,30.530,23.380,-6.909,5.002,-28.266,-27.471,-28.638
345.969,18.933,23.864,0.740,4.895,-27.717,-26.898,-28.076
345.981,37.366,25.400,0.762,4.717,-27.142,-26.313,-27.516
345.993,27.112,26.609,-18.833,4.311,-26.549,-25.692,-26.933
346.005,16.247,25.691,-10.163,3.758,-26.034,-25.143,-26.361
346.017,36.389,26.039,5.949,3.507,-25.517,-24.606,-25.805
346.029,19.909,26.268,16.317,3.694,-24.974,-24.056,-25.247
346.041,14.660,25.551,9.104,3.872,-24.432,-23.518,-24.687
346.053,33.337,26.086,-9.058,3.862,-23.885,-22.955,-24.133
346.065,26.501,26.072,24.214,3.858,-23.355,-22.440,-23.591
346.077,11.730,25.513,-11.265,3.943,-22.766,-21.863,-23.029
346.090,14.294,24.288,-36.230,3.316,-22.292,-21.367,-22.495
346.102,18.811,22.941,10.279,3.253,-21.851,-20.917,-21.989
346.114,4.650,18.903,28.488,3.054,-21.505,-20.565,-21.521
346.126,26.013,17.455,14.746,3.504,-21.103,-20.185,-21.087
346.138,5.993,14.580,-22.731,3.212,-20.794,-19.871,-20.677
346.150,-19.520,10.426,-27.689,2.950,-20.558,-19.606,-20.306
346.162,5.138,8.327,20.528,2.289,-20.358,-19.377,-19.997
346.174,-14.026,4.840,42.014,1.991,-20.192,-19.202,-19.720
346.186,-0.842,1.091,-20.991,1.755,-20.093,-19.087,-19.488
346.198,-3.528,-4.201,-31.301,1.453,-20.093,-19.090,-19.320
346.210,-31.117,-9.278,-17.045,0.517,-20.172,-19.124,-19.211
346.222,-31.117,-15.301,4.436,-0.071,-20.378,-19.302,-19.190
346.235,-26.600,-18.927,46.337,0.674,-20.472,-19.457,-19.227
346.247,-39.662,-23.214,-6.124,1.554,-20.612,-19.642,-19.286
346.259,-32.215,-28.881,-15.823,1.629,-20.911,-19.943,-19.411
346.271,-59.560,-34.319,-9.009,1.522,-21.212,-20.261,-19.587
346.283,-49.062,-37.645,-9.341,1.376,-21.525,-20.584,-19.822
346.295,-50.160,-39.813,10.204,0.969,-21.846,-20.898,-20.089
346.307,-51.381,-41.486,11.679,0.995,-22.157,-21.217,-20.377
346.319,-39.784,-43.295,2.316,1.097,-22.508,-21.571,-20.684
346.331,-33.436,-43.924,6.821,1.232,-22.862,-21.928,-21.016
346.344,-43.324,-43.637,-18.101,0.892,-23.164,-22.235,-21.332
346.356,-49.672,-45.137,-5.910,0.321,-23.544,-22.586,-21.654
346.368,-42.958,-43.919,17.700,0.227,-23.791,-22.856,-21.978
346.380,-55.043,-44.383,2.871,0.036,-24.111,-23.170,-22.291
346.392,-23.060,-42.595,-1.909,0.059,-24.373,-23.437,-22.603
346.404,-39.784,-42.037,1.727,0.038,-24.641,-23.705,-22.892
346.416,-42.347,-40.963,-15.496,-0.301,-24.881,-23.929,-23.163
346.428,-37.098,-38.300,-4.759,-0.752,-25.067,-24.098,-23.416
346.440,-38.441,-36.964,40.667,-0.549,-25.178,-24.281,-23.642
346.452,-38.563,-35.599,24.186,0.215,-25.272,-24.425,-23.835
346.464,-22.327,-34.384,-5.167,0.687,-25.413,-24.582,-24.021
346.476,-22.327,-31.729,-24.454,0.657,-25.477,-24.643,-24.171
346.488,-34.169,-30.214,-10.362,-0.502,-25.592,-24.707,-24.301
346.500,-23.304,-26.479,-1.013,-1.255,-25.603,-24.681,-24.405
346.512,-27.332,-23.366,18.201,-1.525,-25.571,-24.654,-24.473
346.524,-12.683,-20.580,22.136,-1.227,-25.439,-24.568,-24.498
346.537,-22.571,-20.527,25.341,-0.957,-25.430,-24.594,-24.519
346.549,-4.749,-21.000,21.016,-0.104,-25.451,-24.665,-24.542
346.561,5.138,-16.766,-34.568,0.283,-25.295,-24.515,-24.520
346.573,-18.055,-15.622,-45.472,-0.559,-25.189,-24.419,-24.463
346.585,-10.364,-13.865,-34.432,-2.251,-25.120,-24.288,-24.400
346.597,-20.862,-11.429,27.189,-3.444,-25.006,-24.130,-24.328
346.609,-20.130,-11.581,41.591,-3.038,-24.877,-24.059,-24.252
346.621,-12.073,-10.086,23.698,-1.973,-24.659,-23.901,-24.149
346.634,0.500,-8.986,-13.584,-1.474,-24.523,-23.774,-24.036
346.646,4.528,-6.643,-22.814,-1.637,-24.316,-23.562,-23.893
346.658,-3.772,-6.539,-21.150,-2.128,-24.185,-23.420,-23.746
346.670,14.294,-5.215,-16.181,-2.755,-24.032,-23.246,-23.597
346.682,4.406,-4.320,-23.560,-3.276,-23.843,-23.048,-23.432
346.694,-12.561,-4.359,-19.143,-4.164,-23.664,-22.849,-23.261
346.706,-23.426,-6.821,3.207,-4.451,-23.563,-22.767,-23.118
346.718,-16.590,-7.780,47.940,-4.167,-23.360,-22.677,-23.001
346.730,-22.571,-9.849,38.931,-3.808,-23.235,-22.633,-22.898
346.743,-1.209,-11.323,22.104,-2.746,-23.156,-22.629,-22.822
346.755,4.406,-10.746,-16.175,-2.186,-23.040,-22.548,-22.737
346.767,-11.829,-12.846,-19.277,-2.395,-23.021,-22.526,-22.656
346.779,-22.816,-14.572,-24.843,-2.602,-23.010,-22.527,-22.597
346.791,-1.086,-14.839,-12.784,-2.955,-22.971,-22.499,-22.557
346.803,-14.148,-17.293,-30.048,-3.694,-23.010,-22.538,-22.533
346.815,-26.844,-19.651,-26.182,-4.971,-23.110,-22.606,-22.545
346.827,-34.413,-22.945,-24.489,-6.324,-23.290,-22.737,-22.601
346.839,-43.202,-25.854,29.594,-6.479,-23.446,-22.923,-22.708
346.851,-37.220,-28.358,19.693,-6.666,-23.635,-23.134,-22.848
346.863,-30.995,-30.246,-2.525,-6.311,-23.816,-23.351,-23.006
346.875,-41.371,-32.464,4.922,-6.098,-24.019,-23.582,-23.181
346.887,-40.150,-33.188,26.945,-5.602,-24.183,-23.791,-23.374
346.899,-20.862,-34.753,31.850,-4.425,-24.377,-24.058,-23.580
346.912,-25.501,-34.774,-28.174,-4.319,-24.595,-24.283,-23.784
346.924,-32.582,-35.316,-51.396,-5.007,-24.790,-24.483,-23.981
346.936,-36.610,-35.726,-25.412,-5.464,-24.973,-24.703,-24.194
346.948,-35.878,-36.172,-3.672,-6.387,-25.261,-24.946,-24.420
346.960,-38.685,-35.476,6.969,-6.749,-25.420,-25.123,-24.638
346.972,-39.784,-34.923,-8.039,-6.841,-25.582,-25.309,-24.845
346.984,-32.826,-33.569,-13.654,-7.364,-25.737,-25.457,-25.042
346.996,-45.888,-33.376,36.846,-7.256,-25.858,-25.623,-25.232
347.009,-24.891,-31.985,33.909,-7.004,-25.947,-25.764,-25.410
347.021,-18.543,-29.328,4.583,-5.844,-25.943,-25.822,-25.547
347.033,-28.553,-26.695,-44.660,-5.801,-25.913,-25.813,-25.641
347.045,-13.172,-24.226,-24.120,-6.695,-25.855,-25.801,-25.712
347.057,-1.575,-21.470,0.199,-6.871,-25.845,-25.777,-25.767
347.069,-25.379,-20.229,-1.858,-7.193,-25.799,-25.743,-25.788
347.081,-18.787,-17.509,-19.597,-7.849,-25.687,-25.635,-25.782
347.093,-13.172,-14.498,-3.699,-8.503,-25.569,-25.506,-25.753
347.105,-10.730,-12.820,47.393,-8.459,-25.426,-25.408,-25.706
347.117,7.824,-10.083,-8.462,-8.559,-25.292,-25.275,-25.630
347.130,-12.928,-8.180,-24.886,-8.137,-25.075,-25.086,-25.511
347.141,4.406,-4.925,-14.528,-8.134,-24.803,-24.853,-25.368
347.153,31.140,0.013,-16.059,-8.234,-24.458,-24.552,-25.186
347.165,18.078,5.076,-11.754,-8.545,-24.058,-24.152,-24.937
347.177,19.787,11.878,-19.369,-9.098,-23.511,-23.608,-24.613
347.188,33.582,18.790,-16.495,-9.638,-22.960,-23.043,-24.236
347.200,40.784,26.146,19.910,-10.030,-22.290,-22.410,-23.793
347.210,50.672,35.849,-38.494,-11.489,-21.618,-21.682,-23.304
347.220,69.593,47.055,-37.570,-12.374,-20.762,-20.806,-22.720
347.230,66.175,55.553,-34.644,-12.460,-19.804,-19.860,-22.012
347.241,85.097,66.978,-26.294,-12.413,-18.677,-18.755,-21.211
347.252,84.731,76.924,-10.867,-12.226,-17.376,-17.489,-20.229
347.264,123.916,89.686,-28.641,-12.065,-15.900,-16.013,-19.090
347.276,128.677,99.762,10.707,-11.613,-14.316,-14.480,-17.824
347.287,139.542,110.685,18.345,-10.751,-12.660,-12.856,-16.489
347.299,164.323,121.492,-19.675,-10.558,-10.926,-11.148,-15.040
347.310,144.547,129.716,-32.676,-10.739,-9.162,-9.384,-13.483
347.322,133.926,136.615,-14.415,-11.122,-7.305,-7.513,-11.820
347.333,170.427,144.779,-33.657,-11.733,-5.464,-5.649,-10.144
347.345,170.060,151.597,4.626,-12.049,-3.536,-3.752,-8.394
347.356,154.679,156.718,19.335,-12.336,-1.554,-1.824,-6.585
347.368,167.253,160.028,15.977,-12.082,0.343,0.028,-4.756
347.379,168.962,162.306,22.006,-11.170,2.309,1.910,-2.900
347.390,167.009,163.387,10.194,-10.739,4.203,3.770,-1.041
347.402,165.788,162.119,-27.306,-10.538,5.978,5.536,0.812
347.413,146.866,160.892,17.578,-10.231,7.810,7.323,2.650
347.425,175.187,160.195,-9.823,-10.149,9.571,9.058,4.470
347.436,160.661,158.654,0.592,-9.854,11.282,10.736,6.237
347.448,144.425,155.319,29.213,-9.417,12.938,12.351,7.972
347.459,165.177,153.118,-10.892,-8.874,14.542,13.908,9.671
347.471,154.801,151.682,15.840,-8.618,16.170,15.496,11.329
347.482,162.003,151.116,-28.748,-8.538,17.740,17.071,12.965
347.494,139.054,149.802,4.121,-8.403,19.322,18.624,14.588
347.505,164.933,150.632,-7.125,-9.178,20.923,20.250,16.229
347.517,168.473,151.903,6.573,-8.864,22.618,21.916,17.905
347.529,142.716,149.549,-8.362,-9.732,24.152,23.486,19.548
347.541,160.783,148.523,-14.104,-9.429,25.666,24.976,21.135
347.553,153.702,147.223,-38.519,-9.422,27.191,26.486,22.707
347.565,135.269,145.074,-10.804,-9.162,28.674,27.931,24.255
347.577,169.450,144.899,-33.965,-9.336,30.139,29.385,25.767
347.589,125.259,140.710,11.918,-9.171,31.474,30.699,27.239
347.601,156.510,137.591,3.383,-8.853,32.770,31.962,28.649
347.612,118.057,133.071,30.851,-8.025,34.052,33.180,30.012
347.624,117.691,128.536,0.573,-7.424,35.244,34.330,31.347
347.636,131.973,122.489,19.684,-6.975,36.303,35.357,32.569
347.648,101.211,116.871,-16.741,-6.847,37.240,36.315,33.728
347.660,74.110,109.964,15.484,-7.271,38.048,37.146,34.805
347.671,94.985,102.672,-30.718,-7.918,38.638,37.777,35.719
347.683,62.025,97.705,0.614,-8.681,39.364,38.522,36.587
347.694,89.736,95.018,-26.105,-9.855,40.024,39.244,37.379
347.706,99.379,93.005,-39.786,-10.917,40.686,39.929,38.124
347.717,92.421,90.964,-29.720,-11.744,41.316,40.587,38.834
347.729,74.843,86.220,-13.513,-11.921,41.856,41.117,39.508
347.741,85.463,84.343,-7.069,-11.792,42.412,41.664,40.149
347.752,88.515,80.855,-11.614,-11.048,42.908,42.109,40.730
347.764,53.358,75.100,43.948,-10.037,43.345,42.465,41.255
347.775,58.118,71.200,17.584,-9.072,43.724,42.780,41.723
347.787,61.292,69.074,0.885,-8.823,44.098,43.131,42.156
347.798,49.817,65.012,7.189,-9.140,44.444,43.470,42.587
347.810,34.558,59.058,-21.203,-9.317,44.610,43.644,42.951
347.822,18.078,52.966,-15.723,-10.018,44.739,43.794,43.249
347.834,37.610,50.257,-25.662,-10.632,44.865,43.945,43.465
347.845,23.327,44.739,-9.134,-11.138,44.842,43.945,43.612
347.856,53.846,41.561,-34.696,-11.379,44.823,43.911,43.692
347.868,37.000,40.128,-3.600,-11.138,44.887,43.959,43.762
347.879,33.948,36.722,13.994,-9.766,44.914,43.897,43.799
347.891,40.540,33.628,-8.441,-8.728,44.866,43.782,43.804
347.902,12.951,28.850,16.639,-7.845,44.749,43.600,43.770
347.914,17.834,23.832,16.673,-6.862,44.557,43.349,43.684
347.925,2.819,17.901,19.958,-5.993,44.309,43.042,43.551
347.937,-1.819,12.736,12.697,-4.893,44.028,42.705,43.361
347.948,-13.904,7.168,-16.612,-4.947,43.590,42.293,43.116
347.960,-43.202,1.109,23.807,-5.121,43.165,41.860,42.814
347.971,-14.026,-3.502,-9.470,-5.554,42.608,41.328,42.429
347.982,-12.073,-9.906,-6.335,-6.320,41.933,40.695,41.975
347.993,-40.516,-15.101,-25.220,-7.865,41.282,40.104,41.477
348.004,-24.158,-21.217,-21.623,-8.319,40.531,39.364,40.896
348.014,-41.859,-27.412,1.019,-7.704,39.776,38.561,40.260
348.025,-47.597,-31.142,-9.855,-7.305,39.030,37.801,39.585
348.037,-61.635,-38.055,-25.692,-7.777,38.059,36.852,38.823
348.049,-62.368,-42.615,-9.265,-8.138,37.098,35.914,37.980
348.061,-56.020,-47.936,2.344,-8.826,35.972,34.847,37.068
348.073,-76.528,-55.124,16.697,-8.697,34.818,33.667,36.083
348.085,-76.650,-62.571,-28.476,-8.411,33.572,32.401,35.026
348.098,-83.731,-71.916,-49.189,-8.544,32.167,30.974,33.869
348.110,-96.915,-80.371,-29.842,-8.519,30.730,29.500,32.618
348.122,-90.201,-86.715,-17.189,-8.383,29.263,27.999,31.285
348.134,-102.896,-92.090,-1.687,-7.713,27.759,26.448,29.881
348.146,-128.898,-99.839,3.340,-6.744,26.163,24.797,28.433
348.158,-114.859,-104.006,18.566,-5.646,24.629,23.189,26.930
348.170,-120.841,-109.406,7.757,-4.917,22.969,21.478,25.378
348.182,-108.512,-111.330,-7.334,-3.857,21.404,19.863,23.804
348.195,-139.518,-117.219,-17.380,-3.661,19.663,18.091,22.198
348.207,-116.568,-119.628,-3.161,-3.113,18.032,16.398,20.561
348.219,-118.888,-119.728,-17.293,-2.722,16.437,14.783,18.924
348.231,-112.418,-120.662,-17.386,-2.437,14.791,13.144,17.274
348.243,-118.644,-122.846,-18.835,-2.365,13.112,11.467,15.639
348.255,-110.587,-123.303,-7.747,-1.981,11.518,9.835,14.016
348.267,-115.348,-124.413,-22.573,-1.826,9.918,8.217,12.409
348.279,-113.761,-124.168,-25.728,-2.165,8.403,6.682,10.818
348.291,-111.686,-123.642,-15.777,-2.375,6.882,5.145,9.222
348.303,-108.634,-122.220,1.685,-2.447,5.323,3.606,7.635
348.315,-98.379,-118.833,3.651,-1.959,3.910,2.178,6.090
348.327,-105.826,-116.058,-22.899,-2.163,2.495,0.791,4.602
348.340,-94.473,-112.139,-25.077,-2.226,1.194,-0.500,3.152
348.352,-88.369,-106.194,-19.665,-2.242,0.070,-1.630,1.799
348.364,-80.801,-100.057,-20.410,-3.191,-1.007,-2.660,0.527
348.376,-82.022,-93.962,-16.589,-3.934,-2.009,-3.631,-0.668
348.388,-81.411,-87.136,20.215,-3.900,-2.853,-4.510,-1.792
348.400,-66.274,-78.762,25.195,-3.378,-3.581,-5.274,-2.816
348.412,-46.376,-67.421,26.141,-1.923,-4.067,-5.821,-3.699
348.424,-11.829,-56.499,-19.080,-1.647,-4.481,-6.252,-4.448
348.437,-1.941,-44.808,-35.550,-1.605,-4.718,-6.483,-5.038
348.449,-19.153,-36.901,-40.396,-3.137,-4.956,-6.664,-5.506
348.461,-12.073,-25.511,2.350,-3.293,-4.924,-6.636,-5.858
348.473,11.852,-13.248,4.873,-3.770,-4.769,-6.463,-6.073
348.485,15.515,-4.210,1.779,-4.034,-4.639,-6.317,-6.174
348.497,31.140,4.435,-5.372,-3.944,-4.365,-6.045,-6.162
348.509,16.491,12.516,5.622,-4.056,-3.993,-5.677,-6.044
348.521,35.169,22.102,25.069,-3.874,-3.488,-5.193,-5.828
348.534,58.729,29.979,-5.886,-3.931,-2.958,-4.663,-5.507
348.546,54.945,36.452,-21.470,-3.509,-2.333,-4.072,-5.094
348.558,49.940,42.216,-49.200,-4.351,-1.697,-3.428,-4.608
348.570,56.532,46.342,-43.326,-6.014,-1.059,-2.786,-4.083
348.582,50.672,49.711,-20.438,-6.368,-0.416,-2.135,-3.530
348.594,32.849,51.018,-21.420,-6.696,0.202,-1.493,-2.945
348.606,46.155,52.511,8.785,-7.658,0.810,-0.859,-2.362
348.618,36.389,51.367,11.559,-7.912,1.367,-0.331,-1.794
348.630,29.431,50.912,22.709,-7.900,1.948,0.206,-1.235
348.642,33.948,49.663,13.268,-7.236,2.492,0.706,-0.691
348.655,52.015,48.329,12.077,-6.693,2.998,1.174,-0.169
348.667,62.757,49.654,23.362,-6.234,3.609,1.744,0.362
348.679,53.236,49.958,14.927,-5.602,4.185,2.291,0.897
348.691,55.067,50.258,16.220,-4.760,4.744,2.807,1.433
348.703,55.189,49.982,6.378,-4.366,5.264,3.310,1.968
348.715,42.493,48.944,6.603,-3.581,5.782,3.790,2.497
348.727,30.530,45.185,-5.932,-3.279,6.166,4.147,2.995
348.739,42.615,43.543,-16.063,-3.289,6.569,4.556,3.467
348.751,31.873,41.278,-26.590,-3.290,6.968,4.961,3.922
348.763,27.112,38.095,-31.516,-3.818,7.270,5.280,4.334
348.776,38.220,36.416,-30.050,-5.071,7.557,5.613,4.709
348.788,35.535,34.830,-20.390,-5.481,7.874,5.951,5.053
348.800,5.016,31.340,-16.767,-6.688,8.036,6.156,5.349
348.812,1.354,26.114,25.438,-7.491,8.095,6.221,5.575
348.824,0.377,21.251,24.292,-7.559,8.146,6.237,5.733
348.836,-12.928,14.273,39.838,-7.429,8.055,6.094,5.811
348.848,-3.894,10.267,33.043,-6.123,7.998,5.973,5.832
348.860,-1.819,7.089,33.990,-4.761,7.963,5.858,5.824
348.872,-14.515,1.468,8.240,-4.248,7.744,5.628,5.769
348.884,-12.195,-0.970,0.084,-3.718,7.627,5.486,5.684
348.897,-10.486,-4.415,9.580,-3.315,7.403,5.247,5.553
348.909,-1.209,-6.893,18.807,-3.091,7.169,4.987,5.384
348.921,-20.740,-9.343,10.671,-2.674,6.947,4.744,5.204
348.933,-16.224,-11.529,26.893,-1.873,6.718,4.460,4.995
348.945,16.613,-10.032,9.596,-0.768,6.588,4.277,4.787
348.957,19.543,-7.471,-3.781,-0.122,6.550,4.197,4.622
348.969,16.613,-4.241,-28.263,-0.152,6.537,4.164,4.496
348.981,-5.237,-1.823,-28.318,-1.395,6.508,4.165,4.409
348.993,1.476,-0.862,-10.203,-2.355,6.410,4.122,4.326
349.005,21.374,4.628,15.259,-2.417,6.547,4.268,4.282
349.018,2.697,6.420,10.100,-2.507,6.590,4.311,4.274
349.030,10.754,9.711,-1.325,-2.305,6.734,4.453,4.306
349.042,20.276,12.734,1.993,-2.151,6.888,4.606,4.370
349.054,26.135,15.907,14.964,-1.996,7.069,4.793,4.467
349.066,22.839,20.139,4.832,-1.823,7.310,5.037,4.613
349.078,69.593,29.044,1.519,-1.366,7.786,5.503,4.838
349.090,48.597,32.995,-7.124,-1.210,8.227,5.947,5.151
349.102,37.000,36.389,-14.517,-1.348,8.649,6.388,5.503
349.114,61.170,41.286,-10.591,-1.680,9.179,6.939,5.898
349.126,53.113,45.672,-6.845,-1.815,9.736,7.504,6.346
349.138,42.615,48.292,-4.795,-2.277,10.255,8.058,6.826
349.151,54.822,50.829,-0.386,-2.680,10.812,8.623,7.326
349.163,68.983,55.521,38.119,-2.617,11.554,9.308,7.867
349.175,56.654,58.219,43.848,-1.643,12.246,9.922,8.443
349.187,90.590,64.515,13.828,-1.277,13.065,10.726,9.083
349.199,75.453,66.487,0.848,-0.269,13.845,11.421,9.766
349.211,96.450,70.664,-29.386,-0.314,14.710,12.240,10.493
349.224,71.425,73.108,-37.748,-1.371,15.525,13.096,11.266
349.236,56.287,71.844,-3.219,-1.791,16.237,13.824,12.032
349.248,59.950,72.434,30.072,-2.082,16.989,14.583,12.773
349.260,50.916,68.148,47.471,-1.594,17.596,15.116,13.469
349.272,76.796,66.273,35.393,-0.434,18.254,15.711,14.135
349.285,39.197,63.304,-4.511,-0.070,18.802,16.257,14.785
349.297,66.420,61.983,-13.333,0.358,19.408,16.817,15.399
349.309,72.645,59.926,-10.351,0.393,19.951,17.329,15.978
349.321,44.080,54.979,-25.619,0.282,20.316,17.673,16.508
349.333,47.376,51.965,-32.256,-0.786,20.633,18.051,16.990
349.345,31.140,46.923,-3.535,-2.070,20.857,18.337,17.414
349.357,1.232,38.698,4.341,-2.809,20.893,18.408,17.735
349.369,5.749,28.674,35.256,-2.836,20.771,18.282,17.927
349.382,-8.777,18.780,34.252,-1.786,20.620,18.071,18.010
349.394,-23.792,7.134,24.932,-0.815,20.260,17.672,17.967
349.406,-30.995,-3.844,16.510,-0.432,19.741,17.155,17.792
349.418,-42.347,-16.801,2.371,0.496,19.044,16.431,17.475
349.430,-59.072,-28.268,-10.669,1.005,18.257,15.653,17.034
349.442,-48.817,-39.208,-27.775,1.237,17.343,14.747,16.452
349.454,-74.941,-50.602,-16.784,1.113,16.251,13.679,15.734
349.466,-88.003,-61.297,-17.168,0.038,15.042,12.519,14.892
349.478,-96.304,-68.692,-17.312,-0.978,13.908,11.440,13.972
349.490,-97.281,-76.463,-10.570,-2.019,12.714,10.304,12.997
349.500,-93.008,-81.239,-42.815,-2.863,11.631,9.233,12.007
349.511,-95.083,-87.454,-36.470,-2.927,10.458,8.035,10.954
349.522,-94.595,-93.460,-21.091,-2.549,9.257,6.770,9.839
349.532,-97.403,-96.803,25.909,-1.333,8.125,5.545,8.699
349.543,-103.384,-99.646,32.306,0.253,7.058,4.358,7.543
349.554,-108.756,-100.132,38.274,0.756,5.970,3.229,6.399
349.565,-111.197,-101.055,29.849,0.988,4.832,2.067,5.251
349.575,-101.675,-99.802,36.429,1.558,3.804,1.001,4.120
349.586,-90.567,-98.291,-15.181,0.771,2.670,-0.070,3.000
349.597,-90.933,-96.325,-33.810,-0.098,1.632,-1.063,1.918
349.607,-99.722,-93.692,-21.234,-1.029,0.622,-2.001,0.862
349.618,-89.468,-91.857,-4.113,-0.619,-0.327,-2.953,-0.162
349.628,-88.125,-88.459,-6.790,-0.319,-1.162,-3.788,-1.133
349.639,-69.570,-82.554,-5.613,-0.247,-1.963,-4.572,-2.077
