R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000030,75,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
440.656,0.478,0.030,0.019,0.253,0.256,0.188
440.667,0.701,0.034,0.020,0.258,0.261,0.192
440.678,-0.572,0.038,0.023,0.220,0.223,0.186
440.689,0.534,0.045,0.027,0.230,0.232,0.180
440.700,-0.142,0.038,0.029,0.217,0.220,0.180
440.711,-0.018,0.045,0.031,0.210,0.213,0.178
440.722,0.738,0.052,0.034,0.216,0.219,0.177
440.733,0.938,0.054,0.037,0.223,0.226,0.184
440.744,0.579,0.045,0.039,0.219,0.222,0.188
440.755,1.571,0.052,0.040,0.248,0.250,0.198
440.766,1.378,0.051,0.042,0.250,0.252,0.211
440.777,0.870,0.049,0.043,0.249,0.252,0.222
440.788,-0.222,0.052,0.044,0.221,0.224,0.220
440.799,0.038,0.042,0.045,0.208,0.211,0.214
440.810,0.175,0.044,0.044,0.219,0.222,0.217
440.821,-1.341,0.043,0.044,0.169,0.171,0.205
440.832,-0.638,0.047,0.043,0.173,0.176,0.195
440.843,-0.480,0.061,0.046,0.165,0.167,0.185
440.854,-0.352,0.053,0.048,0.179,0.182,0.184
440.865,-0.396,0.046,0.048,0.175,0.178,0.179
440.877,-0.123,0.046,0.048,0.174,0.176,0.173
440.887,-0.972,0.046,0.047,0.149,0.152,0.168
440.898,-0.947,0.030,0.046,0.133,0.136,0.156
440.910,-1.096,0.021,0.042,0.107,0.110,0.139
440.920,-0.692,0.026,0.038,0.107,0.110,0.129
440.931,0.814,0.035,0.037,0.136,0.139,0.129
440.943,0.815,0.027,0.036,0.156,0.159,0.140
440.954,0.579,0.022,0.034,0.147,0.150,0.144
440.965,0.034,0.023,0.032,0.147,0.150,0.148
440.975,-0.403,0.040,0.032,0.144,0.147,0.147
440.987,-0.447,0.040,0.032,0.139,0.142,0.143
440.998,0.171,0.034,0.032,0.146,0.149,0.140
441.009,0.797,0.022,0.031,0.160,0.163,0.143
441.020,0.454,0.029,0.031,0.156,0.159,0.147
441.031,0.489,0.039,0.032,0.166,0.168,0.154
441.042,0.409,0.033,0.033,0.161,0.164,0.154
441.053,-0.258,0.043,0.034,0.162,0.165,0.159
441.064,0.065,0.014,0.033,0.165,0.168,0.157
441.075,-0.316,0.024,0.031,0.158,0.161,0.157
441.086,-0.104,0.023,0.030,0.150,0.153,0.151
441.097,0.635,0.018,0.029,0.174,0.177,0.155
441.108,0.315,0.016,0.027,0.181,0.184,0.164
441.119,0.906,0.021,0.026,0.209,0.212,0.174
441.130,1.004,0.022,0.027,0.224,0.227,0.185
441.141,-0.601,0.039,0.027,0.203,0.206,0.189
441.152,0.599,0.053,0.031,0.216,0.218,0.185
441.163,0.771,0.032,0.033,0.226,0.229,0.191
441.174,0.733,0.034,0.032,0.240,0.243,0.201
441.184,0.922,0.044,0.034,0.263,0.266,0.213
441.194,1.257,0.037,0.034,0.273,0.276,0.220
441.204,0.698,0.030,0.034,0.264,0.267,0.228
441.214,1.180,0.032,0.034,0.275,0.278,0.234
441.224,0.484,0.041,0.034,0.260,0.263,0.240
441.234,-0.587,0.043,0.035,0.214,0.217,0.233
441.244,-0.568,0.055,0.037,0.220,0.223,0.229
441.254,0.129,0.045,0.038,0.238,0.241,0.228
441.264,1.278,0.046,0.039,0.258,0.261,0.230
441.274,1.251,0.059,0.041,0.274,0.276,0.244
441.284,1.816,0.083,0.045,0.299,0.301,0.256
441.295,1.540,-0.066,0.040,0.303,0.307,0.271
441.305,-0.025,0.031,0.043,0.266,0.269,0.275
441.315,-1.205,-0.131,0.020,0.229,0.234,0.268
441.325,-0.573,-0.246,0.004,0.231,0.238,0.258
441.335,-0.881,-0.197,-0.025,0.211,0.217,0.247
441.345,0.606,-0.264,-0.036,0.233,0.240,0.239
441.355,1.571,-0.242,-0.073,0.271,0.278,0.250
441.365,2.448,-0.295,-0.090,0.317,0.324,0.270
441.375,2.054,-0.089,-0.096,0.334,0.338,0.291
441.385,1.456,-0.237,-0.110,0.334,0.341,0.310
441.396,0.827,-0.158,-0.116,0.325,0.331,0.318
441.406,0.727,-0.072,-0.122,0.325,0.330,0.323
441.416,1.261,-0.043,-0.115,0.340,0.344,0.328
441.426,1.778,-0.098,-0.115,0.375,0.380,0.344
441.436,2.022,0.105,-0.102,0.404,0.406,0.362
441.446,1.321,0.098,-0.095,0.402,0.403,0.378
441.456,0.696,0.651,-0.025,0.389,0.382,0.382
441.466,-0.189,0.751,0.055,0.361,0.352,0.381
441.476,0.156,1.374,0.174,0.379,0.360,0.382
441.486,-0.946,1.442,0.313,0.341,0.321,0.376
441.497,-1.400,1.398,0.422,0.325,0.306,0.367
441.507,-1.239,1.443,0.514,0.323,0.303,0.357
441.517,-1.489,1.161,0.591,0.300,0.284,0.342
441.527,-0.113,1.307,0.664,0.325,0.307,0.337
441.537,-0.046,1.474,0.726,0.324,0.303,0.336
441.547,-0.023,1.330,0.775,0.331,0.312,0.339
441.557,1.222,1.141,0.811,0.362,0.346,0.343
441.569,1.234,0.895,0.844,0.374,0.362,0.358
441.581,0.554,0.762,0.865,0.361,0.351,0.369
441.593,1.622,0.773,0.841,0.408,0.397,0.385
441.604,1.041,0.534,0.808,0.405,0.397,0.400
441.616,1.106,0.349,0.772,0.417,0.412,0.413
441.628,1.440,0.526,0.731,0.446,0.438,0.432
441.639,1.155,0.694,0.698,0.455,0.445,0.445
441.651,-0.304,0.660,0.705,0.418,0.409,0.449
441.663,-1.238,0.671,0.694,0.378,0.369,0.437
441.675,-0.807,0.616,0.660,0.374,0.366,0.425
441.686,-1.003,0.677,0.658,0.351,0.341,0.412
441.698,-0.033,0.472,0.647,0.357,0.350,0.402
441.710,-0.164,0.489,0.646,0.358,0.351,0.404
441.722,-0.388,0.216,0.629,0.348,0.345,0.402
441.733,-0.159,0.463,0.616,0.345,0.338,0.397
441.745,-0.538,0.383,0.554,0.331,0.325,0.393
441.757,-0.914,0.094,0.465,0.308,0.306,0.379
441.769,-0.679,-0.065,0.416,0.309,0.309,0.372
441.780,-1.719,0.167,0.387,0.293,0.288,0.363
441.792,-0.640,-0.082,0.305,0.291,0.290,0.344
441.804,-0.578,-0.447,0.224,0.273,0.274,0.331
441.816,-0.048,0.517,0.235,0.305,0.290,0.329
441.827,0.179,0.324,0.248,0.298,0.287,0.328
441.839,1.414,0.378,0.235,0.338,0.325,0.338
441.851,1.385,-0.526,0.170,0.347,0.346,0.352
441.863,-0.465,-0.902,0.038,0.305,0.308,0.353
441.875,2.377,-1.863,-0.167,0.362,0.377,0.358
441.886,3.025,-1.441,-0.345,0.406,0.420,0.388
441.898,3.729,-1.322,-0.443,0.478,0.489,0.430
441.910,5.130,-1.643,-0.539,0.558,0.577,0.483
441.922,0.760,-2.433,-0.748,0.489,0.517,0.515
441.934,-1.680,-2.699,-1.039,0.417,0.449,0.500
441.944,-1.175,-3.029,-1.237,0.402,0.434,0.477
441.954,-3.016,-2.773,-1.446,0.336,0.364,0.449
441.964,-3.530,-2.388,-1.544,0.296,0.319,0.411
441.975,-4.363,-1.016,-1.535,0.240,0.241,0.362
441.985,-7.539,-0.291,-1.426,0.106,0.103,0.298
441.995,-11.445,-0.184,-1.300,-0.081,-0.083,0.201
442.005,-14.280,-1.370,-1.286,-0.296,-0.286,0.066
442.015,-18.338,-1.763,-1.292,-0.580,-0.570,-0.109
442.026,-21.089,-2.936,-1.426,-0.881,-0.851,-0.318
442.036,-24.024,-0.247,-1.410,-1.205,-1.200,-0.565
442.046,-25.021,-0.131,-1.302,-1.463,-1.462,-0.809
442.056,-27.183,-2.394,-1.324,-1.826,-1.806,-1.092
442.066,-27.826,-1.601,-1.384,-2.137,-2.133,-1.381
442.077,-28.778,-1.358,-1.362,-2.485,-2.486,-1.687
442.087,-30.191,-1.309,-1.382,-2.810,-2.804,-1.984
442.097,-24.960,-0.733,-1.327,-2.951,-2.944,-2.259
442.107,-21.969,-0.126,-1.230,-3.111,-3.112,-2.496
442.118,-18.228,-0.156,-1.136,-3.228,-3.229,-2.700
442.128,-10.662,-0.903,-1.094,-3.183,-3.169,-2.837
442.138,-5.142,-1.801,-1.151,-3.130,-3.101,-2.914
442.148,1.048,-1.635,-1.184,-2.985,-2.964,-2.935
442.158,9.299,-1.427,-1.232,-2.707,-2.690,-2.875
442.169,16.640,-0.301,-1.179,-2.370,-2.373,-2.735
442.179,24.287,-0.139,-1.087,-1.923,-1.942,-2.506
442.189,32.209,-1.352,-1.075,-1.422,-1.432,-2.209
442.199,39.263,-1.308,-1.093,-0.849,-0.863,-1.835
442.210,47.280,-1.548,-1.113,-0.199,-0.210,-1.390
442.220,50.290,-0.000,-1.059,0.399,0.372,-0.887
442.230,54.605,0.921,-0.894,1.036,0.998,-0.353
442.240,59.270,-0.441,-0.762,1.727,1.706,0.238
442.250,64.569,-1.449,-0.784,2.526,2.503,0.878
442.261,71.564,-1.297,-0.817,3.435,3.397,1.579
442.273,67.472,-0.521,-0.753,4.195,4.129,2.417
442.283,59.760,-0.250,-0.692,4.638,4.564,3.054
442.293,53.030,-0.058,-0.630,5.037,4.959,3.627
442.304,43.457,-0.354,-0.573,5.232,5.157,4.093
442.314,29.533,-0.416,-0.558,5.227,5.149,4.439
442.324,14.130,-0.105,-0.534,5.049,4.958,4.643
442.334,-1.245,-2.179,-0.614,4.685,4.619,4.690
442.345,-17.766,-1.461,-0.736,4.136,4.060,4.564
442.355,-34.371,0.288,-0.704,3.424,3.330,4.270
442.366,-48.493,-1.363,-0.698,2.580,2.513,3.815
442.378,-62.195,-1.615,-0.770,1.576,1.510,3.131
442.390,-70.327,-2.467,-0.927,0.526,0.472,2.310
442.400,-78.028,-1.729,-1.033,-0.454,-0.515,1.527
442.411,-83.238,-1.785,-1.108,-1.461,-1.524,0.657
442.421,-86.625,-0.805,-1.127,-2.439,-2.520,-0.244
442.431,-83.978,0.178,-1.057,-3.283,-3.374,-1.135
442.442,-80.947,0.302,-0.950,-4.062,-4.146,-1.983
442.452,-68.846,-2.668,-1.043,-4.525,-4.584,-2.737
442.462,-56.064,-2.267,-1.157,-4.810,-4.877,-3.376
442.473,-44.940,-1.580,-1.224,-5.013,-5.085,-3.884
442.483,-27.637,-0.897,-1.212,-4.941,-5.025,-4.253
442.494,-8.969,-1.501,-1.219,-4.623,-4.702,-4.426
442.504,9.833,-0.920,-1.207,-4.080,-4.163,-4.391
442.515,28.630,-1.078,-1.173,-3.376,-3.456,-4.173
442.525,45.960,-1.316,-1.168,-2.491,-2.569,-3.757
442.536,60.524,-0.282,-1.105,-1.502,-1.594,-3.177
442.546,69.900,0.890,-0.953,-0.581,-0.682,-2.489
442.556,76.981,0.946,-0.773,0.356,0.247,-1.725
442.567,83.935,0.379,-0.644,1.361,1.260,-0.881
442.577,88.198,-0.159,-0.579,2.374,2.276,0.019
442.588,88.956,-0.386,-0.536,3.303,3.215,0.940
442.598,85.258,-1.447,-0.576,4.094,4.027,1.847
442.609,76.369,-0.788,-0.613,4.687,4.615,2.680
442.619,65.657,-0.799,-0.615,5.146,5.078,3.426
442.630,56.632,-0.857,-0.637,5.546,5.474,4.049
442.640,42.864,0.035,-0.611,5.694,5.603,4.551
442.651,24.717,-1.096,-0.620,5.516,5.443,4.872
442.661,5.099,-1.693,-0.721,5.103,5.053,4.998
442.672,-17.921,-0.946,-0.771,4.369,4.319,4.891
442.682,-36.570,-0.999,-0.800,3.538,3.489,4.570
442.692,-49.144,-0.855,-0.824,2.746,2.690,4.100
442.703,-58.004,-0.882,-0.830,1.934,1.874,3.524
442.713,-67.817,-0.740,-0.848,1.005,0.943,2.846
442.724,-76.999,-0.799,-0.841,-0.019,-0.080,2.072
442.734,-83.057,-2.370,-0.936,-1.068,-1.114,1.203
442.745,-86.403,-3.102,-1.106,-2.052,-2.083,0.306
442.755,-85.020,-2.534,-1.259,-2.900,-2.928,-0.588
442.766,-80.548,-2.748,-1.354,-3.631,-3.658,-1.446
442.776,-71.295,0.134,-1.303,-4.152,-4.215,-2.240
442.787,-62.791,2.194,-0.995,-4.596,-4.673,-2.925
442.797,-49.962,2.565,-0.633,-4.847,-4.927,-3.506
442.808,-33.189,1.715,-0.308,-4.859,-4.929,-3.930
442.818,-15.419,3.956,0.045,-4.584,-4.676,-4.156
442.829,3.200,5.497,0.563,-4.132,-4.245,-4.196
442.839,21.740,5.548,1.097,-3.457,-3.578,-4.025
442.850,40.763,5.056,1.514,-2.632,-2.738,-3.671
442.860,56.155,3.941,1.820,-1.699,-1.776,-3.129
442.871,70.600,1.614,1.916,-0.655,-0.703,-2.444
442.881,81.548,1.584,1.919,0.440,0.393,-1.630
442.892,87.744,3.225,1.997,1.493,1.439,-0.731
442.902,87.236,2.727,2.067,2.421,2.371,0.205
442.913,85.821,0.773,1.980,3.297,3.256,1.118
442.923,80.253,0.587,1.831,4.014,3.974,1.983
442.934,71.928,1.352,1.752,4.569,4.523,2.765
442.944,60.858,-0.385,1.609,4.954,4.919,3.448
442.955,51.771,-0.739,1.377,5.271,5.247,4.022
442.965,38.918,-0.226,1.210,5.377,5.358,4.478
442.976,23.498,0.971,1.163,5.280,5.255,4.782
442.986,8.347,1.925,1.191,5.066,5.025,4.934
442.997,-8.442,3.665,1.357,4.614,4.555,4.912
443.007,-24.974,2.697,1.517,3.959,3.911,4.715
443.018,-39.501,0.752,1.494,3.232,3.207,4.370
443.028,-55.285,0.632,1.385,2.322,2.299,3.859
443.039,-67.485,0.160,1.258,1.362,1.334,3.206
443.049,-78.288,-1.087,1.038,0.314,0.295,2.432
443.060,-84.154,-0.484,0.816,-0.680,-0.705,1.578
443.070,-86.843,-0.277,0.664,-1.625,-1.654,0.685
443.081,-83.628,-2.288,0.408,-2.464,-2.476,-0.227
443.091,-75.648,-1.947,0.116,-3.075,-3.099,-1.060
443.101,-67.219,-1.156,-0.066,-3.577,-3.615,-1.802
443.112,-60.514,-0.678,-0.177,-4.064,-4.108,-2.466
443.122,-47.691,-0.145,-0.217,-4.299,-4.347,-3.024
443.133,-34.903,-1.170,-0.283,-4.402,-4.424,-3.442
443.143,-19.886,-1.560,-0.414,-4.285,-4.298,-3.713
443.154,-6.859,-0.337,-0.456,-4.044,-4.079,-3.838
443.164,5.005,0.151,-0.401,-3.717,-3.762,-3.833
443.174,19.965,0.021,-0.346,-3.186,-3.230,-3.685
443.185,33.119,-0.251,-0.306,-2.530,-2.567,-3.384
443.196,48.066,0.199,-0.251,-1.710,-1.750,-2.948
443.206,59.553,0.912,-0.141,-0.842,-0.885,-2.373
443.216,69.323,1.265,0.010,0.098,0.053,-1.682
443.227,78.508,1.424,0.164,1.096,1.048,-0.907
443.237,82.601,1.655,0.318,2.074,2.022,-0.053
443.248,82.434,1.575,0.452,2.919,2.865,0.803
443.258,79.331,1.080,0.528,3.684,3.640,1.650
443.269,73.531,0.226,0.527,4.311,4.276,2.439
443.279,67.614,-0.204,0.478,4.901,4.868,3.171
443.290,55.833,0.089,0.438,5.240,5.199,3.802
443.300,41.639,1.956,0.512,5.373,5.307,4.298
443.311,22.588,2.209,0.666,5.195,5.120,4.615
443.321,4.968,1.547,0.777,4.827,4.757,4.729
443.331,-11.165,0.677,0.822,4.360,4.298,4.681
443.342,-27.742,0.993,0.847,3.698,3.627,4.456
443.352,-45.171,1.717,0.917,2.839,2.764,4.055
443.362,-59.102,1.531,1.013,1.919,1.856,3.504
443.373,-73.203,0.779,1.019,0.864,0.817,2.814
443.383,-81.870,1.000,1.006,-0.175,-0.221,2.004
443.393,-85.980,0.946,1.014,-1.161,-1.203,1.138
443.403,-84.579,0.460,0.977,-2.026,-2.051,0.256
443.414,-79.355,0.544,0.926,-2.790,-2.816,-0.603
443.424,-70.887,1.151,0.940,-3.335,-3.366,-1.360
443.434,-64.248,0.417,0.906,-3.839,-3.861,-2.043
443.444,-50.843,0.029,0.833,-4.089,-4.104,-2.636
443.455,-37.729,0.658,0.792,-4.165,-4.195,-3.080
443.465,-21.997,1.484,0.837,-4.017,-4.069,-3.366
443.476,-10.835,0.575,0.854,-3.885,-3.924,-3.513
443.487,5.539,0.257,0.773,-3.498,-3.532,-3.517
443.499,22.462,-0.007,0.674,-2.948,-2.976,-3.346
443.511,37.839,-1.077,0.531,-2.222,-2.231,-2.973
443.521,48.263,-2.491,0.277,-1.495,-1.482,-2.517
443.532,58.401,-1.669,0.026,-0.679,-0.673,-1.966
443.542,66.868,-0.566,-0.063,0.197,0.191,-1.315
443.552,71.674,2.336,0.103,1.058,1.021,-0.596
443.562,72.642,3.995,0.471,1.831,1.776,0.149
443.573,74.271,3.035,0.727,2.616,2.573,0.915
443.583,72.719,1.630,0.845,3.332,3.306,1.673
443.593,70.241,-2.225,0.645,4.005,4.003,2.400
443.603,67.362,-2.293,0.377,4.659,4.646,3.104
443.614,56.367,-1.442,0.182,4.996,4.969,3.719
443.624,45.320,1.069,0.188,5.205,5.148,4.217
443.634,30.874,0.997,0.300,5.212,5.155,4.601
443.644,17.773,-0.376,0.281,5.093,5.047,4.826
443.655,2.687,-2.191,0.090,4.775,4.746,4.908
443.665,-13.052,-1.291,-0.101,4.263,4.221,4.816
443.675,-28.117,-0.846,-0.186,3.636,3.592,4.581
443.685,-41.496,-1.137,-0.282,2.897,2.856,4.198
443.696,-56.361,-0.849,-0.354,2.013,1.967,3.679
443.706,-69.413,0.248,-0.329,1.011,0.954,3.020
443.718,-77.829,1.216,-0.243,-0.104,-0.170,2.113
443.730,-81.723,2.878,0.056,-1.161,-1.235,1.148
443.742,-81.794,3.150,0.554,-2.148,-2.219,0.170
443.754,-77.739,4.159,1.094,-3.009,-3.079,-0.787
443.766,-67.886,4.090,1.608,-3.670,-3.734,-1.652
443.777,-57.602,3.063,1.961,-4.168,-4.214,-2.376
443.789,-47.059,3.069,2.197,-4.529,-4.573,-2.989
443.801,-31.954,3.038,2.316,-4.624,-4.667,-3.438
443.813,-18.890,3.354,2.416,-4.595,-4.633,-3.716
443.825,-0.126,4.003,2.581,-4.235,-4.279,-3.801
443.837,18.721,3.897,2.816,-3.676,-3.718,-3.668
443.849,35.555,2.982,2.949,-2.932,-2.960,-3.311
443.861,49.330,2.732,2.990,-2.079,-2.101,-2.784
443.873,62.918,2.688,2.921,-1.049,-1.071,-2.088
443.885,73.143,2.892,2.877,0.052,0.029,-1.240
443.897,79.823,2.772,2.945,1.100,1.080,-0.326
443.908,84.572,1.805,2.914,2.201,2.193,0.663
443.920,83.866,0.640,2.638,3.178,3.188,1.675
443.932,78.860,0.330,2.294,4.030,4.045,2.643
443.944,71.364,0.112,2.021,4.727,4.747,3.524
443.956,59.431,-0.312,1.731,5.223,5.249,4.297
443.966,45.535,-1.177,1.441,5.400,5.436,4.820
443.977,32.450,-1.311,1.138,5.446,5.483,5.197
443.987,18.412,-1.512,0.846,5.351,5.391,5.445
443.997,0.563,-1.637,0.580,4.988,5.028,5.521
444.007,-15.664,-2.071,0.328,4.457,4.504,5.412
444.018,-32.294,-1.020,0.128,3.782,3.817,5.140
444.028,-47.526,0.969,0.130,2.949,2.962,4.697
444.038,-59.777,1.113,0.220,2.072,2.074,4.132
444.048,-71.632,-0.058,0.234,1.089,1.111,3.450
444.058,-80.020,-0.162,0.202,0.097,0.115,2.665
444.069,-84.736,0.783,0.226,-0.887,-0.879,1.808
444.079,-87.067,1.062,0.291,-1.826,-1.820,0.928
444.089,-84.552,1.502,0.391,-2.630,-2.627,0.055
444.099,-77.333,1.075,0.480,-3.255,-3.249,-0.760
444.110,-68.996,0.622,0.525,-3.781,-3.765,-1.502
444.120,-58.541,1.879,0.633,-4.177,-4.174,-2.158
444.130,-49.368,2.119,0.753,-4.490,-4.488,-2.697
444.140,-36.629,1.288,0.811,-4.615,-4.602,-3.128
444.151,-21.556,-0.121,0.747,-4.505,-4.479,-3.402
444.161,-4.889,-0.272,0.657,-4.211,-4.183,-3.526
444.171,10.580,-0.309,0.564,-3.762,-3.730,-3.476
444.181,23.013,2.202,0.623,-3.264,-3.253,-3.294
444.192,36.329,2.094,0.748,-2.627,-2.610,-2.973
444.202,49.383,-0.426,0.660,-1.867,-1.823,-2.521
444.212,61.041,-2.223,0.391,-0.977,-0.924,-1.938
444.222,67.276,-1.665,0.157,-0.083,-0.042,-1.253
444.233,73.410,-1.356,-0.017,0.768,0.806,-0.540
444.243,79.523,-2.346,-0.226,1.693,1.735,0.238
444.253,79.269,-2.112,-0.420,2.509,2.545,1.050
444.263,76.300,-0.611,-0.483,3.254,3.274,1.845
444.274,70.075,0.723,-0.394,3.859,3.854,2.589
444.284,64.528,-0.164,-0.355,4.383,4.386,3.267
444.294,57.638,-2.198,-0.492,4.803,4.827,3.874
444.304,45.927,-1.758,-0.664,5.016,5.029,4.386
444.315,32.328,-1.112,-0.725,5.030,5.040,4.759
444.325,17.893,-1.082,-0.760,4.885,4.895,4.990
444.335,2.214,-0.144,-0.750,4.570,4.565,5.071
444.345,-14.139,0.494,-0.661,4.068,4.049,4.985
444.356,-30.055,0.086,-0.587,3.412,3.401,4.736
444.366,-43.449,-1.088,-0.579,2.670,2.671,4.339
444.376,-53.950,-0.867,-0.597,1.872,1.874,3.819
444.386,-65.134,-0.151,-0.572,0.951,0.947,3.190
444.397,-70.230,-0.031,-0.516,0.107,0.105,2.484
444.407,-74.542,0.273,-0.453,-0.728,-0.738,1.746
444.417,-76.102,0.503,-0.374,-1.522,-1.541,0.976
444.427,-78.986,-2.018,-0.434,-2.393,-2.394,0.180
444.437,-76.375,-0.563,-0.490,-3.113,-3.144,-0.624
444.448,-69.133,0.634,-0.397,-3.653,-3.711,-1.374
444.458,-63.735,2.772,-0.157,-4.198,-4.281,-2.055
444.468,-53.371,0.442,0.023,-4.546,-4.605,-2.645
444.478,-40.027,-0.399,0.030,-4.650,-4.712,-3.106
444.489,-24.266,-1.566,-0.082,-4.530,-4.580,-3.407
444.499,-10.579,0.156,-0.102,-4.344,-4.416,-3.581
444.509,4.901,0.801,-0.028,-3.962,-4.037,-3.593
444.519,20.082,2.370,0.151,-3.441,-3.528,-3.450
444.530,31.226,2.576,0.370,-2.876,-2.970,-3.169
444.540,42.842,2.135,0.527,-2.161,-2.256,-2.764
444.550,54.309,0.019,0.496,-1.347,-1.422,-2.238
444.561,64.422,-1.637,0.334,-0.484,-0.544,-1.619
444.571,73.877,-2.014,0.107,0.508,0.438,-0.898
