R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,50,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
181.482,1.203,0.650,0.663,1.103,1.142,1.133
181.492,1.236,0.633,0.660,1.100,1.140,1.140
181.503,0.591,0.642,0.657,1.100,1.139,1.147
181.514,-0.745,0.669,0.657,1.080,1.119,1.145
181.525,-0.535,0.670,0.659,1.065,1.104,1.132
181.536,0.296,0.668,0.661,1.064,1.103,1.126
181.547,-0.037,0.670,0.663,1.052,1.091,1.122
181.558,0.936,0.664,0.663,1.070,1.108,1.124
181.569,0.137,0.697,0.666,1.065,1.103,1.129
181.580,0.175,0.706,0.671,1.053,1.091,1.124
181.591,-1.529,0.699,0.677,1.012,1.050,1.115
181.602,-1.164,0.690,0.678,1.013,1.051,1.101
181.613,-0.619,0.676,0.679,0.998,1.036,1.086
181.624,-0.680,0.679,0.679,0.992,1.031,1.081
181.635,-0.524,0.673,0.678,0.987,1.026,1.071
181.646,0.563,0.674,0.677,1.014,1.052,1.071
181.657,-0.876,0.667,0.675,1.005,1.043,1.072
181.668,-0.697,0.662,0.674,0.986,1.024,1.054
181.679,-1.109,0.642,0.670,0.974,1.013,1.045
181.690,0.132,0.652,0.667,0.980,1.019,1.033
181.701,0.354,0.664,0.667,0.971,1.009,1.029
181.712,-0.051,0.678,0.667,0.957,0.994,1.026
181.723,-1.304,0.687,0.670,0.930,0.967,1.018
181.734,-0.435,0.687,0.674,0.935,0.972,1.006
181.745,-0.369,0.676,0.675,0.945,0.983,1.006
181.756,-0.245,0.681,0.676,0.942,0.979,1.001
181.767,-0.466,0.674,0.676,0.935,0.973,0.995
181.778,-0.156,0.662,0.675,0.938,0.975,0.989
181.789,0.014,0.657,0.673,0.940,0.978,0.987
181.800,-0.591,0.638,0.669,0.917,0.954,0.979
181.811,-0.039,0.629,0.662,0.929,0.967,0.978
181.822,-1.283,0.618,0.656,0.897,0.934,0.966
181.833,-0.314,0.636,0.651,0.907,0.944,0.957
181.844,-0.168,0.642,0.648,0.912,0.949,0.954
181.855,0.530,0.643,0.648,0.924,0.961,0.954
181.866,1.545,0.658,0.648,0.952,0.989,0.966
181.877,0.514,0.639,0.648,0.934,0.971,0.974
181.888,-0.092,0.625,0.646,0.926,0.963,0.976
181.900,1.221,0.633,0.644,0.960,0.997,0.982
181.911,1.613,0.620,0.640,0.981,1.018,0.996
181.922,-0.008,0.629,0.639,0.964,1.001,1.004
181.933,-1.146,0.617,0.636,0.940,0.977,0.998
181.944,-0.585,0.607,0.632,0.945,0.982,0.989
181.955,-0.211,0.599,0.627,0.953,0.990,0.985
181.966,-0.453,0.650,0.628,0.944,0.980,0.978
181.977,0.014,0.649,0.631,0.950,0.986,0.974
181.988,1.112,0.642,0.634,0.966,1.002,0.975
181.999,0.111,0.643,0.635,0.952,0.988,0.979
182.010,0.148,0.650,0.636,0.966,1.002,0.984
182.021,0.122,0.649,0.638,0.976,1.012,0.985
182.032,-0.055,0.653,0.641,0.972,1.007,0.984
182.043,-0.945,0.666,0.644,0.945,0.980,0.975
182.054,0.062,0.669,0.648,0.964,1.000,0.972
182.065,-0.348,0.655,0.651,0.954,0.989,0.969
182.076,-0.047,0.654,0.651,0.950,0.986,0.963
182.087,-0.258,0.662,0.652,0.948,0.983,0.962
182.098,0.346,0.668,0.654,0.957,0.992,0.960
182.109,0.778,0.673,0.656,0.979,1.014,0.967
182.120,0.202,0.683,0.659,0.966,1.000,0.967
182.131,0.043,0.654,0.660,0.963,0.998,0.964
182.142,0.428,0.674,0.661,0.967,1.001,0.962
182.154,0.707,0.656,0.662,0.986,1.020,0.969
182.165,0.344,0.663,0.662,0.985,1.020,0.975
182.176,-0.056,0.647,0.661,0.975,1.010,0.974
182.187,-0.540,0.655,0.660,0.963,0.997,0.967
182.198,-0.288,0.662,0.660,0.977,1.011,0.965
182.209,0.470,0.670,0.661,1.006,1.040,0.970
182.220,0.338,0.690,0.664,1.013,1.046,0.974
182.231,-0.287,0.689,0.669,1.003,1.037,0.973
182.242,-0.150,0.696,0.672,1.009,1.042,0.969
182.253,-0.912,0.693,0.675,0.990,1.023,0.965
182.264,-0.939,0.701,0.680,0.978,1.011,0.954
182.275,-1.124,0.675,0.680,0.960,0.994,0.940
182.286,-0.994,0.673,0.678,0.948,0.981,0.927
182.297,-0.305,0.685,0.679,0.941,0.974,0.914
182.308,1.202,0.668,0.678,0.969,1.003,0.915
182.319,0.462,0.688,0.678,0.971,1.004,0.924
182.330,0.250,0.691,0.680,0.964,0.997,0.923
182.341,0.314,0.682,0.681,0.961,0.994,0.924
182.352,-0.714,0.667,0.679,0.928,0.961,0.918
182.364,0.206,0.666,0.677,0.946,0.979,0.914
182.374,0.659,0.666,0.676,0.963,0.996,0.916
182.384,0.356,0.655,0.673,0.958,0.991,0.919
182.394,0.320,0.655,0.672,0.959,0.992,0.921
182.404,0.135,0.656,0.670,0.953,0.986,0.922
182.415,0.438,0.653,0.668,0.964,0.997,0.924
182.425,0.316,0.646,0.666,0.961,0.994,0.925
182.437,-0.151,0.650,0.665,0.951,0.984,0.922
182.448,0.298,0.627,0.660,0.955,0.988,0.918
182.458,0.274,0.614,0.656,0.959,0.992,0.921
182.469,-0.270,0.619,0.651,0.947,0.981,0.919
182.480,-1.244,0.633,0.651,0.917,0.950,0.908
182.490,-1.831,0.700,0.657,0.895,0.926,0.893
182.500,-2.557,0.717,0.653,0.854,0.885,0.869
182.511,-1.124,0.493,0.655,0.871,0.906,0.851
182.521,-0.114,0.676,0.635,0.893,0.925,0.843
182.533,0.015,0.439,0.634,0.908,0.944,0.848
182.543,-0.239,0.663,0.621,0.888,0.920,0.842
182.553,-0.781,-0.033,0.582,0.860,0.904,0.835
182.563,-0.019,-0.029,0.524,0.881,0.924,0.828
182.573,0.881,-0.073,0.446,0.912,0.956,0.830
182.583,1.733,0.209,0.413,0.957,0.995,0.843
182.593,1.301,0.502,0.411,0.961,0.994,0.855
182.603,0.444,0.610,0.433,0.944,0.975,0.861
182.613,-1.279,0.759,0.462,0.885,0.913,0.851
182.624,-2.795,1.059,0.514,0.832,0.854,0.829
182.634,-3.635,1.144,0.593,0.772,0.792,0.793
182.644,-4.627,1.036,0.650,0.706,0.728,0.750
182.656,-5.493,0.959,0.719,0.624,0.647,0.687
182.668,-5.003,0.989,0.784,0.586,0.608,0.630
182.678,-5.184,0.665,0.807,0.527,0.555,0.579
182.688,-4.769,0.642,0.798,0.485,0.513,0.528
182.698,-4.559,0.212,0.772,0.442,0.477,0.482
182.708,-2.514,-0.204,0.721,0.458,0.500,0.448
182.718,-1.718,-0.088,0.652,0.457,0.495,0.424
182.728,-0.988,0.098,0.627,0.461,0.492,0.407
182.738,-0.365,0.339,0.625,0.492,0.517,0.405
182.748,0.383,0.335,0.624,0.514,0.541,0.405
182.759,-0.180,0.245,0.609,0.495,0.528,0.406
182.769,0.706,0.518,0.608,0.518,0.547,0.411
182.779,-0.478,0.882,0.629,0.487,0.508,0.408
182.789,-1.958,1.069,0.671,0.434,0.451,0.393
182.799,-1.384,1.141,0.720,0.434,0.449,0.378
182.809,-0.117,1.543,0.771,0.475,0.483,0.376
182.819,-0.048,1.705,0.856,0.469,0.474,0.372
182.829,0.084,1.978,0.963,0.476,0.478,0.373
182.839,0.337,2.152,1.090,0.493,0.491,0.377
182.851,0.070,1.969,1.201,0.492,0.493,0.382
182.863,-0.180,1.630,1.266,0.486,0.494,0.383
182.875,-0.625,1.359,1.307,0.471,0.483,0.383
182.886,0.160,1.138,1.332,0.495,0.510,0.385
182.898,0.401,1.019,1.292,0.499,0.516,0.390
182.909,-0.262,0.909,1.273,0.470,0.489,0.387
182.919,-0.525,1.060,1.262,0.463,0.479,0.383
182.929,-0.094,0.887,1.226,0.467,0.486,0.381
182.939,-0.113,0.880,1.197,0.455,0.474,0.377
182.949,1.704,0.565,1.152,0.502,0.526,0.384
182.959,1.178,0.669,1.115,0.496,0.517,0.396
182.969,0.207,0.730,1.080,0.472,0.492,0.400
182.979,-0.096,0.422,1.049,0.455,0.481,0.398
182.989,-0.611,0.664,0.981,0.438,0.460,0.394
183.000,-1.425,-0.179,0.897,0.381,0.421,0.379
183.010,-1.975,1.018,0.818,0.372,0.390,0.362
183.020,0.663,0.143,0.784,0.431,0.463,0.359
183.030,-2.974,1.450,0.774,0.334,0.348,0.344
183.040,-1.775,0.984,0.831,0.338,0.369,0.323
183.050,-6.906,0.796,0.794,0.156,0.190,0.277
183.061,-13.775,1.227,0.839,-0.116,-0.089,0.169
183.071,-16.295,0.825,0.836,-0.327,-0.293,0.021
183.081,-17.544,0.631,0.824,-0.541,-0.505,-0.153
183.091,-21.740,0.718,0.813,-0.840,-0.803,-0.351
183.101,-25.460,1.366,0.828,-1.181,-1.158,-0.598
183.112,-27.039,0.619,0.846,-1.520,-1.485,-0.874
183.122,-26.876,-0.686,0.673,-1.806,-1.738,-1.142
183.132,-25.939,0.351,0.600,-2.017,-1.957,-1.400
183.142,-29.865,0.510,0.599,-2.367,-2.319,-1.678
183.152,-25.502,-0.787,0.489,-2.589,-2.540,-1.971
183.163,-20.734,-1.346,0.308,-2.673,-2.627,-2.197
183.173,-17.062,-0.688,0.164,-2.797,-2.765,-2.400
183.183,-9.520,-1.291,0.012,-2.747,-2.710,-2.529
183.193,-6.476,0.228,-0.057,-2.742,-2.732,-2.611
183.203,-4.761,0.640,-0.018,-2.726,-2.728,-2.653
183.213,2.775,-1.948,-0.121,-2.561,-2.537,-2.659
183.224,11.506,-2.516,-0.346,-2.231,-2.196,-2.568
183.234,17.284,-1.451,-0.491,-1.912,-1.886,-2.408
183.244,25.074,0.041,-0.474,-1.486,-1.488,-2.186
183.255,32.468,-0.716,-0.471,-0.987,-0.979,-1.880
183.265,42.738,-1.333,-0.540,-0.360,-0.341,-1.495
183.275,50.597,0.625,-0.507,0.371,0.359,-1.003
183.285,55.225,0.847,-0.385,1.028,1.008,-0.458
183.295,58.173,-1.718,-0.427,1.649,1.659,0.117
183.306,61.316,-1.998,-0.571,2.347,2.350,0.723
183.316,58.909,-1.516,-0.690,2.897,2.885,1.324
183.326,55.722,-1.787,-0.780,3.361,3.353,1.892
183.338,45.873,-2.599,-0.975,3.699,3.698,2.474
183.348,39.255,-2.586,-1.164,3.961,3.958,2.891
183.358,28.949,0.229,-1.141,4.090,4.048,3.229
183.370,12.495,-0.385,-1.033,3.945,3.895,3.457
183.382,-2.311,-0.239,-0.940,3.614,3.551,3.487
183.394,-17.528,2.096,-0.652,3.163,3.052,3.352
183.406,-32.294,3.011,-0.039,2.462,2.344,3.023
183.416,-43.905,3.504,0.370,1.724,1.604,2.607
183.427,-53.603,4.218,0.748,0.940,0.817,2.091
183.437,-61.028,3.882,1.063,0.146,0.030,1.494
183.448,-67.009,2.372,1.235,-0.707,-0.799,0.815
183.458,-70.282,0.810,1.266,-1.497,-1.569,0.100
183.469,-71.208,0.245,1.226,-2.243,-2.317,-0.640
183.479,-69.099,0.721,1.202,-2.899,-2.996,-1.376
183.490,-64.544,1.142,1.215,-3.450,-3.563,-2.065
183.500,-56.970,1.163,1.234,-3.872,-3.985,-2.680
183.510,-49.388,3.631,1.389,-4.189,-4.331,-3.209
183.521,-43.398,3.801,1.604,-4.509,-4.660,-3.673
183.531,-33.096,3.187,1.751,-4.639,-4.782,-4.052
183.541,-19.849,3.015,1.848,-4.578,-4.719,-4.307
183.552,-4.704,2.959,1.931,-4.300,-4.444,-4.412
183.563,12.679,1.427,1.914,-3.805,-3.933,-4.348
183.573,28.874,0.864,1.797,-3.163,-3.285,-4.111
183.583,43.093,0.749,1.665,-2.406,-2.527,-3.713
183.594,56.797,-0.799,1.450,-1.519,-1.616,-3.168
183.604,67.036,-1.700,1.147,-0.598,-0.684,-2.513
183.615,76.871,-0.854,0.900,0.458,0.345,-1.748
183.625,82.627,-0.387,0.737,1.466,1.337,-0.910
183.636,84.320,0.068,0.625,2.398,2.254,-0.038
183.646,84.840,0.373,0.562,3.312,3.153,0.851
183.657,81.296,0.330,0.513,4.069,3.924,1.716
183.667,72.192,0.480,0.465,4.634,4.493,2.518
183.678,62.351,0.030,0.403,5.060,4.922,3.207
183.688,51.331,-1.675,0.232,5.334,5.228,3.785
183.698,39.975,-2.926,-0.059,5.481,5.394,4.235
183.709,22.861,-2.308,-0.331,5.359,5.256,4.537
183.719,2.771,-1.927,-0.523,4.937,4.824,4.636
183.730,-17.279,-2.383,-0.702,4.318,4.201,4.524
183.740,-31.692,-2.541,-0.876,3.643,3.524,4.231
183.751,-47.265,-1.628,-0.977,2.805,2.654,3.783
183.761,-58.457,-0.956,-1.002,1.925,1.765,3.203
183.771,-69.727,-1.260,-1.019,0.944,0.786,2.516
183.782,-77.796,-1.503,-1.047,-0.083,-0.240,1.708
183.793,-82.718,-0.445,-1.011,-1.017,-1.192,0.864
183.803,-82.743,0.951,-0.864,-1.869,-2.068,-0.009
183.813,-79.404,0.788,-0.688,-2.629,-2.825,-0.854
183.824,-73.585,0.076,-0.582,-3.285,-3.481,-1.654
183.834,-63.336,0.082,-0.509,-3.694,-3.889,-2.349
183.845,-53.193,-0.266,-0.451,-4.008,-4.202,-2.939
183.855,-39.685,-0.293,-0.411,-4.112,-4.314,-3.409
183.866,-24.901,0.341,-0.324,-4.042,-4.252,-3.733
183.876,-9.106,0.875,-0.218,-3.765,-3.991,-3.886
183.887,5.442,2.311,-0.039,-3.390,-3.619,-3.878
183.897,20.804,0.654,0.076,-2.862,-3.064,-3.721
183.908,38.943,-0.674,0.018,-2.081,-2.263,-3.391
183.918,53.293,-1.495,-0.106,-1.218,-1.382,-2.889
183.929,64.071,-1.945,-0.298,-0.296,-0.460,-2.258
183.939,72.624,-2.884,-0.517,0.593,0.471,-1.544
183.950,76.418,-2.135,-0.725,1.459,1.332,-0.770
183.960,75.645,-1.695,-0.828,2.233,2.100,0.020
183.970,74.126,-1.773,-0.927,2.970,2.845,0.799
183.981,72.156,-1.577,-0.987,3.687,3.563,1.559
183.991,64.699,-1.603,-1.048,4.194,4.073,2.258
184.002,55.274,-0.827,-1.047,4.580,4.450,2.880
184.012,45.959,-0.091,-0.989,4.860,4.715,3.391
184.023,31.729,0.170,-0.890,4.880,4.728,3.776
184.033,17.260,-0.939,-0.851,4.728,4.585,4.009
184.044,2.175,-1.212,-0.861,4.408,4.273,4.086
184.054,-15.861,-0.093,-0.809,3.835,3.692,3.983
184.064,-27.813,0.444,-0.707,3.290,3.128,3.734
184.075,-41.511,-0.302,-0.637,2.554,2.402,3.354
184.085,-56.762,-0.732,-0.625,1.622,1.473,2.817
184.096,-69.985,0.093,-0.573,0.632,0.470,2.145
184.106,-74.983,-0.137,-0.516,-0.248,-0.401,1.391
184.117,-75.907,0.003,-0.478,-1.069,-1.226,0.593
184.127,-76.992,-0.593,-0.447,-1.895,-2.045,-0.201
184.137,-78.139,1.158,-0.369,-2.713,-2.911,-1.017
184.148,-76.770,0.295,-0.242,-3.497,-3.686,-1.825
184.158,-72.519,-0.471,-0.243,-4.178,-4.363,-2.608
184.169,-65.270,0.309,-0.188,-4.716,-4.914,-3.324
184.179,-55.738,2.317,-0.034,-5.087,-5.292,-3.939
184.190,-43.649,1.347,0.166,-5.306,-5.493,-4.443
184.200,-23.160,-0.333,0.178,-5.105,-5.276,-4.767
184.210,-1.615,-0.152,0.148,-4.645,-4.820,-4.872
184.221,20.071,0.140,0.169,-3.916,-4.100,-4.736
184.231,36.661,-0.540,0.082,-3.174,-3.350,-4.416
184.242,51.264,1.476,0.153,-2.254,-2.473,-3.928
184.252,64.479,0.449,0.204,-1.276,-1.496,-3.295
184.263,76.763,-0.082,0.206,-0.241,-0.405,-2.538
184.273,88.839,-0.541,0.145,0.906,0.766,-1.676
184.284,92.620,0.209,0.127,1.938,1.808,-0.724
184.294,93.789,0.102,0.119,2.909,2.785,0.233
184.304,93.059,-0.459,0.086,3.819,3.708,1.172
184.316,86.008,0.473,0.092,4.721,4.594,2.228
184.328,70.254,1.187,0.156,5.277,5.126,3.142
184.338,56.939,-0.055,0.188,5.538,5.392,3.753
184.349,39.886,-0.996,0.165,5.645,5.527,4.298
184.361,20.704,-2.635,-0.111,5.512,5.411,4.628
184.373,-0.637,-2.989,-0.448,5.087,4.974,4.708
184.385,-20.176,-3.399,-0.743,4.437,4.337,4.544
184.397,-40.670,-3.856,-1.161,3.568,3.476,4.150
184.409,-58.561,-4.559,-1.628,2.533,2.445,3.526
184.421,-73.226,-3.772,-2.013,1.393,1.283,2.706
184.432,-87.786,-3.749,-2.279,0.071,-0.040,1.724
184.444,-93.448,-3.502,-2.388,-1.172,-1.286,0.617
184.456,-95.410,-2.242,-2.269,-2.332,-2.460,-0.519
184.468,-88.757,-3.440,-2.325,-3.309,-3.426,-1.642
184.480,-78.942,-3.437,-2.572,-4.050,-4.176,-2.637
184.492,-66.834,-3.024,-2.710,-4.637,-4.763,-3.509
184.504,-50.040,-1.073,-2.534,-4.920,-5.075,-4.200
184.516,-32.781,1.002,-2.082,-4.979,-5.168,-4.678
184.528,-13.075,0.718,-1.568,-4.741,-4.930,-4.916
184.540,9.180,0.590,-1.143,-4.175,-4.367,-4.897
184.552,30.918,0.322,-0.918,-3.366,-3.558,-4.619
184.563,52.010,0.498,-0.799,-2.335,-2.538,-4.094
184.575,63.926,2.203,-0.480,-1.304,-1.537,-3.374
184.587,76.786,1.744,-0.079,-0.152,-0.386,-2.509
184.599,83.245,1.285,0.198,0.940,0.708,-1.552
184.611,86.008,0.637,0.426,2.009,1.786,-0.529
184.621,85.076,3.145,0.631,2.903,2.634,0.336
184.631,80.414,5.277,1.038,3.645,3.351,1.193
184.642,75.939,4.492,1.426,4.321,4.040,2.015
184.652,68.022,1.906,1.568,4.820,4.598,2.763
184.663,52.816,0.052,1.453,5.031,4.846,3.387
184.673,38.523,-1.285,1.185,5.092,4.930,3.843
184.684,25.146,-3.398,0.761,5.002,4.883,4.141
184.694,13.238,-4.714,0.212,4.875,4.776,4.318
184.705,-4.986,-5.089,-0.367,4.398,4.316,4.332
184.715,-22.602,-3.823,-0.774,3.764,3.668,4.150
184.726,-40.752,-2.909,-1.017,2.954,2.842,3.784
184.736,-59.831,-1.057,-1.055,1.944,1.802,3.235
184.747,-72.810,2.201,-0.802,0.915,0.713,2.514
184.757,-78.546,2.309,-0.422,-0.054,-0.255,1.713
184.768,-82.881,-0.300,-0.301,-1.066,-1.216,0.863
184.778,-81.146,-0.713,-0.320,-1.907,-2.056,-0.007
184.788,-78.199,0.685,-0.278,-2.623,-2.808,-0.834
184.799,-69.952,1.062,-0.172,-3.183,-3.386,-1.600
184.809,-62.710,0.514,-0.107,-3.683,-3.888,-2.282
184.820,-54.428,-0.086,-0.103,-4.081,-4.281,-2.890
184.830,-42.433,0.050,-0.112,-4.273,-4.475,-3.385
184.841,-26.949,-0.136,-0.128,-4.217,-4.412,-3.732
184.851,-11.523,-0.624,-0.181,-3.980,-4.164,-3.905
184.861,4.139,-0.590,-0.239,-3.583,-3.767,-3.923
184.872,19.347,-0.201,-0.265,-3.008,-3.196,-3.768
184.882,34.446,-0.220,-0.268,-2.300,-2.488,-3.464
184.893,49.103,-0.675,-0.289,-1.470,-1.647,-3.013
184.903,61.371,-0.287,-0.280,-0.549,-0.731,-2.422
184.914,69.807,1.853,-0.107,0.380,0.173,-1.722
184.924,76.203,2.753,0.136,1.315,1.100,-0.940
184.935,77.527,2.779,0.367,2.157,1.943,-0.118
184.945,77.574,1.988,0.523,2.948,2.770,0.702
184.956,76.374,1.099,0.584,3.692,3.536,1.503
184.966,70.514,0.598,0.578,4.291,4.156,2.269
184.977,60.818,0.284,0.514,4.715,4.582,2.963
184.988,49.323,-0.271,0.384,4.995,4.877,3.571
185.000,33.956,0.070,0.202,4.984,4.886,4.021
185.012,18.694,-0.207,0.040,4.833,4.732,4.308
185.023,0.884,0.225,0.017,4.407,4.294,4.394
185.035,-16.282,0.222,0.058,3.776,3.664,4.272
185.047,-31.452,-0.042,0.030,3.009,2.907,3.958
185.059,-46.436,-0.221,-0.032,2.081,1.984,3.467
185.071,-59.113,-0.192,-0.057,1.054,0.956,2.814
185.083,-68.301,-0.275,-0.075,0.024,-0.072,2.043
185.095,-73.792,-0.093,-0.115,-0.996,-1.097,1.184
185.106,-74.154,0.185,-0.122,-1.905,-2.018,0.293
185.118,-71.608,0.387,-0.051,-2.724,-2.823,-0.579
185.130,-63.846,0.444,0.034,-3.315,-3.390,-1.375
185.142,-51.057,0.315,0.091,-3.644,-3.707,-2.050
185.154,-33.277,0.314,0.161,-3.592,-3.653,-2.532
185.166,-11.459,0.108,0.204,-3.164,-3.229,-2.766
185.178,10.048,-0.296,0.179,-2.495,-2.558,-2.749
185.190,31.015,-0.138,0.123,-1.611,-1.677,-2.484
185.201,51.207,0.377,0.103,-0.493,-0.567,-1.971
185.213,69.248,1.120,0.166,0.755,0.672,-1.246
185.225,84.458,1.613,0.359,2.108,2.045,-0.313
185.237,94.586,1.698,0.565,3.456,3.400,0.754
185.249,96.774,1.748,0.688,4.633,4.578,1.888
185.261,95.332,1.347,0.804,5.715,5.669,3.028
185.272,84.116,2.273,0.988,6.410,6.395,4.085
185.284,71.575,2.396,1.200,6.908,6.889,4.978
185.296,54.019,2.411,1.356,7.075,7.052,5.680
185.308,30.790,1.999,1.473,6.819,6.808,6.147
185.320,5.671,1.821,1.562,6.260,6.256,6.331
185.332,-18.727,1.670,1.599,5.458,5.456,6.229
185.343,-42.587,0.553,1.535,4.372,4.395,5.841
185.354,-64.135,-1.113,1.338,3.185,3.229,5.234
185.364,-81.801,-1.076,1.102,1.958,1.992,4.452
185.374,-95.594,-0.137,0.955,0.669,0.693,3.512
185.385,-100.042,-0.592,0.839,-0.448,-0.419,2.504
185.395,-98.766,0.223,0.751,-1.406,-1.403,1.481
185.405,-93.690,1.807,0.842,-2.219,-2.245,0.504
185.415,-82.068,0.811,0.854,-2.801,-2.804,-0.377
185.426,-65.808,1.050,0.843,-3.143,-3.156,-1.142
185.436,-51.545,0.912,0.877,-3.390,-3.398,-1.746
185.448,-32.441,-0.373,0.692,-3.398,-3.386,-2.228
185.460,-19.969,-0.753,0.523,-3.408,-3.394,-2.529
185.472,-1.014,-1.390,0.361,-3.043,-3.028,-2.632
185.484,18.353,-1.015,0.237,-2.442,-2.440,-2.507
185.496,31.871,-0.960,0.170,-1.785,-1.790,-2.184
185.508,42.271,-2.428,-0.042,-1.111,-1.100,-1.736
185.520,51.515,-2.426,-0.373,-0.333,-0.319,-1.172
185.532,55.250,-2.729,-0.653,0.401,0.438,-0.518
185.542,55.777,-3.439,-0.929,0.956,1.020,0.045
185.552,56.216,-3.337,-1.184,1.507,1.580,0.600
185.563,57.454,-4.466,-1.488,2.059,2.162,1.157
185.573,57.192,-4.499,-1.763,2.654,2.756,1.739
185.583,51.310,-1.304,-1.854,3.091,3.127,2.269
