R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,20,50,20,50,500,0,0
sysTime,GRawX,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
160.050,-9.754,-1.226,0.170,0.129,0.097,0.096,0.142
160.061,4.894,-0.913,0.378,0.144,0.090,0.089,0.127
160.072,-3.162,-0.859,0.212,0.146,0.069,0.067,0.114
160.083,-2.551,-0.021,0.128,0.144,0.082,0.081,0.112
160.095,1.232,0.387,0.169,0.153,0.090,0.088,0.113
160.106,2.941,0.518,-0.081,0.145,0.095,0.093,0.116
160.117,1.842,-0.779,0.044,0.139,0.060,0.058,0.112
160.128,-5.115,0.048,0.086,0.139,0.072,0.070,0.111
160.140,2.209,-0.488,0.252,0.144,0.071,0.069,0.109
160.150,-3.284,-0.451,-0.081,0.139,0.062,0.061,0.104
160.162,-7.434,-1.202,0.169,0.131,0.038,0.037,0.096
160.174,0.133,-0.136,-0.081,0.116,0.064,0.064,0.091
160.186,-5.603,-0.222,0.085,0.113,0.065,0.065,0.092
160.198,-1.697,-0.656,0.086,0.120,0.044,0.043,0.086
160.210,0.988,1.083,0.336,0.129,0.085,0.084,0.091
160.221,-5.969,-0.905,0.253,0.132,0.050,0.049,0.094
160.233,-0.598,-1.070,0.128,0.132,0.035,0.034,0.082
160.245,5.016,0.148,-0.163,0.141,0.060,0.059,0.076
160.255,-4.382,-0.930,0.085,0.137,0.025,0.024,0.071
160.267,3.918,-0.871,0.170,0.125,0.008,0.007,0.057
160.279,-0.720,-0.844,-0.080,0.122,-0.001,-0.002,0.047
160.291,-5.237,-1.098,-0.717,0.093,-0.028,-0.027,0.035
160.303,1.720,-0.278,1.082,0.203,-0.019,-0.024,0.025
160.315,-2.307,0.028,-0.787,0.083,-0.010,-0.009,0.026
160.326,-2.307,-0.237,1.820,0.168,-0.009,-0.012,0.027
160.336,-3.772,-1.541,-4.539,0.111,-0.055,-0.055,0.017
160.346,-2.918,-0.156,-7.378,-0.099,-0.022,-0.012,0.013
160.356,-4.505,-0.332,-4.709,-0.048,-0.024,-0.018,0.011
160.367,2.697,-0.050,-6.227,-0.083,-0.026,-0.018,0.007
160.377,4.162,0.226,-0.965,-0.132,-0.033,-0.023,0.004
160.387,10.021,0.759,1.387,-0.120,-0.017,-0.008,0.006
160.399,-9.876,0.641,-2.587,-0.149,0.005,0.015,0.021
160.411,3.673,0.468,-1.889,-0.141,0.000,0.010,0.024
160.423,7.214,0.164,1.796,-0.076,-0.008,-0.002,0.023
160.435,-2.307,-0.523,0.296,-0.165,-0.022,-0.012,0.021
160.447,-1.575,-0.492,-1.547,-0.444,-0.051,-0.028,0.011
160.459,5.016,-0.121,-8.900,-0.730,-0.054,-0.018,0.004
160.470,4.528,0.762,-8.565,-0.595,-0.036,-0.007,0.002
160.480,-3.406,0.335,6.942,-0.170,-0.017,-0.009,0.007
160.490,-0.964,-0.612,15.156,0.212,-0.030,-0.039,0.001
160.500,-2.429,-0.109,7.598,0.139,-0.022,-0.029,-0.000
160.511,-1.453,-0.015,3.086,0.107,-0.020,-0.025,-0.001
160.521,0.866,-0.770,-4.260,0.322,-0.036,-0.050,-0.005
160.531,5.627,-1.009,-1.273,0.473,-0.061,-0.084,-0.018
160.542,0.377,0.005,7.352,0.495,-0.040,-0.063,-0.021
160.552,-1.941,-0.368,-7.183,-0.014,-0.057,-0.057,-0.018
160.562,2.575,0.474,-13.065,-0.443,-0.050,-0.033,-0.018
160.573,0.500,1.002,-3.923,-0.332,-0.018,-0.006,-0.010
160.583,1.232,0.646,2.143,-0.213,-0.018,-0.011,-0.004
160.593,-3.040,0.185,2.781,-0.503,-0.036,-0.018,-0.003
160.603,-0.110,0.926,0.251,-0.678,-0.029,-0.001,-0.002
160.614,-6.458,0.884,-3.488,-0.717,-0.013,0.015,0.006
160.624,-1.819,0.805,-7.077,-0.729,-0.004,0.024,0.013
160.634,3.551,1.408,9.823,-0.272,0.052,0.058,0.024
160.645,2.209,1.536,4.488,-0.033,0.068,0.064,0.035
160.655,-2.551,1.487,1.630,-0.219,0.074,0.077,0.049
160.665,0.744,0.838,-10.093,-0.502,0.061,0.077,0.060
160.676,4.894,0.991,2.653,-0.319,0.077,0.083,0.064
160.686,-2.307,0.287,-0.084,-0.260,0.074,0.076,0.070
160.696,-1.086,-0.480,-2.347,-0.277,0.043,0.046,0.066
160.706,-0.964,-0.453,-5.824,-0.129,0.042,0.037,0.059
160.717,-7.556,-0.484,4.881,0.048,0.038,0.025,0.053
160.727,-2.673,0.197,-3.732,-0.015,0.055,0.045,0.054
160.737,-10.242,-0.568,0.092,0.157,0.053,0.036,0.056
160.748,5.260,0.191,-1.344,0.347,0.073,0.046,0.053
160.758,-1.697,0.537,8.006,0.440,0.093,0.062,0.060
160.768,0.133,0.819,-2.321,0.226,0.093,0.071,0.067
160.779,5.627,1.294,0.544,0.020,0.113,0.100,0.079
160.789,3.063,1.772,-0.931,-0.103,0.137,0.130,0.095
160.799,-3.040,1.246,3.559,-0.075,0.152,0.144,0.112
160.810,-0.354,1.443,5.138,0.045,0.177,0.163,0.123
160.820,-1.453,1.272,-0.226,0.090,0.187,0.172,0.138
160.830,6.481,1.893,2.765,0.140,0.227,0.210,0.154
160.840,-4.260,0.443,1.054,0.209,0.208,0.187,0.166
160.851,7.336,0.252,6.060,-0.003,0.179,0.169,0.163
160.861,5.382,1.967,10.568,-0.044,0.234,0.228,0.174
160.871,6.847,0.867,9.715,0.010,0.216,0.210,0.181
160.883,6.603,1.826,-1.946,-0.109,0.243,0.241,0.191
160.895,-1.697,1.718,4.008,0.153,0.269,0.253,0.210
160.907,-0.476,2.156,-11.111,0.230,0.307,0.288,0.235
160.918,14.050,3.279,-4.874,0.226,0.377,0.352,0.269
160.930,-2.307,3.152,12.403,0.340,0.431,0.391,0.310
160.942,9.899,2.841,2.708,0.259,0.459,0.423,0.345
160.954,5.382,1.399,12.451,0.574,0.441,0.388,0.361
160.966,3.673,0.510,-8.409,0.354,0.430,0.384,0.371
160.978,-2.429,0.218,1.684,0.527,0.450,0.395,0.380
160.988,-9.265,-1.227,6.117,0.756,0.432,0.366,0.378
161.000,1.354,-1.597,-5.337,0.639,0.398,0.331,0.359
161.012,6.359,-1.528,2.956,0.715,0.402,0.325,0.344
161.024,7.946,-0.212,-6.677,0.373,0.403,0.344,0.333
161.036,0.377,0.059,1.809,0.516,0.434,0.367,0.339
161.048,10.998,1.030,-5.790,0.021,0.458,0.411,0.345
161.059,8.434,2.920,9.074,0.277,0.524,0.468,0.365
161.070,6.725,3.454,-0.507,-0.287,0.536,0.511,0.392
161.082,10.388,4.606,8.420,-0.026,0.600,0.559,0.427
161.094,4.894,2.422,-12.905,-0.562,0.567,0.553,0.463
161.104,-3.650,1.202,5.459,-0.302,0.555,0.534,0.475
161.116,11.730,0.000,13.751,0.624,0.541,0.479,0.466
161.128,7.702,1.471,6.061,0.282,0.584,0.533,0.477
161.140,0.377,-0.439,-9.955,-0.279,0.477,0.463,0.471
161.152,-4.749,-0.905,2.748,-0.190,0.436,0.423,0.453
161.164,9.411,4.265,-8.066,-0.581,0.555,0.562,0.473
161.176,-11.341,-1.055,12.328,-0.085,0.458,0.441,0.484
161.186,-0.232,-4.577,-24.882,-0.708,0.308,0.311,0.442
161.196,-6.702,-4.372,29.962,0.233,0.291,0.266,0.393
161.206,17.102,1.784,-15.449,-0.309,0.416,0.419,0.383
161.217,20.031,5.551,-27.925,-1.295,0.535,0.566,0.419
161.227,-14.026,2.603,39.793,0.581,0.568,0.533,0.460
161.237,-25.379,-2.659,-5.574,0.384,0.443,0.420,0.466
161.250,-19.764,-4.071,27.015,0.775,0.420,0.365,0.431
161.262,-14.515,-3.792,12.385,-0.906,0.321,0.338,0.381
161.272,-3.162,-1.933,-24.528,-1.383,0.310,0.365,0.349
161.282,-4.505,-1.771,-17.571,-1.239,0.305,0.361,0.326
161.294,-5.359,-2.118,1.036,0.568,0.333,0.341,0.307
161.306,23.327,1.993,-7.082,0.715,0.443,0.447,0.306
161.317,6.359,2.284,-30.488,0.309,0.498,0.498,0.337
161.328,-2.429,0.844,-7.109,0.685,0.466,0.468,0.355
161.340,-2.429,0.392,-24.352,0.505,0.456,0.471,0.366
161.351,4.162,-1.218,-7.138,0.816,0.423,0.428,0.364
161.362,-17.322,-4.251,27.345,3.116,0.363,0.321,0.346
161.373,-13.660,-7.526,11.859,3.260,0.256,0.207,0.304
161.384,-25.257,-10.160,29.953,4.479,0.187,0.071,0.234
161.396,-48.451,-17.152,27.245,5.404,-0.122,-0.265,0.107
161.407,-37.220,-23.057,17.307,5.855,-0.524,-0.672,-0.102
161.419,-42.836,-27.686,9.857,5.350,-0.952,-1.082,-0.363
161.430,-26.478,-27.516,-1.778,3.920,-1.290,-1.344,-0.640
161.441,-23.426,-27.796,6.975,3.083,-1.648,-1.646,-0.935
161.453,-29.286,-27.603,9.578,2.568,-1.962,-1.918,-1.227
161.464,-8.777,-22.982,5.768,2.349,-2.102,-2.037,-1.488
161.476,-6.946,-18.885,-1.927,2.071,-2.229,-2.151,-1.705
161.487,-6.458,-16.668,-15.743,1.542,-2.359,-2.261,-1.880
161.498,-11.219,-13.229,-33.489,0.620,-2.404,-2.261,-2.016
161.510,-17.933,-10.174,-18.599,-0.369,-2.446,-2.262,-2.126
161.521,-11.829,-8.235,-20.676,-2.027,-2.552,-2.305,-2.224
161.532,-7.678,-5.787,-14.380,-2.370,-2.567,-2.316,-2.300
161.544,-14.515,-4.749,-7.331,-2.872,-2.602,-2.340,-2.353
161.555,17.712,0.054,10.428,-2.639,-2.502,-2.257,-2.386
161.567,12.219,4.255,35.749,-2.010,-2.302,-2.110,-2.358
161.578,8.678,7.589,32.350,-1.559,-2.093,-1.938,-2.281
161.589,23.572,13.531,19.259,-1.539,-1.780,-1.642,-2.152
161.601,29.797,17.738,13.071,-1.385,-1.437,-1.308,-1.958
161.612,22.107,20.111,-2.995,-1.478,-1.141,-1.003,-1.729
161.623,21.252,22.648,-17.903,-1.764,-0.829,-0.682,-1.480
161.635,40.174,24.387,-17.370,-1.891,-0.523,-0.385,-1.224
161.646,38.465,27.194,-15.605,-1.844,-0.145,-0.026,-0.937
161.657,41.516,28.742,-10.296,-1.766,0.229,0.325,-0.631
161.668,28.821,30.078,-10.866,-2.117,0.618,0.714,-0.302
161.679,21.374,28.580,-10.299,-2.517,0.886,0.994,0.011
161.690,20.642,29.518,-26.737,-3.347,1.221,1.357,0.326
161.701,25.158,29.637,-41.772,-4.263,1.527,1.678,0.634
161.713,25.281,29.003,-43.254,-5.018,1.805,1.942,0.926
161.724,35.901,29.650,-39.844,-5.402,2.150,2.265,1.220
161.735,25.281,28.190,-32.245,-5.414,2.428,2.499,1.498
161.746,20.031,25.584,-24.410,-5.508,2.637,2.673,1.749
161.757,22.717,24.159,-24.247,-5.482,2.887,2.880,1.983
161.769,24.914,20.797,-24.364,-5.435,3.032,2.978,2.179
161.780,7.092,14.632,-23.645,-5.188,3.071,2.953,2.323
161.791,-0.720,9.704,-26.583,-4.993,3.074,2.927,2.413
161.802,-24.891,5.559,-33.113,-4.680,3.048,2.869,2.461
161.813,-0.842,2.093,-4.585,-3.954,2.932,2.714,2.441
161.824,-36.000,-4.172,13.226,-3.276,2.777,2.513,2.393
161.835,-23.914,-9.045,4.234,-3.178,2.528,2.254,2.272
161.846,-12.195,-10.360,-18.528,-4.566,2.348,2.086,2.125
161.856,-12.073,-11.987,-35.827,-4.497,2.139,1.890,1.963
161.867,-23.304,-12.806,8.132,-2.587,2.017,1.700,1.797
161.877,-41.249,-15.437,26.861,-1.405,1.845,1.491,1.633
161.888,-48.817,-22.789,19.148,-1.107,1.461,1.078,1.410
161.898,-50.526,-27.126,-17.875,-2.305,1.081,0.720,1.135
161.908,-31.239,-29.715,-9.823,-2.249,0.736,0.354,0.819
161.918,-35.389,-29.215,27.413,-0.547,0.516,0.057,0.510
161.929,-30.018,-27.642,-12.885,-1.390,0.230,-0.212,0.199
161.939,-3.162,-23.754,-15.534,-2.511,0.055,-0.398,-0.088
161.950,-20.252,-22.205,39.845,-0.538,-0.039,-0.616,-0.340
161.960,-13.660,-20.753,4.571,-0.111,-0.221,-0.820,-0.569
161.971,-13.904,-20.108,-40.330,-1.957,-0.486,-1.007,-0.784
161.981,-29.652,-23.098,26.543,-0.171,-0.732,-1.305,-1.005
161.991,-21.473,-22.096,-0.540,-0.311,-0.960,-1.488,-1.228
162.001,-20.374,-22.562,-16.044,-0.880,-1.244,-1.714,-1.454
162.012,-28.675,-21.756,7.066,-0.241,-1.406,-1.896,-1.671
162.022,-18.787,-22.205,-17.299,-0.817,-1.660,-2.126,-1.897
162.033,-21.839,-21.966,9.114,0.067,-1.901,-2.369,-2.125
162.043,-23.060,-20.284,16.843,0.604,-2.040,-2.520,-2.325
162.053,-19.275,-21.736,-24.541,-1.103,-2.349,-2.757,-2.535
162.064,-26.844,-22.384,30.788,0.808,-2.545,-2.994,-2.749
162.074,-22.327,-21.883,-25.130,-0.265,-2.811,-3.184,-2.959
162.085,-16.468,-20.309,0.232,-0.265,-2.974,-3.332,-3.159
162.095,-7.801,-15.809,1.750,0.118,-3.001,-3.358,-3.316
162.106,2.819,-10.801,-9.460,-0.157,-2.989,-3.324,-3.429
162.116,7.336,-5.128,-1.918,-0.129,-2.889,-3.220,-3.481
162.127,2.575,0.741,11.748,0.567,-2.704,-3.044,-3.467
162.137,26.013,6.106,-36.923,-0.934,-2.578,-2.837,-3.405
162.148,19.177,11.538,14.480,-0.115,-2.315,-2.588,-3.291
162.158,25.769,15.290,2.469,0.165,-2.065,-2.331,-3.125
162.168,25.891,20.713,-21.399,-0.957,-1.771,-1.979,-2.915
162.179,12.341,24.642,28.117,0.799,-1.333,-1.594,-2.645
162.189,29.431,26.270,-7.322,0.159,-0.992,-1.244,-2.351
162.200,62.879,31.503,-31.093,-0.813,-0.553,-0.816,-2.047
162.210,49.695,35.807,-1.383,0.641,0.022,-0.346,-1.677
162.221,39.197,38.244,34.799,3.217,0.528,0.091,-1.269
162.231,27.722,39.632,25.237,3.355,1.000,0.557,-0.829
162.242,21.862,37.707,-14.180,0.668,1.296,0.938,-0.403
162.252,38.709,38.257,-32.770,-2.402,1.635,1.345,-0.013
162.263,36.145,35.237,-30.498,-3.190,1.864,1.621,0.344
162.273,20.398,32.970,13.077,-1.632,2.171,1.881,0.680
162.284,43.470,33.527,-0.312,-1.186,2.513,2.209,1.005
162.294,32.483,33.384,-10.434,-1.493,2.856,2.560,1.343
162.305,18.322,27.168,23.809,-0.039,3.065,2.690,1.644
162.315,20.276,24.069,32.513,1.905,3.273,2.839,1.899
162.325,32.849,24.037,-10.123,0.811,3.428,3.048,2.133
162.336,9.167,21.205,-41.929,-1.637,3.518,3.223,2.357
162.346,19.787,16.226,13.153,-0.546,3.611,3.232,2.514
162.357,1.598,11.058,49.333,3.041,3.661,3.183,2.637
162.367,1.232,9.466,24.775,1.940,3.645,3.192,2.726
162.378,-4.016,6.489,-41.972,-1.578,3.516,3.204,2.792
162.388,-1.453,1.640,-44.351,-2.118,3.370,3.072,2.795
162.398,-27.088,-5.199,24.131,0.259,3.287,2.849,2.750
162.409,-34.901,-11.262,32.829,1.380,3.112,2.587,2.650
162.419,-20.374,-15.178,-33.639,0.172,2.826,2.334,2.495
162.429,-3.528,-14.612,-15.168,-0.322,2.665,2.194,2.325
162.439,-9.387,-14.792,37.931,0.982,2.557,2.019,2.160
162.449,-17.933,-16.529,7.173,1.488,2.352,1.785,1.986
162.459,-9.754,-14.946,1.849,1.314,2.196,1.636,1.818
162.469,-24.158,-17.952,24.419,1.390,1.969,1.384,1.646
162.479,-52.846,-23.022,-5.084,0.739,1.628,1.052,1.436
162.489,-30.262,-23.634,-24.054,-0.391,1.320,0.800,1.191
162.499,-30.140,-26.387,3.533,0.193,1.016,0.488,0.929
162.509,-20.862,-27.253,33.037,1.155,0.771,0.182,0.653
162.519,-31.727,-27.949,-19.225,-0.399,0.436,-0.115,0.371
162.529,-35.023,-29.143,-6.696,0.122,0.202,-0.398,0.091
162.539,-46.864,-33.695,38.678,0.952,-0.177,-0.846,-0.226
162.549,-52.602,-36.078,11.176,1.173,-0.536,-1.228,-0.561
162.559,-51.259,-40.327,-19.400,-0.892,-1.066,-1.710,-0.946
162.569,-24.036,-38.430,-14.555,-0.962,-1.401,-2.044,-1.339
162.581,-24.525,-37.111,-17.487,-1.590,-1.853,-2.484,-1.799
162.592,-17.322,-32.462,-31.534,-2.330,-2.144,-2.718,-2.158
162.602,-23.670,-31.747,2.547,-1.648,-2.454,-3.043,-2.495
162.613,-24.525,-25.683,6.856,-1.050,-2.550,-3.160,-2.776
162.625,-28.919,-22.918,-7.919,-1.584,-2.754,-3.348,-3.045
162.637,-28.675,-18.648,24.183,-1.405,-2.796,-3.433,-3.264
162.647,6.115,-13.485,-47.637,-4.623,-2.894,-3.458,-3.425
162.657,18.078,-7.868,-38.183,-4.292,-2.793,-3.413,-3.533
162.667,-4.505,-5.270,61.342,-1.395,-2.706,-3.422,-3.591
162.677,-6.946,-4.304,13.783,-1.381,-2.689,-3.419,-3.620
162.687,7.580,-1.149,-41.213,-2.774,-2.663,-3.349,-3.639
162.697,32.117,3.344,-12.802,-3.340,-2.543,-3.216,-3.627
162.707,26.745,9.766,19.654,-2.161,-2.285,-3.022,-3.559
162.717,16.735,11.875,-0.561,-1.876,-2.096,-2.844,-3.435
162.728,16.613,14.657,-9.089,-1.854,-1.877,-2.627,-3.284
162.738,35.046,19.416,14.284,-0.864,-1.540,-2.342,-3.103
162.748,17.712,20.263,31.430,0.070,-1.229,-2.093,-2.877
162.759,27.478,21.805,29.779,0.214,-0.929,-1.833,-2.643
162.769,34.070,26.579,-15.525,-0.771,-0.571,-1.453,-2.381
162.779,42.859,29.687,-10.135,-1.564,-0.214,-1.087,-2.090
162.789,24.304,29.564,18.062,-0.658,0.132,-0.802,-1.787
162.801,56.165,33.893,5.042,-0.597,0.566,-0.358,-1.409
162.811,51.771,37.215,32.960,0.673,1.052,0.069,-1.045
162.821,33.582,38.311,-10.465,-0.687,1.421,0.473,-0.660
162.831,41.272,39.557,-29.125,-1.737,1.796,0.893,-0.274
162.841,31.018,38.847,2.083,-1.340,2.188,1.257,0.109
162.851,35.291,39.233,26.519,-0.804,2.605,1.633,0.498
162.862,5.016,38.005,-6.043,-1.150,2.975,2.012,0.898
162.872,33.826,36.372,-46.649,-2.345,3.245,2.326,1.254
162.882,39.685,35.353,-26.422,-3.117,3.510,2.628,1.581
162.892,35.413,37.056,43.999,0.096,4.015,3.019,1.929
162.902,50.672,38.004,11.630,-0.301,4.379,3.384,2.283
162.914,10.998,32.401,10.701,-0.231,4.645,3.636,2.677
162.924,17.102,26.910,-12.595,-0.732,4.768,3.779,2.947
162.934,38.465,25.758,-7.182,-0.774,4.964,3.977,3.177
162.944,4.650,20.387,27.559,0.369,5.097,4.044,3.380
162.954,-6.336,15.555,-6.402,-0.274,5.126,4.085,3.536
162.965,3.185,9.470,-34.151,-1.399,5.039,4.051,3.629
162.975,10.021,6.588,-26.287,-1.420,4.992,4.009,3.669
162.985,9.655,4.992,41.414,0.065,5.014,3.980,3.692
162.995,-23.914,-1.514,14.492,0.360,4.882,3.833,3.688
163.005,-13.538,-6.147,-15.830,-0.605,4.655,3.646,3.616
163.015,-10.730,-11.104,0.777,-0.635,4.367,3.359,3.481
163.026,-28.065,-16.465,28.008,0.335,4.102,3.037,3.307
163.036,-34.779,-23.433,12.761,0.757,3.649,2.580,3.064
163.046,-25.745,-25.327,-8.142,0.160,3.271,2.233,2.786
163.056,-36.732,-28.824,-32.190,-1.108,2.833,1.856,2.488
163.067,-44.057,-32.543,-1.063,-0.032,2.454,1.423,2.144
163.079,-29.774,-33.686,-33.942,-0.236,1.991,0.977,1.723
163.089,-46.254,-35.038,13.593,1.085,1.638,0.579,1.367
163.099,-44.911,-38.392,13.612,1.268,1.184,0.116,0.990
163.109,-51.747,-41.274,-8.103,0.739,0.685,-0.357,0.579
163.120,-47.230,-42.422,-8.702,0.570,0.246,-0.790,0.148
163.130,-49.428,-44.525,7.740,0.921,-0.241,-1.297,-0.302
163.141,-44.179,-44.918,32.153,1.332,-0.676,-1.760,-0.760
163.151,-48.451,-43.447,-10.704,0.549,-1.069,-2.127,-1.189
163.161,-36.366,-43.487,-32.950,-1.031,-1.590,-2.578,-1.648
163.172,-27.821,-38.615,-17.036,-0.925,-1.853,-2.845,-2.063
163.182,-16.468,-36.668,34.456,1.621,-2.061,-3.170,-2.441
163.193,-32.093,-35.405,43.493,4.482,-2.284,-3.469,-2.776
163.203,-34.046,-34.262,23.814,5.062,-2.527,-3.734,-3.083
163.214,-9.876,-28.037,-10.265,3.271,-2.738,-3.849,-3.361
163.224,-14.881,-26.162,-38.883,0.686,-3.049,-4.036,-3.609
163.235,-10.486,-18.141,-40.855,-1.035,-3.112,-4.008,-3.808
163.245,17.468,-11.809,-39.327,-1.321,-3.121,-3.993,-3.951
163.256,-0.720,-7.351,-31.252,-1.100,-3.095,-3.945,-4.025
163.266,17.102,-1.757,0.107,-0.647,-2.979,-3.827,-4.049
163.277,16.247,3.521,12.866,0.038,-2.774,-3.651,-4.009
163.287,30.530,11.793,-4.757,-0.100,-2.490,-3.358,-3.906
163.299,6.481,15.107,13.319,-0.184,-2.169,-3.038,-3.696
163.311,37.732,22.761,26.278,0.133,-1.692,-2.598,-3.440
163.321,33.215,27.350,-2.983,-0.663,-1.326,-2.191,-3.159
163.331,49.329,31.727,-13.753,-2.055,-0.935,-1.766,-2.842
163.342,47.010,36.060,-12.463,-2.334,-0.476,-1.290,-2.477
163.352,55.189,38.021,3.676,-1.731,-0.040,-0.887,-2.096
163.363,34.436,38.732,34.751,0.143,0.429,-0.480,-1.687
163.373,34.436,39.903,24.904,0.714,0.887,-0.022,-1.259
163.384,55.799,43.461,-40.152,-1.933,1.277,0.499,-0.826
163.394,40.174,44.242,-51.236,-3.702,1.569,0.935,-0.394
163.404,32.239,44.424,-18.692,-3.377,1.987,1.362,0.033
163.414,42.859,42.146,-3.128,-3.172,2.362,1.720,0.442
163.424,36.756,41.255,44.047,-1.019,2.868,2.089,0.841
163.434,32.239,39.733,16.301,-0.773,3.192,2.398,1.224
163.444,34.436,37.879,-47.861,-3.631,3.397,2.722,1.590
163.454,51.038,37.305,6.246,-2.026,3.768,3.045,1.931
163.464,18.689,33.745,48.629,0.006,4.082,3.273,2.265
163.475,13.195,30.954,-18.926,-1.639,4.245,3.497,2.566
163.485,26.013,28.806,-30.328,-1.599,4.446,3.717,2.834
163.495,7.946,24.414,33.719,-0.591,4.592,3.831,3.069
163.505,22.229,23.407,3.077,-0.560,4.753,3.997,3.277
163.515,17.224,22.128,-14.562,-0.832,4.909,4.169,3.476
163.525,5.382,19.597,3.746,-0.643,5.019,4.276,3.653
163.535,-1.331,14.388,-7.186,-1.055,5.021,4.290,3.790
163.547,1.598,7.405,-19.802,-1.225,4.914,4.179,3.864
163.557,10.021,4.694,8.378,-0.253,4.859,4.101,3.878
163.567,-19.031,-0.433,5.217,-0.360,4.667,3.947,3.864
163.577,-29.652,-7.424,-19.589,-1.112,4.365,3.692,3.785
163.587,-35.389,-15.788,26.381,0.309,4.040,3.320,3.628
163.597,-30.628,-20.946,-11.307,-0.697,3.652,2.968,3.408
163.607,-6.214,-20.636,-29.263,-1.041,3.412,2.731,3.162
163.617,-36.854,-21.001,29.533,0.324,3.202,2.492,2.932
163.627,-42.103,-22.884,2.839,-0.034,2.886,2.197,2.689
163.638,-12.928,-23.055,-25.228,-1.332,2.619,1.952,2.428
163.648,-33.924,-24.679,3.237,-0.713,2.342,1.645,2.161
163.658,-41.127,-29.527,14.033,-0.201,1.940,1.227,1.866
163.670,-57.729,-39.050,-5.887,-0.495,1.275,0.576,1.430
