R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,70,10,70,10,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
297.522,51.618,0.757,1.280,-1.263,-0.791,-2.288
297.534,55.536,0.784,1.239,-0.481,-0.011,-1.624
297.545,58.415,0.415,1.113,0.257,0.759,-0.940
297.556,58.226,0.204,0.983,0.858,1.388,-0.288
297.568,59.436,0.004,0.852,1.550,2.099,0.405
297.580,59.376,0.050,0.763,2.223,2.769,1.100
297.592,58.770,0.058,0.703,2.887,3.434,1.792
297.604,57.019,-0.290,0.642,3.458,4.061,2.472
297.616,55.904,-0.422,0.568,4.038,4.664,3.123
297.627,55.137,-1.091,0.437,4.624,5.277,3.760
297.639,51.069,-1.609,0.268,5.074,5.735,4.355
297.651,45.067,-1.466,0.119,5.427,6.054,4.880
297.663,39.006,-1.336,-0.048,5.691,6.304,5.323
297.675,31.519,-0.646,-0.160,5.855,6.440,5.690
297.687,22.861,0.636,-0.174,5.906,6.447,5.965
297.699,14.556,1.416,-0.057,5.829,6.389,6.153
297.711,6.865,1.343,0.094,5.647,6.239,6.240
297.722,-1.123,0.407,0.178,5.351,5.989,6.232
297.734,-8.026,-0.034,0.193,5.012,5.682,6.127
297.746,-13.960,-0.605,0.141,4.650,5.344,5.955
297.757,-21.123,-1.960,-0.042,4.167,4.894,5.697
297.769,-26.332,-2.601,-0.354,3.680,4.405,5.351
297.781,-33.201,-4.546,-0.747,3.008,3.815,4.937
297.792,-42.185,-4.240,-1.142,2.289,3.074,4.438
297.804,-48.819,-2.684,-1.392,1.614,2.315,3.857
297.815,-53.849,-1.385,-1.474,0.911,1.551,3.231
297.827,-56.702,-2.178,-1.547,0.143,0.817,2.567
297.837,-58.503,-2.682,-1.660,-0.567,0.124,1.911
297.848,-61.862,-1.242,-1.676,-1.258,-0.615,1.254
297.860,-62.441,-0.531,-1.620,-2.018,-1.383,0.483
297.872,-62.047,-1.810,-1.631,-2.798,-2.096,-0.267
297.884,-61.550,-2.680,-1.820,-3.524,-2.814,-1.019
297.896,-58.636,-3.340,-1.990,-4.152,-3.441,-1.740
297.907,-52.603,-4.878,-2.326,-4.700,-3.945,-2.413
297.919,-43.012,-4.196,-2.648,-5.023,-4.281,-2.990
297.929,-35.097,-4.590,-2.834,-5.237,-4.466,-3.385
297.940,-28.440,-3.543,-2.948,-5.358,-4.619,-3.713
297.950,-23.691,-1.760,-2.893,-5.399,-4.739,-3.962
297.960,-18.635,-3.300,-2.858,-5.496,-4.776,-4.157
297.971,-13.836,-2.780,-2.866,-5.492,-4.821,-4.316
297.981,-6.462,-1.399,-2.736,-5.293,-4.729,-4.400
297.991,3.240,-1.542,-2.606,-5.013,-4.473,-4.391
298.001,8.806,-1.518,-2.485,-4.783,-4.252,-4.305
298.011,13.867,-1.541,-2.369,-4.499,-3.969,-4.163
298.022,21.628,-1.028,-2.244,-4.060,-3.564,-3.957
298.032,28.177,-1.573,-2.121,-3.629,-3.130,-3.683
298.042,32.634,-1.357,-2.038,-3.171,-2.705,-3.355
298.052,37.784,-0.266,-1.887,-2.633,-2.213,-2.975
298.063,45.546,-1.978,-1.803,-2.069,-1.561,-2.529
298.073,52.388,-2.040,-1.812,-1.366,-0.870,-2.015
298.083,54.419,-1.271,-1.763,-0.710,-0.257,-1.460
298.093,54.238,-0.531,-1.641,-0.167,0.286,-0.900
298.104,54.921,-0.719,-1.533,0.366,0.840,-0.346
298.114,54.260,-1.350,-1.488,0.882,1.383,0.206
298.124,54.540,-0.780,-1.424,1.426,1.918,0.744
298.134,56.148,-1.193,-1.354,1.992,2.506,1.293
298.144,55.954,-1.664,-1.342,2.531,3.059,1.848
298.155,55.296,-1.367,-1.330,3.056,3.565,2.393
298.165,52.385,0.937,-1.129,3.579,4.014,2.928
298.175,45.429,0.830,-0.937,3.845,4.300,3.408
298.186,40.139,-0.111,-0.833,4.037,4.554,3.812
298.196,36.795,-2.249,-0.920,4.217,4.844,4.170
298.206,30.177,-1.246,-0.977,4.358,4.976,4.469
298.216,24.530,-0.357,-0.936,4.439,5.034,4.694
298.226,18.397,0.175,-0.812,4.523,5.092,4.883
298.236,11.189,-0.501,-0.749,4.412,5.009,4.983
298.247,7.765,-1.029,-0.759,4.355,4.976,5.032
298.257,1.431,-0.445,-0.736,4.209,4.808,5.030
298.267,-5.892,0.824,-0.613,3.992,4.540,4.962
298.277,-13.628,-0.079,-0.504,3.618,4.220,4.828
298.288,-22.407,-0.789,-0.495,3.136,3.781,4.602
298.298,-28.833,-0.603,-0.529,2.666,3.291,4.291
298.308,-36.452,0.213,-0.479,2.145,2.722,3.919
298.318,-40.948,1.490,-0.318,1.695,2.194,3.500
298.328,-44.888,0.008,-0.204,1.075,1.635,3.034
298.339,-46.134,-0.932,-0.226,0.576,1.148,2.551
298.349,-49.039,-0.884,-0.309,0.011,0.570,2.034
298.359,-50.791,0.158,-0.286,-0.517,-0.008,1.504
298.369,-53.129,2.222,-0.084,-0.989,-0.580,0.969
298.379,-53.161,1.563,0.138,-1.584,-1.132,0.424
298.390,-53.183,0.463,0.218,-2.141,-1.640,-0.109
298.400,-53.627,-0.731,0.148,-2.773,-2.201,-0.666
298.410,-50.782,-0.022,0.127,-3.193,-2.653,-1.192
298.420,-49.076,1.801,0.253,-3.567,-3.112,-1.690
298.430,-48.149,1.582,0.381,-4.044,-3.568,-2.168
298.440,-45.611,-0.102,0.394,-4.507,-3.942,-2.624
298.451,-41.376,-0.412,0.334,-4.818,-4.233,-3.043
298.461,-39.129,0.050,0.302,-5.093,-4.529,-3.419
298.471,-34.142,0.547,0.297,-5.301,-4.765,-3.769
298.481,-28.323,0.542,0.314,-5.421,-4.887,-4.053
298.491,-22.498,0.294,0.311,-5.506,-4.960,-4.277
298.503,-17.778,0.105,0.244,-5.559,-5.014,-4.464
298.513,-12.625,0.076,0.206,-5.552,-5.006,-4.588
298.524,-3.977,-0.718,0.128,-5.405,-4.834,-4.644
298.534,4.464,-1.676,-0.004,-5.159,-4.567,-4.609
298.545,10.635,-1.695,-0.142,-4.861,-4.299,-4.502
298.555,16.237,-0.627,-0.208,-4.514,-4.035,-4.349
298.565,22.017,0.681,-0.204,-4.111,-3.699,-4.132
298.576,29.687,0.428,-0.170,-3.616,-3.204,-3.828
298.586,37.981,0.653,-0.111,-2.991,-2.578,-3.429
298.597,42.089,0.064,-0.089,-2.433,-2.003,-2.975
298.607,48.824,-0.991,-0.156,-1.841,-1.340,-2.484
298.618,52.519,0.315,-0.180,-1.132,-0.675,-1.928
298.628,53.410,1.606,-0.020,-0.487,-0.102,-1.358
298.638,56.566,-0.728,-0.007,0.076,0.550,-0.779
298.649,60.610,-2.198,-0.181,0.724,1.256,-0.174
298.659,62.835,-1.220,-0.335,1.458,1.961,0.464
298.670,61.710,-0.506,-0.397,2.094,2.555,1.100
298.680,62.050,-2.016,-0.516,2.664,3.191,1.726
298.691,61.340,-2.852,-0.719,3.234,3.794,2.339
298.701,60.348,-1.914,-0.857,3.859,4.386,2.952
298.712,53.994,0.881,-0.782,4.331,4.779,3.520
298.722,49.830,2.278,-0.526,4.807,5.193,4.045
298.733,40.883,1.650,-0.223,5.009,5.420,4.504
298.743,35.995,-1.431,-0.226,5.139,5.658,4.865
298.754,29.915,-2.027,-0.362,5.280,5.822,5.165
298.764,22.487,0.054,-0.384,5.377,5.834,5.384
298.775,15.344,2.395,-0.187,5.392,5.774,5.537
298.785,5.947,2.789,0.074,5.222,5.592,5.613
298.796,-1.185,2.279,0.312,5.001,5.401,5.604
298.806,-9.005,0.177,0.359,4.626,5.102,5.506
298.817,-16.158,-1.307,0.242,4.192,4.734,5.320
298.827,-21.257,-1.038,0.120,3.808,4.327,5.064
298.837,-28.025,0.380,0.125,3.394,3.853,4.766
298.848,-34.167,2.016,0.280,2.902,3.300,4.399
298.858,-38.272,3.325,0.545,2.422,2.768,3.997
298.869,-42.487,3.602,0.817,1.910,2.245,3.566
298.879,-46.166,1.563,0.923,1.297,1.697,3.091
298.890,-48.065,-1.868,0.723,0.612,1.146,2.570
298.900,-47.340,-3.910,0.311,0.029,0.643,2.031
298.911,-50.015,-3.312,-0.072,-0.535,0.038,1.485
298.921,-53.939,-2.070,-0.305,-1.119,-0.618,0.918
298.932,-53.292,-1.723,-0.453,-1.665,-1.199,0.329
298.942,-52.826,-1.446,-0.552,-2.196,-1.735,-0.236
298.953,-54.236,-0.778,-0.587,-2.777,-2.327,-0.802
298.963,-52.995,-0.135,-0.567,-3.284,-2.856,-1.364
298.973,-51.645,0.687,-0.468,-3.749,-3.346,-1.897
298.984,-50.441,1.040,-0.328,-4.220,-3.824,-2.409
298.994,-48.191,1.608,-0.153,-4.622,-4.247,-2.900
299.005,-43.322,2.267,0.066,-4.902,-4.566,-3.345
299.015,-39.861,1.993,0.256,-5.184,-4.853,-3.742
299.026,-33.406,1.216,0.371,-5.411,-5.036,-4.091
299.036,-28.111,-0.823,0.338,-5.605,-5.161,-4.377
299.047,-20.622,-1.671,0.178,-5.665,-5.189,-4.606
299.057,-12.670,-1.527,0.018,-5.608,-5.123,-4.752
299.068,-5.251,-1.128,-0.095,-5.446,-4.964,-4.807
299.078,-0.533,-0.925,-0.166,-5.309,-4.841,-4.809
299.089,5.974,-0.371,-0.198,-5.061,-4.621,-4.753
299.101,15.770,0.276,-0.061,-4.615,-4.244,-4.580
299.113,23.631,-0.454,0.037,-4.147,-3.784,-4.301
299.125,26.549,-1.160,-0.011,-3.735,-3.402,-3.976
299.136,34.044,-1.242,-0.142,-3.139,-2.841,-3.589
299.148,39.366,-0.737,-0.274,-2.531,-2.246,-3.126
299.160,48.556,-0.350,-0.371,-1.765,-1.481,-2.580
299.172,50.820,-1.081,-0.506,-1.148,-0.814,-1.972
299.182,50.101,-2.072,-0.641,-0.671,-0.307,-1.456
299.192,52.713,-1.258,-0.787,-0.065,0.230,-0.953
299.204,54.838,-0.805,-0.790,0.628,0.891,-0.316
299.216,55.075,-0.362,-0.770,1.302,1.543,0.334
299.228,55.564,-1.054,-0.836,1.968,2.198,0.975
299.240,53.006,-1.610,-1.024,2.513,2.758,1.597
299.252,49.879,-1.139,-1.134,3.010,3.249,2.172
299.263,46.755,-0.539,-1.108,3.473,3.689,2.703
299.276,45.558,-0.288,-0.971,4.007,4.213,3.242
299.287,35.873,-0.822,-0.854,4.180,4.441,3.693
299.299,28.341,-1.282,-0.817,4.262,4.554,4.012
299.310,26.711,-0.053,-0.782,4.515,4.756,4.264
299.320,20.170,1.566,-0.602,4.604,4.791,4.478
299.331,15.290,1.634,-0.365,4.590,4.802,4.639
299.342,8.626,0.581,-0.220,4.433,4.707,4.733
299.354,3.347,0.161,-0.160,4.293,4.584,4.757
299.365,-4.521,0.705,-0.077,4.068,4.340,4.715
299.376,-11.726,1.425,0.056,3.774,4.029,4.595
299.387,-16.414,1.184,0.179,3.428,3.710,4.406
299.398,-21.642,-0.276,0.191,2.978,3.330,4.154
299.409,-26.030,-1.516,0.097,2.503,2.921,3.850
299.420,-30.034,-1.404,-0.013,2.020,2.467,3.492
299.432,-34.235,-0.619,-0.096,1.558,1.984,3.105
299.443,-37.468,0.105,-0.101,1.091,1.475,2.672
299.454,-40.418,-0.449,-0.127,0.543,0.955,2.216
299.465,-41.051,-2.086,-0.264,0.027,0.504,1.744
299.476,-38.728,-3.120,-0.491,-0.396,0.129,1.276
299.487,-35.665,-3.971,-0.840,-0.785,-0.211,0.832
299.499,-32.888,-3.749,-1.131,-1.106,-0.519,0.424
299.510,-29.856,-3.639,-1.367,-1.405,-0.779,0.056
299.521,-25.125,-3.351,-1.550,-1.611,-0.946,-0.265
299.533,-17.798,-2.956,-1.687,-1.636,-0.972,-0.523
299.545,-11.871,-2.250,-1.775,-1.620,-0.998,-0.715
299.556,-7.052,-1.501,-1.796,-1.546,-0.979,-0.835
299.568,1.818,-0.861,-1.748,-1.243,-0.736,-0.862
299.580,10.408,-0.476,-1.650,-0.850,-0.401,-0.788
299.592,15.535,-0.216,-1.514,-0.503,-0.082,-0.624
299.604,22.100,-0.083,-1.343,-0.095,0.318,-0.401
299.615,29.394,0.171,-1.136,0.443,0.835,-0.092
299.627,35.629,0.653,-0.900,1.055,1.397,0.297
299.639,40.079,0.811,-0.638,1.697,1.981,0.758
299.651,43.154,1.147,-0.388,2.307,2.531,1.242
299.663,46.532,1.225,-0.184,2.938,3.135,1.763
299.675,49.145,1.462,-0.006,3.584,3.765,2.325
299.686,51.444,1.962,0.192,4.227,4.389,2.904
299.698,51.822,2.477,0.421,4.853,4.994,3.504
299.710,53.016,3.178,0.700,5.503,5.617,4.106
299.722,52.275,3.900,1.037,6.092,6.181,4.712
299.733,50.136,3.763,1.393,6.596,6.704,5.304
299.745,46.888,4.743,1.762,7.073,7.152,5.857
299.757,43.414,4.921,2.120,7.482,7.551,6.371
299.769,37.732,5.778,2.524,7.802,7.832,6.838
299.781,31.326,6.741,2.996,8.014,8.025,7.232
299.793,24.639,6.848,3.418,8.086,8.105,7.540
299.805,17.584,7.904,3.901,8.108,8.093,7.769
299.816,8.905,7.688,4.392,7.945,7.962,7.910
299.828,-0.832,7.452,4.775,7.688,7.736,7.954
299.839,-9.252,6.122,5.010,7.309,7.429,7.879
299.850,-14.386,4.944,5.075,6.932,7.154,7.733
299.862,-24.562,4.849,5.131,6.344,6.665,7.474
299.874,-34.724,5.350,5.194,5.726,6.032,7.085
299.884,-42.272,4.514,5.166,5.046,5.404,6.655
299.895,-49.307,3.140,5.005,4.261,4.727,6.151
299.905,-57.378,3.589,4.843,3.446,3.903,5.556
299.916,-62.917,3.491,4.707,2.628,3.097,4.898
299.926,-68.982,3.229,4.547,1.790,2.284,4.205
299.937,-71.160,3.691,4.417,1.018,1.499,3.465
299.947,-73.484,3.016,4.273,0.168,0.675,2.696
299.957,-74.072,1.027,3.984,-0.668,-0.074,1.928
299.968,-74.889,1.344,3.682,-1.457,-0.888,1.136
299.978,-78.071,3.125,3.552,-2.248,-1.736,0.350
299.989,-74.927,2.580,3.459,-3.015,-2.445,-0.439
299.999,-70.828,1.540,3.300,-3.734,-3.083,-1.189
300.010,-68.117,2.238,3.164,-4.358,-3.703,-1.894
300.020,-62.465,3.459,3.131,-4.808,-4.195,-2.545
300.031,-58.068,3.013,3.091,-5.318,-4.663,-3.135
300.041,-53.663,1.633,2.954,-5.830,-5.087,-3.684
