R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000100,20,250,1,250,1,50,500,0,0
sysTime,GPT1X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
592.735,0.639,0.389,0.275,0.182,0.174,0.188
592.747,-0.127,0.166,0.234,0.167,0.162,0.190
592.758,-0.969,0.127,0.244,0.134,0.131,0.184
592.770,-0.520,0.106,0.215,0.148,0.145,0.180
592.782,0.089,0.266,0.178,0.164,0.159,0.176
592.794,0.494,0.430,0.188,0.186,0.178,0.182
592.806,0.935,0.283,0.193,0.191,0.186,0.186
592.818,0.497,0.355,0.203,0.201,0.195,0.195
592.829,2.193,0.309,0.211,0.252,0.247,0.210
592.841,2.301,0.244,0.231,0.279,0.275,0.236
592.853,2.378,0.015,0.242,0.314,0.313,0.267
592.865,1.633,-0.083,0.206,0.319,0.320,0.289
592.877,1.657,-0.116,0.124,0.326,0.328,0.303
592.889,0.595,0.006,0.061,0.307,0.306,0.314
592.901,0.248,0.023,0.043,0.297,0.297,0.316
592.912,0.698,0.335,0.069,0.316,0.309,0.318
592.924,1.044,0.206,0.096,0.340,0.335,0.329
592.936,0.882,0.311,0.151,0.342,0.334,0.336
592.948,1.519,0.416,0.167,0.383,0.372,0.354
592.960,0.684,0.235,0.187,0.393,0.385,0.375
592.972,0.323,0.433,0.213,0.389,0.377,0.376
592.983,0.035,0.354,0.245,0.384,0.374,0.376
592.995,-0.340,0.399,0.244,0.369,0.357,0.372
593.007,0.236,0.189,0.255,0.367,0.358,0.368
593.019,1.666,0.518,0.279,0.428,0.412,0.382
593.031,1.839,0.319,0.285,0.446,0.434,0.402
593.043,1.972,0.189,0.298,0.484,0.474,0.428
593.054,1.187,0.577,0.303,0.501,0.484,0.451
593.066,0.599,0.214,0.310,0.491,0.480,0.460
593.078,1.296,0.214,0.302,0.536,0.526,0.479
593.090,3.085,0.205,0.305,0.615,0.603,0.507
593.102,0.830,0.630,0.330,0.594,0.572,0.530
593.114,-2.943,2.108,0.479,0.486,0.446,0.512
593.126,-4.566,1.034,0.593,0.407,0.381,0.471
593.137,-3.785,0.756,0.609,0.402,0.383,0.435
593.149,-3.486,1.665,0.666,0.425,0.395,0.415
593.161,-6.499,2.335,0.826,0.318,0.282,0.363
593.173,-8.444,2.112,0.981,0.179,0.152,0.275
593.185,-5.496,2.151,1.145,0.196,0.166,0.205
593.197,-8.504,1.841,1.290,0.038,0.016,0.130
593.209,-21.531,1.391,1.375,-0.436,-0.446,-0.039
593.221,-26.268,1.175,1.387,-0.821,-0.818,-0.309
593.232,-33.397,1.189,1.361,-1.329,-1.328,-0.656
593.244,-33.610,1.038,1.270,-1.709,-1.705,-1.047
593.256,-29.740,0.982,1.170,-1.961,-1.958,-1.409
593.268,-31.611,1.610,1.133,-2.363,-2.366,-1.776
593.280,-28.174,1.214,1.146,-2.649,-2.645,-2.126
593.292,-23.232,0.617,1.106,-2.864,-2.849,-2.439
593.304,-16.111,-0.830,0.876,-2.924,-2.885,-2.658
593.316,-6.973,-0.678,0.556,-2.793,-2.766,-2.780
593.328,4.899,-0.446,0.313,-2.490,-2.469,-2.774
593.339,15.731,-0.351,0.197,-2.114,-2.095,-2.645
593.351,25.802,-0.418,0.151,-1.665,-1.641,-2.399
593.363,36.659,-1.275,0.042,-1.038,-1.005,-2.016
593.375,45.717,-1.145,-0.138,-0.293,-0.267,-1.509
593.387,50.201,-0.839,-0.279,0.407,0.425,-0.930
593.399,53.207,-0.542,-0.367,1.080,1.090,-0.322
593.411,55.239,-0.866,-0.409,1.768,1.780,0.331
593.423,56.593,-1.412,-0.471,2.466,2.479,0.993
593.435,55.217,-2.198,-0.627,3.101,3.118,1.657
593.446,49.331,-2.085,-0.878,3.578,3.584,2.266
593.458,39.146,-1.784,-1.057,3.874,3.869,2.778
593.470,29.131,-1.976,-1.138,4.029,4.023,3.164
593.482,15.605,-1.701,-1.211,3.941,3.926,3.406
593.494,1.391,-1.819,-1.282,3.717,3.698,3.496
593.506,-14.509,-2.217,-1.428,3.224,3.198,3.382
593.518,-30.497,-2.500,-1.673,2.544,2.510,3.082
593.530,-43.122,-1.902,-1.803,1.801,1.750,2.618
593.540,-54.581,-1.370,-1.772,0.992,0.924,2.104
593.552,-60.268,-1.095,-1.709,0.145,0.073,1.405
593.564,-67.203,-0.756,-1.617,-0.776,-0.853,0.634
593.575,-69.782,-0.760,-1.468,-1.624,-1.701,-0.173
593.587,-69.301,-0.573,-1.415,-2.428,-2.512,-0.999
593.599,-66.876,0.290,-1.326,-3.156,-3.253,-1.807
593.611,-60.215,0.778,-1.071,-3.751,-3.855,-2.559
593.623,-50.988,0.877,-0.782,-4.159,-4.266,-3.198
593.635,-35.705,1.181,-0.541,-4.259,-4.371,-3.685
593.647,-21.234,0.697,-0.392,-4.257,-4.362,-4.010
593.659,-6.222,0.289,-0.271,-4.058,-4.157,-4.154
593.671,8.659,-0.511,-0.203,-3.657,-3.742,-4.108
593.683,24.166,-0.913,-0.244,-3.069,-3.154,-3.889
593.694,41.744,-0.739,-0.317,-2.241,-2.327,-3.476
593.706,56.364,-0.613,-0.359,-1.327,-1.415,-2.885
593.718,66.632,-0.049,-0.319,-0.318,-0.418,-2.134
593.730,72.110,-0.144,-0.266,0.654,0.557,-1.299
593.742,74.406,0.162,-0.225,1.573,1.472,-0.427
593.754,73.171,0.961,-0.137,2.431,2.303,0.445
593.766,70.452,1.065,0.093,3.232,3.102,1.303
593.778,60.213,0.618,0.240,3.742,3.619,2.071
593.790,49.756,0.201,0.223,4.136,4.021,2.719
593.801,40.285,0.793,0.254,4.441,4.313,3.243
593.813,27.095,-0.456,0.230,4.489,4.381,3.622
593.825,13.223,-1.189,0.022,4.353,4.255,3.835
593.837,1.188,-2.556,-0.244,4.104,4.030,3.895
593.849,-12.888,-1.390,-0.519,3.699,3.607,3.805
593.861,-25.490,-1.391,-0.616,3.141,3.047,3.552
593.873,-36.157,-1.509,-0.728,2.491,2.400,3.161
593.885,-47.196,-0.796,-0.790,1.747,1.640,2.656
593.896,-56.003,-1.421,-0.784,0.882,0.789,2.020
593.908,-63.045,-1.366,-0.925,0.011,-0.085,1.305
593.920,-68.668,-1.667,-1.007,-0.943,-1.032,0.494
593.932,-70.836,-1.873,-1.124,-1.860,-1.941,-0.351
593.944,-70.684,-0.624,-1.108,-2.689,-2.797,-1.201
593.956,-64.031,-1.463,-0.978,-3.335,-3.437,-1.998
593.968,-56.974,-2.259,-1.018,-3.886,-3.968,-2.709
593.980,-45.967,-1.688,-1.075,-4.244,-4.317,-3.315
593.992,-35.221,-0.908,-1.076,-4.428,-4.517,-3.777
594.003,-19.029,0.112,-1.026,-4.339,-4.431,-4.077
594.015,-3.242,0.693,-0.866,-4.053,-4.168,-4.185
594.027,14.335,0.607,-0.678,-3.537,-3.656,-4.091
594.039,30.649,0.135,-0.603,-2.866,-2.959,-3.794
594.051,44.613,-0.144,-0.570,-2.072,-2.164,-3.329
594.063,59.482,-0.087,-0.520,-1.089,-1.174,-2.696
594.075,71.526,0.242,-0.453,-0.006,-0.100,-1.904
594.087,78.037,0.580,-0.285,1.065,0.970,-0.996
594.098,81.808,0.918,-0.079,2.138,2.027,-0.034
594.110,80.809,1.278,0.074,3.083,2.958,0.933
594.122,76.863,2.053,0.202,3.943,3.809,1.873
594.134,69.128,1.533,0.447,4.614,4.480,2.737
594.146,58.195,1.064,0.630,5.109,4.968,3.484
594.158,43.048,0.970,0.738,5.322,5.168,4.061
594.170,29.666,0.423,0.755,5.390,5.247,4.472
594.182,14.792,-0.563,0.688,5.263,5.127,4.713
594.194,-3.625,-1.285,0.419,4.867,4.726,4.748
594.205,-19.893,-1.030,0.188,4.322,4.178,4.582
594.217,-34.752,-0.785,0.071,3.632,3.483,4.234
594.229,-48.307,-1.957,-0.083,2.796,2.672,3.729
594.241,-61.332,-3.111,-0.458,1.808,1.719,3.067
594.253,-68.063,-2.457,-0.812,0.878,0.776,2.279
594.265,-75.415,-3.526,-1.173,-0.162,-0.257,1.407
594.277,-85.284,-4.927,-1.649,-1.356,-1.435,0.436
594.289,-86.435,-4.166,-2.068,-2.395,-2.484,-0.600
594.301,-79.990,-3.599,-2.348,-3.265,-3.357,-1.615
594.312,-70.252,-3.617,-2.574,-3.975,-4.070,-2.536
594.324,-58.644,-3.289,-2.698,-4.482,-4.583,-3.311
594.336,-43.192,-2.307,-2.699,-4.691,-4.812,-3.906
594.348,-30.096,-2.036,-2.606,-4.784,-4.908,-4.321
594.360,-15.425,-2.004,-2.505,-4.676,-4.795,-4.569
594.372,1.268,-1.810,-2.423,-4.351,-4.473,-4.643
594.384,20.572,-2.479,-2.421,-3.745,-3.867,-4.496
594.396,39.096,-1.873,-2.451,-2.910,-3.043,-4.119
594.408,56.451,-0.071,-2.341,-1.908,-2.053,-3.535
594.418,64.564,-1.176,-2.128,-1.101,-1.240,-2.914
594.430,75.899,-0.596,-2.078,0.071,-0.094,-2.054
594.442,82.472,1.584,-1.852,1.185,1.009,-1.098
594.453,83.662,1.293,-1.473,2.211,2.049,-0.089
594.465,82.034,1.551,-1.112,3.149,2.986,0.894
594.477,83.486,2.064,-0.536,4.146,3.983,1.880
594.489,73.873,0.771,-0.128,4.811,4.660,2.810
594.501,63.304,0.707,0.076,5.373,5.229,3.625
594.513,45.998,0.688,0.195,5.596,5.454,4.260
594.525,28.184,0.579,0.275,5.575,5.432,4.669
594.537,7.135,0.095,0.372,5.225,5.088,4.843
594.549,-8.489,-0.219,0.420,4.804,4.667,4.811
594.561,-33.009,-2.142,0.258,3.921,3.805,4.533
594.572,-50.281,-1.654,0.028,2.960,2.842,3.998
594.584,-65.126,-1.310,-0.132,1.882,1.759,3.276
594.596,-80.731,-0.655,-0.168,0.578,0.450,2.366
594.608,-91.004,0.023,-0.028,-0.728,-0.862,1.317
594.620,-94.342,-1.020,0.043,-1.946,-2.066,0.198
594.632,-91.414,-0.907,0.016,-2.999,-3.115,-0.917
594.642,-85.567,-0.036,-0.001,-3.740,-3.868,-1.829
594.653,-76.118,0.427,0.068,-4.334,-4.468,-2.681
594.664,-63.360,2.920,0.259,-4.724,-4.891,-3.433
594.675,-50.819,4.219,0.600,-4.967,-5.150,-4.015
594.685,-34.556,4.494,0.971,-4.942,-5.124,-4.440
594.697,-16.000,4.964,1.291,-4.655,-4.834,-4.682
594.708,0.291,3.839,1.514,-4.254,-4.421,-4.731
594.719,17.785,2.796,1.610,-3.620,-3.779,-4.587
594.731,33.131,2.583,1.674,-2.832,-2.991,-4.253
594.742,44.453,1.517,1.694,-2.053,-2.193,-3.789
594.754,50.662,0.019,1.543,-1.274,-1.395,-3.198
594.766,48.730,-0.438,1.354,-0.730,-0.845,-2.600
594.777,41.460,-0.616,1.153,-0.454,-0.566,-2.100
594.789,20.365,-0.462,0.981,-0.718,-0.830,-1.742
594.801,-10.723,-0.344,0.819,-1.559,-1.671,-1.693
594.812,-52.409,-0.790,0.649,-3.178,-3.282,-2.095
594.824,-97.967,-0.716,0.484,-5.402,-5.508,-3.003
594.835,-144.001,-0.005,0.388,-8.136,-8.262,-4.434
594.847,-187.613,-0.629,0.310,-11.329,-11.446,-6.372
594.858,-223.440,-1.687,0.178,-14.807,-14.906,-8.787
594.870,-250.082,-2.220,-0.032,-18.351,-18.439,-11.550
594.881,-261.728,-2.605,-0.296,-21.691,-21.770,-14.525
594.893,-258.095,-2.607,-0.560,-24.635,-24.717,-17.579
594.905,-235.933,-2.396,-0.756,-26.835,-26.917,-20.440
594.916,-197.916,-2.036,-0.888,-28.139,-28.225,-22.799
594.927,-148.628,-1.848,-0.990,-28.561,-28.652,-24.557
594.938,-89.918,-1.202,-1.110,-28.103,-28.200,-25.772
594.949,-24.623,-1.355,-1.110,-26.828,-26.919,-26.296
594.960,42.292,-1.346,-1.085,-24.743,-24.834,-26.075
594.971,107.050,-1.435,-1.171,-21.939,-22.032,-25.109
594.983,161.977,-1.891,-1.240,-18.776,-18.863,-23.486
594.994,209.359,-2.044,-1.297,-15.251,-15.331,-21.295
595.005,242.939,-2.048,-1.384,-11.627,-11.708,-18.633
595.016,266.234,-2.899,-1.528,-8.086,-8.154,-15.728
595.027,273.045,-4.190,-1.774,-4.854,-4.907,-12.698
595.038,270.851,-4.856,-2.044,-1.923,-1.978,-9.681
595.050,255.207,-3.720,-2.236,0.576,0.506,-6.720
595.061,230.511,-2.531,-2.378,2.608,2.513,-4.017
595.072,200.544,-3.183,-2.465,4.136,4.062,-1.623
595.083,166.258,-4.098,-2.591,5.163,5.094,0.376
595.094,128.027,-3.930,-2.792,5.692,5.618,1.972
595.106,88.345,-1.998,-2.773,5.739,5.639,3.130
595.117,47.822,-1.030,-2.630,5.334,5.203,3.843
595.128,14.471,-1.263,-2.521,4.706,4.570,4.158
595.139,-15.131,-1.526,-2.409,3.806,3.678,4.109
595.151,-35.726,-2.320,-2.365,2.866,2.751,3.781
595.162,-49.790,-2.602,-2.397,1.959,1.848,3.275
595.173,-59.881,-2.402,-2.425,1.033,0.917,2.638
595.184,-65.143,-1.915,-2.408,0.171,0.046,1.920
595.195,-64.427,-1.230,-2.319,-0.502,-0.636,1.197
595.206,-61.075,-0.824,-2.160,-1.069,-1.210,0.504
595.217,-54.821,-0.669,-1.965,-1.506,-1.649,-0.128
595.228,-47.260,-0.740,-1.789,-1.862,-2.002,-0.669
595.239,-36.384,-1.152,-1.663,-2.061,-2.193,-1.134
595.250,-27.118,-1.757,-1.645,-2.171,-2.296,-1.482
595.261,-17.941,-2.098,-1.718,-2.132,-2.251,-1.716
595.271,-7.616,-2.162,-1.803,-1.962,-2.072,-1.837
595.282,0.285,-2.156,-1.856,-1.787,-1.896,-1.874
595.294,7.294,-1.904,-1.830,-1.538,-1.658,-1.830
595.305,13.109,-2.110,-1.800,-1.249,-1.362,-1.706
595.316,16.692,-2.236,-1.819,-0.932,-1.043,-1.521
595.327,19.563,-2.239,-1.837,-0.650,-0.758,-1.316
595.338,22.922,-2.266,-1.853,-0.354,-0.460,-1.090
595.349,21.950,-2.187,-1.926,-0.134,-0.244,-0.842
595.360,22.640,-2.013,-1.987,0.135,0.018,-0.599
595.371,22.966,-1.607,-1.975,0.347,0.221,-0.369
595.382,23.956,-1.844,-1.953,0.605,0.480,-0.126
595.392,24.011,-2.595,-1.998,0.822,0.708,0.112
595.403,21.653,-3.159,-2.122,0.987,0.883,0.342
595.413,17.693,-3.486,-2.284,1.101,1.001,0.546
595.424,13.219,-3.611,-2.444,1.157,1.059,0.704
595.434,9.042,-3.542,-2.584,1.157,1.057,0.808
595.445,5.786,-3.310,-2.676,1.125,1.019,0.867
595.455,2.059,-3.297,-2.725,1.042,0.935,0.890
595.466,-1.202,-3.680,-2.801,0.938,0.838,0.880
595.476,-4.834,-4.264,-2.926,0.800,0.707,0.833
595.487,-8.098,-4.276,-3.041,0.647,0.548,0.752
595.497,-9.714,-4.182,-3.131,0.513,0.402,0.643
595.508,-11.775,-3.901,-3.183,0.369,0.240,0.519
595.518,-13.914,-3.191,-3.181,0.186,0.035,0.371
595.529,-15.642,-1.562,-3.067,-0.007,-0.197,0.197
595.540,-18.070,-0.272,-2.782,-0.241,-0.456,0.001
595.551,-20.000,0.104,-2.432,-0.478,-0.704,-0.207
595.562,-21.931,0.343,-2.082,-0.757,-0.991,-0.442
595.573,-25.303,0.454,-1.745,-1.094,-1.338,-0.703
595.585,-27.598,0.470,-1.442,-1.467,-1.724,-1.010
595.596,-33.010,0.046,-1.210,-1.963,-2.225,-1.357
595.607,-41.318,0.151,-1.029,-2.612,-2.881,-1.782
595.619,-50.677,0.865,-0.844,-3.339,-3.623,-2.287
595.630,-61.230,1.887,-0.618,-4.248,-4.560,-2.910
595.641,-70.632,2.121,-0.386,-5.250,-5.574,-3.647
595.652,-81.491,1.572,-0.169,-6.404,-6.716,-4.492
595.663,-92.000,0.318,-0.109,-7.660,-7.945,-5.445
595.675,-99.998,-1.239,-0.178,-8.957,-9.216,-6.505
595.686,-111.210,-2.013,-0.324,-10.468,-10.710,-7.687
595.697,-123.164,-1.921,-0.468,-12.130,-12.366,-9.014
595.708,-135.859,-1.623,-0.582,-13.888,-14.124,-10.446
595.720,-145.782,-1.292,-0.664,-15.733,-15.977,-12.010
595.731,-153.506,-0.944,-0.721,-17.601,-17.852,-13.673
595.742,-158.164,-0.629,-0.731,-19.410,-19.658,-15.372
595.754,-161.022,-0.487,-0.719,-21.274,-21.519,-17.131
595.765,-157.607,-0.480,-0.690,-22.931,-23.177,-18.878
595.776,-147.944,0.391,-0.610,-24.288,-24.554,-20.525
595.787,-132.468,0.934,-0.474,-25.317,-25.595,-22.012
595.799,-111.651,0.321,-0.355,-26.049,-26.309,-23.317
595.810,-85.604,0.031,-0.287,-26.327,-26.591,-24.330
595.821,-57.538,0.097,-0.209,-26.237,-26.508,-25.032
595.832,-23.919,0.320,-0.138,-25.631,-25.909,-25.382
595.843,10.145,0.141,-0.081,-24.647,-24.918,-25.351
595.854,43.589,-1.522,-0.176,-23.347,-23.590,-24.955
595.866,75.130,-1.828,-0.351,-21.695,-21.934,-24.186
595.877,103.818,-1.808,-0.522,-19.819,-20.058,-23.101
595.888,131.020,-1.904,-0.697,-17.668,-17.907,-21.702
595.899,155.909,-1.496,-0.845,-15.283,-15.529,-20.012
595.911,179.006,-1.190,-0.944,-12.646,-12.898,-18.028
595.922,199.517,-2.125,-1.080,-9.870,-10.114,-15.825
595.933,217.856,-3.069,-1.283,-6.990,-7.224,-13.438
595.944,231.752,-3.213,-1.496,-4.021,-4.254,-10.867
595.955,242.142,-3.338,-1.701,-1.112,-1.345,-8.232
595.966,246.778,-3.507,-1.899,1.586,1.353,-5.640
595.976,242.941,-3.378,-2.073,4.017,3.779,-3.094
595.988,231.627,-3.894,-2.284,6.519,6.290,-0.287
596.000,210.068,-3.902,-2.513,8.610,8.378,2.319
596.012,179.713,-3.133,-2.688,10.177,9.924,4.592
596.024,145.548,-3.491,-2.794,11.237,10.993,6.497
596.036,110.171,-3.953,-2.911,11.848,11.611,7.961
596.048,68.869,-3.765,-3.031,11.860,11.624,8.961
596.059,32.237,-3.703,-3.113,11.503,11.264,9.488
596.071,-1.909,-4.675,-3.375,10.777,10.557,9.600
596.083,-30.090,-4.931,-3.610,9.851,9.639,9.344
596.095,-57.242,-3.982,-3.731,8.649,8.408,8.764
596.107,-76.062,-2.982,-3.709,7.361,7.097,7.914
596.119,-88.657,-3.089,-3.632,6.035,5.778,6.896
596.130,-89.142,-3.325,-3.565,4.962,4.710,5.824
596.142,-89.548,-5.299,-3.693,3.842,3.628,4.726
596.154,-92.152,-5.910,-4.024,2.669,2.460,3.606
596.166,-93.533,-5.759,-4.263,1.529,1.307,2.473
596.178,-90.158,-6.941,-4.543,0.483,0.261,1.351
596.190,-80.947,-6.566,-4.777,-0.300,-0.563,0.309
596.202,-72.882,-6.170,-4.906,-1.012,-1.314,-0.623
596.214,-67.527,-7.150,-5.108,-1.713,-2.016,-1.463
596.226,-62.759,-6.867,-5.332,-2.352,-2.679,-2.247
596.237,-56.735,-6.186,-5.467,-2.893,-3.236,-2.961
596.249,-44.262,-5.731,-5.506,-3.204,-3.555,-3.566
596.261,-31.396,-5.038,-5.453,-3.345,-3.705,-4.010
596.273,-18.272,-4.165,-5.275,-3.303,-3.679,-4.298
596.285,-5.341,-3.942,-5.053,-3.098,-3.482,-4.419
596.297,11.355,-3.433,-4.843,-2.636,-3.029,-4.364
596.309,31.455,-3.104,-4.660,-1.861,-2.268,-4.087
596.321,48.762,-3.213,-4.540,-0.931,-1.342,-3.588
596.333,61.677,-3.251,-4.440,0.036,-0.366,-2.918
596.344,72.888,-1.505,-4.119,1.105,0.675,-2.119
596.356,82.139,-0.687,-3.658,2.251,1.807,-1.188
596.368,86.388,-0.594,-3.236,3.369,2.922,-0.179
596.380,84.768,-0.683,-2.932,4.345,3.899,0.833
596.390,81.958,-1.307,-2.685,5.077,4.643,1.659
596.402,74.384,-3.221,-2.686,5.767,5.365,2.568
596.414,60.311,-3.815,-2.903,6.192,5.804,3.339
596.426,47.794,-4.244,-3.095,6.515,6.135,3.953
596.437,35.280,-4.261,-3.204,6.667,6.286,4.411
596.449,15.404,-3.370,-3.283,6.493,6.089,4.682
596.461,-6.930,-2.060,-3.164,5.983,5.545,4.686
596.473,-24.390,-1.626,-2.973,5.332,4.886,4.463
596.485,-38.753,0.194,-2.673,4.629,4.142,4.060
596.497,-48.450,1.839,-2.128,3.898,3.372,3.528
596.508,-62.030,3.082,-1.436,2.952,2.397,2.873
596.520,-70.173,2.246,-0.816,1.918,1.389,2.068
596.532,-73.832,1.656,-0.322,0.904,0.391,1.193
596.544,-73.625,1.576,0.049,0.034,-0.477,0.324
596.556,-73.796,0.207,0.231,-0.860,-1.355,-0.549
596.568,-69.051,-1.504,0.083,-1.593,-2.061,-1.385
596.580,-62.090,-3.006,-0.356,-2.211,-2.663,-2.162
596.592,-50.775,-2.941,-0.823,-2.603,-3.076,-2.839
596.604,-36.196,-1.964,-1.041,-2.743,-3.249,-3.348
596.615,-21.748,-1.371,-1.022,-2.745,-3.267,-3.685
596.627,-8.169,-1.157,-0.978,-2.564,-3.104,-3.840
596.637,5.253,-3.798,-1.187,-2.260,-2.761,-3.840
596.649,16.635,-3.975,-1.428,-1.799,-2.318,-3.681
596.661,27.469,-2.963,-1.725,-1.221,-1.768,-3.404
596.673,40.927,-2.092,-1.937,-0.453,-1.022,-2.981
596.685,52.039,-2.200,-1.945,0.370,-0.202,-2.411
