R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,120,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1015,1018,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
101796,-238592,22191104,-5081728,-68262,-8365559
101806,-238592,22191104,-5081728,-68262,-8365559
101816,-238592,22191104,-5081728,-68262,-8365559
101826,-238592,22191104,-5081728,-68262,-8365559
101836,-238592,22191104,-5081728,-68262,-8365559
101846,-238592,22191104,-5081728,-68262,-8365559
101856,-238592,22191104,-5081728,-68262,-8365559
101866,-238592,22191104,-5081728,-68262,-8365559
101876,-238592,22191104,-5081728,-68262,-8365559
101886,-238592,22191104,-5081728,-68262,-8365559
101896,-238592,22191104,-5081728,-68262,-8365559
101906,-238592,22191104,-5081728,-68262,-8365559
101916,-238592,22191104,-5081728,-68262,-8365559
101926,-238592,22191104,-5081728,-68262,-8365559
101936,-238592,22191104,-5081728,-68262,-8365559
101946,-238592,22191104,-5081728,-68262,-8365559
101956,-238592,22191104,-5081728,-68262,-8365559
101966,-238592,22191104,-5081728,-68262,-8365559
101976,-238592,22191104,-5081728,-68262,-8365559
101986,-238592,22191104,-5081728,-68262,-8365559
101996,-238592,22191104,-5081728,-68262,-8365559
102006,-238592,22191104,-5081728,-68262,-8365559
102016,-238592,22191104,-5081728,-68262,-8365559
102026,-238592,22191104,-5081728,-68262,-8365559
102036,-238592,22191104,-5081728,-68262,-8365559
102046,-238592,22191104,-5081728,-68262,-8365559
102056,-238592,22191104,-5081728,-68262,-8365559
102066,-238592,22191104,-5081728,-68262,-8365559
102076,-238592,22191104,-5081728,-68262,-8365559
102086,-238592,22191104,-5081728,-68262,-8365559
102096,-238592,22191104,-5081728,-68262,-8365559
102106,-238592,22191104,-5081728,-68262,-8365559
102116,-238592,22191104,-5081728,-68262,-8365559
102126,-238592,22191104,-5081728,-68262,-8365559
102136,-238592,22191104,-5081728,-68262,-8365559
102146,-238592,22191104,-5081728,-68262,-8365559
102156,-238592,22191104,-5081728,-68262,-8365559
102166,-238592,22191104,-5081728,-68262,-8365559
102176,-238592,22191104,-5081728,-68262,-8365559
102186,-238592,22191104,-5081728,-68262,-8365559
102196,-238592,22191104,-5081728,-68262,-8365559
102206,-238592,22191104,-5081728,-68262,-8365559
102216,-238592,22191104,-5081728,-68262,-8365559
102226,-238592,22191104,-5081728,-68262,-8365559
