R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,20,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
56931,0,-506880,114840,0,126175
56941,0,-506880,114840,0,126175
56951,0,-506880,114840,0,126175
56961,0,-506880,114840,0,126175
56971,0,-506880,114840,0,126175
56981,0,-506880,114840,0,126175
56991,0,-506880,114840,0,126175
57001,0,-506880,114840,0,126175
57011,0,-506880,114840,0,126175
57021,0,-506880,114840,0,126175
57031,0,-506880,114840,0,126175
57041,0,-506880,114840,0,126175
57051,0,-506880,114840,0,126175
57061,0,-506880,114840,0,126175
57071,0,-506880,114840,0,126175
57081,0,-506880,114840,0,126175
57091,0,-506880,114840,0,126175
57101,0,-506880,114840,0,126175
57111,0,-506880,114840,0,126175
57121,0,-506880,114840,0,126175
57131,0,-506880,114840,0,126175
57141,0,-506880,114840,0,126175
57151,0,-506880,114840,0,126175
57161,0,-506880,114840,0,126175
57171,0,-506880,114840,0,126175
57181,0,-506880,114840,0,126175
57191,0,-506880,114840,0,126175
57201,0,-506880,114840,0,126175
57211,0,-506880,114840,0,126175
57221,0,-506880,114840,0,126175
57231,0,-506880,114840,0,126175
57241,0,-506880,114840,0,126175
57251,0,-506880,114840,0,126175
57261,0,-506880,114840,0,126175
57271,0,-506880,114840,0,126175
57281,0,-506880,114840,0,126175
57291,0,-506880,114840,0,126175
57301,0,-506880,114840,0,126175
57311,0,-506880,114840,0,126175
57321,0,-506880,114840,0,126175
57331,0,-506880,114840,0,126175
57341,0,-506880,114840,0,126175
57351,0,-506880,114840,0,126175
57361,0,-506880,114840,0,126175
57371,0,-506880,114840,0,126175
57381,0,-506880,114840,0,126175
57391,0,-506880,114840,0,126175
57401,0,-506880,114840,0,126175
57411,0,-506880,114840,0,126175
57421,0,-506880,114840,0,126175
57431,0,-506880,114840,0,126175
57441,0,-506880,114840,0,126175
57451,0,-506880,114840,0,126175
57461,0,-506880,114840,0,126175
57471,0,-506880,114840,0,126175
57481,0,-506880,114840,0,126175
57491,0,-506880,114840,0,126175
57501,0,-506880,114840,0,126175
57511,0,-506880,114840,0,126175
57521,0,-506880,114840,0,126175
57531,0,-506880,114840,0,126175
57541,0,-506880,114840,0,126175
57551,0,-506880,114840,0,126175
57561,0,-506880,114840,0,126175
57571,0,-506880,114840,0,126175
57581,3072,5120,-464,117,-505
57591,3072,11264,-1856,117,-5431
57601,3072,10240,-1624,117,1017
57611,3072,9216,-1392,117,-2192
57621,3072,6144,-696,117,86
57631,3072,8192,-1160,117,-1778
57641,3072,2048,232,117,2782
57651,3072,1024,464,117,3236
57661,3072,7168,-928,117,-2019
57671,0,8192,-1856,0,-3077
57681,0,9216,-2088,0,-4408
57691,0,-1024,232,0,3503
57701,0,11264,-2552,0,-2813
57711,0,-13312,3248,0,14008
57721,0,10240,-2320,0,-8578
57731,0,21504,-4872,0,-11210
57741,0,-4096,928,0,8036
57751,0,21504,-4872,0,-18191
57761,0,22528,-5104,0,-10333
57771,0,-6144,1392,0,5268
57781,0,5120,-1160,0,1955
57791,0,9216,-2088,0,-7715
57801,0,-20480,4640,0,16050
57811,0,-44032,9976,0,26042
57821,0,-41984,9512,0,16867
57832,0,30720,-6960,0,-34994
57842,0,43008,-9744,0,-29506
57852,0,-7168,1624,0,15064
57862,0,-7168,1624,0,6278
57872,0,2048,-464,0,-3818
57882,0,-15360,3480,0,13564
57892,0,-14336,3248,0,6820
57902,0,21504,-4872,0,-23563
57912,0,12288,-2784,0,-8829
57922,0,-48128,10904,0,39615
57932,0,-48128,10904,0,25342
57942,0,-13312,3016,0,-9204
57952,0,-91136,20648,0,50049
57962,0,-69632,15776,0,11178
57972,0,-114688,25984,0,35699
57982,0,-172032,38976,0,74161
57992,0,-183296,41528,0,63761
58002,0,-243712,52664,0,85124
58012,0,-264192,59856,0,87243
58022,0,-259072,58696,0,60442
58032,0,-412672,93496,0,169845
58042,0,-398336,90248,0,123616
58052,0,-495616,112288,0,165703
58062,0,-412672,93496,0,110190
58072,0,-430080,97440,0,116559
58082,0,-472064,106952,0,147239
58092,0,-477184,108112,0,151565
58102,3072,-464896,106024,117,156135
58112,6144,-354304,81664,234,96430
58122,6144,-230400,53592,234,26878
58132,6144,-161792,38048,234,17440
58142,9216,-130048,31552,351,40145
58152,9216,-130048,31552,351,86483
58162,27648,-94208,27608,1054,72830
58172,27648,-89088,26448,1054,74158
58182,64512,-44032,24592,2460,46939
58192,64512,-50176,25984,2460,69562
58202,144384,-81920,47560,5507,111642
58212,162816,-73728,53592,6210,130566
58222,162816,-23552,42224,6210,94166
58232,252928,52224,45472,9648,76847
58242,252928,178176,16936,9648,10175
58252,365568,174080,43384,13945,105987
58262,384000,246784,31088,14648,82710
58272,384000,288768,21576,14648,78852
58282,384000,309248,16936,14648,87341
