R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
18,80,47,58,80,47,250,0,40,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1009,1023,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
213693,337920,-31704064,3504592,19335,3572539
213703,337920,-31704064,3504592,19335,3572539
213713,337920,-31704064,3504592,19335,3572539
213723,337920,-31704064,3504592,19335,3572539
213733,337920,-31704064,3504592,19335,3572539
213743,337920,-31704064,3504592,19335,3572539
213753,337920,-31704064,3504592,19335,3572539
213763,337920,-31704064,3504592,19335,3572539
213773,337920,-31704064,3504592,19335,3572539
213783,337920,-31704064,3504592,19335,3572539
213793,337920,-31704064,3504592,19335,3572539
213803,337920,-31704064,3504592,19335,3572539
213813,337920,-31704064,3504592,19335,3572539
213823,337920,-31704064,3504592,19335,3572539
213833,337920,-31704064,3504592,19335,3572539
213843,337920,-31704064,3504592,19335,3572539
213853,337920,-31704064,3504592,19335,3572539
213863,337920,-31704064,3504592,19335,3572539
213873,337920,-31704064,3504592,19335,3572539
213883,337920,-31704064,3504592,19335,3572539
213893,337920,-31704064,3504592,19335,3572539
213903,337920,-31704064,3504592,19335,3572539
213913,337920,-31704064,3504592,19335,3572539
213923,337920,-31704064,3504592,19335,3572539
213933,337920,-31704064,3504592,19335,3572539
213943,337920,-31704064,3504592,19335,3572539
213953,337920,-31704064,3504592,19335,3572539
213963,337920,-31704064,3504592,19335,3572539
213973,337920,-31704064,3504592,19335,3572539
213983,337920,-31704064,3504592,19335,3572539
213993,337920,-31704064,3504592,19335,3572539
214003,337920,-31704064,3504592,19335,3572539
214013,337920,-31704064,3504592,19335,3572539
214023,337920,-31704064,3504592,19335,3572539
214033,337920,-31704064,3504592,19335,3572539
214043,337920,-31704064,3504592,19335,3572539
214053,337920,-31704064,3504592,19335,3572539
214063,337920,-31704064,3504592,19335,3572539
214073,337920,-31704064,3504592,19335,3572539
214083,337920,-31704064,3504592,19335,3572539
214093,337920,-31704064,3504592,19335,3572539
214103,337920,-31704064,3504592,19335,3572539
214113,337920,-31704064,3504592,19335,3572539
214123,337920,-31704064,3504592,19335,3572539
214133,337920,-31704064,3504592,19335,3572539
214143,337920,-31704064,3504592,19335,3572539
214153,337920,-31704064,3504592,19335,3572539
214163,337920,-31704064,3504592,19335,3572539
214173,337920,-31704064,3504592,19335,3572539
214183,337920,-31704064,3504592,19335,3572539
214193,337920,-31704064,3504592,19335,3572539
214203,337920,-31704064,3504592,19335,3572539
214213,337920,-31704064,3504592,19335,3572539
214223,337920,-31704064,3504592,19335,3572539
214233,337920,-31704064,3504592,19335,3572539
214243,337920,-31704064,3504592,19335,3572539
214253,337920,-31704064,3504592,19335,3572539
214263,337920,-31704064,3504592,19335,3572539
214273,337920,-31704064,3504592,19335,3572539
214283,337920,-31704064,3504592,19335,3572539
214293,337920,-31704064,3504592,19335,3572539
214303,337920,-31704064,3504592,19335,3572539
214313,337920,-31704064,3504592,19335,3572539
214323,0,9216,-648,0,-2940
214333,0,6144,-432,0,347
214343,0,11264,-792,0,-3357
214353,0,8192,-576,0,-957
214363,0,10240,-720,0,473
