R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,10,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
12958,0,0,0,0,0
12968,0,0,0,0,0
12978,0,0,0,0,0
12988,0,0,0,0,0
12998,0,0,0,0,0
13008,0,0,0,0,0
13018,0,0,0,0,0
13028,0,0,0,0,0
13038,0,0,0,0,0
13048,0,0,0,0,0
13058,0,0,0,0,0
13068,0,0,0,0,0
13078,0,0,0,0,0
13088,0,0,0,0,0
13098,0,0,0,0,0
13108,0,0,0,0,0
13118,0,0,0,0,0
13128,0,0,0,0,0
13138,0,0,0,0,0
13148,0,0,0,0,0
13158,0,0,0,0,0
13168,0,0,0,0,0
13178,0,0,0,0,0
13188,0,0,0,0,0
13198,0,0,0,0,0
13208,0,0,0,0,0
13218,0,0,0,0,0
13228,0,0,0,0,0
13238,0,0,0,0,0
13248,0,0,0,0,0
13258,0,0,0,0,0
13268,0,0,0,0,0
13278,0,0,0,0,0
13288,0,0,0,0,0
13298,0,0,0,0,0
13308,0,0,0,0,0
13318,0,0,0,0,0
13328,0,0,0,0,0
13338,0,0,0,0,0
13348,0,0,0,0,0
13358,0,0,0,0,0
13368,0,0,0,0,0
13378,0,0,0,0,0
13388,0,0,0,0,0
13398,0,0,0,0,0
13408,0,0,0,0,0
13418,0,0,0,0,0
13428,0,0,0,0,0
13438,0,0,0,0,0
13448,0,0,0,0,0
13458,0,0,0,0,0
13468,0,0,0,0,0
13478,0,0,0,0,0
13488,0,0,0,0,0
13498,0,0,0,0,0
13508,0,0,0,0,0
13518,0,0,0,0,0
13528,0,0,0,0,0
13538,0,0,0,0,0
13548,0,0,0,0,0
13558,0,0,0,0,0
13568,0,0,0,0,0
13578,0,0,0,0,0
13588,0,0,0,0,0
13598,0,0,0,0,0
13608,0,0,0,0,0
13618,0,0,0,0,0
13628,0,0,0,0,0
13638,0,0,0,0,0
13648,0,0,0,0,0
13658,0,0,0,0,0
13668,0,0,0,0,0
13678,0,0,0,0,0
13688,0,0,0,0,0
13698,0,0,0,0,0
13708,0,0,0,0,0
13718,0,0,0,0,0
13728,6144,7168,-232,117,-4937
13738,6144,10240,-928,117,-3206
13748,6144,11264,-1160,117,-2483
13758,3072,13312,-2320,58,-6459
13768,3072,10240,-1624,58,-4066
13778,3072,7168,-928,58,460
13788,-4096,6144,-2320,-79,-754
13799,-4096,7168,-2552,-79,-2482
13809,-4096,7168,-2552,-79,-3255
13819,-4096,5120,-2088,-79,-1150
13829,-4096,4096,-1856,-79,460
13839,-4096,10240,-3248,-79,-5854
13849,-4096,9216,-3016,-79,-5209
13859,-4096,6144,-2320,-79,-1871
13869,-4096,6144,-2320,-79,-2285
13879,-4096,5120,-2088,-79,-2471
13889,0,3072,-696,0,-2811
13899,0,22528,-5104,0,-15271
13909,-4096,8192,-2784,-79,-3422
13919,-4096,13312,-3944,-79,4162
13929,0,19456,-4408,0,-14586
13939,0,6144,-1392,0,-3422
13949,0,29696,-6728,0,-24601
13959,0,11264,-2552,0,-6937
13969,-4096,5120,-2088,-79,-6301
13979,-4096,23552,-6264,-79,-20618
13989,-4096,29696,-7656,-79,-20090
13999,-4096,32768,-8352,-79,-21344
