R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,300,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,4096,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
121272,0,-570368,129224,-115,-37842
121282,0,-570368,129224,-115,-37842
121292,0,-570368,129224,-115,-37842
121302,0,-570368,129224,-115,-37842
121312,0,-570368,129224,-115,-37842
121322,0,-570368,129224,-115,-37842
121332,0,-570368,129224,-115,-37842
121342,0,-570368,129224,-115,-37842
121352,0,-570368,129224,-115,-37842
121362,0,-570368,129224,-115,-37842
121372,0,-570368,129224,-115,-37842
121382,0,-570368,129224,-115,-37842
121392,0,-570368,129224,-115,-37842
121402,0,-570368,129224,-115,-37842
121412,0,-570368,129224,-115,-37842
121422,0,-570368,129224,-115,-37842
121432,0,-570368,129224,-115,-37842
121442,0,-570368,129224,-115,-37842
121452,0,-570368,129224,-115,-37842
121462,0,-570368,129224,-115,-37842
121472,0,-570368,129224,-115,-37842
121482,0,-570368,129224,-115,-37842
121492,0,-570368,129224,-115,-37842
121502,0,-570368,129224,-115,-37842
121512,0,-570368,129224,-115,-37842
121522,0,-570368,129224,-115,-37842
121532,0,-570368,129224,-115,-37842
121542,0,-570368,129224,-115,-37842
121552,0,-570368,129224,-115,-37842
121562,0,-570368,129224,-115,-37842
121572,0,-570368,129224,-115,-37842
121582,0,-570368,129224,-115,-37842
121592,0,-570368,129224,-115,-37842
121602,0,-570368,129224,-115,-37842
121612,0,-570368,129224,-115,-37842
121622,0,-570368,129224,-115,-37842
121632,0,-570368,129224,-115,-37842
121642,0,-570368,129224,-115,-37842
121652,0,-570368,129224,-115,-37842
121662,0,-570368,129224,-115,-37842
121672,0,-570368,129224,-115,-37842
121682,0,-570368,129224,-115,-37842
121692,0,-570368,129224,-115,-37842
121702,0,-570368,129224,-115,-37842
121712,0,-570368,129224,-115,-37842
121722,0,9216,-2088,-138,-3490
121732,0,8192,-1856,-138,-1636
121742,0,12288,-2784,-138,-4330
121752,0,5120,-1160,-138,705
121762,0,6144,-1392,-138,-723
121772,0,6144,-1392,-138,-1190
121782,0,10240,-2320,-138,-3558
121792,0,8192,-1856,-138,-2571
121802,0,6144,-1392,-138,-1033
121812,0,9216,-2088,-138,-3689
121822,0,2048,-464,-138,2529
121832,0,8192,-1856,-138,-3758
121842,0,9216,-2088,-138,-2892
121852,0,15360,-3480,-138,-8301
121862,0,8192,-1856,-138,484
121872,0,-4096,928,-138,2149
121882,0,12288,-2784,-138,-3183
121892,0,13312,-3016,-138,-8631
121902,0,2048,-464,-138,5738
121912,0,2048,-464,-138,4764
121922,0,9216,-2088,-138,-698
121932,0,-10240,2320,-138,13473
121942,0,-2048,464,-138,3240
121952,0,-9216,2088,-138,14620
121962,0,-5120,1160,-138,10547
121972,0,76800,-17400,-138,-62145
121982,0,26624,-6032,-138,-17785
121993,0,27648,-6264,-138,-11690
