R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,450,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
7781,0,0,0,0,0
7791,0,0,0,0,0
7801,0,0,0,0,0
7811,0,0,0,0,0
7821,0,0,0,0,0
7831,0,0,0,0,0
7841,0,0,0,0,0
7851,0,0,0,0,0
7861,0,0,0,0,0
7871,0,0,0,0,0
7881,0,0,0,0,0
7891,0,0,0,0,0
7901,0,0,0,0,0
7911,0,0,0,0,0
7921,0,0,0,0,0
7931,0,0,0,0,0
7941,0,0,0,0,0
7951,0,0,0,0,0
7961,0,0,0,0,0
7971,0,0,0,0,0
7981,0,0,0,0,0
7991,0,0,0,0,0
8001,0,0,0,0,0
8011,0,0,0,0,0
8021,0,0,0,0,0
8031,0,0,0,0,0
8041,0,0,0,0,0
8051,0,0,0,0,0
8061,0,0,0,0,0
8071,0,0,0,0,0
8081,0,0,0,0,0
8091,0,0,0,0,0
8101,0,0,0,0,0
8111,0,0,0,0,0
8121,0,0,0,0,0
8131,0,0,0,0,0
8141,0,0,0,0,0
8151,0,0,0,0,0
8161,0,0,0,0,0
8171,0,0,0,0,0
8181,0,0,0,0,0
8191,0,0,0,0,0
8201,0,0,0,0,0
8211,0,0,0,0,0
8221,0,0,0,0,0
8231,0,0,0,0,0
8241,0,0,0,0,0
8251,0,0,0,0,0
8261,0,0,0,0,0
8271,0,0,0,0,0
8281,0,0,0,0,0
8291,0,0,0,0,0
8301,0,0,0,0,0
8311,0,0,0,0,0
8321,0,0,0,0,0
8331,0,0,0,0,0
8341,0,0,0,0,0
8351,0,0,0,0,0
8361,0,0,0,0,0
8371,0,0,0,0,0
8381,0,0,0,0,0
8391,0,0,0,0,0
8401,0,0,0,0,0
8411,0,3072,-696,0,-753
8421,0,8192,-1856,0,-5058
8431,0,8192,-1856,0,-3075
8441,0,8192,-1856,0,-3931
8451,0,12288,-2784,0,-6728
8461,0,7168,-1624,0,-1134
8471,0,4096,-928,0,1122
8481,0,3072,-696,0,2102
8491,0,7168,-1624,0,-2262
8501,0,6144,-1392,0,-240
8511,0,8192,-1856,0,-3940
8521,0,3072,-696,0,177
8531,0,11264,-2552,0,-6882
8541,0,4096,-928,0,-653
8551,0,-3072,696,0,5978
8561,0,5120,-1160,0,-2516
8571,0,11264,-2552,0,-10708
8581,0,6144,-1392,0,-2425
8591,0,13312,-3016,0,-10337
8601,0,-15360,3480,0,19401
8611,0,4096,-928,0,770
8621,0,-10240,2320,0,9979
8631,0,28672,-3944,0,-9384
8641,0,6144,-1392,0,-4307
8651,0,20480,-4640,0,-14615
8661,0,-15360,3480,0,18625
8671,0,-1024,232,0,5568
8681,0,23552,-6032,0,-12948
8691,0,41984,-9512,0,-18830
8701,0,51200,-11600,0,-36172
8711,0,12288,-2784,0,-856
8721,0,14336,-3248,0,-5397
8731,0,7168,-1624,0,-3254
8741,0,-5120,1160,0,-2734
8751,0,-6144,1392,0,3062
8761,0,0,0,0,6714
8771,0,-5120,1160,0,18223
8781,0,23552,-5336,0,-14629
8791,0,0,0,0,16067
8801,0,63488,-14384,0,-46949
8811,0,-24576,5568,0,26007
8821,0,-90112,20416,0,70694
8831,0,-72704,16472,0,44540
8841,0,-44032,9976,0,14747
8851,0,-10240,2320,0,-14488
8861,0,-45056,10208,0,10841
8871,0,-75776,17168,0,27683
8881,0,-101376,22968,0,45713
8891,0,-67584,15312,0,22583
8901,0,-44032,9976,0,14401
8911,0,-43008,9744,0,32082
8921,0,-27648,6264,0,24839
8931,0,20480,-4640,0,-27167
8941,0,-9216,2088,0,4869
8951,0,-1024,232,0,7016
8961,0,34816,-7888,0,-20082
8971,0,-86016,19488,0,93772
8981,0,26624,-6032,0,-40050
8991,0,-57344,12992,0,14969
9001,0,-55296,12528,0,-6641
9011,0,-202752,45936,0,117211
9021,0,-216064,48952,0,126870
9031,0,-227328,51504,0,103186
9041,0,-390144,88392,0,227241
9051,0,-317440,71920,0,95646
9061,0,-505856,114608,0,237495
9071,0,-492544,111592,0,166336
9081,0,-514048,116464,0,169521
9091,0,-541696,122728,0,200301
9102,0,-379904,86072,0,74915
9112,0,-340992,77256,0,69486
9122,0,-435200,98600,0,171619
9132,0,-402432,91176,0,124713
9142,0,-471040,106720,0,164325
9152,0,-574464,130152,0,214629
9162,0,-684032,154976,0,266512
9172,0,-678912,153816,0,221155
9182,0,-782336,177248,0,292202
9192,0,-772096,174928,0,231830
9202,0,-846848,191864,0,264276
9212,0,-1001472,226896,0,365395
9222,0,-1121280,254040,0,411075
9232,0,-1210368,274224,0,433911
9242,0,-1257472,284896,0,422388
9252,0,-1324032,299976,0,445513
9262,0,-1399808,317144,0,462830
9272,0,-1488896,337328,0,496487
9282,0,-1600512,362616,0,557635
9292,0,-1628160,368880,0,574594
9302,0,-1562624,354032,0,553338
9312,0,-1241088,281184,0,355117
9322,0,-280576,63568,0,-197580
9332,0,599040,-135720,0,-378123
9342,0,589824,-133632,0,-42384
9352,3072,848896,-191632,1757,-183562
9362,6144,820224,-209264,1593,-185173
9372,12288,910336,-203464,5300,-127414
9382,33792,844800,-183744,13801,-90266
9392,33792,649216,-139432,3488,-558
9402,113664,705536,-134096,65148,-42641
9412,113664,776192,-150104,16726,-182076
9422,172032,998400,-187224,27328,-312073
9432,193536,1126400,-211352,17921,-342754
9442,193536,1204224,-228984,4559,-331598
9452,184320,1239040,-233160,-2321,-274428
9462,181248,1408000,-277936,-1594,-413602
9472,181248,1376256,-270744,-481,-325657
9482,181248,1419264,-280488,-206,-401908
9492,92160,1352704,-285592,-67402,-396903
9502,64512,1013760,-215064,-31627,-165550
9512,64512,638976,-130152,-8776,2771
9522,9216,135168,-28536,-18540,163213
9532,9216,-338944,78880,-4848,295562
9542,9216,-707584,162400,-1388,343577
9552,6144,-1060864,241744,-1223,393966
9562,9216,-1346560,307168,1167,446195
9572,6144,-1597440,363312,-921,471922
9582,6144,-1751040,399968,-330,505813
9592,6144,-1748992,397648,-206,447515
9602,6144,-1788928,406696,-206,479784
9612,6144,-1785856,406000,-206,486439
