R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,80,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
10413,0,0,0,0,0
10423,0,0,0,0,0
10433,0,0,0,0,0
10443,0,0,0,0,0
10453,0,0,0,0,0
10463,0,0,0,0,0
10473,0,0,0,0,0
10483,0,0,0,0,0
10493,0,0,0,0,0
10503,0,0,0,0,0
10513,0,0,0,0,0
10523,0,0,0,0,0
10533,0,0,0,0,0
10543,0,0,0,0,0
10553,0,0,0,0,0
10563,0,0,0,0,0
10573,0,0,0,0,0
10583,0,0,0,0,0
10593,0,0,0,0,0
10603,0,0,0,0,0
10613,0,0,0,0,0
10623,0,0,0,0,0
10633,0,0,0,0,0
10643,0,0,0,0,0
10653,0,0,0,0,0
10663,0,0,0,0,0
10673,0,0,0,0,0
10683,0,0,0,0,0
10693,0,0,0,0,0
10703,0,0,0,0,0
10713,0,0,0,0,0
10723,0,0,0,0,0
10733,0,0,0,0,0
10743,0,0,0,0,0
10753,0,0,0,0,0
10763,0,0,0,0,0
10773,0,0,0,0,0
10783,0,0,0,0,0
10793,0,0,0,0,0
10803,0,0,0,0,0
10813,0,0,0,0,0
10823,0,0,0,0,0
10833,0,12288,-2784,0,-10605
10843,0,11264,-2552,0,-5641
10853,0,6144,-1392,0,617
10863,0,5120,-1160,0,782
10873,0,2048,-464,0,-5819
10883,0,1024,-232,0,2932
10893,0,2048,-464,0,1613
10903,0,11264,-2552,0,-7026
10913,0,5120,-1160,0,-830
10923,0,4096,-928,0,65
10933,0,7168,-1624,0,-3222
10943,0,6144,-1392,0,-1454
10953,0,11264,-2552,0,-6147
10963,0,5120,-1160,0,621
10973,0,-9216,2088,0,8083
10983,0,29696,-6728,0,-20862
10993,0,-13312,3016,0,12491
11003,0,32768,-7424,0,-22789
11013,0,-6144,1392,0,8059
11023,0,8192,-1856,0,-3434
11033,0,18432,-4176,0,-15829
11043,0,-18432,4176,0,18022
11053,0,20480,-4640,0,-19946
11063,0,-9216,2088,0,17224
11073,0,30720,-6960,0,-25807
11083,0,13312,-3016,0,-2796
11093,0,17408,-3944,0,-9653
11103,0,4096,-928,0,2988
11113,0,17408,-3944,0,-747
11123,0,55296,-12528,0,-31147
11133,0,40960,-9280,0,-14634
11143,0,28672,-5568,0,-2007
11153,0,0,0,0,12633
11163,0,-13312,3016,0,4883
11173,0,-12288,2784,0,6308
11183,0,8192,-1856,0,-10903
11193,0,38912,-6960,0,-25629
11203,0,8192,-1856,0,662
11213,0,-181248,41064,0,128586
11223,0,16384,-3712,0,-67818
11233,0,-14336,3248,0,3363
11243,0,4096,-928,0,10053
11253,0,-52224,11832,0,29172
11263,0,-112640,25520,0,65421
11273,0,-141312,32016,0,68420
11283,0,-138240,31320,0,39411
11293,0,-159744,36192,0,47088
11303,0,-134144,30392,0,13500
11313,0,-164864,37352,0,34233
11323,0,-160768,36424,0,24667
11333,0,-62464,14152,0,-33941
11343,0,-81920,18560,0,6127
11353,0,-34816,7888,0,-44576
11363,0,-80896,18328,0,29591
11373,0,-199680,45240,0,94106
11383,0,-229376,51968,0,117786
11393,0,-315392,71456,0,177212
11403,0,-226304,51272,0,66237
11413,0,-165888,37584,0,20918
11423,0,-93184,21112,0,1919
11433,0,-18432,4176,0,-34026
11443,0,-48128,10904,0,-2515
11453,0,-14336,3248,0,-16964
11464,0,-118784,26912,0,89413
11474,0,-131072,29696,0,118554
11484,0,-67584,15312,0,55077
11494,6144,-128000,30392,549,81496
11504,6144,-98304,23664,136,44792
11514,30720,43008,-2784,2636,-56990
11524,30720,37888,-1624,712,-17557
11534,58368,2048,12760,1992,57307
11544,70656,-108544,40600,1054,155649
11554,165888,-89088,57768,8947,136422
11564,178176,48128,29464,3051,-25312
11574,259072,-35840,66816,10993,96684
11584,259072,30720,51736,2822,49430
11594,259072,128000,29696,715,-18410
11604,308224,93184,48720,3215,57082
11614,308224,95232,48256,815,72678
11624,345088,87040,58464,2641,99152
11634,365568,184320,41064,2856,24841
11644,379904,99328,63568,1945,122850
11654,379904,162816,49184,524,96699
11664,394240,198656,44312,1813,112138
11674,394240,247808,33176,480,111048
11684,419840,234496,41992,1691,158308
11694,447488,328704,26912,1689,97495
