R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,100,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1023,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
42110,-4096,-6113280,1384112,-547,300333
42120,-4096,-6113280,1384112,-547,300333
42130,-4096,-6113280,1384112,-547,300333
42140,-4096,-6113280,1384112,-547,300333
42150,-4096,-6113280,1384112,-547,300333
42160,-4096,-6113280,1384112,-547,300333
42170,-4096,-6113280,1384112,-547,300333
42180,-4096,-6113280,1384112,-547,300333
42190,-4096,-6113280,1384112,-547,300333
42200,-4096,-6113280,1384112,-547,300333
42210,-4096,-6113280,1384112,-547,300333
42220,-4096,-6113280,1384112,-547,300333
42230,-4096,-6113280,1384112,-547,300333
42240,-4096,-6113280,1384112,-547,300333
42250,-4096,-6113280,1384112,-547,300333
42260,-4096,-6113280,1384112,-547,300333
42270,-4096,-6113280,1384112,-547,300333
42280,-4096,-6113280,1384112,-547,300333
42290,-4096,-6113280,1384112,-547,300333
42300,-4096,-6113280,1384112,-547,300333
42310,-4096,-6113280,1384112,-547,300333
42320,-4096,-6113280,1384112,-547,300333
42330,-4096,-6113280,1384112,-547,300333
42340,-4096,-6113280,1384112,-547,300333
42350,-4096,-6113280,1384112,-547,300333
42360,-4096,-6113280,1384112,-547,300333
42370,-4096,-6113280,1384112,-547,300333
42380,-4096,-6113280,1384112,-547,300333
42390,-4096,-6113280,1384112,-547,300333
42400,-4096,-6113280,1384112,-547,300333
42410,-4096,-6113280,1384112,-547,300333
42420,-4096,-6113280,1384112,-547,300333
42430,-4096,-6113280,1384112,-547,300333
42440,-4096,-6113280,1384112,-547,300333
42450,-4096,-6113280,1384112,-547,300333
42460,-4096,-6113280,1384112,-547,300333
42470,-4096,-6113280,1384112,-547,300333
42480,-4096,-6113280,1384112,-547,300333
42490,-4096,-6113280,1384112,-547,300333
42500,-4096,-6113280,1384112,-547,300333
42510,-4096,-6113280,1384112,-547,300333
42520,-4096,-6113280,1384112,-547,300333
42530,-4096,-6113280,1384112,-547,300333
42540,-4096,-6113280,1384112,-547,300333
42550,-4096,-6113280,1384112,-547,300333
42560,-4096,-6113280,1384112,-547,300333
42570,-4096,-6113280,1384112,-547,300333
42580,-4096,-6113280,1384112,-547,300333
42590,-4096,-6113280,1384112,-547,300333
42600,-4096,-6113280,1384112,-547,300333
42610,-4096,-6113280,1384112,-547,300333
42620,-4096,-6113280,1384112,-547,300333
42630,-4096,-6113280,1384112,-547,300333
