R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
28,80,47,58,80,47,250,0,30,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,4096,4096,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
140902,-4096,116736,-17936,-157,5800
140912,-4096,116736,-17936,-157,5800
140922,-4096,116736,-17936,-157,5800
140932,-4096,116736,-17936,-157,5800
140942,-4096,116736,-17936,-157,5800
140952,-4096,116736,-17936,-157,5800
140962,-4096,116736,-17936,-157,5800
140972,-4096,116736,-17936,-157,5800
140982,-4096,116736,-17936,-157,5800
140992,-4096,116736,-17936,-157,5800
141002,-4096,116736,-17936,-157,5800
141013,-4096,116736,-17936,-157,5800
141023,-4096,116736,-17936,-157,5800
141033,-4096,116736,-17936,-157,5800
141043,-4096,116736,-17936,-157,5800
141053,-4096,116736,-17936,-157,5800
141063,-4096,116736,-17936,-157,5800
141073,-4096,116736,-17936,-157,5800
141083,-4096,116736,-17936,-157,5800
141093,-4096,116736,-17936,-157,5800
141103,-4096,116736,-17936,-157,5800
141113,-4096,116736,-17936,-157,5800
141123,-4096,116736,-17936,-157,5800
141133,-4096,116736,-17936,-157,5800
141143,-4096,116736,-17936,-157,5800
141153,-4096,116736,-17936,-157,5800
141163,-4096,116736,-17936,-157,5800
141173,-4096,116736,-17936,-157,5800
141183,-4096,116736,-17936,-157,5800
141193,-4096,116736,-17936,-157,5800
141203,-4096,116736,-17936,-157,5800
141213,-4096,116736,-17936,-157,5800
141223,-4096,116736,-17936,-157,5800
141233,-4096,116736,-17936,-157,5800
141243,-4096,116736,-17936,-157,5800
141253,-4096,116736,-17936,-157,5800
141263,-4096,116736,-17936,-157,5800
141273,-4096,116736,-17936,-157,5800
141283,-4096,116736,-17936,-157,5800
141293,-4096,116736,-17936,-157,5800
141303,-4096,116736,-17936,-157,5800
141313,-4096,116736,-17936,-157,5800
141323,-4096,116736,-17936,-157,5800
141333,-4096,116736,-17936,-157,5800
141343,-4096,4096,-896,-235,-489
141353,-4096,8192,-1344,-235,-3581
141363,-4096,5120,-1008,-235,-822
141373,-4096,7168,-1232,-235,-2468
141383,0,7168,-784,0,-1879
141393,0,6144,-672,0,-75
141403,3072,10240,-784,175,-1111
141413,3072,8192,-560,175,-1958
141423,9216,4096,560,527,2141
141433,9216,7168,224,527,-11
141443,6144,9216,-336,351,-1067
141453,6144,12288,-672,351,-3050
141463,6144,10240,-448,351,-553
141473,6144,9216,-336,351,-358
141483,6144,7168,-112,351,-1487
141493,0,4096,-448,0,-1460
141503,0,14336,-1568,0,-3815
141513,0,22528,-2464,0,-4103
141523,0,-13312,1456,0,16493
141533,0,4096,-448,0,-3043
141543,0,5120,-896,0,-584
141553,0,4096,-448,0,3105
141563,0,-9216,1008,0,8699
141573,0,3072,-336,0,-5317
141583,0,14336,-1568,0,-8557
141593,0,35840,-3920,0,-13378
141603,0,-9216,1008,0,8923
141613,0,-18432,2016,0,5277
141623,0,18432,-2016,0,-11882
141633,0,6144,-672,0,-3607
141643,0,12288,-1344,0,-2755
141653,0,5120,-560,0,1845
141663,0,-16384,1792,0,14273
141673,0,25600,-2800,0,-19569
141683,0,-3072,336,0,8613
141693,-4096,24576,-3136,-235,-18499
141703,0,35840,-3920,0,-15959
141713,0,-21504,2352,0,20797
141723,0,-11264,1232,0,9417
141733,0,-20480,2240,0,15968
141743,0,27648,-3024,0,-19701
141753,0,-12288,1344,0,20561
141763,0,-15360,1680,0,6799
141773,0,0,0,0,8661
141783,0,23552,-2576,0,-11976
141793,0,-12288,1344,0,12765
141803,0,9216,-1008,0,-4262
141813,0,31744,-3472,0,-20601
141823,0,-17408,1904,0,22477
141833,0,-3072,336,0,6867
141843,0,-1024,112,0,5781
141853,0,27648,-3024,0,-19293
141863,0,16384,-1792,0,-11854
141873,0,17408,-1904,0,-11492
141883,0,9216,-1008,0,-4530
141893,0,-12288,1344,0,10236
141903,0,-3072,336,0,1147
141913,0,-3072,336,0,922
141923,0,10240,-1120,0,-9543
141933,0,17408,-1904,0,-14337
141943,0,-22528,2464,0,18071
141953,0,-32768,3584,0,24080
141963,0,-5120,560,0,-821
141973,0,15360,-1680,0,-14100
141983,0,-29696,3248,0,20092
141993,0,-29696,3248,0,13719
142003,0,-2048,224,0,-9469
142013,0,-32768,3584,0,9396
142023,0,-83968,9184,0,40516
142033,0,-18432,2016,0,-23566
142043,0,-87040,9520,0,34871
142053,0,-63488,6944,0,-327
142063,0,-104448,11424,0,22521
142073,0,-140288,15344,0,46550
142083,0,-94208,10304,0,-3938
142093,0,-179200,19600,0,59838
142103,0,-173056,18928,0,41872
142113,0,-150528,16464,0,19624
142123,0,-106496,11648,0,-16458
142133,0,-183296,20048,0,53375
142143,0,-171008,18704,0,40200
142153,0,-210944,22064,0,60018
142163,3072,-175104,19488,175,29963
142173,9216,-136192,15904,527,5119
142183,9216,-165888,19152,527,32707
142193,9216,-231424,26320,527,71850
142203,18432,-271360,31696,1054,86995
142213,18432,-267264,31248,1054,88210
142223,33792,-316416,38304,1933,99425
142233,73728,-315392,42560,4218,95441
142243,89088,-279552,40320,5097,62482
142253,89088,-273408,39648,5097,57491
142263,138240,-191488,36064,7910,26976
142273,138240,-173056,34048,7910,50921
142283,168960,-142336,34048,9667,64375
142293,168960,-132096,32928,9667,77380
142303,178176,-83968,28672,10195,66373
142313,178176,-76800,27888,10195,90983
142323,184320,-62464,26992,10546,109711
142333,184320,-16384,21952,10546,94438
142344,193536,15360,19488,11074,81738
142354,193536,11264,19936,11074,100555
142364,218112,14336,22288,12480,121561
142374,231424,76800,16912,13242,105083
142384,256000,68608,20496,14648,92899
142394,256000,47104,22848,14648,110567
142404,266240,70656,21392,15234,105449
142414,272384,110592,17696,15585,101211
142424,272384,166912,11536,15585,84325
142434,278528,211968,7280,15937,79199
142444,278528,237568,4480,15937,94804
142454,278528,309248,-3360,15937,64652
142464,345088,353280,-896,19746,73407
142474,362496,401408,-4256,20742,74745
142484,379904,438272,-6384,21738,77040
142494,384000,440320,-6160,21972,84244
142504,391168,441344,-5488,22382,83991
142514,391168,429056,-4144,22382,97120
142524,391168,465920,-8176,22382,81557
142534,391168,541696,-16464,22382,45991
142544,391168,565248,-19040,22382,46936
142554,394240,514048,-13104,22558,81455
142564,394240,449536,-6048,22558,106262
142574,405504,420864,-1680,23203,115080
142584,423936,373760,5488,24257,99509
142594,423936,304128,13104,24257,109960
142604,455680,245760,22960,26074,124566
142614,455680,244736,23072,26074,108108
142624,455680,289792,18144,26074,75215
142634,455680,352256,11312,26074,29970
142644,455680,348160,11760,26074,34036
142654,455680,291840,17920,26074,81207
142664,455680,279552,19264,26074,97241
142674,455680,300032,17024,26074,91112
142684,451584,364544,9520,25839,50868
142694,451584,312320,15232,25839,114390
142704,451584,373760,8512,25839,73506
142714,439296,460800,-2352,25136,24559
142724,439296,418816,2240,25136,81439
142734,398336,418816,-2240,22792,74587
142744,398336,416768,-2016,22792,55808
142754,398336,296960,11088,22792,123806
142764,321536,286720,3808,18398,80257
142774,321536,291840,3248,18398,52999
142784,218112,262144,-4816,12480,45652
142794,218112,292864,-8176,12480,21243
142804,172032,299008,-13888,9843,14492
142814,165888,251904,-9408,9492,41809
142824,135168,236544,-11088,7734,28944
142834,132096,215040,-9072,7558,23724
142844,132096,124928,784,7558,70572
142854,129024,114688,1568,7382,51508
142864,129024,82944,5040,7382,49339
142874,125952,-24576,16464,7207,105517
142884,125952,-11264,15008,7207,68553
142894,101376,-36864,15120,5800,67745
142904,89088,-99328,20608,5097,95109
142914,82944,-119808,22176,4746,85975
142924,49152,-97280,16016,2812,59239
142934,49152,-140288,20720,2812,86720
142944,24576,-185344,22960,1406,109337
142954,15360,-139264,16912,878,62875
142964,15360,-140288,17024,878,63097
142974,12288,-223232,25760,703,121413
142984,12288,-238592,27440,703,110325
142994,12288,-251904,28896,703,98923
143004,12288,-294912,33600,703,130463
143014,12288,-301056,34272,703,109513
143024,12288,-278528,31808,703,84020
143034,12288,-320512,36400,703,124641
143044,12288,-294912,33600,703,103043
143054,12288,-256000,29344,703,78029
143064,12288,-284672,32480,703,128665
143074,12288,-262144,30016,703,108278
143084,12288,-241664,27776,703,90236
143094,12288,-285696,32592,703,126608
143104,12288,-283648,32368,703,122732
143114,12288,-234496,26992,703,92663
143124,12288,-245760,28224,703,123770
143134,15360,-249856,29008,878,133504
143144,39936,-203776,26656,2285,104365
143154,92160,-210944,33152,5273,132629
143164,122880,-181248,33264,7031,128109
143174,141312,-115712,28112,8085,96632
143184,190464,-92160,30912,10898,126270
143194,202752,-96256,32704,11601,147605
143204,202752,-12288,23520,11601,107643
143214,272384,46080,24752,15585,111556
143224,272384,32768,26208,15585,153374
143234,372736,124928,27104,21328,121014
143244,372736,206848,18144,21328,87567
143254,372736,195584,19376,21328,130459
143264,466944,285696,19824,26718,101531
143274,466944,393216,8064,26718,61582
143284,625664,387072,26096,35800,135736
143294,625664,458752,18256,35800,114234
143304,870400,580608,31696,49804,105968
143314,870400,611328,28336,49804,134556
143324,870400,689152,19824,49804,124274
143334,870400,800768,7616,49804,95753
143344,904192,831488,7952,51738,136850
143354,904192,913408,-1008,51738,128283
143364,904192,1013760,-11984,51738,103820
143374,904192,1055744,-16576,51738,120674
143384,896000,1104896,-22848,51269,115134
143394,896000,1198080,-33040,51269,65878
143404,896000,1253376,-39088,51269,47485
143414,896000,1227776,-36288,51269,79416
143424,584704,1262592,-74144,33457,-5441
143434,564224,1290240,-79408,32285,-53638
143445,419840,1233920,-89040,24023,-76548
143455,419840,1110016,-75488,24023,-23700
143465,419840,968704,-60032,24023,22976
143475,263168,827392,-63728,15058,1170
143485,129024,695296,-61936,7382,-2859
143495,98304,553984,-49840,5625,-7241
143505,6144,399360,-43008,351,-1671
143515,6144,184320,-19488,351,67409
143525,0,29696,-3248,0,84573
143535,0,-89088,9744,0,87831
143545,-4096,-183296,19600,-235,73586
143555,-4096,-243712,26208,-235,50076
143565,-4096,-331776,35840,-235,69291
143575,-4096,-449536,48720,-235,118754
143585,-4096,-498688,54096,-235,111983
143595,-4096,-506880,54992,-235,82267
143605,-4096,-493568,53536,-235,40799
143615,-4096,-533504,57904,-235,52768
143625,-4096,-603136,65520,-235,99501
143635,-7168,-610304,65968,-411,101216
143645,-7168,-608256,65744,-411,104319
143655,-65536,-552960,53312,-3750,60526
143665,-87040,-537600,49280,-4981,63413
143675,-87040,-539648,49504,-4981,87019
143685,-253952,-525312,29680,-14532,63480
143695,-363520,-491520,14000,-20801,26710
143705,-440320,-497664,6272,-25196,23935
143715,-621568,-509952,-12208,-35567,-4902
143725,-621568,-544768,-8400,-35567,3483
143735,-621568,-603136,-2016,-35567,16434
143745,-1246208,-692224,-60592,-71309,-78106
143755,-1562624,-828416,-80304,-89415,-102396
143765,-1562624,-1025024,-58800,-89415,-50655
143775,-1562624,-1273856,-31584,-89415,27270
143785,-2698240,-1540096,-126672,-154395,-109160
143795,-3142656,-1827840,-183232,-200450,-204526
143805,-3503104,-2157568,-147168,-200450,-159883
143815,-4076544,-2590720,-162512,-233262,-186015
143825,-4076544,-3000320,-117712,-233262,-163596
143835,-5052416,-3502080,-169568,-289102,-272132
143845,-5052416,-4068352,-107632,-289102,-194456
143855,-5678080,-4644864,-113008,-324903,-218917
143865,-5678080,-5243904,-47488,-324903,-144979
143875,-5678080,-5832704,16912,-324903,-65266
143885,-5328896,-6402048,117376,-304922,56625
143895,-4739072,-6915072,238000,-271172,233274
143905,-4739072,-7257088,275408,-271172,236726
143915,-3862528,-7470080,394576,-221016,325602
143925,-3075072,-7481344,481936,-175958,392803
143935,-2818048,-7355392,496272,-161250,387749
143945,-2196480,-7065600,532560,-125684,420445
143955,-1869824,-6657024,523600,-106993,387963
143965,-1869824,-6181888,471632,-106993,295840
143975,-975872,-5698560,516544,-55840,403508
143985,-975872,-5173248,458752,-55840,373587
143995,-366592,-4591616,462112,-20977,401602
144005,-366592,-3914752,388080,-20977,301836
144015,-10240,-3315712,361536,-586,322708
144025,0,-2708480,296240,0,309466
144035,0,-2022400,221200,0,218071
144045,0,-1449984,158592,0,194572
144055,0,-931840,101920,0,205162
144065,12288,-449536,50512,703,190115
144075,12288,70656,-6384,703,120444
144085,12288,467968,-51520,703,98192
144095,159744,805888,-70672,9140,118881
144105,159744,1132544,-106400,9140,71796
144115,275456,1400832,-123088,15761,53466
144125,275456,1709056,-156800,15761,-41996
144135,401408,1857536,-159264,22968,-21192
144145,435200,1998848,-171024,24902,-57419
144155,615424,2031616,-154896,35214,-16428
144165,615424,2032640,-155008,35214,-23927
144175,846848,1995776,-125664,48457,1932
144185,1245184,1953792,-77504,71250,39850
144195,1245184,1937408,-75712,71250,-10059
144205,1245184,1836032,-64624,71250,21321
144215,3107840,1775616,145712,177832,353964
144225,3107840,1913856,130592,177832,261190
144235,3988480,2150400,201040,228222,323532
144245,4301824,2451456,202384,246152,317828
144255,4395008,2938880,159264,251484,220834
