R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
48,80,47,58,80,47,250,0,10,0,0,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,4096,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
63271,-4096,352256,-80736,0,-64410
63281,-4096,352256,-80736,0,-64410
63291,-4096,352256,-80736,0,-64410
63301,-4096,352256,-80736,0,-64410
63311,-4096,352256,-80736,0,-64410
63321,-4096,352256,-80736,0,-64410
63331,-4096,352256,-80736,0,-64410
63341,-4096,352256,-80736,0,-64410
63351,-4096,352256,-80736,0,-64410
63361,-4096,352256,-80736,0,-64410
63371,-4096,352256,-80736,0,-64410
63381,-4096,352256,-80736,0,-64410
63391,-4096,352256,-80736,0,-64410
63401,-4096,352256,-80736,0,-64410
63411,-4096,352256,-80736,0,-64410
63421,-4096,352256,-80736,0,-64410
63431,-4096,352256,-80736,0,-64410
63441,-4096,352256,-80736,0,-64410
63451,-4096,352256,-80736,0,-64410
63461,-4096,352256,-80736,0,-64410
63471,-4096,352256,-80736,0,-64410
63481,-4096,352256,-80736,0,-64410
63491,-4096,352256,-80736,0,-64410
63501,-4096,352256,-80736,0,-64410
63511,-4096,352256,-80736,0,-64410
63521,-4096,352256,-80736,0,-64410
63531,-4096,352256,-80736,0,-64410
63541,-4096,352256,-80736,0,-64410
63551,-4096,352256,-80736,0,-64410
63561,-4096,352256,-80736,0,-64410
63571,-4096,352256,-80736,0,-64410
63581,-4096,352256,-80736,0,-64410
63591,-4096,352256,-80736,0,-64410
63601,-4096,352256,-80736,0,-64410
63611,-4096,352256,-80736,0,-64410
63621,-4096,352256,-80736,0,-64410
63631,-4096,352256,-80736,0,-64410
63641,-4096,352256,-80736,0,-64410
63651,-4096,352256,-80736,0,-64410
63661,-4096,352256,-80736,0,-64410
63671,-4096,352256,-80736,0,-64410
63681,-4096,352256,-80736,0,-64410
63691,-4096,352256,-80736,0,-64410
63701,-4096,352256,-80736,0,-64410
63711,-4096,352256,-80736,0,-64410
63721,-4096,352256,-80736,0,-64410
63731,-4096,352256,-80736,0,-64410
63741,-4096,352256,-80736,0,-64410
63751,-4096,352256,-80736,0,-64410
63761,-4096,352256,-80736,0,-64410
63771,-4096,352256,-80736,0,-64410
63781,-4096,352256,-80736,0,-64410
63791,-4096,352256,-80736,0,-64410
63801,-4096,352256,-80736,0,-64410
63811,-4096,352256,-80736,0,-64410
63821,-4096,352256,-80736,0,-64410
63831,-4096,352256,-80736,0,-64410
63841,-4096,352256,-80736,0,-64410
63851,-4096,352256,-80736,0,-64410
63861,-4096,352256,-80736,0,-64410
63871,-4096,352256,-80736,0,-64410
63881,-4096,352256,-80736,0,-64410
63891,-4096,352256,-80736,0,-64410
63901,-4096,352256,-80736,0,-64410
63911,-4096,352256,-80736,0,-64410
63921,0,9216,-1728,0,-8341
63931,0,8192,-1536,0,-3335
63941,0,6144,-1152,0,-3302
63951,0,5120,-960,0,406
63961,0,1024,-192,0,4186
63971,0,4096,-768,0,1426
63981,0,11264,-2112,0,-5451
63991,0,4096,-768,0,1620
64001,0,4096,-768,0,20
64011,0,2048,-384,0,2270
64021,0,6144,-1152,0,47
64031,0,10240,-1920,0,-3497
64041,0,27648,-5184,0,-16728
64051,0,3072,-576,0,5402
64061,0,-15360,2880,0,4611
64071,0,27648,-5184,0,-22974
64081,0,8192,-1536,0,1481
64091,0,-4096,768,0,3156
64101,0,28672,-5376,0,-11980
64111,0,-12288,2304,0,16550
64121,0,13312,-2496,0,-11976
64131,0,25600,-4800,0,-15904
64141,0,-3072,576,0,3993
64151,0,18432,-3456,0,-15066
64161,0,15360,-2880,0,1746
64171,0,3072,-576,0,10149
64181,0,41984,-7872,0,-16589
64191,0,17408,-3264,0,1527
64201,0,14336,-2688,0,967
64211,0,-20480,3840,0,17118
64221,0,-20480,3840,0,13988
64231,0,11264,-2112,0,-8466
64241,0,19456,-3648,0,-14089
64251,0,7168,-1344,0,-9796
64261,0,10240,-1920,0,-3763
64271,0,0,0,0,6456
64281,0,9216,-1728,0,-333
64291,0,9216,-1728,0,1332
64301,0,-4096,768,0,8859
64311,0,4096,-768,0,931
64321,0,12288,-2304,0,-6775
64331,0,11264,-2112,0,-7427
64341,0,3072,-576,0,-3627
64351,0,6144,-1152,0,2355
64361,0,1024,-192,0,4898
64371,0,6144,-1152,0,-1023
64381,0,3072,-576,0,1082
64391,0,-3072,576,0,4316
64401,0,5120,-960,0,-203
64411,0,10240,-1920,0,-2692
64421,0,-13312,2496,0,12357
64431,0,-30720,5760,0,16556
64442,0,-28672,5376,0,2610
64452,0,-60416,11328,0,23334
64462,0,-16384,3072,0,-18173
64472,0,-82944,15552,0,42836
64482,0,-12288,2304,0,-19609
64492,0,-119808,22464,0,62417
64502,0,-123904,23232,0,51087
64512,0,-134144,25152,0,26804
64522,0,-165888,31104,0,32372
64532,0,-183296,34368,0,44828
64542,0,-207872,38976,0,69517
64552,0,-202752,38016,0,67704
64562,0,-182272,34176,0,38464
64572,0,-211968,39744,0,49493
64582,0,-224256,42048,0,53557
64592,0,-200704,37632,0,28716
64602,0,-265216,49728,0,82896
64612,0,-295936,55488,0,93155
64622,0,-295936,55488,0,81660
64632,0,-277504,52032,0,69882
64642,0,-268288,50304,0,74955
64652,0,-308224,57792,0,95348
64662,0,-283648,53184,0,68337
64672,0,-279552,52416,0,67074
64682,0,-278528,52224,0,64370
64692,0,-233472,43776,0,40486
64702,0,-197632,37056,0,54109
64712,0,-168960,31680,0,30365
64722,6144,-152576,29760,117,47671
64732,9216,-117760,23808,175,42702
64742,12288,-75776,16512,234,41038
64752,18432,-39936,10944,351,51784
64762,18432,20480,-384,351,24157
64772,18432,3072,2880,351,43671
64782,52224,-61440,21312,996,97145
64792,52224,-21504,13824,996,63265
64802,67584,2048,12288,1289,56423
64812,67584,76800,-1728,1289,407
64822,70656,121856,-9600,1347,-3746
64832,70656,189440,-22272,1347,-21679
64842,70656,246784,-33024,1347,-31568
64852,76800,251904,-32832,1464,-17787
64862,73728,201728,-24000,1406,17715
64872,73728,149504,-14208,1406,45290
64882,73728,187392,-21312,1406,-1072
64892,73728,178176,-19584,1406,-9511
64902,101376,149504,-9024,1933,5255
64912,119808,101376,3456,2285,36404
64922,122880,104448,3456,2343,25509
64932,125952,50176,14208,2402,74848
64942,125952,7168,22272,2402,112383
64952,125952,13312,21120,2402,98226
64962,125952,72704,9984,2402,40321
64972,125952,124928,192,2402,4856
64982,125952,75776,9408,2402,59732
64992,125952,27648,18432,2402,93963
65002,125952,23552,19200,2402,71830
65012,125952,69632,10560,2402,18102
65022,125952,77824,9024,2402,3266
65032,125952,-9216,25344,2402,76391
65042,125952,22528,19392,2402,45677
65052,125952,27648,18432,2402,31433
65062,122880,-23552,27456,2343,79540
65072,122880,-121856,45888,2343,110462
65082,125952,-124928,47040,2402,89250
65092,122880,-126976,46848,2343,68965
65102,122880,-155648,52224,2343,88869
65112,122880,-84992,38976,2343,45011
65122,122880,-32768,29184,2343,27070
65132,125952,-111616,44544,2402,105878
65142,125952,-116736,45504,2402,100840
65152,129024,-57344,34944,2460,61257
65162,141312,-136192,52032,2695,149701
65172,147456,-126976,51456,2812,136879
65182,147456,-126976,51456,2812,127752
65192,147456,-176128,60672,2812,165287
65202,162816,-139264,56640,3105,129719
65212,162816,-134144,55680,3105,126294
65222,178176,-134144,58560,3398,144891
65232,178176,-37888,40512,3398,78739
65242,178176,0,33408,3398,75418
65252,190464,41984,27840,3632,71323
65262,193536,108544,15936,3691,36941
65272,193536,104448,16704,3691,68744
65282,196608,150528,8640,3750,53393
65292,215040,194560,3840,4101,45131
65302,215040,183296,5952,4101,67151
65312,263168,143360,22464,5019,117746
65322,263168,166912,18048,5019,101914
65332,266240,223232,8064,5078,61253
65342,291840,256000,6720,5566,54622
65352,301056,230400,13248,5742,96835
65362,301056,253952,8832,5742,89737
65372,365568,308224,10752,6972,77681
65382,365568,358400,1344,6972,56358
65392,365568,389120,-4416,6972,53368
65402,365568,378880,-2496,6972,80865
65412,376832,401408,-4608,7187,76734
65422,376832,434176,-10752,7187,61992
65432,376832,464896,-16512,7187,48675
65442,376832,470016,-17472,7187,59079
65452,439296,482304,1152,8378,110443
65462,447488,436224,2112,8535,106185
65472,466944,492544,-4800,8906,59095
65482,471040,516096,-8448,8984,45079
65492,471040,546816,-14208,8984,24626
65502,475136,550912,-14208,9062,39000
65512,475136,474112,192,9062,110889
65522,475136,478208,-576,9062,111718
65532,475136,483328,-1536,9062,104036
65542,471040,492544,-4032,8984,75733
65552,471040,514048,-8064,8984,39935
65562,471040,482304,-2112,8984,57175
65572,471040,413696,10752,8984,108593
65582,471040,443392,5184,8984,73781
65592,471040,472064,-192,8984,44781
65602,471040,487424,-3072,8984,27486
65612,471040,474112,-576,8984,36829
65622,471040,424960,11136,8984,95032
65632,471040,385024,16128,8984,117692
65642,432128,413696,3456,8242,83026
65652,412672,416768,-768,7871,75323
65662,412672,461824,-9216,7871,32803
65672,372736,396288,-4416,7109,79137
65682,372736,384000,-2112,7109,79724
65692,314368,395264,-15168,5996,48731
65702,285696,416768,-24576,5449,-6618
65712,269312,412672,-26880,5136,-542
65722,269312,357376,-16512,5136,33875
65732,269312,269312,0,5136,96840
65742,275456,226304,9216,5253,112087
65753,272384,222208,9408,5195,90542
65763,278528,264192,2688,5312,33129
65773,278528,252928,4800,5312,27131
65783,278528,222208,10560,5312,41868
65793,391168,173056,40896,7460,103159
65803,391168,211968,33600,7460,67301
65813,514048,235520,52224,9804,81206
65823,514048,296960,40704,9804,51774
65833,514048,253952,48768,9804,124275
65843,659456,264192,74112,12578,172841
65853,659456,357376,56640,12578,117792
65863,659456,483328,33024,12578,40902
65873,739328,550912,35328,14101,41256
65883,739328,535552,38208,14101,91346
65893,739328,586752,28608,14101,76807
65903,1127424,637952,91776,21503,143721
65913,1127424,695296,81024,21503,131677
65923,1127424,738304,72960,21503,153234
65933,2554880,850944,319488,48730,413146
65943,2638848,1125376,283776,50332,297593
65953,2611200,1501184,208128,49804,155906
65963,2291712,1803264,91584,43710,36463
65973,2291712,2201600,16896,43710,-30855
65983,1716224,2477056,-142656,32734,-179744
65993,1378304,2571264,-223680,26289,-209745
66003,1094656,2497536,-263040,20878,-189888
66013,920576,2329600,-264192,17558,-146761
