R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
35,1,25,35,1,25,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDRefZi,PIDSensXi,PIDSensZi,PIDPoutXi,PIDIoutXi,PIDDoutXi
9823,-0.427,1,0,0,0,0,0,0,0
9828,-4.822,1,0,0,0,0,0,0,0
9833,-2.258,1,0,0,0,0,0,0,0
9838,-0.061,1,0,0,0,0,0,0,0
9843,-1.770,1,0,0,0,0,0,0,0
9848,-4.333,1,0,0,0,0,0,0,0
9853,-0.427,1,0,0,0,0,0,0,0
9858,-4.700,1,0,0,0,0,0,0,0
9863,2.869,1,0,0,0,0,0,0,0
9868,0.305,1,0,0,0,0,0,0,0
9873,-5.920,1,0,0,0,0,0,0,0
9878,1.770,1,0,0,0,0,0,0,0
9883,-4.578,1,0,0,0,0,0,0,0
9888,-2.014,1,0,0,0,0,0,0,0
9893,-1.892,1,0,0,0,0,0,0,0
9898,-0.671,1,0,0,0,0,0,0,0
9903,-2.258,1,0,0,0,0,0,0,0
9908,-2.991,1,0,0,0,0,0,0,0
9913,3.967,1,0,0,0,0,0,0,0
9918,-3.967,1,0,0,0,0,0,0,0
9923,2.991,1,0,0,0,0,0,0,0
9928,7.507,1,0,0,0,0,0,0,0
9933,2.625,1,0,0,0,0,0,0,0
9938,1.526,1,0,0,0,0,0,0,0
9943,-1.526,1,0,0,0,0,0,0,0
9948,4.211,1,0,0,0,0,0,0,0
9953,0.305,1,0,0,0,0,0,0,0
9958,2.258,1,0,0,0,0,0,0,0
9963,2.258,1,0,0,0,0,0,0,0
9968,2.502,1,0,0,0,0,0,0,0
9973,4.578,1,0,0,0,0,0,0,0
