R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,20,47,58,1,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi
20145,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20150,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20155,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20160,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20165,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20170,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20175,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20180,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20185,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20190,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20196,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20201,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20206,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20211,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20216,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20221,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20226,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20231,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20236,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20241,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20246,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20251,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20256,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20261,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20266,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20271,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20276,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20281,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20286,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20291,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20296,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20301,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20306,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20311,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20316,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20321,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20326,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20331,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20336,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20341,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20346,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20351,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20356,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20361,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20366,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20371,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20376,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20381,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20386,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20391,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20396,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20401,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20406,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20411,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20416,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20421,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20426,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20431,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
20436,0,-67584,-165888,-34816,37584,10715,24899,23400,-15
