R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,30,47,58,1,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi
41848,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41853,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41858,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41863,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41868,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41873,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41878,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41883,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41888,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41893,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41898,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41903,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41908,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41913,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41918,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41923,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41928,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41933,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41938,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41943,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41948,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41953,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41958,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41963,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41968,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41973,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41978,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41983,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41988,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41993,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
41998,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42003,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42008,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42013,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42018,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42023,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42028,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42033,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42038,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42043,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42048,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42053,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42058,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42063,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42068,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42073,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42078,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42083,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42088,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42093,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42098,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42103,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42108,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42113,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42118,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42123,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
42128,0,-9216,-24576,-408576,5568,-39958,36925,-71315,0
