R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
40,5,40,48,5,36,350,10,0,0,0,0,7,200,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,300,100,300,100,25,25
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ,PIDPoutX,PIDIoutX,PIDDoutX
158.985,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
158.991,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
158.996,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.002,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.008,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.014,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.020,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.026,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.033,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.038,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.044,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.050,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.056,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.062,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.068,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.074,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.080,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.085,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.092,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.098,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.104,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.110,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.116,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.122,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.127,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.133,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.139,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.146,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.152,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.158,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.164,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.169,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.175,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.181,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.187,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.193,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.200,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.206,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.211,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.217,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.223,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.229,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.235,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.241,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.247,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.254,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.259,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.265,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.271,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.277,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.283,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.289,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.295,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.300,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.307,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.313,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.319,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.325,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.331,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.337,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.342,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.348,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.354,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.361,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.367,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.373,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.379,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.385,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.390,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.396,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.402,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.408,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.414,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.421,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.427,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.432,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.438,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.444,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.450,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.456,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.462,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.468,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.474,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.480,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.486,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.492,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.498,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.504,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.510,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.516,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.521,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.527,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.534,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.540,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.546,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.552,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.558,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.563,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.569,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.575,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.581,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.588,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.594,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.600,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.605,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.611,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.617,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.623,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.629,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.635,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.642,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.648,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.653,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.659,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.665,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.671,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.677,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.683,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.689,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.694,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.701,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.707,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.713,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.719,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.725,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.731,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.736,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.743,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.749,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.755,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.761,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.767,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.773,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.779,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.784,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.790,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.797,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.803,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.809,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.815,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.821,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.826,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.832,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.838,0.000,-0.744,0.000,-63.427,-11.457,11.458,2.664,-0.161,-5.115
159.844,0.000,-0.446,0.000,-0.108,-0.354,-0.782,0.004,0.000,-0.033
159.850,0.000,-0.446,0.000,0.833,-0.032,-1.149,-0.034,-0.000,0.155
159.855,0.000,-0.446,0.000,0.626,0.049,-0.957,-0.025,-0.000,0.060
159.860,0.000,-0.446,0.000,0.529,0.359,0.806,-0.021,-0.001,0.026
159.865,0.000,-0.446,0.000,0.120,0.373,0.475,-0.005,-0.001,-0.041
159.870,0.000,-0.446,0.000,0.312,0.682,-0.008,-0.013,-0.001,0.016
159.875,0.000,-0.446,0.000,1.614,0.196,0.552,-0.065,-0.001,0.283
159.881,0.000,-0.446,0.000,1.635,-0.691,1.062,-0.066,-0.001,0.230
159.886,0.000,-0.446,0.000,0.803,-0.479,0.184,-0.033,-0.001,0.018
159.891,0.000,-0.446,0.000,-0.257,1.342,-0.697,0.010,-0.001,-0.188
159.896,0.000,-0.446,0.000,-0.358,1.466,-0.293,0.014,-0.001,-0.177
159.901,0.000,-0.446,0.000,-0.109,1.562,1.214,0.004,-0.001,-0.071
159.907,0.000,-0.446,0.000,0.382,1.723,-0.351,-0.015,-0.001,0.021
159.912,0.000,-0.446,0.000,0.230,1.301,-1.191,-0.009,-0.002,-0.016
159.917,0.000,-0.446,0.000,0.733,0.189,-0.424,-0.030,-0.002,0.097
159.922,0.000,-0.446,0.000,-0.022,-0.233,-0.780,0.001,-0.002,-0.075
159.927,0.000,-0.446,0.000,0.090,-0.811,-0.718,-0.004,-0.002,-0.034
159.932,0.000,-0.446,0.000,-0.170,-1.083,-0.160,0.007,-0.002,-0.070
159.938,0.000,-0.446,0.000,-0.552,-0.244,-0.449,0.022,-0.002,-0.123
159.943,0.000,-0.446,0.000,0.167,0.507,-0.795,-0.007,-0.002,0.044
159.948,0.000,-0.446,0.000,0.146,0.234,-0.549,-0.006,-0.002,0.031
159.953,0.000,-0.446,0.000,0.542,0.098,-0.331,-0.022,-0.002,0.093
159.958,0.000,-0.446,0.000,0.700,0.204,-1.078,-0.028,-0.002,0.101
159.964,0.000,-0.446,0.000,-0.073,0.737,-0.069,0.003,-0.002,-0.070
159.969,0.000,-0.446,0.000,0.482,0.483,1.285,-0.020,-0.002,0.045
159.974,0.000,-0.446,0.000,-0.073,0.045,0.373,0.003,-0.002,-0.099
159.979,0.000,-0.446,0.000,-0.576,0.088,-1.070,0.023,-0.002,-0.197
159.984,0.000,-0.446,0.000,0.016,0.265,-0.038,-0.001,-0.002,0.001
159.990,0.000,-0.446,0.000,0.681,-1.293,-0.892,-0.028,-0.002,0.125
159.995,0.000,-0.446,0.000,-0.428,-1.336,-1.444,0.017,-0.002,-0.109
160.000,0.000,-0.446,0.000,0.576,-0.560,-1.900,-0.023,-0.002,0.119
160.005,0.000,-0.446,0.000,1.524,-0.493,-0.278,-0.062,-0.002,0.290
160.010,0.000,-0.446,0.000,-0.125,0.977,-0.132,0.005,-0.002,-0.121
160.015,0.000,-0.446,0.000,0.100,-0.067,-1.434,-0.004,-0.002,-0.023
160.020,0.000,-0.446,0.000,-0.554,-0.612,-1.788,0.022,-0.002,-0.158
160.026,0.000,-0.446,0.000,-0.221,-0.113,-0.922,0.009,-0.002,-0.062
160.031,0.000,-0.446,0.000,0.471,0.348,-0.793,-0.019,-0.002,0.066
160.036,0.000,-0.446,0.000,0.142,-0.065,-0.724,-0.006,-0.002,-0.015
160.041,0.000,-0.446,0.000,0.622,-0.505,-0.689,-0.025,-0.003,0.088
160.046,0.000,-0.446,0.000,0.083,-0.859,-0.485,-0.003,-0.003,-0.046
160.052,0.000,-0.446,0.000,-0.021,-0.381,-0.537,0.001,-0.003,-0.051
160.057,0.000,-0.446,0.000,0.539,-0.354,-0.392,-0.022,-0.003,0.053
160.062,0.000,-0.446,0.000,-0.497,0.386,0.073,0.020,-0.003,-0.151
160.067,0.000,-0.446,0.000,0.107,-0.726,0.667,-0.004,-0.003,0.027
160.072,0.000,-0.446,0.000,0.556,-0.791,0.951,-0.022,-0.003,0.105
160.078,0.000,-0.446,0.000,0.545,-0.334,0.515,-0.022,-0.003,0.073
160.083,0.000,-0.446,0.000,-0.288,-0.560,1.084,0.012,-0.003,-0.107
160.088,0.000,-0.446,0.000,-0.058,-1.907,1.796,0.002,-0.003,-0.027
160.093,0.000,-0.446,0.000,-1.100,-0.734,1.006,0.045,-0.003,-0.203
160.098,0.000,-0.446,0.000,-0.327,-0.248,0.267,0.013,-0.002,0.013
160.104,0.000,-0.446,0.000,-0.536,0.967,-0.678,0.022,-0.002,-0.058
160.109,0.000,-0.446,0.000,-0.443,0.234,-0.828,0.018,-0.002,-0.039
160.114,0.000,-0.446,0.000,-0.416,0.222,-0.494,0.017,-0.002,-0.054
160.119,0.000,-0.446,0.000,-0.478,-0.414,-0.761,0.019,-0.002,-0.047
160.124,0.000,-0.446,0.000,0.259,0.444,0.187,-0.010,-0.002,0.090
160.129,0.000,-0.446,0.000,0.252,1.608,-0.352,-0.010,-0.002,0.071
160.135,0.000,-0.446,0.000,0.456,0.252,-0.207,-0.018,-0.002,0.087
160.140,0.000,-0.446,0.000,0.746,-0.362,-0.332,-0.030,-0.003,0.110
160.145,0.000,-0.446,0.000,0.562,-0.165,-1.475,-0.023,-0.003,0.039
160.150,0.000,-0.446,0.000,0.753,-0.647,-2.401,-0.030,-0.003,0.085
160.155,0.000,-0.446,0.000,0.843,-0.055,-1.751,-0.034,-0.003,0.073
160.160,0.000,-0.446,0.000,1.225,0.537,-2.501,-0.050,-0.003,0.146
160.166,0.000,-0.446,0.000,0.901,1.210,-2.855,-0.036,-0.003,0.077
160.171,0.000,-0.446,0.000,1.108,0.156,-1.861,-0.045,-0.004,0.108
160.176,0.000,-0.446,0.000,1.685,-0.374,-1.391,-0.068,-0.004,0.203
160.181,0.000,-0.446,0.000,0.650,-0.341,-1.533,-0.026,-0.004,-0.057
160.186,0.000,-0.446,0.000,0.538,0.093,-0.598,-0.022,-0.004,-0.056
160.192,0.000,-0.446,0.000,0.167,0.407,0.102,-0.007,-0.005,-0.117
160.197,0.000,-0.446,0.000,0.035,0.706,-0.869,-0.001,-0.005,-0.107
160.202,0.000,-0.446,0.000,-0.423,-0.259,-1.185,0.017,-0.004,-0.172
160.207,0.000,-0.446,0.000,0.425,-0.241,-0.832,-0.017,-0.005,0.041
160.212,0.000,-0.446,0.000,-0.188,-0.452,-0.414,0.008,-0.005,-0.091
160.217,0.000,-0.446,0.000,-0.111,-0.293,-0.131,0.005,-0.004,-0.054
160.223,0.000,-0.446,0.000,-1.663,-0.560,0.226,0.067,-0.004,-0.354
160.228,0.000,-0.446,0.000,-1.636,-0.065,-0.585,0.066,-0.004,-0.284
160.233,0.000,-0.446,0.000,-2.200,0.401,-0.454,0.089,-0.003,-0.341
160.238,0.000,-0.446,0.000,-1.723,0.163,0.648,0.070,-0.003,-0.153
160.243,0.000,-0.446,0.000,-1.592,0.431,1.546,0.064,-0.002,-0.086
160.248,0.000,-0.446,0.000,-2.139,-0.716,0.900,0.087,-0.002,-0.176
160.254,0.000,-0.446,0.000,-0.809,-0.069,0.131,0.033,-0.002,0.115
160.259,0.000,-0.446,0.000,0.734,-1.004,1.057,-0.030,-0.002,0.406
160.264,0.000,-0.446,0.000,1.034,-1.344,0.603,-0.042,-0.002,0.374
160.269,0.000,-0.446,0.000,0.079,-0.636,-0.565,-0.003,-0.002,0.098
160.274,0.000,-0.446,0.000,0.033,-0.702,-1.519,-0.001,-0.002,0.049
160.280,0.000,-0.446,0.000,-0.356,-0.752,-0.465,0.014,-0.002,-0.018
160.285,0.000,-0.446,0.000,0.081,0.065,0.032,-0.003,-0.002,0.082
160.290,0.000,-0.446,0.000,-0.395,-0.799,0.096,0.016,-0.002,-0.037
160.295,0.000,-0.446,0.000,0.701,-0.612,-0.150,-0.028,-0.002,0.198
160.300,0.000,-0.446,0.000,0.424,-0.551,1.142,-0.017,-0.002,0.074
160.306,0.000,-0.446,0.000,0.843,-0.215,0.965,-0.034,-0.002,0.147
160.311,0.000,-0.446,0.000,1.163,-0.166,0.744,-0.047,-0.003,0.171
160.316,0.000,-0.446,0.000,1.072,0.097,0.783,-0.043,-0.003,0.116
160.321,0.000,-0.446,0.000,0.810,-0.034,1.237,-0.033,-0.003,0.029
160.326,0.000,-0.446,0.000,0.655,0.562,0.387,-0.027,-0.003,0.000
160.331,0.000,-0.446,0.000,0.981,0.749,0.219,-0.040,-0.004,0.051
160.337,0.000,-0.446,0.000,0.297,1.098,1.015,-0.012,-0.004,-0.102
160.342,0.000,-0.446,0.000,-0.472,0.483,1.123,0.019,-0.004,-0.228
160.347,0.000,-0.446,0.000,-0.461,0.698,0.046,0.019,-0.003,-0.149
160.352,0.000,-0.446,0.000,-0.507,-0.007,0.068,0.021,-0.003,-0.110
160.357,0.000,-0.446,0.000,-0.479,-0.499,-0.440,0.019,-0.003,-0.094
160.362,0.000,-0.446,0.000,-0.680,-0.506,-0.602,0.028,-0.003,-0.105
