R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,64,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
341767,1.953,0,-3366912,263040,12175,234914
341772,1.343,0,-3366912,263040,12175,234914
341777,6.104,0,-3366912,263040,12175,234914
341782,-0.244,0,-3366912,263040,12175,234914
341787,3.418,0,-3366912,263040,12175,234914
341792,2.441,0,-3366912,263040,12175,234914
341797,3.052,0,-3366912,263040,12175,234914
341802,-0.977,0,-3366912,263040,12175,234914
341807,3.662,0,-3366912,263040,12175,234914
341812,-1.709,0,-3366912,263040,12175,234914
341817,2.808,0,-3366912,263040,12175,234914
341822,2.075,0,-3366912,263040,12175,234914
341827,5.493,0,-3366912,263040,12175,234914
341832,0.610,0,-3366912,263040,12175,234914
341837,-5.859,0,-3366912,263040,12175,234914
341842,2.075,0,-3366912,263040,12175,234914
341847,-0.854,0,-3366912,263040,12175,234914
341852,0.610,0,-3366912,263040,12175,234914
341857,4.150,0,-3366912,263040,12175,234914
341862,4.761,0,-3366912,263040,12175,234914
341867,1.587,0,-3366912,263040,12175,234914
341872,6.348,0,-3366912,263040,12175,234914
341877,-3.906,0,-3366912,263040,12175,234914
341882,-0.977,0,-3366912,263040,12175,234914
341887,-0.854,0,-3366912,263040,12175,234914
341892,-5.371,0,-3366912,263040,12175,234914
341897,-0.122,0,-3366912,263040,12175,234914
341902,-5.615,0,-3366912,263040,12175,234914
341907,-1.221,0,-3366912,263040,12175,234914
341912,2.686,0,-3366912,263040,12175,234914
341917,2.563,0,-3366912,263040,12175,234914
341922,0.610,0,-3366912,263040,12175,234914
341927,-1.221,0,-3366912,263040,12175,234914
341932,-2.319,0,-3366912,263040,12175,234914
341937,-4.028,0,-3366912,263040,12175,234914
341942,-4.150,0,-3366912,263040,12175,234914
341947,11.475,0,-3366912,263040,12175,234914
341952,-1.709,0,-3366912,263040,12175,234914
