R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,56,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
254694,3.052,104448,909312,-62880,-16384,-83969
254699,-2.563,104448,909312,-62880,-16384,-83969
254704,-0.122,104448,909312,-62880,-16384,-83969
254709,2.563,104448,909312,-62880,-16384,-83969
254714,-0.244,104448,909312,-62880,-16384,-83969
254719,-0.122,104448,909312,-62880,-16384,-83969
254724,0.732,104448,909312,-62880,-16384,-83969
254729,-4.517,104448,909312,-62880,-16384,-83969
254734,-0.610,104448,909312,-62880,-16384,-83969
254739,-2.075,104448,909312,-62880,-16384,-83969
254744,4.395,104448,909312,-62880,-16384,-83969
254749,-2.930,104448,909312,-62880,-16384,-83969
254754,-5.493,104448,909312,-62880,-16384,-83969
254759,5.859,104448,909312,-62880,-16384,-83969
254764,-3.662,104448,909312,-62880,-16384,-83969
254769,-1.831,104448,909312,-62880,-16384,-83969
254774,1.953,104448,909312,-62880,-16384,-83969
254779,2.808,104448,909312,-62880,-16384,-83969
254784,1.221,104448,909312,-62880,-16384,-83969
254789,1.343,104448,909312,-62880,-16384,-83969
254794,1.831,104448,909312,-62880,-16384,-83969
254799,-6.226,104448,909312,-62880,-16384,-83969
254804,1.587,104448,909312,-62880,-16384,-83969
254809,0.000,104448,909312,-62880,-16384,-83969
254814,0.854,104448,909312,-62880,-16384,-83969
254819,3.052,104448,909312,-62880,-16384,-83969
254824,4.761,104448,909312,-62880,-16384,-83969
254829,3.662,104448,909312,-62880,-16384,-83969
254835,-3.662,104448,909312,-62880,-16384,-83969
254840,4.028,104448,909312,-62880,-16384,-83969
254845,-1.099,104448,909312,-62880,-16384,-83969
254850,3.052,104448,909312,-62880,-16384,-83969
254855,1.221,104448,909312,-62880,-16384,-83969
254860,-1.221,104448,909312,-62880,-16384,-83969
254865,4.761,104448,909312,-62880,-16384,-83969
254870,1.465,104448,909312,-62880,-16384,-83969
254875,-0.732,104448,909312,-62880,-16384,-83969
254880,8.301,104448,909312,-62880,-16384,-83969
254885,4.517,104448,909312,-62880,-16384,-83969
254890,0.488,104448,909312,-62880,-16384,-83969
254895,0.854,104448,909312,-62880,-16384,-83969
254900,5.493,104448,909312,-62880,-16384,-83969
254905,3.174,104448,909312,-62880,-16384,-83969
254910,-0.854,104448,909312,-62880,-16384,-83969
254915,5.737,104448,909312,-62880,-16384,-83969
254920,1.831,104448,909312,-62880,-16384,-83969
254925,-1.709,104448,909312,-62880,-16384,-83969
254930,4.517,104448,909312,-62880,-16384,-83969
254935,-6.470,104448,909312,-62880,-16384,-83969
254940,-0.366,104448,909312,-62880,-16384,-83969
254945,-1.953,104448,909312,-62880,-16384,-83969
254950,1.465,104448,909312,-62880,-16384,-83969
254955,0.732,104448,909312,-62880,-16384,-83969
254960,-4.028,104448,909312,-62880,-16384,-83969
254965,-1.831,104448,909312,-62880,-16384,-83969
254970,-1.587,104448,909312,-62880,-16384,-83969
254975,-3.540,104448,909312,-62880,-16384,-83969
254980,-0.244,104448,909312,-62880,-16384,-83969
254985,3.662,104448,909312,-62880,-16384,-83969
254990,-6.592,104448,909312,-62880,-16384,-83969
254995,-1.831,104448,909312,-62880,-16384,-83969
255000,-0.122,104448,909312,-62880,-16384,-83969
255005,3.052,104448,909312,-62880,-16384,-83969
255010,-2.197,104448,909312,-62880,-16384,-83969
255015,-3.784,104448,909312,-62880,-16384,-83969
255020,-5.127,104448,909312,-62880,-16384,-83969
255025,3.174,104448,909312,-62880,-16384,-83969
255030,-6.470,104448,909312,-62880,-16384,-83969
255035,0.854,104448,909312,-62880,-16384,-83969
255040,-1.099,104448,909312,-62880,-16384,-83969
255045,-7.568,104448,909312,-62880,-16384,-83969
255050,7.202,104448,909312,-62880,-16384,-83969
255055,3.662,104448,909312,-62880,-16384,-83969
255060,-0.122,104448,909312,-62880,-16384,-83969
255065,0.488,104448,909312,-62880,-16384,-83969
255070,-3.052,104448,909312,-62880,-16384,-83969
255075,5.005,104448,909312,-62880,-16384,-83969
255080,2.075,104448,909312,-62880,-16384,-83969
255085,4.395,104448,909312,-62880,-16384,-83969
255090,-1.587,104448,909312,-62880,-16384,-83969
255095,0.610,104448,909312,-62880,-16384,-83969
255100,1.831,104448,909312,-62880,-16384,-83969
255105,-1.465,104448,909312,-62880,-16384,-83969
255110,2.930,104448,909312,-62880,-16384,-83969
255115,0.977,104448,909312,-62880,-16384,-83969
255120,-1.099,104448,909312,-62880,-16384,-83969
255125,-4.517,104448,909312,-62880,-16384,-83969
255130,3.784,104448,909312,-62880,-16384,-83969
255135,-1.465,104448,909312,-62880,-16384,-83969
255140,-1.221,104448,909312,-62880,-16384,-83969
255145,1.221,104448,909312,-62880,-16384,-83969
255150,0.244,104448,909312,-62880,-16384,-83969
255155,-6.470,104448,909312,-62880,-16384,-83969
255160,2.563,104448,909312,-62880,-16384,-83969
255165,1.709,104448,909312,-62880,-16384,-83969
255170,-4.883,104448,909312,-62880,-16384,-83969
255175,3.052,104448,909312,-62880,-16384,-83969
255180,-7.812,104448,909312,-62880,-16384,-83969
255185,-1.953,104448,909312,-62880,-16384,-83969
255190,-5.249,104448,909312,-62880,-16384,-83969
255195,-4.639,104448,909312,-62880,-16384,-83969
255200,0.732,104448,909312,-62880,-16384,-83969
255205,-2.930,104448,909312,-62880,-16384,-83969
255210,3.418,104448,909312,-62880,-16384,-83969
255215,1.465,104448,909312,-62880,-16384,-83969
255220,1.465,104448,909312,-62880,-16384,-83969
255225,-0.488,104448,909312,-62880,-16384,-83969
255230,2.686,104448,909312,-62880,-16384,-83969
255235,3.540,104448,909312,-62880,-16384,-83969
255240,1.831,104448,909312,-62880,-16384,-83969
255245,-1.709,104448,909312,-62880,-16384,-83969
255250,3.296,104448,909312,-62880,-16384,-83969
255255,-3.174,104448,909312,-62880,-16384,-83969
255260,6.836,104448,909312,-62880,-16384,-83969
255265,-1.587,104448,909312,-62880,-16384,-83969
255270,2.930,104448,909312,-62880,-16384,-83969
255275,-4.150,104448,909312,-62880,-16384,-83969
255280,1.709,104448,909312,-62880,-16384,-83969
255285,0.122,104448,909312,-62880,-16384,-83969
255291,-1.221,104448,909312,-62880,-16384,-83969
255296,0.488,104448,909312,-62880,-16384,-83969
255301,-0.610,104448,909312,-62880,-16384,-83969
255306,-1.587,104448,909312,-62880,-16384,-83969
255311,-2.563,104448,909312,-62880,-16384,-83969
255316,-0.366,104448,909312,-62880,-16384,-83969
255321,3.662,104448,909312,-62880,-16384,-83969
255326,-4.272,104448,909312,-62880,-16384,-83969
255331,5.249,104448,909312,-62880,-16384,-83969
255336,-0.610,104448,909312,-62880,-16384,-83969
255341,-5.859,0,8192,-640,-1,-83969
255346,-1.343,0,5120,-400,-3,444
255351,-0.977,0,10240,-800,-7,1324
255356,2.563,0,7168,-560,-11,-1733
255361,1.465,0,12288,-960,-15,1419
255366,1.343,0,9216,-720,-19,-1628
255371,9.399,0,6144,-480,-24,-3449
255376,-3.296,0,13312,-1040,-28,1320
255381,-5.859,0,15360,-1200,-33,2126
255386,1.343,0,8192,-640,-38,-2251
255391,-3.296,0,11264,-880,-41,825
255396,-0.488,0,7168,-560,-44,-1345
255401,3.906,0,8192,-640,-47,-481
255406,-0.244,0,8192,-640,-51,-634
255411,-4.883,0,9216,-720,-54,829
255416,-1.099,0,9216,-720,-57,1626
255421,1.709,0,9216,-720,-61,190
255426,2.930,0,7168,-560,-65,-2077
255431,-3.296,0,10240,-800,-69,395
255436,0.610,0,8192,-640,-73,-910
255441,2.197,0,6144,-480,-76,-2744
255446,1.221,0,6144,-480,-79,-3150
255451,-3.052,0,10240,-800,-82,947
255456,-5.005,0,11264,-880,-86,2019
255461,3.418,0,7168,-560,-89,-772
255466,-5.615,0,15360,-1200,-93,4559
255471,-3.662,0,14336,-1120,-97,3204
255476,-1.709,0,10240,-800,-102,475
255481,-5.005,0,10240,-800,-104,1860
255486,2.930,0,12288,-960,-108,4087
255491,-7.202,0,13312,-1040,-111,4234
255496,0.977,0,-1024,80,-113,-4364
255501,-1.709,0,3072,-240,-114,-748
255506,-4.639,0,18432,-1440,-119,6964
