R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,40,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
44382,1.587,0,410624,-32080,10888,80539
44387,3.052,0,410624,-32080,10888,80539
44392,-3.052,0,410624,-32080,10888,80539
44397,-3.052,0,410624,-32080,10888,80539
44402,-6.714,0,410624,-32080,10888,80539
44407,1.465,0,410624,-32080,10888,80539
44412,0.732,0,410624,-32080,10888,80539
44417,-1.343,0,410624,-32080,10888,80539
44422,0.732,0,410624,-32080,10888,80539
44427,6.714,0,410624,-32080,10888,80539
44432,1.099,0,410624,-32080,10888,80539
44437,5.859,0,410624,-32080,10888,80539
44442,4.272,0,410624,-32080,10888,80539
44447,-1.831,0,410624,-32080,10888,80539
44452,0.244,0,410624,-32080,10888,80539
44457,-2.319,0,410624,-32080,10888,80539
44462,1.221,0,410624,-32080,10888,80539
44467,-1.221,0,410624,-32080,10888,80539
44472,-0.122,0,410624,-32080,10888,80539
44477,-2.930,0,410624,-32080,10888,80539
44482,1.099,0,410624,-32080,10888,80539
44487,-0.122,0,410624,-32080,10888,80539
44492,-0.732,0,410624,-32080,10888,80539
44497,0.977,0,410624,-32080,10888,80539
44502,-4.883,0,410624,-32080,10888,80539
44507,-0.977,0,410624,-32080,10888,80539
44512,-1.587,0,410624,-32080,10888,80539
44517,1.709,0,410624,-32080,10888,80539
44522,-0.977,0,410624,-32080,10888,80539
44527,-3.174,0,410624,-32080,10888,80539
44532,1.343,0,410624,-32080,10888,80539
44537,-5.249,0,410624,-32080,10888,80539
44543,3.052,0,410624,-32080,10888,80539
44548,1.099,0,410624,-32080,10888,80539
44553,3.540,0,410624,-32080,10888,80539
44558,0.366,0,410624,-32080,10888,80539
44563,-1.831,0,410624,-32080,10888,80539
44568,-1.831,0,410624,-32080,10888,80539
44573,7.324,0,410624,-32080,10888,80539
44578,2.930,0,410624,-32080,10888,80539
44583,-3.052,0,410624,-32080,10888,80539
44588,4.517,0,410624,-32080,10888,80539
44593,3.174,0,410624,-32080,10888,80539
44598,-2.686,0,410624,-32080,10888,80539
44603,-2.930,0,410624,-32080,10888,80539
44608,2.075,0,410624,-32080,10888,80539
44613,-4.883,0,410624,-32080,10888,80539
44618,-1.709,0,410624,-32080,10888,80539
44623,-2.686,0,410624,-32080,10888,80539
44628,7.935,0,410624,-32080,10888,80539
44633,-3.174,0,410624,-32080,10888,80539
44638,-1.465,0,410624,-32080,10888,80539
