R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,28,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
68201,-4.761,0,-20125696,1572320,16383,-72482
68206,-0.488,0,-20125696,1572320,16383,-72482
68212,-0.854,0,-20125696,1572320,16383,-72482
68217,-0.610,0,-20125696,1572320,16383,-72482
68222,-3.784,0,-20125696,1572320,16383,-72482
68227,3.418,0,-20125696,1572320,16383,-72482
68232,5.981,0,-20125696,1572320,16383,-72482
68237,2.441,0,-20125696,1572320,16383,-72482
68243,3.662,0,-20125696,1572320,16383,-72482
68248,-4.028,0,-20125696,1572320,16383,-72482
68253,-1.465,0,-20125696,1572320,16383,-72482
68258,1.343,0,-20125696,1572320,16383,-72482
68263,-1.587,0,-20125696,1572320,16383,-72482
68268,-3.418,0,-20125696,1572320,16383,-72482
68274,9.033,0,-20125696,1572320,16383,-72482
68279,2.319,0,-20125696,1572320,16383,-72482
68284,-2.686,0,-20125696,1572320,16383,-72482
68289,-0.610,0,-20125696,1572320,16383,-72482
68294,-4.517,0,-20125696,1572320,16383,-72482
68299,-6.592,0,-20125696,1572320,16383,-72482
68305,5.615,0,-20125696,1572320,16383,-72482
68310,-4.639,0,-20125696,1572320,16383,-72482
68315,3.906,0,-20125696,1572320,16383,-72482
68320,2.930,0,-20125696,1572320,16383,-72482
68325,0.732,0,-20125696,1572320,16383,-72482
68330,1.465,0,-20125696,1572320,16383,-72482
68336,-0.244,0,-20125696,1572320,16383,-72482
68341,4.517,0,-20125696,1572320,16383,-72482
68346,-5.005,0,-20125696,1572320,16383,-72482
68351,-1.343,0,-20125696,1572320,16383,-72482
68356,3.052,0,-20125696,1572320,16383,-72482
68361,-0.977,0,-20125696,1572320,16383,-72482
68367,5.615,0,-20125696,1572320,16383,-72482
68372,-0.244,0,-20125696,1572320,16383,-72482
68377,-1.587,0,-20125696,1572320,16383,-72482
68382,-1.099,0,-20125696,1572320,16383,-72482
68387,-0.244,0,-20125696,1572320,16383,-72482
68392,1.587,0,-20125696,1572320,16383,-72482
68398,2.686,0,-20125696,1572320,16383,-72482
68403,-2.197,0,-20125696,1572320,16383,-72482
68408,-3.296,0,-20125696,1572320,16383,-72482
68413,0.732,0,-20125696,1572320,16383,-72482
68418,-1.831,0,-20125696,1572320,16383,-72482
68423,-3.174,0,-20125696,1572320,16383,-72482
68429,-3.662,0,-20125696,1572320,16383,-72482
68434,1.953,0,-20125696,1572320,16383,-72482
68439,-2.686,0,-20125696,1572320,16383,-72482
68444,-8.057,0,-20125696,1572320,16383,-72482
68449,3.418,0,-20125696,1572320,16383,-72482
68454,-2.808,0,-20125696,1572320,16383,-72482
68460,-6.714,0,-20125696,1572320,16383,-72482
68465,0.000,0,-20125696,1572320,16383,-72482
68470,-2.808,0,-20125696,1572320,16383,-72482
68475,-9.521,0,-20125696,1572320,16383,-72482
68480,-0.977,0,-20125696,1572320,16383,-72482
68485,-5.371,0,-20125696,1572320,16383,-72482
68491,-2.319,0,-20125696,1572320,16383,-72482
68496,-3.540,0,-20125696,1572320,16383,-72482
68501,1.465,0,-20125696,1572320,16383,-72482
68506,-2.319,0,-20125696,1572320,16383,-72482
68511,-1.465,0,-20125696,1572320,16383,-72482
68516,-4.395,0,-20125696,1572320,16383,-72482
68522,2.319,0,-20125696,1572320,16383,-72482
68527,1.465,0,-20125696,1572320,16383,-72482
68532,-1.465,0,-20125696,1572320,16383,-72482
68537,0.122,0,-20125696,1572320,16383,-72482
68542,1.465,0,-20125696,1572320,16383,-72482
68547,0.732,0,-20125696,1572320,16383,-72482
68553,-1.221,0,-20125696,1572320,16383,-72482
68558,6.714,0,-20125696,1572320,16383,-72482
68563,3.052,0,-20125696,1572320,16383,-72482
68568,-3.174,0,-20125696,1572320,16383,-72482
68573,10.742,0,-20125696,1572320,16383,-72482
68578,6.836,0,-20125696,1572320,16383,-72482
68584,2.319,0,-20125696,1572320,16383,-72482
68589,-5.615,0,-20125696,1572320,16383,-72482
68594,6.836,0,-20125696,1572320,16383,-72482
68599,-3.174,0,-20125696,1572320,16383,-72482
68604,2.686,0,-20125696,1572320,16383,-72482
68609,2.197,0,-20125696,1572320,16383,-72482
68615,-1.587,0,-20125696,1572320,16383,-72482
68620,-1.465,0,-20125696,1572320,16383,-72482
68625,4.639,0,-20125696,1572320,16383,-72482
68630,0.000,0,-20125696,1572320,16383,-72482
68635,-1.953,0,-20125696,1572320,16383,-72482
68640,6.226,0,-20125696,1572320,16383,-72482
68646,1.465,0,-20125696,1572320,16383,-72482
68651,-1.099,0,-20125696,1572320,16383,-72482
68656,-6.226,0,-20125696,1572320,16383,-72482
68661,7.812,0,-20125696,1572320,16383,-72482
68666,-2.563,0,-20125696,1572320,16383,-72482
68671,1.465,0,-20125696,1572320,16383,-72482
68677,4.028,0,-20125696,1572320,16383,-72482
68682,3.662,0,-20125696,1572320,16383,-72482
68687,-0.366,0,-20125696,1572320,16383,-72482
68692,-6.592,0,-20125696,1572320,16383,-72482
68697,3.052,0,-20125696,1572320,16383,-72482
68702,-4.639,0,-20125696,1572320,16383,-72482
68707,0.000,0,-20125696,1572320,16383,-72482
68713,-4.395,0,-20125696,1572320,16383,-72482
68718,4.639,0,-20125696,1572320,16383,-72482
68723,4.395,0,-20125696,1572320,16383,-72482
68728,5.005,0,-20125696,1572320,16383,-72482
68733,5.615,0,-20125696,1572320,16383,-72482
68738,1.465,0,-20125696,1572320,16383,-72482
68744,2.686,0,-20125696,1572320,16383,-72482
68749,3.052,0,-20125696,1572320,16383,-72482
68754,-1.953,0,-20125696,1572320,16383,-72482
68759,-0.610,0,-20125696,1572320,16383,-72482
68764,-5.981,0,-20125696,1572320,16383,-72482
68769,7.568,0,-20125696,1572320,16383,-72482
68775,4.639,0,-20125696,1572320,16383,-72482
68780,-1.587,0,-20125696,1572320,16383,-72482
68785,0.732,0,-20125696,1572320,16383,-72482
68790,4.150,0,-20125696,1572320,16383,-72482
68795,-8.667,0,-20125696,1572320,16383,-72482
68801,-1.953,0,-20125696,1572320,16383,-72482
68806,-3.418,0,-20125696,1572320,16383,-72482
68811,-3.296,0,-20125696,1572320,16383,-72482
68816,-4.517,0,-20125696,1572320,16383,-72482
68821,-0.488,0,-20125696,1572320,16383,-72482
68826,2.930,0,-20125696,1572320,16383,-72482
68831,0.000,0,-20125696,1572320,16383,-72482
68837,5.005,0,-20125696,1572320,16383,-72482
68842,0.366,0,-20125696,1572320,16383,-72482
68847,-2.930,0,-20125696,1572320,16383,-72482
68852,-3.906,0,-20125696,1572320,16383,-72482
68857,1.465,0,-20125696,1572320,16383,-72482
68862,-2.563,0,-20125696,1572320,16383,-72482
68868,-2.441,0,-20125696,1572320,16383,-72482
