R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,70,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
392815,-0.854,324608,1505280,-92240,-5771,923145
392820,-0.366,324608,1505280,-92240,-5771,923145
392825,-0.854,324608,1505280,-92240,-5771,923145
392830,-0.732,324608,1505280,-92240,-5771,923145
392835,-0.488,324608,1505280,-92240,-5771,923145
392840,-6.714,324608,1505280,-92240,-5771,923145
392845,3.296,324608,1505280,-92240,-5771,923145
392850,-3.052,324608,1505280,-92240,-5771,923145
392855,-3.052,324608,1505280,-92240,-5771,923145
392860,-2.319,324608,1505280,-92240,-5771,923145
392865,-1.709,324608,1505280,-92240,-5771,923145
392870,-4.150,324608,1505280,-92240,-5771,923145
392875,1.221,324608,1505280,-92240,-5771,923145
392880,-2.930,324608,1505280,-92240,-5771,923145
392885,7.202,324608,1505280,-92240,-5771,923145
392890,-1.953,324608,1505280,-92240,-5771,923145
392895,1.709,324608,1505280,-92240,-5771,923145
392900,-4.883,324608,1505280,-92240,-5771,923145
392905,-5.249,324608,1505280,-92240,-5771,923145
392910,5.249,324608,1505280,-92240,-5771,923145
392915,-4.639,324608,1505280,-92240,-5771,923145
392920,2.930,324608,1505280,-92240,-5771,923145
392925,1.099,324608,1505280,-92240,-5771,923145
392930,1.221,324608,1505280,-92240,-5771,923145
392935,-0.122,324608,1505280,-92240,-5771,923145
392940,0.977,324608,1505280,-92240,-5771,923145
392945,0.977,324608,1505280,-92240,-5771,923145
392950,1.343,324608,1505280,-92240,-5771,923145
392955,2.441,324608,1505280,-92240,-5771,923145
392960,4.517,324608,1505280,-92240,-5771,923145
392965,2.197,324608,1505280,-92240,-5771,923145
392970,-0.610,324608,1505280,-92240,-5771,923145
392975,-0.366,324608,1505280,-92240,-5771,923145
392980,-0.732,324608,1505280,-92240,-5771,923145
392985,-2.808,324608,1505280,-92240,-5771,923145
392990,-0.122,324608,1505280,-92240,-5771,923145
392995,-0.244,324608,1505280,-92240,-5771,923145
393000,-1.709,324608,1505280,-92240,-5771,923145
393005,4.639,324608,1505280,-92240,-5771,923145
393010,-10.986,324608,1505280,-92240,-5771,923145
393015,-5.493,324608,1505280,-92240,-5771,923145
393020,0.732,324608,1505280,-92240,-5771,923145
393025,1.709,324608,1505280,-92240,-5771,923145
393030,5.737,324608,1505280,-92240,-5771,923145
393035,-5.005,324608,1505280,-92240,-5771,923145
393041,1.953,324608,1505280,-92240,-5771,923145
393046,-0.977,324608,1505280,-92240,-5771,923145
393051,2.808,324608,1505280,-92240,-5771,923145
393056,-1.709,324608,1505280,-92240,-5771,923145
393061,-1.587,324608,1505280,-92240,-5771,923145
393066,2.563,324608,1505280,-92240,-5771,923145
393071,-2.563,324608,1505280,-92240,-5771,923145
393076,-1.831,324608,1505280,-92240,-5771,923145
393081,0.610,324608,1505280,-92240,-5771,923145
393086,-2.441,324608,1505280,-92240,-5771,923145
393091,-2.197,324608,1505280,-92240,-5771,923145
393096,0.610,324608,1505280,-92240,-5771,923145
393101,0.000,324608,1505280,-92240,-5771,923145
393106,-1.343,324608,1505280,-92240,-5771,923145
393111,-2.930,324608,1505280,-92240,-5771,923145
393116,-2.075,324608,1505280,-92240,-5771,923145
393121,1.587,324608,1505280,-92240,-5771,923145
393126,-2.075,324608,1505280,-92240,-5771,923145
393131,-0.488,324608,1505280,-92240,-5771,923145
393136,-0.366,324608,1505280,-92240,-5771,923145
393141,-2.808,324608,1505280,-92240,-5771,923145
393146,-4.028,324608,1505280,-92240,-5771,923145
393151,6.836,324608,1505280,-92240,-5771,923145
393156,-0.244,324608,1505280,-92240,-5771,923145
393161,-4.150,324608,1505280,-92240,-5771,923145
393166,-3.296,324608,1505280,-92240,-5771,923145
393171,-3.296,324608,1505280,-92240,-5771,923145
393176,-0.244,324608,1505280,-92240,-5771,923145
393181,-4.028,324608,1505280,-92240,-5771,923145
393186,9.155,324608,1505280,-92240,-5771,923145
393191,-7.080,324608,1505280,-92240,-5771,923145
393196,-1.343,324608,1505280,-92240,-5771,923145
393201,-1.465,324608,1505280,-92240,-5771,923145
393206,3.540,324608,1505280,-92240,-5771,923145
393211,-2.808,324608,1505280,-92240,-5771,923145
393216,3.174,324608,1505280,-92240,-5771,923145
393221,1.343,324608,1505280,-92240,-5771,923145
393226,-4.883,324608,1505280,-92240,-5771,923145
393231,4.517,324608,1505280,-92240,-5771,923145
393236,0.122,324608,1505280,-92240,-5771,923145
393241,-3.296,324608,1505280,-92240,-5771,923145
