R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,52,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
209008,-4.883,0,-1756160,137200,-12141,-226989
209013,-0.488,0,-1756160,137200,-12141,-226989
209018,-2.930,0,-1756160,137200,-12141,-226989
209023,0.000,0,-1756160,137200,-12141,-226989
209028,2.563,0,-1756160,137200,-12141,-226989
209033,2.075,0,-1756160,137200,-12141,-226989
209038,-1.465,0,-1756160,137200,-12141,-226989
209043,2.686,0,-1756160,137200,-12141,-226989
209048,-0.122,0,-1756160,137200,-12141,-226989
209053,6.714,0,-1756160,137200,-12141,-226989
209058,3.906,0,-1756160,137200,-12141,-226989
209063,3.784,0,-1756160,137200,-12141,-226989
209068,-1.587,0,-1756160,137200,-12141,-226989
209073,-1.709,0,-1756160,137200,-12141,-226989
209078,-1.831,0,-1756160,137200,-12141,-226989
209083,-2.930,0,-1756160,137200,-12141,-226989
209088,9.644,0,-1756160,137200,-12141,-226989
209093,2.686,0,-1756160,137200,-12141,-226989
209098,-0.366,0,-1756160,137200,-12141,-226989
209103,-1.953,0,-1756160,137200,-12141,-226989
209108,-5.127,0,-1756160,137200,-12141,-226989
209113,-5.981,0,-1756160,137200,-12141,-226989
209118,-2.563,0,-1756160,137200,-12141,-226989
209123,8.911,0,-1756160,137200,-12141,-226989
209128,-2.808,0,-1756160,137200,-12141,-226989
209133,-4.761,0,-1756160,137200,-12141,-226989
209138,-3.662,0,-1756160,137200,-12141,-226989
209143,-4.883,0,-1756160,137200,-12141,-226989
209148,5.249,0,-1756160,137200,-12141,-226989
209153,4.395,0,-1756160,137200,-12141,-226989
209158,-0.610,0,-1756160,137200,-12141,-226989
209163,-4.395,0,-1756160,137200,-12141,-226989
209168,-1.343,0,-1756160,137200,-12141,-226989
209173,-0.122,0,-1756160,137200,-12141,-226989
209178,-3.296,0,-1756160,137200,-12141,-226989
209183,-2.930,0,-1756160,137200,-12141,-226989
209188,-4.395,0,-1756160,137200,-12141,-226989
209193,-0.854,0,-1756160,137200,-12141,-226989
209198,-1.709,0,-1756160,137200,-12141,-226989
209203,-2.686,0,-1756160,137200,-12141,-226989
209208,2.319,0,-1756160,137200,-12141,-226989
209213,-2.563,0,-1756160,137200,-12141,-226989
209218,1.099,0,-1756160,137200,-12141,-226989
209223,-2.686,0,-1756160,137200,-12141,-226989
209228,1.221,0,-1756160,137200,-12141,-226989
209233,0.000,0,-1756160,137200,-12141,-226989
209238,-0.122,0,-1756160,137200,-12141,-226989
209243,-1.221,0,-1756160,137200,-12141,-226989
209248,2.441,0,-1756160,137200,-12141,-226989
209253,1.099,0,-1756160,137200,-12141,-226989
209258,2.441,0,-1756160,137200,-12141,-226989
209263,3.662,0,-1756160,137200,-12141,-226989
209268,2.930,0,-1756160,137200,-12141,-226989
209273,-3.174,0,-1756160,137200,-12141,-226989
209278,0.244,0,-1756160,137200,-12141,-226989
209283,1.465,0,-1756160,137200,-12141,-226989
209288,1.587,0,-1756160,137200,-12141,-226989
209293,4.395,0,-1756160,137200,-12141,-226989
209298,6.592,0,-1756160,137200,-12141,-226989
209303,-1.709,0,-1756160,137200,-12141,-226989
209308,0.854,0,-1756160,137200,-12141,-226989
209313,-3.296,0,-1756160,137200,-12141,-226989
209318,2.075,0,-1756160,137200,-12141,-226989
209323,1.099,0,-1756160,137200,-12141,-226989
209328,1.831,0,-1756160,137200,-12141,-226989
209333,1.465,0,-1756160,137200,-12141,-226989
209338,-2.075,0,-1756160,137200,-12141,-226989
209344,0.366,0,-1756160,137200,-12141,-226989
209349,0.244,0,-1756160,137200,-12141,-226989
209354,0.977,0,-1756160,137200,-12141,-226989
209359,4.761,0,-1756160,137200,-12141,-226989
209364,-4.517,0,-1756160,137200,-12141,-226989
209369,1.221,0,-1756160,137200,-12141,-226989
209374,3.052,0,-1756160,137200,-12141,-226989
209379,1.465,0,-1756160,137200,-12141,-226989
209384,0.244,0,-1756160,137200,-12141,-226989
209389,-0.610,0,-1756160,137200,-12141,-226989
209394,8.057,0,-1756160,137200,-12141,-226989
209399,1.709,0,-1756160,137200,-12141,-226989
209404,-4.761,0,-1756160,137200,-12141,-226989
209409,1.465,0,-1756160,137200,-12141,-226989
209414,-2.075,0,-1756160,137200,-12141,-226989
209419,1.221,0,-1756160,137200,-12141,-226989
209424,2.808,0,-1756160,137200,-12141,-226989
209429,2.441,0,-1756160,137200,-12141,-226989
209434,3.174,0,-1756160,137200,-12141,-226989
209439,0.854,0,-1756160,137200,-12141,-226989
209444,-4.639,0,-1756160,137200,-12141,-226989
209449,-7.446,0,-1756160,137200,-12141,-226989
209454,-7.080,0,-1756160,137200,-12141,-226989
209459,-4.028,0,-1756160,137200,-12141,-226989
209464,-5.005,0,-1756160,137200,-12141,-226989
209469,-0.122,0,-1756160,137200,-12141,-226989
209474,-7.324,0,-1756160,137200,-12141,-226989
209479,-4.272,0,-1756160,137200,-12141,-226989
209484,-1.709,0,-1756160,137200,-12141,-226989
209489,3.662,0,-1756160,137200,-12141,-226989
209494,3.174,0,-1756160,137200,-12141,-226989
209499,-0.488,0,-1756160,137200,-12141,-226989
209504,0.000,0,-1756160,137200,-12141,-226989
209509,-1.343,0,-1756160,137200,-12141,-226989
209514,1.343,0,-1756160,137200,-12141,-226989
