R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,200,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
8923,0,0,0,0,0,0
8933,0,0,0,0,0,0
8943,0,0,0,0,0,0
8953,0,0,0,0,0,0
8963,0,0,0,0,0,0
8973,0,0,0,0,0,0
8983,0,0,0,0,0,0
8993,0,0,0,0,0,0
9003,0,0,0,0,0,0
9013,0,0,0,0,0,0
9023,0,0,0,0,0,0
9033,0,0,0,0,0,0
9043,0,0,0,0,0,0
9053,0,0,0,0,0,0
9063,0,0,0,0,0,0
9073,0,0,0,0,0,0
9083,0,0,0,0,0,0
9093,0,0,0,0,0,0
9103,0,0,0,0,0,0
9113,0,0,0,0,0,0
9123,0,0,0,0,0,0
9133,0,0,0,0,0,0
9143,0,0,0,0,0,0
9153,0,0,0,0,0,0
9163,0,0,0,0,0,0
9173,0,0,0,0,0,0
9183,0,0,0,0,0,0
9193,0,0,0,0,0,0
9203,0,0,0,0,0,0
9213,0,0,0,0,0,0
9223,0,0,0,0,0,0
9233,0,0,0,0,0,0
9243,0,0,0,0,0,0
9253,0,0,0,0,0,0
9263,0,0,0,0,0,0
9273,0,0,0,0,0,0
9283,0,0,0,0,0,0
9293,0,0,0,0,0,0
9303,0,0,0,0,0,0
9313,0,0,0,0,0,0
9323,0,0,0,0,0,0
9333,0,0,0,0,0,0
9343,0,0,0,0,0,0
9353,0,0,0,0,0,0
9363,0,0,0,0,0,0
9373,0,0,0,0,0,0
9383,0,0,0,0,0,0
9393,0,0,0,0,0,0
9403,0,0,0,0,0,0
9413,0,0,0,0,0,0
9423,0,0,0,0,0,0
9433,0,0,0,0,0,0
9443,0,0,0,0,0,0
9453,0,0,0,0,0,0
9463,0,0,0,0,0,0
9473,0,0,0,0,0,0
9483,0,0,0,0,0,0
9493,0,0,0,0,0,0
9503,0,0,0,0,0,0
9513,0,0,0,0,0,0
9523,0,0,0,0,0,0
9533,0,0,0,0,0,0
9543,0,0,0,0,0,0
9553,0,0,0,0,0,0
9563,0,0,0,0,0,0
9573,0,0,0,0,0,0
9583,0,0,0,0,0,0
9593,0,0,0,0,0,0
9603,0,0,0,0,0,0
9613,0,11264,-2552,-38,5748,0
9623,0,7168,-1624,-91,998,0
9633,0,7168,-1624,-148,80,0
9643,0,5120,-1160,-210,-1848,0
9653,0,13312,-3016,-299,2088,0
9663,0,14336,-3248,-403,1365,0
9673,0,13312,-3016,-506,722,0
9683,0,5120,-1160,-564,-2617,0
9693,0,6144,-1392,-629,-1412,0
9703,0,10240,-2320,-699,1170,0
9713,0,11264,-2552,-784,849,0
9723,0,10240,-2320,-864,263,0
9733,0,9216,-2088,-924,963,0
9743,0,7168,-1624,-979,-322,0
9753,0,9216,-2088,-1047,436,0
9763,0,1024,-232,-1109,-5244,0
9773,0,4096,-928,-1172,-2812,0
9783,0,-3072,696,-1222,-7470,0
9793,0,13312,-3016,-1326,998,0
9803,0,4096,-928,-1414,-4556,0
9813,0,0,0,-1426,-3535,0
9823,0,-5120,1160,-1299,-3776,0
9833,0,11264,-2552,-1372,2776,0
9843,0,10240,-2320,-1426,1950,0
9853,0,12288,-2784,-1543,45,0
9863,0,-6144,1392,-1551,-9662,0
9873,0,3072,-696,-1538,-4085,0
9883,0,-5120,1160,-1406,-6151,0
9893,0,1024,-232,-993,7378,0
9903,0,6144,-1392,-184,19357,0
9913,0,-21504,4872,93,-3018,0
9923,0,-25600,5800,-35,-21538,0
9933,0,1024,-232,-270,-16501,0
9943,0,11264,-2552,-385,-9719,0
9953,0,-15360,3480,-293,-17281,0
9963,0,-19456,4408,2,-13759,0
9973,0,10240,-2320,-101,3121,0
9983,0,46080,-10440,-168,20734,0
9993,0,34816,-7888,-226,7481,0
10003,0,21504,-4872,-385,-1504,0
10013,0,24576,-5568,-502,5094,0
10023,0,-23552,5336,-394,-26346,0
10033,0,-21504,4872,98,-13150,0
10043,0,60416,-13688,-25,42295,0
10053,0,-4096,928,-35,-6449,0
10064,0,24576,-5568,-58,14136,0
10074,0,-73728,16704,14,-62273,0
10084,0,33792,-7656,-27,20975,0
10094,0,13312,-3016,-48,4957,0
10104,0,93184,-21112,-181,58428,0
10114,0,-69632,15776,102,-43237,0
10124,0,-57344,12992,153,-33460,0
10134,0,90112,-20416,158,81194,0
10144,0,-44032,9976,16,-35205,0
10154,0,-33792,7656,-54,-31062,0
10164,0,101376,-22968,-155,76524,0
10174,0,-51200,11600,127,-29949,0
10184,0,-82944,18792,228,-44166,0
10194,0,-70656,16008,90,-42824,0
10204,0,-5120,1160,-43,1009,0
10214,0,14336,-3248,-73,5014,0
10224,0,62464,-14152,-51,46552,0
10234,0,9216,-2088,26,10464,0
10244,0,58368,-13224,36,54779,0
10254,0,-37888,8584,149,-15916,0
10264,0,-1024,232,298,20516,0
10274,0,-82944,18792,411,-28894,0
10284,0,-109568,24824,799,-34252,0
10294,0,-241664,54752,1800,-95309,0
10304,0,-179200,40600,2851,-39083,0
10314,0,-209920,47560,3977,-52784,0
10324,0,-120832,27376,4959,-620,0
10334,0,-114688,25984,5753,-8423,0
10344,0,-134144,30392,6621,-22915,0
10354,0,-133120,30160,7893,-12072,0
10364,0,-219136,49648,9380,-32198,0
10374,0,-227328,51504,11137,-18165,0
10384,0,-207872,47096,13117,20941,0
10394,0,-303104,68672,15323,-37614,0
10404,0,-282624,76328,17608,-51590,0
10414,0,-280576,63568,19727,-11773,0
10424,0,-159744,36192,21385,38325,0
10434,0,-54272,12296,22672,85726,0
10444,0,-93184,21112,23924,41423,0
10454,0,-138240,31320,25222,8835,0
10464,0,-121856,27608,26391,19862,0
10474,0,-39936,9048,27489,72863,0
10484,0,-91136,20648,28447,35100,0
10494,0,-114688,25984,29314,-505,0
10504,0,-90112,20416,30164,16454,0
10514,0,-124928,28304,30956,-7149,0
10524,0,-134144,30392,31767,-20896,0
10534,0,-145408,32944,32591,-28240,0
10544,0,-132096,29928,33443,-12313,0
10554,0,-135168,30624,34663,8973,0
10564,0,-168960,38280,36233,14825,0
10574,0,-84992,19256,37776,76030,0
10584,0,-22528,5104,38686,76179,0
10594,0,-3072,696,38876,41262,0
10604,0,-5120,1160,38153,-6036,0
10614,0,-30720,6960,37123,-38360,0
10624,0,-94208,21344,36977,-59175,0
10634,0,5120,-1160,37268,44016,0
10644,0,-16384,3712,37859,44842,0
10654,0,-167936,38048,38751,-52026,0
10664,0,-207872,47096,39711,-65234,0
10674,0,-136192,30856,40609,-20620,0
10684,0,-12288,2784,41273,54332,0
10694,0,18432,-4176,41647,55720,0
10704,0,-44032,9976,41915,-1722,0
10714,0,-39936,9048,42191,1204,0
10724,0,-13312,3016,42175,14251,0
10734,0,-82944,18792,42252,-43168,0
10744,0,-113664,25752,42485,-55400,0
10754,0,-11264,2552,42854,27998,0
10764,0,11264,-2552,43098,37992,0
10774,0,15360,-3480,42980,22777,0
10784,0,14336,-3248,42341,3763,0
10794,0,83968,-19024,40825,37476,0
10804,0,23552,-5336,39760,-5726,0
10814,0,-68608,15544,39330,-51671,0
10824,0,-74752,16936,39330,7768,0
10834,0,-28672,6496,39530,3798,0
10844,0,-106496,24128,39671,-49456,0
10854,0,-34816,7888,39759,952,0
10864,0,54272,-12296,39627,61676,0
10874,0,36864,-8352,39001,35972,0
10884,0,-64512,14616,39040,-33644,0
10894,0,-128000,29000,39313,-55767,0
10904,0,-83968,19024,39781,18692,0
10914,-4096,9216,-3016,40177,49008,-1008
10924,-4096,-16384,2784,40282,13402,-293
10934,-10240,-24576,3248,40340,2719,-1606
10944,-10240,-67584,12992,40613,-20494,-452
10954,-87040,-142336,12528,40328,-40873,-12812
10964,-105472,-124928,4408,39722,-22502,-5903
10974,-105472,-108544,696,39950,18944,-1557
10984,-212992,-208896,-928,39332,-27861,-19373
10994,-286720,-281600,-1160,39045,-47184,-29755
11004,-286720,-299008,2784,38050,-26404,-8216
11014,-370688,-224256,-33176,35924,47665,-16913
11024,-370688,-381952,2552,34811,-38773,-4389
11034,-459776,-440320,-4408,34125,-44786,-22870
11044,-476160,-464896,-2552,33281,-25509,-8631
11054,-497664,-562176,5104,33309,-25532,-9021
11064,-505856,-499712,-1392,32907,12472,-4383
11074,-532480,-527360,-1160,32659,6655,-5555
11084,-550912,-659456,24592,32686,-104110,-4352
11094,-550912,-721920,38744,33550,-62308,-1227
