R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,10,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
8683,0,0,0,0,0,0
8693,0,0,0,0,0,0
8703,0,0,0,0,0,0
8713,0,0,0,0,0,0
8723,0,0,0,0,0,0
8733,0,0,0,0,0,0
8743,0,0,0,0,0,0
8753,0,0,0,0,0,0
8763,0,0,0,0,0,0
8773,0,0,0,0,0,0
8783,0,0,0,0,0,0
8793,0,0,0,0,0,0
8803,0,0,0,0,0,0
8813,0,0,0,0,0,0
8823,0,0,0,0,0,0
8833,0,0,0,0,0,0
8843,0,0,0,0,0,0
8853,0,0,0,0,0,0
8863,0,0,0,0,0,0
8873,0,0,0,0,0,0
8883,0,0,0,0,0,0
8893,0,0,0,0,0,0
8903,0,0,0,0,0,0
8913,0,0,0,0,0,0
8923,0,0,0,0,0,0
8933,0,0,0,0,0,0
8943,0,0,0,0,0,0
8953,0,0,0,0,0,0
8963,0,0,0,0,0,0
8973,0,0,0,0,0,0
8983,0,0,0,0,0,0
8993,0,0,0,0,0,0
9003,0,0,0,0,0,0
9013,0,0,0,0,0,0
9023,0,0,0,0,0,0
9033,0,0,0,0,0,0
9043,0,0,0,0,0,0
9053,0,0,0,0,0,0
9063,0,0,0,0,0,0
9073,0,0,0,0,0,0
9083,0,0,0,0,0,0
9093,0,0,0,0,0,0
9103,0,0,0,0,0,0
9113,0,0,0,0,0,0
9123,0,0,0,0,0,0
9133,0,0,0,0,0,0
9143,0,8192,-1856,-51,2581,0
9153,0,7168,-1624,-123,-356,0
9163,0,8192,-1856,-173,814,0
9173,0,9216,-2088,-233,1331,0
9183,0,4096,-928,-282,-1722,0
9193,0,7168,-1624,-333,458,0
9203,0,9216,-2088,-386,1835,0
9213,0,7168,-1624,-439,11,0
9223,0,11264,-2552,-509,2191,0
9233,0,8192,-1856,-591,-1114,0
9243,0,7168,-1624,-663,-1595,0
9253,0,5120,-1160,-729,-2502,0
9263,0,6144,-1392,-792,-1905,0
9273,0,9216,-2088,-844,1973,0
9283,0,5120,-2320,-893,2971,0
9293,0,1024,-232,-945,-3913,0
9303,0,-2048,464,-965,-4407,0
9313,0,8192,-1856,-1083,-3477,0
9323,0,-6144,1392,-923,-4281,0
9333,0,13312,-3016,-1074,-1205,0
9343,0,-5120,1160,-887,-4189,0
9353,0,-11264,2552,-899,-11119,0
9363,0,0,0,-895,-4108,0
9373,0,8192,-1856,-897,3568,0
9383,0,4096,1856,-952,-11728,0
9393,0,4096,-928,-875,-896,0
9403,0,29696,-6728,-1017,8112,0
9413,0,15360,-3480,-1056,3729,0
9423,0,27648,-6264,-1220,5186,0
9433,0,-17408,3944,-1228,-20930,0
9443,0,-7168,1624,-1090,-10419,0
9453,0,38912,-8816,-859,28675,0
9463,0,41984,-9512,-915,21950,0
9473,0,23552,-5336,-1065,3729,0
9483,0,-11264,2552,-1435,-36226,0
9493,0,13312,-3016,-1355,986,0
9503,0,3072,-696,-1077,2983,0
9513,0,15360,-3480,-758,16052,0
9523,0,-7168,1624,-398,2570,0
9533,0,-15360,3480,-130,-4258,0
9543,0,0,0,-58,1376,0
9553,0,19456,-4408,-95,10086,0
9563,0,28672,-6496,-23,18715,0
9573,0,19456,-4408,-18,13976,0
9583,0,-20480,4640,22,-13437,0
9593,0,-44032,9976,142,-23661,0
9603,0,-23552,5336,245,-3466,0
9613,0,16384,-3712,210,21824,0
9623,0,-10240,2320,225,-115,0
9633,0,-39936,9048,404,-16776,0
9643,0,16384,-3712,495,23465,0
9653,0,-12288,2784,379,-6346,0
9663,0,6144,-1392,271,10832,0
9673,0,25600,-5800,-45,19954,0
9683,0,-72704,16472,37,-53116,0
9693,0,44032,-9976,60,38635,0
9703,0,68608,-15544,-143,14721,0
9713,0,-74752,16936,103,-51510,0
9723,0,5120,-1160,141,16339,0
9733,0,51200,-11600,-43,38830,0
9743,0,-57344,12992,82,-41607,0
9753,0,6144,-1392,224,22616,0
9763,0,20480,-4640,-62,20401,0
9773,0,-28672,6496,95,-10878,0
9783,0,-15360,3480,163,2535,0
9793,0,-14336,3248,-31,-4992,0
9803,0,-30720,6960,151,-6771,0
9813,0,32768,-7424,-179,15559,0
9823,0,33792,-7656,-26,20596,0
9833,0,1024,-232,-141,-9983,0
9843,0,-12288,2784,-23,-11785,0
9854,0,10240,-2320,95,15685,0
9864,0,-68608,15544,254,-29387,0
9874,0,-43008,9744,118,-18119,0
9884,0,43008,-9744,10,45703,0
9894,0,-12288,2784,66,-1332,0
9904,0,-20480,4640,92,-7149,0
