R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,60,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,914,4096,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
48731,1662976,8242176,-1490600,-137995,-1017844,-10788
48741,1662976,8242176,-1490600,-137995,-1017844,-10788
48751,1662976,8242176,-1490600,-137995,-1017844,-10788
48761,1662976,8242176,-1490600,-137995,-1017844,-10788
48771,1662976,8242176,-1490600,-137995,-1017844,-10788
48781,1662976,8242176,-1490600,-137995,-1017844,-10788
48791,1662976,8242176,-1490600,-137995,-1017844,-10788
48801,1662976,8242176,-1490600,-137995,-1017844,-10788
48811,1662976,8242176,-1490600,-137995,-1017844,-10788
48821,1662976,8242176,-1490600,-137995,-1017844,-10788
48831,1662976,8242176,-1490600,-137995,-1017844,-10788
48841,1662976,8242176,-1490600,-137995,-1017844,-10788
48851,1662976,8242176,-1490600,-137995,-1017844,-10788
48861,1662976,8242176,-1490600,-137995,-1017844,-10788
48871,1662976,8242176,-1490600,-137995,-1017844,-10788
48881,1662976,8242176,-1490600,-137995,-1017844,-10788
48891,1662976,8242176,-1490600,-137995,-1017844,-10788
48901,1662976,8242176,-1490600,-137995,-1017844,-10788
48911,1662976,8242176,-1490600,-137995,-1017844,-10788
48921,1662976,8242176,-1490600,-137995,-1017844,-10788
48931,1662976,8242176,-1490600,-137995,-1017844,-10788
48941,1662976,8242176,-1490600,-137995,-1017844,-10788
48951,1662976,8242176,-1490600,-137995,-1017844,-10788
48961,1662976,8242176,-1490600,-137995,-1017844,-10788
48971,1662976,8242176,-1490600,-137995,-1017844,-10788
48981,1662976,8242176,-1490600,-137995,-1017844,-10788
48991,1662976,8242176,-1490600,-137995,-1017844,-10788
49001,1662976,8242176,-1490600,-137995,-1017844,-10788
49011,1662976,8242176,-1490600,-137995,-1017844,-10788
49021,1662976,8242176,-1490600,-137995,-1017844,-10788
49031,1662976,8242176,-1490600,-137995,-1017844,-10788
49041,1662976,8242176,-1490600,-137995,-1017844,-10788
49051,1662976,8242176,-1490600,-137995,-1017844,-10788
49061,1662976,8242176,-1490600,-137995,-1017844,-10788
49071,1662976,8242176,-1490600,-137995,-1017844,-10788
49081,1662976,8242176,-1490600,-137995,-1017844,-10788
49091,1662976,8242176,-1490600,-137995,-1017844,-10788
49101,1662976,8242176,-1490600,-137995,-1017844,-10788
49111,1662976,8242176,-1490600,-137995,-1017844,-10788
49121,1662976,8242176,-1490600,-137995,-1017844,-10788
49131,1662976,8242176,-1490600,-137995,-1017844,-10788
49141,1662976,8242176,-1490600,-137995,-1017844,-10788
49151,1662976,8242176,-1490600,-137995,-1017844,-10788
49161,1662976,8242176,-1490600,-137995,-1017844,-10788
49171,1662976,8242176,-1490600,-137995,-1017844,-10788
49181,1662976,8242176,-1490600,-137995,-1017844,-10788
49191,1662976,8242176,-1490600,-137995,-1017844,-10788
49201,1662976,8242176,-1490600,-137995,-1017844,-10788
49211,1662976,8242176,-1490600,-137995,-1017844,-10788
49221,1662976,8242176,-1490600,-137995,-1017844,-10788
49231,1662976,8242176,-1490600,-137995,-1017844,-10788
49241,1662976,8242176,-1490600,-137995,-1017844,-10788
49251,1662976,8242176,-1490600,-137995,-1017844,-10788
49261,1662976,8242176,-1490600,-137995,-1017844,-10788
49271,0,9216,-2088,-33,2501,-29518
49281,0,6144,-1392,-77,-23,-8125
49291,0,4096,-928,-105,-219,-2102
49301,0,2048,-464,-152,-2513,-547
49311,0,9216,-2088,-192,2512,-156
49321,0,8192,-1856,-251,849,-46
49331,0,8192,-1856,-323,-345,-19
49341,0,10240,-2320,-380,2031,-14
49351,0,2048,-464,-446,-4441,-14
49361,0,8192,-1856,-505,103,-14
49371,0,8192,-1856,-573,126,-14
49381,0,8192,-1856,-632,91,-14
49391,0,0,0,-718,-7057,-14
49401,0,9216,-2088,-571,4681,-14
49411,0,-2048,464,-670,-8411,-14
49422,0,16384,-3712,-226,15880,-14
49432,0,25600,-5800,-444,-2800,-14
49442,0,-14336,3248,-41,-7482,-14
49452,0,26624,-6032,-146,9500,-14
49462,0,-31744,7192,60,-21355,-14
49472,0,8192,-1856,-46,1686,-14
49482,0,23552,-5336,-17,14836,-14
49492,0,30720,-6960,-88,14423,-14
49502,0,-2048,464,-233,-12841,-14
49512,0,-6144,1392,-361,-16604,-14
49522,0,-5120,1160,-551,-19450,-14
49532,0,-41984,9512,141,-5703,-14
49542,0,-9216,2088,386,14389,-14
49552,0,6144,-1392,258,11428,-14
49562,0,-14336,3248,-30,-17063,-14
49572,0,13312,-3016,-120,-620,-14
49582,0,30720,-6960,-244,9202,-14
49592,0,21504,-4872,-277,7619,-14
49602,0,-12288,2784,-284,-13713,-14
49612,0,-22528,5104,-330,-23822,-14
49622,0,-18432,4176,-296,-22996,-14
49632,0,-20480,4640,-247,-30305,-14
49642,0,2048,-464,-177,-14757,-14
49652,0,0,0,-145,-13563,-14
49662,0,8192,-1856,-139,-6082,-14
49672,0,4096,-928,-140,-5267,-14
49682,0,12288,-2784,-60,7102,-14
49692,0,27648,-6264,-26,18703,-14
49702,0,17408,-3944,-81,5829,-14
49712,0,22528,-5104,-111,6391,-14
49722,0,-13312,3016,-178,-24269,-14
49732,0,47104,-10672,-420,15892,-14
49742,0,69632,-15776,-708,27240,-14
49752,0,17408,-3944,-891,-6771,-14
49762,0,2048,-2784,-936,-1297,-14
49772,0,16384,-3712,-1067,-379,-14
49782,0,-5120,1160,-1198,-16501,-14
49792,0,19456,-4408,-1183,4991,-14
49802,0,-17408,3944,-1031,-19198,-14
49812,0,60416,-13688,-1081,31991,-14
49822,0,13312,-3016,-1232,-6954,-14
49832,0,57344,-12992,-1574,14400,-14
49842,0,44032,-9976,-2044,-6197,-14
49852,0,91136,-20648,-2694,10946,-14
49862,0,111616,-25288,-3266,29306,-14
49872,0,91136,-20648,-3800,17762,-14
49882,0,34816,-7888,-3668,1262,-14
49892,0,-31744,7192,-3566,-42973,-14
49902,0,-24576,5568,-3855,-53208,-14
