R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,150,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,4096,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
113787,141312,78848,14152,62,-57156,-2079
113797,141312,78848,14152,62,-57156,-2079
113807,141312,78848,14152,62,-57156,-2079
113817,141312,78848,14152,62,-57156,-2079
113827,141312,78848,14152,62,-57156,-2079
113837,141312,78848,14152,62,-57156,-2079
113847,141312,78848,14152,62,-57156,-2079
113857,141312,78848,14152,62,-57156,-2079
113867,141312,78848,14152,62,-57156,-2079
113877,141312,78848,14152,62,-57156,-2079
113887,141312,78848,14152,62,-57156,-2079
113897,141312,78848,14152,62,-57156,-2079
113907,141312,78848,14152,62,-57156,-2079
113917,141312,78848,14152,62,-57156,-2079
113927,141312,78848,14152,62,-57156,-2079
113937,141312,78848,14152,62,-57156,-2079
113947,141312,78848,14152,62,-57156,-2079
113957,141312,78848,14152,62,-57156,-2079
113967,141312,78848,14152,62,-57156,-2079
113977,141312,78848,14152,62,-57156,-2079
113987,141312,78848,14152,62,-57156,-2079
113997,141312,78848,14152,62,-57156,-2079
114007,141312,78848,14152,62,-57156,-2079
114017,141312,78848,14152,62,-57156,-2079
114027,141312,78848,14152,62,-57156,-2079
114037,141312,78848,14152,62,-57156,-2079
114047,141312,78848,14152,62,-57156,-2079
114057,141312,78848,14152,62,-57156,-2079
114067,141312,78848,14152,62,-57156,-2079
114077,141312,78848,14152,62,-57156,-2079
114087,141312,78848,14152,62,-57156,-2079
114097,141312,78848,14152,62,-57156,-2079
114107,141312,78848,14152,62,-57156,-2079
114117,141312,78848,14152,62,-57156,-2079
114127,141312,78848,14152,62,-57156,-2079
114137,141312,78848,14152,62,-57156,-2079
114147,141312,78848,14152,62,-57156,-2079
114157,141312,78848,14152,62,-57156,-2079
114167,141312,78848,14152,62,-57156,-2079
114177,141312,78848,14152,62,-57156,-2079
114187,141312,78848,14152,62,-57156,-2079
114197,141312,78848,14152,62,-57156,-2079
114207,141312,78848,14152,62,-57156,-2079
114217,141312,78848,14152,62,-57156,-2079
114227,141312,78848,14152,62,-57156,-2079
114237,141312,78848,14152,62,-57156,-2079
114247,141312,78848,14152,62,-57156,-2079
114257,141312,78848,14152,62,-57156,-2079
114267,141312,78848,14152,62,-57156,-2079
114277,141312,78848,14152,62,-57156,-2079
114287,141312,78848,14152,62,-57156,-2079
114297,141312,78848,14152,62,-57156,-2079
114307,0,9216,-2088,-52,3499,-22756
114317,0,3072,-696,-115,-2743,-5892
114327,0,8192,-1856,-172,837,-1648
114337,0,9216,-2088,-235,1319,-454
114347,0,8192,-1856,-279,1434,-152
114357,0,6144,-1392,-334,-437,-69
114367,0,10240,-2320,-389,2593,-69
114377,0,4096,-928,-450,-2548,-69
114387,0,6144,-1392,-502,-437,-69
114397,0,8192,-1856,-557,642,-69
114407,0,6144,-1392,-623,-1366,-69
114417,0,5120,-1160,-684,-2020,-69
114427,0,15360,-3480,-783,3121,-69
114437,0,3072,-696,-781,-1068,-69
114447,0,30720,-6960,-944,9937,-69
114457,0,-17408,3944,-793,-14091,-69
114467,0,31744,-7192,-730,17613,-69
114477,0,11264,-2552,-915,-4269,-69
114487,0,13312,-3016,-653,9271,-69
114497,0,13312,-3016,-768,-104,-69
114507,0,-8192,1856,-597,-6094,-69
114518,0,16384,-3712,-704,4371,-69
114528,0,8192,-1856,-808,-20035,-69
114538,0,25600,-5800,-803,8204,-69
114548,0,8192,-1856,-378,10751,-69
114558,0,-7168,1624,-358,-7046,-69
114568,0,17408,-3944,-31,15972,-69
114578,0,21504,-4872,-72,11084,-69
114588,0,34816,-7888,-208,15754,-69
114598,0,2048,-464,-420,-13334,-69
114608,0,-8192,1856,-386,-8974,-69
114618,0,-19456,4408,-253,-16650,-69
114628,0,-14336,3248,-239,-15239,-69
114638,0,29696,-6728,-329,9776,-69
114648,0,37888,-8584,-504,12702,-69
114658,0,11264,-2552,-588,-8308,-69
114668,0,-53248,12064,-102,-38613,-69
114678,0,14336,-3248,128,20883,-69
114688,0,7168,-1624,-46,9696,-69
114698,0,-57344,12992,195,-24143,-69
114708,0,81920,-18560,-109,67791,-69
114718,0,-70656,16008,53,-43765,-69
114728,0,-72704,16472,329,-27631,-69
114738,0,50176,-11368,418,63213,-69
114748,0,-104448,23664,314,-56846,-69
114758,0,23552,-5336,330,43419,-69
114768,0,-63488,14384,551,-19679,-69
114778,0,-74752,16936,852,-28733,-69
114788,0,-15360,3480,1233,27194,-69
114798,0,-89088,20184,1680,-25245,-69
114808,0,-51200,11600,2383,22157,-69
114818,0,-123904,28072,2700,-46392,-69
114828,0,24576,-5568,3059,62949,-69
114838,0,-20480,-928,3315,33437,-69
114848,0,-115712,26216,3519,-56857,-69
114858,0,-50176,11368,3837,-3672,-69
114868,0,-98304,22272,4575,-11969,-69
114878,0,-48128,10904,5121,15020,-69
114888,0,16384,-3712,5614,59782,-69
114898,0,-49152,11136,5883,1204,-69
114908,0,-70656,16008,6292,-12324,-69
114918,0,-167936,38048,6807,-77603,-69
114928,0,-126976,28768,7417,-38532,-69
114938,0,-113664,25752,7945,-32852,-69
114948,0,-133120,30160,8136,-72245,-69
114958,0,-140288,31784,7987,-74264,-69
114968,0,-89088,20184,7755,-44017,-69
114978,0,-81920,18560,7732,-41619,-69
114988,0,-11264,2552,7970,20069,-69
114998,0,-62464,14152,8394,-2525,-69
115008,0,-108544,24592,9253,-8584,-69
115018,0,-191488,43384,10550,-34872,-69
115028,0,-274432,62176,12316,-49445,-69
115038,0,-260096,58928,14471,-8790,-69
115048,0,-158720,35960,16259,52875,-69
115058,0,-84992,19256,17427,57430,-69
115068,0,-102400,23200,18107,-746,-69
115078,0,-61440,13920,18525,1985,-69
115088,0,-16384,3712,18744,16030,-69
115098,0,48128,-10904,18325,39002,-69
115108,0,-4096,928,17255,-20792,-69
115118,3072,-49152,11832,16862,-39381,251
115128,12288,-1024,3016,17122,21434,1835
115138,12288,-77824,20416,17748,-16903,448
115148,70656,-82944,34800,18558,-18016,11155
115158,70656,-41984,25520,19401,-6369,2856
115168,104448,39936,14616,20105,32473,5163
115178,116736,104448,2784,20694,57166,2568
115188,141312,155648,-3248,20864,62525,5117
115198,147456,65536,18560,21288,-14355,2252
115208,150528,1024,33872,22006,-49307,837
115218,150528,68608,18560,22902,20310,192
115228,150528,87040,14384,23899,46609,32
115238,150528,38912,25288,24974,10843,0
115248,150528,81920,15544,25788,-13334,0
115258,181248,39936,32016,26550,-20230,4037
115268,181248,38912,32248,27278,-32542,1016
115278,221184,154624,15080,27740,31474,7525
115288,256000,223232,7424,28512,60953,6211
115298,305152,169984,30624,29421,-37832,13165
115308,321536,148480,39208,30476,-24246,6573
115318,321536,260096,13920,30998,14767,1670
115328,352256,325632,6032,31102,26242,8166
115338,355328,395264,-9048,31005,54447,2600
115348,355328,434176,-17864,30314,45588,640
115358,369664,314368,12528,29972,-34046,1432
