R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,40,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1019,1022,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
102737,-13312,-652288,144768,273838,379625,458
102747,-13312,-652288,144768,273838,379625,458
102757,-13312,-652288,144768,273838,379625,458
102767,-13312,-652288,144768,273838,379625,458
102777,-13312,-652288,144768,273838,379625,458
102787,-13312,-652288,144768,273838,379625,458
102797,-13312,-652288,144768,273838,379625,458
102807,-13312,-652288,144768,273838,379625,458
102817,-13312,-652288,144768,273838,379625,458
102827,-13312,-652288,144768,273838,379625,458
102837,-13312,-652288,144768,273838,379625,458
102847,-13312,-652288,144768,273838,379625,458
102857,-13312,-652288,144768,273838,379625,458
102867,-13312,-652288,144768,273838,379625,458
102877,-13312,-652288,144768,273838,379625,458
102887,-13312,-652288,144768,273838,379625,458
102897,-13312,-652288,144768,273838,379625,458
102907,-13312,-652288,144768,273838,379625,458
102917,-13312,-652288,144768,273838,379625,458
102927,-13312,-652288,144768,273838,379625,458
102937,-13312,-652288,144768,273838,379625,458
102947,-13312,-652288,144768,273838,379625,458
102957,-13312,-652288,144768,273838,379625,458
102967,-13312,-652288,144768,273838,379625,458
102977,-13312,-652288,144768,273838,379625,458
102987,-13312,-652288,144768,273838,379625,458
102997,-13312,-652288,144768,273838,379625,458
103007,-13312,-652288,144768,273838,379625,458
103017,-13312,-652288,144768,273838,379625,458
103027,-13312,-652288,144768,273838,379625,458
103037,-13312,-652288,144768,273838,379625,458
103047,-13312,-652288,144768,273838,379625,458
103057,-13312,-652288,144768,273838,379625,458
103067,-13312,-652288,144768,273838,379625,458
103077,-13312,-652288,144768,273838,379625,458
103087,-13312,-652288,144768,273838,379625,458
103097,-13312,-652288,144768,273838,379625,458
103107,-13312,-652288,144768,273838,379625,458
103117,-13312,-652288,144768,273838,379625,458
103127,-13312,-652288,144768,273838,379625,458
103137,-13312,-652288,144768,273838,379625,458
103147,-13312,-652288,144768,273838,379625,458
103157,-13312,-652288,144768,273838,379625,458
103167,-13312,-652288,144768,273838,379625,458
103177,-13312,-652288,144768,273838,379625,458
103187,-13312,-652288,144768,273838,379625,458
103197,-13312,-652288,144768,273838,379625,458
103207,-13312,-652288,144768,273838,379625,458
103217,-13312,-652288,144768,273838,379625,458
103227,-13312,-652288,144768,273838,379625,458
103237,-13312,-652288,144768,273838,379625,458
103247,-13312,-652288,144768,273838,379625,458
103257,-13312,-652288,144768,273838,379625,458
103267,-13312,-652288,144768,273838,379625,458
103277,-13312,-652288,144768,273838,379625,458
103287,-13312,-652288,144768,273838,379625,458
