R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,50,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
7783,0,0,0,0,0,0
7793,0,0,0,0,0,0
7803,0,0,0,0,0,0
7813,0,0,0,0,0,0
7823,0,0,0,0,0,0
7833,0,0,0,0,0,0
7843,0,0,0,0,0,0
7853,0,0,0,0,0,0
7863,0,0,0,0,0,0
7873,0,0,0,0,0,0
7883,0,0,0,0,0,0
7893,0,0,0,0,0,0
7903,0,0,0,0,0,0
7913,0,0,0,0,0,0
7923,0,0,0,0,0,0
7933,0,0,0,0,0,0
7943,0,0,0,0,0,0
7953,0,0,0,0,0,0
7963,0,0,0,0,0,0
7973,0,0,0,0,0,0
7983,0,0,0,0,0,0
7993,0,0,0,0,0,0
8003,0,0,0,0,0,0
8013,0,0,0,0,0,0
8023,0,0,0,0,0,0
8033,0,0,0,0,0,0
8043,0,0,0,0,0,0
8053,0,0,0,0,0,0
8063,0,0,0,0,0,0
8073,0,0,0,0,0,0
8084,0,0,0,0,0,0
8094,0,0,0,0,0,0
8104,0,0,0,0,0,0
8114,0,0,0,0,0,0
8124,0,0,0,0,0,0
8134,0,0,0,0,0,0
8144,0,0,0,0,0,0
8154,0,0,0,0,0,0
8164,0,0,0,0,0,0
8174,0,0,0,0,0,0
8184,0,0,0,0,0,0
8194,0,0,0,0,0,0
8204,0,0,0,0,0,0
8214,0,0,0,0,0,0
8224,0,0,0,0,0,0
8234,0,0,0,0,0,0
8244,0,0,0,0,0,0
8254,0,0,0,0,0,0
8264,0,0,0,0,0,0
8274,0,0,0,0,0,0
8284,0,9216,-2088,-65,2788,0
8294,0,9216,-2088,-126,1514,0
8304,0,9216,-2088,-179,1950,0
8314,0,7168,-1624,-233,-1148,0
8324,0,1024,-232,-280,-3948,0
8334,0,6144,-1392,-353,-1458,0
8344,0,7168,-1624,-394,1078,0
8354,0,9216,-2088,-448,1675,0
8364,0,3072,-1856,-508,757,0
8374,0,10240,-2320,-562,2363,0
8384,0,10240,-2320,-627,1927,0
8394,0,6144,-1392,-671,-230,0
8404,0,-1024,232,-728,-6128,0
8414,0,2048,-464,-725,6368,0
8424,0,6144,-1392,-822,-1940,0
8434,0,13312,-3016,-841,5358,0
8444,0,-5120,1160,-872,-7838,0
8454,0,12288,-2784,-857,5943,0
8464,0,21504,-4872,-915,9902,0
8474,0,15360,-3480,-862,9512,0
8484,0,4096,-928,-943,-4476,0
8494,0,-2048,464,-792,-1584,0
8504,0,13312,-3016,-928,-528,0
8514,0,23552,-5336,-683,17647,0
8524,0,9216,-2088,-740,1606,0
8534,0,5120,-1160,-427,6988,0
8544,0,-2048,464,-483,-6748,0
8554,0,15360,-3480,-195,10487,0
8564,0,16384,-3712,-23,14653,0
8574,0,-14336,3248,23,-9329,0
