R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,20,0,500000,3000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi
8937,0,0,0,0,0,0
8947,0,0,0,0,0,0
8957,0,0,0,0,0,0
8967,0,0,0,0,0,0
8977,0,0,0,0,0,0
8987,0,0,0,0,0,0
8997,0,0,0,0,0,0
9007,0,0,0,0,0,0
9017,0,0,0,0,0,0
9027,0,0,0,0,0,0
9037,0,0,0,0,0,0
9047,0,0,0,0,0,0
9057,0,0,0,0,0,0
9067,0,0,0,0,0,0
9077,0,0,0,0,0,0
9087,0,0,0,0,0,0
9097,0,0,0,0,0,0
9107,0,0,0,0,0,0
9117,0,0,0,0,0,0
9127,0,0,0,0,0,0
9137,0,0,0,0,0,0
9147,0,0,0,0,0,0
9157,0,0,0,0,0,0
9167,0,0,0,0,0,0
9177,0,0,0,0,0,0
9187,0,0,0,0,0,0
9197,0,0,0,0,0,0
9207,0,0,0,0,0,0
9217,0,0,0,0,0,0
9227,0,0,0,0,0,0
9237,0,0,0,0,0,0
9247,0,0,0,0,0,0
9257,0,0,0,0,0,0
9267,0,0,0,0,0,0
9277,0,0,0,0,0,0
9287,0,0,0,0,0,0
9297,0,0,0,0,0,0
9307,0,0,0,0,0,0
9318,0,0,0,0,0,0
9328,0,0,0,0,0,0
9338,0,0,0,0,0,0
9348,0,0,0,0,0,0
9358,0,0,0,0,0,0
9368,0,0,0,0,0,0
9378,0,0,0,0,0,0
9388,0,7168,-1624,-82,470,0
9398,-4096,13312,-3248,-182,527,-42
9408,-4096,7168,-2552,-290,-1917,-14
9418,-4096,9216,-3016,-398,-287,-5
9428,-4096,8192,-2784,-495,-437,-5
9438,-4096,5120,-2088,-604,-3007,-5
9448,-4096,6144,-2320,-695,-896,-5
9458,-4096,5120,-2088,-782,-1458,-5
9468,0,6144,-1392,-878,-1159,73
9478,0,4096,-928,-938,-2812,17
9488,0,10240,-2320,-1001,1640,3
9498,0,2048,-464,-1031,-1997,0
9508,0,8192,-1856,-1065,2260,0
9518,0,-6144,1392,-983,-4166,0
9528,0,28672,-6496,-1144,8548,0
9538,0,-15360,3480,-737,-6564,0
9548,0,37888,-8584,-840,14721,0
9558,0,-25600,5800,-460,-15847,0
9568,0,31744,-7192,-517,11945,0
9578,0,-3072,696,-580,-9272,0
9588,0,7168,-1624,-593,1572,0
9598,0,33792,-7656,-736,13138,0
9608,0,-3072,696,-733,-7815,0
9618,0,32768,-7424,-692,17521,0
9628,0,-2048,464,-745,-7941,0
9638,0,39936,-9048,-913,14228,0
9648,0,36864,-8352,-1183,5163,0
9658,0,20480,-4640,-1315,218,0
9668,-4096,9216,-3016,-1022,7435,-40
9678,-4096,-17408,3016,-993,-14080,-12
9688,-4096,-5120,232,-951,-5531,-5
9698,-4096,-25600,4872,-947,-24304,-5
9708,0,15360,-3480,-1036,-1951,24
9718,0,20480,-4640,-1131,5129,4
9728,0,62464,-14152,-1188,34572,0
9738,0,109568,-24824,-1426,53758,0
9748,0,26624,-6032,-1829,-17844,0
9758,0,-15360,3480,-2006,-38257,0
9768,0,1024,-232,-2202,-18165,0
9778,0,2048,-464,-1972,-2376,0
9788,0,128000,-29000,-1642,83408,0
9798,0,-69632,15776,-875,-63065,0
9808,0,-25600,5800,-89,-19393,0
9818,0,52224,-11832,-107,29168,0
9828,0,15360,-3480,-260,-13242,0
9838,0,4096,-928,-165,-16122,0
9848,0,97280,-22040,-720,28629,0
9858,0,62464,-14152,-1250,-1355,0
9868,0,102400,-23200,-1778,28239,0
9878,0,19456,-4408,-2288,-32933,0
9888,0,81920,-18560,-2502,32507,0
9898,0,-33792,7656,-2650,-53530,0
9908,0,70656,-16008,-2899,22536,0
9918,0,9216,-2088,-3079,-16180,0
9928,0,79872,-18096,-3513,22123,0
9938,0,50176,-11368,-3865,17647,0
9948,0,-5120,1160,-4230,-38073,0
9958,0,-40960,9280,-4351,-59347,0
9968,0,66560,-15080,-4529,14331,0
9978,0,108544,-24592,-5087,25508,0
9988,0,187392,-42456,-5818,66047,0
9998,0,237568,-53824,-6960,77189,0
10008,0,233472,-52896,-8373,49742,0
10018,0,239616,-54288,-9973,34389,0
10028,0,188416,-42688,-11692,-9811,0
10038,0,118784,-26912,-13222,-10156,0
10048,0,163840,-37120,-14748,-13013,0
10058,0,129024,-29232,-16055,-26105,0
10068,0,147456,-33408,-17003,6529,0
10078,0,-51200,11600,-17536,-107655,0
10088,0,-35840,8120,-17644,-64557,0
10098,0,8192,-1856,-16885,6333,0
10108,0,-13312,3016,-14612,29661,0
10118,0,-59392,13456,-11765,14285,0
10128,0,-114688,25984,-8275,-12864,0
10138,0,-148480,33640,-3953,-17155,0
10148,0,-166912,37816,214,-23133,0
10158,0,7168,-1624,919,78646,0
10168,0,74752,-16936,476,44188,0
10178,0,18432,-4176,-271,-12428,0
10188,0,160768,-36424,-1230,47160,0
10198,0,267264,-60552,-2599,48113,0
10208,0,133120,-30160,-4354,-51728,0
10218,0,322560,-73080,-6153,84258,0
10228,0,75776,-17168,-7417,-73897,0
10238,0,-2048,464,-7457,-60139,0
10248,0,112640,-25520,-6576,72829,0
