R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
477.865,-18.630,-26.466,3.862,-5.030,-4.822,-1.002,-4.592,2.656,-5.044,2.196,-5.610,4.141
477.877,3.244,-33.922,1.469,-7.213,-4.699,-2.584,-3.499,1.470,-3.845,1.381,-5.082,3.419
477.889,22.554,-39.780,0.832,-8.839,-3.998,-3.673,-2.450,0.268,-2.622,0.508,-4.373,2.589
477.901,37.467,-44.683,3.970,-9.661,-2.701,-4.857,-1.254,-1.020,-1.420,-0.423,-3.519,1.662
477.912,50.982,-47.435,4.455,-3.822,-1.809,-5.057,0.083,-2.074,-0.134,-1.395,-2.532,0.682
477.924,62.588,-51.842,7.907,-1.070,-0.125,-6.073,1.432,-2.888,1.098,-2.380,-1.440,-0.273
477.936,64.497,-56.100,14.560,-6.442,1.246,-7.261,2.823,-3.829,2.126,-3.320,-0.259,-1.216
477.948,75.231,-57.940,13.078,-8.820,2.894,-8.869,4.688,-4.905,3.647,-4.212,1.062,-2.189
477.959,83.436,-62.054,8.134,-7.192,3.687,-9.700,6.306,-5.959,5.217,-5.155,2.451,-3.167
477.971,89.234,-62.597,5.993,-4.832,4.802,-10.124,7.611,-6.822,6.665,-6.060,3.837,-4.141
477.983,96.202,-63.713,4.084,-3.977,6.082,-10.352,8.889,-7.554,8.110,-6.889,5.195,-5.049
477.994,95.103,-64.447,0.925,-3.294,6.653,-10.486,9.725,-8.210,9.201,-7.654,6.453,-5.899
478.006,87.778,-62.847,-0.651,-2.947,5.999,-10.894,10.085,-8.778,9.897,-8.343,7.519,-6.684
478.018,78.940,-58.032,1.503,1.418,6.609,-10.680,10.351,-9.080,10.356,-8.820,8.393,-7.369
478.030,68.460,-52.441,4.471,9.194,7.179,-10.927,10.600,-8.930,10.650,-9.110,9.076,-7.855
478.041,53.484,-41.891,8.028,8.947,8.214,-10.668,10.595,-8.163,10.520,-8.951,9.572,-8.048
478.053,34.505,-30.492,6.815,0.035,7.560,-11.720,10.490,-7.653,10.207,-8.514,9.903,-8.018
478.065,18.012,-16.297,2.839,-2.522,5.783,-11.939,10.061,-7.331,9.857,-7.914,10.029,-7.871
478.076,0.753,-1.065,3.091,-3.566,5.024,-11.155,9.364,-6.816,9.273,-7.191,9.932,-7.606
478.088,-16.321,15.995,3.530,-3.743,4.416,-9.959,8.565,-6.183,8.519,-6.314,9.635,-7.219
478.100,-35.809,31.025,6.040,-2.423,4.131,-9.179,7.518,-5.404,7.460,-5.445,9.133,-6.713
478.112,-56.223,44.274,11.713,-10.031,3.249,-8.716,6.499,-4.770,6.182,-4.550,8.460,-6.120
478.123,-72.923,59.448,12.248,-15.806,2.407,-9.621,5.708,-4.417,5.076,-3.581,7.702,-5.508
478.135,-80.453,71.650,9.093,-9.411,1.252,-7.746,4.975,-3.827,4.258,-2.699,6.911,-4.871
478.147,-89.519,84.597,5.915,-3.933,0.181,-4.988,3.990,-2.732,3.339,-1.704,6.065,-4.138
478.159,-97.050,98.693,2.277,-4.823,-1.012,-3.469,2.824,-1.464,2.393,-0.583,5.148,-3.292
478.170,-102.383,108.587,-1.178,-5.936,-2.093,-1.987,1.573,-0.289,1.471,0.535,4.149,-2.348
478.182,-104.318,117.513,-3.809,-6.431,-2.925,-0.357,0.260,0.854,0.527,1.652,3.067,-1.356
478.194,-107.843,125.925,-4.471,-6.285,-3.994,1.282,-1.213,1.916,-0.617,2.687,1.895,-0.343
478.205,-113.131,128.154,-4.119,-6.195,-5.127,2.557,-2.664,2.858,-1.830,3.598,0.667,0.673
478.217,-114.107,131.708,-2.717,-5.815,-5.537,4.108,-3.930,3.826,-2.974,4.512,-0.585,1.664
478.228,-117.537,128.679,-0.289,-4.470,-5.875,5.380,-5.104,4.552,-4.159,5.148,-1.800,2.586
478.240,-117.670,124.966,4.081,-1.624,-6.156,6.485,-5.924,5.292,-5.181,5.696,-2.946,3.449
478.252,-115.495,120.152,6.478,1.388,-6.670,7.649,-6.441,6.107,-6.001,6.215,-3.976,4.296
478.263,-111.918,113.738,6.343,2.337,-7.512,8.583,-6.824,6.865,-6.631,6.669,-4.827,5.089
478.275,-107.496,101.309,9.386,-1.583,-7.333,8.432,-7.066,7.225,-7.119,6.902,-5.510,5.766
478.287,-99.460,89.301,15.268,-6.136,-6.708,8.024,-6.889,7.191,-7.359,6.999,-6.018,6.274
478.298,-85.697,68.751,13.243,-3.417,-6.560,8.471,-6.195,6.611,-7.117,6.590,-6.232,6.514
478.310,-67.323,45.769,8.104,6.260,-6.619,8.430,-5.433,6.195,-6.450,5.868,-6.177,6.522
478.321,-52.325,27.508,8.674,10.872,-6.897,8.335,-4.785,6.030,-5.742,5.186,-5.927,6.408
478.333,-34.808,11.783,9.334,10.948,-5.878,8.123,-3.893,5.874,-4.823,4.592,-5.504,6.245
478.345,-13.671,-4.365,9.593,11.698,-4.605,7.846,-2.623,5.533,-3.625,3.967,-4.860,6.015
478.357,6.007,-21.938,7.086,14.784,-3.499,7.147,-1.332,5.089,-2.285,3.191,-3.991,5.693
478.368,19.626,-35.071,6.195,13.196,-2.177,5.853,-0.221,4.635,-1.043,2.500,-2.998,5.318
478.380,34.119,-45.636,6.187,10.172,-1.655,4.583,1.021,4.088,0.344,1.889,-1.918,4.885
478.391,46.277,-51.391,6.427,6.502,-0.510,3.133,2.270,3.438,1.726,1.370,-0.757,4.400
478.403,58.105,-55.732,6.870,3.013,0.930,1.626,3.592,2.660,3.127,0.879,0.464,3.854
478.415,66.757,-60.643,8.385,-2.602,2.285,-0.238,4.933,1.583,4.474,0.257,1.735,3.205
478.427,73.290,-62.828,8.633,-6.964,3.604,-2.287,6.266,0.348,5.764,-0.379,3.028,2.452
478.438,77.911,-67.392,7.253,-10.076,4.725,-4.625,7.543,-1.137,7.036,-1.226,4.331,1.563
478.450,83.393,-71.698,4.159,-12.630,5.676,-6.983,8.701,-2.721,8.303,-2.205,5.614,0.526
478.462,86.848,-73.887,-0.563,-15.556,6.215,-8.977,9.591,-4.359,9.469,-3.259,6.839,-0.636
478.474,85.891,-76.399,-6.456,-18.901,6.183,-10.673,10.021,-6.129,10.404,-4.437,7.923,-1.914
478.486,82.193,-77.894,-6.819,-16.694,6.286,-12.211,10.131,-7.844,11.041,-5.678,8.801,-3.301
478.497,70.932,-82.630,-5.975,-13.493,6.824,-13.052,9.899,-9.520,11.188,-7.140,9.409,-4.746
478.509,59.225,-86.417,-3.844,-8.337,7.673,-12.733,9.653,-10.896,11.112,-8.593,9.784,-6.189
478.521,48.091,-91.333,0.395,1.325,8.205,-12.398,9.536,-11.852,10.902,-10.006,9.986,-7.556
478.533,31.525,-94.619,0.975,7.327,8.096,-12.450,9.198,-12.364,10.370,-11.242,10.026,-8.761
478.542,19.176,-96.152,-0.894,6.078,7.656,-13.478,8.799,-12.625,9.974,-12.063,9.997,-9.642
478.553,5.281,-96.400,2.637,2.930,7.626,-14.501,8.163,-13.042,9.260,-12.715,9.812,-10.440
478.563,-9.055,-99.597,4.368,3.106,7.104,-15.132,7.648,-13.596,8.521,-13.444,9.529,-11.169
478.573,-22.466,-102.708,2.899,4.127,5.479,-15.144,6.987,-14.078,7.711,-14.149,9.141,-11.856
478.583,-31.115,-103.061,1.163,5.067,4.362,-15.151,6.363,-14.447,7.057,-14.708,8.676,-12.489
478.593,-40.693,-104.451,-1.222,2.587,3.747,-15.372,5.553,-14.781,6.284,-15.191,8.127,-13.053
478.603,-50.980,-105.648,-2.940,0.200,2.476,-16.411,4.545,-15.298,5.402,-15.674,7.475,-13.617
478.613,-59.357,-108.013,0.497,2.503,2.415,-16.317,3.546,-15.783,4.443,-16.162,6.730,-14.140
478.623,-67.231,-110.145,2.868,2.443,2.166,-16.842,2.705,-16.174,3.475,-16.639,5.948,-14.645
478.633,-70.820,-107.476,-0.120,1.452,0.858,-17.529,1.912,-16.484,2.607,-16.920,5.142,-15.110
478.643,-75.491,-109.149,-3.278,3.934,-0.026,-17.805,1.054,-16.794,1.851,-17.249,4.343,-15.521
478.654,-80.609,-108.182,-2.481,3.634,-0.698,-18.391,0.063,-17.001,0.975,-17.577,3.486,-15.924
478.664,-84.818,-104.611,0.359,-0.109,-0.907,-19.575,-0.941,-17.169,-0.038,-17.717,2.568,-16.288
478.674,-90.026,-98.911,1.910,-2.844,-1.433,-20.407,-1.838,-17.395,-1.073,-17.733,1.664,-16.579
478.684,-86.522,-93.491,-1.601,0.990,-2.021,-20.215,-2.331,-17.414,-1.606,-17.649,0.839,-16.778
478.695,-86.723,-86.822,-3.731,4.285,-2.735,-19.716,-3.034,-17.196,-2.193,-17.523,0.051,-16.902
478.705,-90.893,-78.434,-2.599,3.051,-2.957,-19.631,-3.929,-16.800,-3.028,-17.239,-0.752,-16.910
478.715,-91.935,-65.415,-4.012,0.925,-4.007,-19.496,-4.750,-16.251,-3.817,-16.662,-1.605,-16.822
478.725,-91.992,-51.315,-5.712,0.973,-5.080,-18.571,-5.575,-15.590,-4.488,-15.925,-2.423,-16.579
478.736,-95.365,-40.841,-0.541,2.767,-4.895,-17.499,-6.404,-14.913,-5.317,-15.275,-3.227,-16.214
478.746,-93.513,-23.820,2.404,2.501,-5.397,-16.417,-6.813,-13.805,-5.963,-14.218,-4.005,-15.707
478.756,-92.318,-9.520,1.356,0.985,-5.710,-15.002,-7.183,-12.722,-6.505,-13.121,-4.699,-15.056
478.767,-90.318,4.627,1.134,-0.452,-5.978,-14.807,-7.615,-11.618,-7.024,-11.933,-5.342,-14.286
478.777,-85.856,16.714,2.418,-1.896,-5.740,-15.197,-7.851,-10.537,-7.387,-10.734,-5.900,-13.424
478.788,-73.408,32.782,-0.173,-8.059,-6.001,-14.718,-7.709,-9.373,-7.306,-9.284,-6.318,-12.482
478.798,-60.444,43.298,-1.881,-7.559,-6.067,-13.421,-7.500,-8.433,-7.038,-8.025,-6.582,-11.501
478.809,-44.766,50.807,-1.993,-1.571,-5.733,-10.987,-7.119,-7.401,-6.611,-6.920,-6.706,-10.506
478.819,-27.997,54.609,-2.683,1.687,-5.034,-9.825,-6.512,-6.302,-5.937,-5.937,-6.652,-9.498
478.829,-10.933,57.835,-1.832,4.403,-4.283,-8.477,-5.775,-5.193,-5.150,-5.003,-6.445,-8.475
478.840,5.811,62.165,-1.921,7.222,-3.452,-6.355,-4.877,-3.848,-4.273,-3.948,-6.084,-7.386
478.850,25.404,67.340,-4.665,6.615,-2.731,-4.980,-3.777,-2.385,-3.108,-2.784,-5.558,-6.231
478.861,42.516,72.471,-5.130,2.678,-1.669,-4.394,-2.710,-1.097,-1.872,-1.590,-4.886,-5.046
478.871,54.255,77.587,-1.962,-0.699,0.166,-4.111,-1.743,0.007,-0.876,-0.374,-4.135,-3.857
478.882,70.208,82.158,1.591,-3.065,2.431,-3.544,-0.373,1.007,0.328,0.815,-3.261,-2.683
478.893,87.984,89.545,2.237,-4.458,4.080,-2.462,1.336,2.021,1.811,2.081,-2.220,-1.545
478.903,102.310,93.119,0.240,-2.729,6.108,-1.322,3.006,2.873,3.345,3.131,-1.037,-0.456
478.913,117.142,97.472,-2.658,0.998,7.095,0.467,4.495,3.911,4.865,4.146,0.180,0.577
478.924,126.498,100.510,-3.824,2.482,7.329,2.613,5.793,4.999,6.270,5.101,1.481,1.638
478.934,135.514,103.166,-5.030,3.868,8.198,4.687,7.110,6.111,7.709,6.083,2.822,2.722
478.945,143.817,109.069,-1.755,1.323,9.743,5.514,8.549,7.330,9.164,7.244,4.184,3.830
478.955,149.812,112.111,-1.217,-4.969,11.033,6.285,9.966,8.268,10.515,8.315,5.538,4.909
478.966,156.103,112.579,-2.201,-8.615,12.182,6.296,11.324,8.826,11.826,9.223,6.891,5.898
478.976,161.378,109.151,-4.110,-6.193,13.421,6.694,12.577,9.115,13.116,9.817,8.227,6.749
478.987,165.163,101.051,-7.361,-4.759,14.408,7.097,13.666,9.368,14.339,10.122,9.528,7.472
478.998,168.926,92.911,-12.495,-3.321,14.020,7.756,14.497,9.479,15.467,10.280,10.735,8.048
479.008,164.718,80.873,-13.454,-0.948,14.843,7.835,14.920,9.499,16.265,10.169,11.835,8.508
479.019,157.943,70.050,-12.432,-2.149,15.480,6.562,15.072,9.382,16.672,9.990,12.705,8.814
479.029,148.855,57.042,-9.841,-5.507,15.914,6.304,15.158,9.054,16.873,9.651,13.400,8.978
479.040,134.168,44.467,-8.208,-9.114,16.204,4.787,15.015,8.396,16.677,9.247,13.912,8.971
479.050,122.892,31.693,-6.756,-10.780,16.585,4.597,14.947,7.627,16.513,8.685,14.265,8.788
479.061,105.941,13.020,-10.727,-8.273,15.358,4.291,14.374,6.392,15.967,7.655,14.430,8.383
479.072,89.269,-4.906,-11.955,-5.274,15.126,3.505,13.692,5.242,15.332,6.445,14.415,7.791
479.082,70.332,-24.908,-12.081,-1.636,13.764,3.655,12.582,3.925,14.315,5.012,14.137,7.028
479.093,53.501,-40.672,-10.120,1.295,13.308,3.122,11.498,2.843,13.236,3.612,13.668,6.145
479.103,38.616,-54.059,-7.635,2.827,13.187,2.522,10.376,1.748,12.024,2.273,13.029,5.200
479.114,23.125,-66.738,-8.921,4.357,12.042,0.943,9.305,0.804,10.842,0.987,12.292,4.229
479.124,10.677,-78.473,-11.002,7.398,10.128,0.619,8.081,-0.186,9.605,-0.308,11.420,3.227
479.135,-1.350,-86.463,-11.066,9.517,9.106,-0.580,6.809,-0.920,8.355,-1.495,10.450,2.231
479.145,-13.435,-92.698,-10.333,5.774,7.809,-2.543,5.359,-1.621,6.885,-2.486,9.361,1.300
479.156,-22.373,-94.587,-7.708,1.292,6.936,-4.176,4.047,-2.414,5.494,-3.246,8.204,0.396
479.166,-29.843,-96.636,-5.219,-0.880,5.695,-5.030,2.944,-3.305,4.163,-4.008,7.041,-0.497
479.177,-36.024,-98.859,-4.721,-2.202,4.477,-6.907,1.864,-4.287,2.842,-4.790,5.883,-1.394
479.188,-41.102,-102.548,-4.053,-1.994,3.674,-6.649,0.824,-5.390,1.606,-5.713,4.740,-2.331
479.198,-39.319,-106.679,-2.416,4.051,3.207,-6.612,0.181,-6.278,0.730,-6.661,3.674,-3.258
479.209,-34.979,-105.833,-4.982,0.741,2.291,-7.828,-0.289,-6.899,0.102,-7.341,2.725,-4.131
479.219,-31.581,-105.308,-6.211,-3.490,1.522,-9.204,-0.904,-7.710,-0.554,-8.002,1.845,-4.977
479.230,-24.643,-105.790,-3.092,0.476,1.488,-9.176,-1.241,-8.449,-0.987,-8.648,1.075,-5.786
479.240,-16.328,-107.551,-1.213,4.307,1.486,-9.470,-1.354,-9.120,-1.305,-9.417,0.435,-6.578
479.251,-5.189,-104.817,-2.941,4.440,1.304,-10.055,-1.200,-9.467,-1.326,-9.964,-0.039,-7.298
479.261,7.115,-103.266,-6.903,1.759,0.545,-10.995,-1.073,-9.831,-1.166,-10.365,-0.365,-7.916
479.272,20.768,-101.603,-9.853,0.390,-0.583,-11.666,-0.950,-10.290,-0.859,-10.742,-0.568,-8.484
479.282,31.522,-103.171,-4.320,4.376,0.580,-11.439,-0.722,-10.750,-0.604,-11.248,-0.668,-9.028
479.293,43.763,-99.455,-1.299,1.793,1.300,-12.101,-0.104,-10.991,-0.144,-11.536,-0.619,-9.519
479.304,57.912,-93.934,-1.261,-2.751,2.155,-12.344,0.781,-11.137,0.540,-11.575,-0.401,-9.930
479.314,69.263,-94.665,-3.274,-4.613,2.207,-13.095,1.490,-11.761,1.170,-11.881,-0.065,-10.343
479.325,83.134,-96.676,-4.842,0.894,2.745,-12.754,2.338,-12.332,2.055,-12.315,0.395,-10.784
479.335,96.855,-98.710,-5.015,5.762,3.783,-12.659,3.277,-12.536,3.044,-12.757,0.966,-11.192
479.346,106.085,-97.201,-5.663,7.019,4.462,-12.728,4.128,-12.516,3.947,-13.007,1.621,-11.534
479.356,114.276,-93.152,-4.856,-1.017,5.533,-14.265,4.934,-12.546,4.789,-13.008,2.311,-11.795
479.367,122.604,-92.187,-2.417,-3.644,6.762,-14.728,5.861,-12.920,5.678,-13.102,3.060,-12.057
479.377,126.358,-93.134,-1.776,-1.666,7.352,-14.965,6.757,-13.304,6.441,-13.316,3.838,-12.324
479.388,131.020,-93.576,-3.667,0.870,7.494,-14.394,7.600,-13.574,7.231,-13.572,4.630,-12.599
479.398,136.976,-93.435,-5.217,4.019,7.832,-13.518,8.377,-13.704,8.086,-13.809,5.418,-12.841
479.409,140.100,-90.134,-5.397,4.243,8.676,-14.413,9.092,-13.510,8.869,-13.824,6.203,-13.003
479.419,139.921,-84.133,-6.175,2.017,9.503,-14.007,9.724,-13.233,9.571,-13.600,6.986,-13.090
479.430,135.648,-76.294,-5.047,2.163,10.468,-13.566,10.062,-12.929,10.011,-13.271,7.664,-13.080
479.440,130.063,-68.571,-1.459,5.084,11.627,-12.631,10.381,-12.483,10.243,-12.913,8.251,-12.985
479.451,120.079,-57.007,-1.618,5.260,11.667,-12.581,10.564,-11.805,10.279,-12.343,8.740,-12.767
479.461,109.280,-41.647,-2.768,2.097,11.232,-12.304,10.484,-10.785,10.147,-11.429,9.105,-12.374
479.472,95.983,-24.511,-2.791,1.388,11.135,-11.018,10.190,-9.848,9.869,-10.297,9.326,-11.836
479.483,78.920,-9.374,-0.086,4.214,11.288,-9.570,9.735,-8.681,9.345,-9.201,9.402,-11.154
479.493,60.656,5.923,0.582,4.205,10.969,-8.417,9.126,-7.400,8.548,-7.962,9.286,-10.333
479.504,41.543,21.682,0.007,4.901,10.028,-6.290,8.298,-5.960,7.649,-6.585,9.007,-9.368
479.514,24.808,38.531,-1.262,4.713,8.957,-3.831,7.440,-4.325,6.729,-5.013,8.577,-8.259
479.524,5.257,53.328,-0.560,2.351,8.360,-2.861,6.301,-2.773,5.595,-3.407,7.989,-7.033
479.535,-16.108,64.011,3.113,1.205,8.268,-1.766,4.912,-1.397,4.091,-1.918,7.203,-5.747
479.546,-34.371,75.623,2.819,0.905,6.277,-0.378,3.692,0.112,2.695,-0.305,6.298,-4.394
479.556,-48.298,85.467,-2.159,-1.247,3.389,0.427,2.288,1.485,1.315,1.214,5.274,-3.033
479.567,-59.521,92.645,-2.631,-0.202,2.107,1.298,0.887,2.721,0.085,2.641,4.180,-1.680
479.579,-72.865,101.129,-0.677,1.184,0.670,2.551,-0.770,4.260,-1.544,4.223,2.745,-0.068
479.591,-83.214,104.521,-0.042,0.467,-0.732,4.192,-2.240,5.579,-3.022,5.568,1.329,1.445
479.602,-91.767,105.256,1.300,0.937,-0.823,6.046,-3.656,6.720,-4.472,6.762,-0.087,2.867
479.614,-94.191,103.430,3.787,6.133,-1.746,7.626,-4.728,7.902,-5.668,7.807,-1.461,4.219
479.626,-92.508,98.982,2.029,5.960,-2.904,8.654,-5.578,9.070,-6.608,8.729,-2.701,5.493
479.638,-92.471,88.849,-3.899,3.900,-5.520,8.559,-6.643,9.795,-7.516,9.377,-3.858,6.638
479.649,-91.913,76.270,-8.991,8.441,-7.114,9.473,-7.884,10.369,-8.342,9.839,-5.010,7.629
479.661,-90.986,62.909,-8.586,6.025,-7.859,9.608,-9.204,10.875,-9.253,10.150,-6.191,8.466
479.673,-89.726,49.146,-5.294,-1.811,-8.823,8.989,-10.317,10.839,-10.202,10.312,-7.374,9.104
479.685,-83.981,33.839,-4.265,-7.203,-9.199,6.462,-11.086,10.146,-10.967,10.185,-8.463,9.434
479.696,-78.900,14.168,-4.712,-3.830,-9.808,6.220,-11.661,9.272,-11.518,9.645,-9.404,9.440
479.708,-75.526,-5.236,-2.793,-6.766,-9.757,4.958,-12.263,8.188,-12.175,8.818,-10.256,9.141
479.720,-69.953,-23.162,0.322,-10.972,-9.662,3.391,-12.575,6.674,-12.674,7.752,-10.980,8.545
479.731,-58.110,-41.023,1.064,-4.272,-9.568,3.481,-12.406,5.083,-12.755,6.375,-11.505,7.689
479.743,-41.253,-54.690,0.149,1.911,-9.162,2.011,-11.966,3.929,-12.453,4.981,-11.799,6.697
479.755,-23.226,-63.586,-2.698,0.157,-9.242,0.447,-11.450,3.030,-11.936,3.808,-11.841,5.696
479.767,-10.055,-71.190,-6.467,-2.163,-9.722,-0.368,-11.108,1.982,-11.415,2.684,-11.723,4.681
479.778,7.134,-77.182,-8.793,1.050,-9.899,-0.203,-10.647,0.979,-10.663,1.564,-11.486,3.649
479.790,22.633,-81.054,-8.731,2.809,-9.458,-0.639,-10.162,0.198,-9.918,0.534,-11.151,2.657
479.802,33.725,-82.406,-7.012,-1.561,-8.159,-2.860,-9.553,-0.578,-9.166,-0.318,-10.717,1.720
479.814,48.123,-81.777,-3.866,-4.659,-6.824,-4.363,-8.606,-1.493,-8.233,-1.085,-10.168,0.821
479.825,58.352,-83.049,1.121,-2.790,-5.470,-4.778,-7.493,-2.438,-7.340,-1.946,-9.480,-0.070
479.837,68.254,-83.451,4.374,0.503,-3.944,-4.725,-6.104,-3.144,-6.330,-2.746,-8.640,-0.920
479.849,73.911,-83.751,1.155,-0.060,-3.394,-5.368,-4.820,-3.709,-5.270,-3.426,-7.677,-1.702
479.860,80.601,-83.432,-3.585,-2.788,-2.642,-6.227,-3.781,-4.399,-4.170,-4.074,-6.678,-2.443
479.872,81.647,-84.458,-3.922,-5.364,-1.938,-7.244,-3.018,-5.206,-3.265,-4.727,-5.705,-3.180
479.884,83.846,-87.025,0.459,-1.407,-0.758,-7.135,-2.156,-6.023,-2.437,-5.485,-4.797,-3.923
479.895,83.087,-89.496,-2.292,1.322,-1.003,-6.733,-1.347,-6.523,-1.712,-6.142,-3.932,-4.588
479.906,85.877,-90.430,-9.565,2.418,-1.715,-6.973,-0.708,-6.902,-0.835,-6.719,-3.084,-5.228
479.918,88.474,-92.697,-12.768,5.031,-1.341,-7.540,-0.377,-7.251,-0.076,-7.297,-2.341,-5.815
479.930,86.816,-96.471,-9.093,7.876,-0.235,-7.787,-0.179,-7.469,0.402,-7.827,-1.723,-6.320
479.941,87.786,-97.656,-5.218,9.004,0.764,-7.881,0.238,-7.541,0.829,-8.213,-1.184,-6.740
479.953,83.574,-100.389,-5.319,9.023,0.548,-7.398,0.569,-7.615,1.088,-8.535,-0.691,-7.068
479.965,87.314,-100.943,-11.050,9.151,-0.576,-7.593,0.970,-7.626,1.581,-8.736,-0.233,-7.337
479.976,89.544,-100.933,-14.943,11.368,-0.451,-7.792,1.081,-7.559,2.003,-8.854,0.164,-7.534
479.988,95.555,-101.050,-11.612,13.208,0.736,-8.313,1.317,-7.378,2.455,-8.905,0.505,-7.642
480.000,93.590,-101.900,-7.251,12.975,1.576,-8.586,1.459,-7.188,2.550,-8.905,0.822,-7.667
480.012,88.680,-101.532,-3.204,12.319,2.525,-8.540,1.694,-6.957,2.524,-8.781,1.097,-7.615
480.023,93.357,-99.338,-5.636,10.189,2.384,-9.178,2.232,-6.761,2.851,-8.566,1.401,-7.516
480.035,96.531,-96.090,-8.898,9.903,2.259,-9.522,2.667,-6.593,3.275,-8.284,1.753,-7.382
480.047,95.062,-94.384,-6.975,12.084,2.825,-9.653,2.901,-6.378,3.527,-8.021,2.087,-7.205
480.059,88.804,-87.971,-0.896,10.719,4.137,-9.965,3.040,-5.920,3.455,-7.553,2.361,-6.957
480.071,76.707,-82.015,3.732,-2.561,4.242,-11.215,3.229,-5.828,3.185,-7.071,2.586,-6.689
480.082,65.226,-68.585,4.827,-16.818,4.888,-12.476,3.550,-6.281,2.990,-6.373,2.742,-6.451
480.094,55.975,-56.824,-0.018,-7.250,4.616,-11.621,3.645,-6.722,2.921,-5.832,2.850,-6.277
480.105,38.376,-44.568,1.779,-2.953,4.309,-10.898,3.261,-6.426,2.412,-5.328,2.823,-6.080
480.117,15.954,-31.000,1.107,-5.988,3.285,-11.314,2.547,-5.998,1.560,-4.705,2.602,-5.809
480.129,-4.308,-15.612,-8.003,-2.353,1.087,-10.184,1.450,-5.395,0.636,-3.923,2.143,-5.437
480.141,-24.231,0.570,-9.250,5.197,-0.196,-8.866,-0.082,-4.260,-0.509,-3.015,1.408,-4.893
480.153,-48.285,18.748,-5.109,5.637,-1.879,-7.225,-1.893,-2.673,-2.150,-1.771,0.358,-4.083
480.163,-64.726,31.326,-3.927,5.344,-3.762,-5.881,-3.370,-1.355,-3.660,-0.611,-0.676,-3.259
480.174,-80.847,43.667,-5.995,5.420,-6.173,-4.328,-5.011,0.034,-5.254,0.612,-1.848,-2.312
480.184,-98.173,55.180,-1.975,4.823,-7.851,-2.941,-6.805,1.463,-6.971,1.941,-3.147,-1.252
480.195,-114.155,69.296,1.645,2.528,-9.503,-1.724,-8.466,3.029,-8.886,3.446,-4.573,-0.078
480.205,-126.825,80.776,-0.151,-2.588,-11.273,-0.803,-10.008,4.465,-10.587,5.019,-6.023,1.175
480.216,-135.956,91.406,-2.843,1.492,-13.177,1.365,-11.594,5.840,-12.155,6.504,-7.498,2.448
480.226,-144.875,98.430,-2.911,5.934,-14.787,3.648,-13.272,7.236,-13.771,7.800,-9.014,3.747
480.237,-146.798,104.489,-2.661,7.647,-15.941,5.220,-14.606,8.822,-15.091,9.143,-10.497,5.093
480.247,-143.351,110.228,-3.057,7.639,-16.899,6.677,-15.713,10.328,-16.177,10.487,-11.904,6.469
480.257,-137.915,114.381,-2.677,8.175,-17.545,7.921,-16.522,11.732,-16.974,11.745,-13.105,7.801
480.269,-126.821,115.555,0.615,8.139,-17.605,9.388,-17.046,13.237,-17.558,13.122,-14.257,9.336
480.282,-111.250,109.480,5.103,7.743,-17.183,9.992,-17.163,14.307,-17.881,14.131,-15.219,10.824
480.292,-96.079,99.429,9.148,8.332,-16.239,10.893,-16.874,15.069,-17.939,14.805,-15.849,12.015
480.303,-73.528,90.577,6.038,10.210,-15.927,11.930,-16.055,15.686,-17.387,15.313,-16.173,13.067
480.314,-52.248,84.343,4.705,9.492,-15.316,11.998,-15.159,16.451,-16.516,15.964,-16.203,14.047
480.324,-31.080,76.163,5.563,6.839,-14.333,12.040,-14.094,16.944,-15.539,16.428,-15.970,14.894
480.335,-10.111,65.044,1.232,4.332,-13.789,11.849,-12.916,17.029,-14.335,16.628,-15.508,15.582
480.345,8.846,56.072,-1.369,1.200,-12.688,11.667,-11.814,17.027,-13.031,16.821,-14.868,16.106
480.356,22.284,49.256,-2.470,-1.414,-11.886,11.188,-10.875,16.921,-11.878,16.995,-14.120,16.489
480.366,33.924,39.183,-2.862,-7.455,-10.992,9.608,-9.944,16.245,-10.773,16.755,-13.307,16.661
480.377,40.529,32.257,-4.755,-10.048,-10.434,8.816,-9.176,15.519,-9.772,16.497,-12.457,16.650
480.388,43.993,30.396,-0.583,-13.341,-9.137,7.993,-8.528,14.838,-8.992,16.315,-11.632,16.483
480.398,44.694,27.025,0.719,-14.432,-7.992,6.763,-7.856,13.939,-8.338,15.893,-10.820,16.177
480.409,41.823,23.292,0.551,-12.882,-7.666,6.233,-7.306,12.958,-7.811,15.260,-10.047,15.735
480.419,40.378,26.616,0.626,-11.177,-7.109,6.248,-6.733,12.368,-7.245,14.874,-9.313,15.244
480.430,36.082,34.472,2.471,-11.269,-6.152,6.194,-6.269,12.140,-6.833,14.780,-8.626,14.797
480.440,31.137,41.423,3.658,-11.952,-5.296,5.826,-5.822,11.909,-6.485,14.663,-7.995,14.386
480.451,27.927,48.552,-1.254,-14.159,-5.970,5.529,-5.416,11.614,-6.068,14.480,-7.411,14.003
