R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
480.462,21.873,54.820,-5.446,-11.895,-6.500,6.132,-5.339,11.443,-5.746,14.335,-6.912,13.660
480.472,17.098,56.508,-5.039,-12.245,-6.297,6.163,-5.302,11.200,-5.484,14.117,-6.522,13.339
480.482,13.996,54.086,-6.097,-9.383,-6.481,6.605,-5.360,10.822,-5.356,13.659,-6.248,12.989
480.493,13.858,47.640,-6.143,-4.763,-6.302,7.041,-5.301,10.293,-5.131,12.895,-6.022,12.609
480.504,12.073,44.403,-3.908,-1.016,-5.832,7.144,-5.268,10.126,-4.975,12.318,-5.831,12.232
480.514,9.467,43.021,1.821,0.015,-4.987,7.439,-5.139,10.185,-4.961,11.958,-5.672,11.924
480.525,11.847,38.404,4.629,1.585,-3.893,7.828,-4.688,10.059,-4.789,11.445,-5.482,11.637
480.535,16.244,33.188,3.327,4.349,-3.545,8.019,-4.094,9.897,-4.431,10.866,-5.215,11.350
480.546,21.915,32.183,6.250,6.695,-2.498,7.991,-3.380,10.093,-3.899,10.619,-4.857,11.139
480.556,27.098,26.725,7.602,6.752,-1.567,7.954,-2.558,10.020,-3.330,10.183,-4.406,10.955
480.567,31.082,20.658,6.990,7.917,-1.006,7.950,-1.764,9.905,-2.726,9.691,-3.879,10.773
480.577,36.800,18.729,7.387,6.360,-0.341,7.615,-0.878,9.984,-1.992,9.490,-3.280,10.626
480.588,42.097,20.028,9.372,2.451,0.836,6.951,0.053,10.082,-1.257,9.519,-2.616,10.518
480.598,45.685,15.372,9.643,-0.117,1.758,5.351,0.949,9.769,-0.554,9.304,-1.895,10.392
480.609,51.555,9.783,5.905,0.847,1.131,5.322,1.899,9.251,0.356,8.876,-1.117,10.182
480.620,55.830,8.328,3.686,3.534,1.457,5.771,2.651,9.041,1.247,8.624,-0.323,9.948
480.630,56.553,7.570,6.426,3.523,2.558,5.685,3.280,8.881,1.951,8.421,0.444,9.721
480.641,53.050,5.155,10.811,3.263,3.553,5.470,3.899,8.636,2.455,8.137,1.179,9.487
480.651,45.234,3.260,14.018,1.297,4.327,4.920,4.462,8.341,2.767,7.837,1.870,9.240
480.662,35.226,2.466,14.847,-1.125,5.057,3.618,4.867,7.935,2.901,7.573,2.485,8.972
480.672,25.377,2.052,14.184,0.362,5.271,3.576,5.238,7.546,3.091,7.319,3.033,8.691
480.683,12.473,3.419,13.933,2.513,4.786,3.201,5.370,7.400,3.108,7.124,3.487,8.423
480.693,-3.192,7.530,12.470,-1.445,4.070,2.102,5.176,7.269,2.876,7.082,3.794,8.187
480.704,-19.801,11.137,10.057,-1.820,3.514,1.467,4.784,7.143,2.553,7.098,3.948,7.991
480.714,-38.716,19.740,8.926,-3.414,2.315,0.519,3.997,7.184,1.911,7.275,3.901,7.834
480.725,-57.653,23.740,9.971,-0.175,1.829,1.889,3.015,7.060,1.044,7.246,3.643,7.704
480.735,-75.813,30.103,8.462,-3.698,-0.214,1.677,2.001,7.176,0.151,7.396,3.229,7.632
480.746,-90.763,36.084,6.977,-5.421,-1.976,1.570,0.863,7.153,-0.823,7.631,2.639,7.599
480.756,-103.624,35.254,5.230,-2.775,-3.330,1.851,-0.297,6.981,-1.749,7.539,1.936,7.550
480.767,-117.928,34.531,6.244,-1.276,-3.658,3.075,-1.705,6.910,-2.943,7.451,1.088,7.485
480.777,-125.301,34.216,5.461,-3.009,-4.416,3.545,-2.804,6.856,-3.929,7.324,0.165,7.405
480.788,-133.919,35.010,5.759,-7.998,-5.571,2.647,-4.117,6.623,-5.028,7.291,-0.815,7.317
480.799,-139.079,30.921,8.500,-7.220,-6.392,2.518,-5.090,6.144,-5.998,7.002,-1.814,7.166
480.809,-144.340,27.431,10.824,-8.541,-6.812,1.913,-6.110,5.653,-7.048,6.678,-2.830,6.947
480.820,-148.137,22.806,9.666,-8.842,-6.794,1.216,-6.842,5.043,-7.909,6.239,-3.791,6.648
480.830,-149.563,19.425,9.449,-11.805,-7.726,0.962,-7.621,4.438,-8.620,5.810,-4.700,6.277
480.841,-150.390,12.821,12.385,-12.415,-7.901,0.216,-8.250,3.493,-9.343,5.163,-5.584,5.811
480.851,-150.636,4.157,13.312,-12.218,-9.218,-0.455,-8.775,2.601,-9.944,4.352,-6.378,5.240
480.862,-148.521,-3.897,12.840,-13.981,-10.254,-1.981,-9.178,1.466,-10.509,3.446,-7.125,4.548
480.873,-146.026,-10.351,11.344,-12.365,-10.888,-2.806,-9.492,0.461,-10.804,2.548,-7.737,3.778
480.883,-143.137,-15.814,12.446,-14.115,-11.252,-3.703,-9.772,-0.502,-11.086,1.630,-8.278,2.946
480.894,-140.374,-20.893,13.563,-16.036,-11.120,-5.128,-9.995,-1.700,-11.358,0.620,-8.759,2.042
480.904,-134.185,-22.720,14.469,-13.882,-11.087,-5.423,-9.929,-2.658,-11.340,-0.308,-9.117,1.109
480.915,-127.629,-22.946,13.679,-13.349,-11.185,-5.472,-9.729,-3.489,-11.220,-1.138,-9.363,0.187
480.925,-121.665,-22.329,13.859,-14.135,-11.381,-5.931,-9.597,-4.241,-11.051,-1.938,-9.517,-0.709
480.936,-110.797,-17.494,12.053,-16.252,-11.596,-6.899,-9.214,-4.951,-10.689,-2.560,-9.557,-1.572
480.947,-96.726,-12.910,9.382,-14.516,-11.378,-7.379,-8.632,-5.563,-9.914,-3.116,-9.437,-2.369
480.957,-79.272,-2.202,9.869,-10.941,-10.633,-6.767,-7.912,-5.697,-9.039,-3.445,-9.186,-3.062
480.967,-62.123,9.697,6.367,-5.980,-10.215,-6.540,-7.074,-5.493,-7.980,-3.503,-8.775,-3.567
480.978,-44.105,24.347,3.567,-4.398,-9.923,-5.755,-6.218,-4.885,-6.843,-3.339,-8.250,-3.865
480.989,-27.602,39.681,1.825,-5.091,-9.236,-5.012,-5.422,-4.204,-5.669,-2.933,-7.615,-3.950
480.999,-10.804,56.413,0.355,-3.992,-9.757,-3.587,-4.506,-3.314,-4.436,-2.299,-6.894,-3.832
481.010,5.729,72.522,2.353,-1.461,-8.437,-2.681,-3.475,-2.233,-3.071,-1.535,-6.074,-3.512
481.020,16.657,90.124,4.496,-4.995,-6.711,-2.069,-2.403,-0.895,-1.975,-0.498,-5.181,-2.983
481.031,33.546,109.327,1.831,-6.763,-5.594,-0.826,-1.044,0.403,-0.483,0.808,-4.186,-2.269
481.041,44.869,122.658,3.324,-2.769,-4.190,1.013,0.123,1.729,0.790,1.979,-3.132,-1.423
481.052,54.483,135.779,1.471,-3.082,-3.035,2.597,1.374,3.171,2.083,3.246,-2.024,-0.457
481.062,62.814,146.226,0.756,-0.011,-2.024,4.592,2.485,4.544,3.399,4.471,-0.892,0.601
481.073,67.267,151.476,1.732,-2.524,-0.175,5.191,3.422,5.819,4.385,5.482,0.189,1.681
481.083,67.842,156.140,1.416,-2.783,0.744,5.988,4.267,6.979,5.324,6.610,1.244,2.805
481.094,65.130,159.203,0.895,-1.880,1.348,8.157,4.905,8.097,5.984,7.656,2.233,3.948
481.104,62.661,154.434,-1.956,-1.072,1.031,9.279,5.501,8.949,6.701,8.413,3.137,5.030
481.115,51.912,152.069,0.497,-2.528,1.424,10.121,5.547,9.784,6.918,9.171,3.886,6.033
481.125,43.208,143.064,-0.039,-0.671,2.288,10.763,5.828,10.253,7.119,9.633,4.498,6.940
481.136,28.616,134.111,-0.725,-2.408,2.805,10.826,5.631,10.720,7.062,9.960,4.952,7.715
481.146,12.129,123.183,1.869,-3.276,2.873,10.786,5.279,10.707,6.621,10.077,5.195,8.340
481.157,-1.242,111.575,0.575,-4.558,2.185,10.050,4.902,10.669,6.195,10.022,5.291,8.823
481.167,-13.679,101.038,-0.055,-4.512,1.781,8.480,4.416,10.326,5.738,9.909,5.246,9.134
481.178,-24.850,91.141,0.145,-4.072,1.797,7.915,3.823,10.096,5.138,9.689,5.061,9.308
481.188,-31.200,75.368,0.430,-6.756,1.489,6.678,3.328,9.494,4.639,9.148,4.790,9.333
481.199,-18.257,44.928,0.977,-13.071,1.924,4.178,3.566,7.920,4.816,7.878,4.572,9.076
481.209,30.265,-17.425,3.595,-25.633,3.983,-0.339,5.330,4.369,6.462,5.035,4.695,8.228
481.220,122.006,-127.289,7.305,-33.429,8.595,-7.322,9.553,-2.143,10.470,-0.566,5.643,6.248
481.231,266.501,-327.029,14.036,-41.442,14.879,-17.318,15.093,-11.753,15.456,-8.806,7.848,1.686
481.242,316.984,-519.689,21.692,-53.075,20.346,-29.314,20.176,-23.571,19.903,-19.546,11.491,-5.611
481.254,100.403,-503.430,29.549,-45.785,19.580,-35.540,18.533,-30.910,17.712,-26.812,14.421,-14.076
481.265,8.526,-497.799,31.052,-45.817,17.698,-39.002,17.983,-37.454,16.745,-33.538,15.846,-21.938
481.276,-29.814,-493.233,31.546,-44.978,15.901,-42.122,18.219,-43.635,16.701,-39.945,16.703,-29.264
481.288,-49.105,-482.244,31.567,-44.420,13.875,-44.354,18.439,-49.156,16.741,-45.731,17.263,-36.067
481.299,-57.175,-466.720,31.180,-44.097,12.425,-46.959,18.812,-53.996,17.014,-50.834,17.707,-42.180
481.311,-60.965,-448.525,30.796,-44.274,10.821,-50.191,19.152,-58.328,17.325,-55.369,18.087,-47.726
481.322,-62.973,-429.581,30.446,-43.220,9.626,-52.120,19.468,-62.101,17.681,-59.350,18.438,-52.673
481.333,-64.295,-407.784,30.113,-42.369,8.440,-53.291,19.711,-65.320,17.991,-62.772,18.749,-57.043
481.345,-66.434,-383.490,29.407,-39.735,7.809,-52.782,19.840,-67.966,18.231,-65.737,19.017,-60.962
481.356,-71.909,-354.057,28.279,-35.468,6.951,-52.728,19.843,-69.741,18.352,-67.989,19.234,-64.223
481.368,-81.056,-317.695,25.813,-29.639,5.627,-51.008,19.555,-70.487,18.308,-69.523,19.357,-66.849
481.379,-89.573,-275.798,23.245,-24.537,4.702,-49.547,19.077,-70.299,18.172,-70.319,19.364,-68.784
481.390,-94.803,-232.665,21.054,-22.426,4.056,-49.057,18.449,-69.300,18.025,-70.411,19.283,-69.969
481.401,-90.371,-189.948,18.497,-23.020,3.750,-48.768,17.955,-67.933,18.049,-69.945,19.154,-70.549
481.412,-78.610,-150.430,16.920,-27.968,3.736,-49.217,17.580,-66.434,18.269,-69.019,19.065,-70.517
481.424,-61.633,-114.572,15.797,-36.960,3.967,-50.355,17.419,-65.184,18.648,-67.763,19.048,-70.032
481.435,-40.547,-86.746,12.561,-53.897,4.146,-52.375,17.413,-64.613,19.195,-66.455,19.134,-69.278
481.446,-16.470,-72.931,5.624,-71.963,4.244,-54.883,17.405,-65.268,19.870,-65.576,19.303,-68.620
481.457,4.298,-67.216,4.133,-79.562,4.716,-57.224,17.320,-66.650,20.424,-65.423,19.434,-68.508
481.468,19.060,-62.457,15.635,-72.400,6.479,-58.258,17.709,-67.854,20.790,-65.917,19.552,-68.991
481.480,19.021,-44.506,20.517,-67.532,8.172,-58.556,18.337,-68.200,21.033,-66.286,19.862,-69.614
481.491,4.344,-29.969,17.317,-71.271,8.065,-60.026,18.480,-68.405,20.957,-66.518,20.170,-70.047
481.502,-5.747,-27.556,11.675,-76.704,6.910,-61.354,18.260,-69.103,20.789,-67.038,20.295,-70.473
481.513,-7.558,-21.266,5.144,-80.733,5.361,-61.773,17.800,-69.928,20.634,-67.553,20.239,-70.974
481.524,-5.219,-10.401,-1.100,-81.766,3.762,-61.798,17.112,-70.629,20.435,-67.979,20.015,-71.505
481.535,-3.346,-1.378,-6.166,-79.586,2.255,-61.828,16.117,-71.201,20.026,-68.517,19.608,-72.071
481.547,-0.416,9.195,-9.652,-76.791,1.025,-61.804,14.972,-71.437,19.461,-69.011,19.022,-72.629
481.558,0.040,20.633,-11.519,-75.080,0.029,-61.830,13.695,-71.395,18.678,-69.398,18.272,-73.096
481.569,2.040,29.638,-11.463,-74.775,-0.505,-62.083,12.470,-71.261,17.789,-69.706,17.389,-73.418
481.580,5.076,39.991,-9.564,-75.826,-0.526,-62.426,11.432,-71.037,16.878,-69.821,16.451,-73.570
481.591,6.379,50.507,-6.302,-77.330,-0.192,-62.631,10.583,-70.786,15.916,-69.766,15.503,-73.561
481.602,8.501,61.750,-2.490,-78.291,0.423,-62.599,10.005,-70.495,15.017,-69.570,14.611,-73.422
481.613,6.677,72.402,1.416,-77.894,1.180,-62.299,9.607,-70.138,14.140,-69.298,13.816,-73.183
481.624,6.297,82.647,4.644,-76.393,2.051,-61.793,9.457,-69.654,13.429,-68.964,13.146,-72.857
481.635,4.352,93.409,6.631,-74.761,2.799,-61.125,9.416,-68.963,12.823,-68.496,12.611,-72.415
481.646,3.308,104.832,7.332,-73.502,3.329,-60.390,9.437,-68.108,12.347,-67.895,12.184,-71.855
481.657,1.580,115.830,7.384,-72.298,3.689,-59.534,9.447,-67.127,11.955,-67.169,11.849,-71.157
481.668,2.384,126.624,6.921,-71.307,3.953,-58.621,9.480,-66.049,11.682,-66.334,11.586,-70.323
481.680,1.767,138.915,6.180,-70.377,4.101,-57.551,9.455,-64.804,11.444,-65.308,11.374,-69.348
481.691,1.626,152.598,5.281,-69.403,4.169,-56.333,9.383,-63.423,11.236,-64.127,11.185,-68.233
481.702,1.981,165.205,4.463,-68.362,4.197,-54.972,9.263,-61.916,11.036,-62.807,11.006,-66.958
481.713,1.530,178.585,3.864,-67.263,4.194,-53.522,9.079,-60.332,10.808,-61.401,10.816,-65.587
481.724,2.618,194.345,3.426,-65.991,4.257,-51.827,8.942,-58.544,10.641,-59.789,10.627,-64.077
481.735,2.624,210.158,3.084,-64.451,4.274,-49.943,8.752,-56.631,10.424,-58.063,10.428,-62.425
481.746,4.418,228.502,2.992,-62.761,4.368,-47.789,8.599,-54.490,10.242,-56.121,10.227,-60.614
481.758,7.084,249.598,3.065,-60.848,4.539,-45.308,8.499,-52.079,10.097,-53.927,10.048,-58.593
481.769,10.949,272.518,3.295,-58.765,4.805,-42.533,8.473,-49.417,10.013,-51.504,9.899,-56.393
481.780,12.827,297.352,3.732,-55.954,5.092,-39.352,8.436,-46.513,9.895,-48.877,9.778,-53.990
481.791,17.473,323.332,4.376,-52.583,5.549,-35.731,8.535,-43.308,9.890,-46.007,9.699,-51.353
481.802,22.315,353.941,4.940,-47.626,6.032,-31.323,8.709,-39.650,9.943,-42.778,9.684,-48.438
481.813,29.523,389.299,5.098,-41.325,6.527,-26.181,9.012,-35.450,10.122,-39.160,9.743,-45.208
481.824,35.022,427.703,4.801,-32.952,6.947,-20.152,9.336,-30.552,10.344,-35.024,9.884,-41.513
481.835,35.128,466.710,4.904,-22.196,7.285,-13.482,9.510,-25.003,10.461,-30.484,10.044,-37.404
481.846,23.063,496.820,4.660,-7.346,7.325,-6.522,9.424,-18.864,10.305,-25.634,10.148,-32.780
481.857,-35.982,484.660,3.481,7.511,5.953,-0.303,7.968,-12.866,8.865,-21.078,9.889,-27.596
481.868,-124.885,389.480,10.578,13.332,3.878,3.279,5.259,-9.098,5.961,-18.197,8.856,-22.387
481.879,-130.445,279.611,7.323,16.286,2.030,5.521,3.930,-6.707,4.512,-16.246,7.486,-17.794
481.890,-108.832,182.828,2.849,17.099,-0.362,6.547,3.237,-5.251,3.943,-14.927,6.309,-14.241
481.901,-90.673,114.574,0.249,18.379,-2.622,7.839,2.541,-4.051,3.469,-13.735,5.315,-11.535
481.912,-74.605,70.142,-1.480,20.009,-4.316,9.569,1.901,-2.880,3.072,-12.533,4.475,-9.429
481.923,-59.916,42.684,-3.221,21.995,-5.648,11.369,1.322,-1.654,2.746,-11.284,3.773,-7.705
481.933,-44.572,24.308,-5.841,23.416,-6.825,12.477,0.812,-0.424,2.532,-10.040,3.194,-6.207
481.945,-22.311,9.898,-9.849,22.996,-7.734,12.794,0.467,0.678,2.585,-8.862,2.750,-4.866
481.955,6.662,-5.654,-13.774,21.261,-8.162,12.696,0.293,1.507,2.908,-7.821,2.481,-3.675
481.966,34.833,-24.013,-15.690,19.390,-8.042,12.317,0.262,1.975,3.364,-7.003,2.379,-2.673
481.977,57.578,-44.249,-14.234,17.610,-7.257,11.648,0.403,2.090,3.821,-6.445,2.402,-1.907
481.988,70.737,-65.524,-9.982,15.242,-5.973,10.567,0.702,1.835,4.143,-6.182,2.514,-1.412
481.998,72.553,-85.961,-4.876,12.504,-4.553,9.156,1.091,1.252,4.270,-6.178,2.689,-1.212
482.009,67.327,-101.240,-0.473,9.574,-3.204,7.550,1.522,0.476,4.259,-6.322,2.892,-1.281
482.020,61.309,-106.405,1.693,5.806,-2.098,5.755,2.018,-0.335,4.277,-6.453,3.135,-1.554
482.031,55.300,-99.682,2.110,1.383,-1.287,3.848,2.512,-1.092,4.372,-6.466,3.419,-1.943
482.041,46.642,-84.104,2.335,-2.554,-0.694,2.139,2.831,-1.715,4.379,-6.310,3.681,-2.348
482.052,37.686,-62.048,3.086,-5.796,-0.080,0.720,3.065,-2.184,4.347,-6.010,3.898,-2.708
482.063,26.600,-36.270,4.412,-8.023,0.555,-0.257,3.201,-2.462,4.222,-5.564,4.056,-2.965
482.074,12.357,-14.124,5.574,-7.875,0.993,-0.515,3.211,-2.587,3.968,-5.093,4.127,-3.090
482.084,-0.857,6.049,5.990,-6.294,1.167,-0.249,3.148,-2.457,3.669,-4.555,4.107,-3.084
482.095,-12.278,18.445,5.707,-4.493,1.117,0.120,2.997,-2.226,3.342,-4.088,4.006,-2.962
482.106,-18.845,25.801,4.580,-2.942,0.885,0.488,2.805,-1.942,3.058,-3.687,3.848,-2.766
482.116,-22.106,28.265,2.982,-1.584,0.526,0.857,2.574,-1.634,2.823,-3.337,3.654,-2.519
482.127,-20.954,26.052,1.359,-0.189,0.127,1.200,2.321,-1.372,2.638,-3.086,3.431,-2.257
482.138,-16.355,21.129,0.205,1.311,-0.133,1.555,2.125,-1.127,2.547,-2.893,3.222,-2.006
482.149,-9.396,13.868,-0.203,2.675,-0.159,1.832,2.019,-0.933,2.539,-2.777,3.044,-1.782
482.160,-2.096,5.408,-0.077,3.376,-0.006,1.914,1.993,-0.796,2.577,-2.716,2.916,-1.595
482.170,2.184,-2.065,0.256,3.118,0.186,1.741,1.979,-0.742,2.585,-2.690,2.830,-1.457
482.181,2.760,-6.868,0.520,2.243,0.328,1.423,1.938,-0.734,2.535,-2.643,2.760,-1.358
482.192,3.682,-7.271,0.867,1.218,0.503,1.129,1.922,-0.689,2.488,-2.496,2.693,-1.275
482.203,2.161,-5.106,1.389,0.506,0.689,0.898,1.894,-0.650,2.406,-2.318,2.631,-1.196
482.213,1.710,-2.656,1.867,0.196,0.865,0.773,1.871,-0.588,2.312,-2.111,2.562,-1.104
482.224,-0.976,0.049,1.963,0.293,0.946,0.754,1.834,-0.504,2.204,-1.899,2.499,-1.004
482.235,-2.462,2.185,1.665,0.630,0.906,0.807,1.753,-0.397,2.074,-1.692,2.417,-0.891
482.245,-1.381,2.337,1.307,0.995,0.918,0.859,1.737,-0.299,2.033,-1.520,2.344,-0.772
482.256,-0.500,0.845,1.130,1.306,0.950,0.849,1.710,-0.255,1.993,-1.419,2.282,-0.666
482.267,0.940,0.721,1.182,1.413,1.034,0.846,1.697,-0.171,1.966,-1.286,2.231,-0.562
482.277,0.667,-1.129,1.291,1.192,1.115,0.743,1.676,-0.132,1.923,-1.187,2.187,-0.466
482.288,0.326,-0.895,1.380,0.864,1.178,0.641,1.646,-0.080,1.868,-1.062,2.140,-0.384
482.299,-0.319,-0.569,1.423,0.797,1.223,0.605,1.610,-0.016,1.806,-0.920,2.088,-0.302
482.310,-0.187,-0.173,1.436,0.857,1.277,0.592,1.593,0.042,1.764,-0.792,2.043,-0.225
482.320,0.657,0.148,1.346,1.018,1.309,0.597,1.575,0.098,1.726,-0.678,2.000,-0.149
482.332,0.196,-0.364,1.320,1.070,1.339,0.566,1.548,0.132,1.683,-0.599,1.970,-0.087
482.343,0.622,-1.658,1.325,1.031,1.382,0.505,1.532,0.149,1.652,-0.538,1.938,-0.034
482.354,1.588,-1.161,1.399,0.943,1.474,0.464,1.553,0.192,1.656,-0.448,1.917,0.012
482.365,1.129,-1.193,1.401,0.905,1.521,0.403,1.544,0.204,1.630,-0.389,1.898,0.055
482.376,-0.304,-0.939,1.359,0.928,1.511,0.380,1.491,0.239,1.562,-0.309,1.870,0.102
482.388,-0.852,-0.763,1.329,0.966,1.515,0.378,1.451,0.290,1.508,-0.216,1.832,0.152
482.399,-1.153,-0.898,1.315,0.967,1.519,0.342,1.411,0.311,1.456,-0.156,1.790,0.197
482.411,-2.017,-1.538,1.330,0.942,1.536,0.292,1.380,0.319,1.413,-0.107,1.749,0.237
482.422,-1.983,-0.979,1.327,0.928,1.550,0.268,1.352,0.349,1.373,-0.040,1.701,0.274
482.433,-1.231,-1.031,1.331,0.966,1.582,0.254,1.343,0.376,1.353,0.022,1.658,0.314
482.444,-0.530,-0.219,1.359,0.829,1.639,0.233,1.356,0.428,1.354,0.114,1.627,0.357
482.456,0.324,0.193,1.204,0.795,1.663,0.211,1.376,0.457,1.364,0.183,1.604,0.402
482.467,-0.820,-0.112,1.562,1.074,1.728,0.245,1.332,0.475,1.310,0.228,1.578,0.445
482.479,0.638,0.033,1.189,0.865,1.715,0.201,1.365,0.514,1.331,0.297,1.556,0.487
482.490,1.118,0.101,0.847,0.977,1.660,0.201,1.350,0.526,1.326,0.339,1.542,0.525
482.501,-0.144,0.213,1.588,1.119,1.814,0.242,1.315,0.574,1.281,0.404,1.523,0.570
482.513,1.407,-0.383,1.106,1.089,1.789,0.216,1.364,0.587,1.311,0.440,1.510,0.609
482.524,0.347,0.395,1.157,1.067,1.773,0.240,1.308,0.649,1.263,0.520,1.493,0.649
482.535,2.013,1.012,0.826,0.692,1.789,0.176,1.367,0.691,1.325,0.600,1.490,0.692
482.547,1.955,1.075,1.159,0.529,1.876,0.136,1.359,0.715,1.317,0.655,1.483,0.735
482.558,2.386,0.475,1.254,0.972,1.939,0.189,1.381,0.701,1.322,0.674,1.480,0.768
482.569,1.394,-0.641,0.629,1.031,1.784,0.187,1.337,0.709,1.285,0.693,1.471,0.794
482.580,2.316,-0.959,0.608,0.792,1.777,0.129,1.331,0.730,1.294,0.716,1.459,0.814
482.592,1.148,-1.896,1.170,0.683,1.869,0.079,1.258,0.704,1.225,0.718,1.437,0.826
482.603,1.821,-2.722,1.823,0.988,2.139,0.041,1.314,0.667,1.236,0.723,1.422,0.824
482.614,1.194,-1.372,2.349,1.107,2.292,0.091,1.346,0.717,1.216,0.779,1.415,0.824
482.626,-1.275,-0.138,1.616,1.203,2.093,0.155,1.302,0.779,1.137,0.842,1.402,0.842
482.637,-1.191,0.065,0.621,0.985,1.840,0.106,1.273,0.801,1.125,0.876,1.378,0.866
482.648,-1.928,-0.063,0.772,1.374,1.782,0.183,1.175,0.813,1.058,0.890,1.340,0.888
482.660,-1.200,-0.627,1.012,1.341,1.828,0.175,1.161,0.823,1.064,0.899,1.307,0.911
482.671,-0.996,-1.484,0.802,1.591,1.775,0.247,1.144,0.848,1.054,0.914,1.276,0.932
482.683,-0.732,0.568,1.230,1.519,1.833,0.321,1.103,0.948,1.012,1.009,1.239,0.963
482.694,-1.496,0.315,0.929,1.021,1.724,0.235,1.063,0.983,0.967,1.060,1.206,1.004
482.705,-0.029,-0.466,0.532,0.848,1.652,0.189,1.068,0.975,0.986,1.085,1.176,1.037
482.716,-0.061,-0.074,1.070,0.876,1.762,0.197,1.055,0.975,0.969,1.114,1.153,1.057
482.727,-0.395,0.525,0.731,0.724,1.674,0.195,1.033,1.011,0.947,1.171,1.130,1.082
482.738,-0.972,0.586,0.836,0.538,1.666,0.162,0.992,1.018,0.914,1.199,1.103,1.102
482.749,0.007,0.059,1.550,0.663,1.843,0.167,1.008,0.994,0.908,1.194,1.077,1.114
482.760,-0.026,-0.494,1.525,0.259,1.831,0.051,1.009,0.961,0.886,1.184,1.061,1.117
482.771,0.723,-0.048,1.872,0.525,1.953,0.128,1.059,0.973,0.902,1.210,1.057,1.118
482.782,0.073,-1.006,1.920,0.474,1.987,0.077,1.087,0.934,0.897,1.183,1.062,1.110
482.793,0.031,-1.059,1.851,0.466,1.994,0.051,1.114,0.907,0.916,1.168,1.071,1.098
482.804,0.191,-0.581,1.628,0.574,1.975,0.089,1.149,0.916,0.936,1.178,1.083,1.086
482.815,-0.303,0.073,1.794,1.055,2.018,0.227,1.159,0.946,0.946,1.197,1.096,1.083
482.826,-0.532,-0.845,1.525,1.114,1.947,0.222,1.153,0.934,0.944,1.167,1.101,1.081
482.837,-0.362,-1.853,1.534,1.372,1.950,0.271,1.152,0.935,0.947,1.137,1.103,1.078
482.848,0.068,-1.345,1.578,1.657,1.982,0.422,1.194,1.035,0.985,1.181,1.116,1.089
482.859,0.466,-1.840,1.978,1.010,2.096,0.280,1.238,1.074,1.015,1.184,1.133,1.109
482.870,-1.725,-2.336,1.793,0.570,2.024,0.178,1.220,1.059,0.970,1.197,1.147,1.127
482.880,-1.891,-3.399,1.231,0.782,1.847,0.098,1.196,0.962,0.973,1.171,1.148,1.121
482.892,-2.910,-3.880,1.081,0.754,1.658,0.014,1.098,0.911,0.936,1.146,1.130,1.097
482.902,-3.745,-3.798,0.905,0.738,1.473,0.027,1.026,0.927,0.878,1.144,1.096,1.077
482.913,-3.227,-2.693,1.107,1.250,1.512,0.127,1.037,0.932,0.889,1.170,1.070,1.062
482.924,-2.663,-1.764,0.992,0.370,1.442,-0.096,0.976,0.993,0.868,1.183,1.034,1.059
482.935,-4.712,-4.184,1.510,0.098,1.619,-0.521,0.906,0.848,0.797,1.104,0.998,1.048
482.946,-4.516,-3.677,0.874,-0.375,1.563,-0.687,0.875,0.757,0.748,1.074,0.945,1.005
482.957,-6.508,-5.778,0.975,0.207,1.360,-0.690,0.784,0.626,0.654,0.982,0.898,0.954
482.968,-5.010,-4.975,0.293,-1.198,1.389,-0.664,0.753,0.574,0.643,0.925,0.841,0.885
482.979,-6.400,-7.333,1.217,0.182,1.993,-0.418,0.558,0.345,0.528,0.776,0.769,0.802
482.990,-4.254,-8.355,1.670,0.521,2.168,-0.626,0.634,0.254,0.530,0.649,0.708,0.694
483.001,-5.384,-7.843,0.431,-0.334,2.250,-0.577,0.626,0.209,0.513,0.592,0.683,0.601
483.012,-6.550,-9.545,1.848,1.364,2.691,0.051,0.490,0.063,0.388,0.433,0.624,0.503
483.023,-6.031,-8.491,0.975,-0.451,2.538,-0.041,0.533,0.104,0.397,0.433,0.577,0.422
483.034,-7.208,-9.400,2.004,0.084,2.865,-0.487,0.480,-0.040,0.365,0.325,0.536,0.342
483.045,-11.801,-12.854,5.614,2.061,3.991,-0.437,0.395,-0.250,0.119,0.119,0.471,0.224
483.056,-12.505,-17.610,6.171,5.744,4.254,0.019,0.610,-0.203,0.133,-0.111,0.448,0.118
483.067,-15.740,-18.041,1.972,-0.095,3.614,-0.772,0.589,-0.222,0.059,-0.144,0.433,0.026
483.078,-19.768,-22.565,-1.962,-0.625,2.835,-1.540,0.269,-0.521,-0.063,-0.367,0.362,-0.098
483.089,-20.990,-23.825,0.064,-6.565,2.672,-3.029,-0.122,-0.972,-0.279,-0.568,0.210,-0.303
483.100,-20.067,-30.129,0.007,-0.599,2.504,-2.516,-0.238,-1.611,-0.359,-1.014,0.057,-0.588
483.111,-22.704,-33.789,3.821,0.338,3.403,-2.928,-0.508,-1.918,-0.622,-1.465,-0.111,-0.921
