R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
628.927,104.899,25.547,-10.035,-10.721,8.476,2.021,4.719,-2.892,5.160,-2.064,3.843,-1.360
628.938,58.376,0.794,-8.737,-10.827,7.329,1.339,3.297,-4.021,3.612,-3.428,3.652,-2.093
628.949,20.963,-19.458,-8.596,-9.572,6.678,0.326,1.792,-5.233,1.953,-4.862,3.047,-3.006
628.961,-8.063,-29.967,-7.086,-7.438,6.144,-0.070,0.227,-6.213,0.239,-6.082,2.130,-3.999
628.972,-37.298,-30.288,-2.387,-8.734,5.618,-1.208,-1.478,-6.771,-1.722,-6.965,0.964,-4.954
628.984,-55.777,-18.779,-1.855,-10.812,4.177,-2.577,-2.858,-7.125,-3.470,-7.345,-0.348,-5.771
628.995,-65.516,-4.018,0.155,-2.863,2.720,-3.024,-3.978,-7.033,-4.891,-7.469,-1.666,-6.368
629.007,-73.856,16.480,3.552,-10.319,1.536,-3.788,-4.942,-6.392,-6.283,-7.132,-2.937,-6.672
629.018,-77.766,44.240,-0.907,-11.587,-0.542,-3.571,-5.862,-5.748,-7.450,-6.308,-4.144,-6.689
629.030,-73.475,67.645,-1.065,-7.483,-1.431,-1.075,-6.608,-4.835,-8.238,-5.453,-5.232,-6.436
629.041,-64.411,91.822,-0.476,-2.514,-1.826,0.698,-7.013,-3.412,-8.738,-4.282,-6.166,-5.891
629.053,-52.756,114.235,-0.180,-1.003,-2.475,2.064,-7.269,-1.813,-9.030,-2.947,-6.890,-5.067
629.064,-38.481,135.855,-0.428,-1.823,-3.453,2.258,-7.277,0.030,-9.076,-1.365,-7.407,-3.964
629.076,-18.753,154.574,-4.997,-3.526,-4.109,3.781,-7.092,1.697,-8.757,0.274,-7.701,-2.677
629.087,1.320,170.291,-2.956,-5.306,-3.646,4.918,-6.722,3.458,-8.227,1.985,-7.775,-1.245
629.099,25.882,184.913,2.660,-4.935,-2.010,6.439,-5.701,5.059,-7.325,3.722,-7.570,0.266
629.110,50.724,194.305,4.736,-2.121,-0.515,9.482,-4.231,6.883,-6.094,5.381,-7.038,1.877
629.122,74.088,200.445,7.855,-7.336,1.250,10.271,-2.579,8.397,-4.653,6.979,-6.184,3.479
629.133,91.915,199.042,9.368,-9.005,2.875,11.117,-0.831,9.434,-3.185,8.242,-5.065,4.968
629.145,110.031,190.332,8.300,-7.218,4.082,12.207,1.134,10.114,-1.435,9.130,-3.729,6.261
629.156,121.785,173.127,8.411,-11.671,5.612,11.843,2.915,10.426,0.267,9.603,-2.226,7.322
629.168,129.255,151.245,4.714,-8.110,6.333,11.667,4.525,10.096,1.873,9.546,-0.663,8.036
629.179,131.488,125.344,1.801,-6.282,7.012,11.606,5.733,9.677,3.334,9.053,0.862,8.409
629.191,135.203,98.146,-3.356,-1.106,6.861,11.791,6.750,9.026,4.704,8.298,2.281,8.481
629.202,134.991,72.589,-5.521,0.124,7.417,11.124,7.421,8.476,5.860,7.389,3.561,8.330
629.214,127.692,46.005,-2.893,-0.132,8.803,9.961,7.769,7.596,6.598,6.319,4.620,7.959
629.225,116.577,23.306,-2.465,-3.804,9.236,7.672,8.098,6.476,7.042,5.189,5.485,7.366
629.237,103.794,1.306,-3.278,0.318,9.291,6.870,8.181,5.150,7.299,3.851,6.152,6.561
629.248,88.273,-16.758,-3.681,1.438,8.596,5.687,7.966,3.948,7.259,2.506,6.575,5.614
629.260,66.462,-33.248,-3.620,7.719,8.008,5.052,7.286,2.897,6.733,1.123,6.712,4.604
629.271,41.910,-44.876,-3.222,7.379,6.984,3.357,6.322,1.967,5.855,-0.065,6.560,3.586
629.283,13.663,-55.721,-0.304,8.071,6.263,2.857,5.107,1.053,4.652,-1.191,6.121,2.582
629.294,-12.129,-60.516,5.291,0.197,5.450,0.525,4.002,0.163,3.294,-2.095,5.444,1.586
629.306,-41.365,-64.541,10.510,-1.615,5.385,-0.373,2.802,-1.129,1.671,-3.065,4.570,0.547
629.317,-66.928,-67.365,9.452,-6.930,3.658,-1.905,1.540,-2.407,0.056,-4.014,3.552,-0.517
629.329,-90.282,-68.461,7.873,-8.173,1.800,-3.905,0.052,-3.836,-1.584,-4.967,2.395,-1.638
629.340,-109.196,-70.763,7.686,-4.696,0.303,-4.613,-1.443,-5.172,-3.166,-6.036,1.107,-2.796
629.352,-127.077,-72.480,0.817,-4.021,-2.718,-5.646,-3.161,-6.259,-4.798,-7.042,-0.279,-3.926
629.363,-138.448,-73.982,-2.480,-4.276,-5.560,-6.609,-5.065,-7.299,-6.350,-7.985,-1.801,-5.025
629.375,-147.152,-77.933,-4.866,-1.441,-7.846,-7.489,-7.084,-8.382,-7.968,-9.048,-3.472,-6.127
629.386,-150.014,-77.734,-6.535,4.297,-9.439,-8.467,-8.988,-9.011,-9.462,-9.911,-5.169,-7.119
629.398,-152.635,-76.514,-5.443,6.968,-10.703,-9.190,-10.842,-9.367,-11.041,-10.576,-6.891,-7.940
629.409,-148.928,-70.547,-3.816,6.418,-11.782,-9.841,-12.322,-9.484,-12.391,-10.919,-8.561,-8.571
629.421,-140.568,-56.382,-1.173,5.301,-12.430,-9.692,-13.376,-9.293,-13.473,-10.889,-10.074,-8.994
629.433,-126.457,-37.346,-1.805,0.002,-13.413,-10.747,-14.054,-8.932,-14.205,-10.431,-11.374,-9.181
629.444,-103.421,-19.943,0.539,-2.892,-13.090,-10.858,-14.142,-8.567,-14.366,-9.760,-12.354,-9.164
629.456,17.097,-12.822,-2.609,9.441,-9.961,-10.627,-11.008,-7.716,-11.228,-9.191,-12.462,-8.938
629.467,122.841,-4.167,-1.715,3.735,-5.579,-9.998,-6.933,-7.226,-7.066,-8.715,-11.258,-8.621
629.479,196.243,13.383,0.312,-1.626,-1.415,-9.990,-2.824,-6.621,-3.007,-7.787,-9.119,-8.186
629.490,232.858,35.453,0.842,0.440,1.818,-9.004,0.624,-5.801,0.389,-6.632,-6.470,-7.618
629.502,242.038,58.914,1.865,6.783,4.766,-7.305,3.511,-4.440,3.146,-5.298,-3.654,-6.831
629.514,225.485,82.110,4.343,7.738,6.919,-5.166,5.460,-2.531,4.939,-3.641,-1.028,-5.750
629.526,196.061,103.593,6.483,4.888,8.307,-3.854,6.747,-0.558,5.957,-1.705,1.226,-4.412
629.537,136.978,140.590,8.484,14.220,8.379,0.288,6.772,2.151,5.711,0.759,2.926,-2.793
629.549,106.333,190.455,20.042,20.086,10.285,5.045,7.291,6.161,5.741,4.164,4.135,-0.607
629.561,130.460,320.846,31.919,42.488,13.537,12.868,10.160,14.069,7.625,10.954,5.510,2.776
629.573,152.924,419.261,37.981,35.708,17.618,20.232,13.695,22.614,10.238,18.673,7.555,7.874
629.585,176.412,463.692,39.117,36.132,21.387,27.495,17.471,29.660,13.262,25.338,10.106,13.780
629.597,199.523,486.478,38.264,37.080,24.684,33.827,21.409,36.042,16.737,31.451,13.059,19.909
629.609,224.732,504.474,38.743,35.610,27.916,38.344,25.472,42.164,20.523,37.468,16.295,26.056
629.622,250.225,521.659,36.967,35.905,30.043,42.709,29.631,48.154,24.483,43.492,19.776,32.191
629.632,267.127,529.337,33.203,37.789,31.121,46.786,32.836,52.871,27.777,48.139,22.703,37.125
629.644,282.639,534.319,26.665,40.357,32.170,50.984,36.174,58.248,31.504,53.356,26.300,42.910
629.656,293.700,533.260,22.211,38.466,33.479,54.549,39.066,63.235,35.048,58.201,29.820,48.462
629.668,298.613,528.642,16.833,35.098,34.594,57.201,41.444,67.547,38.204,62.631,33.135,53.645
629.680,303.379,523.819,15.971,27.147,36.102,59.129,43.502,71.139,41.098,66.701,36.211,58.450
629.692,310.972,519.307,16.291,19.469,38.123,60.498,45.653,73.997,43.926,70.433,39.127,62.883
629.704,316.738,512.654,11.367,22.149,39.135,63.307,47.478,76.394,46.484,73.645,41.825,66.822
629.716,321.857,507.821,7.688,25.911,40.071,65.892,48.962,78.824,48.799,76.558,44.295,70.364
629.728,322.622,505.182,3.345,24.461,40.284,67.471,49.996,81.202,50.738,79.267,46.521,73.613
629.740,326.224,504.238,-1.260,14.595,40.880,67.780,50.690,83.139,52.505,81.799,48.491,76.585
629.752,327.373,502.489,0.294,5.864,41.789,68.789,51.177,84.142,53.968,83.991,50.205,79.205
629.764,326.788,500.960,3.893,11.383,42.847,70.505,51.825,85.026,55.178,85.865,51.720,81.527
629.776,326.934,500.318,-3.775,10.027,43.050,71.239,52.352,86.053,56.165,87.426,52.989,83.491
629.788,353.687,482.026,-46.229,-21.064,43.194,70.587,50.997,84.774,57.633,88.331,54.083,85.139
629.800,408.176,430.407,-27.461,-26.724,44.790,67.739,52.068,81.673,57.710,86.021,52.837,84.741
629.812,346.574,324.511,-27.628,-27.473,43.947,63.712,49.739,75.996,54.953,80.299,52.127,82.341
629.824,245.551,221.360,-27.702,-28.514,40.892,57.881,45.155,69.168,50.046,73.430,50.491,78.664
629.836,168.215,152.786,-28.094,-29.497,37.352,52.577,40.371,62.668,44.989,66.897,47.826,74.034
629.848,111.494,111.860,-28.646,-29.967,33.978,48.197,35.619,56.643,40.028,60.817,44.503,68.926
629.859,68.358,90.470,-29.026,-30.403,31.137,45.069,31.018,51.184,35.256,55.295,40.725,63.658
629.871,31.122,77.660,-29.083,-30.736,28.368,41.194,25.737,45.002,29.778,49.045,35.788,57.242
629.882,8.378,71.486,-29.376,-30.545,25.075,37.974,20.834,39.272,24.669,43.244,30.864,51.138
629.893,-3.921,68.936,-29.678,-30.134,22.866,35.797,16.292,33.991,19.937,37.852,26.070,45.370
629.905,-9.374,69.062,-30.756,-28.854,20.321,34.331,12.055,29.209,15.584,32.870,21.500,39.966
629.916,-8.544,69.777,-31.700,-27.905,17.645,32.191,8.091,24.866,11.605,28.221,17.176,34.911
629.928,-6.613,72.006,-32.986,-27.249,15.443,29.539,4.351,20.900,7.901,23.917,13.119,30.199
629.939,-5.732,72.145,-35.149,-25.198,12.235,27.795,0.803,17.180,4.401,19.850,9.306,25.800
629.951,-9.907,69.089,-36.657,-22.415,8.358,24.938,-2.782,13.714,0.939,15.977,5.664,21.666
629.962,-22.380,58.542,-38.377,-16.330,3.950,22.059,-6.517,10.506,-2.576,12.163,2.135,17.765
629.973,-49.130,32.829,-42.471,-10.112,-1.185,18.980,-10.834,7.379,-6.516,8.161,-1.495,14.011
629.984,-85.265,-4.621,-47.829,-6.692,-6.904,15.530,-15.669,4.192,-10.918,4.060,-5.427,10.373
629.995,-119.142,-54.491,-48.973,-5.619,-12.503,11.498,-20.769,0.596,-15.678,-0.213,-9.774,6.792
630.006,-137.176,-114.559,-43.639,-8.787,-17.066,6.459,-25.359,-3.695,-20.349,-4.817,-14.343,3.075
630.018,-137.946,-164.192,-32.729,-11.053,-20.253,1.148,-28.803,-8.421,-24.336,-9.553,-18.685,-0.984
630.029,-149.760,-174.146,-29.223,-6.052,-23.320,-2.266,-31.894,-12.143,-28.063,-13.350,-22.490,-5.002
630.040,-147.092,-170.327,-29.579,0.438,-26.139,-3.520,-34.591,-14.951,-31.189,-16.468,-25.982,-8.677
630.051,-142.105,-165.511,-26.260,5.238,-27.061,-4.124,-36.870,-17.170,-33.911,-19.115,-29.121,-11.889
630.062,-145.116,-155.516,-21.837,9.237,-27.432,-4.712,-38.882,-18.811,-36.482,-21.244,-31.946,-14.645
630.073,-150.040,-138.694,-18.638,13.384,-28.522,-4.876,-40.690,-19.807,-38.930,-22.782,-34.561,-16.946
630.084,-150.572,-114.433,-15.461,18.143,-29.554,-4.486,-42.080,-20.037,-40.982,-23.621,-36.877,-18.660
630.095,-151.913,-85.364,-11.056,23.724,-30.229,-3.529,-43.165,-19.543,-42.793,-23.820,-38.917,-19.776
630.106,-154.471,-53.667,-6.424,28.944,-30.690,-2.089,-43.934,-18.324,-44.358,-23.362,-40.685,-20.263
630.117,-156.003,-20.122,-2.225,32.793,-30.986,-0.380,-44.395,-16.530,-45.639,-22.296,-42.169,-20.112
630.128,-154.978,16.108,2.241,35.008,-30.882,1.559,-44.521,-14.187,-46.583,-20.564,-43.365,-19.333
630.140,-153.444,50.856,6.368,35.770,-30.511,3.559,-44.298,-11.532,-47.156,-18.332,-44.188,-17.954
630.151,-148.314,85.528,10.253,34.678,-29.873,5.473,-43.720,-8.667,-47.325,-15.665,-44.681,-16.080
630.162,-142.532,117.832,13.451,31.986,-29.122,7.263,-42.863,-5.718,-47.138,-12.658,-44.810,-13.794
630.173,-138.090,142.150,15.116,28.100,-28.508,8.704,-41.854,-3.000,-46.667,-9.633,-44.600,-11.261
630.184,-133.602,159.071,15.376,22.971,-28.076,9.737,-40.789,-0.613,-45.960,-6.710,-44.145,-8.652
630.195,-130.099,166.696,15.259,16.497,-27.637,10.191,-39.678,1.232,-45.027,-4.119,-43.429,-6.160
630.206,-121.752,163.513,15.349,9.839,-26.989,10.046,-38.417,2.372,-43.813,-2.082,-42.525,-3.978
630.216,-110.602,150.741,16.497,3.823,-25.973,9.247,-36.965,2.783,-42.349,-0.719,-41.408,-2.267
630.227,-94.353,130.722,19.118,-0.239,-24.304,7.951,-35.222,2.571,-40.612,-0.026,-40.103,-1.090
630.238,-72.092,106.867,22.291,-3.175,-21.965,6.272,-33.062,1.850,-38.525,0.058,-38.546,-0.446
630.249,-44.849,83.054,25.184,-5.802,-19.182,4.325,-30.415,0.776,-36.004,-0.295,-36.647,-0.286
630.260,-18.455,58.303,27.347,-8.158,-16.303,2.127,-27.473,-0.671,-33.202,-1.092,-34.421,-0.568
630.271,0.703,34.745,28.029,-9.771,-13.742,-0.057,-24.495,-2.368,-30.322,-2.215,-31.931,-1.243
630.282,15.247,10.623,25.963,-10.301,-11.786,-2.193,-21.635,-4.281,-27.410,-3.668,-29.281,-2.257
630.293,25.694,-15.396,23.188,-10.096,-10.095,-4.429,-19.005,-6.435,-24.550,-5.493,-26.592,-3.621
630.304,30.537,-37.562,20.785,-8.916,-8.631,-6.455,-16.682,-8.546,-21.873,-7.418,-23.948,-5.202
630.314,31.776,-56.349,18.883,-6.886,-7.352,-8.215,-14.630,-10.560,-19.408,-9.394,-21.439,-6.937
630.325,31.366,-68.734,17.497,-4.411,-6.181,-9.686,-12.804,-12.368,-17.160,-11.297,-19.107,-8.738
630.336,29.858,-74.555,16.521,-1.422,-5.066,-10.784,-11.149,-13.849,-15.100,-12.988,-16.949,-10.481
630.346,30.583,-72.919,15.971,2.352,-3.958,-11.395,-9.602,-14.928,-13.184,-14.388,-14.959,-12.072
630.357,31.087,-63.932,15.777,6.159,-2.835,-11.528,-8.118,-15.512,-11.382,-15.383,-13.096,-13.417
630.368,31.173,-50.008,15.654,9.473,-1.765,-11.237,-6.716,-15.613,-9.707,-15.936,-11.352,-14.389
630.379,29.892,-35.113,15.175,11.714,-0.896,-10.739,-5.461,-15.344,-8.205,-16.103,-9.731,-14.990
630.390,29.152,-20.113,14.139,12.645,-0.192,-10.288,-4.279,-14.853,-6.771,-15.977,-8.221,-15.263
630.400,27.755,-6.328,13.000,12.551,0.408,-9.898,-3.225,-14.214,-5.451,-15.593,-6.825,-15.244
630.411,24.169,4.891,11.855,11.671,0.859,-9.618,-2.355,-13.560,-4.309,-15.074,-5.563,-15.020
630.422,18.904,11.749,10.913,10.148,1.159,-9.527,-1.689,-13.002,-3.376,-14.528,-4.460,-14.644
630.432,11.418,14.260,10.219,8.475,1.342,-9.583,-1.193,-12.575,-2.634,-14.011,-3.521,-14.211
630.443,3.859,15.168,9.713,6.971,1.442,-9.719,-0.826,-12.270,-2.046,-13.548,-2.749,-13.788
630.454,-4.533,12.645,9.554,5.724,1.482,-9.931,-0.597,-12.111,-1.630,-13.194,-2.136,-13.412
630.465,-11.573,7.878,9.771,4.997,1.552,-10.195,-0.416,-12.116,-1.305,-13.002,-1.658,-13.137
630.475,-16.909,4.730,10.382,4.863,1.688,-10.341,-0.244,-12.123,-1.041,-12.840,-1.279,-12.930
630.486,-20.748,1.178,11.248,5.159,1.907,-10.447,-0.038,-12.173,-0.796,-12.766,-0.960,-12.789
630.497,-22.658,0.743,12.278,5.652,2.223,-10.405,0.233,-12.113,-0.530,-12.630,-0.669,-12.674
630.507,-22.576,1.084,13.342,6.159,2.602,-10.308,0.564,-12.002,-0.241,-12.481,-0.377,-12.559
630.518,-21.977,3.799,14.353,6.495,3.055,-10.145,0.981,-11.794,0.108,-12.256,-0.052,-12.418
630.529,-18.332,4.269,15.179,6.480,3.588,-10.074,1.512,-11.617,0.563,-12.063,0.316,-12.259
630.539,-13.057,5.525,15.833,6.113,4.201,-10.035,2.154,-11.414,1.130,-11.830,0.767,-12.070
630.550,-8.645,5.797,16.161,5.578,4.785,-10.067,2.824,-11.259,1.741,-11.623,1.287,-11.877
630.561,-4.107,5.002,16.330,5.007,5.380,-10.131,3.530,-11.138,2.410,-11.432,1.867,-11.693
630.572,-1.929,2.781,16.251,4.563,5.901,-10.247,4.201,-11.100,3.070,-11.314,2.484,-11.540
630.582,-0.123,-0.635,16.073,4.457,6.365,-10.349,4.826,-11.115,3.710,-11.256,3.111,-11.428
630.593,2.228,-1.692,15.807,4.602,6.826,-10.382,5.457,-11.112,4.378,-11.198,3.744,-11.358
630.604,3.961,-2.866,15.550,5.014,7.263,-10.323,6.054,-11.066,5.030,-11.126,4.377,-11.285
630.614,4.542,-4.182,15.277,5.387,7.646,-10.271,6.592,-11.020,5.633,-11.076,4.990,-11.221
630.625,3.740,-3.021,14.979,5.653,7.951,-10.144,7.050,-10.880,6.165,-10.945,5.569,-11.136
630.636,3.240,-2.134,14.637,5.762,8.237,-10.026,7.489,-10.721,6.684,-10.797,6.110,-11.026
630.647,2.561,-0.406,14.343,5.754,8.486,-9.914,7.876,-10.549,7.156,-10.630,6.610,-10.904
630.657,-0.340,-0.166,14.114,5.635,8.646,-9.823,8.155,-10.381,7.518,-10.458,7.057,-10.748
630.668,-1.592,-0.302,14.047,5.566,8.835,-9.725,8.428,-10.218,7.865,-10.285,7.449,-10.586
630.679,-2.469,-0.103,14.115,5.488,9.038,-9.619,8.686,-10.049,8.185,-10.101,7.807,-10.419
630.689,-2.732,-0.655,14.281,5.502,9.272,-9.509,8.955,-9.896,8.499,-9.934,8.138,-10.254
630.700,-3.854,-1.213,14.466,5.547,9.500,-9.406,9.212,-9.758,8.788,-9.785,8.450,-10.094
630.711,-3.022,0.826,14.651,5.551,9.750,-9.245,9.489,-9.555,9.086,-9.573,8.745,-9.929
630.721,-1.592,0.816,14.816,5.515,10.030,-9.108,9.798,-9.371,9.409,-9.378,9.043,-9.741
630.732,-0.537,0.849,14.885,5.386,10.284,-8.967,10.096,-9.170,9.720,-9.161,9.346,-9.549
630.743,-0.383,-0.160,14.880,5.335,10.504,-8.858,10.371,-9.017,10.010,-8.992,9.646,-9.366
630.753,-0.007,0.440,14.868,5.374,10.727,-8.700,10.648,-8.835,10.305,-8.795,9.942,-9.189
