R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,200,80,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFRawR,aKFRawP,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
327.345,-20.249,-40.052,-4.593,5.579,10.096,-3.313,11.738,1.907,11.188,-0.246
327.355,-23.972,13.091,-4.839,5.138,9.927,-1.947,11.741,2.500,11.148,0.537
327.365,-31.287,35.274,-5.166,4.986,9.793,-1.116,11.823,2.965,11.128,1.250
327.376,-37.121,31.907,-5.749,5.142,9.802,-0.327,12.054,3.416,11.152,1.913
327.386,-27.417,39.176,-6.644,5.622,10.052,0.313,12.346,3.674,11.197,2.492
327.396,-15.534,42.558,-7.601,6.425,10.447,1.045,12.652,4.120,11.266,3.063
327.407,5.441,50.051,-7.746,7.579,11.404,1.778,12.852,4.584,11.359,3.649
327.417,26.212,44.384,-7.272,8.983,12.052,2.692,12.847,5.163,11.448,4.275
327.427,17.596,35.534,-6.347,9.902,12.861,3.297,12.938,5.999,11.578,4.987
327.437,0.343,20.609,-5.425,10.566,13.283,4.508,13.147,6.902,11.757,5.751
327.448,-4.009,15.136,-4.733,11.035,13.507,5.507,13.336,7.876,11.989,6.576
327.458,47.636,-26.501,-4.110,11.172,14.332,5.682,13.344,8.775,12.200,7.417
327.468,50.777,-27.343,-3.004,10.410,15.444,5.485,13.317,9.832,12.423,8.268
327.478,31.135,-45.138,-1.665,8.929,16.175,5.208,13.290,11.058,12.644,9.143
327.489,-10.361,-66.454,-0.601,7.184,16.202,4.792,13.472,12.139,12.893,9.993
327.499,23.175,-53.116,0.063,5.195,16.587,4.780,13.735,13.261,13.171,10.811
327.509,50.092,-21.141,1.314,3.229,17.697,5.586,13.885,14.196,13.477,11.593
327.520,56.638,11.239,3.165,1.825,18.596,6.780,13.978,14.932,13.817,12.329
327.530,40.024,29.928,5.341,1.266,19.111,7.957,14.233,15.481,14.198,12.997
327.541,22.070,36.293,7.324,1.508,19.217,9.014,14.636,16.038,14.646,13.647
327.551,6.594,33.804,8.756,2.351,19.382,9.874,15.184,16.770,15.153,14.339
327.561,-43.322,-7.445,9.289,3.228,19.239,10.693,15.580,17.450,15.652,15.061
327.571,-60.061,-14.911,8.598,3.381,18.154,11.181,15.853,18.127,16.061,15.781
327.582,-68.167,-13.268,7.076,3.187,16.553,11.910,15.921,18.925,16.339,16.523
327.592,-63.224,4.856,4.831,2.814,14.804,12.670,15.905,19.694,16.445,17.244
327.602,-35.776,30.416,2.274,2.596,13.530,13.670,15.508,20.270,16.350,17.953
327.613,-7.192,55.589,-0.044,2.932,12.684,14.709,14.813,20.627,16.022,18.595
327.623,-17.051,49.295,-1.839,3.773,11.675,15.902,13.936,21.220,15.494,19.245
327.633,-45.661,24.476,-3.560,4.571,9.881,16.756,12.817,21.808,14.775,19.929
327.644,-73.903,-1.233,-5.375,5.137,7.129,17.597,11.528,22.586,13.858,20.640
327.654,-68.592,-16.688,-7.326,5.262,4.683,18.176,10.236,23.517,12.779,21.416
327.664,-46.053,9.380,-9.228,5.030,2.534,19.095,8.804,24.459,11.555,22.197
327.675,-14.781,28.707,-10.308,5.026,1.756,20.554,7.323,25.393,10.223,23.012
327.685,-4.940,33.794,-10.585,5.269,1.021,21.802,5.698,26.366,8.819,23.867
327.695,-11.926,26.771,-10.506,5.691,-0.317,23.169,4.038,27.426,7.356,24.778
327.707,-38.449,22.794,-10.096,5.925,-1.664,23.876,1.856,28.364,5.497,25.636
327.718,-34.335,8.760,-9.761,5.798,-2.686,24.105,-0.212,29.377,3.606,26.580
327.730,17.640,-2.594,-10.033,5.398,-4.861,24.920,-2.072,30.358,1.715,27.564
327.741,24.819,-1.274,-10.134,4.432,-6.243,25.526,-3.941,31.273,-0.155,28.500
327.753,-3.656,19.261,-9.845,3.289,-7.790,25.862,-5.760,32.008,-2.013,29.362
327.764,32.221,-18.561,-9.427,2.517,-9.521,26.392,-7.639,32.459,-3.837,30.075
327.776,-31.154,-39.340,-8.702,1.561,-11.198,26.461,-9.400,32.785,-5.612,30.673
327.787,-54.119,-26.411,-8.620,0.402,-13.402,26.571,-10.946,32.813,-7.321,31.098
327.799,-30.811,-38.869,-9.561,-0.916,-15.149,26.035,-12.548,32.543,-9.072,31.382
327.812,9.354,-29.251,-10.185,-1.950,-16.639,25.590,-14.033,31.989,-10.816,31.400
327.824,-44.491,-27.113,-10.213,-2.865,-17.911,24.855,-15.453,31.222,-12.462,31.156
327.836,12.776,-24.883,-10.633,-3.780,-19.148,23.965,-16.566,30.160,-13.967,30.634
327.848,-52.939,-10.296,-10.740,-4.830,-20.203,22.699,-17.535,28.894,-15.265,29.845
327.859,-59.340,-1.565,-11.318,-5.715,-20.960,21.438,-18.296,27.519,-16.422,28.842
327.871,-17.213,-34.575,-12.214,-6.230,-20.916,20.421,-18.939,26.072,-17.428,27.698
327.882,56.725,-14.700,-11.908,-6.505,-20.134,19.554,-19.695,24.492,-18.351,26.459
327.895,36.306,-11.851,-10.796,-6.434,-19.617,18.764,-20.298,22.932,-19.194,25.161
327.907,-13.244,-7.952,-9.864,-6.377,-20.090,18.036,-20.870,21.272,-19.919,23.796
327.917,83.010,-5.664,-9.345,-6.097,-19.280,17.459,-21.236,20.209,-20.445,22.766
327.929,19.759,8.882,-7.698,-6.204,-17.189,16.225,-21.064,18.984,-20.816,21.406
327.942,47.950,24.615,1.410,-2.150,-12.952,16.656,-20.171,17.691,-20.581,20.204
327.952,58.870,30.999,14.886,6.779,-11.141,16.501,-19.837,16.107,-19.924,19.432
327.964,34.793,13.198,29.196,17.254,-7.498,17.591,-16.895,16.164,-17.957,19.011
327.976,32.946,50.492,35.902,21.741,-4.829,17.061,-14.076,16.289,-15.349,19.026
327.988,-37.412,-5.112,39.178,24.053,-4.032,16.713,-11.140,16.568,-12.514,19.199
327.999,20.179,-40.853,40.707,25.361,-3.339,15.687,-8.653,16.592,-9.733,19.376
328.011,58.051,-7.741,41.489,26.149,-1.624,15.410,-6.345,16.501,-7.118,19.479
328.022,50.800,14.280,42.041,26.551,0.131,14.876,-4.331,16.187,-4.717,19.454
328.033,45.367,20.976,42.455,26.622,1.639,14.170,-2.530,15.780,-2.529,19.306
328.043,53.709,16.309,42.748,26.340,2.837,12.834,-0.923,15.203,-0.563,19.000
328.054,40.055,27.094,42.928,25.704,3.539,11.286,0.511,14.456,1.188,18.517
328.064,31.061,37.624,42.896,24.864,3.859,9.735,1.722,13.560,2.713,17.848
328.074,15.222,46.787,42.725,23.778,4.056,8.031,2.766,12.491,4.030,16.994
328.085,10.244,43.132,42.319,22.448,3.919,5.973,3.644,11.272,5.148,15.964
328.095,-7.279,26.255,41.662,20.800,3.413,3.506,4.267,9.805,6.039,14.717
328.106,-1.428,22.753,40.304,18.921,2.383,1.246,4.532,8.070,6.678,13.264
328.116,0.768,14.823,38.113,17.003,1.286,-0.932,4.644,6.360,7.036,11.628
328.126,5.839,-1.111,35.039,14.458,0.081,-3.143,4.621,5.007,7.120,9.918
328.136,-6.682,-11.778,30.279,10.623,-1.397,-4.957,4.652,4.130,6.982,8.282
328.146,-17.940,-20.961,23.532,5.485,-3.028,-6.305,4.792,3.739,6.624,6.772
328.156,-26.165,-15.582,15.787,0.589,-4.579,-6.969,5.212,3.544,6.156,5.449
328.167,-21.369,-27.618,9.112,-2.719,-5.839,-7.034,5.729,3.486,5.679,4.337
328.177,-19.786,-32.512,4.166,-4.464,-6.490,-6.237,6.127,3.542,5.290,3.517
328.187,8.439,-39.463,0.610,-5.268,-6.278,-5.476,6.411,3.632,4.982,2.961
328.197,18.078,-25.624,-1.774,-5.407,-5.552,-4.488,6.574,3.704,4.745,2.613
328.207,27.385,-3.654,-3.141,-5.122,-4.484,-3.542,6.636,3.621,4.577,2.398
328.218,12.490,26.691,-3.359,-4.625,-3.280,-2.862,6.549,3.336,4.463,2.227
328.229,-8.460,16.330,-2.517,-3.688,-2.333,-2.291,6.288,2.839,4.363,2.025
328.240,-16.789,-35.619,-1.337,-2.208,-2.012,-2.164,5.943,2.322,4.270,1.788
328.251,4.530,-3.906,-0.642,-0.908,-2.048,-2.256,5.612,1.895,4.169,1.554
328.262,-0.062,6.785,-0.175,-0.200,-1.924,-2.489,5.412,1.541,4.052,1.321
328.272,70.463,-16.437,0.073,0.221,-0.978,-2.835,5.157,1.237,3.937,1.093
328.283,-10.747,-2.399,0.320,0.399,0.209,-2.867,5.034,1.072,3.836,0.884
328.294,-0.199,57.029,0.554,0.354,1.072,-2.160,4.892,0.901,3.743,0.695
328.305,-1.060,-7.920,0.414,0.280,0.779,-1.792,4.853,0.921,3.682,0.555
328.316,-3.335,27.913,0.476,-0.177,1.127,-1.262,4.778,0.947,3.635,0.460
328.327,-10.914,21.466,-0.057,-0.223,-0.001,-0.674,4.997,1.024,3.636,0.410
328.337,34.625,-12.089,0.024,-0.492,-0.037,-0.394,5.050,1.202,3.677,0.426
328.347,-39.431,18.708,0.172,-0.871,-0.601,-0.106,5.165,1.325,3.748,0.470
328.357,-3.304,19.151,-0.196,-0.227,-0.383,0.717,5.300,1.560,3.848,0.584
328.368,29.962,6.218,0.108,-0.178,0.317,1.002,5.312,1.982,3.972,0.793
328.379,41.552,-42.384,1.134,-1.017,1.312,0.823,5.375,2.475,4.126,1.059
328.390,21.241,-44.221,2.259,-2.163,2.295,0.823,5.740,2.969,4.372,1.361
328.401,-12.469,14.593,2.904,-3.213,2.584,1.837,6.379,3.492,4.731,1.685
328.412,-23.622,5.036,2.557,-2.995,2.806,3.120,6.850,3.895,5.134,2.051
328.423,-12.927,9.254,2.064,-2.016,3.872,3.589,7.210,4.466,5.503,2.506
328.433,25.340,15.451,1.928,-1.553,4.799,4.609,7.598,5.297,5.868,3.072
328.444,40.054,-25.092,2.026,-0.737,4.850,5.906,7.786,6.199,6.239,3.772
328.455,50.823,-13.478,3.382,-0.805,6.798,6.472,7.839,7.279,6.568,4.585
328.466,43.772,-46.003,5.568,-1.787,7.905,7.165,8.189,8.358,6.984,5.466
328.477,-12.534,10.382,7.509,-2.451,8.364,8.702,8.684,9.346,7.497,6.338
328.488,37.561,-41.916,8.629,-2.909,9.002,9.362,9.395,10.337,8.109,7.233
328.499,28.843,-25.284,9.547,-2.844,10.204,10.681,10.458,11.469,8.852,8.197
328.510,-43.775,17.139,10.330,-3.273,10.457,11.962,11.326,12.524,9.671,9.191
328.521,-8.126,-20.420,10.629,-2.249,11.946,13.635,12.335,13.586,10.528,10.229
328.532,48.902,-40.032,10.306,-1.531,13.220,14.855,13.686,14.922,11.523,11.456
328.544,45.280,9.319,10.130,-0.684,14.519,16.786,15.065,16.467,12.648,12.896
328.556,-28.456,-18.412,10.585,-0.672,15.632,18.249,16.488,18.144,13.830,14.348
328.568,21.375,49.030,10.790,-0.190,16.909,20.719,17.724,19.716,15.062,15.819
328.580,-34.983,-0.358,11.295,0.744,18.187,22.904,18.893,21.824,16.365,17.551
328.590,-10.789,32.276,11.013,1.559,19.068,24.955,19.936,23.697,17.420,19.155
328.600,35.561,43.351,10.387,2.730,19.448,27.646,20.777,25.547,18.402,20.860
328.611,78.045,-6.848,10.093,4.420,21.205,30.098,21.614,27.501,19.335,22.687
328.621,-27.882,22.636,10.305,5.765,21.930,32.171,22.481,29.288,20.228,24.520
328.631,25.415,2.963,10.521,6.473,23.191,33.844,23.346,31.342,21.121,26.423
328.641,66.389,-16.547,11.051,6.623,24.308,35.543,24.177,33.589,22.028,28.418
328.651,41.443,-48.525,12.360,6.384,25.384,37.072,24.885,35.854,22.937,30.452
328.662,-46.207,16.205,13.542,5.788,26.442,38.790,26.012,38.413,23.893,32.546
328.672,-32.625,29.463,13.380,5.750,26.421,42.662,27.398,41.506,24.931,34.798
328.682,17.680,62.443,12.603,7.026,27.081,47.910,28.690,45.039,26.031,37.405
328.693,-35.871,48.063,11.797,9.696,28.035,52.400,29.900,48.274,27.084,40.194
328.703,-38.161,10.306,10.453,12.908,29.073,55.698,31.217,51.325,28.149,43.187
328.714,59.166,12.688,9.045,14.819,30.221,58.074,32.404,54.605,29.188,46.284
328.724,-23.727,-45.755,8.730,15.566,30.852,59.931,33.528,57.980,30.216,49.445
328.734,-56.759,-30.701,7.582,15.497,30.770,61.811,34.790,61.325,31.206,52.517
328.744,16.569,30.272,5.199,14.989,30.905,64.993,36.312,65.161,32.319,55.874
328.755,22.254,48.676,3.634,14.487,32.658,68.429,37.592,68.852,33.387,59.216
328.765,-30.317,-56.011,2.304,13.655,33.515,69.737,38.760,72.421,34.429,62.554
328.775,-47.400,-4.087,0.575,11.708,34.698,72.451,40.238,76.226,35.514,65.945
328.786,22.797,26.981,-1.690,9.951,36.104,75.333,41.754,79.775,36.619,69.288
328.796,37.446,-48.160,-2.888,8.351,38.266,77.737,42.987,83.018,37.733,72.556
328.806,-88.657,-0.730,-4.048,6.093,39.110,79.188,44.596,86.090,38.911,75.728
328.817,-11.661,-10.730,-8.946,2.722,40.875,83.326,46.965,90.546,40.204,78.966
328.827,-3.550,-8.623,-38.751,-51.150,42.173,84.418,47.243,91.301,40.579,80.685
328.837,-30.158,-41.894,-29.763,-43.592,42.832,84.686,47.420,89.094,40.921,81.110
328.848,-16.174,4.308,-26.677,-37.683,43.310,85.503,47.155,86.942,41.412,81.265
328.858,-65.030,17.811,-25.402,-34.585,42.515,85.549,45.647,83.989,41.609,80.918
328.869,-31.774,49.435,-25.207,-32.502,40.554,85.471,43.288,80.440,41.298,79.970
328.879,35.848,-47.677,-25.430,-30.942,38.856,83.501,40.828,76.877,40.521,78.521
328.890,1.166,41.339,-25.541,-30.023,37.668,81.950,38.280,73.357,39.290,76.567
328.901,-59.036,-23.767,-25.722,-28.885,35.360,79.436,35.004,68.475,36.837,72.756
328.913,-11.571,-74.193,-25.908,-27.826,33.235,75.227,31.001,62.660,33.443,67.609
328.924,7.180,-61.545,-26.052,-27.150,30.565,69.987,27.207,57.326,30.034,62.601
328.936,22.301,-60.040,-26.197,-27.025,27.254,63.649,23.456,52.310,26.642,57.780
328.948,-27.136,-54.197,-26.152,-27.780,23.808,55.785,19.772,47.494,23.259,53.089
328.958,-31.035,-58.328,-26.058,-29.339,21.010,49.585,16.793,43.741,20.555,49.424
328.968,-33.115,-56.670,-26.279,-32.009,17.687,43.954,13.804,39.862,17.824,45.690
328.978,-46.121,-43.737,-27.554,-35.602,13.775,39.052,10.821,35.869,15.040,41.829
328.988,-52.029,-37.673,-31.381,-38.980,9.323,34.877,7.800,31.685,12.122,37.818
328.998,-45.869,-43.915,-36.332,-41.581,5.321,30.069,4.478,27.131,8.959,33.638
329.010,-51.852,-38.120,-40.829,-42.948,0.611,24.298,0.571,21.257,4.872,28.223
329.020,-36.795,-38.615,-42.619,-43.228,-2.074,19.263,-2.357,16.511,1.619,23.789
329.030,-43.628,-26.426,-43.443,-43.286,-4.712,14.737,-5.377,11.682,-1.516,19.313
329.040,-62.228,-27.535,-44.158,-43.024,-8.479,10.409,-8.380,6.750,-4.577,14.776
329.050,-50.862,-39.127,-45.040,-42.574,-11.608,5.637,-11.143,1.863,-7.543,10.203
329.062,-48.419,-41.240,-45.927,-42.213,-14.903,-0.423,-14.386,-4.004,-11.033,4.590
329.074,-49.014,-40.514,-46.735,-41.819,-18.348,-6.175,-17.572,-9.808,-14.362,-1.011
329.084,-47.747,-41.190,-47.198,-41.577,-20.979,-10.919,-20.229,-14.410,-17.023,-5.600
329.096,-50.912,-38.774,-47.659,-41.284,-24.491,-16.117,-23.593,-19.631,-20.245,-10.991
329.108,-46.716,-43.159,-47.917,-41.161,-27.849,-21.354,-27.116,-24.559,-23.504,-16.188
329.118,-47.353,-42.193,-48.029,-41.148,-30.851,-25.333,-30.141,-28.413,-26.239,-20.322
329.128,-45.496,-43.243,-48.078,-41.170,-33.847,-29.118,-33.244,-32.028,-29.039,-24.283
329.138,-46.867,-41.723,-48.049,-41.222,-36.959,-32.736,-36.451,-35.519,-31.904,-28.073
329.148,-47.640,-40.034,-48.019,-41.240,-40.172,-36.267,-39.708,-38.996,-34.872,-31.773
329.160,-47.402,-40.188,-47.979,-41.221,-43.855,-40.334,-43.466,-42.986,-38.438,-35.985
329.172,-45.129,-40.056,-47.900,-41.182,-47.354,-44.401,-47.127,-46.991,-42.006,-40.083
329.184,-43.989,-37.632,-47.752,-41.112,-50.717,-48.524,-50.742,-51.156,-45.543,-44.143
329.194,-41.065,-36.830,-47.558,-41.037,-53.228,-52.036,-53.667,-54.725,-48.468,-47.578
329.206,-35.647,-33.146,-47.188,-40.892,-56.116,-56.060,-57.143,-59.066,-51.902,-51.702
329.216,-27.358,-22.820,-46.849,-40.652,-58.433,-59.298,-60.100,-62.861,-54.793,-55.286
329.228,-10.481,-12.000,-46.258,-40.122,-60.255,-62.428,-63.422,-67.254,-58.059,-59.421
329.239,-13.120,-21.804,-44.467,-39.332,-61.537,-66.069,-66.705,-71.860,-61.245,-63.643
329.251,-12.762,-24.392,-36.901,-36.229,-63.063,-70.745,-69.744,-77.300,-64.152,-68.049
329.262,14.092,34.063,-24.745,-34.364,-63.948,-76.607,-72.208,-83.705,-66.396,-72.958
329.274,10.872,31.647,-18.586,-31.927,-64.651,-80.834,-74.215,-89.636,-68.232,-78.207
329.285,-1.023,19.157,-14.465,-27.223,-65.895,-83.795,-76.080,-94.746,-69.911,-83.345
329.297,-0.931,43.398,-10.759,-16.005,-67.317,-83.624,-77.650,-96.920,-71.425,-87.395
329.308,6.821,47.598,-8.547,-6.866,-67.764,-82.177,-78.658,-97.374,-72.743,-89.758
329.319,2.104,65.036,-6.985,-1.909,-67.582,-80.697,-79.118,-96.828,-73.823,-90.969
329.330,11.976,51.785,-5.239,2.786,-65.833,-75.850,-77.987,-93.911,-74.307,-90.862
329.342,42.252,47.015,-3.322,7.458,-62.099,-69.271,-75.306,-88.782,-73.781,-89.008
329.353,55.793,28.369,-1.676,10.897,-57.044,-64.119,-72.398,-83.421,-72.403,-85.796
329.365,41.148,39.362,-0.127,13.534,-51.990,-59.225,-69.560,-78.413,-70.430,-81.784
329.376,57.138,18.153,1.460,15.881,-47.752,-54.591,-66.841,-73.610,-68.151,-77.430
329.388,54.727,29.387,3.331,18.330,-43.540,-49.639,-64.170,-69.093,-65.691,-72.960
329.399,47.187,31.986,5.917,21.186,-39.390,-45.044,-61.528,-64.797,-63.121,-68.507
329.411,43.413,38.953,9.864,24.598,-35.577,-40.843,-58.800,-60.556,-60.435,-64.088
329.422,37.675,32.996,15.479,28.338,-32.095,-36.834,-55.744,-56.070,-57.517,-59.628
329.434,34.478,36.887,22.035,31.770,-28.427,-32.319,-51.886,-50.998,-54.137,-54.945
329.446,30.436,28.658,27.173,33.785,-24.464,-27.809,-47.208,-45.587,-50.189,-49.996
329.458,28.614,1.293,29.428,32.279,-20.702,-24.807,-42.311,-40.272,-45.843,-44.992
329.469,25.544,-8.541,30.607,29.000,-16.934,-22.905,-37.331,-35.387,-41.297,-40.183
329.481,26.462,-10.792,31.269,25.173,-13.147,-21.527,-32.273,-31.152,-36.620,-35.754
329.493,21.820,-10.242,31.548,21.204,-9.476,-20.419,-27.275,-27.611,-31.876,-31.816
329.504,15.889,-10.846,31.209,17.255,-6.390,-19.714,-22.532,-24.808,-27.200,-28.458
329.516,11.597,-12.610,30.064,13.317,-3.785,-19.481,-18.040,-22.686,-22.686,-25.706
329.527,10.015,-13.228,28.240,9.428,-1.468,-19.598,-13.883,-21.145,-18.424,-23.554
329.538,7.843,-12.003,26.018,5.809,0.579,-19.981,-10.122,-20.227,-14.460,-21.979
329.549,5.788,-10.318,23.574,2.668,2.355,-20.425,-6.727,-19.723,-10.826,-20.924
329.561,4.818,-7.259,21.022,0.156,3.889,-20.858,-3.710,-19.605,-7.539,-20.315
329.572,4.221,-4.180,18.482,-1.656,5.201,-21.143,-1.099,-19.662,-4.633,-20.036
329.583,3.240,-1.439,16.050,-2.766,6.307,-21.377,1.148,-19.923,-2.080,-20.002
329.594,2.226,1.092,13.792,-3.218,7.178,-21.441,3.034,-20.203,0.129,-20.113
329.605,1.144,3.393,11.739,-3.107,7.859,-21.337,4.612,-20.456,2.033,-20.294
329.616,0.452,5.394,9.889,-2.557,8.385,-21.084,5.924,-20.634,3.646,-20.470
329.627,-0.124,7.128,8.222,-1.685,8.748,-20.604,6.981,-20.615,4.977,-20.550
329.638,-0.793,8.168,6.724,-0.609,8.990,-19.961,7.839,-20.428,6.096,-20.536
329.649,-1.739,8.472,5.377,0.562,9.048,-19.200,8.428,-20.069,6.969,-20.361
329.660,-2.154,7.710,4.165,1.705,9.019,-18.346,8.871,-19.510,7.642,-20.021
329.672,-2.723,5.922,3.066,2.705,8.855,-17.504,9.120,-18.824,8.124,-19.528
329.683,-2.837,4.174,2.079,3.450,8.600,-16.748,9.212,-18.066,8.438,-18.914
329.694,-2.986,2.944,1.199,3.893,8.256,-16.067,9.160,-17.264,8.590,-18.222
329.705,-2.842,1.606,0.434,4.045,7.820,-15.456,8.952,-16.444,8.596,-17.486
329.716,-2.515,0.700,-0.208,3.945,7.335,-14.993,8.635,-15.721,8.475,-16.753
329.727,-2.173,0.492,-0.726,3.654,6.814,-14.603,8.227,-15.054,8.238,-16.048
329.738,-2.145,0.123,-1.116,3.261,6.249,-14.303,7.727,-14.501,7.903,-15.409
329.749,-1.491,0.952,-1.388,2.846,5.697,-13.998,7.194,-14.000,7.490,-14.841
329.760,-0.998,1.539,-1.534,2.503,5.180,-13.707,6.641,-13.593,7.023,-14.339
329.771,-0.292,2.675,-1.562,2.285,4.668,-13.405,6.061,-13.258,6.523,-13.906
329.783,0.000,3.139,-1.487,2.204,4.185,-13.042,5.480,-12.904,6.005,-13.521
329.794,0.583,3.296,-1.330,2.222,3.722,-12.655,4.905,-12.538,5.475,-13.143
329.805,1.163,3.367,-1.101,2.300,3.321,-12.264,4.374,-12.168,4.954,-12.772
329.816,1.666,2.916,-0.810,2.400,2.973,-11.847,3.886,-11.753,4.461,-12.394
329.827,2.506,2.464,-0.465,2.485,2.729,-11.458,3.486,-11.343,4.015,-11.998
329.838,2.612,2.529,-0.081,2.531,2.464,-11.126,3.080,-10.972,3.601,-11.613
329.849,3.326,2.161,0.330,2.541,2.288,-10.780,2.749,-10.574,3.232,-11.233
329.860,3.436,2.220,0.756,2.519,2.148,-10.469,2.475,-10.211,2.908,-10.859
329.871,3.945,2.241,1.190,2.485,2.054,-10.153,2.246,-9.853,2.641,-10.491
329.882,4.075,2.285,1.615,2.456,1.997,-9.913,2.075,-9.581,2.419,-10.153
329.893,4.193,2.448,2.022,2.429,1.954,-9.653,1.935,-9.293,2.243,-9.840
329.905,4.508,2.503,2.406,2.414,2.016,-9.368,1.910,-8.989,2.125,-9.535
329.916,4.764,2.630,2.766,2.412,2.065,-9.081,1.886,-8.693,2.054,-9.233
329.927,4.829,2.704,3.098,2.422,2.182,-8.802,1.950,-8.405,2.036,-8.943
329.938,5.135,2.438,3.400,2.439,2.300,-8.530,2.019,-8.121,2.061,-8.664
329.949,5.086,2.623,3.667,2.457,2.480,-8.264,2.177,-7.851,2.128,-8.383
329.960,4.844,2.587,3.903,2.476,2.644,-8.000,2.327,-7.578,2.242,-8.102
329.971,4.830,2.496,4.096,2.485,2.845,-7.744,2.534,-7.303,2.394,-7.826
329.982,4.681,2.547,4.247,2.486,3.052,-7.486,2.764,-7.030,2.571,-7.555
329.993,4.409,2.618,4.348,2.485,3.226,-7.242,2.982,-6.775,2.767,-7.289
330.004,4.046,2.167,4.400,2.484,3.365,-7.013,3.179,-6.529,2.964,-7.036
330.015,4.078,2.329,4.408,2.475,3.510,-6.786,3.389,-6.287,3.164,-6.785
330.027,3.923,2.419,4.374,2.462,3.626,-6.583,3.583,-6.071,3.363,-6.554
330.038,3.759,2.588,4.310,2.455,3.770,-6.393,3.804,-5.877,3.559,-6.332
330.049,3.416,2.457,4.225,2.451,3.880,-6.197,3.989,-5.673,3.749,-6.121
330.060,3.318,2.571,4.126,2.450,3.944,-6.002,4.129,-5.476,3.918,-5.910
330.071,3.171,2.586,4.021,2.454,4.021,-5.785,4.274,-5.258,4.074,-5.702
330.082,3.162,2.329,3.913,2.455,4.048,-5.613,4.362,-5.077,4.205,-5.505
330.093,3.245,2.537,3.803,2.456,4.075,-5.402,4.451,-4.866,4.311,-5.305
330.104,3.171,2.586,3.698,2.457,4.104,-5.246,4.529,-4.707,4.405,-5.115
330.115,3.421,2.294,3.602,2.457,4.115,-5.082,4.584,-4.538,4.477,-4.932
330.126,3.245,2.412,3.521,2.452,4.105,-4.919,4.604,-4.369,4.532,-4.752
330.138,3.085,2.668,3.463,2.451,4.087,-4.748,4.606,-4.203,4.565,-4.577
330.149,3.392,2.470,3.422,2.459,4.101,-4.583,4.631,-4.044,4.586,-4.407
330.160,3.743,2.453,3.411,2.469,4.121,-4.405,4.640,-3.868,4.601,-4.234
