R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
596.769,113.689,46.218,4.355,-6.691,1.970,-2.361,0.538,-2.667,-1.435,-2.336,-5.854,-3.150
596.779,119.808,63.652,2.399,-8.749,3.009,-2.079,2.013,-2.093,0.202,-1.579,-4.230,-2.984
596.790,122.650,83.007,2.551,-8.662,5.063,-1.476,3.277,-1.343,1.639,-0.650,-2.663,-2.676
596.800,122.318,102.550,4.056,-6.812,7.333,0.385,4.409,-0.422,2.856,0.350,-1.171,-2.219
596.811,124.594,122.985,4.201,-5.201,8.613,1.954,5.726,0.804,4.199,1.550,0.287,-1.583
596.821,127.141,140.996,3.733,-4.398,10.425,3.280,7.000,2.202,5.529,2.876,1.714,-0.763
596.832,126.513,159.678,1.664,-4.297,11.761,4.843,8.067,3.713,6.719,4.315,3.061,0.189
596.842,121.567,176.352,0.671,-3.448,11.836,6.926,8.733,5.238,7.561,5.765,4.275,1.271
596.854,111.155,193.365,-0.924,-3.386,11.905,9.165,9.204,6.909,8.245,7.295,5.490,2.615
596.866,96.641,210.395,-3.423,-4.946,11.471,10.660,9.288,8.799,8.643,9.071,6.465,4.157
596.877,81.744,217.081,-6.654,-3.231,11.062,12.063,8.935,10.168,8.593,10.470,7.017,5.499
596.887,61.719,215.450,-9.363,-2.195,10.143,13.203,8.172,11.315,8.188,11.486,7.329,6.822
596.897,37.644,206.988,-9.338,-2.517,8.717,14.051,6.978,12.083,7.351,12.192,7.321,8.022
596.907,9.606,193.212,-7.554,-1.377,8.168,14.186,5.515,12.566,6.090,12.572,7.003,9.051
596.917,-18.216,171.698,-5.798,1.236,6.836,14.854,3.881,12.598,4.562,12.447,6.386,9.874
596.927,-44.469,151.635,-4.381,4.203,5.285,15.931,2.125,12.539,2.833,12.187,5.502,10.528
596.938,-68.215,130.474,-4.975,3.157,3.596,15.316,0.350,12.439,1.062,11.804,4.402,10.990
596.949,-92.419,105.413,-8.387,2.299,0.504,14.353,-1.804,11.854,-0.994,11.160,3.057,11.232
596.959,-111.124,80.539,-12.184,1.446,-1.304,13.274,-3.948,11.104,-2.891,10.318,1.549,11.212
596.970,-131.203,55.903,-8.430,2.111,-3.006,12.172,-6.339,10.015,-5.130,9.225,-0.155,10.936
596.980,-150.523,31.155,-2.243,1.252,-5.114,10.610,-8.507,8.760,-7.442,7.876,-1.981,10.422
596.991,-166.196,6.015,1.632,-1.173,-6.111,8.114,-10.463,7.129,-9.735,6.344,-3.861,9.673
597.001,-171.921,-17.055,3.286,1.868,-7.380,6.835,-11.876,5.443,-11.482,4.715,-5.671,8.715
597.012,-179.531,-38.445,4.108,3.874,-8.742,5.163,-13.335,3.816,-13.253,2.920,-7.444,7.573
597.022,-184.929,-53.255,3.697,1.313,-10.398,2.661,-14.715,2.267,-14.898,1.297,-9.130,6.330
597.033,-186.783,-63.585,0.832,-1.966,-12.718,0.025,-16.008,0.645,-16.335,-0.183,-10.753,5.005
597.043,-181.682,-71.231,-3.957,-0.845,-14.889,-1.299,-17.169,-0.846,-17.433,-1.541,-12.273,3.644
597.054,-174.103,-79.989,-6.196,2.151,-15.946,-2.680,-18.181,-2.426,-18.234,-3.045,-13.661,2.238
597.065,-164.178,-85.615,-4.508,6.821,-16.556,-3.994,-19.012,-3.687,-18.901,-4.470,-14.943,0.825
597.075,-149.536,-83.861,1.096,7.979,-16.432,-5.008,-19.386,-4.443,-19.346,-5.493,-16.032,-0.470
597.086,-133.030,-78.000,1.418,5.647,-16.818,-5.845,-19.402,-5.008,-19.498,-6.180,-16.867,-1.608
597.096,-115.235,-75.296,4.591,5.988,-16.482,-6.681,-19.035,-5.643,-19.328,-6.842,-17.437,-2.624
597.107,-93.176,-73.591,7.741,6.699,-15.226,-7.302,-18.213,-6.254,-18.795,-7.575,-17.718,-3.563
597.118,-68.262,-72.015,7.211,8.186,-14.202,-7.531,-16.972,-6.835,-17.845,-8.249,-17.681,-4.427
597.128,-42.901,-72.236,4.719,8.335,-13.195,-8.403,-15.536,-7.400,-16.548,-8.868,-17.312,-5.190
597.139,-17.127,-73.342,2.447,10.390,-12.021,-9.074,-13.979,-7.893,-14.980,-9.498,-16.667,-5.894
597.149,5.345,-72.046,1.356,7.763,-10.801,-9.903,-12.491,-8.184,-13.445,-9.901,-15.813,-6.516
597.160,26.336,-73.079,-0.518,2.416,-9.645,-11.342,-10.943,-8.719,-11.795,-10.250,-14.777,-7.097
597.170,45.445,-75.473,-1.230,-3.155,-8.117,-12.895,-9.397,-9.564,-10.064,-10.714,-13.592,-7.715
597.181,60.394,-82.503,2.601,-2.968,-6.030,-14.062,-7.831,-10.733,-8.397,-11.472,-12.294,-8.428
597.192,70.366,-92.546,7.551,-1.573,-3.654,-14.949,-6.161,-11.970,-6.903,-12.473,-10.918,-9.228
597.202,81.415,-102.787,8.270,-2.041,-1.706,-16.573,-4.285,-13.224,-5.294,-13.557,-9.450,-10.116
597.213,90.650,-110.437,4.643,-1.947,-1.646,-18.131,-2.536,-14.489,-3.631,-14.636,-7.898,-11.087
597.223,97.273,-118.634,4.943,-3.978,-0.343,-20.050,-0.911,-15.809,-2.013,-15.729,-6.323,-12.107
597.234,101.071,-127.525,5.820,-3.442,1.108,-21.092,0.590,-17.174,-0.491,-16.926,-4.747,-13.203
597.244,104.185,-136.917,7.243,-3.207,3.154,-22.363,2.105,-18.561,0.949,-18.199,-3.200,-14.345
597.255,105.808,-144.685,7.229,-2.848,5.359,-24.196,3.535,-19.917,2.300,-19.459,-1.683,-15.530
597.266,107.213,-154.291,7.227,-1.284,6.713,-23.904,4.920,-21.299,3.650,-20.810,-0.191,-16.759
597.276,107.713,-160.647,9.178,0.151,8.465,-24.573,6.343,-22.554,4.978,-22.105,1.272,-18.018
597.287,104.461,-162.973,10.050,-0.398,9.245,-25.469,7.531,-23.536,6.069,-23.200,2.683,-19.249
597.297,97.785,-168.128,10.822,-5.645,10.072,-27.110,8.584,-24.669,7.000,-24.262,4.005,-20.422
597.308,86.287,-169.263,11.482,-13.598,10.479,-29.227,9.307,-26.033,7.608,-25.218,5.195,-21.621
597.318,73.135,-171.458,11.064,-8.211,10.713,-29.351,9.799,-27.335,8.029,-26.224,6.225,-22.832
597.329,53.925,-171.593,12.012,-3.728,10.630,-29.833,9.959,-28.430,8.122,-27.278,7.080,-24.045
597.340,28.727,-163.630,13.531,-4.344,10.528,-30.461,9.683,-28.949,7.732,-27.942,7.688,-25.135
597.350,2.481,-149.729,11.237,-8.588,9.292,-31.289,9.109,-29.324,7.089,-28.182,8.031,-26.069
597.361,-25.559,-131.986,7.409,-8.399,6.871,-31.294,8.104,-29.383,6.250,-28.128,8.089,-26.775
597.372,-54.005,-109.112,5.719,-5.700,4.880,-30.596,6.689,-29.073,5.085,-27.728,7.823,-27.265
597.382,-83.014,-87.099,4.933,1.081,3.061,-28.972,5.045,-28.349,3.657,-27.196,7.249,-27.479
597.393,-111.587,-60.085,3.914,2.450,1.106,-26.974,3.154,-26.885,1.977,-26.143,6.382,-27.355
597.403,-137.884,-31.906,4.517,3.961,-1.543,-25.075,1.059,-25.168,0.099,-24.700,5.226,-26.891
597.414,-163.783,-3.405,5.215,4.979,-3.272,-22.390,-1.127,-23.133,-1.954,-22.987,3.855,-26.075
597.424,-185.364,25.766,6.272,1.576,-4.801,-20.588,-3.226,-20.847,-4.002,-20.940,2.300,-24.941
597.435,-206.022,50.986,7.694,-2.553,-6.917,-18.829,-5.376,-18.732,-6.136,-18.775,0.612,-23.558
597.445,-220.443,72.600,6.555,-4.966,-9.382,-17.501,-7.385,-16.735,-8.189,-16.608,-1.177,-22.014
597.456,-227.364,89.955,1.389,-5.699,-11.851,-15.536,-9.272,-14.848,-9.907,-14.525,-2.991,-20.374
597.466,-230.247,104.220,-2.051,-2.769,-14.091,-12.999,-11.185,-12.911,-11.471,-12.510,-4.829,-18.653
597.477,-232.638,115.285,-3.430,-0.519,-16.479,-10.271,-13.133,-11.004,-13.061,-10.649,-6.649,-16.896
597.487,-232.756,122.385,-4.058,0.576,-18.297,-8.138,-14.947,-9.090,-14.551,-8.853,-8.446,-15.102
597.497,-232.489,125.203,-3.293,3.402,-19.463,-6.358,-16.491,-7.409,-15.843,-7.294,-10.084,-13.376
597.508,-227.010,126.368,-3.332,8.086,-20.694,-4.029,-17.831,-5.558,-17.031,-5.798,-11.734,-11.617
597.519,-217.603,125.840,-4.048,7.644,-21.503,-2.747,-18.910,-3.741,-17.937,-4.304,-13.311,-9.821
597.529,-203.590,126.194,-2.764,8.017,-21.967,-1.022,-19.644,-2.013,-18.578,-2.799,-14.666,-8.077
597.540,-184.340,128.725,-2.958,8.148,-21.933,0.551,-19.924,-0.236,-18.852,-1.239,-15.812,-6.345
597.550,-165.939,129.382,-0.871,5.671,-21.877,2.240,-20.045,1.390,-18.942,0.279,-16.704,-4.638
597.561,-146.332,128.685,1.785,2.479,-20.928,2.433,-19.794,2.772,-18.867,1.714,-17.356,-2.988
597.571,-119.837,127.148,2.402,1.051,-19.767,3.231,-18.942,3.906,-18.139,3.033,-17.701,-1.425
597.582,-94.980,124.002,5.454,1.879,-17.952,4.201,-17.899,4.915,-17.269,4.107,-17.717,0.003
597.592,-67.432,119.188,4.519,1.240,-16.279,4.651,-16.430,5.748,-16.061,5.031,-17.428,1.312
597.603,-45.785,109.121,1.715,2.700,-14.996,5.393,-15.044,6.327,-14.687,5.679,-16.854,2.485
597.614,-26.906,100.285,0.507,2.129,-14.524,5.558,-13.808,6.848,-13.442,6.205,-16.128,3.497
597.624,-6.810,94.135,-1.090,-1.803,-13.615,5.203,-12.337,7.209,-11.901,6.746,-15.220,4.378
597.635,9.304,81.063,-0.841,-1.712,-11.249,5.314,-10.943,7.228,-10.397,6.998,-14.183,5.097
597.645,22.202,64.363,3.916,-2.566,-9.694,5.172,-9.489,6.965,-9.004,6.871,-13.053,5.573
597.655,32.058,46.412,5.283,-3.635,-7.586,3.951,-7.968,6.398,-7.666,6.501,-11.831,5.830
597.666,39.859,24.393,9.278,-1.601,-5.083,3.583,-6.356,5.514,-6.293,5.738,-10.522,5.836
597.676,46.928,1.306,12.100,0.530,-2.671,3.055,-4.590,4.513,-4.905,4.709,-9.138,5.603
597.687,53.901,-21.950,9.486,0.709,-1.724,2.198,-2.723,3.305,-3.339,3.423,-7.660,5.138
597.697,59.591,-40.416,5.984,-0.538,-1.401,0.415,-1.188,2.113,-1.816,2.229,-6.174,4.498
597.708,65.238,-60.602,5.642,-0.020,-0.117,-0.957,0.260,0.672,-0.317,0.824,-4.696,3.684
597.718,69.461,-78.889,5.061,3.070,1.102,-1.869,1.639,-0.733,1.075,-0.648,-3.239,2.719
597.729,71.178,-97.646,1.861,8.203,1.817,-2.410,2.850,-2.109,2.393,-2.279,-1.810,1.633
597.739,70.321,-114.018,-0.194,10.184,1.615,-2.500,3.760,-3.334,3.501,-3.846,-0.477,0.479
597.750,72.568,-127.041,-0.843,8.994,1.523,-4.248,4.650,-4.519,4.609,-5.311,0.777,-0.723
597.761,77.241,-136.378,-1.155,8.818,2.474,-5.539,5.671,-5.647,5.834,-6.589,1.975,-1.911
597.771,81.795,-146.639,-0.116,11.730,3.685,-6.575,6.650,-6.798,6.965,-7.933,3.130,-3.106
597.782,83.298,-156.451,1.182,12.779,5.138,-7.664,7.586,-7.878,7.952,-9.319,4.248,-4.302
597.792,83.526,-157.786,2.109,7.283,6.466,-9.752,8.442,-8.662,8.793,-10.229,5.281,-5.389
597.802,80.070,-158.993,4.056,0.414,7.434,-11.830,9.212,-9.720,9.494,-11.007,6.272,-6.454
597.813,75.806,-160.147,5.656,-0.087,8.060,-12.916,9.987,-11.031,10.139,-11.912,7.229,-7.594
597.823,65.509,-161.133,6.347,3.068,8.522,-13.647,10.490,-12.111,10.477,-12.810,8.074,-8.695
597.834,49.248,-163.296,6.504,3.530,8.926,-15.012,10.602,-13.091,10.457,-13.756,8.762,-9.771
597.844,31.623,-164.117,9.134,0.985,9.692,-17.019,10.507,-14.097,10.202,-14.621,9.262,-10.826
597.855,13.344,-162.380,7.643,2.453,8.869,-17.598,10.303,-14.942,9.858,-15.350,9.592,-11.833
597.865,-8.095,-162.787,4.894,2.093,8.198,-18.148,9.781,-15.724,9.256,-16.074,9.720,-12.755
597.876,-29.000,-162.544,-1.394,2.161,5.634,-18.943,8.748,-16.508,8.452,-16.774,9.604,-13.667
597.886,-51.069,-164.963,-2.609,4.099,4.405,-19.388,7.448,-17.269,7.458,-17.534,9.234,-14.539
597.897,-75.691,-165.702,-3.352,2.465,3.094,-20.065,5.809,-17.914,6.090,-18.198,8.582,-15.362
597.907,-102.038,-167.147,-3.614,0.006,1.137,-21.412,3.832,-18.697,4.348,-18.833,7.635,-16.162
597.917,-126.000,-175.231,-2.761,2.893,-0.674,-22.272,1.834,-19.637,2.532,-19.645,6.462,-16.934
597.928,-146.860,-181.234,-0.486,5.466,-2.189,-22.906,-0.137,-20.473,0.599,-20.612,5.077,-17.783
597.940,-171.629,-188.464,0.370,6.840,-4.167,-23.593,-2.408,-21.092,-1.705,-21.362,3.268,-18.536
597.951,-188.574,-193.352,1.083,7.510,-6.267,-24.195,-4.506,-21.575,-3.856,-22.010,1.353,-19.243
597.963,-204.242,-199.071,2.067,7.612,-8.336,-24.888,-6.560,-22.094,-5.985,-22.662,-0.610,-19.919
597.975,-213.126,-202.018,3.930,7.999,-9.729,-25.233,-8.321,-22.493,-7.895,-23.144,-2.562,-20.551
597.987,-215.292,-202.285,5.202,12.798,-10.959,-24.193,-9.712,-22.644,-9.506,-23.539,-4.445,-21.135
597.999,-215.310,-194.229,3.712,11.077,-13.089,-24.716,-10.898,-22.411,-10.856,-23.570,-6.139,-21.527
598.010,-209.034,-177.589,2.740,8.173,-14.256,-24.734,-11.929,-21.878,-11.898,-23.049,-7.692,-21.697
598.022,-197.873,-159.402,5.104,9.579,-14.590,-24.430,-12.665,-21.273,-12.672,-22.337,-9.026,-21.636
598.034,-181.159,-132.583,1.987,5.757,-14.511,-23.755,-13.026,-20.076,-13.082,-21.117,-10.116,-21.301
598.046,-156.241,-100.792,1.005,6.270,-14.769,-22.758,-13.093,-18.754,-13.043,-19.540,-10.941,-20.683
598.058,-124.794,-67.032,0.608,4.953,-14.053,-20.857,-12.487,-16.905,-12.386,-17.672,-11.354,-19.721
598.069,-88.812,-36.532,1.464,5.012,-13.006,-18.850,-11.541,-15.017,-11.309,-15.538,-11.394,-18.450
598.081,-51.116,-8.167,3.481,3.608,-11.682,-17.482,-9.978,-12.968,-9.838,-13.398,-11.009,-16.955
598.093,-16.060,15.236,2.646,1.633,-10.043,-15.607,-8.134,-10.925,-8.068,-11.103,-10.199,-15.248
598.105,19.507,34.519,0.334,9.750,-8.333,-12.815,-6.227,-8.734,-6.086,-8.938,-9.055,-13.419
598.117,53.178,49.234,-1.153,11.344,-6.162,-10.440,-4.060,-6.291,-3.803,-6.759,-7.600,-11.433
598.128,82.529,63.103,-3.078,10.670,-3.891,-8.500,-1.787,-3.820,-1.341,-4.505,-5.886,-9.341
598.140,108.038,73.614,-3.775,8.852,-1.422,-7.093,0.458,-1.594,1.101,-2.356,-4.020,-7.198
598.152,126.070,83.090,-3.747,6.759,0.691,-6.551,2.637,0.571,3.410,-0.136,-2.055,-5.027
598.163,139.189,87.389,-4.231,4.988,2.459,-5.706,4.700,2.423,5.568,1.868,-0.068,-2.918
598.175,148.488,90.158,-4.574,4.184,3.777,-4.149,6.535,4.092,7.497,3.723,1.874,-0.923
598.185,153.025,90.269,-4.039,3.448,5.489,-2.711,8.083,5.401,9.107,5.171,3.552,0.671
598.196,158.783,88.534,-3.709,1.758,7.338,-0.964,9.786,6.613,10.818,6.536,5.275,2.221
598.206,161.145,88.979,-4.332,-0.190,8.838,0.175,11.261,7.693,12.306,7.836,6.922,3.645
598.216,162.716,90.842,-5.317,0.530,9.994,1.572,12.531,8.671,13.619,9.034,8.435,4.945
598.226,162.521,87.918,-4.432,6.106,11.484,3.325,13.734,9.628,14.862,9.982,9.881,6.171
598.237,157.738,82.686,-2.762,9.186,13.019,4.771,14.831,10.667,15.921,10.800,11.332,7.395
598.247,147.445,77.237,-1.271,11.825,14.614,6.638,15.649,11.656,16.634,11.547,12.616,8.530
598.258,133.335,71.029,3.660,9.245,16.836,6.868,16.266,12.474,17.026,12.243,13.735,9.599
598.269,117.826,65.395,7.499,9.431,17.853,7.703,16.824,13.214,17.236,12.869,14.683,10.576
598.279,95.888,60.976,7.522,5.864,17.906,7.874,17.066,13.880,17.097,13.508,15.456,11.474
598.290,76.950,57.853,5.875,4.273,17.406,7.660,17.151,14.431,16.909,14.193,16.017,12.287
598.301,55.871,52.165,1.413,4.953,16.785,7.898,16.843,14.781,16.552,14.654,16.391,13.008
598.311,33.067,48.636,-3.641,6.746,15.191,8.710,16.033,15.209,15.891,15.087,16.479,13.621
598.322,8.668,43.277,-5.912,5.049,12.684,8.764,14.717,15.367,14.838,15.311,16.251,14.136
598.332,-17.864,36.598,-5.887,6.137,11.262,9.016,13.156,15.472,13.526,15.422,15.728,14.558
598.343,-38.646,36.860,-6.698,4.993,10.227,9.462,11.587,15.808,12.120,15.752,14.930,14.930
598.354,-58.969,37.424,-8.972,2.265,8.319,9.561,9.755,16.057,10.509,16.119,13.898,15.289
598.364,-73.100,39.063,-13.618,1.934,6.013,9.947,7.923,16.272,9.015,16.484,12.681,15.599
598.375,-83.885,40.222,-13.947,5.555,4.355,10.999,6.043,16.571,7.472,16.813,11.302,15.897
598.385,-93.120,38.196,-13.017,8.387,2.966,11.491,4.172,16.775,5.876,16.922,9.807,16.164
598.396,-100.038,37.220,-10.529,8.951,2.143,11.873,2.403,17.098,4.229,17.067,8.239,16.427
598.407,-104.929,30.348,-9.285,8.248,1.761,11.311,0.796,17.150,2.611,17.016,6.654,16.655
598.417,-107.316,23.514,-6.702,6.211,1.595,10.006,-0.687,17.023,1.059,16.889,5.072,16.806
598.428,-106.700,12.523,-2.539,7.253,1.903,9.965,-1.803,16.610,-0.288,16.507,3.583,16.838
598.438,-102.958,-0.539,-0.858,8.717,1.376,9.987,-2.540,16.129,-1.366,15.941,2.227,16.749
598.449,-99.307,-15.568,-0.013,9.080,1.584,10.091,-3.196,15.490,-2.309,15.212,1.023,16.525
598.459,-94.724,-34.286,0.686,12.433,1.385,10.199,-3.730,14.642,-3.124,14.227,-0.060,16.156
598.470,-89.671,-52.431,6.147,11.466,1.728,9.126,-3.975,13.701,-3.783,13.129,-0.986,15.641
598.481,-82.929,-68.518,7.030,9.519,2.174,7.161,-4.012,12.642,-4.277,11.979,-1.747,14.990
598.491,-71.060,-85.151,4.783,8.173,1.252,4.915,-3.769,11.369,-4.346,10.772,-2.303,14.212
598.502,-55.583,-99.519,2.141,9.673,1.073,3.999,-3.323,10.066,-4.011,9.475,-2.645,13.303
598.512,-39.574,-113.695,-1.317,12.914,0.850,2.864,-2.853,8.820,-3.514,8.115,-2.801,12.304
598.523,-21.078,-122.823,0.126,6.636,1.736,0.384,-2.159,7.565,-2.797,6.912,-2.769,11.245
598.533,-1.337,-131.630,0.518,2.455,2.502,-2.899,-1.261,6.102,-1.921,5.724,-2.548,10.123
598.544,23.546,-141.427,-2.209,3.212,1.977,-3.929,-0.113,4.453,-0.701,4.354,-2.114,8.898
598.554,50.649,-147.254,-4.925,5.972,2.808,-4.487,1.247,3.090,0.856,3.090,-1.452,7.644
598.564,75.586,-153.852,-5.031,6.991,4.338,-5.633,2.648,1.870,2.489,1.854,-0.612,6.413
598.574,96.928,-156.944,-0.798,3.941,6.560,-7.067,4.126,0.724,3.991,0.778,0.369,5.206
598.584,119.453,-158.686,-0.713,0.752,8.221,-8.958,5.830,-0.509,5.605,-0.242,1.515,3.998
598.595,144.205,-158.769,-3.056,-0.758,9.778,-10.258,7.826,-1.755,7.615,-1.224,2.879,2.771
598.605,166.063,-160.313,-4.335,1.375,11.806,-11.539,9.773,-2.886,9.684,-2.183,4.377,1.590
598.617,191.375,-159.996,-5.487,3.095,14.059,-12.186,11.988,-4.094,12.054,-3.363,6.319,0.160
598.627,206.965,-161.510,-6.542,3.610,16.340,-13.282,13.920,-5.041,14.112,-4.323,8.030,-0.953
598.637,218.059,-164.968,-7.039,3.080,17.370,-14.608,15.533,-6.055,15.870,-5.344,9.721,-2.039
598.647,227.124,-165.949,-3.472,3.978,20.347,-14.958,17.120,-7.041,17.497,-6.341,11.405,-3.117
598.657,233.556,-163.885,-0.382,2.938,22.384,-15.678,18.896,-7.759,19.119,-7.120,13.149,-4.142
598.669,235.708,-162.086,0.572,-2.974,23.994,-17.176,20.592,-8.663,20.657,-7.829,14.997,-5.193
598.681,236.835,-157.770,1.929,-5.779,25.817,-18.622,22.197,-9.698,22.040,-8.509,16.766,-6.229
598.693,241.407,-149.210,0.444,-6.908,27.210,-19.295,23.958,-10.686,23.616,-9.164,18.596,-7.274
598.704,242.970,-138.519,-1.402,-4.291,28.112,-18.841,25.389,-11.232,25.030,-9.496,20.228,-8.101
598.714,240.207,-123.621,-1.947,-1.933,29.267,-17.531,26.634,-11.308,26.297,-9.616,21.852,-8.815
598.725,236.027,-101.364,-2.622,-2.176,30.563,-16.683,27.730,-10.846,27.424,-9.183,23.292,-9.264
598.735,224.032,-75.944,-1.867,-5.874,31.303,-16.729,28.314,-10.099,28.047,-8.420,24.559,-9.458
598.746,205.465,-53.228,-3.538,-6.363,31.048,-15.876,28.432,-9.498,28.221,-7.621,25.602,-9.437
598.756,187.401,-30.919,-2.153,-0.424,31.159,-13.590,28.395,-8.512,28.195,-6.727,26.381,-9.206
598.767,164.345,-4.702,-4.900,0.332,30.131,-12.243,27.933,-7.002,27.850,-5.444,26.902,-8.708
598.777,139.627,23.904,-4.760,-1.146,29.296,-10.906,27.066,-5.225,27.051,-3.734,27.106,-7.921
598.788,111.740,49.112,-3.389,-1.846,28.104,-9.311,25.913,-3.344,25.965,-1.979,27.003,-6.884
598.798,85.309,72.736,-4.866,-4.398,26.514,-7.565,24.569,-1.510,24.631,-0.104,26.593,-5.654
598.809,60.178,94.911,-5.187,-3.430,24.305,-4.851,23.024,0.422,23.186,1.864,25.919,-4.253
598.820,34.809,110.202,-6.521,-3.047,22.870,-2.106,21.210,2.302,21.479,3.703,24.973,-2.733
598.830,11.028,124.455,-7.803,-2.048,20.467,0.552,19.226,4.145,19.638,5.521,23.785,-1.135
598.841,-12.723,135.464,-9.199,0.826,17.970,3.632,16.954,6.036,17.559,7.277,22.345,0.522
598.851,-33.532,145.462,-4.977,0.049,15.712,5.330,14.796,7.942,15.405,9.008,20.719,2.213
598.863,-56.837,156.463,-4.274,-0.506,14.213,7.139,12.195,9.932,12.703,10.867,18.469,4.145
598.875,-72.215,164.767,-5.663,-4.576,11.427,7.911,9.808,11.564,10.299,12.534,16.161,6.007
598.887,-83.172,169.292,-5.203,-4.888,9.251,9.306,7.508,12.987,8.005,14.035,13.828,7.796
598.899,-86.896,170.965,-4.333,-3.360,7.278,10.533,5.504,14.416,5.950,15.468,11.542,9.525
598.911,-88.316,164.370,-5.108,-3.342,5.502,11.993,3.647,15.481,4.022,16.521,9.366,11.080
598.922,-85.763,151.190,-8.970,-5.453,3.164,12.053,1.937,16.058,2.369,17.197,7.327,12.402
598.934,-82.466,130.751,-10.808,1.400,1.151,13.162,0.137,16.246,0.800,17.334,5.371,13.427
598.946,-82.505,110.494,-5.919,5.581,0.360,13.890,-1.487,16.678,-0.748,17.262,3.531,14.190
598.957,-84.446,88.661,-0.544,-0.330,-0.422,13.540,-2.883,16.682,-2.363,17.022,1.785,14.762
598.969,-85.473,63.998,1.028,-1.970,-0.815,11.963,-3.975,16.128,-3.831,16.505,0.156,15.072
598.979,-86.380,44.744,-1.183,-4.501,-1.974,11.560,-4.847,15.503,-4.880,15.943,-1.080,15.172
598.990,-89.679,23.800,-1.824,-5.018,-2.831,10.136,-5.905,14.487,-6.010,15.091,-2.293,15.042
599.000,-96.801,6.721,0.360,-7.851,-3.845,8.847,-7.089,13.404,-7.325,14.175,-3.502,14.683
599.010,-100.027,-9.982,-0.168,-6.047,-4.784,7.509,-8.126,12.098,-8.516,13.101,-4.703,14.124
599.021,-103.524,-29.604,-2.653,-1.899,-6.042,7.150,-9.195,10.766,-9.589,11.754,-5.835,13.379
599.031,-109.815,-46.268,-2.096,2.833,-7.139,6.742,-10.337,9.563,-10.709,10.276,-6.945,12.491
599.041,-114.658,-61.277,-1.730,2.444,-7.907,5.255,-11.434,8.428,-11.824,8.891,-8.056,11.535
599.051,-113.617,-71.086,-2.926,0.885,-8.213,3.564,-12.268,7.383,-12.667,7.698,-9.125,10.534
599.063,-108.790,-84.137,-5.727,-4.505,-9.648,1.230,-13.175,5.822,-13.435,6.174,-10.261,9.195
599.074,-102.078,-88.150,-8.363,-8.513,-10.917,-0.625,-14.058,4.249,-14.092,4.857,-11.293,7.799
599.084,-95.834,-89.606,-6.664,-9.533,-11.329,-1.841,-14.758,2.924,-14.580,3.798,-12.145,6.636
599.094,-80.643,-90.073,-3.728,-7.529,-10.937,-2.452,-14.949,1.694,-14.827,2.712,-12.879,5.462
599.106,-52.833,-93.842,-6.210,-7.233,-10.272,-3.432,-14.537,0.271,-14.353,1.372,-13.359,4.038
599.118,-17.211,-96.393,-5.310,-6.628,-9.432,-3.936,-13.609,-1.040,-13.352,0.099,-13.463,2.635
599.130,20.202,-95.980,-4.651,-11.534,-8.156,-5.682,-12.264,-2.392,-12.044,-1.142,-13.167,1.244
599.140,50.513,-92.925,-5.319,-14.264,-6.191,-6.503,-10.723,-3.779,-10.582,-2.125,-12.507,0.025
599.151,85.939,-83.966,-9.204,-16.067,-4.606,-7.756,-9.029,-5.240,-8.851,-3.194,-11.440,-1.338
599.162,110.731,-79.360,-22.036,-16.380,-4.821,-8.054,-7.937,-6.540,-7.125,-4.090,-10.182,-2.593
599.173,130.970,-73.063,-30.000,-8.119,-4.342,-7.289,-7.558,-7.839,-5.630,-4.983,-8.937,-3.817
599.184,147.943,-69.869,-27.412,0.623,-2.146,-6.556,-7.124,-8.586,-4.297,-5.990,-7.750,-4.972
599.195,161.722,-65.776,-29.522,11.218,-1.012,-6.324,-7.108,-8.606,-3.095,-6.847,-6.633,-5.975
599.206,171.406,-60.616,-28.541,20.574,0.644,-5.504,-6.957,-7.687,-2.132,-7.374,-5.650,-6.703
599.217,181.724,-57.250,-21.347,28.511,2.732,-4.461,-6.355,-6.080,-1.218,-7.653,-4.751,-7.127
599.228,190.776,-52.185,-19.320,34.189,4.505,-3.626,-4.942,-3.879,-0.313,-7.602,-3.828,-7.218
599.239,198.162,-49.399,-19.920,33.229,6.024,-2.955,-3.735,-1.607,0.575,-7.211,-2.882,-6.932
599.250,205.185,-44.213,-20.431,33.314,7.036,-3.505,-2.604,0.619,1.444,-6.433,-1.953,-6.324
599.261,210.077,-40.100,-16.384,30.871,9.159,-3.336,-1.222,2.681,2.311,-5.481,-0.977,-5.471
599.272,212.848,-37.225,-14.677,28.093,10.788,-3.136,-0.158,4.423,3.098,-4.401,-0.041,-4.456
599.283,214.339,-34.247,-11.088,24.918,12.748,-2.769,0.881,5.632,3.819,-3.256,0.855,-3.371
599.294,215.838,-31.947,-2.541,23.850,14.393,-2.560,2.169,6.789,4.547,-2.079,1.742,-2.250
599.305,216.645,-28.453,6.588,22.290,17.034,-1.867,4.053,7.755,5.303,-0.876,2.676,-1.116
