R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
594.057,1.156,24.107,13.849,-8.437,12.173,-2.556,11.245,-3.063,9.195,-1.831,10.589,-2.352
594.069,-27.764,-6.313,10.322,-10.012,10.641,-4.066,10.351,-4.287,8.252,-3.098,10.416,-2.755
594.080,-54.160,-38.299,7.483,-3.878,8.779,-4.237,9.027,-5.749,7.164,-4.708,9.936,-3.485
594.092,-81.555,-68.836,5.402,-1.320,6.036,-5.676,7.339,-7.183,5.750,-6.542,9.134,-4.482
594.104,-105.502,-95.943,4.769,-0.014,4.194,-6.765,5.377,-8.676,4.090,-8.388,8.028,-5.652
594.116,-121.193,-116.462,5.122,3.918,2.509,-7.513,3.585,-10.016,2.524,-10.169,6.720,-6.940
594.127,-135.825,-133.182,4.894,6.719,0.208,-9.015,1.787,-11.196,0.915,-11.814,5.282,-8.248
594.139,-145.983,-141.288,4.214,10.546,-1.916,-9.622,0.041,-12.020,-0.649,-13.136,3.754,-9.494
594.151,-150.141,-147.127,4.734,11.110,-3.293,-10.337,-1.406,-12.666,-2.036,-14.235,2.218,-10.606
594.163,-153.801,-149.247,5.164,9.497,-4.311,-11.380,-2.885,-13.262,-3.404,-15.097,0.686,-11.606
594.175,-156.775,-147.442,4.829,7.383,-5.598,-12.312,-4.264,-13.774,-4.692,-15.695,-0.788,-12.456
594.187,-155.580,-140.159,3.652,3.357,-6.872,-13.163,-5.519,-14.194,-5.845,-16.007,-2.212,-13.178
594.198,-155.542,-135.138,3.559,1.059,-8.230,-13.880,-6.750,-14.767,-6.974,-16.333,-3.566,-13.814
594.210,-159.610,-127.031,4.994,2.497,-8.988,-13.742,-8.026,-15.149,-8.224,-16.502,-4.877,-14.358
594.222,-159.451,-116.205,4.867,5.935,-9.576,-13.461,-9.080,-15.171,-9.303,-16.509,-6.145,-14.775
594.234,-154.787,-96.974,3.745,7.467,-10.689,-12.852,-9.929,-14.683,-10.154,-16.137,-7.286,-14.948
594.246,-143.379,-70.884,0.511,6.419,-11.878,-12.153,-10.487,-13.596,-10.591,-15.132,-8.278,-14.779
594.257,-125.955,-43.562,-4.175,8.365,-12.839,-10.772,-10.996,-12.299,-10.761,-13.809,-9.105,-14.280
594.269,-106.207,-20.191,-3.794,12.386,-13.058,-9.526,-11.222,-10.647,-10.686,-12.377,-9.736,-13.457
594.281,-81.614,5.155,-5.218,10.102,-12.986,-8.397,-11.027,-8.699,-10.264,-10.615,-10.159,-12.318
594.293,-55.043,33.898,-5.649,8.967,-12.282,-6.257,-10.622,-6.551,-9.595,-8.437,-10.317,-10.875
594.305,-26.042,57.214,-7.200,7.942,-11.847,-4.400,-9.925,-4.431,-8.682,-6.226,-10.212,-9.201
594.316,2.808,74.260,-7.001,7.054,-9.902,-2.626,-8.944,-2.406,-7.510,-4.050,-9.844,-7.391
594.328,23.310,82.018,-2.039,8.296,-8.231,-1.197,-7.833,-0.612,-6.413,-2.151,-9.236,-5.548
594.340,40.684,80.726,0.335,10.154,-6.430,0.152,-6.428,0.993,-5.255,-0.548,-8.409,-3.736
594.352,50.820,71.050,0.599,8.307,-4.323,0.203,-5.184,2.149,-4.261,0.632,-7.449,-2.095
594.363,60.222,58.951,-1.821,2.434,-3.659,-0.185,-3.953,2.855,-3.114,1.575,-6.393,-0.674
594.375,70.853,41.257,-4.468,-1.538,-3.124,-1.293,-2.753,2.879,-1.837,2.056,-5.289,0.427
594.387,74.746,13.955,-4.022,0.828,-2.062,-1.227,-1.725,2.435,-0.729,1.980,-4.181,1.145
594.398,78.649,-12.520,-2.313,2.734,-0.692,-1.818,-0.646,1.877,0.295,1.593,-3.099,1.479
594.410,81.074,-41.609,-1.871,0.701,0.123,-4.482,0.333,0.797,1.202,0.683,-2.030,1.424
594.422,84.725,-68.120,-2.176,0.637,0.897,-6.155,1.342,-0.475,2.183,-0.447,-0.994,1.033
594.434,90.444,-92.908,-1.661,3.307,2.466,-7.117,2.500,-1.846,3.327,-1.786,0.052,0.361
594.445,94.247,-113.565,0.728,6.083,3.475,-8.516,3.629,-3.068,4.323,-3.098,1.098,-0.499
594.457,99.536,-132.247,6.214,8.892,5.154,-9.349,4.972,-4.304,5.341,-4.504,2.179,-1.503
594.469,106.979,-147.547,8.972,9.981,7.135,-10.470,6.602,-5.505,6.524,-5.904,3.365,-2.596
594.481,113.823,-157.721,8.639,15.197,8.611,-10.683,8.309,-6.384,7.862,-7.158,4.687,-3.704
594.493,119.085,-163.080,7.714,18.088,9.930,-10.916,9.910,-6.903,9.228,-8.126,6.060,-4.692
594.504,118.419,-165.582,6.302,17.013,10.884,-11.623,11.192,-7.333,10.408,-8.858,7.424,-5.542
594.516,109.565,-165.681,5.530,15.171,11.580,-12.521,12.032,-7.728,11.223,-9.389,8.675,-6.281
594.528,93.597,-162.062,5.075,11.540,11.910,-13.729,12.415,-8.084,11.615,-9.691,9.715,-6.922
594.540,71.567,-159.781,3.787,5.383,11.541,-15.610,12.376,-8.692,11.627,-10.003,10.483,-7.514
594.552,47.672,-153.769,3.543,2.319,11.199,-17.146,11.988,-9.352,11.340,-10.257,10.943,-8.107
594.564,16.173,-149.860,3.566,0.311,10.227,-18.145,11.058,-10.133,10.514,-10.691,11.051,-8.737
594.574,-7.485,-149.348,3.744,3.914,9.230,-18.336,10.071,-10.856,9.557,-11.141,10.868,-9.294
594.586,-40.520,-148.627,4.180,6.466,7.688,-18.479,8.566,-11.303,8.080,-11.562,10.295,-9.828
594.598,-72.274,-147.389,4.284,1.480,6.236,-20.039,6.812,-11.790,6.330,-11.879,9.383,-10.302
594.610,-100.600,-145.782,4.245,-2.777,4.225,-21.592,4.856,-12.474,4.378,-12.209,8.168,-10.802
594.621,-125.612,-148.112,4.199,-5.193,1.986,-23.171,2.873,-13.387,2.403,-12.681,6.735,-11.353
594.633,-142.309,-152.732,4.792,-6.424,-0.358,-24.076,1.044,-14.437,0.566,-13.323,5.156,-11.999
594.645,-155.325,-158.278,4.029,-5.054,-2.697,-24.314,-0.714,-15.526,-1.187,-14.119,3.513,-12.749
594.657,-166.284,-165.002,0.552,-1.480,-4.936,-24.386,-2.590,-16.495,-2.918,-15.021,1.817,-13.562
594.668,-172.792,-169.838,-2.654,1.714,-6.922,-24.632,-4.557,-17.239,-4.597,-15.903,0.033,-14.401
594.680,-179.455,-175.873,-5.273,3.604,-8.709,-24.777,-6.588,-17.867,-6.277,-16.758,-1.778,-15.185
594.692,-183.756,-175.611,-6.446,5.390,-10.318,-24.175,-8.666,-18.245,-8.029,-17.390,-3.672,-15.901
594.704,-185.393,-168.834,-5.031,7.195,-11.641,-23.298,-10.514,-18.233,-9.669,-17.643,-5.552,-16.437
594.715,-183.543,-155.127,-3.768,8.212,-12.804,-21.903,-12.137,-17.839,-11.240,-17.562,-7.380,-16.763
594.727,-172.978,-129.929,-5.073,2.782,-14.611,-22.270,-13.331,-16.944,-12.391,-16.792,-9.063,-16.790
594.739,-159.923,-101.318,-2.514,3.563,-15.187,-21.376,-14.286,-15.907,-13.312,-15.572,-10.522,-16.486
594.751,-139.364,-69.939,0.014,5.496,-15.311,-19.296,-14.536,-14.333,-13.763,-14.125,-11.683,-15.862
594.763,-114.969,-38.113,0.767,4.097,-14.794,-17.884,-14.323,-12.468,-13.750,-12.255,-12.469,-14.871
594.775,-86.205,-6.564,1.632,3.079,-13.932,-16.282,-13.752,-10.471,-13.327,-10.161,-12.879,-13.581
594.787,-52.505,26.203,4.688,6.150,-12.322,-13.198,-12.491,-8.164,-12.315,-7.840,-12.848,-12.005
594.798,-22.510,54.835,2.148,5.583,-11.033,-10.314,-10.990,-5.478,-11.001,-5.324,-12.393,-10.111
594.810,8.980,81.940,-1.869,-1.564,-9.864,-8.505,-9.404,-2.983,-9.350,-2.658,-11.595,-8.014
594.822,36.697,102.776,-2.193,-3.269,-8.725,-5.744,-7.844,-0.815,-7.622,-0.152,-10.540,-5.833
594.834,56.176,117.069,-0.481,-3.459,-7.500,-3.686,-6.310,1.250,-6.023,2.130,-9.305,-3.656
594.845,76.409,128.917,-0.521,-5.548,-5.758,-2.198,-4.507,3.237,-4.218,4.349,-7.912,-1.501
594.857,89.682,137.643,-4.168,-10.792,-4.216,-0.827,-2.890,4.995,-2.496,6.439,-6.406,0.603
594.869,99.285,141.566,-7.023,-15.417,-2.545,0.372,-1.491,6.296,-0.879,8.209,-4.909,2.512
594.881,106.932,146.154,-8.791,-18.159,-0.647,1.508,-0.252,7.369,0.608,9.770,-3.469,4.211
594.891,114.429,146.539,-8.817,-16.345,0.891,3.175,0.922,8.182,1.942,10.953,-2.270,5.564
594.901,115.791,144.285,-7.423,-10.666,2.216,4.765,1.935,9.131,3.042,11.918,-1.086,6.830
594.911,116.790,140.361,-6.893,-9.138,3.252,6.108,2.832,10.032,3.946,12.706,0.023,7.992
594.922,122.093,136.674,-7.950,-6.506,3.372,7.757,3.915,10.910,5.070,13.468,1.142,9.106
594.932,126.076,132.286,-8.315,-4.233,4.421,9.988,4.966,11.887,6.182,14.163,2.241,10.134
594.942,128.855,124.334,-4.725,-8.162,6.201,9.913,5.952,12.498,7.128,14.674,3.301,11.050
594.953,133.491,112.585,-1.278,-7.643,7.911,10.293,7.188,12.786,8.169,14.926,4.388,11.848
594.963,137.989,97.833,2.959,-8.653,9.431,10.450,8.571,12.832,9.270,14.848,5.528,12.459
594.974,141.689,80.893,6.201,-9.065,11.941,10.266,10.064,12.507,10.350,14.549,6.722,12.870
594.985,148.415,62.773,8.707,-4.898,13.576,10.232,11.834,12.111,11.683,13.999,7.987,13.056
594.995,147.777,41.186,10.642,-6.466,15.356,9.402,13.253,11.437,12.708,13.162,9.275,13.026
595.006,145.201,22.233,11.471,-5.259,16.795,8.942,14.739,10.645,13.750,12.262,10.577,12.793
595.016,138.338,-0.479,8.797,-1.701,17.238,8.725,15.854,9.593,14.591,11.011,11.817,12.350
595.027,126.867,-20.656,6.299,3.085,17.434,8.409,16.525,8.688,15.187,9.690,12.932,11.751
595.038,106.911,-38.836,9.080,2.440,18.407,7.364,16.717,7.720,15.308,8.361,13.868,11.035
595.048,83.883,-51.825,11.028,1.833,18.177,6.278,16.694,6.779,15.083,7.144,14.550,10.230
595.059,57.916,-63.593,12.009,3.018,17.916,5.715,16.304,5.807,14.538,5.980,14.984,9.373
595.069,30.329,-72.467,13.153,3.044,17.224,4.855,15.667,4.971,13.710,4.838,15.160,8.483
595.080,3.007,-76.718,15.743,-1.558,16.676,3.116,14.853,4.106,12.685,3.958,15.089,7.593
595.090,-20.516,-79.513,11.520,0.353,15.014,2.168,14.007,3.349,11.706,3.149,14.810,6.730
595.100,-41.414,-74.311,6.869,-3.624,12.686,0.862,12.807,2.899,10.646,2.700,14.327,5.925
595.111,-59.390,-67.934,4.427,0.923,11.028,0.427,11.469,2.429,9.591,2.347,13.651,5.203
595.121,-76.343,-56.796,3.771,8.707,9.312,1.987,9.922,2.579,8.289,2.158,12.769,4.604
595.132,-88.607,-36.698,0.115,6.891,7.841,2.688,8.416,3.321,7.088,2.615,11.744,4.270
595.142,-101.069,-16.311,0.200,4.958,6.366,3.034,6.757,4.159,5.776,3.300,10.606,4.204
595.152,-109.229,9.064,-1.424,0.701,4.551,3.099,5.180,5.170,4.480,4.302,9.384,4.360
595.162,-119.163,31.807,1.290,2.925,3.199,4.264,3.551,6.218,3.111,5.444,8.086,4.753
595.172,-123.644,59.604,4.657,2.408,2.578,5.664,2.194,7.716,1.752,6.853,6.741,5.359
595.184,-128.709,94.177,3.995,0.582,0.762,7.958,0.808,9.515,0.385,8.790,5.193,6.370
595.196,-131.691,125.530,4.034,1.918,-0.824,9.561,-0.510,11.408,-0.916,10.776,3.711,7.647
595.207,-133.681,149.050,4.472,4.518,-1.982,11.359,-1.722,13.394,-2.143,12.725,2.297,9.163
595.219,-139.753,165.831,4.743,6.948,-3.347,13.455,-3.038,15.459,-3.476,14.643,0.923,10.855
595.231,-143.839,178.324,5.125,10.677,-4.428,15.734,-4.224,17.631,-4.690,16.562,-0.425,12.690
595.243,-147.177,193.284,4.468,13.531,-5.752,18.221,-5.415,20.137,-5.871,18.674,-1.723,14.656
595.255,-151.873,199.693,2.690,12.691,-7.019,20.135,-6.663,22.398,-7.049,20.627,-2.993,16.726
595.266,-154.550,204.542,1.920,8.940,-8.177,22.115,-7.916,24.407,-8.180,22.556,-4.258,18.786
595.278,-157.341,199.477,2.283,6.057,-9.198,23.118,-9.056,25.842,-9.225,24.089,-5.485,20.725
595.290,-153.680,188.384,1.844,0.405,-9.604,23.663,-9.983,26.749,-10.070,25.324,-6.673,22.444
595.302,-146.606,163.688,-1.415,0.138,-10.890,23.409,-10.782,26.811,-10.718,25.831,-7.734,23.757
595.314,-134.456,131.138,-0.386,-0.519,-11.558,22.688,-11.410,26.142,-11.095,25.492,-8.674,24.547
595.325,-116.731,95.061,0.700,2.996,-11.690,22.099,-11.450,25.182,-11.104,24.714,-9.401,24.859
595.337,-88.001,60.928,1.753,2.728,-11.149,20.454,-10.963,23.901,-10.653,23.487,-9.829,24.693
595.349,-62.174,27.880,1.625,0.992,-10.751,18.820,-10.219,22.383,-9.884,22.009,-9.892,24.145
595.361,-31.911,-5.468,0.749,-4.043,-9.519,16.056,-9.091,20.237,-8.812,20.176,-9.652,23.200
595.373,0.493,-27.923,-3.125,-5.380,-9.028,14.290,-7.715,18.011,-7.279,18.289,-9.059,21.892
595.384,27.694,-45.713,-2.162,-7.288,-7.620,12.450,-6.337,15.905,-5.716,16.440,-8.204,20.362
595.396,54.807,-59.095,0.142,-10.271,-5.516,10.052,-4.638,13.593,-4.042,14.528,-7.115,18.633
595.408,76.231,-69.175,0.237,-10.447,-3.379,7.598,-2.837,11.282,-2.335,12.567,-5.817,16.772
595.419,97.772,-76.444,-1.503,-8.281,-2.122,6.554,-0.867,9.057,-0.377,10.540,-4.307,14.805
595.431,117.633,-78.493,-4.500,-1.868,-0.728,6.209,1.002,7.326,1.602,8.702,-2.686,12.879
595.443,133.491,-75.639,-6.583,4.849,0.812,6.335,2.734,6.176,3.539,7.150,-0.992,11.110
595.455,145.879,-73.844,-7.828,11.244,2.481,6.431,4.370,5.488,5.391,5.829,0.711,9.583
595.467,158.109,-66.114,-11.513,8.957,3.909,5.706,5.868,5.154,7.209,4.938,2.381,8.337
595.478,168.369,-58.166,-13.716,7.855,5.464,5.130,7.182,4.892,8.868,4.348,3.960,7.369
595.490,177.658,-47.165,-14.255,9.003,7.198,4.695,8.533,4.824,10.493,4.066,5.488,6.622
595.502,176.930,-40.822,-14.476,9.073,8.805,4.240,9.512,4.762,11.682,3.846,6.855,6.084
595.514,168.971,-36.849,-13.901,7.476,9.683,3.794,10.048,4.663,12.346,3.691,7.980,5.679
595.526,156.996,-32.525,-11.608,5.098,10.718,2.555,10.410,4.441,12.655,3.539,8.879,5.333
595.537,141.903,-32.912,-12.749,2.355,10.736,1.235,10.528,3.980,12.729,3.306,9.554,5.002
595.549,119.487,-39.488,-9.475,1.484,11.402,0.671,10.319,3.430,12.416,2.936,9.969,4.627
595.560,92.982,-47.436,-7.281,0.949,11.595,-0.903,9.778,2.539,11.609,2.271,10.051,4.124
595.572,68.410,-54.837,-7.271,0.975,11.180,-1.695,9.143,1.732,10.712,1.545,9.888,3.518
595.584,40.742,-63.287,-7.379,-0.805,10.340,-2.443,8.121,0.802,9.553,0.789,9.480,2.835
595.595,13.184,-72.678,-6.616,0.153,9.554,-2.997,6.833,-0.337,8.104,-0.211,8.780,2.037
595.607,-13.256,-77.718,-6.530,-0.312,8.351,-3.489,5.436,-1.260,6.510,-1.125,7.838,1.181
595.619,-34.005,-80.691,-6.677,-3.227,6.928,-4.515,3.911,-2.170,4.887,-1.863,6.688,0.324
595.631,-53.972,-87.459,-6.593,-1.805,5.916,-5.669,2.218,-3.365,3.118,-2.884,5.363,-0.620
595.642,-68.689,-89.774,-1.425,-0.181,5.179,-6.590,0.839,-4.330,1.457,-3.797,3.953,-1.571
595.654,-83.035,-91.865,1.307,-2.744,3.786,-8.042,-0.430,-5.208,-0.195,-4.637,2.535,-2.497
595.666,-93.395,-87.960,1.506,-8.216,2.298,-9.794,-1.633,-6.054,-1.756,-5.255,1.128,-3.402
595.677,-103.503,-86.956,1.777,-7.715,0.904,-10.503,-2.905,-7.054,-3.274,-5.926,-0.250,-4.308
595.688,-106.785,-84.484,0.268,-8.372,-1.052,-11.916,-3.978,-7.861,-4.480,-6.590,-1.419,-5.112
595.698,-109.019,-80.697,-0.319,-7.281,-2.686,-12.183,-4.988,-8.548,-5.530,-7.158,-2.528,-5.866
595.710,-109.513,-70.317,1.140,-3.846,-4.281,-11.357,-5.964,-8.924,-6.603,-7.530,-3.790,-6.656
595.722,-111.343,-56.042,-0.123,-0.836,-6.122,-10.503,-6.912,-8.828,-7.635,-7.646,-4.965,-7.244
595.734,-110.711,-35.024,-3.292,-1.875,-8.608,-9.786,-7.906,-8.340,-8.534,-7.333,-6.021,-7.534
595.745,-104.119,-10.489,-4.650,-1.075,-10.267,-8.498,-8.716,-7.548,-9.168,-6.664,-6.944,-7.508
595.756,-91.739,16.975,-2.132,3.065,-10.164,-6.436,-9.114,-6.229,-9.494,-5.613,-7.748,-7.156
595.767,-72.676,49.595,-2.815,5.632,-10.010,-4.440,-9.006,-4.372,-9.377,-4.160,-8.304,-6.429
595.779,-50.544,83.737,-7.423,3.753,-10.139,-2.784,-8.801,-2.080,-8.958,-2.197,-8.670,-5.265
595.791,-23.951,119.684,-7.126,1.055,-9.434,-0.536,-8.408,0.460,-8.289,0.291,-8.825,-3.697
595.802,-2.545,145.523,-5.552,-0.352,-7.702,1.966,-7.803,2.791,-7.558,2.706,-8.735,-1.890
595.814,26.517,170.263,-3.454,1.059,-5.872,4.683,-6.598,5.159,-6.420,5.096,-8.372,0.024
595.825,52.995,189.082,-5.232,1.973,-5.399,7.246,-5.241,7.471,-5.100,7.369,-7.725,2.045
595.837,75.704,205.178,-6.084,2.089,-4.144,9.730,-3.799,9.897,-3.645,9.756,-6.813,4.270
595.848,93.394,216.820,-6.006,1.333,-2.629,11.937,-2.396,12.248,-2.159,12.066,-5.730,6.545
595.860,105.019,228.682,-4.712,-0.763,-1.069,13.849,-1.119,14.520,-0.867,14.368,-4.569,8.809
595.872,116.914,235.021,-3.006,-6.227,0.815,14.759,0.334,16.416,0.461,16.507,-3.322,11.038
595.884,126.188,237.052,-6.651,-3.264,1.731,16.401,1.646,18.023,1.818,18.373,-2.008,13.142
595.896,131.256,232.010,-5.394,-3.280,2.896,17.587,2.795,19.342,3.052,19.762,-0.721,15.009
595.907,132.226,225.773,-4.099,-5.354,4.372,18.466,3.909,20.511,4.088,21.011,0.530,16.689
595.919,135.472,207.689,-4.065,-9.455,5.435,17.688,4.991,20.929,5.104,21.749,1.729,18.079
595.931,140.739,187.789,-4.089,-8.862,6.587,17.925,6.171,20.851,6.243,21.842,2.922,19.036
595.943,144.965,154.577,-4.403,-10.343,7.435,16.923,7.346,20.138,7.387,21.437,4.129,19.624
595.954,145.895,121.269,-4.883,-5.850,8.629,16.450,8.375,18.965,8.396,20.267,5.270,19.668
595.966,145.610,88.488,-3.848,-2.211,10.152,15.286,9.364,17.883,9.408,18.984,6.371,19.364
595.978,139.469,62.055,-3.320,-1.348,10.713,14.469,9.950,16.693,9.957,17.580,7.331,18.752
595.990,126.510,38.931,-4.858,-3.464,11.080,12.550,10.323,15.322,10.241,16.069,8.156,17.904
596.002,106.445,24.436,-6.738,-1.113,9.938,11.899,10.051,14.133,10.081,14.726,8.716,16.919
596.014,82.314,15.283,-7.559,-2.210,8.457,10.765,9.410,12.957,9.538,13.383,8.969,15.844
596.025,56.697,10.293,-6.833,-2.731,7.691,9.834,8.389,11.960,8.674,12.361,8.868,14.792
596.037,30.719,11.561,-5.313,-0.459,6.682,9.462,7.238,11.152,7.457,11.418,8.448,13.756
596.049,8.799,10.939,-5.062,3.662,5.655,9.229,6.042,10.525,6.234,10.607,7.795,12.828
596.061,-12.159,15.296,-3.517,9.323,4.717,9.336,4.757,10.237,4.855,9.907,6.930,12.008
596.072,-29.971,21.340,-5.304,11.051,3.382,9.362,3.441,10.335,3.477,9.527,5.917,11.422
596.084,-52.879,23.665,-2.317,11.275,2.205,9.359,1.735,10.512,1.733,9.319,4.713,11.061
596.096,-73.632,23.837,-1.335,9.152,0.596,8.441,0.103,10.527,-0.057,9.104,3.361,10.796
596.108,-95.561,19.045,-0.239,8.300,-0.834,8.300,-1.630,10.329,-1.908,8.903,1.903,10.581
596.118,-113.866,8.061,1.653,8.113,-2.055,7.871,-3.156,9.855,-3.616,8.380,0.449,10.295
596.129,-132.143,-0.571,4.227,5.424,-2.590,6.461,-4.813,9.324,-5.491,7.903,-1.089,9.939
596.140,-148.561,-10.696,6.872,2.198,-3.730,4.416,-6.399,8.438,-7.407,7.235,-2.710,9.456
596.151,-163.909,-18.920,3.324,-1.112,-6.397,2.708,-8.048,7.365,-9.216,6.532,-4.355,8.846
596.162,-175.758,-30.803,1.681,-1.524,-8.585,1.666,-9.716,6.066,-10.870,5.587,-6.007,8.089
596.174,-184.384,-42.270,1.158,3.176,-10.162,0.949,-11.317,4.794,-12.391,4.428,-7.659,7.178
596.185,-187.342,-53.857,6.081,3.409,-10.750,-0.363,-12.624,3.684,-13.771,3.288,-9.260,6.214
596.196,-184.667,-64.608,9.825,0.497,-11.148,-2.260,-13.531,2.479,-14.982,2.186,-10.725,5.178
596.207,-170.407,-73.771,7.861,0.498,-12.735,-3.315,-13.934,1.066,-15.595,0.922,-11.984,4.022
596.219,-150.834,-81.275,6.428,2.438,-13.149,-4.244,-14.114,-0.228,-15.753,-0.354,-12.949,2.806
596.230,-127.004,-85.283,9.828,2.186,-12.473,-5.116,-13.868,-1.427,-15.602,-1.517,-13.593,1.588
596.241,-93.140,-83.892,8.159,0.583,-12.039,-5.956,-12.892,-2.443,-14.758,-2.524,-13.799,0.418
596.253,-56.291,-76.011,2.079,-3.049,-11.508,-6.988,-11.687,-3.191,-13.354,-3.086,-13.562,-0.616
596.264,-23.549,-67.655,2.059,-6.594,-10.297,-7.766,-10.523,-3.944,-11.909,-3.543,-13.002,-1.552
596.276,8.699,-62.286,1.077,-2.772,-8.905,-7.913,-9.033,-4.748,-10.217,-4.180,-12.161,-2.479
596.287,43.281,-48.119,0.819,-2.978,-6.909,-8.311,-7.186,-5.113,-8.127,-4.514,-11.012,-3.277
596.299,72.667,-34.404,0.020,-2.770,-4.870,-9.252,-5.186,-5.237,-5.943,-4.606,-9.597,-3.865
596.310,93.881,-23.377,-1.476,-1.293,-3.788,-8.628,-3.315,-5.277,-3.883,-4.639,-8.013,-4.291
596.322,112.632,-14.610,-2.709,-0.352,-2.326,-7.984,-1.480,-5.273,-1.858,-4.699,-6.332,-4.599
596.333,128.330,-0.461,-4.428,-0.012,-0.586,-7.214,0.280,-4.950,0.140,-4.480,-4.572,-4.747
596.345,143.047,21.338,-9.135,0.507,0.673,-5.926,1.795,-4.247,2.022,-3.881,-2.872,-4.670
596.356,153.907,41.775,-13.399,-0.054,1.957,-4.674,3.014,-3.351,3.711,-3.053,-1.253,-4.334
596.367,161.853,63.048,-17.346,-1.503,2.902,-3.466,3.978,-2.287,5.206,-1.982,0.240,-3.787
596.378,169.564,85.526,-21.284,-2.948,3.849,-2.219,4.749,-1.079,6.544,-0.709,1.574,-3.050
596.389,171.826,106.349,-21.699,-3.732,5.098,-0.830,5.334,0.195,7.588,0.653,2.754,-2.143
596.400,168.902,125.085,-20.562,-3.882,6.061,0.662,5.715,1.549,8.286,2.097,3.745,-1.086
596.411,167.001,140.985,-20.694,-3.345,6.745,2.219,6.020,2.911,8.813,3.512,4.528,0.057
596.422,161.154,155.640,-20.437,-1.914,7.137,4.007,6.144,4.396,9.076,4.977,5.143,1.297
596.433,155.090,170.839,-19.658,0.444,7.580,6.108,6.227,6.071,9.207,6.535,5.603,2.642
596.444,147.476,182.252,-17.599,7.893,8.189,8.811,6.205,7.925,9.123,8.052,5.916,4.103
596.455,129.918,188.831,-13.103,10.077,8.532,10.544,5.930,9.773,8.613,9.395,6.011,5.591
596.466,106.594,194.029,-9.142,6.074,9.415,10.818,5.409,11.542,7.681,10.853,5.910,7.144
596.477,80.145,190.022,-7.001,4.212,8.760,12.164,4.853,12.907,6.638,12.243,5.698,8.782
596.488,53.271,177.372,-0.954,3.877,8.788,12.938,4.169,13.951,5.383,13.216,5.304,10.282
596.500,24.838,157.250,-2.110,-0.462,8.226,12.586,3.371,14.310,3.958,13.726,4.743,11.513
596.512,-3.187,134.615,-0.715,1.508,7.107,12.701,2.169,14.254,2.419,13.831,3.975,12.412
596.523,-34.570,110.900,0.631,-2.387,5.553,12.523,0.798,13.939,0.647,13.596,3.016,12.914
596.534,-64.123,83.698,2.923,-5.516,5.232,10.854,-0.715,12.952,-1.247,13.057,1.847,13.070
596.546,-85.827,54.519,2.865,-0.390,3.133,10.078,-2.155,11.677,-3.066,11.905,0.521,12.820
596.558,-107.464,32.293,-0.250,-0.442,0.428,8.946,-3.969,10.539,-5.018,10.735,-0.959,12.288
596.569,-122.358,18.746,-5.370,-1.982,-2.196,7.888,-5.818,9.543,-6.761,9.780,-2.362,11.734
596.579,-134.476,6.586,-3.773,-1.994,-3.874,6.725,-7.626,8.492,-8.452,8.791,-3.853,11.058
596.590,-144.611,-3.584,-1.151,-2.645,-5.799,5.670,-9.354,7.409,-10.211,7.738,-5.420,10.267
596.600,-150.165,-8.402,-1.644,-4.983,-7.357,4.870,-10.880,6.429,-11.809,6.851,-6.966,9.418
596.611,-154.349,-13.949,-2.371,-7.932,-8.989,3.491,-12.403,5.247,-13.304,5.857,-8.495,8.498
596.621,-154.228,-18.026,-1.763,-12.191,-10.264,1.937,-13.687,4.029,-14.551,4.915,-9.954,7.521
596.632,-151.279,-20.323,0.744,-15.810,-11.115,0.190,-14.825,2.676,-15.728,3.960,-11.338,6.467
596.642,-139.348,-25.306,2.716,-14.308,-11.147,-0.847,-15.343,1.140,-16.368,2.792,-12.543,5.333
596.653,-121.524,-29.483,1.087,-9.708,-11.572,-0.504,-15.436,-0.265,-16.552,1.475,-13.521,4.122
596.664,-98.458,-29.608,0.136,-7.999,-11.732,-0.697,-15.133,-1.312,-16.312,0.382,-14.199,2.947
596.674,-71.217,-30.643,-3.980,-5.061,-11.526,-1.244,-14.536,-2.250,-15.582,-0.649,-14.570,1.821
596.685,-40.669,-27.181,-2.464,-3.162,-10.606,-2.100,-13.610,-2.836,-14.487,-1.445,-14.632,0.772
596.695,-12.886,-25.589,1.011,-1.146,-9.070,-2.351,-12.412,-3.391,-13.336,-2.208,-14.399,-0.174
596.706,15.154,-20.541,3.934,0.948,-7.393,-2.575,-10.816,-3.648,-11.872,-2.792,-13.857,-1.012
596.716,40.619,-13.368,6.463,-0.716,-5.652,-2.858,-9.017,-3.744,-10.270,-3.164,-13.019,-1.703
596.727,61.489,-5.026,8.514,-2.485,-3.835,-3.013,-7.081,-3.822,-8.576,-3.346,-11.915,-2.260
596.737,80.015,2.743,9.967,-1.782,-2.013,-2.943,-5.048,-3.847,-6.791,-3.446,-10.604,-2.691
596.748,96.295,11.810,9.569,-1.121,-0.278,-2.769,-2.964,-3.740,-4.906,-3.443,-9.105,-3.011
596.758,107.015,28.008,6.945,-4.045,0.802,-2.884,-1.089,-3.290,-3.103,-3.023,-7.501,-3.168
