R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,50,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFPT21R,aKFPT21P
157.785,4.053,-17.025,-4.011,0.979,-3.350,0.975
157.797,3.958,24.875,-3.986,0.812,-3.374,1.017
157.809,-10.789,-5.783,-3.940,0.566,-3.415,1.062
157.821,30.726,-31.979,-3.725,-0.042,-3.470,1.074
157.831,-3.156,-21.752,-3.731,-0.039,-3.515,1.078
157.843,40.530,-49.511,-3.437,-0.572,-3.592,1.038
157.853,-8.642,-31.969,-3.335,-0.114,-3.638,1.031
157.863,-3.469,82.622,-2.963,-0.784,-3.685,1.018
157.873,6.975,-65.352,-3.080,-0.869,-3.725,0.996
157.883,-12.746,60.366,-2.879,-0.842,-3.784,0.944
157.893,6.262,-76.007,-2.894,-0.694,-3.862,0.892
157.905,14.986,-75.057,-2.806,-0.242,-3.991,0.833
157.915,-2.178,40.114,-2.680,0.430,-4.138,0.794
157.927,-7.832,10.355,-2.726,0.576,-4.383,0.751
157.940,-12.694,-0.814,-2.950,0.219,-4.721,0.729
157.950,-44.978,10.511,-3.424,-0.279,-5.074,0.712
157.962,-24.089,40.068,-2.846,-0.493,-5.471,0.687
157.972,25.531,-37.045,-2.352,-0.650,-5.766,0.661
157.982,-10.825,6.612,-2.380,-0.771,-6.007,0.628
157.994,4.919,17.299,-2.627,-0.018,-6.291,0.564
158.004,-13.572,-6.102,-2.721,0.610,-6.521,0.515
158.016,-27.817,-41.505,-3.259,0.713,-6.726,0.468
158.026,-64.613,-10.973,-4.356,0.346,-6.848,0.399
158.036,43.186,41.824,-4.521,0.804,-6.908,0.274
158.046,7.376,-34.721,-3.762,0.587,-6.822,0.132
158.056,-17.391,-10.368,-3.658,0.046,-6.569,-0.044
158.068,-1.502,2.166,-3.539,-0.276,-6.121,-0.347
158.080,19.183,8.781,-3.553,-0.316,-5.528,-0.708
158.090,-32.648,-3.557,-3.537,-0.259,-4.930,-1.022
158.103,-3.366,18.321,-3.772,-0.458,-4.108,-1.421
158.115,0.129,33.913,-4.299,-1.194,-3.214,-1.839
158.127,-4.218,41.332,-4.961,-1.485,-2.291,-2.276
158.137,-48.820,-35.726,-5.439,-1.477,-1.524,-2.618
158.147,16.011,-51.259,-5.400,-2.525,-0.766,-2.945
158.157,3.141,63.321,-4.973,-2.069,-0.017,-3.264
158.167,-19.654,11.812,-4.823,-1.299,0.687,-3.513
158.179,-4.591,-10.579,-4.710,-0.936,1.455,-3.686
158.191,23.060,-2.243,-4.972,-1.038,2.102,-3.796
158.201,-82.224,-3.958,-5.862,-1.121,2.517,-3.878
158.211,-19.274,-28.721,-6.585,-1.260,2.771,-3.937
158.221,17.611,33.575,-6.439,-1.091,2.882,-3.996
158.231,29.511,-57.547,-5.886,-1.169,2.857,-4.041
158.241,-34.511,-30.123,-5.574,-1.794,2.763,-4.094
158.252,-19.771,40.552,-5.866,-1.640,2.616,-4.158
158.263,-5.807,9.583,-4.896,-1.484,2.343,-4.208
158.274,5.907,13.246,-3.334,-0.965,2.071,-4.201
158.286,11.344,49.902,-1.847,0.114,1.795,-4.131
158.297,33.641,55.371,-0.199,0.717,1.546,-3.998
158.309,58.739,15.751,1.533,0.514,1.348,-3.835
158.319,-8.702,-51.029,2.212,-0.229,1.214,-3.707
158.330,-27.645,-48.544,1.993,-1.169,1.073,-3.607
158.340,6.635,25.289,1.763,-1.613,0.958,-3.533
158.351,9.199,66.864,1.702,-1.110,0.811,-3.465
158.362,-1.600,-83.934,1.528,-2.513,0.610,-3.430
158.372,-0.593,5.575,1.255,-4.027,0.366,-3.453
158.383,7.706,80.385,1.052,-3.747,0.074,-3.519
158.393,-19.885,-6.224,0.498,-3.689,-0.265,-3.553
158.404,42.347,-30.420,0.114,-3.923,-0.689,-3.591
158.415,-1.007,5.907,0.102,-3.856,-1.180,-3.645
158.425,-21.421,18.947,-1.173,-2.597,-1.754,-3.664
158.436,29.127,-30.031,-1.812,-1.729,-2.460,-3.642
158.447,-14.099,-1.747,-2.206,-1.237,-3.182,-3.567
158.457,34.820,44.546,-2.229,-0.239,-3.902,-3.418
158.468,-36.002,-20.503,-2.112,0.351,-4.589,-3.196
158.479,56.495,29.353,-1.820,0.969,-5.239,-2.919
158.489,13.317,-75.658,-0.662,0.664,-5.849,-2.609
158.500,-7.451,34.466,-0.010,0.740,-6.373,-2.293
158.511,-10.838,-43.418,0.391,0.148,-6.862,-1.979
158.522,30.242,-30.891,1.318,-0.828,-7.288,-1.682
158.532,-16.617,33.104,1.406,-0.771,-7.603,-1.390
158.543,16.975,-64.992,1.272,0.062,-7.882,-1.041
158.554,29.310,-17.459,1.194,-0.168,-8.138,-0.646
158.565,-21.076,31.899,0.599,1.661,-8.305,-0.174
158.575,64.917,-24.519,0.432,2.669,-8.436,0.352
158.586,-4.648,-64.994,0.851,0.713,-8.462,0.823
158.597,-5.121,30.464,0.849,0.056,-8.340,1.237
158.607,25.878,-24.638,1.044,-1.075,-8.141,1.580
158.618,-25.268,-56.025,0.991,-2.909,-7.838,1.837
158.629,11.895,25.097,1.008,-3.307,-7.434,2.026
158.640,-18.108,-56.877,1.283,-3.643,-6.968,2.149
158.650,-1.244,79.686,1.139,-3.517,-6.400,2.276
158.661,11.168,0.447,1.566,-3.243,-5.734,2.399
158.672,-23.290,-25.059,1.723,-2.858,-5.000,2.522
158.682,7.840,36.988,1.664,-2.064,-4.216,2.680
158.693,12.553,-38.666,2.064,-1.716,-3.400,2.883
158.704,-13.549,46.621,2.020,-1.810,-2.616,3.074
158.714,0.676,-18.172,1.983,-1.801,-1.839,3.287
158.725,38.309,-14.824,2.096,-2.639,-1.119,3.485
158.736,-39.678,30.759,2.035,-2.967,-0.451,3.675
158.746,23.128,-42.390,1.928,-3.150,0.160,3.885
158.757,2.913,10.347,1.980,-3.476,0.710,4.104
158.769,41.191,-10.355,1.898,-3.326,1.212,4.335
158.780,-46.060,8.020,1.342,-3.140,1.668,4.566
158.791,-1.376,38.203,0.694,-1.849,2.060,4.829
158.804,38.600,-30.573,0.476,-1.435,2.406,5.110
158.815,-9.394,-39.171,0.456,-2.320,2.731,5.268
158.827,14.436,19.590,0.570,-2.665,3.071,5.303
158.839,38.609,6.399,1.507,-3.188,3.432,5.242
158.851,29.290,-50.458,2.207,-4.127,3.832,5.060
158.863,-1.761,-54.422,2.460,-6.015,4.247,4.725
158.874,24.263,6.380,2.808,-7.047,4.675,4.280
158.886,17.290,25.291,3.581,-7.404,5.082,3.757
158.898,13.121,35.403,4.749,-7.202,5.453,3.161
158.910,-25.171,64.642,5.334,-7.105,5.818,2.529
158.922,-77.916,-1.036,5.091,-6.941,6.162,1.838
158.934,-65.714,-18.269,4.365,-6.217,6.447,1.166
158.946,-27.802,-9.977,2.550,-4.816,6.636,0.602
158.958,9.349,-25.646,0.675,-2.631,6.724,0.200
158.970,46.172,-5.776,-0.171,-0.861,6.665,-0.064
158.981,53.970,-12.036,-0.527,0.195,6.478,-0.216
158.993,34.245,-50.645,-0.855,-0.060,6.221,-0.299
159.004,2.008,-78.450,-1.353,-1.138,5.915,-0.396
159.015,16.388,-55.232,-1.532,-2.519,5.606,-0.532
159.027,42.135,-0.325,-1.174,-3.189,5.303,-0.703
159.038,49.901,12.100,-0.104,-3.353,5.036,-0.894
159.049,12.852,-71.363,0.758,-3.503,4.844,-1.082
159.059,-18.489,-39.312,0.845,-3.792,4.720,-1.273
159.070,0.289,10.650,0.413,-2.782,4.608,-1.495
159.082,15.116,3.982,-0.256,-1.009,4.515,-1.647
159.093,3.051,-31.470,-1.408,0.348,4.414,-1.712
159.104,-82.661,-1.766,-2.605,1.398,4.245,-1.731
159.115,-35.788,24.998,-4.448,2.805,3.982,-1.706
159.127,-16.228,11.420,-6.159,3.992,3.595,-1.653
159.138,-37.182,-15.464,-7.668,4.467,3.050,-1.585
159.149,-34.837,-47.781,-8.868,4.182,2.379,-1.567
159.161,-30.500,-53.726,-8.887,4.375,1.658,-1.595
159.171,22.811,42.261,-8.140,5.240,1.087,-1.641
159.181,-23.345,-4.992,-7.447,5.747,0.550,-1.664
159.193,-36.674,-18.539,-7.021,5.605,-0.106,-1.655
159.203,-59.501,2.735,-7.313,5.073,-0.659,-1.693
159.214,29.998,56.955,-6.633,5.131,-1.225,-1.772
159.225,52.278,19.888,-4.592,5.518,-1.716,-1.816
159.235,3.681,-50.460,-3.165,4.608,-2.111,-1.841
159.246,-15.103,-58.101,-2.895,2.346,-2.482,-1.890
159.257,-27.369,55.785,-2.984,1.005,-2.825,-1.990
159.267,-5.327,19.682,-2.919,0.485,-3.118,-2.057
159.278,3.499,-4.330,-2.513,-0.001,-3.355,-2.094
159.289,74.973,-9.569,-1.977,-0.447,-3.554,-2.114
159.299,-15.713,-47.285,-1.726,-0.806,-3.717,-2.097
159.310,-8.421,2.502,-1.684,-0.786,-3.805,-2.036
159.320,2.508,57.857,-1.642,0.070,-3.895,-1.901
159.331,2.880,-56.249,-1.586,0.504,-3.971,-1.673
159.342,1.006,14.317,-1.516,0.995,-4.012,-1.374
159.352,-13.927,66.466,-1.515,2.950,-4.061,-0.995
159.363,-0.433,-85.504,-1.564,3.556,-4.141,-0.538
159.374,17.445,10.150,-1.150,3.686,-4.221,-0.048
159.384,-36.878,12.388,-1.035,4.479,-4.329,0.457
159.395,5.655,-19.910,-1.022,4.409,-4.470,0.981
159.406,23.710,40.322,-0.417,4.832,-4.612,1.492
159.417,-35.900,-43.874,-0.214,5.027,-4.743,2.000
159.427,13.884,12.991,0.184,5.060,-4.838,2.494
159.438,-19.441,-7.980,0.776,5.542,-4.909,2.975
159.450,-36.124,-52.095,0.796,5.270,-4.910,3.525
159.462,14.002,5.459,1.207,5.216,-4.860,4.030
159.474,20.432,7.431,1.762,5.475,-4.745,4.515
159.486,0.326,-2.614,1.695,5.462,-4.572,4.971
159.498,-6.076,34.695,1.403,5.515,-4.360,5.386
159.510,-14.380,59.261,1.045,5.469,-4.130,5.765
159.520,8.516,-6.432,0.575,4.601,-3.947,6.008
159.532,13.937,15.411,0.194,4.678,-3.732,6.220
159.544,-50.715,-7.989,-0.468,4.483,-3.528,6.381
159.556,-43.507,-4.500,-1.659,4.050,-3.371,6.474
159.566,24.509,-15.008,-1.646,4.009,-3.250,6.526
159.576,-25.817,59.874,-1.770,3.286,-3.128,6.501
159.586,20.339,-50.142,-0.779,3.588,-2.963,6.471
159.596,-12.317,75.392,-0.986,3.521,-2.787,6.401
159.606,12.119,-74.683,-0.715,3.666,-2.596,6.305
159.618,1.058,65.016,-0.875,4.758,-2.359,6.187
159.631,-17.549,29.576,-1.541,6.662,-2.109,6.129
159.641,61.184,8.502,-2.252,7.060,-1.944,6.097
159.653,50.149,-32.296,-2.224,7.028,-1.742,6.035
159.663,-30.439,44.634,-2.323,6.125,-1.527,5.929
159.673,18.297,-64.932,-1.918,5.704,-1.293,5.790
159.683,-21.121,60.516,-1.816,4.535,-1.023,5.572
159.694,23.095,-53.128,-1.865,3.920,-0.761,5.274
159.705,-28.504,32.050,-1.930,3.406,-0.493,4.922
159.715,-8.680,31.098,-2.461,3.635,-0.245,4.567
159.726,50.278,-35.291,-1.908,3.238,-0.008,4.178
159.738,2.754,-17.108,-1.411,2.189,0.292,3.712
159.750,11.272,-5.809,-1.280,1.350,0.559,3.188
159.762,23.277,-24.145,-1.032,0.614,0.751,2.616
159.774,-45.149,2.154,-1.321,0.030,0.872,2.036
159.786,-47.588,22.856,-2.080,0.095,0.901,1.506
159.798,-40.046,2.053,-2.946,1.357,0.828,1.088
159.810,-23.165,-16.682,-4.252,2.929,0.640,0.817
159.822,10.411,-55.013,-5.299,4.170,0.314,0.682
159.834,-18.840,-58.220,-5.515,4.154,-0.128,0.654
159.846,-55.954,-26.192,-5.057,3.654,-0.624,0.655
159.858,-52.214,-34.573,-4.621,2.988,-1.147,0.641
159.870,-31.279,-53.194,-4.250,2.542,-1.684,0.618
159.882,2.496,-52.131,-4.577,1.314,-2.263,0.571
159.894,-12.562,-42.075,-4.797,-0.719,-2.861,0.440
159.906,-39.675,25.561,-4.858,-3.105,-3.476,0.174
159.918,-5.148,24.907,-5.230,-4.671,-4.103,-0.225
159.930,19.570,-6.768,-5.464,-5.341,-4.694,-0.706
159.942,48.472,10.475,-5.628,-5.753,-5.268,-1.212
159.954,15.785,25.810,-5.377,-5.888,-5.830,-1.735
159.967,-30.576,35.911,-4.454,-5.872,-6.319,-2.309
159.979,-42.323,-0.725,-3.982,-5.022,-6.707,-2.889
159.991,-18.578,-27.526,-3.663,-3.982,-7.003,-3.425
160.003,14.462,-66.954,-3.507,-2.578,-7.222,-3.868
160.015,23.530,-63.794,-2.938,-1.855,-7.407,-4.224
160.027,65.345,-13.171,-2.328,-1.367,-7.548,-4.507
160.039,-32.273,57.770,-1.506,-1.114,-7.608,-4.746
160.051,-69.507,20.103,-0.964,-0.903,-7.594,-4.921
160.063,-63.070,-0.339,-1.656,-0.794,-7.520,-5.065
160.075,-40.899,-19.605,-3.331,-0.680,-7.442,-5.155
160.087,-7.104,-33.577,-4.919,-0.528,-7.428,-5.195
160.099,21.664,-47.271,-6.164,-0.287,-7.433,-5.191
160.111,14.035,-68.792,-7.281,0.108,-7.442,-5.167
160.123,16.883,-72.698,-8.497,-0.038,-7.478,-5.125
160.135,-2.040,-81.428,-9.103,-0.165,-7.547,-5.036
160.147,2.659,-69.272,-9.358,-1.171,-7.636,-4.932
160.159,24.845,-38.186,-9.028,-1.575,-7.749,-4.851
160.171,47.309,-11.250,-7.577,-1.384,-7.858,-4.763
160.183,36.966,27.910,-5.590,-0.755,-7.888,-4.652
160.195,14.308,26.471,-4.307,-0.165,-7.850,-4.501
160.207,-7.420,6.071,-3.679,0.066,-7.763,-4.320
160.219,-9.577,-5.980,-3.414,-0.116,-7.702,-4.164
160.231,21.174,-6.423,-3.165,-0.387,-7.690,-4.037
160.243,11.073,-18.714,-3.022,-0.574,-7.704,-3.928
160.255,-0.033,-72.029,-3.147,-1.131,-7.719,-3.810
160.267,-5.082,8.184,-3.354,-1.241,-7.723,-3.711
160.279,-12.096,28.495,-3.734,-0.358,-7.781,-3.596
160.291,-22.873,0.949,-4.285,0.552,-7.907,-3.436
160.303,20.792,-20.526,-4.206,0.793,-8.042,-3.226
160.315,17.689,-2.113,-3.523,0.743,-8.136,-3.013
160.327,-9.636,-38.753,-3.260,0.752,-8.204,-2.821
160.339,-32.256,5.386,-3.710,0.796,-8.270,-2.619
160.351,0.619,14.975,-3.918,0.875,-8.332,-2.418
160.363,37.925,-22.986,-3.367,0.282,-8.385,-2.221
160.375,-18.194,-27.046,-3.149,-0.254,-8.434,-2.062
160.387,-26.844,11.941,-3.880,0.119,-8.480,-1.936
160.399,-2.100,25.833,-4.502,1.079,-8.592,-1.824
160.411,73.355,7.008,-4.444,1.502,-8.721,-1.705
160.423,-33.030,-56.966,-4.670,1.481,-8.848,-1.592
160.435,-74.386,-6.296,-5.667,1.563,-9.016,-1.498
160.447,5.791,22.334,-6.319,2.477,-9.207,-1.397
160.459,61.746,-27.966,-5.675,2.584,-9.452,-1.327
160.471,-29.167,21.765,-5.580,2.803,-9.694,-1.258
160.483,-44.728,8.183,-6.463,3.427,-9.934,-1.160
160.495,-6.149,-18.773,-6.802,3.715,-10.211,-1.063
160.506,39.536,29.902,-6.295,4.277,-10.458,-0.958
160.517,-70.705,-19.084,-6.037,4.231,-10.624,-0.860
160.528,31.254,18.275,-5.399,4.744,-10.729,-0.762
160.539,-69.168,-13.485,-5.093,3.996,-10.773,-0.693
160.549,43.852,-8.774,-4.946,4.045,-10.741,-0.616
160.559,-61.906,6.562,-5.096,3.601,-10.669,-0.560
160.570,21.373,12.368,-5.227,4.084,-10.557,-0.480
160.580,-42.902,-22.218,-5.166,3.909,-10.401,-0.374
160.591,23.430,12.115,-5.290,4.211,-10.178,-0.221
160.603,-8.767,-57.642,-5.931,2.903,-9.927,-0.090
160.615,-26.240,52.316,-7.485,2.390,-9.662,0.009
160.627,25.873,21.963,-7.729,2.409,-9.381,0.114
160.639,23.418,-33.645,-6.835,1.236,-9.011,0.197
160.651,-27.682,-27.285,-6.606,0.709,-8.561,0.273
160.663,-42.041,32.507,-7.172,1.628,-8.061,0.383
160.675,1.428,26.903,-7.180,3.533,-7.529,0.598
160.686,40.560,-35.090,-6.644,3.929,-7.001,0.886
160.698,-19.057,-57.852,-6.866,3.578,-6.393,1.206
160.710,-22.873,13.868,-7.320,3.316,-5.748,1.538
160.721,-3.081,-33.286,-7.616,2.739,-5.109,1.841
160.733,-11.349,-61.056,-7.996,1.250,-4.482,2.079
160.745,-46.283,-30.123,-8.744,0.243,-3.924,2.220
160.756,-65.200,13.629,-9.318,0.388,-3.383,2.366
160.767,4.923,40.689,-9.359,0.982,-2.840,2.558
160.779,5.282,20.011,-8.770,1.810,-2.269,2.800
160.790,-20.577,30.555,-8.239,2.841,-1.701,3.084
160.802,-71.023,18.700,-8.235,4.071,-1.135,3.419
160.814,-61.965,3.343,-8.421,5.381,-0.606,3.804
160.826,-33.482,-47.896,-8.459,6.452,-0.113,4.241
160.838,-9.205,-76.683,-8.305,6.861,0.358,4.706
160.849,27.718,-33.443,-7.953,6.517,0.758,5.141
160.861,28.626,-7.542,-7.507,5.212,1.123,5.526
160.873,17.985,4.753,-7.209,3.575,1.427,5.794
160.885,7.450,13.083,-6.934,1.776,1.655,5.917
160.896,-24.299,38.073,-6.991,0.541,1.824,5.916
160.908,-43.818,-31.608,-7.496,0.532,1.949,5.840
160.920,-40.386,-48.188,-8.496,1.103,1.993,5.750
160.932,-33.218,-53.879,-9.540,1.859,1.951,5.664
160.944,-30.055,-49.625,-10.339,2.424,1.848,5.606
160.956,-40.545,8.468,-10.616,2.633,1.707,5.576
160.967,-28.223,40.834,-10.693,2.840,1.563,5.542
160.979,-18.654,50.672,-10.700,3.406,1.395,5.512
160.991,-2.830,57.599,-10.627,4.211,1.233,5.526
161.003,11.366,49.886,-10.485,5.197,1.078,5.586
161.015,25.520,38.161,-10.310,5.814,0.910,5.701
161.027,20.705,34.362,-9.504,6.260,0.736,5.845
161.038,-25.615,27.401,-8.374,6.324,0.599,5.998
161.050,-43.103,15.836,-7.459,5.991,0.499,6.130
161.062,-58.078,-5.577,-7.283,5.318,0.439,6.240
161.074,-49.979,-32.964,-7.935,4.111,0.371,6.315
161.086,-15.632,-74.152,-8.978,2.242,0.270,6.319
161.097,24.373,-54.213,-9.863,-0.122,0.115,6.203
161.109,64.179,-4.656,-10.027,-2.514,-0.077,5.939
161.121,46.080,43.109,-9.202,-4.292,-0.233,5.549
161.133,-42.994,46.532,-7.360,-4.706,-0.277,5.111
161.145,-56.209,29.274,-5.641,-4.266,-0.203,4.685
161.156,-12.624,-22.932,-4.330,-3.080,-0.027,4.309
161.168,4.776,-40.066,-3.416,-2.034,0.214,4.022
161.180,30.756,3.101,-2.737,-1.950,0.455,3.793
161.192,29.988,19.796,-2.338,-2.401,0.685,3.588
161.204,21.331,24.510,-1.731,-3.229,0.887,3.351
161.215,16.892,29.562,-1.139,-3.999,1.067,3.049
161.227,18.126,-1.154,-0.824,-4.403,1.243,2.693
161.239,10.842,-68.179,-0.862,-4.558,1.398,2.329
161.251,5.304,-81.454,-1.182,-4.415,1.501,1.997
161.263,2.088,-83.488,-1.630,-4.992,1.546,1.680
161.274,1.765,-77.495,-2.048,-6.035,1.535,1.334
161.286,3.457,-54.940,-2.359,-7.145,1.482,0.954
161.298,13.241,2.049,-2.482,-8.045,1.412,0.543
161.310,12.705,31.387,-2.507,-8.163,1.343,0.100
161.322,15.981,38.379,-2.619,-7.735,1.282,-0.355
161.333,18.999,36.906,-2.569,-6.281,1.235,-0.797
161.345,22.105,27.923,-2.409,-4.252,1.211,-1.183
161.357,35.869,-8.464,-2.212,-2.250,1.223,-1.497
161.369,38.053,-19.122,-1.868,-0.692,1.296,-1.728
161.381,37.844,-23.677,-1.655,0.476,1.439,-1.896
161.392,37.322,-21.290,-1.060,0.911,1.662,-2.034
161.404,39.154,-18.937,-0.155,0.720,1.989,-2.185
161.416,16.249,3.245,0.820,0.205,2.456,-2.369
161.428,6.237,12.234,1.844,-0.395,3.058,-2.578
161.440,-4.052,21.607,2.661,-0.930,3.811,-2.807
161.451,-10.181,27.144,3.195,-1.280,4.692,-3.045
161.463,-15.359,30.432,3.651,-1.068,5.696,-3.273
161.475,-15.781,30.458,3.937,-0.395,6.810,-3.442
161.487,-38.416,-2.815,3.935,0.468,7.997,-3.544
161.499,-14.611,-11.665,3.699,1.289,9.227,-3.567
161.510,5.373,-2.597,3.400,1.938,10.429,-3.518
161.522,7.090,18.648,3.417,2.277,11.597,-3.414
161.534,-6.569,30.108,3.755,2.336,12.764,-3.274
161.546,-33.009,27.871,4.147,2.310,13.894,-3.116
161.558,-18.323,8.061,4.081,2.170,14.909,-2.946
161.570,16.596,-31.987,3.435,1.436,15.761,-2.769
161.581,21.198,-52.516,2.784,-0.334,16.407,-2.631
161.593,-0.735,-75.542,2.275,-2.755,16.834,-2.563
161.604,-30.667,-0.230,1.537,-4.629,16.949,-2.608
161.615,-26.906,25.550,0.542,-5.341,16.845,-2.711
