R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,10,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,GPT1X,GPT1Z,aPT1R,aPT1P,aKFRawR,aKFRawP,aKFPT10R,aKFPT10P,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
535.550,-98.189,-15.164,-1.622,4.562,-4.473,1.190,-9.238,2.713,-8.876,2.445,-6.300,4.077
535.562,-97.303,-26.518,-2.736,6.056,-5.256,0.810,-10.012,2.141,-9.794,1.592,-7.377,3.502
535.573,-89.716,-37.875,-4.653,7.098,-5.806,0.611,-10.634,1.579,-10.421,0.732,-8.331,2.901
535.585,-83.455,-44.713,-2.741,4.534,-5.991,0.551,-11.229,1.007,-11.037,-0.001,-9.178,2.287
535.597,-73.121,-48.997,-1.771,2.239,-6.710,-0.889,-11.467,0.332,-11.356,-0.678,-9.881,1.646
535.609,-58.927,-54.025,-2.855,0.955,-6.878,-2.620,-11.320,-0.415,-11.258,-1.337,-10.356,1.001
535.620,-44.999,-54.936,-4.421,-1.558,-6.595,-3.992,-11.117,-1.073,-11.022,-1.843,-10.640,0.354
535.632,-29.282,-59.453,-1.485,-6.552,-6.656,-5.226,-10.676,-2.062,-10.622,-2.523,-10.740,-0.352
535.644,-14.304,-60.584,4.030,-10.261,-5.637,-6.553,-9.903,-3.202,-10.096,-3.212,-10.619,-1.154
535.656,0.287,-64.650,5.159,-13.114,-4.679,-8.701,-8.807,-4.697,-9.358,-4.162,-10.248,-2.087
535.668,17.033,-69.600,3.556,-9.671,-4.159,-9.121,-7.464,-6.145,-8.288,-5.316,-9.627,-3.162
535.678,28.998,-73.645,3.970,-3.553,-3.239,-8.820,-6.435,-7.099,-7.308,-6.278,-9.004,-4.045
535.688,38.799,-76.088,5.869,-4.833,-2.035,-9.742,-5.294,-7.894,-6.323,-7.157,-8.265,-4.937
535.699,48.213,-76.999,5.158,-8.385,-1.141,-11.007,-4.112,-8.778,-5.241,-7.950,-7.417,-5.833
535.709,58.610,-79.710,6.982,-4.276,0.441,-11.096,-2.871,-9.669,-4.106,-8.841,-6.482,-6.730
535.720,68.074,-83.022,4.656,-1.100,1.578,-11.862,-1.438,-10.488,-2.814,-9.789,-5.421,-7.626
535.730,76.377,-87.950,0.537,0.036,2.422,-12.487,-0.199,-11.174,-1.448,-10.705,-4.305,-8.468
535.741,80.090,-90.530,-1.131,-0.693,3.157,-13.956,0.644,-11.820,-0.383,-11.501,-3.219,-9.275
535.751,85.912,-92.014,4.190,0.611,5.509,-14.192,1.742,-12.402,0.736,-12.206,-2.138,-10.039
535.762,89.762,-93.020,3.517,0.985,7.010,-14.261,2.903,-12.889,1.854,-12.880,-1.038,-10.760
535.772,93.081,-94.528,1.650,-3.453,7.679,-15.166,3.907,-13.471,2.936,-13.472,0.048,-11.431
535.783,95.744,-97.950,2.013,-1.250,8.532,-15.675,4.858,-14.262,3.956,-14.163,1.121,-12.118
535.794,97.285,-101.449,1.166,3.681,9.125,-15.551,5.773,-14.771,4.915,-14.889,2.156,-12.777
535.804,97.398,-100.167,0.057,-0.161,9.410,-16.269,6.513,-14.995,5.778,-15.322,3.139,-13.363
535.815,95.502,-97.007,1.256,-2.669,10.076,-16.574,7.124,-15.419,6.483,-15.594,4.049,-13.891
535.825,89.633,-95.128,2.649,0.556,10.612,-16.257,7.623,-15.755,6.975,-15.940,4.876,-14.372
535.836,80.501,-89.698,1.257,-2.151,10.953,-16.978,7.843,-15.889,7.211,-16.129,5.595,-14.796
535.846,71.781,-81.061,-4.069,-0.731,10.447,-16.647,7.910,-15.851,7.453,-16.024,6.172,-15.099
535.857,59.673,-73.594,-5.028,2.383,10.158,-16.210,7.623,-15.647,7.471,-15.913,6.573,-15.287
535.867,43.869,-62.874,-3.863,4.337,9.488,-15.848,7.077,-15.146,7.096,-15.580,6.758,-15.335
535.878,25.033,-47.220,-3.712,3.916,8.419,-15.219,6.274,-14.285,6.404,-14.925,6.720,-15.190
535.888,7.740,-31.443,-2.622,2.476,7.554,-14.521,5.350,-13.377,5.583,-14.034,6.470,-14.860
535.899,-13.227,-15.064,1.007,3.570,6.988,-13.564,4.327,-12.287,4.529,-13.024,6.044,-14.353
535.909,-34.009,2.104,2.733,-0.347,6.191,-13.519,3.163,-11.053,3.157,-11.796,5.419,-13.678
535.919,-52.503,20.293,1.727,-2.663,4.695,-12.453,1.981,-9.826,1.872,-10.352,4.662,-12.854
535.930,-69.506,37.132,2.972,-1.915,3.586,-11.292,0.705,-8.578,0.501,-8.928,3.770,-11.926
535.940,-83.966,51.580,1.588,1.435,2.030,-9.971,-0.462,-7.196,-0.789,-7.515,2.797,-10.883
535.951,-94.157,64.629,-3.073,2.715,-0.884,-8.255,-1.825,-5.626,-2.059,-6.074,1.714,-9.725
535.962,-103.441,80.322,-2.374,-2.309,-2.415,-7.083,-3.297,-4.053,-3.349,-4.399,0.576,-8.466
535.972,-114.342,91.499,1.743,2.634,-3.632,-4.946,-4.671,-2.528,-4.772,-2.867,-0.620,-7.134
535.983,-120.509,101.337,-3.211,2.146,-5.949,-3.249,-5.949,-0.897,-6.016,-1.332,-1.845,-5.739
535.993,-126.857,110.358,-4.008,0.960,-7.190,-1.911,-7.424,0.604,-7.232,0.162,-3.063,-4.347
536.003,-129.178,114.479,0.747,1.598,-7.533,-0.495,-8.581,1.856,-8.422,1.443,-4.290,-2.962
536.013,-130.390,120.214,-1.102,1.373,-7.681,0.976,-9.473,3.319,-9.432,2.875,-5.482,-1.534
536.024,-129.647,123.742,-2.923,2.083,-9.362,2.524,-10.458,4.607,-10.323,4.162,-6.609,-0.140
536.036,-125.410,126.340,-1.720,2.986,-9.363,4.466,-11.385,6.112,-11.257,5.586,-7.840,1.499
536.046,-118.959,126.804,-1.554,4.946,-9.649,7.246,-11.948,7.322,-11.823,6.720,-8.749,2.802
536.058,-101.411,125.505,-5.303,9.517,-9.864,8.232,-12.162,8.703,-11.942,7.876,-9.570,4.270
536.070,-83.782,119.509,-6.568,11.161,-9.335,8.056,-12.303,10.131,-11.798,8.916,-10.201,5.741
536.081,-69.162,110.917,-2.098,7.133,-9.457,8.765,-12.229,11.198,-11.681,9.853,-10.639,7.093
536.093,-51.419,100.209,1.572,4.781,-8.248,9.021,-11.663,11.787,-11.368,10.582,-10.854,8.270
536.105,-36.051,82.091,0.254,5.689,-7.440,9.023,-11.017,11.945,-10.907,10.818,-10.817,9.192
536.117,-19.214,66.304,1.306,3.118,-6.219,8.337,-10.177,11.958,-10.182,10.930,-10.558,9.866
536.128,-1.714,48.972,1.809,3.130,-5.135,8.062,-9.108,11.623,-9.208,10.744,-10.088,10.283
536.140,16.883,32.936,6.880,5.080,-3.602,7.843,-7.643,11.276,-7.958,10.467,-9.385,10.494
536.152,31.252,16.909,10.260,9.332,-2.098,7.782,-5.952,10.896,-6.722,10.010,-8.453,10.517
536.164,50.191,-0.727,8.668,14.678,-0.733,8.165,-3.967,10.550,-5.079,9.331,-7.272,10.395
536.176,61.239,-15.233,3.249,17.109,-0.058,7.622,-2.409,10.392,-3.515,8.737,-5.946,10.218
536.187,71.321,-26.714,0.942,13.303,0.693,6.208,-1.088,10.104,-1.992,8.231,-4.597,9.997
536.199,75.144,-35.977,0.799,8.777,1.679,4.419,0.033,9.570,-0.674,7.763,-3.277,9.706
536.211,81.044,-41.415,1.424,4.970,3.777,2.892,1.314,8.899,0.744,7.368,-1.968,9.328
536.221,82.582,-46.972,0.478,2.941,4.839,2.500,2.308,8.139,1.760,6.923,-0.911,8.918
536.232,83.552,-53.272,-1.595,3.689,5.604,1.930,3.138,7.234,2.742,6.278,0.103,8.406
536.242,84.458,-60.309,0.908,6.658,6.812,2.276,3.876,6.324,3.563,5.479,1.054,7.812
536.252,84.927,-64.122,0.520,3.515,7.555,1.405,4.698,5.600,4.400,4.829,1.974,7.194
536.262,83.232,-66.555,1.640,0.733,8.512,0.076,5.324,4.719,5.090,4.237,2.839,6.542
536.273,84.321,-68.089,3.625,1.872,9.350,-0.579,6.139,3.817,5.814,3.548,3.682,5.838
536.283,85.973,-69.159,0.143,1.185,10.039,-1.174,7.002,3.080,6.632,2.938,4.509,5.149
536.294,86.170,-70.223,-2.621,2.299,9.897,-1.375,7.507,2.251,7.344,2.283,5.286,4.444
536.304,80.798,-72.064,2.033,6.082,10.624,-1.622,7.896,1.572,7.779,1.544,5.986,3.741
536.314,74.758,-70.435,2.091,1.139,10.830,-3.109,8.269,1.004,8.035,1.030,6.587,3.074
536.324,70.718,-71.172,-1.443,2.067,11.106,-3.830,8.605,0.286,8.436,0.492,7.126,2.428
536.335,62.485,-72.745,-5.550,4.784,10.824,-4.352,8.572,-0.285,8.616,-0.130,7.580,1.767
536.346,48.756,-75.671,-3.466,5.194,11.908,-4.993,8.063,-0.923,8.313,-0.811,7.819,1.126
536.356,33.797,-76.914,-0.646,3.098,10.995,-5.678,7.605,-1.412,7.818,-1.348,7.865,0.544
536.366,21.675,-77.355,-4.510,3.120,9.408,-6.182,6.968,-1.989,7.276,-1.816,7.754,-0.026
536.376,6.082,-80.068,-4.454,3.129,8.908,-7.419,6.085,-2.548,6.584,-2.422,7.499,-0.599
536.386,-10.038,-80.623,-0.139,2.446,8.845,-8.105,5.115,-3.181,5.591,-2.943,7.063,-1.185
536.397,-27.996,-85.538,3.223,4.678,8.006,-9.240,4.213,-3.844,4.488,-3.653,6.502,-1.796
536.407,-41.569,-88.100,0.056,3.714,5.276,-10.111,3.265,-4.416,3.438,-4.240,5.827,-2.390
536.418,-53.343,-90.730,-0.938,3.912,4.254,-10.674,2.249,-4.981,2.437,-4.825,5.058,-2.984
536.428,-68.973,-92.907,2.003,-0.679,3.236,-11.432,1.041,-5.624,1.159,-5.387,4.189,-3.577
536.439,-83.959,-95.830,4.913,-0.261,2.545,-12.148,-0.220,-6.521,-0.272,-6.063,3.205,-4.214
536.450,-97.516,-100.968,3.425,1.455,0.868,-13.025,-1.377,-7.305,-1.636,-6.830,2.156,-4.882
536.460,-105.411,-104.794,-0.777,1.606,-1.996,-13.570,-2.564,-8.017,-2.785,-7.519,1.074,-5.549
536.471,-113.565,-108.875,-2.367,4.402,-3.826,-14.048,-3.877,-8.679,-3.915,-8.242,-0.046,-6.222
536.481,-123.244,-110.915,4.071,-0.184,-4.340,-15.091,-5.139,-9.309,-5.248,-8.882,-1.218,-6.884
536.492,-126.975,-110.958,1.598,-3.193,-5.899,-16.770,-6.218,-10.032,-6.429,-9.406,-2.408,-7.544
536.502,-126.384,-112.454,-0.570,-0.763,-6.614,-17.256,-7.066,-10.769,-7.234,-9.967,-3.523,-8.203
536.513,-132.094,-115.691,-0.586,1.672,-7.439,-17.807,-8.203,-11.390,-8.277,-10.661,-4.642,-8.877
536.523,-135.274,-115.730,-0.224,0.581,-8.404,-18.956,-9.316,-11.890,-9.369,-11.210,-5.762,-9.510
536.534,-132.810,-115.388,-1.808,-0.080,-9.767,-19.695,-10.192,-12.420,-10.170,-11.699,-6.840,-10.115
536.544,-131.954,-112.849,2.460,1.820,-10.269,-19.958,-10.943,-12.760,-10.939,-12.072,-7.834,-10.663
536.555,-128.980,-106.372,3.569,-1.393,-10.585,-20.220,-11.499,-12.886,-11.658,-12.275,-8.758,-11.142
536.566,-120.961,-97.069,2.569,-4.634,-11.182,-20.241,-11.806,-13.096,-12.039,-12.248,-9.561,-11.543
536.576,-110.764,-86.373,-0.531,-6.276,-13.378,-20.199,-12.005,-13.181,-12.230,-12.136,-10.209,-11.844
536.587,-97.551,-75.615,-1.749,0.948,-13.308,-18.936,-12.030,-12.999,-12.111,-11.935,-10.707,-12.037
536.597,-83.449,-62.377,0.548,2.355,-12.212,-17.692,-11.894,-12.349,-11.882,-11.531,-11.049,-12.062
536.608,-68.151,-45.924,4.613,2.083,-11.410,-16.821,-11.335,-11.567,-11.436,-10.835,-11.205,-11.909
536.619,-49.621,-27.135,7.260,1.130,-10.124,-15.685,-10.347,-10.486,-10.697,-9.853,-11.150,-11.559
536.629,-29.580,-10.417,5.373,6.348,-9.213,-14.413,-9.146,-9.277,-9.645,-8.827,-10.833,-11.009
536.639,-11.172,6.445,3.505,7.893,-8.599,-12.402,-8.016,-7.807,-8.555,-7.638,-10.322,-10.267
536.650,2.841,25.548,4.173,6.592,-7.086,-11.520,-6.956,-6.070,-7.519,-6.135,-9.657,-9.310
536.660,21.240,44.862,1.708,0.042,-6.188,-10.816,-5.618,-4.457,-6.147,-4.444,-8.844,-8.186
536.671,36.133,62.725,1.910,-1.078,-4.698,-9.221,-4.349,-2.900,-4.779,-2.732,-7.896,-6.938
536.683,54.513,82.207,1.419,-3.258,-3.231,-8.581,-2.641,-1.132,-3.011,-0.765,-6.575,-5.317
536.693,63.370,93.135,3.635,-1.620,-2.170,-6.882,-1.359,0.216,-1.687,0.762,-5.462,-3.981
536.705,72.474,105.549,2.867,-1.586,-1.519,-4.432,0.050,1.806,-0.295,2.412,-4.086,-2.378
536.717,81.542,118.339,4.652,-4.637,0.130,-3.290,1.585,3.387,1.180,4.139,-2.678,-0.757
536.729,86.941,128.758,-1.543,-10.137,1.124,-2.011,2.890,4.567,2.577,5.688,-1.270,0.791
536.740,92.376,135.524,-5.289,-13.133,1.854,-1.041,3.812,5.403,3.836,7.027,0.048,2.227
536.752,97.107,140.411,-5.819,-10.930,2.618,0.114,4.608,6.135,4.990,8.126,1.242,3.485
536.763,97.730,140.782,-3.486,-5.837,3.658,1.817,5.334,7.058,5.911,8.994,2.333,4.660
536.775,96.554,138.214,-0.585,-4.024,4.122,3.036,6.072,8.066,6.656,9.772,3.340,5.788
536.787,90.953,131.396,2.332,-6.386,5.015,3.845,6.719,8.782,7.151,10.352,4.262,6.812
536.798,85.690,121.982,7.852,-7.490,6.794,4.457,7.554,9.142,7.634,10.741,5.134,7.683
536.810,83.976,109.909,6.969,-3.825,7.380,5.758,8.601,9.356,8.263,10.846,6.011,8.376
536.822,79.726,96.552,0.511,-2.626,7.878,6.445,9.228,9.541,8.833,10.757,6.836,8.885
536.834,71.662,78.809,-6.503,-1.014,6.886,7.008,9.191,9.443,9.130,10.453,7.491,9.232
536.845,62.675,64.910,-9.151,2.504,6.424,7.274,8.802,9.476,9.219,10.099,7.910,9.426
536.857,50.239,52.105,-10.273,-2.165,5.650,7.058,8.185,9.316,8.983,9.769,8.063,9.512
536.868,36.961,34.579,-11.560,-1.626,4.307,6.804,7.300,8.735,8.429,9.160,7.921,9.409
536.879,22.868,20.307,-15.341,-3.275,2.737,6.332,6.214,8.147,7.701,8.537,7.562,9.164
536.891,7.157,4.585,-15.472,-0.599,1.567,6.282,4.761,7.268,6.610,7.659,6.913,8.746
536.902,-6.333,-9.836,-15.202,5.782,1.065,6.258,3.312,6.709,5.418,6.757,6.044,8.233
536.914,-22.243,-20.468,-17.060,7.510,-0.317,5.468,1.649,6.271,3.932,5.966,4.973,7.700
536.925,-38.628,-30.724,-14.759,9.574,-1.374,5.576,-0.105,5.798,2.268,5.171,3.708,7.163
536.937,-53.676,-35.614,-12.986,8.582,-2.502,4.901,-1.760,5.594,0.542,4.597,2.317,6.666
536.948,-71.704,-40.989,-12.789,3.632,-3.972,1.845,-3.617,5.111,-1.423,4.068,0.797,6.188
536.960,-85.959,-46.719,-11.519,1.912,-6.113,0.452,-5.400,4.360,-3.342,3.498,-0.819,5.667
536.971,-95.899,-48.034,-9.912,0.732,-7.549,0.315,-6.962,3.727,-5.083,3.020,-2.457,5.108
536.983,-104.321,-48.859,-9.096,-1.398,-8.112,-0.627,-8.427,3.007,-6.800,2.517,-4.062,4.532
536.994,-109.000,-47.238,-8.154,-2.305,-7.905,-1.877,-9.832,2.258,-8.374,2.056,-5.612,3.944
537.005,-109.548,-45.907,-1.789,-0.113,-8.360,-1.784,-10.770,1.692,-9.696,1.601,-7.045,3.364
537.016,-103.550,-44.995,2.055,-4.658,-8.205,-2.642,-11.102,1.124,-10.640,1.171,-8.285,2.795
537.027,-95.828,-45.106,0.236,-10.561,-8.477,-3.485,-11.346,0.210,-11.280,0.683,-9.252,2.189
537.038,-86.621,-46.415,6.870,-14.561,-7.767,-4.280,-11.385,-0.983,-11.735,0.005,-9.990,1.469
537.049,-69.599,-51.253,10.797,-12.804,-5.316,-5.231,-10.591,-2.337,-11.620,-0.888,-10.399,0.627
537.060,-49.102,-54.738,8.636,-9.543,-4.762,-5.346,-9.522,-3.329,-10.984,-1.770,-10.426,-0.280
537.072,-31.485,-55.357,11.822,-13.399,-4.084,-6.434,-8.470,-4.312,-10.254,-2.629,-10.146,-1.222
537.083,-11.329,-56.822,10.709,-13.280,-3.034,-7.574,-7.075,-5.454,-9.173,-3.578,-9.566,-2.196
537.094,6.860,-59.681,11.161,-14.998,-2.125,-8.277,-5.618,-6.600,-7.867,-4.596,-8.730,-3.206
537.105,23.189,-60.553,9.869,-13.538,-1.881,-8.927,-4.047,-7.658,-6.390,-5.563,-7.681,-4.250
537.117,39.130,-61.720,9.889,-9.142,-0.721,-9.452,-2.436,-8.593,-4.798,-6.579,-6.466,-5.279
537.128,49.931,-60.479,9.440,-7.096,0.223,-9.731,-0.971,-9.208,-3.306,-7.444,-5.142,-6.224
537.139,61.294,-55.194,6.179,-10.414,0.745,-11.160,0.489,-9.644,-1.744,-8.062,-3.762,-7.044
537.150,68.102,-48.366,2.483,-8.173,1.379,-11.204,1.688,-10.018,-0.261,-8.502,-2.390,-7.739
537.161,76.998,-39.672,3.011,-0.213,2.690,-9.476,2.844,-10.006,1.209,-8.810,-1.055,-8.275
537.173,82.261,-27.302,2.031,2.141,3.664,-8.450,3.965,-9.435,2.555,-8.785,0.242,-8.562
537.184,87.094,-11.373,0.174,-1.565,4.568,-7.796,4.958,-8.690,3.808,-8.394,1.473,-8.591
537.195,91.274,6.597,-0.530,-2.718,5.737,-6.699,5.870,-7.855,4.985,-7.680,2.654,-8.381
537.206,89.167,20.657,0.012,-2.770,7.728,-6.094,6.509,-7.065,5.826,-6.970,3.709,-7.993
537.217,89.783,36.760,-0.218,-3.207,7.589,-5.622,7.173,-6.127,6.637,-6.102,4.654,-7.455
537.228,91.051,55.181,0.741,-5.530,8.072,-4.635,7.909,-5.006,7.493,-4.960,5.555,-6.748
537.239,88.787,74.460,2.072,-6.189,8.512,-2.954,8.580,-3.710,8.191,-3.583,6.429,-5.857
537.251,82.642,89.583,3.371,-7.035,8.534,-1.232,9.111,-2.454,8.686,-2.232,7.222,-4.846
537.263,72.568,104.649,3.774,-8.638,8.141,0.221,9.424,-1.198,8.932,-0.851,7.901,-3.749
537.274,61.795,115.362,3.225,-10.857,7.855,1.636,9.581,-0.066,9.051,0.460,8.438,-2.618
537.286,47.548,125.187,2.142,-12.404,7.579,2.713,9.449,0.988,8.943,1.737,8.804,-1.495
537.298,33.298,132.086,0.817,-11.340,7.091,3.785,9.094,1.937,8.679,2.853,8.964,-0.426
537.309,20.604,136.746,-0.361,-4.844,6.867,5.170,8.647,3.052,8.359,3.889,8.943,0.623
537.321,2.981,137.632,-0.682,1.202,6.241,6.561,7.830,4.282,7.681,4.750,8.711,1.690
537.332,-14.118,141.725,-0.710,3.596,4.854,8.287,6.827,5.826,6.779,5.820,8.265,2.876
537.344,-31.356,144.219,-1.041,1.874,3.585,9.629,5.682,7.273,5.705,6.887,7.623,4.120
537.356,-45.588,146.445,-1.817,-1.325,2.259,10.099,4.433,8.585,4.539,8.037,6.806,5.391
537.367,-56.940,141.837,-2.788,-3.242,0.987,10.403,3.258,9.527,3.465,9.034,5.882,6.599
537.379,-66.258,131.314,-3.213,-2.264,-0.421,11.270,2.012,10.026,2.325,9.621,4.850,7.624
537.391,-71.874,119.539,-2.629,-0.582,-1.283,11.715,0.837,10.357,1.251,9.869,3.768,8.428
537.402,-73.504,111.460,-0.464,1.121,-1.803,12.051,-0.067,10.818,0.311,10.203,2.695,9.125
537.414,-75.759,95.039,-1.335,-0.468,-2.856,11.919,-0.986,10.871,-0.673,10.230,1.653,9.673
537.425,-75.118,77.418,-4.409,1.332,-4.389,11.744,-1.884,10.628,-1.480,9.974,0.654,9.996
537.437,-77.912,60.797,-0.487,0.417,-4.664,11.287,-2.821,10.326,-2.426,9.579,-0.328,10.122
537.449,-80.412,46.160,-0.058,-5.609,-5.300,9.430,-3.651,9.705,-3.383,9.119,-1.280,10.059
537.460,-78.885,29.394,-0.771,-5.490,-6.385,8.184,-4.366,8.692,-4.090,8.376,-2.166,9.758
537.472,-81.749,12.347,0.608,-5.796,-7.021,7.085,-5.155,7.558,-4.902,7.404,-3.012,9.224
537.484,-84.047,-2.695,1.181,-6.335,-7.485,5.571,-5.894,6.316,-5.795,6.332,-3.831,8.489
537.496,-82.343,-16.696,-0.119,-6.060,-7.863,3.887,-6.433,4.921,-6.444,5.099,-4.574,7.571
537.508,-77.347,-26.028,-1.406,-5.164,-8.406,2.376,-6.884,3.636,-6.843,3.886,-5.227,6.533
537.519,-71.704,-34.891,-1.360,-3.979,-8.591,1.588,-7.240,2.444,-7.110,2.696,-5.767,5.449
537.531,-65.416,-43.120,-1.078,-1.451,-8.702,0.987,-7.496,1.271,-7.359,1.461,-6.251,4.318
537.542,-54.426,-52.512,-1.221,1.855,-8.648,0.241,-7.477,0.189,-7.345,0.170,-6.599,3.186
537.554,-40.602,-59.356,-1.004,3.972,-8.327,-0.821,-7.211,-0.716,-7.053,-1.085,-6.780,2.082
537.566,-28.451,-60.244,-0.503,4.024,-7.650,-2.008,-6.806,-1.306,-6.658,-2.007,-6.793,1.087
537.577,-15.166,-58.515,-0.885,3.034,-7.320,-2.975,-6.227,-1.791,-6.136,-2.672,-6.657,0.223
537.589,0.074,-57.295,-2.233,1.304,-6.991,-3.417,-5.510,-2.346,-5.405,-3.294,-6.359,-0.549
537.601,16.715,-51.382,-2.908,-0.913,-6.413,-3.813,-4.745,-2.771,-4.517,-3.675,-5.917,-1.227
537.612,32.030,-50.880,-1.500,-5.411,-5.274,-4.972,-3.899,-3.476,-3.624,-4.096,-5.355,-1.855
537.624,46.825,-50.809,-0.925,-5.633,-4.038,-5.625,-2.781,-4.272,-2.562,-4.554,-4.632,-2.521
537.636,60.999,-52.453,-1.341,-2.278,-2.985,-5.972,-1.595,-5.012,-1.373,-5.181,-3.779,-3.214
537.647,72.546,-54.949,1.478,-0.429,-1.007,-6.251,-0.335,-5.621,-0.165,-5.851,-2.818,-3.901
537.659,80.989,-53.179,6.345,0.512,2.013,-6.416,1.152,-6.004,1.029,-6.317,-1.741,-4.521
537.671,86.983,-55.035,6.154,1.177,3.353,-6.328,2.602,-6.483,2.146,-6.883,-0.570,-5.096
537.683,92.507,-54.468,4.022,1.834,4.500,-6.411,3.985,-6.843,3.330,-7.361,0.645,-5.610
537.694,98.655,-49.364,-1.577,1.555,5.023,-6.236,5.146,-6.957,4.599,-7.598,1.884,-6.023
537.706,107.191,-38.887,-3.743,-0.399,5.870,-6.226,6.199,-6.870,5.919,-7.540,3.099,-6.301
537.718,113.290,-26.730,-4.406,-2.851,7.064,-6.135,7.126,-6.690,7.143,-7.250,4.263,-6.446
537.730,112.167,-12.751,-3.402,-8.151,8.012,-6.401,7.776,-6.523,8.012,-6.769,5.328,-6.470
537.741,112.941,-2.053,-0.696,-9.951,9.261,-6.074,8.511,-6.498,8.789,-6.312,6.280,-6.427
537.753,109.463,8.156,0.894,-7.281,10.162,-4.970,9.254,-6.429,9.439,-5.959,7.175,-6.376
537.765,100.750,21.407,2.084,-3.210,11.303,-3.819,9.858,-5.977,9.937,-5.498,7.986,-6.229
537.776,88.466,35.249,5.108,-1.070,12.038,-3.149,10.202,-5.141,10.116,-4.833,8.643,-5.909
537.788,71.640,50.421,8.201,-0.731,12.171,-2.131,10.443,-4.092,10.050,-3.952,9.162,-5.399
537.800,56.563,63.241,6.295,-0.392,11.690,-1.059,10.572,-2.984,9.919,-2.985,9.546,-4.718
537.812,41.167,78.099,3.970,-0.101,11.022,0.077,10.408,-1.769,9.726,-1.895,9.771,-3.907
537.823,24.075,89.650,4.003,0.117,10.359,1.279,9.934,-0.521,9.289,-0.738,9.790,-2.959
537.835,5.492,99.563,5.895,1.050,9.663,2.586,9.300,0.817,8.609,0.517,9.611,-1.902
537.847,-13.791,104.434,7.069,1.183,8.743,3.555,8.541,2.037,7.727,1.622,9.256,-0.802
537.858,-28.976,108.245,7.694,-1.152,8.008,4.504,7.713,3.088,6.773,2.653,8.747,0.293
537.870,-42.650,108.898,5.720,-6.804,6.696,4.298,6.824,3.841,5.841,3.624,8.139,1.353
537.882,-51.393,102.923,4.620,-11.291,5.167,3.403,5.898,4.027,4.981,4.259,7.444,2.228
537.893,-59.855,92.583,6.317,-9.302,4.450,4.712,5.000,3.916,4.101,4.535,6.695,2.872
537.905,-66.521,79.319,8.744,-1.819,3.756,5.712,4.230,3.865,3.212,4.467,5.914,3.302
537.917,-68.953,63.798,7.677,1.897,3.074,5.432,3.610,3.897,2.485,4.164,5.166,3.566
537.928,-72.483,52.670,4.772,-2.406,1.493,5.329,2.804,3.854,1.781,3.939,4.440,3.721
537.940,-76.765,36.293,3.678,-6.233,0.406,4.183,1.885,3.307,1.060,3.465,3.675,3.714
537.952,-81.388,23.175,3.227,-7.912,-0.202,3.012,0.917,2.572,0.277,2.949,2.876,3.502
537.964,-83.539,6.554,3.555,-6.132,-0.262,2.406,0.093,1.561,-0.434,2.081,2.065,3.084
537.975,-83.879,-11.199,2.879,-2.172,-1.155,2.084,-0.620,0.503,-1.092,0.951,1.274,2.472
537.987,-81.864,-25.698,0.672,1.023,-1.662,1.200,-1.310,-0.378,-1.648,-0.187,0.516,1.745
537.999,-84.521,-35.449,-1.858,2.176,-2.034,0.712,-2.225,-1.045,-2.313,-1.142,-0.246,0.992
538.011,-86.921,-41.658,-3.599,1.578,-3.495,0.046,-3.266,-1.684,-3.037,-1.991,-1.070,0.242
538.022,-93.197,-48.396,-4.313,-0.119,-4.788,-0.979,-4.489,-2.399,-3.954,-2.794,-1.971,-0.497
538.034,-101.081,-52.642,-4.237,-2.160,-5.823,-2.258,-5.832,-3.205,-5.059,-3.559,-2.979,-1.257
538.045,-103.538,-56.024,-5.107,-5.944,-6.693,-4.170,-6.901,-4.074,-6.004,-4.229,-3.980,-1.999
538.057,-101.829,-59.144,-4.890,-6.168,-6.997,-5.576,-7.833,-4.994,-6.784,-4.963,-4.998,-2.811
538.068,-101.482,-64.227,-4.361,-5.860,-7.119,-7.146,-8.699,-5.981,-7.587,-5.801,-5.996,-3.673
538.080,-94.651,-65.103,-4.123,-4.773,-8.125,-7.990,-9.309,-6.830,-8.195,-6.558,-6.924,-4.552
538.092,-85.344,-69.598,-4.678,-3.152,-9.212,-8.160,-9.711,-7.695,-8.614,-7.414,-7.706,-5.419
538.104,-70.893,-73.725,-5.936,-1.859,-9.916,-8.612,-9.854,-8.516,-8.739,-8.295,-8.321,-6.291
538.115,-55.259,-75.820,-9.487,-3.412,-10.500,-9.874,-9.941,-9.233,-8.687,-9.070,-8.765,-7.133
538.127,-36.828,-73.759,-11.779,-8.250,-10.735,-10.845,-9.937,-9.956,-8.427,-9.703,-9.047,-7.940
538.139,-17.145,-73.530,-9.958,-16.365,-9.771,-12.468,-9.695,-11.125,-7.993,-10.424,-9.168,-8.787
538.151,1.206,-74.874,-8.841,-17.864,-8.716,-13.526,-9.205,-12.397,-7.462,-11.204,-9.104,-9.695
538.163,20.760,-74.644,-7.681,-16.992,-7.812,-14.735,-8.446,-13.617,-6.745,-12.055,-8.846,-10.671
