R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,100,50,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFPT21R,aKFPT21P
133.418,-6.501,-38.585,2.719,-0.097,-1.286,-3.239
133.428,66.596,10.793,2.862,-0.155,-0.990,-3.437
133.439,-19.536,8.956,2.827,0.151,-0.683,-3.602
133.449,18.001,53.398,2.728,0.721,-0.401,-3.732
133.460,-38.499,29.112,2.665,1.250,-0.152,-3.797
133.470,1.596,-29.308,2.388,1.149,0.062,-3.804
133.480,34.353,-52.328,2.476,0.862,0.239,-3.747
133.491,-10.923,-36.335,2.148,0.193,0.453,-3.621
133.501,17.678,45.142,1.976,0.599,0.672,-3.454
133.512,-31.844,45.609,1.392,1.877,0.892,-3.220
133.522,-12.927,14.101,0.521,2.624,1.089,-2.851
133.533,42.830,-24.132,0.199,2.810,1.236,-2.425
133.543,5.027,-71.131,0.047,2.387,1.400,-1.935
133.554,33.525,-8.851,0.188,2.038,1.610,-1.461
133.564,-10.101,53.506,0.074,3.087,1.865,-0.979
133.575,-42.538,12.989,-1.075,4.117,2.108,-0.454
133.585,11.399,-69.641,-1.911,4.412,2.289,0.059
133.596,64.635,-11.735,-1.428,4.252,2.468,0.562
133.606,26.374,-17.994,-0.722,3.770,2.657,1.019
133.616,-11.891,-7.832,-0.680,3.191,2.871,1.434
133.627,-38.035,51.243,-1.247,3.288,3.010,1.775
133.637,-40.447,49.085,-1.854,3.970,3.076,2.091
133.648,22.791,-11.475,-2.013,4.272,3.102,2.438
133.658,47.006,-16.141,-1.659,4.085,3.071,2.761
133.669,8.103,-40.329,-1.439,3.616,3.022,3.080
133.679,-60.850,-13.843,-2.406,3.059,2.938,3.366
133.690,-11.229,40.116,-3.312,3.235,2.797,3.622
133.700,39.643,41.239,-2.740,4.117,2.580,3.867
133.711,15.699,-70.794,-1.849,3.747,2.362,4.142
133.722,-20.135,-66.324,-1.388,2.618,2.165,4.396
133.733,-17.651,-65.476,-1.273,1.770,1.971,4.626
133.745,-9.725,-69.664,-0.992,1.890,1.766,4.815
133.756,22.667,-54.761,-0.476,2.463,1.577,5.008
133.768,54.102,30.560,0.330,3.460,1.439,5.257
133.780,35.553,47.508,1.148,4.506,1.334,5.563
133.791,29.678,55.525,1.875,5.352,1.263,5.924
133.803,23.774,52.689,2.285,5.649,1.198,6.306
133.815,22.703,44.129,3.010,5.981,1.133,6.654
133.827,12.062,53.961,3.783,5.950,1.036,6.946
133.839,13.389,48.530,4.366,5.537,0.866,7.176
133.851,38.344,45.425,4.725,4.718,0.573,7.338
133.862,23.307,-30.567,5.111,4.018,0.125,7.418
133.874,24.526,42.724,5.527,4.075,-0.479,7.444
133.886,14.852,-0.341,5.722,5.025,-1.307,7.468
133.898,3.962,-0.551,5.589,6.108,-2.333,7.490
133.910,0.255,-27.782,5.239,6.892,-3.623,7.522
133.921,-13.317,-67.270,4.769,7.348,-5.139,7.555
133.933,-24.053,-63.558,4.023,7.511,-6.871,7.553
133.945,-24.275,-40.078,3.327,8.026,-8.780,7.523
133.957,-0.852,-41.925,2.872,9.188,-10.863,7.497
133.969,25.749,-2.120,2.701,10.267,-12.907,7.499
133.980,5.894,63.170,2.562,11.459,-14.840,7.507
133.992,-11.784,33.058,1.942,12.743,-16.709,7.547
134.003,9.233,9.532,1.461,13.252,-18.467,7.618
134.014,59.484,5.679,1.831,13.197,-19.782,7.695
134.025,7.717,-2.874,2.172,12.595,-20.746,7.739
134.035,27.005,14.682,2.498,11.963,-21.405,7.719
134.046,-8.232,-59.748,2.696,10.668,-21.830,7.629
134.056,-14.221,17.012,2.519,9.694,-21.968,7.487
134.066,-36.913,-50.129,2.132,8.552,-21.871,7.297
134.076,-58.619,29.870,1.962,8.194,-21.561,7.061
134.086,40.397,22.740,2.285,8.030,-21.071,6.803
134.096,-14.451,-66.186,3.191,7.472,-20.433,6.531
134.106,1.889,-0.769,3.082,6.525,-19.674,6.241
134.117,-23.585,-50.876,3.056,5.551,-18.883,5.911
134.127,-28.959,16.590,2.395,4.795,-18.050,5.546
134.138,13.251,74.590,2.217,4.758,-17.214,5.193
134.148,16.472,-2.800,2.174,4.400,-16.363,4.858
134.159,41.064,-13.241,2.433,3.838,-15.523,4.560
134.169,-70.235,-18.712,2.080,3.325,-14.669,4.287
134.180,-14.417,52.568,1.560,2.901,-13.862,4.023
134.190,70.413,-17.668,1.698,2.737,-13.087,3.769
134.201,16.686,-12.946,1.855,2.247,-12.356,3.524
134.211,2.560,67.002,1.940,2.369,-11.645,3.301
134.222,-37.442,14.568,1.608,2.587,-10.936,3.136
134.232,46.424,-41.309,1.802,1.814,-10.216,3.016
134.243,-14.390,-66.074,1.902,0.405,-9.519,2.878
134.253,-31.782,6.170,1.023,-0.232,-8.817,2.706
134.264,13.963,74.041,0.845,0.805,-8.122,2.582
134.274,18.847,1.504,1.158,1.635,-7.386,2.556
134.284,41.696,10.649,1.549,1.898,-6.566,2.593
134.295,-14.824,-0.264,1.454,1.840,-5.700,2.674
134.305,-18.079,-37.746,0.764,1.223,-4.846,2.773
134.316,-11.834,4.953,0.360,0.837,-4.024,2.862
134.326,-44.235,31.679,-0.009,0.803,-3.183,2.951
134.336,26.596,0.040,0.316,0.753,-2.302,3.076
134.347,34.789,28.663,0.889,0.863,-1.409,3.217
134.358,-72.269,7.346,0.753,1.047,-0.502,3.387
134.368,-22.823,-49.076,0.281,0.827,0.367,3.573
134.378,51.931,-31.854,0.288,0.536,1.218,3.726
134.389,-14.836,42.049,0.162,0.583,2.084,3.862
134.399,-20.699,31.565,-0.540,1.153,2.937,3.972
134.410,28.647,-19.681,-0.894,1.406,3.742,4.078
134.420,26.295,-61.675,-1.023,1.207,4.502,4.171
134.431,-76.932,9.542,-1.522,1.128,5.237,4.246
134.441,-9.477,20.692,-2.050,1.245,5.933,4.314
134.452,19.082,4.848,-2.151,1.287,6.594,4.387
134.462,73.939,-5.974,-2.229,1.250,7.158,4.481
134.473,-19.493,-44.854,-2.778,0.753,7.639,4.605
134.483,-17.835,3.463,-3.444,0.325,8.063,4.738
134.493,-6.968,30.759,-3.896,0.893,8.387,4.874
134.504,37.120,-43.614,-3.672,0.825,8.651,5.050
134.514,-16.142,9.382,-3.490,0.301,8.897,5.244
134.525,-24.279,36.244,-3.945,0.709,9.096,5.417
134.535,1.916,-71.491,-4.160,0.287,9.180,5.580
134.546,22.700,-59.917,-3.835,-0.728,9.170,5.702
134.556,1.721,60.801,-3.557,-0.026,9.111,5.793
134.567,-23.237,50.630,-3.710,1.079,9.005,5.907
134.578,-26.341,45.006,-3.920,0.889,8.877,6.005
134.590,37.907,-49.865,-3.952,-0.168,8.687,6.019
134.602,69.114,-16.867,-3.603,-1.502,8.448,5.876
134.613,79.695,9.665,-2.900,-2.511,8.223,5.612
134.625,58.994,16.564,-1.936,-2.890,8.046,5.270
134.637,42.442,21.635,-1.170,-2.874,7.918,4.873
134.649,38.695,24.250,-0.072,-2.234,7.852,4.470
134.661,31.101,25.370,0.879,-1.335,7.851,4.094
134.673,33.428,27.891,1.543,-0.461,7.920,3.759
134.684,31.744,22.821,1.844,0.150,8.062,3.460
134.696,29.989,12.192,1.999,0.429,8.305,3.184
134.708,45.567,14.252,1.830,0.247,8.648,2.921
134.720,36.878,-9.679,1.501,-0.464,9.079,2.625
134.732,26.239,-27.060,0.877,-1.349,9.620,2.305
134.744,34.221,-24.405,0.511,-2.490,10.279,1.949
134.755,46.643,-3.932,0.803,-3.240,11.051,1.547
134.766,31.254,34.398,0.922,-3.413,12.020,1.131
134.778,10.422,36.044,0.627,-3.369,13.183,0.732
134.789,-4.889,-35.318,-0.003,-3.921,14.484,0.331
134.801,4.610,-40.434,-0.624,-5.379,15.885,-0.112
134.812,22.303,-54.560,-0.810,-7.161,17.449,-0.660
134.824,32.557,-57.344,-0.455,-9.322,19.155,-1.313
134.836,27.766,-61.921,0.011,-11.159,20.877,-2.052
134.848,39.882,-50.139,0.534,-12.132,22.597,-2.820
134.860,28.106,15.822,0.811,-11.989,24.269,-3.573
134.872,5.239,32.306,1.190,-10.288,25.844,-4.212
134.883,-10.798,33.589,1.405,-7.817,27.235,-4.702
134.895,-33.043,5.073,1.287,-5.717,28.359,-5.056
134.907,-16.009,-39.467,0.937,-3.913,29.235,-5.249
134.919,-2.853,-28.516,0.152,-2.488,29.821,-5.323
134.931,-1.441,-27.840,-0.797,-1.576,30.095,-5.277
134.943,-15.878,-72.728,-1.949,-2.025,30.036,-5.187
134.954,-12.052,47.884,-3.079,-2.573,29.655,-5.118
134.966,-5.379,67.925,-3.793,-2.823,29.015,-5.073
134.978,7.331,10.438,-4.206,-3.399,28.150,-5.047
134.990,11.397,-45.594,-4.624,-3.964,27.109,-5.046
135.002,-15.384,73.881,-5.322,-3.660,25.953,-5.034
135.013,-7.920,53.979,-6.158,-1.773,24.698,-4.952
135.025,-4.099,46.830,-6.892,0.649,23.384,-4.731
135.037,-23.863,64.424,-7.644,2.551,21.987,-4.400
135.048,-32.322,18.648,-8.286,3.467,20.523,-3.956
135.059,6.652,74.197,-8.408,3.899,19.056,-3.453
135.071,8.858,21.084,-8.018,3.931,17.677,-2.892
135.082,2.154,6.033,-7.617,3.328,16.325,-2.311
135.094,-12.776,-15.651,-7.783,1.842,14.986,-1.768
135.105,-76.695,-11.960,-8.265,0.280,13.637,-1.300
135.117,-8.177,52.500,-8.649,-0.711,12.291,-0.895
135.128,8.473,37.832,-8.633,-1.219,10.961,-0.533
135.140,23.816,18.571,-8.531,-2.088,9.635,-0.198
135.151,21.738,-34.889,-8.719,-3.811,8.315,0.062
135.163,4.144,-19.985,-8.976,-5.448,7.000,0.192
135.174,18.885,52.672,-8.921,-5.986,5.690,0.217
135.185,8.867,14.501,-8.595,-5.903,4.461,0.230
135.196,-2.795,-45.583,-8.465,-6.261,3.279,0.197
135.207,-27.371,9.072,-8.717,-6.585,2.160,0.104
135.217,-43.913,-29.013,-9.148,-6.362,1.051,-0.002
135.228,47.305,-27.400,-8.829,-6.253,-0.056,-0.155
135.238,27.270,15.244,-7.623,-5.385,-1.084,-0.302
135.249,-57.167,26.421,-7.260,-4.323,-2.062,-0.439
135.259,-12.797,53.038,-7.383,-3.287,-3.030,-0.569
135.269,20.346,-39.584,-6.709,-3.282,-3.941,-0.681
135.280,-31.261,-58.768,-6.603,-4.400,-4.816,-0.816
135.290,-37.225,24.546,-6.882,-4.046,-5.680,-0.996
135.301,15.527,30.145,-6.445,-2.492,-6.511,-1.157
135.311,7.683,-45.858,-5.584,-2.047,-7.272,-1.258
135.321,3.398,23.201,-5.091,-1.670,-7.939,-1.323
135.331,-26.395,-60.389,-4.710,-1.602,-8.594,-1.390
135.342,0.904,72.992,-4.725,-1.330,-9.251,-1.489
135.352,41.484,13.923,-3.995,-0.401,-9.870,-1.575
135.363,38.374,-49.499,-3.482,-0.714,-10.480,-1.669
135.374,-66.185,7.226,-3.435,-1.275,-11.043,-1.798
135.385,-17.399,31.708,-3.974,-0.672,-11.608,-1.941
135.397,14.301,28.811,-4.313,0.516,-12.162,-2.070
135.409,40.910,13.583,-4.024,1.605,-12.677,-2.169
135.421,57.319,4.744,-2.923,2.459,-13.087,-2.252
135.434,59.673,-20.454,-1.291,3.262,-13.369,-2.313
135.446,31.857,-53.277,0.450,3.674,-13.518,-2.359
135.458,8.687,-27.205,1.448,3.779,-13.566,-2.410
135.470,-16.092,-10.843,2.075,3.735,-13.536,-2.459
135.482,-7.030,9.493,2.347,3.495,-13.454,-2.509
135.494,1.422,29.864,2.383,3.055,-13.383,-2.597
135.506,17.936,15.351,2.259,2.418,-13.350,-2.690
135.518,29.842,24.018,2.017,1.282,-13.416,-2.823
135.530,35.581,25.737,2.374,0.226,-13.542,-3.003
135.542,35.024,18.383,3.234,-0.329,-13.705,-3.209
135.554,32.448,6.386,3.671,-0.638,-13.923,-3.419
135.566,21.190,-2.591,4.271,-0.665,-14.187,-3.601
135.578,16.047,2.171,4.480,-0.601,-14.503,-3.741
135.590,6.660,3.627,4.507,-0.382,-14.884,-3.830
135.602,-2.113,4.034,4.280,-0.291,-15.322,-3.844
135.614,0.960,18.315,3.859,-0.431,-15.816,-3.785
135.626,-20.118,-39.160,3.297,-0.840,-16.309,-3.672
135.637,-23.219,-34.696,2.515,-1.817,-16.864,-3.543
135.649,-11.586,-33.766,1.791,-2.847,-17.424,-3.418
135.660,7.181,-35.399,1.378,-4.015,-17.965,-3.321
135.671,34.248,-55.113,1.279,-4.962,-18.414,-3.257
135.682,-55.290,30.672,0.569,-4.713,-18.604,-3.193
135.694,-63.657,4.335,-0.646,-2.929,-18.811,-3.025
135.704,12.354,19.547,-1.779,-1.261,-19.013,-2.796
135.714,-5.185,21.441,-2.091,-0.272,-19.216,-2.525
135.726,-22.514,65.828,-2.524,0.197,-19.304,-2.153
135.736,10.090,-75.327,-2.651,-0.524,-19.321,-1.877
135.746,30.173,35.983,-2.204,-1.321,-19.228,-1.660
135.756,-16.696,-26.233,-2.024,-1.371,-18.997,-1.494
135.766,-62.847,-26.092,-2.447,-2.109,-18.663,-1.372
135.776,18.614,45.759,-2.367,-1.259,-18.247,-1.253
135.786,1.897,-78.408,-1.876,-1.272,-17.718,-1.127
135.799,-9.456,-80.554,-1.682,-1.433,-16.947,-1.002
135.809,28.800,14.510,-1.386,-1.758,-16.262,-0.946
135.819,-16.593,-27.234,-1.197,-2.062,-15.499,-0.919
135.829,-17.575,70.985,-1.694,-1.663,-14.720,-0.920
135.841,-18.926,67.314,-1.354,-1.169,-13.707,-0.868
135.851,0.255,-40.362,-1.119,-1.008,-12.851,-0.828
135.861,27.562,11.754,-0.798,-1.465,-12.030,-0.826
135.872,23.204,12.488,-0.604,-1.735,-10.991,-0.815
135.884,12.499,-41.205,-0.281,-3.002,-9.987,-0.865
135.895,5.330,-63.149,-0.507,-4.395,-9.056,-1.011
135.906,-2.750,74.701,-1.342,-2.819,-8.177,-1.134
135.918,-0.922,26.156,-2.010,-1.006,-7.346,-1.172
135.930,2.120,-4.429,-2.759,-0.797,-6.577,-1.184
135.942,6.789,-61.971,-2.953,-2.494,-5.835,-1.251
135.952,48.129,17.424,-2.552,-3.657,-5.231,-1.416
135.963,-12.356,21.251,-2.499,-2.723,-4.590,-1.609
135.974,-63.564,-22.956,-3.194,-2.277,-4.025,-1.805
135.985,13.650,37.935,-3.198,-1.560,-3.485,-2.042
135.997,19.364,26.231,-2.639,-0.547,-2.968,-2.294
136.009,-8.630,0.000,-2.384,-0.010,-2.467,-2.553
136.021,-41.980,-13.136,-3.099,0.114,-2.047,-2.802
136.033,-63.886,-7.421,-4.754,0.457,-1.772,-3.057
136.045,-81.485,8.364,-6.632,1.177,-1.653,-3.258
136.057,-11.171,44.458,-7.108,2.464,-1.654,-3.393
136.069,3.848,51.756,-6.388,4.320,-1.717,-3.413
136.081,22.035,56.040,-5.618,5.149,-1.827,-3.336
136.093,18.577,53.280,-4.865,5.132,-1.957,-3.186
136.105,-5.260,29.200,-4.330,4.619,-2.113,-3.007
136.117,-12.454,0.967,-3.918,3.985,-2.287,-2.773
136.129,-8.470,16.991,-3.675,3.454,-2.511,-2.518
136.141,22.183,41.889,-3.052,3.436,-2.836,-2.211
136.153,52.426,37.589,-1.654,2.728,-3.171,-1.863
136.166,49.454,-38.767,0.089,1.283,-3.458,-1.485
136.178,17.063,-22.060,0.777,-0.735,-3.718,-1.149
136.189,-6.140,11.571,0.822,-2.087,-3.893,-0.847
136.200,19.908,59.897,0.900,-2.312,-4.079,-0.566
136.212,55.517,13.409,1.569,-2.519,-4.236,-0.273
136.224,19.214,13.166,2.091,-2.806,-4.314,0.023
136.235,-23.738,47.830,1.721,-2.732,-4.330,0.294
136.246,3.982,-22.717,1.142,-3.279,-4.347,0.521
136.258,14.220,-20.840,0.955,-4.272,-4.357,0.670
136.269,9.526,60.327,0.858,-4.086,-4.318,0.736
136.280,19.357,-65.823,0.936,-3.728,-4.227,0.752
136.291,-43.294,20.000,0.182,-3.474,-4.071,0.766
136.301,-6.224,-83.818,-0.706,-3.595,-3.934,0.736
136.312,-39.388,37.232,-1.239,-3.029,-3.796,0.651
136.323,52.682,-35.463,-1.473,-1.958,-3.634,0.553
136.334,-33.672,31.377,-1.722,-1.177,-3.426,0.483
136.345,34.182,-17.780,-1.575,-0.316,-3.212,0.421
136.355,14.380,52.542,-0.845,-0.253,-2.981,0.327
136.365,-14.182,-68.180,-0.751,-0.328,-2.716,0.222
136.375,-8.557,78.902,-1.306,-1.345,-2.451,0.084
136.385,31.454,18.557,-1.166,-1.187,-2.173,-0.073
136.395,-26.704,12.356,-1.145,-0.767,-1.872,-0.196
136.405,38.294,-41.569,-1.375,-1.290,-1.592,-0.303
136.415,-58.640,-19.900,-1.402,-1.581,-1.325,-0.397
136.425,33.794,16.603,-1.243,-1.229,-1.035,-0.437
136.435,-18.922,48.139,-0.542,-0.993,-0.769,-0.428
136.445,-10.237,-75.915,-0.910,-1.244,-0.519,-0.364
136.455,2.455,50.564,-0.545,-1.459,-0.286,-0.296
136.465,22.770,-56.193,-0.353,-0.556,-0.055,-0.146
136.475,-41.606,12.102,-0.437,-0.404,0.157,0.059
136.485,80.867,-4.617,0.161,0.768,0.357,0.301
136.498,34.928,-23.959,-0.126,0.416,0.579,0.613
136.508,-22.619,-0.602,-0.954,0.149,0.721,0.843
136.520,28.579,-53.009,-0.616,-0.671,0.818,1.044
136.530,-14.220,33.299,-0.219,-1.242,0.928,1.141
136.540,27.517,-61.227,-0.275,-1.006,1.059,1.224
136.550,0.136,-44.298,0.151,-1.769,1.175,1.269
136.560,3.645,19.943,0.023,-1.005,1.318,1.315
136.572,8.207,8.539,0.278,-1.671,1.472,1.318
136.584,-1.864,-59.264,0.375,-3.061,1.658,1.230
136.596,-27.689,-33.271,0.267,-4.363,1.858,1.028
136.606,33.031,-3.010,0.236,-5.210,2.012,0.800
136.618,54.098,-0.942,0.669,-5.176,2.234,0.487
136.628,15.677,4.917,1.218,-4.720,2.465,0.242
136.641,13.511,0.894,1.332,-4.137,2.767,-0.041
136.653,27.394,5.388,1.110,-3.652,3.057,-0.292
136.663,-38.642,-29.830,0.834,-3.434,3.284,-0.506
136.673,-78.991,-1.213,0.204,-3.192,3.438,-0.745
136.684,-12.864,77.156,0.000,-2.613,3.509,-1.023
136.695,13.608,66.709,0.703,-0.858,3.536,-1.258
136.707,18.945,54.536,1.742,1.012,3.551,-1.386
136.718,16.992,61.323,2.860,2.461,3.547,-1.415
136.730,15.731,65.664,3.444,3.320,3.525,-1.366
136.740,4.507,29.040,3.614,3.780,3.487,-1.331
136.751,-13.890,-38.080,3.507,3.555,3.405,-1.284
136.761,-4.660,-57.457,3.316,2.680,3.254,-1.249
136.772,44.909,-22.679,3.497,1.416,3.060,-1.301
136.782,47.369,13.171,4.094,1.198,2.873,-1.400
136.793,9.061,22.326,4.365,1.264,2.689,-1.518
136.804,-19.752,10.808,3.873,1.410,2.536,-1.671
136.814,-20.668,29.398,2.988,1.807,2.331,-1.843
136.825,-11.680,51.194,2.054,2.899,2.051,-2.020
136.836,-9.188,62.249,1.346,3.720,1.753,-2.161
136.846,-17.217,-45.568,0.793,3.219,1.436,-2.296
136.858,-24.346,-0.803,0.381,1.259,1.107,-2.511
136.869,-16.233,28.328,0.147,-0.566,0.803,-2.834
136.881,-24.309,33.186,0.085,-1.665,0.562,-3.210
136.893,-51.364,20.873,0.388,-2.179,0.414,-3.622
136.905,-75.020,-4.036,0.492,-1.517,0.356,-3.987
136.917,-21.336,-25.946,0.147,-0.624,0.345,-4.250
136.929,21.486,6.286,-0.266,-0.049,0.372,-4.392
136.940,14.964,-13.284,-0.409,0.608,0.441,-4.399
136.952,-15.915,-32.114,0.025,1.472,0.563,-4.272
136.964,-15.147,-18.242,0.478,2.102,0.761,-3.995
136.976,2.687,8.535,0.409,2.430,1.006,-3.597
136.988,-2.956,17.130,0.250,3.113,1.254,-3.089
137.000,-19.189,-54.519,0.180,4.530,1.539,-2.455
137.012,-21.716,-62.164,-0.260,5.312,1.845,-1.715
137.025,-1.816,-62.019,-1.020,5.648,2.125,-0.901
137.037,42.085,-21.592,-1.940,4.709,2.362,-0.071
137.049,54.337,-13.016,-2.586,3.771,2.583,0.743
137.061,61.233,-15.940,-2.787,2.659,2.767,1.476
137.073,47.380,-35.636,-2.821,1.884,2.920,2.122
137.085,34.060,-53.131,-2.528,1.118,3.056,2.693
137.097,25.390,-58.637,-2.047,0.104,3.157,3.164
137.109,21.025,-37.660,-1.858,-0.818,3.231,3.515
137.120,10.109,-21.815,-1.745,-1.783,3.275,3.745
137.132,1.195,19.310,-1.927,-2.230,3.281,3.870
137.144,-0.072,51.737,-2.218,-2.104,3.291,3.963
137.156,8.527,38.095,-2.394,-1.757,3.304,4.036
137.168,9.551,12.044,-2.095,-1.020,3.312,4.112
137.179,8.771,22.456,-1.372,0.267,3.336,4.219
137.191,24.958,49.035,-0.480,1.826,3.384,4.375
137.203,44.583,43.547,0.670,3.128,3.459,4.610
137.214,38.053,10.756,1.539,3.864,3.566,4.898
137.225,6.067,43.187,1.712,4.794,3.698,5.224
137.236,-38.188,-14.063,1.355,5.228,3.801,5.587
137.247,-12.926,-43.322,0.622,3.881,3.855,5.928
137.258,-18.708,-37.492,-0.137,2.427,3.827,6.172
137.268,14.988,34.680,-0.317,2.099,3.742,6.369
137.279,21.865,40.615,0.332,3.565,3.641,6.586
137.290,-22.256,-64.137,0.735,4.220,3.510,6.848
137.300,-33.022,-8.696,0.427,4.126,3.342,7.112
137.310,63.006,-4.694,0.445,4.257,3.107,7.308
137.321,-13.039,30.588,0.409,4.670,2.847,7.497
137.331,-6.276,-57.162,-0.121,4.192,2.497,7.636
137.341,-7.616,-10.505,-0.445,2.830,2.107,7.677
137.352,12.329,55.080,-0.602,2.534,1.665,7.636
137.362,11.072,-60.632,-0.439,1.148,1.144,7.494
137.373,-41.360,10.611,-1.313,-0.149,0.605,7.264
137.383,42.205,32.655,-1.931,-0.428,0.002,6.949
137.394,22.313,-53.198,-1.850,-0.824,-0.657,6.606
137.404,-44.424,-12.745,-2.540,-1.195,-1.299,6.265
137.416,-33.102,-37.142,-3.383,-1.604,-2.004,5.885
137.428,-26.197,-63.797,-3.688,-1.933,-2.733,5.463
137.440,-28.961,24.573,-3.581,-1.709,-3.387,5.020
137.452,1.729,81.818,-3.049,-0.955,-3.956,4.603
137.463,19.648,60.922,-1.936,0.578,-4.393,4.249
137.475,39.212,1.417,-0.477,1.364,-4.660,3.944
137.487,21.978,-26.667,0.867,1.035,-4.784,3.630
137.499,17.036,-5.851,1.984,0.549,-4.774,3.276
137.511,14.943,28.431,2.996,0.477,-4.657,2.899
137.523,25.654,36.632,3.554,0.351,-4.436,2.541
137.535,36.911,-0.117,4.218,-0.010,-4.124,2.203
137.547,23.330,-35.469,4.536,-2.016,-3.745,1.832
137.559,5.103,-70.455,4.631,-5.094,-3.328,1.370
137.571,8.205,-74.795,4.514,-8.395,-2.898,0.781
137.583,20.539,-62.061,4.271,-10.168,-2.486,0.073
137.594,16.516,56.686,3.994,-10.462,-2.052,-0.669
137.606,-5.537,30.155,3.375,-9.203,-1.616,-1.341
137.618,-3.138,11.192,2.649,-7.462,-1.205,-1.963
137.629,14.756,-25.902,2.150,-6.258,-0.869,-2.484
137.640,-29.973,6.117,1.479,-5.520,-0.610,-2.967
137.650,-11.619,35.131,0.645,-4.490,-0.405,-3.406
137.661,43.318,-29.215,0.754,-4.183,-0.236,-3.836
137.672,-25.625,-47.849,0.951,-5.314,-0.082,-4.338
137.682,-23.028,38.296,0.231,-4.912,0.092,-4.892
137.693,42.721,30.235,0.675,-3.820,0.227,-5.426
137.704,0.333,-74.920,1.361,-3.554,0.348,-5.914
137.714,-15.117,27.327,1.113,-2.548,0.544,-6.326
137.725,0.280,70.547,0.933,-0.250,0.756,-6.650
137.736,-7.642,-62.066,0.664,0.323,0.943,-6.875
137.746,62.547,-13.516,0.687,0.119,1.079,-7.043
137.756,-37.977,23.338,0.112,1.025,1.197,-7.122
137.767,7.669,-13.784,-0.270,1.039,1.285,-7.173
137.778,7.832,-79.720,-0.362,0.814,1.354,-7.195
137.789,-44.024,3.052,-0.663,0.645,1.424,-7.177
137.800,38.407,25.919,-0.410,0.828,1.478,-7.079
137.811,-14.115,-75.407,-0.307,0.506,1.523,-6.914
137.822,-51.007,-14.773,-2.156,-0.718,1.512,-6.733
137.833,23.391,65.082,-2.932,-0.366,1.407,-6.551
137.843,9.283,-57.830,-2.129,-0.113,1.318,-6.280
137.853,-44.092,-15.292,-2.013,-0.980,1.266,-5.983
137.863,6.486,51.104,-1.924,-0.023,1.220,-5.668
137.873,8.927,-61.035,-1.488,-0.732,1.167,-5.348
137.883,-20.836,57.581,-1.544,-0.877,1.130,-5.060
137.893,14.445,-25.165,-1.555,-1.005,1.116,-4.794
137.903,-22.373,23.530,-1.477,-1.481,1.078,-4.580
137.913,0.162,8.339,-2.147,-0.368,1.040,-4.358
137.925,5.425,3.412,-1.986,-0.278,0.990,-4.084
137.937,6.949,2.825,-1.053,-1.193,0.984,-3.867
137.950,20.699,-5.905,0.027,-2.366,1.082,-3.732
137.962,15.556,2.881,0.839,-3.167,1.252,-3.683
137.972,-31.004,-21.180,1.177,-3.451,1.436,-3.694
137.984,-15.619,-12.247,0.713,-3.631,1.692,-3.717
137.996,-5.315,-0.131,-0.074,-3.780,1.930,-3.750
138.008,6.410,-40.353,-0.762,-4.949,2.138,-3.806
138.020,26.470,-43.195,-1.289,-6.666,2.342,-3.922
138.030,-20.613,-19.403,-1.677,-7.920,2.499,-4.075
138.040,-13.145,55.500,-2.391,-7.365,2.647,-4.239
138.052,-1.217,29.774,-2.418,-5.848,2.742,-4.385
138.064,-8.795,-2.055,-2.168,-4.152,2.837,-4.402
138.076,-12.376,-15.051,-1.884,-2.312,2.953,-4.275
138.087,-6.667,39.484,-1.978,-0.728,3.035,-4.087
138.097,31.687,-58.247,-1.499,-0.361,3.060,-3.865
138.107,-15.617,39.292,-1.404,-0.109,3.091,-3.633
138.119,-6.882,83.116,-1.926,1.118,3.055,-3.348
138.131,16.349,44.277,-2.527,2.517,2.912,-3.025
138.141,-2.537,21.512,-2.739,3.962,2.741,-2.743
138.153,2.808,46.361,-3.145,5.119,2.446,-2.342
138.165,2.837,69.982,-3.213,5.713,2.100,-1.913
138.177,13.567,75.981,-2.523,6.870,1.770,-1.478
138.187,26.270,15.836,-1.622,7.690,1.559,-1.099
138.197,-41.395,-42.173,-1.227,7.822,1.369,-0.702
138.207,-28.584,-13.636,-1.346,7.326,1.178,-0.327
138.217,41.027,48.768,-1.127,7.375,0.981,0.011
138.228,37.636,10.811,-0.336,7.289,0.793,0.358
138.239,-3.617,53.686,-0.152,7.576,0.627,0.705
138.250,21.440,52.011,-0.586,7.973,0.443,1.115
138.260,-12.155,-36.338,-1.379,6.919,0.227,1.550
138.271,-30.461,-50.425,-2.598,5.299,-0.053,1.914
138.282,-30.058,-55.395,-3.941,3.444,-0.387,2.196
138.293,-38.922,-12.761,-5.127,2.103,-0.733,2.394
138.305,-63.960,12.459,-5.778,1.617,-1.115,2.525
138.316,-8.480,-69.806,-5.852,0.902,-1.504,2.614
138.328,4.562,-72.132,-5.523,-0.322,-1.862,2.653
138.339,-19.793,-16.006,-5.357,-1.229,-2.183,2.652
138.350,-44.445,34.999,-5.326,-1.400,-2.492,2.615
138.362,-21.158,37.474,-5.406,-1.255,-2.791,2.572
138.373,3.259,17.914,-5.237,-0.972,-3.084,2.516
