R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,40,35,1,25,200,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
288980,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
288985,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
288990,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
288995,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289000,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289005,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289010,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289015,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289020,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289025,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289030,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289035,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289040,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289045,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289050,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289055,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289060,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289065,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289070,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289075,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289080,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289085,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289090,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289095,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289100,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289105,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289110,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289115,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289120,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289125,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289130,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289135,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289140,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289145,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289150,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289155,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289160,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289165,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289170,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289175,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289180,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289185,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289190,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289195,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289200,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289205,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289210,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289215,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289220,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289225,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289230,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289235,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289240,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289245,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289250,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
289255,0,-9216,519168,1240064,-35490,-10500,-24672,-21318
