R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
33,2,25,43,3,25,50,15,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,300,100,300,100,25,25
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
131.102,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.107,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.112,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.118,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.123,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.128,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.133,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.138,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.143,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.148,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.154,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.159,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.164,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.169,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.174,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.180,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.185,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.190,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.195,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.200,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.205,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.211,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.216,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.221,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.226,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.231,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.237,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.242,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.247,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.252,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.257,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.262,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.268,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.273,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.278,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.283,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.288,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.294,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.299,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.304,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.309,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.314,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.320,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.325,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.330,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.335,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.340,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.345,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.351,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.356,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.361,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.366,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.371,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.377,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.382,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.387,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.392,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.397,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.402,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.407,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.413,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.418,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.423,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.428,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.433,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.439,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.444,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.449,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.454,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.459,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.465,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.470,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.475,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.480,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.485,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.490,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.496,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.501,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.506,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.511,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.516,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.521,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.527,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.532,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.537,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.542,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.547,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.552,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.558,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.563,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.568,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.573,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.578,-48.185,-4.114,1.000,550.515,22.054,-360.883
131.584,-48.185,-4.114,1.000,550.515,22.054,-360.883
