R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,40,120,30,100,155,300,0,0,0.995
sysTime,PIDRefX,PIDSensX,PIDPoutX,PIDIoutX,PIDDoutX,PIDUX
296.024,0.000,30.516,-0.534,1.663,8.436,-7.307
296.035,0.000,30.516,-0.534,1.663,8.436,-7.307
296.046,0.000,30.516,-0.534,1.663,8.436,-7.307
296.057,0.000,30.516,-0.534,1.663,8.436,-7.307
296.067,0.000,30.516,-0.534,1.663,8.436,-7.307
296.078,0.000,30.516,-0.534,1.663,8.436,-7.307
296.089,0.000,30.516,-0.534,1.663,8.436,-7.307
296.100,0.000,30.516,-0.534,1.663,8.436,-7.307
296.112,0.000,30.516,-0.534,1.663,8.436,-7.307
296.123,0.000,30.516,-0.534,1.663,8.436,-7.307
296.134,0.000,30.516,-0.534,1.663,8.436,-7.307
296.145,0.000,30.516,-0.534,1.663,8.436,-7.307
296.156,0.000,30.516,-0.534,1.663,8.436,-7.307
296.167,0.000,30.516,-0.534,1.663,8.436,-7.307
296.178,0.000,30.516,-0.534,1.663,8.436,-7.307
296.188,0.000,30.516,-0.534,1.663,8.436,-7.307
296.199,0.000,30.516,-0.534,1.663,8.436,-7.307
296.210,0.000,30.516,-0.534,1.663,8.436,-7.307
296.221,0.000,30.516,-0.534,1.663,8.436,-7.307
296.233,0.000,30.516,-0.534,1.663,8.436,-7.307
296.244,0.000,30.516,-0.534,1.663,8.436,-7.307
296.255,0.000,30.516,-0.534,1.663,8.436,-7.307
296.266,0.000,30.516,-0.534,1.663,8.436,-7.307
296.277,0.000,30.516,-0.534,1.663,8.436,-7.307
296.288,0.000,30.516,-0.534,1.663,8.436,-7.307
296.299,0.000,30.516,-0.534,1.663,8.436,-7.307
296.309,0.000,30.516,-0.534,1.663,8.436,-7.307
296.320,0.000,30.516,-0.534,1.663,8.436,-7.307
296.331,0.000,30.516,-0.534,1.663,8.436,-7.307
296.342,0.000,30.516,-0.534,1.663,8.436,-7.307
296.354,0.000,30.516,-0.534,1.663,8.436,-7.307
296.365,0.000,30.516,-0.534,1.663,8.436,-7.307
296.376,0.000,30.516,-0.534,1.663,8.436,-7.307
296.387,0.000,30.516,-0.534,1.663,8.436,-7.307
296.398,0.000,30.516,-0.534,1.663,8.436,-7.307
296.409,0.000,30.516,-0.534,1.663,8.436,-7.307
296.420,0.000,30.516,-0.534,1.663,8.436,-7.307
296.430,0.000,30.516,-0.534,1.663,8.436,-7.307
296.441,0.000,30.516,-0.534,1.663,8.436,-7.307
296.452,0.000,30.516,-0.534,1.663,8.436,-7.307
296.463,0.000,30.516,-0.534,1.663,8.436,-7.307
296.475,0.000,30.516,-0.534,1.663,8.436,-7.307
296.486,0.000,30.516,-0.534,1.663,8.436,-7.307
296.497,0.000,30.516,-0.534,1.663,8.436,-7.307
296.508,0.000,30.516,-0.534,1.663,8.436,-7.307
296.519,0.000,30.516,-0.534,1.663,8.436,-7.307
296.530,0.000,30.516,-0.534,1.663,8.436,-7.307
296.541,0.000,30.516,-0.534,1.663,8.436,-7.307
296.551,0.000,30.516,-0.534,1.663,8.436,-7.307
296.562,0.000,30.516,-0.534,1.663,8.436,-7.307
296.573,0.000,30.516,-0.534,1.663,8.436,-7.307
296.585,0.000,30.516,-0.534,1.663,8.436,-7.307
296.596,0.000,30.516,-0.534,1.663,8.436,-7.307
296.607,0.000,30.516,-0.534,1.663,8.436,-7.307
296.618,0.000,30.516,-0.534,1.663,8.436,-7.307
296.629,0.000,30.516,-0.534,1.663,8.436,-7.307
296.640,0.000,30.516,-0.534,1.663,8.436,-7.307
296.651,0.000,30.516,-0.534,1.663,8.436,-7.307
296.662,0.000,30.516,-0.534,1.663,8.436,-7.307
296.672,0.000,30.516,-0.534,1.663,8.436,-7.307
296.683,0.000,30.516,-0.534,1.663,8.436,-7.307
296.694,0.000,30.516,-0.534,1.663,8.436,-7.307
296.706,0.000,30.516,-0.534,1.663,8.436,-7.307
296.717,0.000,30.516,-0.534,1.663,8.436,-7.307
296.728,0.000,30.516,-0.534,1.663,8.436,-7.307
296.739,0.000,30.516,-0.534,1.663,8.436,-7.307
296.750,0.000,30.516,-0.534,1.663,8.436,-7.307
296.761,0.000,30.516,-0.534,1.663,8.436,-7.307
296.772,0.000,30.516,-0.534,1.663,8.436,-7.307
296.783,0.000,30.516,-0.534,1.663,8.436,-7.307
296.793,0.000,30.516,-0.534,1.663,8.436,-7.307
296.804,0.000,30.516,-0.534,1.663,8.436,-7.307
296.816,0.000,30.516,-0.534,1.663,8.436,-7.307
296.827,0.000,30.516,-0.534,1.663,8.436,-7.307
296.838,0.000,30.516,-0.534,1.663,8.436,-7.307
296.849,0.000,0.012,-0.000,-0.000,0.001,-0.002
296.860,0.000,-0.810,0.014,0.001,-0.047,0.063
296.871,0.000,-1.961,0.034,0.004,-0.142,0.181
296.882,0.000,-1.246,0.021,0.008,-0.019,0.050
296.893,0.000,-1.012,0.017,0.012,0.016,0.013
296.904,0.000,-0.100,0.001,0.013,0.079,-0.063
296.915,0.000,0.046,-0.000,0.012,0.029,-0.017
296.926,0.000,1.356,-0.023,0.010,0.106,-0.119
296.936,0.000,0.103,-0.001,0.008,-0.028,0.035
296.947,0.000,0.282,-0.004,0.007,-0.021,0.024
296.958,0.000,-0.478,0.008,0.007,-0.084,0.100
296.969,0.000,-0.832,0.014,0.009,-0.078,0.102
296.980,0.000,-0.569,0.009,0.012,0.011,0.010
296.991,0.000,-0.571,0.010,0.014,0.035,-0.010
297.002,0.000,-0.260,0.004,0.014,0.011,0.007
297.013,0.000,0.377,-0.006,0.014,0.069,-0.061
297.023,0.000,-0.169,0.002,0.014,-0.018,0.035
297.034,0.000,0.100,-0.001,0.014,0.031,-0.018
297.045,0.000,-0.554,0.009,0.015,-0.061,0.086
297.056,0.000,-0.200,0.003,0.017,0.049,-0.028
297.067,0.000,-0.379,0.006,0.018,0.009,0.015
297.078,0.000,-0.113,0.001,0.018,0.006,0.014
297.089,0.000,0.429,-0.007,0.016,0.016,-0.007
297.100,0.000,0.930,-0.016,0.015,0.073,-0.074
297.111,0.000,1.500,-0.026,0.012,0.097,-0.111
297.121,0.000,1.146,-0.020,0.008,-0.001,-0.010
297.132,0.000,-0.927,0.016,0.006,-0.212,0.235
297.143,0.000,-2.596,0.045,0.011,-0.265,0.321
297.154,0.000,-2.235,0.039,0.017,-0.129,0.186
297.165,0.000,-1.360,0.023,0.023,0.038,0.008
297.176,0.000,-0.270,0.004,0.025,0.107,-0.077
297.187,0.000,-1.244,0.021,0.025,-0.071,0.119
297.198,0.000,-0.605,0.010,0.028,0.025,0.013
297.209,0.000,-2.186,0.038,0.033,-0.093,0.165
297.219,0.000,-0.956,0.016,0.038,0.059,-0.004
297.230,0.000,-0.229,0.004,0.038,0.071,-0.028
297.241,0.000,-0.061,0.001,0.038,0.013,0.025
297.252,0.000,-1.303,0.022,0.041,-0.058,0.122
297.263,0.000,-2.211,0.038,0.045,-0.127,0.212
297.274,0.000,-2.841,0.049,0.052,-0.137,0.239
297.285,0.000,-2.229,0.039,0.059,-0.003,0.102
297.296,0.000,-2.104,0.036,0.065,-0.007,0.110
297.307,0.000,-2.540,0.044,0.070,-0.067,0.182
297.317,0.000,-4.075,0.071,0.080,-0.152,0.303
297.328,0.000,-4.045,0.070,0.091,-0.083,0.245
297.339,0.000,-5.065,0.088,0.105,-0.080,0.274
297.350,0.000,-4.973,0.087,0.117,-0.093,0.298
297.361,0.000,-4.892,0.085,0.130,-0.052,0.268
297.372,0.000,-3.526,0.061,0.141,0.078,0.124
297.383,0.000,-2.786,0.048,0.150,0.097,0.101
297.395,0.000,-0.895,0.015,0.155,0.217,-0.045
297.407,0.000,0.147,-0.002,0.156,0.196,-0.042
297.418,0.000,2.041,-0.035,0.153,0.269,-0.151
297.430,0.000,2.494,-0.043,0.147,0.197,-0.093
297.441,0.000,2.089,-0.036,0.140,0.052,0.050
297.453,0.000,0.133,-0.002,0.137,-0.107,0.242
297.464,0.000,-0.046,0.000,0.137,-0.081,0.219
297.476,0.000,0.399,-0.007,0.137,0.004,0.125
297.487,0.000,0.041,-0.000,0.137,-0.011,0.148
297.499,0.000,-0.610,0.010,0.136,-0.094,0.241
297.510,0.000,-1.545,0.027,0.140,-0.119,0.287
297.522,0.000,-3.123,0.054,0.146,-0.205,0.407
297.533,0.000,-4.248,0.074,0.157,-0.198,0.430
297.545,0.000,-4.551,0.079,0.171,-0.095,0.346
297.556,0.000,-5.082,0.088,0.186,-0.052,0.328
297.568,0.000,-4.765,0.083,0.201,-0.010,0.294
297.579,0.000,-3.935,0.068,0.213,0.039,0.242
297.591,0.000,-2.095,0.036,0.221,0.154,0.103
297.602,0.000,-3.359,0.058,0.230,0.019,0.269
297.614,0.000,-1.780,0.031,0.237,0.121,0.147
297.625,0.000,-1.669,0.029,0.242,0.066,0.205
297.637,0.000,-0.510,0.008,0.245,0.131,0.122
297.648,0.000,1.225,-0.021,0.243,0.199,0.022
297.660,0.000,1.867,-0.032,0.238,0.151,0.054
297.671,0.000,1.987,-0.034,0.234,0.113,0.085
297.682,0.000,2.460,-0.043,0.228,0.100,0.084
297.694,0.000,3.909,-0.068,0.217,0.143,0.006
297.705,0.000,4.647,-0.081,0.207,0.173,-0.047
297.717,0.000,3.161,-0.055,0.195,-0.037,0.177
297.728,0.000,1.541,-0.026,0.188,-0.123,0.285
