R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,0,0,75,300,0,0,0.995
sysTime,PIDRefX,PIDSensX,PIDPoutX,PIDIoutX,PIDDoutX,PIDUX
51.095,0.000,0.000,0.000,0.000,0.000,0.000
51.106,0.000,0.000,0.000,0.000,0.000,0.000
51.117,0.000,0.000,0.000,0.000,0.000,0.000
51.128,0.000,0.000,0.000,0.000,0.000,0.000
51.138,0.000,0.000,0.000,0.000,0.000,0.000
51.150,0.000,0.000,0.000,0.000,0.000,0.000
51.161,0.000,0.000,0.000,0.000,0.000,0.000
51.172,0.000,0.000,0.000,0.000,0.000,0.000
51.183,0.000,0.000,0.000,0.000,0.000,0.000
51.194,0.000,0.000,0.000,0.000,0.000,0.000
51.205,0.000,0.000,0.000,0.000,0.000,0.000
51.215,0.000,0.000,0.000,0.000,0.000,0.000
51.226,0.000,0.000,0.000,0.000,0.000,0.000
51.237,0.000,0.000,0.000,0.000,0.000,0.000
51.248,0.000,0.000,0.000,0.000,0.000,0.000
51.259,0.000,0.000,0.000,0.000,0.000,0.000
51.270,0.000,0.000,0.000,0.000,0.000,0.000
51.281,0.000,0.000,0.000,0.000,0.000,0.000
51.292,0.000,0.000,0.000,0.000,0.000,0.000
51.303,0.000,0.000,0.000,0.000,0.000,0.000
51.314,0.000,0.000,0.000,0.000,0.000,0.000
51.325,0.000,0.000,0.000,0.000,0.000,0.000
51.336,0.000,0.000,0.000,0.000,0.000,0.000
51.347,0.000,0.000,0.000,0.000,0.000,0.000
51.357,0.000,0.000,0.000,0.000,0.000,0.000
51.368,0.000,0.000,0.000,0.000,0.000,0.000
51.379,0.000,0.000,0.000,0.000,0.000,0.000
51.390,0.000,0.000,0.000,0.000,0.000,0.000
51.401,0.000,0.000,0.000,0.000,0.000,0.000
51.412,0.000,0.000,0.000,0.000,0.000,0.000
51.423,0.000,0.000,0.000,0.000,0.000,0.000
51.434,0.000,0.000,0.000,0.000,0.000,0.000
51.445,0.000,0.000,0.000,0.000,0.000,0.000
51.456,0.000,0.000,0.000,0.000,0.000,0.000
51.467,0.000,0.000,0.000,0.000,0.000,0.000
51.478,0.000,0.000,0.000,0.000,0.000,0.000
51.489,0.000,0.000,0.000,0.000,0.000,0.000
51.500,0.000,0.000,0.000,0.000,0.000,0.000
51.510,0.000,0.000,0.000,0.000,0.000,0.000
51.521,0.000,0.000,0.000,0.000,0.000,0.000
51.532,0.000,0.000,0.000,0.000,0.000,0.000
51.543,0.000,0.000,0.000,0.000,0.000,0.000
51.554,0.000,0.000,0.000,0.000,0.000,0.000
51.565,0.000,0.000,0.000,0.000,0.000,0.000
51.576,0.000,0.000,0.000,0.000,0.000,0.000
51.587,0.000,0.000,0.000,0.000,0.000,0.000
51.598,0.000,0.000,0.000,0.000,0.000,0.000
51.609,0.000,0.000,0.000,0.000,0.000,0.000
51.620,0.000,0.000,0.000,0.000,0.000,0.000
51.631,0.000,0.000,0.000,0.000,0.000,0.000
51.642,0.000,0.000,0.000,0.000,0.000,0.000
51.653,0.000,0.000,0.000,0.000,0.000,0.000
51.664,0.000,0.000,0.000,0.000,0.000,0.000
51.675,0.000,0.000,0.000,0.000,0.000,0.000
51.686,0.000,0.000,0.000,0.000,0.000,0.000
51.697,0.000,0.000,0.000,0.000,0.000,0.000
51.707,0.000,0.000,0.000,0.000,0.000,0.000
51.718,0.000,0.000,0.000,0.000,0.000,0.000
51.729,0.000,0.000,0.000,0.000,0.000,0.000
51.740,0.000,0.000,0.000,0.000,0.000,0.000
51.751,0.000,0.000,0.000,0.000,0.000,0.000
51.762,0.000,0.000,0.000,0.000,0.000,0.000
51.773,0.000,0.000,0.000,0.000,0.000,0.000
51.784,0.000,0.000,0.000,0.000,0.000,0.000
51.795,0.000,0.000,0.000,0.000,0.000,0.000
51.806,0.000,0.000,0.000,0.000,0.000,0.000
51.817,0.000,0.000,0.000,0.000,0.000,0.000
51.828,0.000,0.000,0.000,0.000,0.000,0.000
51.839,0.000,0.000,0.000,0.000,0.000,0.000
51.850,0.000,0.000,0.000,0.000,0.000,0.000
51.860,0.000,0.000,0.000,0.000,0.000,0.000
51.871,0.000,0.000,0.000,0.000,0.000,0.000
51.882,0.000,0.000,0.000,0.000,0.000,0.000
51.893,0.000,0.000,0.000,0.000,0.000,0.000
51.904,0.000,0.000,0.000,0.000,0.000,0.000
51.915,0.000,0.000,0.000,0.000,0.000,0.000
51.926,0.000,0.000,0.000,0.000,0.000,0.000
51.937,0.000,0.000,0.000,0.000,0.000,0.000
51.948,0.000,0.000,0.000,0.000,0.000,0.000
51.959,0.000,0.000,0.000,0.000,0.000,0.000
51.970,0.000,0.000,0.000,0.000,0.000,0.000
51.981,0.000,0.000,0.000,0.000,0.000,0.000
51.992,0.000,0.000,0.000,0.000,0.000,0.000
52.003,0.000,0.000,0.000,0.000,0.000,0.000
52.013,0.000,0.000,0.000,0.000,0.000,0.000
52.024,0.000,0.000,0.000,0.000,0.000,0.000
52.035,0.000,0.000,0.000,0.000,0.000,0.000
52.046,0.000,0.000,0.000,0.000,0.000,0.000
52.057,0.000,0.000,0.000,0.000,0.000,0.000
52.068,0.000,0.000,0.000,0.000,0.000,0.000
52.079,0.000,0.000,0.000,0.000,0.000,0.000
52.090,0.000,0.000,0.000,0.000,0.000,0.000
52.101,0.000,0.000,0.000,0.000,0.000,0.000
52.112,0.000,0.000,0.000,0.000,0.000,0.000
52.123,0.000,0.000,0.000,0.000,0.000,0.000
