R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,0,0,75,300,0,0,0.995
sysTime,PIDRefX,PIDSensX,PIDPoutX,PIDIoutX,PIDDoutX,PIDUX
207.943,0.000,-7.063,0.123,0.009,0.032,0.000
207.954,0.000,-5.725,0.100,0.025,0.072,0.000
207.965,0.000,-5.161,0.090,0.041,0.098,0.000
207.977,0.000,-2.556,0.044,0.052,0.287,0.000
207.987,0.000,-4.985,0.087,0.064,0.040,0.000
207.998,0.000,-3.208,0.056,0.079,0.240,0.000
208.010,0.000,-4.215,0.073,0.089,0.101,0.000
208.020,0.000,-1.878,0.032,0.099,0.327,0.000
208.030,0.000,-5.503,0.096,0.113,0.004,0.000
208.040,0.000,-8.093,0.141,0.128,-0.285,0.000
208.051,0.000,-7.136,0.124,0.149,-0.073,0.000
208.061,0.000,-9.383,0.164,0.171,-0.202,0.000
208.071,0.000,-9.145,0.160,0.190,-0.238,0.000
208.081,0.000,-5.087,0.089,0.206,0.120,0.000
208.092,0.000,-2.743,0.048,0.217,0.295,0.000
208.102,0.000,-3.242,0.056,0.224,0.106,0.000
208.113,0.000,-0.066,0.001,0.227,0.276,0.000
208.123,0.000,2.075,-0.036,0.227,0.401,0.000
208.133,0.000,1.849,-0.032,0.219,0.152,0.000
208.144,0.000,8.834,-0.154,0.203,0.559,0.000
208.154,0.000,6.658,-0.116,0.183,0.212,0.000
208.164,0.000,10.416,-0.182,0.163,0.500,0.000
208.174,0.000,8.253,-0.144,0.145,0.275,0.000
208.185,0.000,4.926,-0.086,0.127,-0.124,0.000
208.195,0.000,7.059,-0.123,0.113,0.120,0.000
208.205,0.000,2.699,-0.047,0.101,-0.265,0.000
208.216,0.000,6.999,-0.122,0.087,0.138,0.000
208.226,0.000,5.198,-0.090,0.074,0.020,0.000
208.236,0.000,4.818,-0.084,0.060,-0.058,0.000
208.246,0.000,7.056,-0.123,0.044,0.100,0.000
208.257,0.000,5.454,-0.095,0.024,-0.161,0.000
208.267,0.000,8.918,-0.156,0.004,0.129,0.000
208.277,0.000,5.910,-0.103,-0.013,-0.137,0.000
208.288,0.000,8.648,-0.151,-0.034,0.099,0.000
208.298,0.000,6.440,-0.112,-0.053,-0.109,0.000
208.308,0.000,11.655,-0.203,-0.080,0.225,0.000
208.319,0.000,5.299,-0.092,-0.100,-0.311,0.000
208.329,0.000,6.622,-0.115,-0.121,-0.231,0.000
208.339,0.000,7.747,-0.135,-0.140,-0.085,0.000
208.350,0.000,11.995,-0.209,-0.169,0.206,0.000
208.360,0.000,5.761,-0.100,-0.190,-0.294,0.000
208.370,0.000,9.066,-0.158,-0.213,-0.048,0.000
208.381,0.000,8.035,-0.140,-0.236,-0.107,0.000
208.391,0.000,11.230,-0.196,-0.257,0.299,0.000
208.401,0.000,6.881,-0.120,-0.277,-0.043,0.000
208.412,0.000,8.069,-0.141,-0.299,0.004,0.000
208.422,0.000,3.253,-0.056,-0.313,-0.387,0.000
208.432,0.000,8.698,-0.152,-0.331,0.116,0.000
208.443,0.000,2.757,-0.048,-0.343,-0.296,0.000
208.453,0.000,3.222,-0.056,-0.349,-0.090,0.000
208.463,0.000,0.177,-0.003,-0.353,-0.277,0.000
208.474,0.000,-4.302,0.075,-0.343,-0.384,0.000
208.484,0.000,-2.270,0.039,-0.337,-0.139,0.000
208.494,0.000,-7.265,0.127,-0.323,-0.445,0.000
208.505,0.000,-4.021,0.070,-0.307,0.007,0.000
208.515,0.000,-9.165,0.160,-0.293,-0.489,0.000
208.525,0.000,-10.114,0.177,-0.269,-0.432,0.000
208.536,0.000,-10.434,0.182,-0.245,-0.358,0.000
208.546,0.000,-13.538,0.236,-0.215,-0.473,0.000
208.557,0.000,-11.008,0.192,-0.181,-0.075,0.000
208.567,0.000,-13.211,0.231,-0.155,-0.387,0.000
208.577,0.000,-11.018,0.192,-0.123,-0.023,0.000
208.588,0.000,-9.575,0.167,-0.098,0.066,0.000
208.598,0.000,-13.384,0.234,-0.067,-0.242,0.000
208.608,0.000,-12.499,0.218,-0.039,-0.219,0.000
208.619,0.000,-11.316,0.198,-0.008,-0.036,0.000
208.629,0.000,-10.982,0.192,0.018,-0.075,0.000
208.639,0.000,-13.491,0.236,0.050,-0.239,0.000
208.650,0.000,-12.041,0.210,0.078,-0.163,0.000
208.660,0.000,-12.708,0.222,0.114,-0.047,0.000
208.671,0.000,-12.438,0.217,0.144,-0.100,0.000
208.681,0.000,-13.305,0.232,0.180,-0.035,0.000
208.691,0.000,-13.305,0.232,0.214,-0.049,0.000
208.702,0.000,-13.384,0.234,0.250,-0.000,0.000
208.712,0.000,-14.648,0.256,0.286,-0.088,0.000
208.722,0.000,-14.760,0.258,0.327,0.017,0.000
208.732,0.000,-18.973,0.332,0.368,-0.389,0.000
208.743,0.000,-13.842,0.242,0.407,0.085,0.000
208.753,0.000,-12.729,0.222,0.445,0.223,0.000
208.763,0.000,-13.460,0.235,0.477,0.036,0.000
208.774,0.000,-7.738,0.135,0.503,0.440,0.000
208.784,0.000,-10.211,0.178,0.528,0.123,0.000
208.794,0.000,-8.378,0.146,0.551,0.196,0.000
208.804,0.000,-3.903,0.068,0.565,0.438,0.000
208.815,0.000,-1.741,0.030,0.574,0.492,0.000
208.825,0.000,-0.374,0.006,0.576,0.400,0.000
208.835,0.000,0.965,-0.016,0.577,0.413,0.000
208.845,0.000,-2.043,0.035,0.578,-0.002,0.000
208.856,0.000,1.442,-0.025,0.574,0.159,0.000
208.866,0.000,6.853,-0.119,0.566,0.591,0.000
208.876,0.000,3.492,-0.061,0.553,0.108,0.000
208.887,0.000,4.205,-0.073,0.544,0.149,0.000
208.897,0.000,2.274,-0.039,0.533,-0.120,0.000
208.907,0.000,7.617,-0.133,0.517,0.234,0.000
208.918,0.297,9.237,-0.156,0.494,0.246,0.000
208.930,0.297,11.369,-0.193,0.464,0.286,0.000
208.941,0.446,13.387,-0.226,0.431,0.333,0.000
208.953,0.446,13.039,-0.220,0.394,0.209,0.000
208.964,0.446,16.686,-0.284,0.353,0.388,0.000
208.975,0.595,18.704,-0.316,0.305,0.310,0.000
208.985,0.595,21.491,-0.365,0.258,0.487,0.000
208.996,0.744,20.271,-0.341,0.201,0.220,0.000
209.008,0.744,21.436,-0.362,0.143,0.251,0.000
209.020,2.247,22.260,-0.350,0.080,0.167,0.000
209.032,3.014,21.817,-0.329,0.022,0.088,0.000
209.044,3.014,20.378,-0.303,-0.036,-0.118,0.000
209.054,3.481,18.836,-0.268,-0.078,-0.213,0.000
209.066,3.481,14.521,-0.193,-0.116,-0.392,0.000
209.078,3.481,14.857,-0.199,-0.152,-0.269,0.000
209.090,3.796,20.541,-0.293,-0.191,0.287,0.000
209.101,3.955,23.591,-0.343,-0.247,0.267,0.000
209.113,3.955,17.614,-0.239,-0.296,-0.237,0.000
209.126,3.955,17.269,-0.233,-0.342,-0.264,0.000
209.136,3.955,12.490,-0.149,-0.368,-0.463,0.000
209.146,3.955,7.879,-0.068,-0.382,-0.580,0.000
209.156,3.796,4.344,-0.009,-0.386,-0.610,0.000
209.168,3.796,5.055,-0.022,-0.388,-0.326,0.000
209.180,3.638,2.319,0.023,-0.389,-0.423,0.000
209.191,3.638,3.124,0.009,-0.387,-0.221,0.000
209.203,2.859,-0.820,0.064,-0.380,-0.383,0.000
209.215,2.859,-0.089,0.051,-0.369,-0.166,0.000
209.226,2.552,0.723,0.032,-0.365,-0.082,0.000
209.238,1.492,-0.404,0.033,-0.357,-0.068,0.000
209.250,1.042,1.010,0.000,-0.356,0.030,0.000
209.262,0.595,3.894,-0.057,-0.358,0.294,0.000
209.273,0.595,7.644,-0.123,-0.372,0.454,0.000
209.284,0.446,9.466,-0.157,-0.400,0.342,0.000
209.295,0.297,8.139,-0.137,-0.420,0.193,0.000
209.306,0.297,1.492,-0.020,-0.431,-0.348,0.000
209.317,0.000,-1.572,0.027,-0.429,-0.418,0.000
209.328,0.000,-3.954,0.069,-0.422,-0.430,0.000
209.339,0.000,-3.199,0.055,-0.415,-0.273,0.000
209.350,0.000,-1.995,0.034,-0.405,0.005,0.000
209.362,0.000,-4.972,0.087,-0.392,-0.185,0.000
209.373,0.000,-1.757,0.030,-0.379,0.248,0.000
209.385,0.000,-6.225,0.108,-0.364,-0.128,0.000
209.395,0.000,-6.137,0.107,-0.348,-0.058,0.000
209.407,0.000,-6.825,0.119,-0.333,-0.217,0.000
209.418,0.000,-5.074,0.088,-0.315,0.013,0.000
209.430,0.000,-3.653,0.063,-0.303,0.082,0.000
209.441,0.000,-2.319,0.040,-0.289,0.296,0.000
209.453,0.000,-4.668,0.081,-0.276,0.038,0.000
209.465,0.000,0.349,-0.006,-0.268,0.456,0.000
209.476,0.000,-2.433,0.042,-0.262,0.093,0.000
209.488,0.000,-4.523,0.079,-0.257,-0.219,0.000
209.499,0.000,-1.781,0.031,-0.248,0.107,0.000
209.511,0.000,-3.297,0.057,-0.241,-0.054,0.000
209.521,0.000,-3.520,0.061,-0.232,-0.019,0.000
209.532,0.000,-3.891,0.068,-0.218,0.042,0.000
209.544,0.000,-5.245,0.091,-0.205,-0.075,0.000
209.556,0.000,-6.533,0.114,-0.186,-0.096,0.000
209.567,0.000,-8.065,0.141,-0.167,-0.242,0.000
209.579,0.000,-6.249,0.109,-0.148,0.008,0.000
209.590,0.000,-6.498,0.113,-0.125,0.106,0.000
209.602,0.000,-11.635,0.203,-0.101,-0.404,0.000
209.613,0.000,-9.659,0.169,-0.069,-0.043,0.000
209.625,0.000,-14.482,0.253,-0.031,-0.325,0.000
209.636,0.000,-13.119,0.229,0.009,-0.047,0.000
209.647,0.000,-15.319,0.268,0.046,-0.151,0.000
209.658,0.000,-12.053,0.210,0.089,0.249,0.000
209.670,0.000,-16.196,0.283,0.135,-0.062,0.000
209.681,0.000,-13.766,0.240,0.175,0.126,0.000
209.692,0.000,-11.031,0.193,0.208,0.281,0.000
209.702,0.000,-10.243,0.179,0.236,0.209,0.000
209.713,0.000,-9.123,0.159,0.263,0.213,0.000
209.724,0.000,-11.260,0.197,0.291,-0.064,0.000
209.735,0.000,-11.474,0.200,0.317,-0.195,0.000
209.746,0.000,-12.011,0.210,0.345,-0.294,0.000
209.757,0.000,-9.506,0.166,0.375,0.040,0.000
209.768,0.000,-6.398,0.111,0.398,0.342,0.000
209.779,0.000,-3.519,0.061,0.414,0.534,0.000
209.790,0.000,-2.790,0.048,0.428,0.510,0.000
209.801,0.000,-1.655,0.028,0.434,0.406,0.000
209.812,0.000,-2.466,0.043,0.440,0.172,0.000
209.822,0.000,-2.079,0.036,0.444,0.019,0.000
209.834,0.000,-4.070,0.071,0.448,-0.262,0.000
209.845,0.000,-3.025,0.052,0.457,-0.088,0.000
209.856,0.000,1.349,-0.023,0.457,0.253,0.000
209.868,0.000,3.228,-0.056,0.450,0.270,0.000
209.880,0.000,6.720,-0.117,0.434,0.420,0.000
209.891,0.000,9.476,-0.165,0.412,0.487,0.000
209.901,0.000,11.206,-0.196,0.389,0.540,0.000
209.913,0.000,8.713,-0.152,0.361,0.132,0.000
209.924,0.000,9.210,-0.161,0.330,-0.024,0.000
209.936,0.000,9.636,-0.168,0.300,-0.088,0.000
209.947,0.000,9.391,-0.164,0.276,-0.029,0.000
209.957,0.000,6.212,-0.108,0.253,-0.329,0.000
209.968,0.000,4.516,-0.079,0.236,-0.394,0.000
209.979,0.000,4.158,-0.072,0.225,-0.231,0.000
209.990,0.000,3.583,-0.062,0.217,-0.086,0.000
210.001,0.000,3.425,-0.059,0.210,-0.005,0.000
210.012,0.000,1.452,-0.025,0.207,-0.062,0.000
210.023,0.000,-0.649,0.011,0.209,-0.130,0.000
210.034,0.000,-3.038,0.053,0.215,-0.258,0.000
210.045,0.000,-2.030,0.035,0.220,-0.093,0.000
210.056,0.000,-3.812,0.066,0.226,-0.264,0.000
210.067,0.000,-2.452,0.042,0.234,-0.052,0.000
210.078,0.000,1.161,-0.020,0.237,0.303,0.000
210.089,0.148,2.012,-0.032,0.234,0.274,0.000
210.099,0.148,2.797,-0.046,0.227,0.216,0.000
210.110,0.148,1.136,-0.017,0.222,-0.041,0.000
210.121,0.148,1.534,-0.024,0.220,0.049,0.000
210.132,0.148,2.248,-0.036,0.217,0.149,0.000
210.143,0.148,1.449,-0.022,0.214,0.067,0.000
210.154,0.148,0.629,-0.008,0.210,-0.047,0.000
210.165,0.148,-1.285,0.025,0.210,-0.242,0.000
210.176,0.148,-1.952,0.036,0.213,-0.260,0.000
210.187,0.148,0.210,-0.001,0.217,0.047,0.000
210.198,0.148,-0.698,0.014,0.219,-0.002,0.000
210.209,0.148,-3.697,0.067,0.228,-0.171,0.000
210.220,0.000,-2.396,0.041,0.236,-0.009,0.000
210.230,0.000,-4.278,0.074,0.242,-0.235,0.000
210.241,0.000,-5.110,0.089,0.254,-0.231,0.000
210.252,0.000,-6.156,0.107,0.271,-0.166,0.000
210.264,0.000,-4.411,0.077,0.287,0.048,0.000
210.274,0.000,-6.186,0.108,0.303,-0.064,0.000
210.285,0.000,-6.185,0.108,0.320,-0.039,0.000
210.296,0.000,-6.037,0.105,0.336,-0.011,0.000
210.307,0.000,-6.455,0.112,0.352,-0.088,0.000
210.318,0.000,-6.603,0.115,0.370,-0.041,0.000
210.329,0.000,-9.542,0.167,0.392,-0.249,0.000
210.340,0.000,-6.396,0.111,0.413,0.079,0.000
210.351,0.000,-5.567,0.097,0.429,0.119,0.000
210.362,0.000,-5.482,0.095,0.443,0.028,0.000
210.372,0.000,-3.941,0.068,0.456,0.143,0.000
210.383,0.000,-4.517,0.079,0.470,0.146,0.000
210.394,0.000,-2.742,0.047,0.481,0.228,0.000
210.405,0.000,-0.423,0.007,0.485,0.286,0.000
210.416,0.000,-0.612,0.010,0.486,0.141,0.000
210.427,0.000,-1.365,0.023,0.492,0.140,0.000
210.438,0.000,0.133,-0.002,0.496,0.293,0.000
210.449,0.000,-1.570,0.027,0.499,0.041,0.000
210.460,0.000,-0.660,0.011,0.503,0.143,0.000
210.471,0.000,-1.914,0.033,0.509,0.061,0.000
210.481,0.000,-2.001,0.035,0.516,0.064,0.000
210.492,0.000,-2.857,0.050,0.522,-0.047,0.000
210.503,0.000,-2.764,0.048,0.528,-0.061,0.000
210.514,0.000,-3.723,0.065,0.536,-0.149,0.000
