R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
213.293,-10.515,-8.997,2.270,-0.169,-0.100,-0.085,-0.404,0.098,0.260
213.305,-16.131,-11.268,2.522,-0.343,-0.246,-0.184,-0.586,-0.006,0.198
213.316,-16.253,-13.301,2.734,-0.545,-0.419,-0.307,-0.795,-0.132,0.115
213.328,-17.230,-13.210,2.378,-0.736,-0.537,-0.437,-1.090,-0.205,0.024
213.339,-8.074,-11.760,2.023,-0.907,-0.642,-0.567,-1.350,-0.270,-0.071
213.351,2.179,-8.011,1.726,-0.958,-0.637,-0.662,-1.471,-0.231,-0.137
213.362,-8.074,-3.438,1.072,-0.938,-0.540,-0.702,-1.574,-0.112,-0.155
213.374,0.348,2.060,0.561,-0.842,-0.377,-0.686,-1.588,0.060,-0.128
213.385,0.104,6.330,-0.012,-0.751,-0.209,-0.628,-1.637,0.225,-0.070
213.397,0.348,6.847,-0.444,-0.706,-0.102,-0.545,-1.702,0.320,0.003
213.408,12.800,8.479,-0.656,-0.603,0.021,-0.459,-1.622,0.426,0.075
213.419,9.260,10.106,-0.495,-0.441,0.159,-0.354,-1.383,0.542,0.163
213.431,11.213,10.354,-0.016,-0.264,0.285,-0.238,-1.066,0.651,0.267
213.442,6.818,10.043,0.352,-0.132,0.400,-0.120,-0.867,0.754,0.378
213.454,3.522,10.022,0.781,-0.023,0.498,-0.004,-0.708,0.847,0.492
213.465,-3.191,8.332,0.954,0.009,0.574,0.106,-0.738,0.919,0.603
213.477,-1.848,4.944,1.188,-0.025,0.582,0.189,-0.835,0.927,0.689
213.488,-10.760,1.789,1.472,-0.058,0.572,0.239,-0.878,0.921,0.744
213.500,-6.731,0.584,1.428,-0.115,0.569,0.262,-1.010,0.924,0.773
213.511,-12.469,1.388,1.559,-0.086,0.620,0.289,-0.983,0.981,0.808
213.522,-9.173,-0.732,1.425,-0.146,0.592,0.304,-1.065,0.960,0.829
213.534,9.137,1.421,1.498,-0.097,0.642,0.312,-0.970,1.015,0.843
213.545,-8.928,3.475,1.393,-0.002,0.743,0.355,-0.848,1.119,0.890
213.557,-0.017,2.727,1.470,0.029,0.762,0.396,-0.743,1.140,0.934
213.568,7.062,5.026,1.681,0.143,0.855,0.447,-0.540,1.237,0.990
213.580,19.880,10.678,1.667,0.353,1.060,0.541,-0.277,1.443,1.090
213.591,1.935,10.064,1.774,0.514,1.201,0.677,-0.037,1.585,1.230
213.602,4.132,8.406,1.813,0.582,1.266,0.783,0.067,1.650,1.340
213.612,3.766,6.222,1.848,0.588,1.288,0.862,0.068,1.673,1.421
213.623,10.724,3.794,1.184,0.523,1.266,0.906,-0.064,1.648,1.462
213.633,7.917,3.270,0.134,0.434,1.291,0.936,-0.394,1.651,1.472
213.644,-4.290,-2.316,-0.760,0.304,1.225,0.941,-0.660,1.549,1.442
213.655,3.644,-4.994,-0.196,0.193,1.090,0.885,-0.707,1.383,1.352
213.665,-13.323,-6.831,0.680,0.125,0.990,0.825,-0.680,1.266,1.274
213.676,0.714,-8.114,1.757,0.053,0.835,0.735,-0.532,1.112,1.179
213.686,-10.638,-9.766,1.959,-0.114,0.691,0.640,-0.710,0.980,1.093
213.697,-25.408,-13.110,1.654,-0.284,0.529,0.530,-0.850,0.832,0.991
213.707,-6.853,-9.871,0.008,-0.450,0.512,0.418,-1.321,0.810,0.870
213.718,-0.505,-9.758,-1.087,-0.628,0.395,0.303,-1.617,0.669,0.728
213.728,-1.970,-11.103,-0.973,-0.807,0.205,0.172,-1.753,0.453,0.567
213.739,0.836,-11.333,-0.015,-0.868,0.060,0.043,-1.600,0.297,0.422
213.749,-27.362,-10.487,0.329,-0.920,-0.027,-0.062,-1.536,0.208,0.311
213.760,-12.713,-10.807,0.426,-1.054,-0.169,-0.177,-1.618,0.069,0.195
213.771,-4.412,-8.541,0.688,-1.123,-0.247,-0.283,-1.630,0.000,0.093
213.782,-25.775,-9.825,0.982,-1.208,-0.356,-0.370,-1.615,-0.096,0.015
213.793,-19.793,-12.030,0.923,-1.348,-0.516,-0.484,-1.670,-0.239,-0.086
213.804,-15.887,-10.755,0.256,-1.479,-0.599,-0.601,-1.868,-0.310,-0.196
213.815,-14.910,-10.197,-0.824,-1.657,-0.668,-0.710,-2.260,-0.382,-0.310
213.825,-0.750,-9.179,-1.687,-1.783,-0.735,-0.813,-2.502,-0.465,-0.432
213.836,1.935,-9.417,-1.541,-1.903,-0.874,-0.923,-2.561,-0.621,-0.563
213.846,-18.694,-8.600,-0.522,-1.891,-0.929,-1.005,-2.372,-0.680,-0.651
213.857,0.592,-7.925,0.253,-1.962,-1.056,-1.103,-2.278,-0.796,-0.740
213.868,-11.004,-8.075,0.356,-2.068,-1.129,-1.177,-2.415,-0.851,-0.800
213.879,-21.014,-10.543,0.178,-2.275,-1.279,-1.270,-2.700,-0.983,-0.879
213.890,7.673,-6.071,-0.316,-2.398,-1.309,-1.369,-2.986,-1.000,-0.968
213.901,-3.435,-2.703,-0.974,-2.451,-1.258,-1.404,-3.229,-0.945,-1.000
213.911,2.790,-2.806,-1.449,-2.551,-1.315,-1.439,-3.387,-1.007,-1.042
213.922,5.964,0.717,-0.524,-2.430,-1.270,-1.449,-3.055,-0.962,-1.052
213.933,-10.760,-0.273,0.342,-2.343,-1.277,-1.432,-2.711,-0.953,-1.021
213.945,-13.567,-0.392,1.094,-2.258,-1.266,-1.416,-2.405,-0.913,-0.976
213.956,-9.051,-0.831,1.311,-2.227,-1.271,-1.403,-2.235,-0.883,-0.929
213.967,-1.970,0.611,1.129,-2.198,-1.217,-1.385,-2.208,-0.799,-0.881
213.978,16.828,6.731,0.754,-2.021,-1.022,-1.328,-2.027,-0.580,-0.800
213.989,0.592,10.265,0.314,-1.826,-0.793,-1.206,-1.872,-0.341,-0.665
214.000,2.545,9.607,-0.698,-1.826,-0.655,-1.080,-2.153,-0.205,-0.536
214.011,34.163,10.804,-1.360,-1.822,-0.553,-0.983,-2.349,-0.120,-0.454
214.022,4.377,11.121,-1.301,-1.670,-0.402,-0.858,-2.183,0.004,-0.350
214.032,7.673,11.015,-0.647,-1.537,-0.326,-0.751,-1.907,0.063,-0.256
214.044,0.836,12.485,-0.541,-1.325,-0.148,-0.611,-1.603,0.224,-0.129
214.055,1.081,12.899,-0.515,-1.141,0.026,-0.455,-1.385,0.380,0.011
214.067,10.114,11.408,-0.488,-1.052,0.127,-0.320,-1.316,0.462,0.130
214.078,-1.116,11.051,-0.739,-0.961,0.238,-0.195,-1.262,0.548,0.234
214.090,16.462,10.605,-0.766,-0.862,0.352,-0.076,-1.194,0.635,0.329
214.101,12.433,9.723,-0.519,-0.792,0.418,0.028,-1.110,0.678,0.413
214.113,7.795,8.637,-0.377,-0.744,0.468,0.122,-1.056,0.707,0.487
214.124,12.556,9.549,-0.240,-0.643,0.568,0.217,-0.945,0.789,0.565
214.135,22.444,13.016,-0.492,-0.482,0.763,0.340,-0.853,0.962,0.668
214.147,14.387,15.243,-1.021,-0.298,0.995,0.502,-0.779,1.160,0.800
214.158,-0.627,12.068,-1.671,-0.268,1.088,0.650,-0.900,1.209,0.907
214.170,2.790,6.482,-2.212,-0.309,1.069,0.740,-1.006,1.140,0.948
214.181,5.964,3.748,-2.644,-0.380,1.035,0.770,-1.179,1.047,0.920
214.193,8.771,4.373,-2.393,-0.341,1.053,0.787,-1.117,1.009,0.880
214.204,-4.900,1.296,-1.948,-0.335,1.002,0.800,-1.006,0.908,0.841
214.215,-19.305,-7.071,-1.460,-0.534,0.732,0.737,-1.059,0.599,0.736
214.227,-16.863,-10.574,-0.969,-0.665,0.534,0.618,-1.049,0.374,0.584
214.239,-5.144,-11.649,-0.558,-0.804,0.334,0.470,-1.051,0.161,0.415
214.250,8.893,-6.052,-0.288,-0.762,0.349,0.357,-0.944,0.169,0.291
214.261,14.265,-1.946,0.254,-0.672,0.392,0.307,-0.738,0.213,0.238
214.273,11.823,2.415,0.903,-0.533,0.484,0.310,-0.483,0.314,0.248
214.284,7.917,4.810,1.570,-0.372,0.600,0.363,-0.200,0.449,0.320
214.295,-14.056,1.418,1.941,-0.379,0.567,0.409,-0.123,0.442,0.390
214.307,-11.736,-2.410,2.045,-0.444,0.481,0.412,-0.111,0.386,0.421
214.318,-15.276,-6.967,1.857,-0.585,0.339,0.367,-0.224,0.275,0.402
214.330,-11.370,-6.391,1.353,-0.645,0.307,0.307,-0.319,0.267,0.363
214.342,-15.032,-7.131,1.208,-0.729,0.224,0.235,-0.386,0.201,0.304
214.352,-2.214,-5.201,0.747,-0.771,0.227,0.178,-0.513,0.216,0.257
214.362,-4.168,-5.254,0.078,-0.843,0.184,0.127,-0.640,0.178,0.207
214.374,-4.778,-9.913,-0.326,-1.072,-0.031,0.029,-0.891,-0.037,0.106
214.385,-5.999,-8.775,-0.630,-1.168,-0.124,-0.082,-0.991,-0.131,-0.012
214.397,-0.627,-8.021,-1.060,-1.250,-0.194,-0.181,-1.100,-0.208,-0.122
214.408,-0.994,-7.779,-1.639,-1.364,-0.283,-0.280,-1.276,-0.310,-0.237
214.420,5.475,-8.869,-1.823,-1.507,-0.420,-0.390,-1.441,-0.464,-0.367
214.431,5.231,-7.065,-2.123,-1.609,-0.520,-0.504,-1.559,-0.583,-0.504
214.443,12.311,-3.362,-1.866,-1.619,-0.537,-0.583,-1.565,-0.615,-0.602
214.454,7.917,-1.573,-1.809,-1.599,-0.528,-0.618,-1.531,-0.620,-0.653
214.465,-11.370,-6.086,-1.809,-1.730,-0.656,-0.666,-1.673,-0.761,-0.716
214.477,11.945,-5.148,-2.063,-1.836,-0.739,-0.751,-1.840,-0.858,-0.818
214.488,-1.360,-1.805,-2.408,-1.847,-0.696,-0.799,-1.976,-0.837,-0.890
214.500,-17.352,-1.779,-2.970,-1.912,-0.693,-0.825,-2.203,-0.863,-0.945
214.511,-15.276,-5.367,-3.628,-2.142,-0.834,-0.890,-2.643,-1.040,-1.048
214.523,-2.825,-6.606,-4.361,-2.339,-0.964,-0.991,-3.008,-1.213,-1.194
214.534,10.724,-2.547,-5.037,-2.397,-0.947,-1.075,-3.253,-1.252,-1.334
214.546,12.189,2.006,-5.706,-2.402,-0.867,-1.110,-3.475,-1.238,-1.434
214.557,7.673,3.912,-6.148,-2.362,-0.820,-1.112,-3.491,-1.262,-1.506
214.569,15.974,6.290,-6.660,-2.324,-0.759,-1.099,-3.550,-1.279,-1.569
214.580,11.701,6.620,-7.117,-2.324,-0.737,-1.076,-3.647,-1.344,-1.630
214.592,27.571,8.494,-7.043,-2.226,-0.667,-1.043,-3.544,-1.360,-1.680
214.602,17.683,10.077,-6.107,-2.082,-0.584,-0.988,-3.319,-1.356,-1.700
214.614,4.377,6.425,-4.597,-2.005,-0.631,-0.936,-3.008,-1.456,-1.698
214.625,16.950,7.320,-3.231,-1.841,-0.579,-0.887,-2.618,-1.432,-1.676
214.637,-0.261,9.294,-2.008,-1.611,-0.438,-0.800,-2.198,-1.299,-1.594
214.648,-7.219,6.552,-1.330,-1.550,-0.396,-0.709,-2.091,-1.253,-1.497
214.660,2.790,4.620,-0.900,-1.525,-0.382,-0.651,-2.025,-1.226,-1.425
214.671,5.353,7.175,-0.961,-1.434,-0.283,-0.593,-1.938,-1.116,-1.354
214.682,7.551,9.187,-1.143,-1.325,-0.142,-0.505,-1.884,-0.966,-1.255
214.694,8.893,8.909,-1.366,-1.276,-0.055,-0.411,-1.906,-0.876,-1.155
214.705,9.504,9.754,-1.398,-1.156,0.062,-0.313,-1.776,-0.757,-1.054
214.717,-3.679,7.544,-1.159,-1.056,0.129,-0.215,-1.600,-0.690,-0.952
214.728,-2.459,2.978,-1.006,-1.105,0.065,-0.171,-1.609,-0.749,-0.902
214.739,-11.736,0.226,-1.185,-1.182,0.010,-0.164,-1.724,-0.797,-0.889
214.751,4.499,4.203,-1.672,-1.116,0.101,-0.151,-1.710,-0.707,-0.878
214.762,-2.214,6.582,-2.333,-1.101,0.206,-0.102,-1.889,-0.615,-0.840
214.773,16.462,7.353,-2.926,-1.120,0.284,-0.047,-2.125,-0.560,-0.807
214.785,3.766,6.047,-2.668,-1.125,0.300,0.004,-2.181,-0.569,-0.778
214.796,-6.609,2.278,-2.227,-1.135,0.255,0.033,-2.120,-0.631,-0.767
214.808,-2.825,0.968,-1.799,-1.128,0.227,0.034,-2.036,-0.669,-0.776
214.819,0.226,-3.521,-1.852,-1.262,0.083,-0.006,-2.139,-0.819,-0.824
214.830,-2.703,-3.361,-2.224,-1.362,0.043,-0.061,-2.361,-0.867,-0.890
214.842,4.377,-3.917,-2.506,-1.519,-0.042,-0.130,-2.666,-0.964,-0.973
214.853,13.654,-0.605,-2.041,-1.521,-0.040,-0.184,-2.664,-0.969,-1.036
214.865,5.353,0.645,-1.302,-1.469,-0.033,-0.198,-2.496,-0.959,-1.047
214.876,1.935,3.905,-0.574,-1.338,0.057,-0.178,-2.254,-0.855,-1.016
214.887,-15.887,1.280,-0.119,-1.315,0.045,-0.144,-2.126,-0.846,-0.961
214.899,-10.760,-3.200,-0.089,-1.418,-0.079,-0.164,-2.146,-0.946,-0.957
214.910,-11.614,-2.642,-0.610,-1.459,-0.075,-0.193,-2.251,-0.923,-0.968
214.922,-11.248,-6.732,-1.069,-1.669,-0.233,-0.259,-2.545,-1.066,-1.022
214.933,-1.482,-3.383,-1.097,-1.699,-0.257,-0.331,-2.562,-1.077,-1.084
214.944,15.974,-0.456,-0.784,-1.645,-0.224,-0.361,-2.437,-1.029,-1.101
214.956,3.888,1.600,-0.264,-1.597,-0.203,-0.366,-2.298,-0.988,-1.087
214.967,-41.278,-5.095,-0.218,-1.727,-0.333,-0.376,-2.394,-1.093,-1.073
214.978,-11.614,-9.891,-0.646,-1.986,-0.551,-0.475,-2.705,-1.287,-1.153
214.989,-5.022,-10.331,-1.600,-2.211,-0.665,-0.596,-3.137,-1.387,-1.264
215.001,1.813,-8.223,-2.108,-2.305,-0.737,-0.714,-3.253,-1.452,-1.380
215.012,7.428,-5.936,-1.396,-2.344,-0.785,-0.805,-3.244,-1.489,-1.462
215.023,-7.464,-9.201,-0.495,-2.465,-0.949,-0.893,-3.227,-1.627,-1.527
215.035,-7.342,-13.190,0.493,-2.628,-1.196,-1.025,-3.157,-1.829,-1.621
215.046,12.556,-5.942,1.049,-2.550,-1.163,-1.132,-2.920,-1.740,-1.676
215.058,2.057,-3.312,1.053,-2.521,-1.141,-1.169,-2.814,-1.660,-1.658
215.069,0.348,-1.434,0.940,-2.494,-1.114,-1.182,-2.727,-1.580,-1.620
215.081,7.306,-0.662,0.842,-2.486,-1.106,-1.185,-2.663,-1.521,-1.573
215.092,-7.586,-0.441,0.815,-2.455,-1.082,-1.172,-2.567,-1.449,-1.514
215.103,2.668,-1.607,0.724,-2.475,-1.100,-1.171,-2.538,-1.421,-1.468
215.114,1.935,-0.021,0.749,-2.427,-1.058,-1.164,-2.430,-1.336,-1.417
215.124,12.067,0.785,1.144,-2.409,-1.065,-1.158,-2.310,-1.297,-1.367
215.135,7.673,0.949,1.215,-2.371,-1.027,-1.133,-2.222,-1.211,-1.293
215.146,4.255,4.200,0.234,-2.326,-0.924,-1.095,-2.260,-1.070,-1.218
215.156,17.439,5.428,-0.656,-2.305,-0.843,-1.043,-2.345,-0.973,-1.149
215.167,16.584,5.268,-0.261,-2.234,-0.784,-0.985,-2.223,-0.899,-1.076
215.177,-10.515,5.197,0.438,-2.088,-0.696,-0.912,-1.927,-0.789,-0.978
215.188,17.194,6.308,0.158,-2.079,-0.659,-0.861,-1.950,-0.728,-0.903
215.198,20.979,6.739,-0.226,-2.025,-0.566,-0.792,-1.955,-0.621,-0.819
215.208,7.917,6.779,0.157,-1.898,-0.487,-0.717,-1.708,-0.527,-0.727
215.219,0.226,6.076,-0.100,-1.804,-0.388,-0.636,-1.607,-0.414,-0.631
215.229,2.912,3.570,-0.226,-1.815,-0.398,-0.586,-1.605,-0.417,-0.574
215.240,-0.261,7.421,0.004,-1.605,-0.222,-0.517,-1.312,-0.233,-0.495
215.250,6.086,8.386,0.038,-1.494,-0.129,-0.436,-1.151,-0.132,-0.405
215.260,5.231,6.793,-0.343,-1.484,-0.108,-0.364,-1.157,-0.108,-0.328
215.271,-0.750,5.066,-0.644,-1.460,-0.079,-0.303,-1.146,-0.081,-0.269
215.281,7.184,3.630,-0.256,-1.428,-0.087,-0.267,-1.026,-0.089,-0.232
215.291,4.255,4.160,0.285,-1.367,-0.046,-0.229,-0.914,-0.042,-0.188
215.302,-15.276,0.828,0.351,-1.433,-0.109,-0.202,-0.977,-0.095,-0.152
215.312,-13.689,-4.867,0.312,-1.606,-0.281,-0.226,-1.142,-0.255,-0.168
215.322,-28.827,-11.047,0.371,-1.828,-0.512,-0.307,-1.330,-0.472,-0.239
215.332,-26.507,-18.260,0.268,-2.154,-0.847,-0.460,-1.623,-0.789,-0.381
215.342,-36.395,-23.347,0.768,-2.429,-1.183,-0.668,-1.746,-1.101,-0.574
215.353,-59.101,-32.302,1.327,-2.911,-1.696,-0.949,-2.129,-1.575,-0.826
215.363,-49.823,-38.137,1.089,-3.433,-2.191,-1.302,-2.668,-2.025,-1.147
215.373,-40.912,-41.252,0.887,-3.925,-2.663,-1.704,-3.157,-2.451,-1.518
215.384,-62.275,-47.104,0.927,-4.498,-3.249,-2.143,-3.654,-2.983,-1.918
215.394,-62.885,-53.341,0.598,-5.134,-3.893,-2.641,-4.222,-3.568,-2.375
215.404,-82.173,-62.347,0.873,-5.884,-4.687,-3.214,-4.819,-4.298,-2.903
215.414,-90.474,-67.632,1.167,-6.649,-5.461,-3.854,-5.491,-4.991,-3.483
215.425,-88.277,-74.314,1.084,-7.519,-6.323,-4.552,-6.296,-5.763,-4.114
215.435,-86.568,-77.752,1.030,-8.340,-7.144,-5.294,-7.023,-6.487,-4.782
215.445,-107.686,-85.324,0.812,-9.357,-8.154,-6.106,-7.953,-7.388,-5.510
215.456,-97.310,-90.489,0.347,-10.373,-9.133,-6.966,-8.938,-8.254,-6.285
215.466,-90.596,-91.630,0.558,-11.274,-10.042,-7.853,-9.706,-9.041,-7.076
215.476,-106.221,-93.664,0.536,-12.226,-10.980,-8.747,-10.556,-9.845,-7.863
215.488,-98.165,-97.356,0.303,-13.355,-12.083,-9.770,-11.566,-10.771,-8.743
215.498,-107.076,-100.993,0.296,-14.364,-13.093,-10.707,-12.424,-11.633,-9.558
215.509,-90.352,-100.398,0.750,-15.368,-14.166,-11.774,-13.087,-12.499,-10.454
215.521,-99.629,-98.053,1.324,-16.247,-15.125,-12.811,-13.587,-13.233,-11.296
215.532,-102.193,-98.231,1.962,-17.197,-16.134,-13.817,-14.180,-13.996,-12.086
215.544,-96.578,-98.819,2.560,-18.160,-17.146,-14.816,-14.796,-14.743,-12.850
215.555,-92.183,-96.215,3.274,-19.027,-18.050,-15.791,-15.324,-15.362,-13.569
215.567,-109.029,-94.463,3.986,-19.837,-18.887,-16.703,-15.796,-15.897,-14.204
215.578,-93.160,-93.200,3.898,-20.720,-19.734,-17.600,-16.462,-16.431,-14.814
215.590,-72.529,-87.085,3.598,-21.468,-20.449,-18.459,-16.982,-16.834,-15.382
215.601,-58.857,-77.340,3.440,-22.037,-20.987,-19.229,-17.319,-17.061,-15.860
215.613,-37.494,-64.468,3.341,-22.401,-21.303,-19.850,-17.488,-17.072,-16.189
215.624,-17.596,-47.788,3.052,-22.478,-21.351,-20.295,-17.337,-16.823,-16.343
215.635,-0.750,-35.264,2.200,-22.501,-21.290,-20.558,-17.312,-16.538,-16.381
215.645,2.545,-25.413,1.588,-22.437,-21.187,-20.712,-17.124,-16.228,-16.325
215.655,23.298,-11.134,1.848,-22.067,-20.848,-20.737,-16.491,-15.691,-16.143
215.667,35.505,4.627,2.194,-21.524,-20.334,-20.577,-15.653,-14.936,-15.727
215.678,46.980,18.364,2.426,-20.844,-19.689,-20.243,-14.679,-14.065,-15.147
215.690,56.502,31.345,2.837,-20.032,-18.918,-19.761,-13.579,-13.079,-14.425
215.700,42.586,39.330,2.941,-19.242,-18.137,-19.174,-12.581,-12.098,-13.609
215.711,60.287,47.586,2.453,-18.456,-17.316,-18.526,-11.698,-11.100,-12.753
215.722,81.649,54.895,1.890,-17.616,-16.420,-17.786,-10.828,-10.054,-11.832
215.733,81.527,63.747,1.332,-16.677,-15.439,-16.963,-9.858,-8.952,-10.854
215.744,83.481,66.731,1.471,-15.717,-14.482,-16.090,-8.797,-7.898,-9.848
215.755,73.837,72.330,1.771,-14.663,-13.447,-15.167,-7.622,-6.783,-8.809
215.765,85.800,76.682,1.570,-13.684,-12.456,-14.241,-6.610,-5.728,-7.784
215.776,84.823,78.946,1.120,-12.701,-11.437,-13.256,-5.663,-4.672,-6.726
215.787,97.519,83.818,0.845,-11.610,-10.332,-12.238,-4.588,-3.553,-5.658
215.798,76.889,86.862,0.785,-10.506,-9.207,-11.167,-3.534,-2.437,-4.560
215.809,112.168,89.124,1.084,-9.406,-8.133,-10.103,-2.404,-1.387,-3.484
215.820,89.828,91.331,1.175,-8.307,-7.026,-9.023,-1.357,-0.319,-2.408
215.831,90.561,94.014,-0.241,-7.331,-5.912,-7.959,-0.728,0.726,-1.377
215.841,100.327,95.901,0.212,-6.207,-4.834,-6.891,0.402,1.710,-0.368
215.852,91.904,94.622,1.395,-5.084,-3.800,-5.812,1.625,2.655,0.653
215.862,88.486,95.918,0.517,-4.081,-2.721,-4.744,2.364,3.627,1.647
215.873,83.236,92.472,0.369,-3.162,-1.784,-3.706,3.119,4.431,2.583
215.883,64.925,87.883,0.443,-2.270,-0.916,-2.712,3.928,5.159,3.464
215.894,82.138,84.234,-0.013,-1.460,-0.086,-1.784,4.544,5.831,4.258
215.904,58.455,78.356,0.116,-0.676,0.665,-0.888,5.229,6.415,5.008
215.915,54.915,72.534,0.307,-0.001,1.320,-0.082,5.778,6.898,5.662
215.925,56.258,66.615,0.045,0.578,1.936,0.662,6.105,7.336,6.244
215.936,54.671,62.160,-0.239,1.086,2.497,1.337,6.318,7.706,6.742
215.946,50.032,54.153,-0.291,1.481,2.920,1.938,6.471,7.936,7.161
215.956,30.378,45.903,-0.556,1.773,3.263,2.453,6.468,8.078,7.484
215.967,31.599,40.061,-0.078,2.093,3.544,2.886,6.684,8.164,7.726
215.978,18.903,32.514,-0.730,2.216,3.765,3.262,6.414,8.187,7.904
215.988,0.348,25.276,-0.585,2.346,3.887,3.549,6.377,8.107,7.990
215.999,19.636,21.292,-0.756,2.454,4.007,3.769,6.277,8.033,8.013
216.009,7.184,15.548,-0.602,2.541,4.066,3.942,6.243,7.897,7.987
216.019,-6.731,11.039,-0.600,2.558,4.072,4.058,6.109,7.718,7.911
216.030,-7.830,5.744,-0.999,2.475,4.008,4.118,5.812,7.467,7.777
216.040,-3.801,1.814,-1.148,2.405,3.946,4.131,5.553,7.221,7.595
216.051,-13.567,-2.499,-0.866,2.307,3.839,4.105,5.309,6.938,7.383
216.061,-9.783,-4.972,-1.138,2.116,3.717,4.038,4.818,6.645,7.134
216.072,-15.765,-8.812,-1.022,1.942,3.531,3.937,4.520,6.295,6.855
216.082,-20.159,-12.764,-1.391,1.718,3.332,3.804,4.099,5.938,6.552
216.093,-27.484,-17.526,-0.992,1.475,3.060,3.623,3.781,5.513,6.204
216.103,-33.465,-20.415,-1.048,1.139,2.765,3.400,3.234,5.082,5.830
216.114,-12.591,-21.150,-1.571,0.762,2.517,3.157,2.465,4.697,5.433
216.124,-32.123,-23.638,-1.055,0.435,2.211,2.905,1.993,4.263,5.039
216.135,-24.310,-25.937,-1.520,0.020,1.878,2.624,1.315,3.814,4.625
216.145,-28.827,-28.570,-1.035,-0.314,1.508,2.313,0.969,3.329,4.183
216.156,-47.992,-31.581,-0.883,-0.692,1.134,1.993,0.518,2.868,3.759
216.166,-31.878,-32.751,-1.960,-1.133,0.802,1.650,-0.225,2.435,3.298
216.177,-30.047,-33.688,-1.053,-1.460,0.412,1.287,-0.473,1.961,2.834
216.187,-33.099,-35.625,-1.237,-1.881,0.007,0.918,-0.970,1.485,2.378
216.198,-43.109,-36.957,-1.314,-2.289,-0.408,0.534,-1.402,1.002,1.910
216.208,-35.541,-36.072,-0.955,-2.602,-0.778,0.150,-1.624,0.579,1.456
216.219,-29.193,-34.172,-1.621,-2.950,-1.085,-0.210,-2.089,0.220,1.028
216.229,-23.699,-31.355,-1.450,-3.179,-1.348,-0.549,-2.272,-0.092,0.625
216.240,-36.517,-29.405,-0.973,-3.424,-1.616,-0.855,-2.485,-0.396,0.271
216.250,-11.126,-24.545,-1.333,-3.624,-1.794,-1.131,-2.747,-0.606,-0.047
216.261,-1.726,-20.821,-1.508,-3.760,-1.950,-1.360,-2.854,-0.797,-0.320
216.271,-15.765,-17.991,-0.928,-3.825,-2.070,-1.543,-2.812,-0.942,-0.537
216.283,-6.853,-15.330,-0.637,-3.919,-2.164,-1.714,-2.912,-1.057,-0.735
216.294,-6.853,-13.958,-1.023,-4.119,-2.278,-1.858,-3.294,-1.187,-0.899
216.305,-0.627,-10.139,-1.171,-4.177,-2.270,-1.963,-3.492,-1.200,-1.029
216.315,-3.679,-8.606,-0.830,-4.207,-2.319,-2.041,-3.476,-1.262,-1.122
216.325,9.260,-6.162,-1.311,-4.200,-2.289,-2.095,-3.516,-1.249,-1.196
216.336,-0.261,-2.154,-0.763,-4.021,-2.183,-2.111,-3.181,-1.163,-1.230
216.347,16.096,3.369,0.157,-3.761,-2.010,-2.076,-2.732,-0.997,-1.201
216.358,4.865,5.433,0.254,-3.594,-1.860,-1.992,-2.523,-0.850,-1.116
216.369,23.420,11.620,-0.538,-3.383,-1.563,-1.867,-2.495,-0.567,-1.001
216.381,35.994,18.243,-1.262,-3.078,-1.196,-1.679,-2.333,-0.230,-0.836
216.392,54.915,26.797,-2.132,-2.629,-0.708,-1.417,-1.995,0.211,-0.610
216.403,50.643,32.551,-2.631,-2.146,-0.206,-1.076,-1.590,0.654,-0.316
216.414,61.996,41.568,-2.878,-1.475,0.469,-0.654,-0.981,1.261,0.049
216.425,72.250,49.557,-2.460,-0.721,1.183,-0.148,-0.206,1.897,0.495
216.436,89.218,57.499,-1.360,0.122,1.957,0.439,0.726,2.596,1.027
216.447,81.405,63.211,0.073,1.012,2.768,1.111,1.721,3.340,1.653
216.458,88.730,73.049,1.312,2.107,3.790,1.892,2.916,4.305,2.400
216.469,108.262,79.884,2.113,3.160,4.782,2.742,4.040,5.240,3.218
216.480,115.098,88.155,2.316,4.325,5.928,3.680,5.177,6.320,4.117
216.491,119.737,95.077,2.187,5.485,7.093,4.688,6.247,7.405,5.074
216.502,116.196,99.619,2.206,6.669,8.278,5.759,7.335,8.495,6.079
216.513,102.280,102.430,2.307,7.858,9.457,6.868,8.435,9.566,7.111
216.524,104.844,105.751,2.332,9.063,10.656,7.999,9.531,10.645,8.152
216.535,102.402,103.992,1.714,10.079,11.718,9.120,10.317,11.569,9.165
216.546,107.651,104.374,1.002,11.048,12.722,10.138,11.057,12.417,10.056
216.557,90.073,102.052,0.750,12.088,13.801,11.275,11.813,13.286,11.018
216.569,79.696,91.931,0.634,12.847,14.595,12.339,12.282,13.857,11.890
216.581,62.118,81.277,0.712,13.479,15.226,13.238,12.690,14.257,12.581
