R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
45,15,25,45,5,25,350,10,0,0,0,0,35,200,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,3000,300,300,100,25,25
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ,PIDPoutX,PIDIoutX,PIDDoutX
188.576,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.582,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.587,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.594,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.600,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.606,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.612,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.618,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.624,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.629,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.636,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.642,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.648,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.654,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.660,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.666,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.671,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.678,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.684,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.690,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.696,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.702,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.708,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.714,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.719,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.726,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.732,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.738,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.744,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.750,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.756,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.761,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.768,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.774,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.780,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.786,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.792,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.798,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.803,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.809,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.816,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.822,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.828,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.834,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.840,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.846,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.851,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.858,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.864,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.870,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.876,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.882,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.888,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.893,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.899,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.906,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.912,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
188.918,0.000,-0.446,0.000,-12.902,128.491,-22.739,0.555,0.095,-6.513
