R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,10,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
593.735,1.219,1.057,0.797,0.794,0.801
593.746,0.838,1.051,0.830,0.828,0.813
593.757,1.090,1.052,0.825,0.822,0.823
593.768,1.011,1.047,0.834,0.832,0.830
593.779,1.299,1.059,0.844,0.841,0.841
593.789,1.008,1.072,0.878,0.875,0.856
593.800,0.754,1.024,0.874,0.873,0.868
593.811,0.923,1.028,0.871,0.870,0.872
593.822,1.252,1.028,0.901,0.900,0.880
593.833,1.087,1.019,0.888,0.887,0.886
593.843,0.761,1.005,0.890,0.889,0.888
593.854,1.176,1.007,0.911,0.911,0.893
593.865,1.048,1.006,0.887,0.887,0.895
593.876,0.799,0.981,0.893,0.894,0.897
593.887,0.835,0.997,0.894,0.894,0.893
593.898,0.965,0.996,0.882,0.883,0.889
593.908,0.884,0.970,0.873,0.874,0.884
593.919,0.924,0.951,0.872,0.875,0.878
593.930,1.082,0.950,0.840,0.843,0.872
593.941,0.836,0.942,0.857,0.860,0.869
593.952,1.050,0.947,0.862,0.865,0.869
593.963,1.131,0.958,0.881,0.883,0.873
593.973,1.217,0.965,0.882,0.884,0.881
593.984,1.003,0.965,0.900,0.902,0.889
593.995,1.002,0.964,0.884,0.886,0.891
594.006,0.966,0.962,0.898,0.900,0.894
594.017,1.133,0.962,0.893,0.895,0.896
594.027,1.049,0.981,0.938,0.939,0.910
594.038,1.129,1.011,0.938,0.937,0.929
594.049,1.006,1.012,0.955,0.955,0.938
594.060,1.087,1.003,0.972,0.972,0.947
594.071,1.092,1.018,0.971,0.970,0.954
594.082,1.087,1.036,0.982,0.980,0.960
594.092,0.962,1.037,0.971,0.969,0.963
594.103,1.005,1.029,1.002,1.000,0.971
594.114,0.963,1.038,0.991,0.990,0.979
594.125,0.923,1.033,0.999,0.998,0.983
594.136,0.882,1.029,0.986,0.985,0.985
594.147,1.091,1.042,0.990,0.988,0.986
594.158,0.926,1.011,0.986,0.985,0.985
594.168,1.044,1.004,0.999,0.999,0.988
594.179,1.008,1.007,1.001,1.001,0.990
594.190,1.175,1.020,0.999,0.998,0.992
594.201,1.049,1.008,0.989,0.989,0.991
594.212,1.129,1.010,0.971,0.971,0.987
594.223,1.091,1.027,0.961,0.960,0.975
594.233,1.131,1.026,0.953,0.952,0.964
594.244,1.378,1.038,0.938,0.936,0.954
594.255,1.088,1.030,0.948,0.947,0.949
594.266,1.136,1.011,0.957,0.956,0.950
594.277,1.172,1.022,0.981,0.980,0.958
594.288,0.922,1.028,0.991,0.990,0.968
594.298,0.879,1.035,1.022,1.020,0.983
594.309,0.965,1.052,1.010,1.007,0.995
594.320,1.343,1.054,0.979,0.976,0.994
594.331,0.969,1.052,0.991,0.989,0.993
594.342,0.969,1.036,0.977,0.976,0.990
594.352,0.756,1.029,0.998,0.997,0.991
594.363,1.006,1.011,0.995,0.994,0.994
594.374,0.843,1.023,0.958,0.957,0.990
594.385,1.339,1.041,0.954,0.953,0.982
594.396,1.258,1.032,0.934,0.932,0.971
594.408,1.125,1.021,0.927,0.927,0.959
594.420,1.004,1.007,0.971,0.971,0.959
594.430,1.048,1.003,0.963,0.963,0.968
594.440,0.799,0.980,0.962,0.964,0.971
594.450,1.007,1.001,0.982,0.982,0.977
594.460,0.797,0.981,0.988,0.990,0.983
594.470,0.878,0.972,0.949,0.950,0.982
594.480,0.672,0.961,0.930,0.932,0.972
594.490,0.757,0.954,0.961,0.964,0.970
594.503,1.092,0.967,0.951,0.953,0.971
594.513,0.965,0.966,0.923,0.925,0.960
594.524,1.631,0.980,0.933,0.934,0.954
594.535,-0.659,0.939,0.935,0.939,0.954
594.547,-1.808,0.932,0.954,0.958,0.956
594.559,2.003,1.021,0.958,0.957,0.957
594.570,-0.548,1.040,0.955,0.953,0.960
594.582,-1.599,0.991,0.943,0.944,0.961
594.594,-1.973,0.997,0.942,0.943,0.957
594.605,-0.927,1.032,0.944,0.942,0.958
594.617,-1.769,0.993,0.979,0.980,0.965
594.628,3.462,0.858,0.944,0.953,0.970
594.640,3.786,0.844,0.954,0.963,0.966
594.651,-0.596,0.830,0.948,0.959,0.967
594.663,0.502,0.812,0.945,0.957,0.968
594.675,4.781,0.779,0.944,0.957,0.965
594.686,1.903,0.738,0.930,0.945,0.965
594.698,4.662,0.742,0.919,0.933,0.961
594.710,5.466,0.821,0.918,0.928,0.956
594.721,-2.717,0.649,0.903,0.923,0.948
594.733,3.538,0.649,0.875,0.895,0.931
594.744,5.980,0.648,0.867,0.886,0.915
594.756,4.680,0.649,0.870,0.889,0.904
594.768,2.850,0.766,0.871,0.882,0.901
594.779,-2.141,0.669,0.868,0.885,0.902
594.791,-2.478,0.822,0.883,0.891,0.907
594.802,-1.643,0.873,0.907,0.912,0.914
594.814,-2.831,1.021,0.915,0.911,0.921
594.826,-1.626,1.112,0.915,0.906,0.927
594.837,-0.848,1.176,0.926,0.913,0.934
594.849,2.291,0.995,0.917,0.915,0.939
594.861,0.658,0.957,0.967,0.968,0.954
594.872,4.705,0.789,0.927,0.937,0.967
594.884,3.598,0.833,0.942,0.948,0.970
594.895,1.723,0.863,0.938,0.942,0.971
594.907,-2.256,0.912,0.923,0.924,0.967
594.919,-1.487,0.932,0.915,0.914,0.961
594.931,9.562,0.956,0.925,0.922,0.958
594.943,10.251,1.151,0.899,0.886,0.950
594.954,-6.070,1.101,0.935,0.923,0.949
594.966,1.165,1.382,0.956,0.927,0.957
594.978,-1.634,1.219,0.955,0.936,0.964
594.990,2.320,1.052,0.965,0.955,0.972
595.001,-2.569,1.157,1.004,0.987,0.987
595.011,3.099,1.151,1.020,1.004,1.003
595.023,13.155,1.344,1.012,0.984,1.013
595.035,-10.438,1.025,0.992,0.986,1.014
595.047,-3.156,0.992,0.986,0.981,1.012
595.059,-6.108,0.953,1.012,1.010,1.023
595.071,-8.948,0.473,1.015,1.036,1.037
595.083,1.041,0.725,1.030,1.039,1.048
595.095,4.396,1.169,1.036,1.015,1.046
595.107,3.265,1.410,1.028,0.994,1.050
595.119,22.593,1.766,1.028,0.978,1.046
595.132,12.259,1.774,1.093,1.052,1.052
595.142,-23.073,0.853,1.103,1.110,1.078
595.152,-0.060,0.963,1.101,1.106,1.098
595.162,24.855,1.405,1.148,1.131,1.117
595.172,-17.282,0.309,1.158,1.200,1.153
595.182,-12.328,-0.123,1.087,1.159,1.160
595.194,-25.307,0.032,1.067,1.139,1.156
595.205,-17.103,0.281,1.085,1.154,1.153
595.217,-13.591,0.597,1.091,1.149,1.168
595.229,2.811,0.269,0.954,1.031,1.144
595.240,-1.825,-1.341,0.790,0.952,1.088
595.252,8.349,-1.417,0.597,0.762,0.988
595.265,4.040,-0.655,0.395,0.535,0.846
595.276,-7.731,-0.240,0.102,0.237,0.660
595.288,-33.784,-0.551,-0.303,-0.121,0.428
595.300,-21.424,-1.487,-0.722,-0.506,0.135
595.310,-48.527,-2.115,-1.094,-0.843,-0.164
595.321,-21.080,-1.940,-1.500,-1.237,-0.527
595.333,-19.526,-2.677,-1.843,-1.562,-0.886
595.345,-30.801,-2.509,-2.216,-1.931,-1.257
595.355,-8.953,-2.097,-2.560,-2.277,-1.583
595.365,27.045,-0.179,-2.670,-2.468,-1.862
595.377,38.019,1.078,-2.911,-2.803,-2.180
595.389,4.051,1.239,-3.056,-2.953,-2.457
595.401,-22.973,0.123,-3.232,-3.099,-2.680
595.411,1.860,0.596,-3.254,-3.165,-2.838
595.422,1.315,0.887,-3.068,-3.014,-2.921
595.434,-20.502,0.061,-2.851,-2.750,-2.892
595.446,-4.897,-0.450,-2.527,-2.406,-2.769
595.457,-22.797,-1.804,-2.232,-2.072,-2.569
595.470,5.058,-1.972,-1.658,-1.530,-2.271
595.481,13.554,-1.710,-0.982,-0.898,-1.872
595.493,30.408,-0.687,-0.291,-0.263,-1.391
595.505,34.275,-0.644,0.476,0.507,-0.812
595.516,31.776,-0.734,1.377,1.416,-0.128
595.528,25.833,-0.733,2.224,2.251,0.618
595.540,19.096,-0.958,2.890,2.919,1.359
595.551,20.005,-0.892,3.519,3.525,2.058
595.563,12.445,-0.665,4.007,3.981,2.690
595.575,9.356,0.009,4.303,4.223,3.208
595.586,18.696,0.771,4.462,4.336,3.606
595.598,35.866,1.353,4.498,4.330,3.876
595.610,44.506,2.329,4.374,4.143,4.001
595.621,35.209,2.561,4.076,3.815,3.965
595.633,41.642,2.609,3.511,3.223,3.750
595.644,-30.047,0.143,2.811,2.639,3.428
595.654,-26.586,-0.265,2.181,2.029,3.007
595.664,33.909,1.631,1.516,1.272,2.498
595.674,-12.361,-0.133,0.646,0.477,1.902
595.685,-30.304,-0.895,-0.175,-0.320,1.238
595.695,1.407,-0.287,-0.938,-1.131,0.520
595.705,24.920,0.277,-1.713,-1.928,-0.207
595.715,4.200,-0.736,-2.511,-2.659,-0.941
595.725,-47.006,-1.881,-3.170,-3.263,-1.659
595.736,-3.119,-1.536,-3.670,-3.802,-2.327
595.746,4.146,-1.050,-4.095,-4.246,-2.933
595.756,21.883,0.148,-4.317,-4.514,-3.440
595.766,-0.751,-0.120,-4.460,-4.634,-3.847
595.776,1.066,-0.416,-4.340,-4.507,-4.113
595.786,-21.946,-0.605,-4.140,-4.271,-4.228
595.797,-4.075,-0.655,-3.788,-3.890,-4.207
595.807,8.185,-0.365,-3.168,-3.283,-4.018
595.817,7.141,0.147,-2.479,-2.616,-3.680
595.827,23.121,0.369,-1.693,-1.810,-3.205
595.838,-28.005,-1.457,-0.776,-0.810,-2.592
595.848,-31.520,-2.788,0.241,0.265,-1.846
595.858,29.763,-0.747,1.374,1.287,-1.006
595.869,26.041,-0.363,2.358,2.257,-0.113
595.879,-6.090,-1.120,3.199,3.130,0.777
595.889,-15.061,-1.356,3.972,3.905,1.639
595.899,27.547,-0.373,4.717,4.589,2.461
595.909,-11.389,-1.825,5.099,5.021,3.194
595.920,-48.754,-2.958,5.384,5.343,3.792
595.930,12.782,-1.018,5.575,5.450,4.263
595.942,0.683,0.208,5.452,5.283,4.589
595.952,6.342,0.782,5.227,5.035,4.704
595.962,11.481,0.765,4.759,4.578,4.669
595.972,12.383,0.595,4.155,3.988,4.458
595.982,-30.196,-1.669,3.433,3.323,4.103
595.993,-8.935,-0.905,2.751,2.581,3.631
596.003,34.750,1.115,1.918,1.643,3.048
596.013,-16.774,-1.031,0.883,0.703,2.343
596.023,-33.374,-1.698,-0.089,-0.234,1.567
596.035,-27.116,-1.511,-1.027,-1.228,0.619
596.045,17.803,-0.832,-1.822,-2.083,-0.199
596.055,23.761,0.961,-2.507,-2.837,-1.005
596.065,8.145,-0.317,-3.223,-3.496,-1.789
596.077,12.168,-1.481,-3.860,-4.089,-2.624
596.089,9.554,-0.943,-4.218,-4.449,-3.295
596.101,2.151,-0.249,-4.374,-4.619,-3.793
596.111,-12.642,-0.532,-4.324,-4.557,-4.077
596.122,-14.820,-0.809,-4.111,-4.339,-4.231
596.134,0.356,-0.703,-3.664,-3.878,-4.181
596.145,-21.851,-1.462,-3.123,-3.301,-3.985
596.156,-9.321,-0.983,-2.258,-2.482,-3.564
596.168,14.983,-0.310,-1.310,-1.561,-2.965
596.180,36.272,-0.052,-0.328,-0.563,-2.227
596.190,-13.212,-0.958,0.585,0.379,-1.490
596.200,-1.063,-1.109,1.493,1.280,-0.693
596.212,19.064,-0.387,2.623,2.365,0.290
596.224,31.326,0.344,3.579,3.289,1.273
596.234,-4.247,-0.386,4.254,4.020,2.101
596.244,-51.516,-1.565,4.849,4.684,2.882
596.255,27.520,0.893,5.354,5.108,3.574
596.265,21.771,1.013,5.591,5.341,4.160
596.275,-17.201,-0.521,5.652,5.483,4.609
596.285,-25.042,-0.835,5.536,5.385,4.904
596.296,-18.589,-0.930,5.135,5.005,5.019
596.306,11.415,0.311,4.727,4.543,4.965
596.316,3.781,0.239,4.051,3.890,4.759
596.326,-44.845,-1.513,3.168,3.132,4.366
596.337,-24.827,-1.182,2.370,2.335,3.853
596.347,25.835,0.651,1.550,1.448,3.245
596.357,-2.965,-0.718,0.607,0.585,2.564
596.367,-48.073,-2.076,-0.282,-0.267,1.821
596.378,-38.032,-3.338,-1.095,-1.046,1.032
596.388,12.831,-1.659,-1.750,-1.797,0.257
596.398,23.476,-1.124,-2.328,-2.416,-0.481
596.408,43.068,0.257,-2.876,-3.054,-1.187
596.419,8.993,-0.257,-3.293,-3.457,-1.822
596.429,9.334,-1.044,-3.642,-3.767,-2.365
596.439,-38.410,-2.792,-3.888,-3.929,-2.811
596.450,-25.729,-2.733,-3.836,-3.896,-3.142
596.460,-16.465,-2.348,-3.690,-3.762,-3.338
596.470,11.097,-1.593,-3.303,-3.417,-3.389
596.480,20.080,0.066,-2.762,-2.962,-3.291
596.491,19.117,0.347,-2.107,-2.314,-3.046
596.501,17.479,0.271,-1.353,-1.546,-2.641
596.511,-21.341,-0.560,-0.525,-0.673,-2.111
596.521,6.029,-0.332,0.403,0.234,-1.471
596.532,22.790,0.012,1.300,1.091,-0.759
596.542,3.739,-0.370,2.129,1.914,-0.005
596.552,6.879,-0.461,2.938,2.724,0.779
596.562,-13.025,-1.768,3.634,3.493,1.565
596.572,-34.023,-2.102,4.331,4.206,2.328
596.582,-24.460,-2.904,4.952,4.848,3.062
596.593,5.492,-1.734,5.406,5.205,3.707
596.603,24.798,-0.418,5.688,5.418,4.237
596.615,-2.377,-0.771,5.729,5.464,4.672
596.627,0.072,-0.454,5.462,5.190,4.899
596.637,-10.522,-1.516,5.038,4.838,4.898
596.648,27.438,-0.468,4.535,4.261,4.748
596.658,14.109,-0.084,3.785,3.517,4.430
596.668,1.123,0.458,3.025,2.730,3.977
596.678,-34.856,-0.418,2.087,1.841,3.392
596.689,3.643,0.164,1.151,0.881,2.694
596.699,18.982,0.081,0.313,0.048,1.944
596.709,16.905,-0.165,-0.524,-0.760,1.170
596.719,-27.913,-1.589,-1.414,-1.597,0.369
596.730,-43.476,-2.915,-2.226,-2.350,-0.441
596.740,-18.069,-2.155,-2.862,-2.997,-1.206
596.750,12.424,-1.647,-3.301,-3.482,-1.883
596.761,-15.141,-1.984,-3.712,-3.877,-2.505
596.771,-20.136,-2.569,-3.919,-4.074,-3.008
596.782,-20.146,-1.961,-3.921,-4.104,-3.379
596.792,-0.344,-1.241,-3.727,-3.956,-3.606
596.802,11.119,-0.220,-3.354,-3.632,-3.674
596.812,24.490,0.377,-2.885,-3.193,-3.595
596.822,3.639,-0.053,-2.296,-2.580,-3.377
596.833,17.079,1.261,-1.524,-1.869,-3.008
596.843,12.649,1.800,-0.719,-1.093,-2.514
596.853,-5.205,1.635,0.126,-0.231,-1.899
596.863,-11.496,0.239,0.920,0.652,-1.204
596.874,7.037,0.051,1.748,1.516,-0.455
596.884,-6.031,-0.489,2.543,2.353,0.324
596.894,-14.635,-0.697,3.272,3.100,1.086
596.905,-10.312,-0.001,3.922,3.728,1.826
596.915,-12.197,-0.056,4.412,4.222,2.507
596.925,5.502,0.727,4.775,4.534,3.098
596.935,-16.294,0.482,4.903,4.670,3.569
596.946,-10.521,0.518,4.860,4.627,3.905
596.956,-11.185,0.439,4.513,4.297,4.064
596.966,-33.470,-0.161,4.069,3.862,4.045
596.977,-6.316,0.200,3.608,3.361,3.882
596.987,45.340,1.770,3.048,2.686,3.585
596.997,25.448,1.674,2.304,1.960,3.159
597.007,-7.440,1.435,1.447,1.129,2.614
597.018,-8.048,0.973,0.481,0.201,1.954
597.028,-26.461,0.420,-0.331,-0.560,1.248
597.038,31.286,0.722,-1.032,-1.276,0.528
597.048,4.344,0.544,-1.731,-1.976,-0.192
597.059,-22.758,0.140,-2.390,-2.600,-0.894
597.069,8.859,0.719,-2.900,-3.136,-1.546
597.079,-6.946,0.428,-3.356,-3.581,-2.133
597.089,-11.841,0.200,-3.728,-3.957,-2.667
597.100,-28.058,-1.247,-4.047,-4.186,-3.133
597.110,3.621,-0.946,-4.149,-4.319,-3.503
597.120,-9.412,-1.054,-4.084,-4.247,-3.751
597.131,20.297,-0.408,-3.950,-4.149,-3.893
597.141,-11.457,-1.102,-3.730,-3.910,-3.929
597.151,-7.722,-0.897,-3.239,-3.429,-3.817
597.162,-19.075,-0.809,-2.638,-2.821,-3.555
597.172,-19.550,-1.118,-1.986,-2.132,-3.164
597.182,28.478,0.367,-1.176,-1.385,-2.658
597.192,3.121,0.135,-0.425,-0.640,-2.073
597.203,-26.024,-1.171,0.347,0.192,-1.427
597.213,-13.508,-0.997,1.108,0.932,-0.745
597.223,-15.135,-0.908,1.830,1.645,-0.057
597.233,-5.064,-0.408,2.534,2.323,0.634
597.244,2.290,-0.001,3.246,3.011,1.331
597.254,-5.401,-0.071,3.801,3.569,2.001
597.264,0.403,0.176,4.167,3.926,2.607
597.275,25.157,0.775,4.440,4.155,3.088
597.285,15.924,0.789,4.552,4.246,3.473
597.295,23.169,0.873,4.532,4.232,3.747
597.305,-4.939,-0.682,4.214,4.002,3.877
597.316,-31.786,-1.590,3.812,3.660,3.866
597.326,-46.023,-2.647,3.244,3.162,3.687
597.336,55.472,0.594,2.688,2.453,3.378
597.347,51.578,2.058,1.842,1.519,2.903
597.357,18.108,1.458,0.920,0.633,2.287
597.367,-13.768,0.008,-0.045,-0.254,1.574
597.378,14.116,0.892,-0.925,-1.172,0.808
597.388,8.907,0.978,-1.701,-1.951,0.019
597.398,-28.486,-0.599,-2.496,-2.651,-0.773
597.408,-3.834,0.366,-3.013,-3.239,-1.522
597.419,-10.322,0.549,-3.508,-3.739,-2.208
597.430,-22.384,0.930,-3.911,-4.127,-2.844
597.441,-12.587,1.602,-4.089,-4.338,-3.366
597.453,-38.383,0.840,-4.198,-4.423,-3.786
597.464,-21.119,0.752,-4.106,-4.340,-4.069
597.476,18.284,1.065,-4.047,-4.285,-4.243
597.487,38.427,1.576,-4.122,-4.349,-4.367
597.499,21.661,1.383,-4.527,-4.725,-4.531
597.511,11.733,1.558,-5.406,-5.596,-4.865
597.522,27.250,1.860,-6.682,-6.880,-5.451
597.534,-21.912,2.122,-8.637,-8.813,-6.404
597.546,0.601,2.247,-10.922,-11.087,-7.715
597.557,-12.748,2.005,-13.560,-13.680,-9.358
597.568,-32.650,1.615,-16.384,-16.484,-11.337
597.579,-17.658,1.597,-19.317,-19.421,-13.662
597.591,-0.968,0.841,-22.195,-22.256,-16.197
597.603,29.703,1.264,-24.693,-24.791,-18.801
597.614,4.023,1.135,-26.494,-26.598,-21.236
597.626,19.894,1.442,-27.369,-27.488,-23.254
597.637,-14.175,1.419,-27.284,-27.400,-24.693
597.649,-22.692,1.643,-26.318,-26.432,-25.436
597.660,12.962,1.157,-24.419,-24.517,-25.446
597.672,-27.399,0.962,-21.715,-21.811,-24.699
597.683,18.145,1.365,-18.380,-18.485,-23.194
597.695,22.781,1.314,-14.686,-14.761,-21.027
597.707,7.034,1.170,-10.741,-10.804,-18.322
597.718,15.103,1.792,-6.774,-6.854,-15.210
597.730,13.960,2.600,-3.050,-3.140,-11.888
597.741,27.470,3.071,0.230,0.119,-8.616
597.752,21.313,2.748,3.048,2.968,-5.441
597.763,-9.718,1.981,5.275,5.245,-2.516
597.774,12.860,1.996,6.922,6.925,0.085
597.785,3.039,1.418,8.062,8.105,2.354
597.796,-20.741,0.289,8.643,8.772,4.172
597.808,-18.343,0.463,8.691,8.820,5.525
597.819,34.205,0.826,8.277,8.381,6.360
597.831,8.440,-0.596,7.396,7.554,6.701
597.842,-46.263,-1.571,6.371,6.563,6.631
597.852,-7.649,-0.544,5.245,5.385,6.236
597.863,37.815,1.140,4.046,4.116,5.580
597.874,52.531,2.394,2.918,2.896,4.725
597.886,55.111,2.613,1.816,1.744,3.769
597.897,37.094,2.760,0.835,0.734,2.785
597.908,9.964,2.281,-0.001,-0.078,1.863
597.920,10.156,2.418,-0.671,-0.743,0.983
597.931,11.177,2.215,-1.227,-1.275,0.192
597.942,7.861,1.984,-1.537,-1.574,-0.450
597.954,9.028,1.408,-1.749,-1.759,-0.958
597.965,-1.149,0.359,-1.781,-1.760,-1.330
597.977,25.164,0.093,-1.709,-1.702,-1.584
597.988,33.954,0.668,-1.505,-1.538,-1.711
597.999,40.381,1.194,-1.338,-1.399,-1.737
598.009,36.636,0.510,-1.159,-1.189,-1.692
598.021,20.239,-0.516,-0.901,-0.888,-1.569
598.032,38.371,-0.821,-0.544,-0.573,-1.389
598.043,31.280,-0.909,-0.155,-0.237,-1.166
598.055,27.127,-0.360,0.268,0.132,-0.887
598.066,25.847,0.367,0.616,0.439,-0.597
598.077,30.742,0.567,0.927,0.713,-0.304
598.089,52.463,1.719,1.269,0.967,-0.003
598.100,53.153,3.022,1.629,1.223,0.300
598.111,50.163,3.858,1.910,1.441,0.592
598.123,28.123,3.707,2.081,1.626,0.856
598.134,29.339,3.833,2.216,1.761,1.097
598.146,32.969,3.180,2.321,1.882,1.309
598.157,30.519,2.986,2.362,1.924,1.466
598.168,7.415,2.298,2.267,1.863,1.565
598.179,-14.120,1.289,2.064,1.719,1.591
598.189,-20.042,-0.336,1.782,1.512,1.538
598.199,-14.731,-0.417,1.555,1.278,1.433
598.212,-11.486,-0.655,1.138,0.859,1.229
598.222,13.884,-0.374,0.736,0.455,0.983
598.232,14.370,-0.296,0.393,0.102,0.694
598.242,-18.008,-2.059,-0.079,-0.305,0.361
598.252,-17.835,-2.270,-0.514,-0.731,-0.006
598.264,-9.204,-2.360,-0.949,-1.173,-0.449
598.274,-9.690,-2.443,-1.274,-1.500,-0.813
598.286,-13.421,-2.838,-1.682,-1.890,-1.254
598.298,27.922,-2.180,-1.952,-2.207,-1.668
598.308,-36.835,-4.924,-2.243,-2.348,-1.967
598.318,-54.423,-5.665,-2.286,-2.359,-2.198
598.328,-7.214,-4.509,-2.231,-2.388,-2.354
598.338,34.911,-1.629,-2.050,-2.350,-2.443
598.348,4.669,-1.517,-1.844,-2.155,-2.441
598.359,7.591,-1.553,-1.568,-1.881,-2.360
598.369,3.460,-1.659,-1.298,-1.584,-2.206
598.379,-12.227,-2.517,-0.941,-1.161,-1.992
598.389,-19.550,-2.509,-0.601,-0.811,-1.739
598.399,14.139,-1.942,-0.192,-0.432,-1.439
598.409,5.523,-1.895,0.290,0.046,-1.088
598.421,2.506,-1.993,0.787,0.545,-0.647
598.433,-7.604,-2.622,1.204,0.998,-0.197
598.444,14.593,-3.164,1.529,1.368,0.227
598.456,46.251,-2.961,1.952,1.769,0.642
598.468,47.155,-1.988,2.291,2.062,1.034
598.479,40.732,-0.774,2.735,2.436,1.413
598.491,32.413,-0.037,3.500,3.132,1.871
598.503,-13.658,-0.195,4.522,4.178,2.478
598.514,-19.803,-0.655,5.952,5.644,3.298
598.526,5.197,-0.365,7.973,7.645,4.434
598.537,16.354,-0.383,10.408,10.078,5.931
598.549,7.668,-0.933,13.152,12.852,7.791
598.561,-7.096,-1.389,16.140,15.870,9.990
598.573,-23.028,-1.813,19.247,19.006,12.484
598.584,-17.018,-2.006,22.343,22.102,15.194
598.596,-8.398,-2.059,25.130,24.881,17.967
598.608,-10.595,-2.500,27.392,27.159,20.629
598.619,-18.360,-2.648,28.933,28.712,22.997
598.631,30.509,-2.179,29.777,29.512,25.000
598.643,-27.365,-2.733,29.770,29.526,26.432
598.653,-13.725,-2.726,29.108,28.889,27.218
598.664,26.618,-2.285,27.921,27.682,27.386
598.674,25.468,-2.012,26.180,25.935,27.004
598.684,11.061,-1.839,23.992,23.755,26.097
598.694,-11.503,-1.704,21.414,21.171,24.707
598.705,-11.393,-1.543,18.593,18.348,22.893
598.717,8.143,-1.331,15.253,14.990,20.343
598.728,-1.776,-1.744,11.861,11.619,17.526
598.740,-24.475,-2.306,8.437,8.221,14.457
598.752,-23.803,-2.556,5.197,4.986,11.327
